
[00:00:00.000 --> 00:00:02.600]  相信大家都同意
[00:00:02.600 --> 00:00:09.600]  在近日我們都是活在一個比較繃緊的氣氛中
[00:00:09.600 --> 00:00:12.800]  所以很多時候我們都聽到
[00:00:12.800 --> 00:00:17.400]  或者甚至我們都會說兩個字
[00:00:17.400 --> 00:00:20.400]  就是恐懼
[00:00:20.400 --> 00:00:22.800]  恐懼
[00:00:22.800 --> 00:00:27.000]  今早我們很想來到去面對這個問題
[00:00:27.000 --> 00:00:31.800]  面對一種恐懼的經驗
[00:00:31.800 --> 00:00:34.000]  我很希望我們每一位弟兄姊妹
[00:00:34.000 --> 00:00:39.000]  都是願意一起去面對
[00:00:39.000 --> 00:00:42.800]  我相信當我們肯面對恐懼的時候
[00:00:42.800 --> 00:00:45.800]  恐懼本身就少了一半
[00:00:45.800 --> 00:00:50.800]  所以讓我們今日都是這方面反覆的思量
[00:00:50.800 --> 00:00:53.800]  在敬拜中 在主的話語中
[00:00:53.800 --> 00:01:00.800]  來學習怎樣面對這個不是那麼美好的感受
[00:01:00.800 --> 00:01:03.800]  我相信大家都會同意
[00:01:03.800 --> 00:01:06.400]  在我們人生的經驗裏面
[00:01:06.400 --> 00:01:09.200]  恐懼是少不免的
[00:01:09.200 --> 00:01:11.000]  同不同意呢?
[00:01:11.000 --> 00:01:17.600]  我相信沒有一個人能夠倖免在恐懼之外
[00:01:17.600 --> 00:01:20.800]  所不同的只不過是不同的人物
[00:01:20.800 --> 00:01:26.000]  不同的事件 不同的人生階段而已
[00:01:26.000 --> 00:01:31.600]  總之我們都是曾經有恐懼感
[00:01:31.600 --> 00:01:33.000]  可能對一些人來說
[00:01:33.000 --> 00:01:34.600]  第一次的大手術
[00:01:34.600 --> 00:01:37.200]  很深刻的恐懼的經歷
[00:01:37.200 --> 00:01:39.600]  或者有些人第一次做爸爸
[00:01:39.600 --> 00:01:43.400]  第一次做媽媽其實都很害怕
[00:01:43.400 --> 00:01:47.600]  又或者有些人失業
[00:01:47.600 --> 00:01:49.000]  這樣怎樣去辦呢?
[00:01:49.000 --> 00:01:52.800]  心中都很多很多的恐懼
[00:01:52.800 --> 00:01:58.200]  在很多年前曾經有一位叫做報章的輔導員
[00:01:58.200 --> 00:02:01.000]  這個是在美國的社會裏面有的
[00:02:01.000 --> 00:02:04.400]  一位叫做Ann的女士
[00:02:04.400 --> 00:02:09.000]  原來她每個月都收到很多的來信
[00:02:09.000 --> 00:02:12.400]  給報館 給報章的公司
[00:02:12.400 --> 00:02:15.200]  每個月收到一萬封的
[00:02:15.200 --> 00:02:17.200]  這樣都挺多的
[00:02:17.200 --> 00:02:19.800]  而裏面有很多的訴苦
[00:02:19.800 --> 00:02:23.000]  有很多是投訴等等等等
[00:02:23.000 --> 00:02:25.400]  有人知道了之後就問她
[00:02:25.400 --> 00:02:28.000]  你收到這麼多封信
[00:02:28.000 --> 00:02:30.400]  裏面講的主題裏面當中
