
[00:00:00.000 --> 00:00:03.820]  多謝祢讓我們今天可以在這個地方
[00:00:03.820 --> 00:00:05.860]  我們可以一起去敬拜祢
[00:00:05.860 --> 00:00:09.280]  讓上帝繼續介入在我們這個城市當中
[00:00:09.280 --> 00:00:13.660]  我們這個城市是歡迎祢能夠葬著為王
[00:00:13.660 --> 00:00:15.380]  我們願意宣告
[00:00:15.380 --> 00:00:18.660]  接下來這個星期四、星期五、星期六、星期日
[00:00:18.660 --> 00:00:21.300]  這四天、這七場報道大會
[00:00:21.300 --> 00:00:23.900]  是一個大豐收的聚會
[00:00:23.900 --> 00:00:26.360]  讓更多更多未信的朋友
[00:00:26.360 --> 00:00:28.860]  能夠認識我們的主耶穌
[00:00:28.860 --> 00:00:31.040]  依著他們的生命改變
[00:00:31.040 --> 00:00:34.460]  這個城市也得以被改變
[00:00:34.460 --> 00:00:37.180]  求祢親自閱覽我們的禱告
[00:00:37.180 --> 00:00:40.340]  閱覽我們每首詩歌的去人類的敬拜
[00:00:40.340 --> 00:00:42.380]  就讓我們從心去變
[00:00:42.380 --> 00:00:44.580]  我們同心來贊比祢
[00:00:44.580 --> 00:00:45.980]  聽我們的祈禱
[00:00:45.980 --> 00:00:47.880]  奉主名求
[00:00:47.880 --> 00:00:48.500]  Amen
[00:00:48.500 --> 00:00:49.520]  人民請坐
[00:00:49.520 --> 00:00:52.140]  我們用掌聲多謝今天三堂的一班人類敬拜隊
[00:00:52.140 --> 00:00:53.660]  我們有一班代禱的
[00:00:53.660 --> 00:00:54.660]  一班迎新的
[00:00:54.660 --> 00:00:55.520]  我們有一班同事
[00:00:55.520 --> 00:00:58.100]  都是很多時間我們一起同心
[00:00:58.100 --> 00:01:00.840]  來侍奉我們的天父
[00:01:00.840 --> 00:01:03.180]  今天我的題目是
[00:01:03.180 --> 00:01:04.540]  不分彼此
[00:01:04.540 --> 00:01:06.700]  我們要同心合一
[00:01:06.700 --> 00:01:11.080]  去到《羅馬書》第十五章一至十三節
[00:01:11.080 --> 00:01:11.900]  很明顯
[00:01:11.900 --> 00:01:14.660]  我們《羅馬書》可以說已經去到尾聲
[00:01:14.660 --> 00:01:15.940]  去到第十六章
[00:01:15.940 --> 00:01:17.840]  我們今年整年
[00:01:17.840 --> 00:01:20.740]  是和弟兄姊妹分享了四十篇
[00:01:20.740 --> 00:01:23.220]  關於《羅馬書》的訊息
[00:01:23.220 --> 00:01:25.220]  當然我們記得多少
[00:01:25.220 --> 00:01:29.020]  都是我們各自自己一個回應上帝
[00:01:29.020 --> 00:01:30.980]  我們聆聽神的話的時候
[00:01:30.980 --> 00:01:32.300]  我們聽得多少
[00:01:32.300 --> 00:01:33.380]  都不是一個問題
[00:01:33.380 --> 00:01:35.460]  都是上帝讓我們每個星期
[00:01:35.460 --> 00:01:37.140]  都能夠聽神的話
[00:01:37.140 --> 00:01:39.120]  今天去到第十五章的時候
[00:01:39.120 --> 00:01:41.420]  我們一定明白
[00:01:41.420 --> 00:01:42.580]  每一段聖經
[00:01:42.580 --> 00:01:45.500]  絕對不能夠獨立去看
[00:01:45.500 --> 00:01:47.020]  我們很深信每一段聖經
[00:01:47.020 --> 00:01:50.180]  如果真的要嚴謹地去識經的時候
[00:01:50.180 --> 00:01:52.060]  一定要看上文
[00:01:52.060 --> 00:01:53.540]  看下理
[00:01:53.540 --> 00:01:55.500]  以致我們不是抽出來
[00:01:55.500 --> 00:01:57.940]  我們覺得聖經怎麼說
[00:01:57.940 --> 00:01:59.980]  就是我覺得怎麼說
[00:01:59.980 --> 00:02:02.020]  所以今天我們看回這個題目
[00:02:02.020 --> 00:02:03.780]  是講到同心
[00:02:03.780 --> 00:02:05.180]  講到合一
[00:02:05.180 --> 00:02:08.020]  當然教會經常都會說
[00:02:08.020 --> 00:02:11.700]  我們希望教會能夠合而為一
[00:02:11.700 --> 00:02:13.460]  這個我們經常都聽
[00:02:13.460 --> 00:02:15.780]  我們教會要合而為一
[00:02:15.780 --> 00:02:16.700]  但另一方面
[00:02:16.700 --> 00:02:18.100]  我們亦都發覺
[00:02:18.100 --> 00:02:19.980]  我們很多時候這樣說
[00:02:19.980 --> 00:02:21.620]  就不一定做得到
[00:02:21.620 --> 00:02:23.300]  教會之間
[00:02:23.300 --> 00:02:25.740]  很多時候我們的敵人
[00:02:25.740 --> 00:02:27.460]  應該是撒旦
[00:02:27.460 --> 00:02:29.660]  教會的敵人應該是撒旦
[00:02:29.660 --> 00:02:31.580]  但是撒旦很聰明
[00:02:31.580 --> 00:02:34.620]  很多時候令到我們的敵人是教會
[00:02:34.620 --> 00:02:36.340]  教會的敵人是教會
[00:02:36.340 --> 00:02:38.780]  以致我們很多時候是內耗
[00:02:38.780 --> 00:02:40.700]  我們很多時候因為教會與教會之間
[00:02:40.700 --> 00:02:41.900]  不同的意見
[00:02:41.900 --> 00:02:42.900]  不同的看法
[00:02:42.900 --> 00:02:47.220]  帶來教會之間很多彼此的爭執
[00:02:47.220 --> 00:02:50.020]  甚至去到割裂的一個地步
[00:02:50.020 --> 00:02:51.820]  所以有時候我們說
[00:02:51.820 --> 00:02:53.260]  合而為一
[00:02:53.260 --> 00:02:56.860]  但是很多時候卻不能夠合而為一
[00:02:56.860 --> 00:02:59.940]  但為什麼我們這麼困難的一個題目
[00:02:59.940 --> 00:03:03.340]  我們仍然都要鼓勵自己
[00:03:03.340 --> 00:03:05.700]  說我們教會要合而為一
[00:03:05.700 --> 00:03:08.620]  就是因為這是耶穌的心意
[00:03:08.620 --> 00:03:10.980]  耶穌在祂侍奉的三年當中
[00:03:10.980 --> 00:03:13.380]  去到差不多去到最後一段時刻
[00:03:13.380 --> 00:03:15.180]  祂忽然間有一個祈禱
[00:03:15.180 --> 00:03:17.420]  這個祈禱在一班學者那邊
[00:03:17.420 --> 00:03:20.100]  認為是大祭司的禱告
[00:03:20.100 --> 00:03:23.060]  是記載在《約翰福音》第十七章
[00:03:23.060 --> 00:03:25.940]  這個禱告大概有二十八節的聖經
[00:03:25.940 --> 00:03:28.260]  耶穌在這段禱文裡面
[00:03:28.260 --> 00:03:31.540]  祂是說了五次
[00:03:31.540 --> 00:03:34.380]  祂說我們要合而為一
[00:03:34.380 --> 00:03:36.660]  五次合而為一
[00:03:36.660 --> 00:03:39.620]  換言之在耶穌的禱告當中
[00:03:39.620 --> 00:03:43.740]  祂自己是很看重合而為一
[00:03:43.740 --> 00:03:46.540]  也都有可能耶穌知道
[00:03:46.540 --> 00:03:50.100]  原來人要人之間要合而為一
[00:03:50.100 --> 00:03:51.420]  是很難的
[00:03:51.420 --> 00:03:54.140]  但是耶穌亦都用祂的祈禱
[00:03:54.140 --> 00:03:56.780]  很渴望人與人之間
[00:03:56.780 --> 00:03:58.140]  教會與教會之間
[00:03:58.140 --> 00:04:01.060]  是能夠真正的合而為一
[00:04:01.060 --> 00:04:03.500]  我們的敵人不是教會
[00:04:03.500 --> 00:04:05.580]  我們的敵人不是弟兄姊妹
[00:04:05.580 --> 00:04:07.660]  我們的敵人是撒旦
[00:04:07.660 --> 00:04:08.860]  去到早期教會
[00:04:08.860 --> 00:04:09.940]  司徒保羅
[00:04:09.940 --> 00:04:12.060]  他是其中一封書信裡面
[00:04:12.060 --> 00:04:13.420]  叫做《已忽所書》
[00:04:13.420 --> 00:04:17.260]  《已忽所書》是保羅的教會觀
[00:04:17.260 --> 00:04:18.660]  即是我們俄文書
[00:04:18.660 --> 00:04:21.060]  可以說是保羅的神觀
[00:04:21.060 --> 00:04:22.620]  或者是救恩觀
[00:04:22.620 --> 00:04:24.340]  但是去到《已忽所書》
[00:04:24.340 --> 00:04:28.020]  很清楚是講到保羅對教會的看法
[00:04:28.020 --> 00:04:29.860]  當中去到第四章的時候
[00:04:29.860 --> 00:04:31.500]  他忽然間說了一句話
[00:04:31.500 --> 00:04:38.500]  「我們要竭力保守聖靈所賜合而為一的心」
[00:04:38.500 --> 00:04:40.780]  又是講到合而為一
[00:04:40.780 --> 00:04:45.780]  很明顯保羅是承接耶穌的提醒
[00:04:45.780 --> 00:04:48.260]  他說教會是要合而為一
[00:04:48.260 --> 00:04:51.340]  於是他就說我們要竭力保守
[00:04:51.340 --> 00:04:53.180]  聖靈已經給了我們
[00:04:53.180 --> 00:04:54.060]  意思就是說
[00:04:54.060 --> 00:04:55.980]  其實你和我是知道的
[00:04:55.980 --> 00:04:59.260]  你和我是知道聖靈給了我們合而為一
[00:04:59.260 --> 00:05:02.100]  但是保羅卻說我們要竭力
[00:05:02.100 --> 00:05:04.180]  因為人與人之間
[00:05:04.180 --> 00:05:07.780]  很多時候真的有很多不同
[00:05:07.780 --> 00:05:10.060]  為什麼我們不能夠合而為一呢?
[00:05:10.060 --> 00:05:11.060]  因為很多時候
[00:05:11.060 --> 00:05:15.340]  我們是錯誤去認識這個合一
[00:05:15.340 --> 00:05:19.620]  我們很多時候將合一等同統一
[00:05:19.620 --> 00:05:22.180]  合一與統一是兩回事
[00:05:22.180 --> 00:05:24.180]  我們在中學、小學、上學
[00:05:24.180 --> 00:05:25.340]  我們要穿校服
[00:05:25.340 --> 00:05:28.340]  我們要有統一的校服
[00:05:28.340 --> 00:05:29.740]  我們從中學來說
[00:05:29.740 --> 00:05:32.740]  我中學的時候夏天穿白衣白褲
[00:05:32.740 --> 00:05:34.900]  冬天穿白衣灰褲
[00:05:34.900 --> 00:05:36.700]  不單止認識
[00:05:36.700 --> 00:05:38.500]  款式也要統一
[00:05:38.500 --> 00:05:39.700]  因為在當時
[00:05:39.700 --> 00:05:43.220]  那個年代最流行披頭四
[00:05:43.220 --> 00:05:44.900]  後期有少許溫拿樂隊
[00:05:44.900 --> 00:05:47.700]  你知道那些溫拿隊的褲腳很大
[00:05:47.700 --> 00:05:49.180]  我們那時候時興
[00:05:49.180 --> 00:05:50.260]  穿著大褲腳
[00:05:50.260 --> 00:05:52.340]  學校不給的
[00:05:52.340 --> 00:05:53.380]  我看到大褲腳
[00:05:53.380 --> 00:05:55.860]  要你回家換條褲
[00:05:55.860 --> 00:05:57.700]  為什麼?要統一
[00:05:57.700 --> 00:05:59.820]  學校有統一
[00:05:59.820 --> 00:06:03.180]  但是真正的合一並不統一
[00:06:03.180 --> 00:06:04.380]  不是等同統一
[00:06:04.380 --> 00:06:07.620]  我們以為合一就是等同統一
[00:06:07.620 --> 00:06:09.580]  其實是不可能的事
[00:06:09.580 --> 00:06:12.020]  教會與教會之間不可能統一
[00:06:12.020 --> 00:06:13.860]  但是可以合一
[00:06:13.860 --> 00:06:15.580]  合一什麼叫合一?
[00:06:15.580 --> 00:06:18.060]  其實合一我們是知道的
[00:06:18.060 --> 00:06:19.700]  因為合一本身來說
[00:06:19.700 --> 00:06:23.980]  就是求同存異
[00:06:23.980 --> 00:06:28.180]  合一應該叫求同存異
