
[00:00:00.000 --> 00:00:06.520]  今天我們來到跟隨耶穌講道系列的第二課
[00:00:06.520 --> 00:00:10.960]  今天想和大家分享一段聖經很重要的
[00:00:10.960 --> 00:00:15.480]  這段聖經正正是講述我們屬靈生命的成長
[00:00:15.480 --> 00:00:17.480]  這段聖經有多重要呢
[00:00:17.480 --> 00:00:21.560]  對我來說這段聖經如果你不明白
[00:00:21.560 --> 00:00:24.200]  而且你沒有用這段聖經
[00:00:24.200 --> 00:00:29.080]  很有可能你會成為屬靈的嬰孩
[00:00:29.080 --> 00:00:33.200]  Charles Spurgeon 港道大師
[00:00:33.200 --> 00:00:37.640]  有一次他講到他們當時代教會的問題的時候
[00:00:37.640 --> 00:00:42.920]  他特別講到當時他那個年代的教會最大的問題
[00:00:42.920 --> 00:00:47.240]  就是在教會當中有太多六七十歲的屬靈嬰孩
[00:00:47.240 --> 00:00:51.800]  大家知道隨著每一年的過去我們很自然會變老
[00:00:51.800 --> 00:00:54.200]  但是變成成熟就未必
[00:00:54.200 --> 00:00:56.720]  變老是自然的一個過程
[00:00:56.720 --> 00:00:59.560]  所以人家說長大是不可思議的
[00:00:59.560 --> 00:01:02.040]  但是長大是一個選擇
[00:01:02.040 --> 00:01:05.040]  每一年過去你說今年又老了
[00:01:05.040 --> 00:01:07.760]  你不需要努力的你很自然就會變老
[00:01:07.760 --> 00:01:10.520]  記憶力又差了點體力又差了點
[00:01:10.520 --> 00:01:12.840]  但是變成成熟就未必
[00:01:12.840 --> 00:01:15.760]  變成成熟就是一個意圖
[00:01:15.760 --> 00:01:20.480]  要努力定個方向才會慢慢越來越成熟
[00:01:20.480 --> 00:01:23.200]  所以今天這段經文是講到
[00:01:23.200 --> 00:01:25.200]  當我們每一年一年過去的時候
[00:01:25.200 --> 00:01:28.240]  生命是不是會越變越成熟呢
[00:01:28.240 --> 00:01:30.240]  會越來越變得好呢
[00:01:30.240 --> 00:01:33.760]  這段經文就是給我們一個秘訣
[00:01:33.760 --> 00:01:37.880]  所以今天我想和大家看的是彼得後書的第一章
[00:01:37.880 --> 00:01:40.640]  我們從第三節會讀到第十五節
[00:01:40.640 --> 00:01:42.880]  第一段我們先看
[00:01:42.880 --> 00:01:47.880]  彼得在當中講了一個屬靈生命成長的秘訣給我們看
[00:01:47.880 --> 00:01:50.520]  我們先讀一段經文
[00:01:50.520 --> 00:01:54.040]  從彼得後書的一章三節到第八節
[00:01:54.040 --> 00:01:55.560]  我們一起看這段經文
[00:01:55.560 --> 00:01:57.560]  這段經文是這樣說的
[00:01:57.560 --> 00:02:01.960]  神的神能已經把我們過敬虔生活
[00:02:01.960 --> 00:02:03.960]  所需的一切給了我們
[00:02:03.960 --> 00:02:07.800]  這因此是借著認識那位呼召我們
[00:02:07.800 --> 00:02:13.520]  來分享他自己的榮耀和善德的神而得的
[00:02:13.520 --> 00:02:16.520]  敬虔 敬虔加上手足之愛
[00:02:16.520 --> 00:02:19.000]  最寶貴的恩賜給了我們
[00:02:19.000 --> 00:02:23.480]  借著這恩賜你們得以逃避世上那毀滅性的慾望
[00:02:23.480 --> 00:02:25.920]  而分享神的神聖
[00:02:25.920 --> 00:02:29.760]  為了這緣故你們要盡力在信心上加上美德
[00:02:29.760 --> 00:02:31.760]  美德加上知識
[00:02:31.760 --> 00:02:33.560]  知識加上節制
[00:02:33.560 --> 00:02:35.080]  節制加上忍耐
[00:02:35.080 --> 00:02:36.680]  忍耐加上敬虔
[00:02:36.680 --> 00:02:38.800]  敬虔加上手足之愛
[00:02:38.800 --> 00:02:41.080]  手足之愛加上博愛
[00:02:41.080 --> 00:02:45.240]  這些就是你們應該培養的品德
[00:02:45.240 --> 00:02:47.240]  如果你們都具備了
[00:02:47.240 --> 00:02:55.440]  你們就會更積極更有效地認識我們的主耶穌基督
[00:02:55.440 --> 00:02:56.520]  這段聖經很重要
[00:02:56.520 --> 00:02:58.520]  因為這段聖經如果你不明白
[00:02:58.520 --> 00:03:01.520]  你的生命成長可能會停止
[00:03:01.520 --> 00:03:03.240]  如果你明白又應用
[00:03:03.240 --> 00:03:07.280]  這段聖經會幫助你的生命會不斷不斷地成長
[00:03:07.280 --> 00:03:09.160]  所以今天我希望花點時間
[00:03:09.160 --> 00:03:13.560]  稍微比較詳細地跟你去分享這段聖經
[00:03:13.560 --> 00:03:17.680]  因為這段聖經的緣故你可以定一個目標
[00:03:17.680 --> 00:03:21.680]  知道今年的生命成長會不斷不斷地成長
[00:03:21.680 --> 00:03:24.720]  首先第一點想跟你特別留意的是
[00:03:24.720 --> 00:03:26.400]  剛剛第三節的第一句
[00:03:26.400 --> 00:03:27.960]  祂說神的大能
[00:03:27.960 --> 00:03:29.520]  The power of God
[00:03:29.520 --> 00:03:32.520]  祂說已經給了我們屬敬虔生活
[00:03:32.520 --> 00:03:34.360]  就是Life and Godliness
[00:03:34.360 --> 00:03:36.400]  其實原文是分開的
[00:03:36.400 --> 00:03:40.520]  祂給你生活上和一個屬靈生活
[00:03:40.520 --> 00:03:44.080]  活得更像神Godly Life和Godliness
[00:03:44.080 --> 00:03:46.280]  無論是生活還是Godliness
[00:03:46.280 --> 00:03:50.560]  祂說這兩樣你所需要的一切都給了你
[00:03:50.560 --> 00:03:52.080]  所以換句話說
[00:03:52.080 --> 00:03:53.760]  如果你今天發覺信了主十年
[00:03:53.760 --> 00:03:56.960]  好像生命沒什麼成長
[00:03:56.960 --> 00:03:59.520]  你是沒有任何的藉口
[00:03:59.520 --> 00:04:01.400]  因為我沒有資源
[00:04:01.400 --> 00:04:02.920]  因為神沒有給我這件事
[00:04:02.920 --> 00:04:04.920]  或者神沒有給我那件事
[00:04:04.920 --> 00:04:06.920]  換句話說如果你今天生活在非洲
[00:04:06.920 --> 00:04:07.920]  一個很貧窮的國家
[00:04:07.920 --> 00:04:09.640]  經常有饑荒的
[00:04:09.640 --> 00:04:11.040]  那你說
[00:04:11.040 --> 00:04:13.120]  我今天發育不良
[00:04:13.120 --> 00:04:14.840]  就是因為我身體的成長
[00:04:14.840 --> 00:04:17.520]  需要所有的營養我都得不到
[00:04:17.520 --> 00:04:19.120]  這個理由是成立的
[00:04:19.120 --> 00:04:20.720]  你可以說這不是我的責任
[00:04:20.720 --> 00:04:22.440]  是因為我沒有這樣的資源
[00:04:22.440 --> 00:04:23.400]  經常有饑荒
[00:04:23.400 --> 00:04:25.160]  我發育不良
[00:04:25.160 --> 00:04:27.440]  但如果你今天活在美國
[00:04:27.440 --> 00:04:29.760]  頂智梅你是沒有這樣的藉口的
[00:04:29.760 --> 00:04:30.920]  你不可以說我發育不良
[00:04:30.920 --> 00:04:34.120]  就是因為我今天缺少營養
[00:04:34.120 --> 00:04:38.440]  美國你唯一擔心的就是你吃太肥
[00:04:38.440 --> 00:04:40.000]  你沒可能美國發育不健全
[00:04:40.000 --> 00:04:41.800]  因為我缺少營養
[00:04:41.800 --> 00:04:43.560]  你沒有這樣的藉口
[00:04:43.560 --> 00:04:45.080]  所以這段聖經跟我們說
[00:04:45.080 --> 00:04:47.080]  原來神已經將我們
[00:04:47.080 --> 00:04:49.040]  這個屬靈生命的成長
[00:04:49.040 --> 00:04:50.560]  一切的需要
[00:04:50.560 --> 00:04:52.680]  everything you need
[00:04:52.680 --> 00:04:54.200]  祂已經給了你
[00:04:54.200 --> 00:04:55.080]  已經給了你
[00:04:55.080 --> 00:04:57.880]  所以你沒有任何理由不成長
[00:04:57.880 --> 00:04:59.640]  你不可以說因為我
[00:04:59.640 --> 00:05:01.240]  你就幸福了
[00:05:01.240 --> 00:05:02.280]  你活在洛杉磯
[00:05:02.280 --> 00:05:04.400]  你可以參加聖餐禮
[00:05:04.400 --> 00:05:07.040]  這麼多資源你當然成長
[00:05:07.040 --> 00:05:08.640]  又或者你很幸福
[00:05:08.640 --> 00:05:12.160]  你參加忠臣梁山的教會
[00:05:12.160 --> 00:05:13.680]  你經常聽到梁山說
[00:05:13.680 --> 00:05:15.360]  你當然成長
[00:05:15.360 --> 00:05:16.520]  我就慘了
[00:05:16.520 --> 00:05:17.880]  要聽BJ說
[00:05:17.880 --> 00:05:20.120]  所以我不成長了
[00:05:20.120 --> 00:05:21.680]  you can't say that
[00:05:21.680 --> 00:05:23.160]  你不可以這樣說
[00:05:23.160 --> 00:05:24.680]  因為神這裡說
[00:05:24.680 --> 00:05:27.320]  不是你去哪間教會資源多少
[00:05:27.320 --> 00:05:29.960]  祂說神的power
[00:05:29.960 --> 00:05:32.920]  已經將你生命一切需要
[00:05:32.920 --> 00:05:34.680]  和你要過一個敬虔的生活
[00:05:34.680 --> 00:05:37.720]  一切的需要給了你
[00:05:37.720 --> 00:05:38.960]  意思就是從今天開始
[00:05:38.960 --> 00:05:40.720]  你至少有個觀念知道
[00:05:40.720 --> 00:05:43.120]  你已經擁有一切
[00:05:43.120 --> 00:05:46.960]  讓你生命可以成長的資源
[00:05:46.960 --> 00:05:48.320]  你沒有任何的excuse
[00:05:48.320 --> 00:05:50.960]  說神沒有給我
[00:05:50.960 --> 00:05:52.800]  所以我有excuse
[00:05:52.800 --> 00:05:53.720]  所以不成長
[00:05:53.720 --> 00:05:56.240]  you know
[00:05:56.240 --> 00:05:57.400]  我們再看下去
[00:05:57.400 --> 00:05:58.680]  為什麼祂說
[00:05:58.680 --> 00:06:00.200]  你已經有一切的資源
[00:06:00.200 --> 00:06:01.400]  我們繼續看下去
[00:06:01.400 --> 00:06:02.360]  第二句說什麼
[00:06:02.360 --> 00:06:05.320]  祂說不單止祂說神的大能
[00:06:05.320 --> 00:06:06.640]  已經給了你們一切
[00:06:06.640 --> 00:06:08.080]  下面有解釋
[00:06:08.080 --> 00:06:09.320]  祂怎麼解釋
[00:06:09.320 --> 00:06:10.520]  是藉著什麼
[00:06:10.520 --> 00:06:12.040]  祂說原來呢
[00:06:12.040 --> 00:06:13.320]  這個恩賜
[00:06:13.320 --> 00:06:15.040]  就是神賜給這個大能
[00:06:15.040 --> 00:06:18.120]  是藉著認識那位呼召我們來
[00:06:18.120 --> 00:06:22.560]  分享自己榮耀和得善的神而得的
[00:06:22.560 --> 00:06:23.400]  意思就是說
[00:06:23.400 --> 00:06:25.160]  如果你看回英文的解釋
[00:06:25.160 --> 00:06:26.200]  很清楚一點
[00:06:26.200 --> 00:06:27.520]  就是the power of God
[00:06:27.520 --> 00:06:30.280]  已經將一切你生命需要給了你
[00:06:30.280 --> 00:06:33.480]  接著下面那句through which
[00:06:33.480 --> 00:06:35.600]  through the knowledge of God
[00:06:35.600 --> 00:06:37.240]  就是神的大能
[00:06:37.240 --> 00:06:39.720]  是透過你對神的認識
[00:06:39.720 --> 00:06:41.520]  你越來越認識神了
[00:06:41.520 --> 00:06:44.320]  你就得著這些的資源
[00:06:44.320 --> 00:06:45.720]  這些的power
[00:06:45.720 --> 00:06:48.120]  所以這一句的聖經
[00:06:48.120 --> 00:06:50.160]  是將神的power大能
[00:06:50.160 --> 00:06:52.440]  和你對神的認識
[00:06:52.440 --> 00:06:53.440]  the power of God
[00:06:53.440 --> 00:06:54.840]  the knowledge of God
[00:06:54.840 --> 00:06:57.000]  連在一起的
[00:06:57.000 --> 00:06:58.440]  不單止連在一起
[00:06:58.440 --> 00:07:00.320]  下一句更厲害
[00:07:00.320 --> 00:07:01.200]  下一句是什麼呢
[00:07:01.200 --> 00:07:01.800]  第四節
[00:07:01.800 --> 00:07:07.640]  這樣祂把祂所應許那最大最寶貴的恩賜給了我們
[00:07:07.640 --> 00:07:09.520]  因為藉著這個恩賜
[00:07:09.520 --> 00:07:11.320]  我們就可以有這個新的生命
[00:07:11.320 --> 00:07:14.120]  不單止逃避這個世上毀滅性的慾望
[00:07:14.120 --> 00:07:17.200]  而我們有神的神聖
[00:07:17.200 --> 00:07:19.560]  中文聖經未必翻譯得很清楚
[00:07:19.560 --> 00:07:20.920]  但是英文呢
[00:07:20.920 --> 00:07:22.040]  它的emphasis
[00:07:22.040 --> 00:07:23.680]  你看到原文也是
[00:07:23.680 --> 00:07:25.240]  它的真正的重點
[00:07:25.240 --> 00:07:26.240]  其實是在解釋的
[00:07:26.240 --> 00:07:28.560]  第一句它說神的大能
[00:07:28.560 --> 00:07:31.880]  能夠將你一切生命成長所需的給了你
[00:07:31.880 --> 00:07:32.880]  那是藉著什麼呢
[00:07:32.880 --> 00:07:34.680]  是藉著你對祂的認識
[00:07:34.680 --> 00:07:35.560]  第四節解釋
[00:07:35.560 --> 00:07:37.520]  認識什麼呢
[00:07:37.520 --> 00:07:40.120]  是認識祂給你那個
[00:07:40.120 --> 00:07:41.400]  又大
[00:07:41.400 --> 00:07:43.920]  英文是exceedingly great
[00:07:43.920 --> 00:07:46.200]  又大又寶貴的
[00:07:46.200 --> 00:07:48.440]  認許
[00:07:48.440 --> 00:07:49.480]  是複數的原文
[00:07:49.480 --> 00:07:51.040]  promises
[00:07:51.040 --> 00:07:51.760]  所以
[00:07:51.760 --> 00:07:53.120]  換句話說很清楚了
[00:07:53.120 --> 00:07:55.600]  你生命的成長呢
[00:07:55.600 --> 00:07:56.520]  是透過什麼
[00:07:56.520 --> 00:07:57.840]  透過神的大能
[00:07:57.840 --> 00:08:00.600]  神的大能是藉著你認識祂的
[00:08:00.600 --> 00:08:03.240]  寶貴的認許
