
[00:00:00.000 --> 00:00:04.480]  各位姐妹平安 讓我們先一齊同心祈禱
[00:00:04.480 --> 00:00:08.820]  上天保佑我們 感謝你讚美理智的恩典
[00:00:08.820 --> 00:00:11.700]  讓我們在美麗主日的清晨
[00:00:11.700 --> 00:00:14.060]  可以一同聚集敬拜祢
[00:00:14.060 --> 00:00:17.840]  可以從主耶穌的教導裏面好好學習
[00:00:17.840 --> 00:00:20.420]  怎樣做一個忠心的門徒
[00:00:20.420 --> 00:00:22.120]  求聖靈幫助我們
[00:00:22.120 --> 00:00:27.580]  能夠從主耶穌的教導裏面有好的學習
[00:00:27.580 --> 00:00:30.560]  也願意盡力的遵行
[00:00:30.560 --> 00:00:32.460]  並且求聖靈幫助我們
[00:00:32.460 --> 00:00:35.020]  可以多結果子
[00:00:35.020 --> 00:00:37.980]  奉主耶穌基督的名祈禱 阿門
[00:00:37.980 --> 00:00:44.580]  今天我要和大家思索一個很嚴肅的問題
[00:00:44.580 --> 00:00:50.720]  就是人活著究竟是為了什麼呢?
[00:00:50.720 --> 00:00:54.260]  這是很多哲學家都會問的問題
[00:00:54.260 --> 00:00:57.020]  不過很多普通人都會問的
[00:00:57.020 --> 00:00:59.720]  我們當中有沒有人問過這個問題的呢?
[00:00:59.720 --> 00:01:01.740]  有問過的請舉手
[00:01:01.740 --> 00:01:05.960]  都不少
[00:01:05.960 --> 00:01:09.040]  在希臘很多神話故事裏面
[00:01:09.040 --> 00:01:11.380]  有一個很有名的神話
[00:01:11.380 --> 00:01:16.980]  就是講到有一位天神叫做西西弗斯
[00:01:16.980 --> 00:01:22.900]  他得罪了另外一位最高的神叫做宙斯
[00:01:22.900 --> 00:01:26.500]  希臘神話和中國神話有類似的地方
[00:01:26.500 --> 00:01:27.980]  就是滿天神佛
[00:01:27.980 --> 00:01:32.920]  而其中也有一位最高的神是統管的
[00:01:32.920 --> 00:01:38.140]  由於那位西西弗斯得罪了最高神宙斯
[00:01:38.140 --> 00:01:40.640]  宙斯就要懲罰他
[00:01:40.640 --> 00:01:45.680]  要他推一塊大石上尖山上面
[00:01:45.680 --> 00:01:49.440]  當他推到山上面之後
[00:01:49.440 --> 00:01:52.780]  那塊石又會滾回下山
[00:01:52.780 --> 00:01:58.340]  西西弗斯又要下山再將石頭推回上山
[00:01:58.340 --> 00:02:02.260]  於是就循環不息
[00:02:02.260 --> 00:02:07.860]  這個神話故事其實就是講人好像是被神明懲罰的
[00:02:07.860 --> 00:02:11.420]  每天重複做一些沒有意義的工作
[00:02:11.420 --> 00:02:13.700]  一早起床就趕上班
[00:02:13.700 --> 00:02:17.960]  一直做到下班 回家吃飯睡覺
[00:02:17.960 --> 00:02:22.280]  明天一早又起床又趕上班 下班吃飯睡覺
[00:02:22.280 --> 00:02:25.260]  有什麼意義呢?
[00:02:25.260 --> 00:02:28.340]  這樣重複做一些沒有意義的工作
[00:02:28.340 --> 00:02:32.260]  很快春去秋來 老將至
[00:02:32.260 --> 00:02:37.420]  很多人的一生就好像白白浪費了
[00:02:37.420 --> 00:02:40.000]  正如聖經中的傳道者說
[00:02:40.000 --> 00:02:45.560]  虛空的虛空 虛空的虛空 全是虛空
[00:02:45.560 --> 00:02:47.560]  人一切的牢獄
[00:02:47.560 --> 00:02:54.200]  就是在他日光下的牢獄 有什麼益處呢?
[00:02:54.200 --> 00:02:57.480]  今日經文《約翰福音》第十五章
[00:02:57.480 --> 00:03:04.440]  是主耶穌和門徒吃完最後晚餐之後所說的話
[00:03:04.440 --> 00:03:08.380]  在《約翰福音》十三至十四章
[00:03:08.380 --> 00:03:13.580]  就是主耶穌和門徒吃最後晚餐之前
[00:03:13.580 --> 00:03:17.720]  和正在吃晚餐的時候所說的話
[00:03:17.720 --> 00:03:21.520]  而在十四章最後一句三十一節說
[00:03:21.520 --> 00:03:24.400]  「起來 我們走吧」
[00:03:24.400 --> 00:03:27.900]  這句話就表明十五章的說話
[00:03:27.900 --> 00:03:35.280]  是主耶穌帶著門徒一路走 一路說的說話
[00:03:35.280 --> 00:03:38.440]  在十五章頭十七節的經文裏面
[00:03:38.440 --> 00:03:41.600]  耶穌將他有意義的人生目標
[00:03:41.600 --> 00:03:44.740]  和怎樣活出快樂的人生秘訣
[00:03:44.740 --> 00:03:47.420]  都告訴了門徒
[00:03:47.420 --> 00:03:51.040]  大家想不想知道這個秘訣呢?
[00:03:51.040 --> 00:03:54.620]  那就讓我們一起跟著耶穌的腳步
[00:03:54.620 --> 00:03:58.720]  和聆聽祂的說話
[00:03:58.720 --> 00:04:03.060]  十四章三十一節說「起來 我們走吧」
[00:04:03.060 --> 00:04:07.020]  那麼耶穌帶著門徒去哪裏呢?
[00:04:07.020 --> 00:04:09.600]  根據其他福音書的記載
[00:04:09.600 --> 00:04:14.580]  最有可能去的地方就是喀西馬尼縣
[00:04:14.580 --> 00:04:19.000]  根據現代的發現 考古發現
[00:04:19.000 --> 00:04:22.440]  耶穌和門徒吃最後晚餐的地點
[00:04:22.440 --> 00:04:25.700]  應該是在聖殿的西面的
[00:04:25.700 --> 00:04:27.700]  給大家看一幅地圖
[00:04:27.700 --> 00:04:33.820]  那個上樓房就是當時耶路撒冷有錢人住的地區
[00:04:33.820 --> 00:04:36.600]  所以屋子比較大一點
[00:04:36.600 --> 00:04:39.660]  由那裏去喀西馬尼縣
[00:04:39.660 --> 00:04:43.740]  最快的途徑就是經過聖殿
[00:04:43.740 --> 00:04:50.540]  而在聖殿裏面是有一棵很標緻的裝飾
[00:04:50.540 --> 00:04:53.960]  就是一棵金色的葡萄樹
[00:04:53.960 --> 00:04:56.600]  上面有一吋葡萄
[00:04:56.600 --> 00:04:59.940]  是有整個人那麼高大的
[00:04:59.940 --> 00:05:02.040]  在舊約中
[00:05:02.040 --> 00:05:06.920]  上主也曾經用葡萄樹象徵以色列人
[00:05:06.920 --> 00:05:11.820]  由我讀詩篇80篇8節那裏這樣說
[00:05:11.820 --> 00:05:15.740]  「你從埃及帶出來一棵葡萄樹
[00:05:15.740 --> 00:05:21.380]  你趕走異族把這樹栽上」
[00:05:21.380 --> 00:05:26.540]  在《先知書》裏面也有很多次用葡萄樹象徵猶太人
[00:05:26.540 --> 00:05:32.340]  故此葡萄樹就成為猶大人民的標誌
[00:05:32.340 --> 00:05:34.120]  在15章1節
[00:05:34.120 --> 00:05:38.840]  當主耶穌說「我是真葡萄樹」的時候
[00:05:38.840 --> 00:05:42.580]  就說它不是聖殿裏面那棵裝飾物
[00:05:42.580 --> 00:05:46.540]  聖殿的葡萄樹即使是金造的
[00:05:46.540 --> 00:05:48.720]  都是假的
[00:05:48.720 --> 00:05:53.420]  主耶穌才是真猶太人的代表
[00:05:53.420 --> 00:05:57.340]  他也順帶用葡萄樹做比喻
[00:05:57.340 --> 00:06:01.680]  教導門徒要成為實實在在的門徒
[00:06:01.680 --> 00:06:05.680]  就一定要多結果子
[00:06:05.680 --> 00:06:08.840]  我們先思想1至8節
[00:06:08.840 --> 00:06:11.940]  葡萄樹和枝子的比喻
[00:06:11.940 --> 00:06:13.540]  在這個比喻裏面
[00:06:13.540 --> 00:06:18.220]  第5節提到「必定結很多果實」
[00:06:18.220 --> 00:06:20.220]  這是主耶穌說的
[00:06:20.220 --> 00:06:26.220]  作為耶穌的門徒是必定會結果實
[00:06:26.220 --> 00:06:29.320]  不是可能結、可能不結
[00:06:29.320 --> 00:06:33.320]  而是必定會結
[00:06:33.320 --> 00:06:37.040]  只有當我們為了結果子而生活的時候
[00:06:37.040 --> 00:06:40.480]  我們的人生才會有意義的
[00:06:40.480 --> 00:06:42.480]  為甚麼呢?
[00:06:42.480 --> 00:06:45.480]  有兩個原因
[00:06:45.480 --> 00:06:47.480]  第一 當我們結果子的時候
[00:06:47.480 --> 00:06:51.480]  我們可以肯定自己是主耶穌的門徒
[00:06:51.480 --> 00:06:53.480]  在15章第8節說
[00:06:53.480 --> 00:06:57.480]  「你們多結果子,我父因此得榮耀,
[00:06:57.480 --> 00:07:01.480]  你們也就是我的門徒了。」
[00:07:01.480 --> 00:07:05.480]  第二 在15章16節說
[00:07:05.480 --> 00:07:08.480]  「不是你們揀選了我,
[00:07:08.480 --> 00:07:13.480]  而是我揀選了你們,並且派你們去結果子,
[00:07:13.480 --> 00:07:17.480]  讓你們的果子得以長存。」
[00:07:17.480 --> 00:07:20.480]  耶穌揀選了我們
[00:07:20.480 --> 00:07:23.480]  不是只是想我們坐在這裏享福
[00:07:23.480 --> 00:07:25.480]  等著上天堂
[00:07:25.480 --> 00:07:29.480]  而是分派了一項非常重要的工作給我們
[00:07:29.480 --> 00:07:31.480]  就是結果子
[00:07:31.480 --> 00:07:34.480]  並且是可以長存的果子
[00:07:34.480 --> 00:07:38.480]  長存的意思就是可以帶入永恆
[00:07:38.480 --> 00:07:41.480]  我們在世上所有可以得到的東西
[00:07:41.480 --> 00:07:43.480]  都不可以帶走的
[00:07:43.480 --> 00:07:46.480]  那些東西並不是毫無意義的
[00:07:46.480 --> 00:07:49.480]  但是只會有短暫的意義
[00:07:49.480 --> 00:07:52.480]  它是沒有永恆的價值
[00:07:52.480 --> 00:07:55.480]  好像我以前都有不少錄音帶
[00:07:55.480 --> 00:07:59.480]  現在發覺都變成垃圾了 丟光了
[00:07:59.480 --> 00:08:03.480]  如果我們想要有一個有意義的人生
[00:08:03.480 --> 00:08:11.480]  就一定要去爭取那些能夠存留到永恆的東西
[00:08:11.480 --> 00:08:16.480]  當我們為主耶穌多結靈魂的果子
[00:08:16.480 --> 00:08:21.480]  而那些得救的人的靈魂是永遠長存的
[00:08:21.480 --> 00:08:23.480]  所以多結果子的人生
[00:08:23.480 --> 00:08:27.480]  才是有永遠價值的人生
[00:08:27.480 --> 00:08:29.480]  既然是這樣
[00:08:29.480 --> 00:08:33.480]  我們就要學習結果實的方法
[00:08:33.480 --> 00:08:35.480]  主耶穌是一位好老師
[00:08:35.480 --> 00:08:39.480]  祂已經將方法告訴我們了
[00:08:39.480 --> 00:08:43.480]  首先我們要常在他裏面
[00:08:43.480 --> 00:08:45.480]  我比較喜歡現中版的翻譯
[00:08:45.480 --> 00:08:50.480]  它用「連結」這個動詞是比較容易了解的
[00:08:50.480 --> 00:08:59.480]  第五節說:「那常跟我連結,而我也常跟他連結的,必定結很多果實。」
[00:08:59.480 --> 00:09:07.480]  主耶穌是用葡萄樹的比喻教導我們怎樣結出果實
[00:09:07.480 --> 00:09:11.480]  就是枝子要連結在樹幹上
[00:09:11.480 --> 00:09:15.480]  其實這個比喻在我們日常生活的經驗中
[00:09:15.480 --> 00:09:19.480]  都可以知道是一個很真確的事
[00:09:19.480 --> 00:09:23.480]  我們有種花或者樹的都會知道
[00:09:23.480 --> 00:09:27.480]  將枝子剪下來一定會死的
[00:09:27.480 --> 00:09:31.480]  剪下來的枝子是不可能結果子的
[00:09:31.480 --> 00:09:35.480]  一個真門徒要做些什麼
[00:09:35.480 --> 00:09:39.480]  才算和主耶穌連結呢?
[00:09:39.480 --> 00:09:41.480]  第七節說
[00:09:41.480 --> 00:09:46.480]  主耶穌說:「如果你們常跟我連結,
[00:09:46.480 --> 00:09:50.480]  而我的話也常存在你們裏面,
[00:09:50.480 --> 00:09:54.480]  你們無論要什麼,求就會得著。」
[00:09:54.480 --> 00:09:58.480]  當主耶穌對門徒說這些話的時候
[00:09:58.480 --> 00:10:01.480]  其實祂知道自己很快就會離開世界
[00:10:01.480 --> 00:10:03.480]  故此祂告訴門徒
[00:10:03.480 --> 00:10:07.480]  和祂連結的方法就是要學習祂的話
[00:10:07.480 --> 00:10:10.480]  和時常祈禱
[00:10:10.480 --> 00:10:12.480]  我們感謝主了
[00:10:12.480 --> 00:10:16.480]  我們有聖經可以隨時讀經,與主連結
[00:10:16.480 --> 00:10:18.480]  又有聖靈住在我們的心裏面
[00:10:18.480 --> 00:10:21.480]  我們可以時常祈禱
[00:10:21.480 --> 00:10:23.480]  要為主結果子的門徒
[00:10:23.480 --> 00:10:27.480]  一定要時常讀經和祈禱
[00:10:27.480 --> 00:10:31.480]  很可惜很多基督徒都不是經常讀經的
[00:10:31.480 --> 00:10:33.480]  另外有些基督徒雖然有讀經
[00:10:33.480 --> 00:10:35.480]  但是馬虎了事
[00:10:35.480 --> 00:10:39.480]  讀完聖經都不知道聖經在說什麼
[00:10:39.480 --> 00:10:43.480]  這樣就很難實踐聖經的教導
[00:10:43.480 --> 00:10:46.480]  至於祈禱,很多基督徒祈禱
[00:10:46.480 --> 00:10:48.480]  時時都是為自己求
[00:10:48.480 --> 00:10:50.480]  而不是求天國的事
[00:10:50.480 --> 00:10:53.480]  然後祈禱得不到所祈求的
[00:10:53.480 --> 00:10:55.480]  就來找牧師埋怨
[00:10:55.480 --> 00:10:59.480]  「聖經不是說你們無論要什麼,求就會得著嗎?」
[00:10:59.480 --> 00:11:02.480]  「為什麼我求什麼都得不到?」
[00:11:02.480 --> 00:11:06.480]  回答這個問題我們要看清楚上文下理
[00:11:06.480 --> 00:11:11.480]  在第七字那裏說「你們無論要什麼,求就會得著」
[00:11:11.480 --> 00:11:13.480]  是有條件的
[00:11:13.480 --> 00:11:15.480]  條件是什麼呢?
[00:11:15.480 --> 00:11:17.480]  就是第七字前面所說的
[00:11:17.480 --> 00:11:25.480]  「如果你們常跟我連結,而我的話也常存在你們裏面」
[00:11:25.480 --> 00:11:32.480]  很多基督徒祈禱都是求上帝賜給他們這東西那東西
[00:11:32.480 --> 00:11:34.480]  為自己的需要祈禱
[00:11:34.480 --> 00:11:37.480]  而不是為天國的事祈禱
[00:11:37.480 --> 00:11:42.480]  在《馬大方》6:33主耶穌曾經教導叛徒
[00:11:42.480 --> 00:11:46.480]  「你們要先求上帝的國和他的義」
[00:11:46.480 --> 00:11:50.480]  「這些東西都要加給你們了」
[00:11:50.480 --> 00:11:53.480]  如果一個基督徒不時常讀經
[00:11:53.480 --> 00:11:56.480]  不將上帝的話存放在心裏
[00:11:56.480 --> 00:11:58.480]  沒有跟主耶穌連結
[00:11:58.480 --> 00:12:02.480]  也不問上帝對我生命有什麼規劃
[00:12:02.480 --> 00:12:04.480]  每次祈禱所求的
[00:12:04.480 --> 00:12:08.480]  都是為自己求今生在世上的福氣
[00:12:08.480 --> 00:12:10.480]  這樣就不能夠問
[00:12:10.480 --> 00:12:13.480]  為什麼所求的都沒有得到呢?
[00:12:13.480 --> 00:12:17.480]  因為我們沒有跟上帝結連
[00:12:17.480 --> 00:12:21.480]  也沒有將祂的話存放在心裏
[00:12:21.480 --> 00:12:25.480]  除了看第七節的上文之外
[00:12:25.480 --> 00:12:28.480]  我們也看看第八節的下文
[00:12:28.480 --> 00:12:30.480]  第八節清楚講明
[00:12:30.480 --> 00:12:34.480]  「我父親將因你們結很多果實而得到榮耀」
[00:12:34.480 --> 00:12:37.480]  「而你們也因此成為我的門徒」
[00:12:37.480 --> 00:12:40.480]  就是說如果基督徒能夠結果實
[00:12:40.480 --> 00:12:42.480]  天父就會得到榮耀
[00:12:42.480 --> 00:12:44.480]  我們祈求的東西
[00:12:44.480 --> 00:12:46.480]  如果是為了多結果子
[00:12:46.480 --> 00:12:49.480]  就上帝去聽
[00:12:49.480 --> 00:12:51.480]  所以我們要問的就是
[00:12:51.480 --> 00:12:53.480]  究竟我們是為了多結果子
[00:12:53.480 --> 00:12:57.480]  還是為了自己得福氣而祈求呢?
[00:12:57.480 --> 00:13:01.480]  為什麼多結果子會使天父得榮耀呢?
[00:13:01.480 --> 00:13:04.480]  因為在葡萄樹的比喻裏面
[00:13:04.480 --> 00:13:06.480]  一開始十五章一節
[00:13:06.480 --> 00:13:09.480]  耶穌說「我是真葡萄樹」
[00:13:09.480 --> 00:13:12.480]  「我父親是圓丁」
[00:13:12.480 --> 00:13:16.480]  如果一個負責栽培葡萄園的圓丁
[00:13:16.480 --> 00:13:18.480]  不好好打理葡萄園
[00:13:18.480 --> 00:13:21.480]  葡萄樹都不多結果子的
[00:13:21.480 --> 00:13:23.480]  或者結很少果子的
[00:13:23.480 --> 00:13:26.480]  圓丁就不會有榮耀
[00:13:26.480 --> 00:13:29.480]  但如果葡萄樹結滿了很多果子
[00:13:29.480 --> 00:13:33.480]  那圓丁就會得到很大的榮耀
[00:13:33.480 --> 00:13:36.480]  人人看到葡萄園都會誇讚這個圓丁
[00:13:36.480 --> 00:13:38.480]  「你真是有Green Finger」
[00:13:38.480 --> 00:13:42.480]  「你真是懂得種葡萄樹」
[00:13:42.480 --> 00:13:49.480]  因此當我們為了多結果子而祈求的時候
[00:13:49.480 --> 00:13:52.480]  天父就會為了他自己的榮耀
[00:13:52.480 --> 00:13:56.480]  答應我們的祈禱
[00:13:56.480 --> 00:13:57.480]  在這個比喻裏面
[00:13:57.480 --> 00:13:59.480]  我們還要注意的是
[00:13:59.480 --> 00:14:03.480]  不結果子的門徒會有什麼後果呢?
[00:14:03.480 --> 00:14:08.480]  我們看看十五章二節和六節兩節的經文
[00:14:08.480 --> 00:14:10.480]  十五章二節裏說
[00:14:10.480 --> 00:14:14.480]  「所有連接著我而不結果實的之子
[00:14:14.480 --> 00:14:18.480]  他就剪掉」
[00:14:18.480 --> 00:14:20.480]  十五章六節很清楚地說
[00:14:20.480 --> 00:14:24.480]  「那不跟我連結的人要被Wing掉
[00:14:24.480 --> 00:14:28.480]  讓枯乾的之子被Wing掉
[00:14:28.480 --> 00:14:32.480]  讓人剪去頭在火裏焚燒」
[00:14:32.480 --> 00:14:36.480]  不結果子的人最後的結果
[00:14:36.480 --> 00:14:42.480]  就是當垃圾被Wing掉和頭在火裏焚燒
[00:14:42.480 --> 00:14:45.480]  當然這只是一個比喻
[00:14:45.480 --> 00:14:47.480]  一個真正信主的人
[00:14:47.480 --> 00:14:50.480]  即使未有機會為主結出果子
[00:14:50.480 --> 00:14:52.480]  都會得救的
[00:14:52.480 --> 00:14:54.480]  而不會去地獄的
[00:14:54.480 --> 00:14:57.480]  不過對一些掛名的基督徒
[00:14:57.480 --> 00:14:59.480]  不與主結連
[00:14:59.480 --> 00:15:03.480]  也不準備為主結果子的信徒
[00:15:03.480 --> 00:15:08.480]  這節的經文就有一個很重要的提醒
[00:15:08.480 --> 00:15:10.480]  我們要搞清楚
[00:15:10.480 --> 00:15:13.480]  自己有沒有跟主耶穌連結
[00:15:13.480 --> 00:15:16.480]  有沒有將主的話放在心裏面
[00:15:16.480 --> 00:15:19.480]  還是當作耳邊風
[00:15:19.480 --> 00:15:25.480]  現在我們看看9至17節這段經文
[00:15:25.480 --> 00:15:28.480]  這段經文可以分為兩個小段
[00:15:28.480 --> 00:15:37.480]  9至11節是教門徒怎樣跟上帝和主耶穌連結
[00:15:37.480 --> 00:15:43.480]  而12至17節就是怎樣跟其他門徒連結
[00:15:43.480 --> 00:15:46.480]  先看看與上主連結
[00:15:46.480 --> 00:15:48.480]  其實很簡單
[00:15:48.480 --> 00:15:51.480]  就是要常常活在主的裏面
[00:15:51.480 --> 00:15:54.480]  即是要常常遵守耶穌的命令
[00:15:54.480 --> 00:15:57.480]  假如我們遵守耶穌的命令
[00:15:57.480 --> 00:15:59.480]  會有甚麼後果呢?
[00:15:59.480 --> 00:16:01.480]  15至11節說
[00:16:01.480 --> 00:16:03.480]  「我已對你們說了這些事
[00:16:03.480 --> 00:16:07.480]  小讓我的喜樂存在你們心裏
[00:16:07.480 --> 00:16:11.480]  並讓你們的喜樂得而滿足」
[00:16:11.480 --> 00:16:17.480]  我想在詩人大話CV23篇1節所說的話
[00:16:17.480 --> 00:16:19.480]  我很喜歡英文的翻譯
[00:16:19.480 --> 00:16:24.480]  「The Lord is my shepherd, I shall not want」
[00:16:24.480 --> 00:16:27.480]  這個翻譯其實比較貼近原文
[00:16:27.480 --> 00:16:31.480]  即是說上主是我的牧者
[00:16:31.480 --> 00:16:34.480]  我的人生就再無別求
[00:16:34.480 --> 00:16:36.480]  我一切都很滿足
[00:16:36.480 --> 00:16:38.480]  不用再求其他東西了
[00:16:38.480 --> 00:16:42.480]  有了跟上主連結
[00:16:42.480 --> 00:16:44.480]  相愛的關係
[00:16:44.480 --> 00:16:46.480]  就是人生最大的喜樂
[00:16:46.480 --> 00:16:49.480]  滿足的源頭
[00:16:49.480 --> 00:16:53.480]  在15章12至17節
[00:16:53.480 --> 00:16:57.480]  就是說人與人之間的結連
[00:16:57.480 --> 00:16:59.480]  就是要彼此相愛
[00:16:59.480 --> 00:17:06.480]  其實這條命令在13章34至35節已經說過了
[00:17:06.480 --> 00:17:09.480]  不過有人說重要的事情要說三次
[00:17:09.480 --> 00:17:12.480]  所以主耶穌再次提醒門徒
[00:17:12.480 --> 00:17:16.480]  要實行祂所頒布給他們的命令
[00:17:16.480 --> 00:17:22.480]  就是要愛耶穌和彼此相愛
[00:17:22.480 --> 00:17:26.480]  還要遵守我的命令
[00:17:26.480 --> 00:17:28.480]  要結果子
[00:17:28.480 --> 00:17:31.480]  有關彼此相愛的教訓
[00:17:31.480 --> 00:17:33.480]  我在8月23日說過了
[00:17:33.480 --> 00:17:37.480]  如果大家忘記了可以去上網重溫
[00:17:37.480 --> 00:17:40.480]  如果有人想聽粵語版不聽翻譯
[00:17:40.480 --> 00:17:42.480]  可以去華網聽
[00:17:42.480 --> 00:17:47.480]  有興趣的可以上完會後問我怎樣去聽
[00:17:47.480 --> 00:17:51.480]  我總結一下今天這段經文
[00:17:51.480 --> 00:17:54.480]  主耶穌其實快要離開門徒
[00:17:54.480 --> 00:17:58.480]  門徒當時的心情是很憂愁
[00:17:58.480 --> 00:18:02.480]  所以主耶穌在14章1節就勸告門徒
[00:18:02.480 --> 00:18:05.480]  你們心裡不要憂愁
[00:18:05.480 --> 00:18:10.480]  門徒憂愁的原因當然是不捨得主耶穌離開
[00:18:10.480 --> 00:18:17.480]  但同時他們也會為自己將來要做些什麼而憂愁
[00:18:17.480 --> 00:18:21.480]  過去三年他們只是跟著主耶穌
[00:18:21.480 --> 00:18:23.480]  師父叫他們做什麼
[00:18:23.480 --> 00:18:26.480]  他們照做就萬事皆順
[00:18:26.480 --> 00:18:32.480]  搞不定的時候師父也會幫忙
[00:18:32.480 --> 00:18:37.480]  但師父走了之後那怎麼辦呢?
[00:18:37.480 --> 00:18:39.480]  要在哪裏生活呢?
[00:18:39.480 --> 00:18:43.480]  要做些什麼呢?
[00:18:43.480 --> 00:18:46.480]  主耶穌在今天的經文告訴他們
[00:18:46.480 --> 00:18:49.480]  要活出一個有意義的人生
[00:18:49.480 --> 00:18:52.480]  就是要確立一個遠大的目標
[00:18:52.480 --> 00:18:57.480]  就是要為天國結出永遠長存的果子
[00:18:57.480 --> 00:19:01.480]  正如耶穌栽培了他們做門徒
[00:19:01.480 --> 00:19:07.480]  他們也要立志栽培其他人做門徒
[00:19:07.480 --> 00:19:10.480]  正如大使命裏所說
[00:19:10.480 --> 00:19:14.480]  使萬國萬民都做我的門徒
[00:19:14.480 --> 00:19:21.480]  並且教導他們遵守我所給你們的一切命令
[00:19:21.480 --> 00:19:24.480]  當他們願意這樣做的時候
[00:19:24.480 --> 00:19:27.480]  我們就遵守了主耶穌的命令
[00:19:27.480 --> 00:19:30.480]  我們就是與主結連
[00:19:30.480 --> 00:19:34.480]  住在主裏面就會有喜樂的人生
[00:19:34.480 --> 00:19:38.480]  也會帶著愛去與弟兄姊妹連結
[00:19:38.480 --> 00:19:43.480]  活出耶穌給我們彼此相愛的命令
[00:19:43.480 --> 00:19:49.480]  這就是有意義的人生和快樂人生的秘訣
[00:19:49.480 --> 00:19:51.480]  如果有人覺得奇怪
[00:19:51.480 --> 00:19:53.480]  為什麼余牧師患了癌症
[00:19:53.480 --> 00:19:56.480]  做了手術都好像很輕鬆喜樂呢?
[00:19:56.480 --> 00:19:57.480]  原因很簡單
[00:19:57.480 --> 00:20:00.480]  因為我實踐了耶穌給我們的秘訣
[00:20:00.480 --> 00:20:04.480]  而栽培門徒為人生的目標
[00:20:04.480 --> 00:20:06.480]  今天我也很開心
[00:20:06.480 --> 00:20:10.480]  因為有一位門徒特別說要來參加聚會
[00:20:10.480 --> 00:20:12.480]  我沒有請他來的
[00:20:12.480 --> 00:20:16.480]  是他剛剛考完試自己說想來參加聚會
[00:20:16.480 --> 00:20:20.480]  我想他站起來介紹給大家認識
[00:20:20.480 --> 00:20:22.480]  他叫丁型Grace
[00:20:22.480 --> 00:20:25.480]  我是今年二月才認識他的
[00:20:25.480 --> 00:20:27.480]  不過他很想跟我學聖經
[00:20:27.480 --> 00:20:30.480]  我要求他丈夫一起學
[00:20:30.480 --> 00:20:34.480]  因為我不會只收一位姐妹做門徒
[00:20:34.480 --> 00:20:37.480]  於是我就多了兩位門徒
[00:20:37.480 --> 00:20:41.480]  今天他丈夫也在網上一起參加崇拜
[00:20:41.480 --> 00:20:46.480]  所以只要我們是有心去為主多結果子
[00:20:46.480 --> 00:20:48.480]  事上與主連結
[00:20:48.480 --> 00:20:51.480]  多讀聖經和祈禱
[00:20:51.480 --> 00:20:55.480]  上主自然會將門徒帶來給我們
[00:20:55.480 --> 00:20:59.480]  使我們可以靠著主多結果子
[00:20:59.480 --> 00:21:03.480]  以致我們的人生可以喜樂滿足
[00:21:03.480 --> 00:21:06.480]  我們一起祈禱
[00:21:06.480 --> 00:21:13.480]  親愛的主耶穌 感謝祢將豐盛人生的秘訣告訴我們
[00:21:13.480 --> 00:21:16.480]  求祢幫助我們事上與祢連結
[00:21:16.480 --> 00:21:22.480]  也以為天國多結果子作為人生的目標
[00:21:22.480 --> 00:21:28.480]  使我們生命充滿了從天上而來的喜樂、平安
[00:21:28.480 --> 00:21:31.480]  奉耶穌基督的名祈禱 阿們
