
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹轉愛平安
[00:00:02.000 --> 00:00:11.500]  在我們看過或者接觸過的電影、電視、小說、漫畫
[00:00:11.500 --> 00:00:15.500]  其實都有不少用平行時空來做題材
[00:00:15.500 --> 00:00:21.000]  那些故事人物在兩個時空裏面穿梭往來
[00:00:21.000 --> 00:00:23.500]  又互相牽引互相影響
[00:00:23.500 --> 00:00:29.000]  從而引發了引人入勝又出人意表的故事橋段
[00:00:29.500 --> 00:00:31.500]  正經裏面有些書卷
[00:00:31.500 --> 00:00:35.000]  例如舊約的《若白記》或者新約的《啟示錄》
[00:00:35.000 --> 00:00:38.000]  其實往往都有一些天上地上
[00:00:38.000 --> 00:00:42.500]  兩個景象、兩個時空互相穿插的記載
[00:00:42.500 --> 00:00:48.000]  正經學者將兩個不同但又相關的時空放在一起
[00:00:48.000 --> 00:00:55.000]  其實為了要幫助我們穿越了我們現在肉眼見到的地上現實
[00:00:55.000 --> 00:01:00.000]  能夠察知到有一個好像是我們肉眼看不到
[00:01:00.000 --> 00:01:05.000]  但卻又真實存在天上世界的屬靈真相
[00:01:05.000 --> 00:01:08.000]  今天我們要看《啟示錄》的經文
[00:01:08.000 --> 00:01:12.500]  正正就是帶領我們進入一個天上敬拜的領域
[00:01:12.500 --> 00:01:16.000]  在這段經文講之前
[00:01:16.000 --> 00:01:19.000]  我們先溫習一下《啟示錄》是一個甚麼書卷
[00:01:19.000 --> 00:01:23.500]  《啟示錄》在傳統裏面被認為是使徒約翰所寫的
[00:01:23.500 --> 00:01:28.000]  寫作的背景正值在第一世紀末的時候
[00:01:28.000 --> 00:01:31.000]  基督徒正在遭受迫害的時候
[00:01:31.000 --> 00:01:36.500]  寫作的目的主要是為他的讀者帶來希望和鼓勵
[00:01:36.500 --> 00:01:40.000]  勸勉他們在遭受苦難和迫害的時候
[00:01:40.000 --> 00:01:43.000]  仍然要堅持信仰
[00:01:43.000 --> 00:01:44.500]  在這本書卷裏面
[00:01:44.500 --> 00:01:47.500]  作者用了很多象徵性的語言
[00:01:47.500 --> 00:01:52.000]  讓我們超乎了字面裏面更多重深層的意義
[00:01:52.500 --> 00:01:57.000]  書卷的結構大致上可以看為三大部分
[00:01:57.000 --> 00:02:01.000]  第一個部分頭三章是一個序言的部分
[00:02:01.000 --> 00:02:05.000]  最初的意象和七教會的書信
[00:02:05.000 --> 00:02:07.000]  而在最後的兩章
[00:02:07.000 --> 00:02:11.000]  就是新天新地新耶路撒冷和結語的部分
[00:02:11.000 --> 00:02:13.000]  中間很大的段落
[00:02:13.000 --> 00:02:17.000]  就是我們看起來都覺得很複雜的段落
[00:02:17.000 --> 00:02:19.000]  這個段落為甚麼複雜呢
[00:02:19.000 --> 00:02:21.000]  因為它有很多象徵性的語言
[00:02:21.000 --> 00:02:23.500]  它說到世界終局的發展
[00:02:23.500 --> 00:02:29.000]  但它又有七印 七號 七碗的執行
[00:02:29.000 --> 00:02:34.000]  整個段落裏面也穿雜了很多天上和地上的景象
[00:02:34.000 --> 00:02:38.000]  其中說到敬拜的場面有很多 有十次這麼多
[00:02:38.000 --> 00:02:41.000]  而我們今天要去看的經文
[00:02:41.000 --> 00:02:44.000]  其實就是在這個大段落開始的時候
[00:02:44.000 --> 00:02:47.000]  是為了七印開始的時候
[00:02:47.000 --> 00:02:50.000]  揭開序幕的一段天上敬拜的經文
[00:02:50.000 --> 00:02:54.000]  我們會問
[00:02:54.000 --> 00:02:58.000]  這個天上敬拜在另一個時空
[00:02:58.000 --> 00:03:02.000]  和我們今天身處的地上這個地方
[00:03:02.000 --> 00:03:04.000]  我們的敬拜有甚麼關係呢
[00:03:04.000 --> 00:03:06.000]  其實最直接的想法
[00:03:06.000 --> 00:03:10.000]  啟示錄裏面記載天上敬拜的景象
[00:03:10.000 --> 00:03:13.000]  正正就好像一個教科書一樣
[00:03:13.000 --> 00:03:15.000]  幫助我們去明白
[00:03:15.000 --> 00:03:18.000]  在新約聖經裏面崇拜的觀念是怎樣
[00:03:18.000 --> 00:03:20.000]  還要不單止只是講
[00:03:20.000 --> 00:03:23.000]  還要像樣板一樣給我們看
[00:03:23.000 --> 00:03:28.000]  有Demo 給我們看到敬拜應該是怎樣去發生
[00:03:28.000 --> 00:03:31.000]  今天我們會從這段經文裏面嘗試
[00:03:31.000 --> 00:03:32.000]  我們會看三樣東西
[00:03:32.000 --> 00:03:35.000]  第一樣就是我們敬拜的對象是哪一個
[00:03:35.000 --> 00:03:37.000]  是一個Who的問題
[00:03:37.000 --> 00:03:39.000]  第二個是一個How的問題
[00:03:39.000 --> 00:03:42.000]  就是我們敬拜的行動是怎樣呢
[00:03:42.000 --> 00:03:44.000]  而第三個是一個What的問題
[00:03:44.000 --> 00:03:48.000]  就是我們敬拜的內容又是甚麼呢
[00:03:48.000 --> 00:03:51.000]  在仔細看第五章之前
[00:03:51.000 --> 00:03:52.000]  我們移前一點
[00:03:52.000 --> 00:03:53.000]  我們看大一點的段落
[00:03:53.000 --> 00:03:55.000]  第四和第五章
[00:03:55.000 --> 00:03:58.000]  在這段大綱裏面
[00:03:58.000 --> 00:04:03.000]  我們看到兩章的經文是一個挺平衡的結構
[00:04:03.000 --> 00:04:06.000]  就是它會先講敬拜的場景
[00:04:06.000 --> 00:04:09.000]  之後就會有一個敬拜的行動
[00:04:09.000 --> 00:04:11.000]  而敬拜的行動裏面
[00:04:11.000 --> 00:04:17.000]  第四章就會比較集中在活物和長老的身上
[00:04:17.000 --> 00:04:19.000]  而第五章是一個擴展
[00:04:19.000 --> 00:04:22.000]  不單止有四活物和長老的敬拜
[00:04:22.000 --> 00:04:24.000]  更加有外圍的天使
[00:04:24.000 --> 00:04:28.000]  更加擴展到天地萬物的敬拜
[00:04:28.000 --> 00:04:32.000]  我們稍後會再詳細去看一看
[00:04:32.000 --> 00:04:35.000]  正如這個大綱裏面所提到的
[00:04:35.000 --> 00:04:39.000]  其實第四章和第五章敬拜的對象是有少少不同
[00:04:39.000 --> 00:04:42.000]  第四章比較集中在坐在寶座上的主
[00:04:42.000 --> 00:04:46.000]  而第五章會集中在羔羊
[00:04:46.000 --> 00:04:50.000]  或者我們去處理裏面的敬拜內容的時候
[00:04:50.000 --> 00:04:55.000]  我們先看看四活物和廿四長老究竟是甚麼
[00:04:55.000 --> 00:04:59.000]  可能我們前前後後都聽過很多不同的解釋
[00:04:59.000 --> 00:05:04.000]  事實上亦有不同的色經學者有不同的解釋去處理
[00:05:04.000 --> 00:05:09.000]  四活物、獅子、牛獨、人、飛鷹
[00:05:09.000 --> 00:05:14.000]  這四個相貌或者這四個動物象徵了甚麼呢?
[00:05:14.000 --> 00:05:16.000]  其實不同的學者有不同的看法
[00:05:16.000 --> 00:05:20.000]  時間關係我們今天不會詳細去解釋
[00:05:20.000 --> 00:05:25.000]  但普遍都接納四活物是神的使者
[00:05:25.000 --> 00:05:29.000]  他們不是人,他們是超自然的存在體
[00:05:29.000 --> 00:05:33.000]  但是四個活物其實反映了甚麼或者代表著甚麼呢?
[00:05:33.000 --> 00:05:36.000]  他們是代表著有生命的受造物
[00:05:36.000 --> 00:05:40.000]  就好像一個有生命的受造物是一個整體的代表
[00:05:40.000 --> 00:05:45.000]  同樣廿四位長老不同學者都有不同的看法
[00:05:45.000 --> 00:05:49.000]  有些會認為是天使,有部分會認為是人
[00:05:49.000 --> 00:05:52.000]  他們都會有不同的論點去支持
[00:05:52.000 --> 00:05:58.000]  而廿四這個數目又是有很多不同的象徵的關聯
[00:05:58.000 --> 00:06:05.000]  有些學者會分析廿四是近東文化那個時代
[00:06:05.000 --> 00:06:11.000]  一些聖上神話的傳統有聯繫的數字
[00:06:11.000 --> 00:06:16.000]  有些會將廿四這個數字類比在舊約裡
[00:06:16.000 --> 00:06:19.000]  阿倫濟斯體系的廿四班祠
[00:06:19.000 --> 00:06:22.000]  又會認為是十二加十二
[00:06:22.000 --> 00:06:25.000]  舊約的十二支派再加新約的十二使徒
[00:06:25.000 --> 00:06:29.000]  好像是一個地上敬拜群體的代表
[00:06:29.000 --> 00:06:32.000]  但姑勿論解釋為天使或者是人
[00:06:32.000 --> 00:06:38.000]  普遍從功能和角色上學者都偏向認同
[00:06:38.000 --> 00:06:41.000]  他們是履行祭司的職務
[00:06:41.000 --> 00:06:44.000]  廿四位長老的角色好像是祭司
[00:06:44.000 --> 00:06:48.000]  在寶座前面去敬拜
[00:06:48.000 --> 00:06:51.000]  我們剛才說過四章裡面
[00:06:51.000 --> 00:06:55.000]  最終的敬拜對象是坐在寶座的那一位
[00:06:55.000 --> 00:06:57.000]  而四章九到十一節裡面
[00:06:57.000 --> 00:07:00.000]  我們會看到這個坐在寶座上的那個
[00:07:00.000 --> 00:07:03.000]  是活到永永遠遠的
[00:07:03.000 --> 00:07:05.000]  還要形容他是創造了萬物
[00:07:05.000 --> 00:07:10.000]  萬物也因為他的旨意被創造而存在
[00:07:10.000 --> 00:07:14.000]  從這個永活的主和創造的主裡面去理解
[00:07:14.000 --> 00:07:20.000]  我們會偏向理解這裡是指到聖父上帝
[00:07:20.000 --> 00:07:24.000]  在這個場景四章之後進到第五章
[00:07:24.000 --> 00:07:28.000]  場景就會由這個坐寶座者
[00:07:28.000 --> 00:07:30.000]  這位坐寶座者
[00:07:30.000 --> 00:07:35.000]  就會將重點焦點聚焦在手上拿著的書卷
[00:07:35.000 --> 00:07:40.000]  這個書卷是一個形容在裡面外面都寫著字
[00:07:40.000 --> 00:07:44.000]  用七個印封著的書卷
[00:07:44.000 --> 00:07:48.000]  這樣形容我們可以理解書卷是一個物令
[00:07:48.000 --> 00:07:50.000]  不可以隨便打開
[00:07:50.000 --> 00:07:54.000]  是關乎世界終局的一個命運書卷
[00:07:54.000 --> 00:07:56.000]  而經文也清楚指出
[00:07:56.000 --> 00:08:00.000]  能夠揭開這個書卷只有一個
[00:08:00.000 --> 00:08:03.000]  而揭開這個書卷的人
[00:08:03.000 --> 00:08:06.000]  經文形容他是猶太派的獅子
[00:08:06.000 --> 00:08:08.000]  是大衛的根
[00:08:08.000 --> 00:08:11.000]  這兩個形容都是在舊約裡面
[00:08:11.000 --> 00:08:13.000]  常用到或者猶太傳統裡面
[00:08:13.000 --> 00:08:17.000]  都是常對尼塞亞的一個稱呼
[00:08:17.000 --> 00:08:20.000]  更加提到他不單止是獅子
[00:08:20.000 --> 00:08:22.000]  他還是羔羊
[00:08:22.000 --> 00:08:24.000]  還要是曾被殺過
[00:08:24.000 --> 00:08:27.000]  即象被殺過的羔羊
[00:08:27.000 --> 00:08:29.000]  我們會想起被殺的羔羊
[00:08:29.000 --> 00:08:31.000]  我們又會想起逾越節的羔羊
[00:08:31.000 --> 00:08:34.000]  我們更加又會聯想到
[00:08:34.000 --> 00:08:36.000]  以塞亞書五十三章
[00:08:36.000 --> 00:08:39.000]  講過逾越節的羔羊受苦的義薄
[00:08:39.000 --> 00:08:43.000]  所以這個敬拜的對象
[00:08:43.000 --> 00:08:44.000]  呼之欲出
[00:08:44.000 --> 00:08:45.000]  這個羔羊是誰
[00:08:45.000 --> 00:08:48.000]  是聖子耶穌基督
[00:08:48.000 --> 00:08:49.000]  還有經文的形容
[00:08:49.000 --> 00:08:51.000]  他是有七角和七眼
[00:08:51.000 --> 00:08:53.000]  還有是神的七靈
[00:08:53.000 --> 00:08:55.000]  其實七這個數字
[00:08:55.000 --> 00:08:57.000]  在聖經裡面一直用的形容
[00:08:57.000 --> 00:08:59.000]  或者猶太傳統裡面
[00:08:59.000 --> 00:09:01.000]  都是一個完全的數字
[00:09:01.000 --> 00:09:04.000]  角是一個能力的象徵
[00:09:04.000 --> 00:09:07.000]  而眼是一個洞察力的象徵
[00:09:07.000 --> 00:09:09.000]  即是說這裡的形容
[00:09:09.000 --> 00:09:13.000]  耶穌基督是一個全能和全知的神
[00:09:13.000 --> 00:09:15.000]  他還要是神的七靈
[00:09:15.000 --> 00:09:18.000]  這裡「神七靈」這個字眼
[00:09:18.000 --> 00:09:20.000]  在《溪事錄》四章都有出現
[00:09:20.000 --> 00:09:21.000]  其實這裡是指到
[00:09:21.000 --> 00:09:24.000]  聖靈的那個完全的能力
[00:09:24.000 --> 00:09:27.000]  所以我們綜合第四和第五章
[00:09:27.000 --> 00:09:29.000]  我們會看到第四章裡面
[00:09:29.000 --> 00:09:31.000]  那個敬拜的對象的重點
[00:09:31.000 --> 00:09:35.000]  是坐在寶座上的那一位創造主
[00:09:35.000 --> 00:09:37.000]  也就是正父上帝
[00:09:37.000 --> 00:09:39.000]  在手裡面拿著書卷
[00:09:39.000 --> 00:09:43.000]  去掌管了世界宗局的那一位上帝
[00:09:43.000 --> 00:09:46.000]  而在第五章敬拜的焦點
[00:09:46.000 --> 00:09:49.000]  就去到高揚聖子耶穌基督的身上
[00:09:49.000 --> 00:09:50.000]  他是救主
[00:09:50.000 --> 00:09:53.000]  他是那個可以展開七印書卷
[00:09:53.000 --> 00:09:57.000]  可以授權去執行世界宗局的那一位
[00:09:57.000 --> 00:10:00.000]  他同樣也是被聖靈所充滿
[00:10:00.000 --> 00:10:02.000]  滿有聖靈的能力的那一位
[00:10:02.000 --> 00:10:05.000]  由這兩段經文裡面
[00:10:05.000 --> 00:10:08.000]  我們看到聖父、聖子、聖靈
[00:10:08.000 --> 00:10:10.000]  是我們的敬拜對象
[00:10:10.000 --> 00:10:11.000]  所以從這段經文裡面
[00:10:11.000 --> 00:10:13.000]  我們得出我們今天
[00:10:13.000 --> 00:10:16.000]  在這個天上敬拜裡面找到的
[00:10:16.000 --> 00:10:18.000]  第一個關於崇拜的原則
[00:10:18.000 --> 00:10:19.000]  就是我們的敬拜
[00:10:19.000 --> 00:10:25.000]  是以三一上主為我們敬拜的對象
[00:10:25.000 --> 00:10:27.000]  我們會說這個原則
[00:10:27.000 --> 00:10:29.000]  都是很理所當然的
[00:10:29.000 --> 00:10:30.000]  因為我們所相信的是
[00:10:30.000 --> 00:10:32.000]  三位一體的上帝
[00:10:32.000 --> 00:10:33.000]  自然三一的上帝
[00:10:33.000 --> 00:10:35.000]  就是我們敬拜的對象
[00:10:35.000 --> 00:10:37.000]  但是我們又可以再想一想
[00:10:37.000 --> 00:10:39.000]  在我們實踐上面
[00:10:39.000 --> 00:10:41.000]  我們有沒有實踐到
[00:10:41.000 --> 00:10:43.000]  真是以三一的上主
[00:10:43.000 --> 00:10:45.000]  是我們敬拜的對象呢?
[00:10:45.000 --> 00:10:47.000]  可能有時候在我們敬拜的選材裡面
[00:10:47.000 --> 00:10:49.000]  我們選的詩歌
[00:10:49.000 --> 00:10:51.000]  或者是我們的圖文裡面
[00:10:51.000 --> 00:10:53.000]  我們都未必很完整反映到
[00:10:53.000 --> 00:10:55.000]  三一上主
[00:10:55.000 --> 00:10:58.000]  我們向三一上主這個敬拜
[00:10:58.000 --> 00:11:00.000]  可能我們會多一點偏向
[00:11:00.000 --> 00:11:02.000]  某一個位格會比較多
[00:11:02.000 --> 00:11:04.000]  或者上帝某一些的工作
[00:11:04.000 --> 00:11:06.000]  或者某部分的屬性會比較多
[00:11:06.000 --> 00:11:08.000]  但是其實三一的上主
[00:11:08.000 --> 00:11:10.000]  每一個位格
[00:11:10.000 --> 00:11:13.000]  其實他們有他們很獨特的角色
[00:11:13.000 --> 00:11:15.000]  但是他們相互之間
[00:11:15.000 --> 00:11:16.000]  又是一個完全合一
[00:11:16.000 --> 00:11:19.000]  亦都有一個彼此互動的關係
[00:11:19.000 --> 00:11:20.000]  更加重要的是
[00:11:20.000 --> 00:11:22.000]  上帝透過敬拜的裡面
[00:11:22.000 --> 00:11:24.000]  是邀請我們去進入
[00:11:24.000 --> 00:11:26.000]  這個三一裡面
[00:11:26.000 --> 00:11:28.000]  完全合一的關係
[00:11:28.000 --> 00:11:29.000]  我們的選材
[00:11:29.000 --> 00:11:30.000]  我們有沒有反映
[00:11:30.000 --> 00:11:33.000]  我們這個信仰的內容呢?
[00:11:33.000 --> 00:11:37.000]  在美國一位教會歷史的學者
[00:11:37.000 --> 00:11:39.000]  老師教授Lester Roof
[00:11:39.000 --> 00:11:42.000]  他在《樂聲在道》這本書裡面的一章
[00:11:42.000 --> 00:11:44.000]  他做了一個分析
[00:11:44.000 --> 00:11:46.000]  他選取了
[00:11:46.000 --> 00:11:49.000]  其實整本書都是選取了77首歌
[00:11:49.000 --> 00:11:51.000]  這77首歌
[00:11:51.000 --> 00:11:55.000]  是美國教會在89年至2005年之間
[00:11:55.000 --> 00:11:59.000]  統計裡面最經常唱的77首歌
[00:11:59.000 --> 00:12:02.000]  這經常唱的77首歌裡面
[00:12:02.000 --> 00:12:06.000]  用到「三一」這個神學的字眼
[00:12:06.000 --> 00:12:08.000]  即是「三一」這個神學字眼
[00:12:08.000 --> 00:12:12.000]  是沒有一首歌有提及這個字眼的
