
[00:00:00.000 --> 00:00:02.780]  各位來賓 主內的弟兄姊妹 平安
[00:00:02.780 --> 00:00:04.940]  今天是10月的第一個主日
[00:00:04.940 --> 00:00:06.620]  我們首主餐之前
[00:00:06.620 --> 00:00:11.240]  我們一起從哥倫多前書11章17節到34節
[00:00:11.240 --> 00:00:13.440]  看一個主題信息
[00:00:13.440 --> 00:00:15.780]  我們從這個經文當中學習我們
[00:00:15.780 --> 00:00:18.200]  怎樣在疫情當中去首主餐
[00:00:18.200 --> 00:00:20.000]  過去那12個禮拜
[00:00:20.000 --> 00:00:24.280]  我們一起看了哥倫多前書的功課
[00:00:24.280 --> 00:00:28.020]  是愛災愛主教會這個主題
[00:00:28.020 --> 00:00:30.020]  我們現在10月了
[00:00:30.020 --> 00:00:33.660]  接下來11月的期間我們都想起感恩節
[00:00:33.660 --> 00:00:36.880]  我們感恩節是一個家人團聚的時候
[00:00:36.880 --> 00:00:39.360]  我們往往都會開放自己的家裡
[00:00:39.360 --> 00:00:41.500]  或者去朋友親人的家裡
[00:00:41.500 --> 00:00:44.920]  一起去享用一個感恩節晚餐
[00:00:44.920 --> 00:00:48.460]  我們都往往會帶自己帶一些食物
[00:00:48.460 --> 00:00:51.360]  所謂的product dinner的晚餐
[00:00:51.360 --> 00:00:54.740]  去跟我們的家人朋友去分享
[00:00:54.740 --> 00:00:59.180]  就算在《華盛頓郵報》那裡
[00:00:59.180 --> 00:01:04.100]  有一篇文章放在《南華早報》當中
[00:01:04.100 --> 00:01:06.220]  都教導我們做客人的
[00:01:06.220 --> 00:01:09.480]  怎樣去預備一個感恩節晚餐
[00:01:09.480 --> 00:01:13.280]  去令到主人家 得到主人家的稱讚
[00:01:13.280 --> 00:01:15.600]  其實我們在教會生活裡面
[00:01:15.600 --> 00:01:19.380]  我們有團契生活的時候的聚會
[00:01:19.380 --> 00:01:22.300]  有時候我們有些團契是會
[00:01:22.300 --> 00:01:27.120]  在聚會之前會有一同共度一個晚餐
[00:01:27.120 --> 00:01:29.400]  然後有一些交易的時間
[00:01:29.400 --> 00:01:33.060]  才開始團契的節目
[00:01:33.060 --> 00:01:35.980]  就算在教會裡面
[00:01:35.980 --> 00:01:40.020]  我們主日崇拜裡面都有一個很嚴肅的
[00:01:40.020 --> 00:01:42.200]  主餐禮 好像今天這樣
[00:01:42.200 --> 00:01:45.680]  我們之後 信息之後有個主餐禮
[00:01:45.680 --> 00:01:48.020]  其實在哥倫多教會的時候
[00:01:48.020 --> 00:01:51.380]  當時哥倫多教會
[00:01:51.380 --> 00:01:56.140]  他們哥倫多城是位於羅馬亞歸亞省一個省府
[00:01:56.140 --> 00:01:59.520]  它是韓文的樞紐
[00:01:59.520 --> 00:02:03.360]  社會的生活是獨得放縱的社會當中
[00:02:03.360 --> 00:02:07.520]  城裡面有不同階級的背景
[00:02:07.520 --> 00:02:09.520]  但是來到教會裡面
[00:02:09.520 --> 00:02:13.340]  有一個挑戰
[00:02:13.340 --> 00:02:16.760]  他們怎樣去面對這個社會階級
[00:02:16.760 --> 00:02:23.720]  在教會裡面怎樣可以領受這個主餐這個聚會呢?
[00:02:23.720 --> 00:02:27.860]  我們今天會從哥倫多前書的經文當中
[00:02:27.860 --> 00:02:30.960]  學習一個功課 學習一個原則
[00:02:30.960 --> 00:02:34.480]  而運用到現代 我們現在的處境
[00:02:34.480 --> 00:02:37.400]  我們現在的處境就是我們在疫情當中
[00:02:37.400 --> 00:02:43.660]  怎樣守主餐才能夠得到主耶穌基督的稱讚呢?
[00:02:43.660 --> 00:02:46.600]  我們一起低頭祈禱開始
[00:02:46.600 --> 00:02:47.980]  我們主耶穌基督 我們感謝祢
[00:02:47.980 --> 00:02:51.580]  感謝祢設立主餐這個禮儀
[00:02:51.580 --> 00:02:55.660]  使得我們能夠從這個主餐當中能夠紀念祢
[00:02:55.660 --> 00:02:59.360]  我們感謝祢從保羅的口中、書信當中
[00:02:59.360 --> 00:03:02.180]  去教導我們守主餐的態度
[00:03:02.180 --> 00:03:04.080]  求聖靈幫助我們
[00:03:04.080 --> 00:03:06.600]  安靜我們的心 存著謙卑的心
