
[00:00:00.000 --> 00:00:01.260]  各位大宗主佑平安
[00:00:01.260 --> 00:00:02.860]  我們一起有個祈禱
[00:00:02.860 --> 00:00:06.640]  秋天父願祢的話語引導我們
[00:00:06.640 --> 00:00:10.260]  讓我們今天在祢的話語裏面有提醒
[00:00:10.260 --> 00:00:13.220]  要求聖靈在我們內心裏面運行
[00:00:13.220 --> 00:00:17.000]  叫我們常傳天秤的心去領受祢的話語
[00:00:17.000 --> 00:00:18.780]  被祢的話語去光照
[00:00:18.780 --> 00:00:21.780]  以致我們能夠在地上作炎作光
[00:00:21.780 --> 00:00:22.940]  去見證祢的名
[00:00:22.940 --> 00:00:23.960]  以上禱告
[00:00:23.960 --> 00:00:25.740]  奉靠主耶穌基督的聖名
[00:00:25.740 --> 00:00:26.600]  阿門
[00:00:26.600 --> 00:00:30.200]  今天講題是為福音真道而戰
[00:00:30.200 --> 00:00:33.400]  不知道大家有沒有試過被人刻意地挑釁
[00:00:33.400 --> 00:00:35.960]  刻意的意思就是刻意的
[00:00:35.960 --> 00:00:39.000]  而且這個刻意挑釁
[00:00:39.000 --> 00:00:43.380]  他刻意挑釁你的時候
[00:00:43.380 --> 00:00:45.640]  還是他錯的
[00:00:45.640 --> 00:00:47.280]  不知道大家會怎麼回應呢
[00:00:47.280 --> 00:00:49.280]  有沒有試過這樣的挑釁呢
[00:00:49.280 --> 00:00:54.080]  有一位弟兄他停了車在一個斜坡的咪錶位
[00:00:54.080 --> 00:00:56.080]  打算開車的時候
[00:00:56.080 --> 00:00:59.920]  突然間有輛電單車在他前面停下來
[00:00:59.920 --> 00:01:02.160]  在他左邊的前面停下來
[00:01:02.160 --> 00:01:03.840]  擋住他的車一點點
[00:01:03.840 --> 00:01:05.480]  他開不了車出去
[00:01:05.480 --> 00:01:06.780]  他唯有示意
[00:01:06.780 --> 00:01:10.440]  叫電單車司機可不可以退開一點點
[00:01:10.440 --> 00:01:15.460]  電單車司機仰下手做一些動作
[00:01:15.460 --> 00:01:16.600]  大家都明白的
[00:01:16.600 --> 00:01:19.600]  就說你夠位置退的
[00:01:19.600 --> 00:01:21.120]  不過辛苦一點
[00:01:21.120 --> 00:01:23.520]  他唯有在斜坡慢慢退後
[00:01:23.520 --> 00:01:25.520]  退前退後就出去了
[00:01:25.520 --> 00:01:27.520]  打算出去了
[00:01:27.520 --> 00:01:29.240]  就已經離開了
[00:01:29.240 --> 00:01:34.600]  誰知道電單車司機就用腳踢他的車門
[00:01:34.600 --> 00:01:37.240]  如果是你你會怎樣
[00:01:37.240 --> 00:01:39.560]  火都來了
[00:01:39.560 --> 00:01:42.680]  第一時間他也是正常人
[00:01:42.680 --> 00:01:45.600]  他做了一件事就是打算按下窗戶
[00:01:45.600 --> 00:01:47.600]  窗戶已經關了
[00:01:47.600 --> 00:01:49.800]  打算跟他說做什麼
[00:01:49.800 --> 00:01:51.800]  踢那個車門
[00:01:51.800 --> 00:01:55.100]  但剛剛他坐在旁邊的姐妹跟他說
[00:01:55.100 --> 00:01:57.920]  他家裡有些不開心的事情
[00:01:57.920 --> 00:02:00.120]  姓寧就感動這位弟兄
[00:02:00.120 --> 00:02:02.840]  不如我應該要他自己關心他
[00:02:02.840 --> 00:02:05.200]  就不應該再理這件事了
[00:02:05.200 --> 00:02:07.200]  再加上他心想
[00:02:07.200 --> 00:02:09.680]  如果我按下窗戶
[00:02:09.680 --> 00:02:11.680]  做什麼好
[00:02:11.680 --> 00:02:14.700]  還是問他做什麼踢我的車門
[00:02:14.700 --> 00:02:16.200]  然後怎樣
[00:02:16.200 --> 00:02:18.000]  難道打過嗎
[00:02:18.000 --> 00:02:19.400]  失見證
[00:02:19.400 --> 00:02:20.680]  神都感動他
[00:02:20.680 --> 00:02:22.680]  他不要這樣做
[00:02:22.680 --> 00:02:25.300]  不知道大家有沒有遇過一些挑戰
[00:02:25.300 --> 00:02:26.180]  一些挑釁
[00:02:26.180 --> 00:02:28.180]  甚至在教會裡面
[00:02:28.180 --> 00:02:30.180]  我們不知道會不會發生過
[00:02:30.180 --> 00:02:32.180]  你會怎樣去回應
[00:02:32.180 --> 00:02:34.660]  你會按照自己的想法
[00:02:34.660 --> 00:02:37.460]  自己的心的即時反應去回應
[00:02:37.460 --> 00:02:41.060]  還是你會按照神的心意去回應
[00:02:41.060 --> 00:02:43.060]  剛才我們讀過經文
[00:02:43.060 --> 00:02:46.960]  保羅他提醒提摩泰
[00:02:46.960 --> 00:02:50.720]  提醒提摩泰要祝福教會裡面的人
[00:02:50.720 --> 00:02:54.480]  叫他們不可以為言語爭辯
[00:02:54.480 --> 00:02:56.480]  很明顯一件事
[00:02:56.480 --> 00:02:58.480]  就是教會裡面已經有一些爭辯
[00:02:58.480 --> 00:03:00.480]  有爭辯當然有原因
[00:03:00.480 --> 00:03:02.480]  為什麼這麼激烈呢
[00:03:02.480 --> 00:03:05.700]  保羅大帥叫他們不要爭辯
[00:03:05.700 --> 00:03:07.700]  通常這些爭辯
[00:03:07.700 --> 00:03:09.700]  都和真理有關的
[00:03:09.700 --> 00:03:11.200]  保羅的性格是怎樣
[00:03:11.200 --> 00:03:13.200]  保羅的性格當時在
[00:03:13.200 --> 00:03:14.700]  猶太會堂裡面
[00:03:14.700 --> 00:03:16.700]  都和猶太人去辯論
[00:03:16.700 --> 00:03:19.500]  為什麼他說不要爭辯呢
[00:03:19.500 --> 00:03:21.500]  而聖經裡面說
[00:03:21.500 --> 00:03:24.500]  你要使眾人回想這些事
[00:03:24.500 --> 00:03:26.500]  這些事究竟是什麼事呢
[00:03:26.500 --> 00:03:30.500]  很多人覺得這些事可能是
[00:03:30.500 --> 00:03:32.500]  第一章開頭至到現在
[00:03:32.500 --> 00:03:34.500]  第二章十四字之前
[00:03:34.500 --> 00:03:36.500]  保羅所說的一切
[00:03:36.500 --> 00:03:37.500]  包括他被囚
[00:03:37.500 --> 00:03:39.500]  包括人離棄他
[00:03:39.500 --> 00:03:43.500]  包括他為福音原故受苦
[00:03:43.500 --> 00:03:46.500]  但其實在緊接的上下文
[00:03:46.500 --> 00:03:48.500]  都給了一些提示我們
[00:03:48.500 --> 00:03:51.500]  就是原來保羅他曾經說過
[00:03:51.500 --> 00:03:53.500]  他從死裡復活
[00:03:53.500 --> 00:03:54.500]  即是耶穌基督
[00:03:54.500 --> 00:03:57.500]  正合乎我所傳的福音
[00:03:57.500 --> 00:04:00.500]  很強調耶穌基督是從死裡復活了
[00:04:00.500 --> 00:04:01.500]  勝過死亡的
[00:04:01.500 --> 00:04:03.500]  但是在提督大後書第二章
[00:04:03.500 --> 00:04:04.500]  剛才我們讀的經文那裡
[00:04:04.500 --> 00:04:05.500]  他是有兩個人
[00:04:05.500 --> 00:04:08.500]  一個叫許米乃和肥利圖
[00:04:08.500 --> 00:04:10.500]  他們是偏離了真道
[00:04:10.500 --> 00:04:11.500]  他所傳的是什麼呢
[00:04:11.500 --> 00:04:13.500]  就是復活的事已經過了
[00:04:13.500 --> 00:04:16.500]  就敗壞了很多人的信心
[00:04:16.500 --> 00:04:18.500]  剛剛相反的
[00:04:18.500 --> 00:04:19.500]  耶穌說死裡復活
[00:04:19.500 --> 00:04:21.500]  他說復活的事已經過了
[00:04:21.500 --> 00:04:22.500]  他在說什麼呢
[00:04:22.500 --> 00:04:24.500]  他在說原來當時
[00:04:24.500 --> 00:04:25.500]  人們認為
[00:04:25.500 --> 00:04:27.500]  他所傳的假道理
[00:04:27.500 --> 00:04:29.500]  就是說
[00:04:29.500 --> 00:04:30.500]  復活的事過去
[00:04:30.500 --> 00:04:34.500]  是因為今天我們每一個都領受聖靈
[00:04:34.500 --> 00:04:37.500]  我們已經有新的生命的展現
[00:04:37.500 --> 00:04:39.500]  因為那時候很多神蹟起事
[00:04:39.500 --> 00:04:44.500]  我們現在的生命已經復活了
[00:04:44.500 --> 00:04:46.500]  就不需要等到將來死亡再復活
[00:04:46.500 --> 00:04:50.500]  令到人們沒有了盼望
[00:04:50.500 --> 00:04:52.500]  因為死了之後就不會再有復活的事
[00:04:52.500 --> 00:04:54.500]  但是這個歪理
[00:04:54.500 --> 00:04:59.500]  竟然可以和神的真理對抗
[00:04:59.500 --> 00:05:01.500]  還記得一件事
[00:05:01.500 --> 00:05:04.500]  當時是剛剛早期教會
[00:05:04.500 --> 00:05:07.500]  也不是說距離很遠
[00:05:07.500 --> 00:05:09.500]  耶穌復活的事
[00:05:09.500 --> 00:05:11.500]  竟然可以受到這麼大的衝擊
[00:05:11.500 --> 00:05:12.500]  為什麼呢
[00:05:12.500 --> 00:05:15.500]  原來很重要的一件事
[00:05:15.500 --> 00:05:17.500]  就是當中提到
[00:05:17.500 --> 00:05:21.500]  不可為言語爭辯
[00:05:21.500 --> 00:05:23.500]  這個言語爭辯
[00:05:23.500 --> 00:05:26.500]  這個字是表達了一個情況
[00:05:26.500 --> 00:05:27.500]  那個情況就是
[00:05:27.500 --> 00:05:29.500]  原來這個字的解釋就是
[00:05:29.500 --> 00:05:32.500]  為言詞、詞彙去爭辯
[00:05:32.500 --> 00:05:35.500]  其實說的是當時的人很流行
[00:05:35.500 --> 00:05:43.500]  不停地為一個詞彙轉到很多不同的解釋
[00:05:43.500 --> 00:05:45.500]  甚至可以偏離真道
[00:05:45.500 --> 00:05:48.500]  咬文嚼字地爭辯
[00:05:48.500 --> 00:05:50.500]  咬文嚼字地爭辯
[00:05:50.500 --> 00:05:52.500]  不是代表我們不認真去讀聖經
[00:05:52.500 --> 00:05:56.500]  只是當時的氣氛去到一個地步
[00:05:56.500 --> 00:05:59.500]  就是為了爭辯而爭辯
[00:05:59.500 --> 00:06:01.500]  去到這個地步
[00:06:01.500 --> 00:06:03.500]  所以在當中的時候
[00:06:03.500 --> 00:06:05.500]  我自己也有些體驗
[00:06:05.500 --> 00:06:08.500]  我以前回教會沒多久
[00:06:08.500 --> 00:06:12.500]  看聖經或者聽很多的講道
[00:06:12.500 --> 00:06:15.500]  很記得曾經提過五餅二魚
[00:06:15.500 --> 00:06:18.500]  他說有個小童拿了五個餅
[00:06:18.500 --> 00:06:20.500]  五個大麥餅
[00:06:20.500 --> 00:06:21.500]  就是兩條魚
[00:06:21.500 --> 00:06:23.500]  只有若翰福音這樣記
[00:06:23.500 --> 00:06:24.500]  五個大麥餅
[00:06:24.500 --> 00:06:27.500]  我自己經常記得這句說話
[00:06:27.500 --> 00:06:29.500]  有時會有思想
[00:06:29.500 --> 00:06:31.500]  嘩,吃剩很多的
[00:06:31.500 --> 00:06:34.500]  那個麥餅究竟有多大呢
[00:06:34.500 --> 00:06:36.500]  有時會想想這個問題
[00:06:36.500 --> 00:06:37.500]  大家知不知道
[00:06:37.500 --> 00:06:39.500]  其實大麥餅是講什麼的
[00:06:39.500 --> 00:06:42.500]  大麥餅是講大麥做的餅
[00:06:42.500 --> 00:06:45.500]  就不是有多大的麥餅
[00:06:45.500 --> 00:06:49.500]  有時如果我們不是細心去研讀的時候
[00:06:49.500 --> 00:06:51.500]  我們自己會搞錯
[00:06:51.500 --> 00:06:53.500]  甚至有時如果我們不細心研讀的時候
[00:06:53.500 --> 00:06:55.500]  我們會忽略了一些很重要的東西
[00:06:55.500 --> 00:06:57.500]  例如舊約講的慈愛
[00:06:57.500 --> 00:06:59.500]  神的慈愛經常出現
[00:06:59.500 --> 00:07:01.500]  那個慈愛的原文是Hazard
[00:07:01.500 --> 00:07:04.500]  這個字其實是在講什麼呢
[00:07:04.500 --> 00:07:05.500]  不是單單是愛
[00:07:05.500 --> 00:07:08.500]  是在講忠誠的愛
