
[00:00:00.000 --> 00:00:02.240]  教會是我們的家
[00:00:02.240 --> 00:00:07.560]  在我們的家是有一張特別的桌子
[00:00:07.560 --> 00:00:11.040]  我們會在這張桌子裡一起用飯
[00:00:11.040 --> 00:00:14.200]  我們會一起牽手煮飯
[00:00:14.200 --> 00:00:16.320]  一起抹餅
[00:00:16.320 --> 00:00:18.680]  一起用杯子
[00:00:18.680 --> 00:00:22.680]  這張桌子是我們希望的所在
[00:00:22.680 --> 00:00:25.360]  是我們勇氣的來源
[00:00:25.360 --> 00:00:28.440]  是恩典的泉源
[00:00:30.200 --> 00:00:32.560]  在這張桌子的當中
[00:00:32.560 --> 00:00:34.120]  我們可以一起想起
[00:00:34.120 --> 00:00:38.400]  我們過往在二馬五師路上的生命故事
[00:00:38.400 --> 00:00:41.440]  當耶穌基督拿起餅
[00:00:41.440 --> 00:00:43.440]  竹箭抹開的時候
[00:00:43.440 --> 00:00:47.200]  祂的抹餅就讓我們記起
[00:00:47.200 --> 00:00:50.160]  我們過往在二馬五師的路上
[00:00:50.160 --> 00:00:52.640]  我們曾幾何時是從灰心
[00:00:52.640 --> 00:00:53.720]  失望
[00:00:53.720 --> 00:00:55.600]  能夠由去到
[00:00:55.600 --> 00:00:58.920]  心中火熱的生命的故事
[00:01:00.480 --> 00:01:03.120]  在這張桌子當中
[00:01:03.120 --> 00:01:05.440]  我們的眼睛是會被打開的
[00:01:05.440 --> 00:01:07.680]  我們會在見
[00:01:07.680 --> 00:01:10.440]  復活的主在我們當中
[00:01:10.440 --> 00:01:12.600]  看到祂的面旁
[00:01:12.600 --> 00:01:15.520]  在今天的早上
[00:01:15.520 --> 00:01:17.200]  我們一起在這桌子旁
[00:01:17.200 --> 00:01:18.640]  我們一起
[00:01:18.640 --> 00:01:22.040]  去認出我們主的面
[00:01:22.040 --> 00:01:23.120]  復活主的面
[00:01:23.120 --> 00:01:25.840]  我們再深入思想究竟
[00:01:25.840 --> 00:01:27.160]  復活
[00:01:27.160 --> 00:01:29.680]  主耶穌基督的復活
[00:01:30.120 --> 00:01:32.480]  對我們有什麼意思
[00:01:32.480 --> 00:01:36.640]  我們一起去打開聖經
[00:01:36.640 --> 00:01:40.480]  羅細書三章一至十一節
[00:01:40.480 --> 00:01:45.320]  所以你們若真與基督一同復活
[00:01:45.320 --> 00:01:48.280]  就當求在上面的事
[00:01:48.280 --> 00:01:51.720]  那裡有基督坐在神的右邊
[00:01:51.720 --> 00:01:54.720]  你們要思念上面的事
[00:01:54.720 --> 00:01:57.800]  不要思念地上的事
[00:01:58.640 --> 00:02:00.560]  因為你們已經死了
[00:02:00.560 --> 00:02:03.080]  你們的生命與基督
[00:02:03.080 --> 00:02:05.960]  一同藏在神的裡面
[00:02:05.960 --> 00:02:08.520]  基督是我們的生命
[00:02:08.520 --> 00:02:10.680]  祂顯現的時候
[00:02:10.680 --> 00:02:12.920]  你們也要與祂一同
[00:02:12.920 --> 00:02:14.840]  顯現在榮耀裡
[00:02:14.840 --> 00:02:16.240]  所以
[00:02:16.240 --> 00:02:19.840]  要自死你們在地上的肢體
[00:02:19.840 --> 00:02:22.960]  就如淫亂污穢邪情惡辱
[00:02:22.960 --> 00:02:24.720]  和貪婪
[00:02:25.920 --> 00:02:29.000]  貪婪就如拜偶像一樣
[00:02:29.000 --> 00:02:31.120]  第八節
[00:02:31.120 --> 00:02:35.040]  但現在你們要棄絕這一切的事
[00:02:35.040 --> 00:02:38.040]  以及惱恨憤怒惡毒毀謗
[00:02:38.040 --> 00:02:40.640]  並口中污穢的言語
[00:02:40.640 --> 00:02:43.080]  不要彼此說謊
[00:02:43.080 --> 00:02:44.960]  因為你們已經
[00:02:44.960 --> 00:02:48.320]  脫去舊人和舊人的行為
[00:02:48.320 --> 00:02:51.160]  穿上了新人
[00:02:51.160 --> 00:02:54.160]  十二節
[00:02:55.160 --> 00:02:57.800]  所以你們寄侍神的選民
[00:02:57.800 --> 00:03:00.120]  聖潔蒙愛的人
[00:03:00.120 --> 00:03:03.720]  就要全憐憫恩慈謙虛
[00:03:03.720 --> 00:03:06.520]  溫柔忍耐的心
[00:03:06.520 --> 00:03:10.000]  另一段經文是高林多後書
[00:03:10.000 --> 00:03:12.200]  四章七至十二節
[00:03:12.200 --> 00:03:16.200]  我們有者寶貝放在啞器裡
[00:03:16.200 --> 00:03:19.200]  要譴明這莫大的能力
[00:03:19.200 --> 00:03:21.760]  是出於神不是出於我們
[00:03:21.760 --> 00:03:24.320]  我們四面受敵
[00:03:25.200 --> 00:03:26.280]  卻不被困住
[00:03:26.280 --> 00:03:28.600]  心裡作難
[00:03:28.600 --> 00:03:30.680]  卻不致失望
[00:03:30.680 --> 00:03:32.480]  做逼迫
[00:03:32.480 --> 00:03:34.560]  卻不致丟棄
[00:03:34.560 --> 00:03:36.680]  打倒了
[00:03:36.680 --> 00:03:39.080]  卻不致死亡
[00:03:39.080 --> 00:03:42.640]  身上上帶著耶穌的死
[00:03:42.640 --> 00:03:44.600]  使耶穌的生
[00:03:44.600 --> 00:03:46.880]  也顯明在我們身上
[00:03:46.880 --> 00:03:51.400]  你是誰
[00:03:53.880 --> 00:03:55.320]  或者給你們三分鐘
[00:03:55.320 --> 00:03:56.840]  你們怎樣去描述自己
[00:03:56.840 --> 00:03:58.520]  你講一下你的籍貫
[00:03:58.520 --> 00:04:00.880]  講一下你家裡弟兄姊妹的名字
[00:04:00.880 --> 00:04:03.120]  你的家庭狀況
[00:04:03.120 --> 00:04:05.000]  講一下你教育的背景
[00:04:05.000 --> 00:04:06.320]  你在做什麼工作
[00:04:06.320 --> 00:04:08.600]  你的健康狀態如何
[00:04:08.600 --> 00:04:10.720]  有什麼在憂慮
[00:04:10.720 --> 00:04:13.600]  你曾經回過哪幾間教會
[00:04:13.600 --> 00:04:16.640]  你家裡的地址
[00:04:16.640 --> 00:04:18.160]  在哪裡
[00:04:18.160 --> 00:04:22.000]  這些都是關乎身份的問題
[00:04:22.000 --> 00:04:23.600]  你是誰的問題
[00:04:24.680 --> 00:04:25.760]  在葛羅西書
[00:04:25.760 --> 00:04:27.960]  保羅也講到身份的問題
[00:04:27.960 --> 00:04:29.400]  保羅就是
[00:04:29.400 --> 00:04:30.880]  舉起鏡子
[00:04:30.880 --> 00:04:33.400]  叫讀者叫你們去照一下
[00:04:33.400 --> 00:04:35.320]  看看鏡子
[00:04:35.320 --> 00:04:36.800]  你看到什麼
[00:04:36.800 --> 00:04:39.520]  看到是自由的人
[00:04:39.520 --> 00:04:41.240]  是奴隸
[00:04:41.240 --> 00:04:44.000]  是已開化的人
[00:04:44.000 --> 00:04:46.680]  是未開化的人
[00:04:46.680 --> 00:04:50.680]  保羅問葛羅西教會的人
[00:04:50.680 --> 00:04:52.000]  照一下鏡子
[00:04:52.000 --> 00:04:53.400]  你是什麼人
[00:04:53.560 --> 00:04:54.640]  你是誰
[00:04:54.640 --> 00:04:57.800]  在今天早上我們也照一下鏡子
[00:04:57.800 --> 00:04:59.600]  這些都是重要的問題
[00:04:59.600 --> 00:05:02.160]  我們是不是自由的人
[00:05:02.160 --> 00:05:05.440]  我們是不是圍爐的
[00:05:05.440 --> 00:05:09.480]  在英語的世界有一個字眼
[00:05:09.480 --> 00:05:11.280]  是描述當下的情況
[00:05:11.280 --> 00:05:12.560]  叫做You do you
[00:05:12.560 --> 00:05:14.640]  You do you的意思就是說
[00:05:14.640 --> 00:05:15.800]  你走你自己的路
[00:05:15.800 --> 00:05:17.160]  這條路很獨特的
[00:05:17.160 --> 00:05:18.680]  You do you
[00:05:18.680 --> 00:05:20.040]  你做你的
[00:05:20.040 --> 00:05:22.360]  我做我的
[00:05:23.720 --> 00:05:27.000]  聽起來挺有力量是吧
[00:05:27.000 --> 00:05:28.400]  挺鼓勵的是吧
[00:05:28.400 --> 00:05:30.960]  不過細心聽的時候
[00:05:30.960 --> 00:05:32.720]  也可以是大有問題的
[00:05:32.720 --> 00:05:33.480]  有些人認為
[00:05:33.480 --> 00:05:36.960]  You do you是一種強力的自戀
[00:05:36.960 --> 00:05:38.760]  就意思就是說
[00:05:38.760 --> 00:05:43.080]  我是一切終極的權威
[00:05:43.080 --> 00:05:45.040]  我自己去搞定
