
[00:00:00.000 --> 00:00:06.000]  讓我們看回剛才所讀的經文
[00:00:06.000 --> 00:00:09.000]  這段經文可以簡單地說是
[00:00:09.000 --> 00:00:14.000]  「浪子回頭,父子重聚」
[00:00:14.000 --> 00:00:16.000]  在我們的經文裏面
[00:00:16.000 --> 00:00:20.000]  仍然是在很遠的距離裏面
[00:00:20.000 --> 00:00:23.000]  但是這個浪子的爸爸
[00:00:23.000 --> 00:00:27.000]  他已經看見他的兒子回來了
[00:00:27.000 --> 00:00:30.000]  其實當這個浪子離開的時候
[00:00:30.000 --> 00:00:33.000]  他的爸爸何嘗不是一直希望
[00:00:33.000 --> 00:00:38.000]  這個兒子能夠快點回頭
[00:00:38.000 --> 00:00:40.000]  大家如果記得這個故事的時候
[00:00:40.000 --> 00:00:42.000]  這個比喻的時候
[00:00:42.000 --> 00:00:45.000]  就是說到這個兒子
[00:00:45.000 --> 00:00:48.000]  他和爸爸分家產
[00:00:48.000 --> 00:00:51.000]  然後就拿了一些錢
[00:00:51.000 --> 00:00:54.000]  然後就走了
[00:00:54.000 --> 00:00:58.000]  音訊全無
[00:00:58.000 --> 00:01:00.000]  直到有一天
[00:01:00.000 --> 00:01:02.000]  這個兒子
[00:01:02.000 --> 00:01:05.000]  他把爸爸的身家分給他的
[00:01:05.000 --> 00:01:07.000]  全敗了
[00:01:07.000 --> 00:01:10.000]  然後他才知道悔改
[00:01:10.000 --> 00:01:15.000]  然後他才知道回來找爸爸
[00:01:15.000 --> 00:01:18.000]  在這樣的情況下
[00:01:18.000 --> 00:01:21.000]  這個爸爸終於等到
[00:01:21.000 --> 00:01:24.000]  但是這個爸爸沒有因為
[00:01:24.000 --> 00:01:27.000]  兒子不是義感還鄉
[00:01:27.000 --> 00:01:30.000]  而去難過
[00:01:30.000 --> 00:01:34.000]  或者去憤怒
[00:01:34.000 --> 00:01:36.000]  反而是動了持心
[00:01:36.000 --> 00:01:40.000]  我們看經文是說到動了持心
[00:01:40.000 --> 00:01:44.000]  動了持心其實是什麼意思呢?
[00:01:44.000 --> 00:01:47.000]  其實就是和我們所讀的金句
[00:01:47.000 --> 00:01:52.000]  廉恤、廉敏是同一個意思
[00:01:52.000 --> 00:01:54.000]  就好像主耶穌出去傳福音的時候
[00:01:54.000 --> 00:01:57.000]  見到很多人的時候
[00:01:57.000 --> 00:01:59.000]  見到他們的困苦流離
[00:01:59.000 --> 00:02:05.000]  就廉敏他們
[00:02:05.000 --> 00:02:11.000]  其實動了持心的意思就是廉敏、廉恤
[00:02:11.000 --> 00:02:17.000]  當這個爸爸見到這個壞孩子
[00:02:17.000 --> 00:02:19.000]  這個真的是壞孩子
[00:02:19.000 --> 00:02:22.000]  爸爸還沒死就要分身家
[00:02:22.000 --> 00:02:26.000]  分了身家然後就去敗爸爸的身家
[00:02:26.000 --> 00:02:31.000]  然後就回來
[00:02:31.000 --> 00:02:38.000]  但是這個爸爸沒有責怪他
[00:02:38.000 --> 00:02:42.000]  為父的心腸最重要就是子女回來身邊
[00:02:42.000 --> 00:02:46.000]  以前做過什麼都不重要
[00:02:46.000 --> 00:02:51.000]  所以當這個爸爸見到他的兒子回來的時候
[00:02:51.000 --> 00:02:54.000]  他一直都記掛著這個小兒子的時候
[00:02:54.000 --> 00:02:56.000]  他回來的時候
[00:02:56.000 --> 00:03:01.000]  他就主動的走過去
[00:03:01.000 --> 00:03:04.000]  爸爸的尊嚴全部都放下
[00:03:04.000 --> 00:03:06.000]  因為這個父子之情
[00:03:06.000 --> 00:03:10.000]  他走過去抱著這個小兒子
[00:03:10.000 --> 00:03:12.000]  跟他來擁抱
[00:03:12.000 --> 00:03:14.000]  跟他親嘴
[00:03:14.000 --> 00:03:20.000]  似乎之前發生過的事已經忘記了
[00:03:20.000 --> 00:03:23.000]  或者說還是不是那麼重要
[00:03:23.000 --> 00:03:26.000]  其實已經不是那麼重要
[00:03:26.000 --> 00:03:30.000]  身家沒了已經不是那麼重要
[00:03:30.000 --> 00:03:33.000]  最重要是什麼
[00:03:33.000 --> 00:03:36.000]  兒子回來
[00:03:36.000 --> 00:03:39.000]  最重要是兒子回來
[00:03:39.000 --> 00:03:42.000]  這個才是重要
[00:03:42.000 --> 00:03:45.000]  對於兒子來說他也知道
[00:03:45.000 --> 00:03:49.000]  他其實不單是得罪了爸爸
[00:03:49.000 --> 00:03:52.000]  更加是得罪了上帝
[00:03:52.000 --> 00:03:54.000]  大家還記不記得
[00:03:54.000 --> 00:03:56.000]  在舊約裡面十誡說什麼
[00:03:56.000 --> 00:03:58.000]  其中有一誡
[00:03:58.000 --> 00:04:04.000]  是要孝敬父母
[00:04:04.000 --> 00:04:10.000]  這個兒子他知道自己做錯了什麼
[00:04:10.000 --> 00:04:12.000]  爸爸沒死就要分身家
[00:04:12.000 --> 00:04:14.000]  那是什麼意思
[00:04:14.000 --> 00:04:17.000]  還有拿那些身家不去投資
[00:04:17.000 --> 00:04:19.000]  如果你分了一百萬
[00:04:19.000 --> 00:04:20.000]  然後拿一千萬回來
[00:04:20.000 --> 00:04:22.000]  爸爸說你聰明
[00:04:22.000 --> 00:04:24.000]  但現在不是
[00:04:24.000 --> 00:04:28.000]  整副身家就拿去花天酒地擺回來
[00:04:28.000 --> 00:04:31.000]  所以當這個兒子回來的時候
[00:04:31.000 --> 00:04:35.000]  他在神的面前願意悔改
[00:04:35.000 --> 00:04:38.000]  在爸爸的面前他願意悔改
[00:04:38.000 --> 00:04:41.000]  他知道他得罪了上帝
[00:04:41.000 --> 00:04:43.000]  他知道他得罪了他的爸爸
[00:04:43.000 --> 00:04:48.000]  所以他說我不配稱為你的兒子
[00:04:48.000 --> 00:04:53.000]  他這次回來不是奢望要做一個公子哥兒
[00:04:53.000 --> 00:04:58.000]  他只是奢望有兩餐飯吃
[00:04:58.000 --> 00:05:02.000]  他只是奢望有兩餐飯吃
[00:05:02.000 --> 00:05:08.000]  在爸爸的附任下
[00:05:08.000 --> 00:05:12.000]  只求一貫伴職或打份工
[00:05:12.000 --> 00:05:14.000]  這樣就應該可以
[00:05:14.000 --> 00:05:16.000]  好像那些僕人一樣
[00:05:16.000 --> 00:05:19.000]  他不再求自己有一個子女的名份
[00:05:19.000 --> 00:05:21.000]  因為他知道他沒有資格去求
[00:05:21.000 --> 00:05:24.000]  他沒有能力去求
[00:05:24.000 --> 00:05:27.000]  但是爸爸怎樣說呢?
[00:05:27.000 --> 00:05:29.000]  在二十二節
[00:05:29.000 --> 00:05:33.000]  他的爸爸就來吩咐僕人
[00:05:33.000 --> 00:05:38.000]  將上好的袍子拿出來給他穿
[00:05:38.000 --> 00:05:40.000]  這個兒子回來的時候
[00:05:40.000 --> 00:05:42.000]  真的不是易感還鄉
[00:05:42.000 --> 00:05:44.000]  你以為他真的穿著西裝嗎?
[00:05:44.000 --> 00:05:47.000]  不知道穿著什麼衣服回來
[00:05:47.000 --> 00:05:51.000]  他的手就什麼都沒有了
[00:05:51.000 --> 00:05:53.000]  就給他戴戒指
[00:05:53.000 --> 00:05:56.000]  還有他的腳有沒有鞋穿呢?
[00:05:56.000 --> 00:05:59.000]  原來連鞋子都沒有
[00:05:59.000 --> 00:06:01.000]  原來連鞋子都沒有
[00:06:01.000 --> 00:06:03.000]  就給他穿鞋子
[00:06:03.000 --> 00:06:05.000]  原來在當時來說
[00:06:05.000 --> 00:06:07.000]  哪些人是沒有鞋穿呢?
[00:06:07.000 --> 00:06:09.000]  就是那些奴僕
[00:06:09.000 --> 00:06:12.000]  那些奴僕是沒有鞋穿的
[00:06:12.000 --> 00:06:16.000]  要顯示出那個階級的身份
[00:06:16.000 --> 00:06:18.000]  所以他沒有鞋穿
[00:06:18.000 --> 00:06:21.000]  但是爸爸就吩咐僕人
[00:06:21.000 --> 00:06:23.000]  拿一雙鞋子給他穿
[00:06:23.000 --> 00:06:26.000]  恢復他的身份
[00:06:26.000 --> 00:06:28.000]  不單止是這樣
[00:06:28.000 --> 00:06:31.000]  二十三節說到
[00:06:31.000 --> 00:06:33.000]  還一起吃肥牛
[00:06:33.000 --> 00:06:35.000]  一起去慶祝
[00:06:35.000 --> 00:06:40.000]  慶祝這個兒子回來
[00:06:40.000 --> 00:06:44.000]  因為他對那些僕人說
[00:06:44.000 --> 00:06:46.000]  為什麼他要這樣做呢?
[00:06:46.000 --> 00:06:48.000]  因為他覺得這個兒子
[00:06:48.000 --> 00:06:52.000]  本來是已經沒有希望了
[00:06:52.000 --> 00:06:56.000]  當他見到兒子離開的時候
[00:06:56.000 --> 00:06:58.000]  雖然他當然想他回來
[00:06:58.000 --> 00:07:00.000]  但是某個程度上
[00:07:00.000 --> 00:07:02.000]  就好像沒有了兒子
[00:07:02.000 --> 00:07:05.000]  這個真的是壞孩子
[00:07:05.000 --> 00:07:07.000]  就好像真的沒有了兒子
[00:07:07.000 --> 00:07:10.000]  但是今天這個兒子回來了
[00:07:10.000 --> 00:07:12.000]  所以他是死而復活
[00:07:12.000 --> 00:07:14.000]  失而又得
[00:07:14.000 --> 00:07:16.000]  是死而復活
[00:07:16.000 --> 00:07:18.000]  失而又得
[00:07:18.000 --> 00:07:20.000]  他見到這個兒子
[00:07:20.000 --> 00:07:22.000]  他是願意悔改
[00:07:22.000 --> 00:07:25.000]  他見到這個兒子回來了
[00:07:25.000 --> 00:07:28.000]  所以其實他很開心
[00:07:28.000 --> 00:07:29.000]  在經文這裡
[00:07:29.000 --> 00:07:30.000]  我們見到二十四節
[00:07:30.000 --> 00:07:33.000]  其實是一個很美麗的結局
[00:07:33.000 --> 00:07:34.000]  是不是?
[00:07:34.000 --> 00:07:36.000]  父子重聚
[00:07:36.000 --> 00:07:38.000]  浪子回頭
[00:07:38.000 --> 00:07:40.000]  是一個很美麗的結局
[00:07:40.000 --> 00:07:42.000]  但是
[00:07:42.000 --> 00:07:47.000]  原來事情往往不是那麼如意
[00:07:47.000 --> 00:07:50.000]  我們接著看第二段經文
[00:07:50.000 --> 00:07:54.000]  在同一章的二十七節到二十八節
[00:07:54.000 --> 00:07:58.000]  接著我們會讀三十一節到三十二節
[00:07:58.000 --> 00:08:00.000]  我們先讀二十七、二十八節
[00:08:00.000 --> 00:08:01.000]  預備,一、二、三
[00:08:01.000 --> 00:08:04.000]  「僕人說:你兄弟來了
[00:08:04.000 --> 00:08:08.000]  你父親因為得他無災無病的回來
[00:08:08.000 --> 00:08:10.000]  把肥牛族宰了
[00:08:10.000 --> 00:08:12.000]  大兒子卻生氣
[00:08:12.000 --> 00:08:14.000]  不肯進去
[00:08:14.000 --> 00:08:17.000]  他父親就出來勸他」
[00:08:17.000 --> 00:08:18.000]  三十一節
[00:08:18.000 --> 00:08:20.000]  「父親對他說:兒啊
[00:08:20.000 --> 00:08:22.000]  你常和我同在
[00:08:22.000 --> 00:08:25.000]  我一切所有的都是你的
[00:08:25.000 --> 00:08:27.000]  只是你這個兄弟
[00:08:27.000 --> 00:08:29.000]  是死而復活
[00:08:29.000 --> 00:08:31.000]  失而又得的
[00:08:31.000 --> 00:08:36.000]  所以我們你當歡喜快樂」
[00:08:36.000 --> 00:08:39.000]  因為原來我們在第二段經文裡面
[00:08:39.000 --> 00:08:45.000]  看到在這個本來很美麗的結局裡面
[00:08:45.000 --> 00:08:49.000]  原來這個家庭裡面還有一個大哥
[00:08:49.000 --> 00:08:53.000]  還有一個大哥在這裡
[00:08:53.000 --> 00:08:55.000]  這個大哥怎麼看呢?
[00:08:55.000 --> 00:08:57.000]  簡單來說就好像
[00:08:57.000 --> 00:08:59.000]  經文開頭有八個字
