
[00:00:00.000 --> 00:00:07.000]  主耶穌說:「我們生命的好處不在你以外。」
[00:00:07.000 --> 00:00:11.000]  天父,當我們在狂風暴雨的時候,
[00:00:11.000 --> 00:00:16.000]  祢就是在船上榨糖的人。
[00:00:16.000 --> 00:00:19.000]  耶穌來到你的面前,
[00:00:19.000 --> 00:00:22.000]  在我們每個所愛的回眾當中,
[00:00:22.000 --> 00:00:24.000]  總有不同的經歷。
[00:00:24.000 --> 00:00:29.000]  若他在狂風巨浪大雨之中,
[00:00:29.000 --> 00:00:32.000]  我求主祢的恩典特別托住他。
[00:00:32.000 --> 00:00:36.000]  又讓我們真的經歷與喜樂的人同喜樂,
[00:00:36.000 --> 00:00:39.000]  與哀哭的人同哀哭。
[00:00:39.000 --> 00:00:41.000]  因為在我們一起的時候,
[00:00:41.000 --> 00:00:44.000]  我們知道我們的盼望就是耶穌。
[00:00:44.000 --> 00:00:49.000]  願我們一切在祢面前的敬拜禱告,
[00:00:49.000 --> 00:00:52.000]  都成為一個活祭獻給我們的主。
[00:00:52.000 --> 00:00:55.000]  奉耶穌得勝的名字祈求,阿們。
[00:00:55.000 --> 00:00:57.000]  好,請坐。
[00:01:00.000 --> 00:01:02.000]  在我們當中,
[00:01:02.000 --> 00:01:05.000]  今天說到屬靈、生命系列,
[00:01:05.000 --> 00:01:08.000]  我們看看這張拍檔。
[00:01:08.000 --> 00:01:11.000]  這張拍檔和上次有一點改動,
[00:01:11.000 --> 00:01:13.000]  當我們進入屬靈系列,
[00:01:13.000 --> 00:01:15.000]  生命系列的時候,
[00:01:15.000 --> 00:01:18.000]  我們會發覺是一個進程。
[00:01:18.000 --> 00:01:21.000]  第一,當我們未信耶穌的時候,
[00:01:21.000 --> 00:01:23.000]  我們的靈是死的,
[00:01:23.000 --> 00:01:25.000]  當我們信了耶穌之後,
[00:01:25.000 --> 00:01:27.000]  我們的靈就死了。
[00:01:27.000 --> 00:01:29.000]  我們信了耶穌之後,
[00:01:29.000 --> 00:01:31.000]  我們的靈就活了。
[00:01:31.000 --> 00:01:33.000]  第一步就是靈修裡面,
[00:01:33.000 --> 00:01:35.000]  我們讀經和禱告。
[00:01:35.000 --> 00:01:37.000]  當有讀經和禱告的時候,
[00:01:37.000 --> 00:01:39.000]  生命好像有些材料,
[00:01:39.000 --> 00:01:41.000]  我們就要降服在聖靈,
[00:01:41.000 --> 00:01:43.000]  當我們信耶穌的時候,
[00:01:43.000 --> 00:01:45.000]  聖靈就在我們裡面。
[00:01:45.000 --> 00:01:47.000]  所以第二個屬靈、生命的階段,
[00:01:47.000 --> 00:01:49.000]  我們就在聖靈裡面,
[00:01:49.000 --> 00:01:51.000]  將我們讀經和祈禱的東西,
[00:01:51.000 --> 00:01:53.000]  演繹在我們生活當中。
[00:01:53.000 --> 00:01:55.000]  到了演繹的地步,
[00:01:55.000 --> 00:01:57.000]  其實這三個階段已經完結了,
[00:01:57.000 --> 00:01:59.000]  但是內涵我們每天都要生活,
[00:01:59.000 --> 00:02:01.000]  所以我們要成為生命,
[00:02:01.000 --> 00:02:03.000]  成為別人的祝福,
[00:02:03.000 --> 00:02:05.000]  透過你的言行,
[00:02:05.000 --> 00:02:07.000]  所以屬靈、生命系列,
[00:02:07.000 --> 00:02:09.000]  第四,上次所說,
[00:02:09.000 --> 00:02:11.000]  我們需要好好說出
[00:02:11.000 --> 00:02:13.000]  詛咒別人的話語,
[00:02:13.000 --> 00:02:15.000]  應該又完結了,但是怎樣呢?
[00:02:15.000 --> 00:02:17.000]  說話有時也會得罪別人,
[00:02:17.000 --> 00:02:19.000]  或者因為生命總會有些缺陷,
[00:02:19.000 --> 00:02:21.000]  因為我們是一個
[00:02:21.000 --> 00:02:23.000]  無恩的罪人,
[00:02:23.000 --> 00:02:25.000]  我們會有罪,
[00:02:25.000 --> 00:02:27.000]  所以我們去到第五個系列,
[00:02:27.000 --> 00:02:29.000]  進入清泉,
[00:02:29.000 --> 00:02:31.000]  洗淨一切的罪,
[00:02:31.000 --> 00:02:33.000]  之後就再沒有屬靈、生命系列,
[00:02:33.000 --> 00:02:35.000]  如果有,就在最後,
[00:02:35.000 --> 00:02:37.000]  下一次,年尾說,
[00:02:37.000 --> 00:02:39.000]  我們進入標桿,
[00:02:39.000 --> 00:02:41.000]  標桿還有沒有呢?都沒有,
[00:02:41.000 --> 00:02:43.000]  其實標桿我可以挑戰大家,
[00:02:43.000 --> 00:02:45.000]  你的標桿就是第一步,
[00:02:45.000 --> 00:02:47.000]  你的靈修夠不夠?夠,
[00:02:47.000 --> 00:02:49.000]  第二步,行在聖靈中,
[00:02:49.000 --> 00:02:51.000]  第三步,毀身,第四步,
[00:02:51.000 --> 00:02:53.000]  都是這四個標桿,
[00:02:53.000 --> 00:02:55.000]  然後我繼續去建造別人,
[00:02:55.000 --> 00:02:57.000]  這個循環屬靈、生命系列,
[00:02:57.000 --> 00:02:59.000]  永遠不息,
[00:02:59.000 --> 00:03:01.000]  希望我們今天進到第五的時候,
[00:03:01.000 --> 00:03:03.000]  我們求主幫助我們,
[00:03:03.000 --> 00:03:05.000]  去到一個
[00:03:05.000 --> 00:03:07.000]  重新去悔改的地步,
[00:03:07.000 --> 00:03:09.000]  或者一次我們低頭,
[00:03:09.000 --> 00:03:11.000]  我們禱告,
[00:03:11.000 --> 00:03:13.000]  耶穌你有赦罪的恩,
[00:03:13.000 --> 00:03:15.000]  來到你的面前,
[00:03:15.000 --> 00:03:17.000]  就經歷你的風聲,
[00:03:17.000 --> 00:03:19.000]  願意我們都經歷得自由,
[00:03:19.000 --> 00:03:21.000]  因為清泉的緣故,
[00:03:21.000 --> 00:03:23.000]  因為主的救贖,
[00:03:23.000 --> 00:03:25.000]  赦免的緣故,
[00:03:25.000 --> 00:03:27.000]  我們得自由,得釋放,
[00:03:27.000 --> 00:03:29.000]  願聖靈讓聽的,講的,
[00:03:29.000 --> 00:03:31.000]  在今天都深深
[00:03:31.000 --> 00:03:33.000]  蒙你的得著,
[00:03:33.000 --> 00:03:35.000]  進入我們
[00:03:35.000 --> 00:03:37.000]  生命成長的階段,
[00:03:37.000 --> 00:03:39.000]  主耶穌多謝你,求你幫助我們,
[00:03:39.000 --> 00:03:41.000]  奉耶穌得勝的明智祈求,
[00:03:41.000 --> 00:03:43.000]  阿們。
[00:03:43.000 --> 00:03:45.000]  有一首詩歌,
[00:03:45.000 --> 00:03:47.000]  大家可能很熟悉,
[00:03:47.000 --> 00:03:49.000]  這首歌的音很熟,
[00:03:49.000 --> 00:03:51.000]  廣東版,不過我找不到廣東,
[00:03:51.000 --> 00:03:53.000]  我只找到國語,
[00:03:53.000 --> 00:03:55.000]  好,我們試一下,
[00:03:55.000 --> 00:03:57.000]  如果你會唱,可以唱。
[00:04:17.000 --> 00:04:19.000]  (歌詞)
[00:04:47.000 --> 00:04:49.000]  (歌詞)
[00:04:49.000 --> 00:04:51.000]  (歌詞)
[00:04:51.000 --> 00:04:53.000]  (歌詞)
[00:04:53.000 --> 00:04:55.000]  (歌詞)
[00:04:55.000 --> 00:04:57.000]  你想回去看YouTube,
[00:04:57.000 --> 00:04:59.000]  有一血傳,有細節,
[00:04:59.000 --> 00:05:01.000]  不過我想說,
[00:05:01.000 --> 00:05:03.000]  這首歌給我們一個很大的真理,
[00:05:03.000 --> 00:05:05.000]  有一個血傳,其實是耶穌基督,
[00:05:05.000 --> 00:05:07.000]  大家手主撐上去,
[00:05:07.000 --> 00:05:09.000]  當他來到的時候,
[00:05:09.000 --> 00:05:11.000]  特別今天,
[00:05:11.000 --> 00:05:13.000]  踏入聖誕的時候,
[00:05:13.000 --> 00:05:15.000]  是以馬來尼,
[00:05:15.000 --> 00:05:17.000]  立去全人的罪跡,
[00:05:17.000 --> 00:05:19.000]  立即洗去全人的罪跡,
[00:05:19.000 --> 00:05:21.000]  立即洗去全人的罪跡,
[00:05:21.000 --> 00:05:23.000]  唯有這個真是補血,
[00:05:23.000 --> 00:05:25.000]  記得有一次,
[00:05:25.000 --> 00:05:27.000]  上幾個禮拜,排完步回來,
[00:05:27.000 --> 00:05:29.000]  忘記了樓下沒有水,
[00:05:29.000 --> 00:05:31.000]  這個通告,
[00:05:31.000 --> 00:05:33.000]  十一點多回來,
[00:05:33.000 --> 00:05:35.000]  有水洗澡,挺好,
[00:05:35.000 --> 00:05:37.000]  洗澡的時候,有一個很大劑的現象,
[00:05:37.000 --> 00:05:39.000]  知道是什麼現象嗎?
[00:05:39.000 --> 00:05:41.000]  不是沒有水,
[00:05:41.000 --> 00:05:43.000]  是所有水都是黃泥色的,
[00:05:43.000 --> 00:05:45.000]  所有水都是黃泥色的,
[00:05:45.000 --> 00:05:47.000]  我都不知道要不要洗澡,
[00:05:47.000 --> 00:05:49.000]  你是愛洗不洗?
