
[00:00:00.000 --> 00:00:05.800]  使徒行義第二章從四十一節到第四十七節
[00:00:05.800 --> 00:00:07.560]  由我來念
[00:00:07.560 --> 00:00:09.960]  這說於是領授他話的人就受了喜
[00:00:09.960 --> 00:00:12.560]  那一天門徒約天了三千人
[00:00:12.560 --> 00:00:14.480]  都恆心遵守使徒的教訓
[00:00:14.480 --> 00:00:16.880]  彼此交接撥餅祈禱
[00:00:16.880 --> 00:00:20.320]  眾人都懼怕使徒又行了許多歧視神跡
[00:00:20.320 --> 00:00:23.320]  信的人都在一處凡物共用
[00:00:23.320 --> 00:00:24.800]  並且賣了田產家業
[00:00:24.800 --> 00:00:26.840]  照個人所需用的分給個人
[00:00:26.840 --> 00:00:28.280]  他們天天同心合一
[00:00:28.280 --> 00:00:30.760]  恆切地在店裡且在家中撥餅
[00:00:30.760 --> 00:00:32.960]  存了歡喜誠實的心用飯
[00:00:32.960 --> 00:00:34.640]  贊美神德眾民的喜愛
[00:00:34.640 --> 00:00:37.520]  主將得救的人天天加給他們
[00:00:37.520 --> 00:00:39.000]  我們就讀到這裡
[00:00:39.000 --> 00:00:41.720]  今年剛好是大年初一很難得
[00:00:41.720 --> 00:00:44.920]  首先在這裡恭祝大家新年蒙大福
[00:00:44.920 --> 00:00:47.680]  Amen
[00:00:47.680 --> 00:00:49.520]  每到農歷新年的時候
[00:00:49.520 --> 00:00:52.720]  中國人一定會提到這個十二生肖
[00:00:52.720 --> 00:00:54.320]  你是屬什麼的
[00:00:54.320 --> 00:00:56.400]  然後還有人就馬上告訴你
[00:00:56.400 --> 00:00:57.640]  你不可以做這個
[00:00:57.640 --> 00:01:00.800]  你一定要做那個你才可以轉個運
[00:01:00.800 --> 00:01:06.360]  中國人一直都是被這種所謂的宿命論所捆綁
[00:01:06.360 --> 00:01:09.600]  很多人一輩子都是活在這種
[00:01:09.600 --> 00:01:13.360]  黑暗跟恐懼的陰影當中
[00:01:13.360 --> 00:01:14.760]  丁文傑你做一個基督徒
[00:01:14.760 --> 00:01:18.320]  今天早上我要你非常清楚的一件事情
[00:01:18.320 --> 00:01:19.920]  知道一件事情
[00:01:19.920 --> 00:01:23.440]  當你做基督徒那一天開始
[00:01:23.440 --> 00:01:25.880]  你的舊友的生命
[00:01:25.880 --> 00:01:27.400]  你的老我
[00:01:27.400 --> 00:01:32.040]  你的過去被這個文化捆鎖的生命
[00:01:32.040 --> 00:01:36.600]  你那個活在過去黑暗咒詛的生命
[00:01:36.600 --> 00:01:39.520]  已經與基督同定十字架了
[00:01:39.520 --> 00:01:40.640]  Amen
[00:01:40.640 --> 00:01:42.320]  聖經很清楚的告訴我們
[00:01:42.320 --> 00:01:46.160]  如今活著的不再是我
[00:01:46.160 --> 00:01:48.640]  不再是那舊友的我
[00:01:48.640 --> 00:01:55.120]  不再是活在那種文化老我的這種捆綁下的我
[00:01:55.120 --> 00:02:00.120]  不再是我乃是基督在我裡面活著
[00:02:00.120 --> 00:02:01.040]  Amen
[00:02:01.040 --> 00:02:02.320]  Hallelujah
[00:02:02.320 --> 00:02:05.040]  我們看見今天在耶穌基督裡面
[00:02:05.040 --> 00:02:07.360]  我們成為新造的人
[00:02:07.360 --> 00:02:10.840]  聖經上說舊事已過
[00:02:10.840 --> 00:02:16.640]  這個舊事就包括了一切過去文化的捆鎖
[00:02:16.640 --> 00:02:20.680]  一切那種老我的命運的捆鎖
[00:02:20.680 --> 00:02:22.200]  已經被斷開了
[00:02:22.200 --> 00:02:23.240]  Amen
[00:02:23.240 --> 00:02:26.280]  一切都要變成新的
[00:02:26.280 --> 00:02:30.280]  在基督裡面你可知道是有個新的命定
[00:02:30.280 --> 00:02:34.400]  從神而來新的祝福是為你預備的嗎
[00:02:34.400 --> 00:02:35.920]  Amen
[00:02:35.920 --> 00:02:38.440]  我還記得禮拜三的晚上的禱告會
[00:02:38.440 --> 00:02:41.480]  當我分享這樣一個真理之後
[00:02:41.480 --> 00:02:45.080]  Pastor Kwok就上來分享信息
[00:02:45.080 --> 00:02:46.880]  他就說其實在越南文化裡面
[00:02:46.880 --> 00:02:48.640]  他們有十二生肖
[00:02:48.640 --> 00:02:52.000]  只不過跟我們中國人的動物不大一樣
[00:02:52.000 --> 00:02:53.720]  他說他的姐姐屬龍的
[00:02:53.720 --> 00:02:55.920]  他哥哥屬老虎的
[00:02:55.920 --> 00:02:59.440]  他呢屬貓的
[00:02:59.440 --> 00:03:02.280]  貓怎麼跟龍跟老虎比呢
[00:03:02.280 --> 00:03:06.040]  所以他總是覺得比不上他哥哥姐姐
[00:03:06.040 --> 00:03:09.320]  所以他就趕快查一下看中國的生肖
[00:03:09.320 --> 00:03:10.840]  它是屬於什麼的
[00:03:10.840 --> 00:03:12.360]  有沒有好一點的
[00:03:12.360 --> 00:03:14.760]  他一看屬兔子
[00:03:14.760 --> 00:03:17.240]  這也不是他所想要的龍
[00:03:17.240 --> 00:03:21.520]  他心中就常常被這個事情所捆綁
[00:03:21.520 --> 00:03:23.160]  一直到他信了主
[00:03:23.160 --> 00:03:24.760]  重生得救之後
[00:03:24.760 --> 00:03:25.840]  他說感謝主
[00:03:25.840 --> 00:03:29.640]  從現在開始他屬獅子了
[00:03:29.640 --> 00:03:31.080]  Hallelujah
[00:03:31.080 --> 00:03:34.560]  耶穌基督就是猶大的獅子
[00:03:34.560 --> 00:03:37.840]  今天無論你是屬什麼的
[00:03:37.840 --> 00:03:39.240]  作為一個基督徒
[00:03:39.240 --> 00:03:43.880]  你就不要再活在這種救世的捆索當中
[00:03:43.880 --> 00:03:45.760]  奉耶穌基督得聖的名
[00:03:45.760 --> 00:03:50.240]  今天你就斷開一切生肖的咒詛
[00:03:50.240 --> 00:03:52.920]  我告訴你那是一種咒詛
[00:03:52.920 --> 00:03:54.280]  你要奉主得聖的名
[00:03:54.280 --> 00:03:57.440]  斷開這種宿命論的捆綁
[00:03:57.440 --> 00:03:58.120]  作為一個基督徒
[00:03:58.120 --> 00:04:03.400]  你不要容許你自己再活在這種黑暗的陰影當中
[00:04:03.400 --> 00:04:05.200]  因為在耶穌基督裡面
[00:04:05.200 --> 00:04:07.000]  我們得自由了
[00:04:07.000 --> 00:04:10.520]  而且是真正的自由
[00:04:10.520 --> 00:04:12.920]  所以下次有人再問你屬什麼的時候
[00:04:12.920 --> 00:04:14.440]  你要怎麼回答呢
[00:04:14.440 --> 00:04:15.520]  屬獅子的
[00:04:15.520 --> 00:04:16.680]  Hallelujah
[00:04:16.680 --> 00:04:20.240]  耶穌基督
[00:04:20.240 --> 00:04:21.600]  當然在這新的一年裡面
[00:04:21.600 --> 00:04:25.280]  我們也很看見神清楚地帶領我們教會
[00:04:25.280 --> 00:04:27.640]  也走向一條新的道路
[00:04:27.640 --> 00:04:31.280]  一個影響世代的道路
[00:04:31.280 --> 00:04:33.480]  事實上這並不是一個新的使命
[00:04:33.480 --> 00:04:34.760]  你要知道
[00:04:34.760 --> 00:04:37.360]  在耶穌基督的時代
[00:04:37.360 --> 00:04:40.840]  他自己道成肉身來到這個世界上
[00:04:40.840 --> 00:04:43.520]  33年半的時間
[00:04:43.520 --> 00:04:48.920]  他就為當時的世代帶來一個翻轉的動力
[00:04:48.920 --> 00:04:50.400]  不是嗎
[00:04:50.400 --> 00:04:53.200]  初代教會的門徒也是一樣
[00:04:53.200 --> 00:04:56.160]  這些門徒在當時官府人的眼中
[00:04:56.160 --> 00:04:59.800]  看來是無知的小民
[00:04:59.800 --> 00:05:02.920]  可他們卻在為當時的社會
[00:05:02.920 --> 00:05:05.920]  帶來一個翻轉的力量
[00:05:05.920 --> 00:05:07.040]  你看整本使徒行傳
[00:05:07.040 --> 00:05:09.320]  你發現這些使徒們
[00:05:09.320 --> 00:05:12.680]  無論他們的腳蹤走到哪裡
[00:05:12.680 --> 00:05:14.320]  他們都被稱為是
[00:05:14.320 --> 00:05:15.840]  腳動天下的人
[00:05:15.840 --> 00:05:18.320]  聖經說他們是腳動天下
[00:05:18.320 --> 00:05:19.760]  換句話說影響世代
[00:05:19.760 --> 00:05:21.560]  好聽一點
[00:05:21.560 --> 00:05:22.160]  無論他們走
[00:05:22.160 --> 00:05:26.400]  他們都說這是腳動天下的人
[00:05:26.400 --> 00:05:29.280]  我們看見無論是耶穌基督
[00:05:29.280 --> 00:05:32.640]  無論是初代的門徒
