
[00:00:00.000 --> 00:00:04.320]  今天我會跟大家講小仙之書裏面的尼加書
[00:00:04.320 --> 00:00:10.680]  今天講尼加書頭半卷書是一至第三章
[00:00:10.680 --> 00:00:15.440]  講題的題目叫做「無法醫治的傷痕」
[00:00:15.440 --> 00:00:17.920]  這句說話不是我作出來的
[00:00:17.920 --> 00:00:20.520]  這句說話是出自一章九節
[00:00:20.520 --> 00:00:22.520]  我們看看一章九節講甚麼
[00:00:22.520 --> 00:00:24.520]  尼加書一章九節
[00:00:26.580 --> 00:00:32.600]  「因為撒瑪利亞的傷痕無法醫治, 言及猶大和耶路撒冷。」
[00:00:32.600 --> 00:00:36.520]  傷痕這個字
[00:00:36.520 --> 00:00:39.320]  當我們看中文看下去的時候
[00:00:39.320 --> 00:00:46.160]  我們會以為是傷口康復之後留下的疤痕
[00:00:46.160 --> 00:00:47.420]  一般會是這樣
[00:00:47.420 --> 00:00:49.420]  或者是被人打了兩下之後
[00:00:49.420 --> 00:00:51.420]  留下的那條疤痕
[00:00:51.420 --> 00:00:55.340]  但其實在原文裏面這個字
[00:00:55.340 --> 00:00:59.240]  是直接指傷口
[00:00:59.240 --> 00:01:01.240]  或者是傷
[00:01:01.240 --> 00:01:03.940]  或者是擊打
[00:01:03.940 --> 00:01:05.940]  擊打之後當然有個傷痕
[00:01:05.940 --> 00:01:07.940]  有個傷在這裏打傷了
[00:01:07.940 --> 00:01:09.940]  是這樣的意思
[00:01:09.940 --> 00:01:17.040]  兩方面的解釋其實都同樣有差不多接近的意思
[00:01:17.040 --> 00:01:21.040]  譬如如果我們用擊打來解釋這句經文
[00:01:21.040 --> 00:01:27.120]  即是撒瑪利亞是以色列北角的首都
[00:01:27.120 --> 00:01:32.460]  即是說以色列他們罪大惡極
[00:01:32.460 --> 00:01:34.460]  而且惡貫滿盈
[00:01:34.460 --> 00:01:36.460]  神要審判他們
[00:01:36.460 --> 00:01:39.700]  神施行了徹底毀滅的懲罰
[00:01:39.700 --> 00:01:45.100]  徹底毀滅的懲罰就是無法醫治的傷痕
[00:01:45.100 --> 00:01:48.280]  或者是無法醫治無法挽救的打擊
[00:01:50.500 --> 00:01:55.200]  我們知道很快以色列就亡了
[00:01:55.200 --> 00:01:59.400]  如果我們用傷口這個字來解釋
[00:01:59.400 --> 00:02:02.580]  傷口的意思其實是指
[00:02:02.580 --> 00:02:06.540]  可以引以為邪惡的行為
[00:02:06.540 --> 00:02:08.540]  或者是犯罪、罪惡
[00:02:08.540 --> 00:02:11.440]  無法醫治的傷口
[00:02:11.440 --> 00:02:15.920]  不是因為傷口真的無法醫治
[00:02:15.920 --> 00:02:23.120]  而是當事人對傷口不處理、不消毒、不包紮
[00:02:23.120 --> 00:02:26.400]  任得傷口越爛越大
[00:02:26.400 --> 00:02:31.100]  最終就是爛到不可醫治
[00:02:31.100 --> 00:02:34.700]  說到傷口爛
[00:02:34.700 --> 00:02:38.820]  我有相當的經驗
[00:02:38.820 --> 00:02:40.820]  我小時候住在村裡
[00:02:40.820 --> 00:02:43.620]  整群村裡的小朋友個個都損手爛腳
[00:02:43.620 --> 00:02:47.220]  因為沒有鞋子穿、沒有襪子穿
[00:02:47.220 --> 00:02:49.220]  四處跑、四處玩
[00:02:49.220 --> 00:02:51.220]  很容易摔傷
[00:02:51.220 --> 00:02:53.220]  傷了又怎樣呢?
[00:02:53.220 --> 00:02:55.220]  不處理就發炎
[00:02:55.220 --> 00:02:57.220]  所謂的灌籠
[00:02:57.220 --> 00:02:59.220]  灌籠怎樣呢? 痛的
[00:02:59.220 --> 00:03:01.220]  那裡聽到心跳
[00:03:01.220 --> 00:03:03.220]  灌籠的地方
[00:03:03.220 --> 00:03:05.220]  嚴重一點又怎樣呢?
[00:03:05.220 --> 00:03:07.220]  我也試過
[00:03:07.220 --> 00:03:09.220]  但我有時也看到其他小朋友
[00:03:09.220 --> 00:03:11.220]  走路咯吱咯吱
[00:03:11.220 --> 00:03:13.220]  問有什麼事
[00:03:13.220 --> 00:03:15.220]  很痛
[00:03:15.220 --> 00:03:17.220]  腳下傷了如果發炎會影響什麼呢?
[00:03:17.220 --> 00:03:19.220]  我想Simon也知道
[00:03:19.220 --> 00:03:21.220]  淋巴鬱、發炎、痛、腫
[00:03:21.220 --> 00:03:23.220]  以前不知道什麼是淋巴鬱
[00:03:23.220 --> 00:03:25.220]  現在長大了當然知道
[00:03:25.220 --> 00:03:27.220]  淋巴鬱
[00:03:27.220 --> 00:03:31.220]  傷口不處理
[00:03:31.220 --> 00:03:33.220]  是越爛越大
[00:03:33.220 --> 00:03:35.220]  再嚴重一點
[00:03:35.220 --> 00:03:37.220]  有時會破傷風
[00:03:37.220 --> 00:03:39.220]  會死人的
[00:03:43.220 --> 00:03:45.220]  傷口不處理
[00:03:45.220 --> 00:03:47.220]  會變成
[00:03:47.220 --> 00:03:49.220]  無法醫治的傷痕
[00:03:49.220 --> 00:03:51.220]  無法醫治的傷痕
[00:03:51.220 --> 00:03:53.220]  可以引申為
[00:03:53.220 --> 00:03:55.220]  罪惡
[00:03:55.220 --> 00:03:57.220]  無法醫治的罪
[00:03:57.220 --> 00:03:59.220]  即是無可赦免的罪
[00:03:59.220 --> 00:04:03.220]  無可赦免的罪
[00:04:03.220 --> 00:04:05.220]  不是罪本身無可赦免
[00:04:05.220 --> 00:04:09.220]  當然我們看新約聖經
[00:04:09.220 --> 00:04:11.220]  主耶穌說
[00:04:11.220 --> 00:04:13.220]  有只一種罪是無可赦免
[00:04:13.220 --> 00:04:15.220]  是什麼罪?
[00:04:15.220 --> 00:04:17.220]  消滅聖靈的感動
[00:04:17.220 --> 00:04:19.220]  或者是褻瀆聖靈
[00:04:19.220 --> 00:04:21.220]  其實褻瀆聖靈、消滅聖靈的感動
[00:04:21.220 --> 00:04:23.220]  換句話說
[00:04:23.220 --> 00:04:25.220]  就是不肯悔改
[00:04:25.220 --> 00:04:27.220]  不肯信耶穌
[00:04:27.220 --> 00:04:31.220]  這樣不行就死定了
[00:04:31.220 --> 00:04:35.220]  無法醫治
[00:04:35.220 --> 00:04:37.220]  無法赦免的罪
[00:04:37.220 --> 00:04:39.220]  不是罪本身不能赦免
[00:04:39.220 --> 00:04:41.220]  而是那個人
[00:04:41.220 --> 00:04:43.220]  死不悔改
[00:04:43.220 --> 00:04:47.220]  所以無法醫治
[00:04:47.220 --> 00:04:51.220]  不單止
[00:04:51.220 --> 00:04:53.220]  他死不悔改
[00:04:53.220 --> 00:04:55.220]  越犯越大的罪
[00:04:55.220 --> 00:04:57.220]  大到回不了頭
[00:04:57.220 --> 00:04:59.220]  這是很可怕
