
[00:00:00.000 --> 00:00:02.000]  (主席)各位姐妹早安
[00:00:02.000 --> 00:00:06.000]  因為今天講到的主題是
[00:00:06.000 --> 00:00:08.000]  屋頂上的提琴手
[00:00:08.000 --> 00:00:10.000]  顧主Ann就說
[00:00:10.000 --> 00:00:13.000]  邀請一個提琴手來演奏一下
[00:00:13.000 --> 00:00:15.000]  如果這個提琴手
[00:00:15.000 --> 00:00:18.000]  能夠爬上屋頂上演奏
[00:00:18.000 --> 00:00:22.000]  那就完美地符合我們的主題了
[00:00:22.000 --> 00:00:24.000]  屋頂上的提琴手
[00:00:24.000 --> 00:00:26.000]  Fiddler on the Roof
[00:00:26.000 --> 00:00:29.000]  是一套百老匯的音樂劇
[00:00:29.000 --> 00:00:32.000]  後來被拍成一套電影
[00:00:32.000 --> 00:00:34.000]  香港的片名是
[00:00:34.000 --> 00:00:37.000]  《易作感受良緣》
[00:00:37.000 --> 00:00:39.000]  故事的背景是
[00:00:39.000 --> 00:00:42.000]  1905年的俄國
[00:00:42.000 --> 00:00:46.000]  那個時代還是沙皇統治的年代
[00:00:46.000 --> 00:00:48.000]  講到有一條村莊
[00:00:48.000 --> 00:00:52.000]  那裡住了一群猶太人
[00:00:52.000 --> 00:00:55.000]  那裡的猶太人很安樂地生活
[00:00:55.000 --> 00:00:57.000]  不過忽然間
[00:00:57.000 --> 00:01:00.000]  俄國的政府就排斥那些猶太人
[00:01:00.000 --> 00:01:03.000]  就要驅逐他們離開了
[00:01:03.000 --> 00:01:06.000]  於是忽然間
[00:01:06.000 --> 00:01:09.000]  全村人就要各散東西
[00:01:09.000 --> 00:01:11.000]  有些人去歐洲
[00:01:11.000 --> 00:01:13.000]  有些人去巴勒斯坦
[00:01:13.000 --> 00:01:15.000]  有些人去美國
[00:01:15.000 --> 00:01:17.000]  大家想一下
[00:01:17.000 --> 00:01:20.000]  原先是一個很好的家園
[00:01:20.000 --> 00:01:23.000]  忽然間他們就無家可歸了
[00:01:23.000 --> 00:01:26.000]  原先他們活在一個很熟悉的環境
[00:01:26.000 --> 00:01:29.000]  過著一些很愉快的生活
[00:01:29.000 --> 00:01:32.000]  忽然間一切就變得陌生
[00:01:32.000 --> 00:01:36.000]  他們要在艱難的旅途上前行
[00:01:36.000 --> 00:01:40.000]  原先他們在一個很和諧的生活裡
[00:01:40.000 --> 00:01:43.000]  經驗到上帝的臨在
[00:01:43.000 --> 00:01:45.000]  忽然間他們就要在一個
[00:01:45.000 --> 00:01:48.000]  不知道前路的旅途裡
[00:01:48.000 --> 00:01:51.000]  去思考上帝的真實
[00:01:51.000 --> 00:01:54.000]  那套電影的主角就說
[00:01:54.000 --> 00:01:56.000]  其實我們每一個人
[00:01:56.000 --> 00:02:01.000]  都是屋頂上的提琴手
[00:02:01.000 --> 00:02:05.000]  心裡想一下為什麼呢
[00:02:05.000 --> 00:02:11.000]  一個人為什麼要站在屋頂上呢
[00:02:11.000 --> 00:02:13.000]  大家想一下
[00:02:13.000 --> 00:02:16.000]  原來我們無論是
[00:02:16.000 --> 00:02:19.000]  活在這裡還是那裡
[00:02:19.000 --> 00:02:23.000]  這些全部都不是我們永恆的家園
[00:02:23.000 --> 00:02:27.000]  譬如我們活在一個資本主義的世界裡
[00:02:27.000 --> 00:02:29.000]  大家都知道
[00:02:29.000 --> 00:02:33.000]  資本還是背後的主義
[00:02:33.000 --> 00:02:37.000]  其實都不能夠叫我們安身立命
[00:02:37.000 --> 00:02:40.000]  或者我們只希望
[00:02:40.000 --> 00:02:43.000]  活在一個很簡單的小的社區裡
[00:02:43.000 --> 00:02:45.000]  但是我們又知道
[00:02:45.000 --> 00:02:47.000]  小的社區很容易被一些
[00:02:47.000 --> 00:02:51.000]  很巨大的力量去蠶食或者吞噬
[00:02:51.000 --> 00:02:54.000]  看起來我們很難在大地上
[00:02:54.000 --> 00:02:57.000]  找到一個穩固的蠟燭點
[00:02:57.000 --> 00:03:01.000]  馬克思在共產黨宣言裡有一句話
[00:03:01.000 --> 00:03:04.000]  我覺得都很能夠描述我們當下的光景
[00:03:04.000 --> 00:03:07.000]  他說一切穩固的東西
[00:03:07.000 --> 00:03:12.000]  都已經煙消雲散了
[00:03:12.000 --> 00:03:14.000]  由於無處蠟燭
[00:03:14.000 --> 00:03:18.000]  故此我們只能夠站在一個屋頂上
[00:03:18.000 --> 00:03:22.000]  屋頂其實就是一個無處蠟燭的時候
[00:03:22.000 --> 00:03:24.000]  勉強的蠟燭點
[00:03:24.000 --> 00:03:27.000]  是一個無法安頓的時候
[00:03:27.000 --> 00:03:30.000]  一個臨時的安頓的地方
[00:03:30.000 --> 00:03:33.000]  是漂浮在大海上
[00:03:33.000 --> 00:03:38.000]  唯一我們可以寄託的一塊浮木
[00:03:38.000 --> 00:03:39.000]  那你會問
[00:03:39.000 --> 00:03:41.000]  為什麼在屋頂上的那個
[00:03:41.000 --> 00:03:45.000]  是一個提琴手呢?
[00:03:45.000 --> 00:03:49.000]  原來因為人無論多麼艱難
[00:03:49.000 --> 00:03:50.000]  多麼飄泊也好
[00:03:50.000 --> 00:03:54.000]  我們總是追求意義的
[00:03:54.000 --> 00:03:57.000]  總是會言說希望的
[00:03:57.000 --> 00:04:01.000]  總是希望拉出一首美妙的樂章
[00:04:01.000 --> 00:04:04.000]  這個是人性
[00:04:04.000 --> 00:04:06.000]  越是無家可歸
[00:04:06.000 --> 00:04:09.000]  越是以希望為家
[00:04:09.000 --> 00:04:10.000]  越是淒涼
[00:04:10.000 --> 00:04:13.000]  就越需要動人的音符
[00:04:13.000 --> 00:04:17.000]  在這個無處蠟燭的屋頂上
[00:04:17.000 --> 00:04:20.000]  心靈深處的那個提琴手
[00:04:20.000 --> 00:04:27.000]  就會奏出一個托著我們生命的旋律
[00:04:27.000 --> 00:04:29.000]  接著又有一個問題
[00:04:29.000 --> 00:04:31.000]  就是一個提琴手
[00:04:31.000 --> 00:04:34.000]  怎樣能夠在屋頂上演奏
[00:04:34.000 --> 00:04:37.000]  而不會跌下來
[00:04:37.000 --> 00:04:40.000]  跌倒的呢?
[00:04:40.000 --> 00:04:43.000]  那套電影的主角
[00:04:43.000 --> 00:04:47.000]  他說保持平衡的關鍵
[00:04:47.000 --> 00:04:49.000]  就是傳統
[00:04:49.000 --> 00:04:51.000]  Tradition
[00:04:51.000 --> 00:04:52.000]  所以他一開始這套戲
[00:04:52.000 --> 00:04:54.000]  他就唱一首歌
[00:04:54.000 --> 00:04:56.000]  Tradition
[00:04:56.000 --> 00:04:58.000]  所謂傳統
[00:04:58.000 --> 00:04:59.000]  就是說
[00:04:59.000 --> 00:05:03.000]  是一個有意義秩序的一種生活
[00:05:03.000 --> 00:05:06.000]  而這個有意義秩序的生活的背後
[00:05:06.000 --> 00:05:09.000]  是一種很深厚的信仰
[00:05:09.000 --> 00:05:11.000]  很深厚的信仰的背後
[00:05:11.000 --> 00:05:13.000]  是一位創造生命
[00:05:13.000 --> 00:05:14.000]  救贖生命
[00:05:14.000 --> 00:05:15.000]  並且賦予生命
[00:05:15.000 --> 00:05:19.000]  以全面意義的那位上帝
[00:05:19.000 --> 00:05:22.000]  是上帝支撐著我們每一個人
[00:05:22.000 --> 00:05:24.000]  讓我們這些無家可歸的人
[00:05:24.000 --> 00:05:27.000]  都能夠站在屋頂上
[00:05:27.000 --> 00:05:30.000]  而能夠好像提琴手一樣
[00:05:30.000 --> 00:05:33.000]  仍然能夠奏出生命的讚歌
[00:05:33.000 --> 00:05:35.000]  而不至於失去平衡
[00:05:35.000 --> 00:05:37.000]  而跌了下來
[00:05:37.000 --> 00:05:40.000]  我們每個人都需要一個傳統
[00:05:40.000 --> 00:05:44.000]  就是說一個支撐著生命的支撐點
[00:05:44.000 --> 00:05:47.000]  然後去托著我們每一個人
[00:05:47.000 --> 00:05:49.000]  在這個飄搖的人生裏面
[00:05:49.000 --> 00:05:52.000]  有一種寄託
[00:05:52.000 --> 00:05:55.000]  今天講到的經文的內容
[00:05:55.000 --> 00:05:58.000]  其實是延續著同樣的故事
[00:05:58.000 --> 00:06:01.000]  就是講到有一些很強大的力量
[00:06:01.000 --> 00:06:03.000]  它不斷地在排斥我們
[00:06:03.000 --> 00:06:05.000]  驅逐我們
[00:06:05.000 --> 00:06:07.000]  甚至可能要毀滅我們
[00:06:07.000 --> 00:06:09.000]  令我們每一個人在這個大地上
[00:06:09.000 --> 00:06:12.000]  都感覺到好像無家可歸一樣
[00:06:12.000 --> 00:06:13.000]  然後我們逼於無奈
[00:06:13.000 --> 00:06:16.000]  我們就走上這個屋頂
[00:06:16.000 --> 00:06:18.000]  但我們同時間又知道
[00:06:18.000 --> 00:06:20.000]  有另外一種力量
[00:06:20.000 --> 00:06:23.000]  幫助我們在這個屋頂上平衡
[00:06:23.000 --> 00:06:29.000]  而不至於跌下來跌傷
[00:06:29.000 --> 00:06:31.000]  一種力量令我們每一個人
[00:06:31.000 --> 00:06:34.000]  都好像這個屋頂上的提琴手一樣
[00:06:34.000 --> 00:06:37.000]  能夠仍然在艱難的歲月
[00:06:37.000 --> 00:06:40.000]  奏出這個生命之歌
[00:06:40.000 --> 00:06:43.000]  這個力量同樣就是我們的傳統
[00:06:43.000 --> 00:06:45.000]  即是我們的信仰
[00:06:45.000 --> 00:06:47.000]  我們的信仰
[00:06:47.000 --> 00:06:48.000]  信仰裏面的傳統
[00:06:48.000 --> 00:06:50.000]  傳統裏面的信仰
[00:06:50.000 --> 00:06:53.000]  在這種信仰的傳統的背後
[00:06:53.000 --> 00:06:55.000]  仍然都是那位創造生命
[00:06:55.000 --> 00:06:57.000]  救贖生命
[00:06:57.000 --> 00:07:01.000]  並且賦予生命以全面意義的上帝
[00:07:01.000 --> 00:07:04.000]  我們看今天講到的經文
[00:07:31.000 --> 00:07:34.000]  三個段落都是首尾呼應
[00:07:34.000 --> 00:07:36.000]  內容互相對應
[00:07:36.000 --> 00:07:39.000]  然後有中間一個關鍵的段落
[00:08:01.000 --> 00:08:04.000]  是將來有一條大紅龍
[00:08:04.000 --> 00:08:06.000]  七個頭十隻角
[00:08:06.000 --> 00:08:09.000]  七個頭上戴著七個冠冕
[00:08:09.000 --> 00:08:13.000]  他的尾巴拖著天上星辰的三分之一
[00:08:13.000 --> 00:08:15.000]  摔在地上
[00:08:15.000 --> 00:08:19.000]  龍就站在那將要生產的婦人面前
[00:08:19.000 --> 00:08:21.000]  等她生產之後
[00:08:21.000 --> 00:08:24.000]  要吞吃她的孩子
[00:08:24.000 --> 00:08:26.000]  婦人生了一個男孩子
[00:08:26.000 --> 00:08:28.000]  這個孩子是甚麼呢
[00:08:28.000 --> 00:08:31.000]  將來要用鐵匠喀管
[00:08:31.000 --> 00:08:33.000]  喀管的原文是木
[00:08:33.000 --> 00:08:35.000]  木養那個木
[00:08:35.000 --> 00:08:38.000]  這個小朋友是要用權柄
[00:08:38.000 --> 00:08:40.000]  木養萬國的
[00:08:40.000 --> 00:08:44.000]  他的孩子被提到神寶座那裏去了
[00:08:44.000 --> 00:08:47.000]  婦人就逃到曠野
[00:08:47.000 --> 00:08:49.000]  在那裏有神為他預備的地方
