
[00:00:00.000 --> 00:00:05.440]  猶太人當幫他們的小朋友取名字
[00:00:05.440 --> 00:00:07.540]  其實跟中國是一樣的
[00:00:07.540 --> 00:00:09.620]  不是隨便的
[00:00:09.620 --> 00:00:12.520]  他們很多時候
[00:00:12.520 --> 00:00:14.720]  當他們取名字的時候
[00:00:14.720 --> 00:00:17.820]  都希望這個小朋友
[00:00:17.820 --> 00:00:21.900]  能夠承繼爸爸的名字
[00:00:21.900 --> 00:00:23.600]  爸爸這個名字
[00:00:23.600 --> 00:00:25.900]  兒子的名字一模一樣
[00:00:25.900 --> 00:00:28.200]  他們背後的原因
[00:00:28.200 --> 00:00:29.740]  其實是因為
[00:00:29.740 --> 00:00:31.940]  希望這個小朋友
[00:00:31.940 --> 00:00:35.980]  能夠延續家族的傳統
[00:00:35.980 --> 00:00:39.340]  又或者可以去紀念
[00:00:39.340 --> 00:00:42.480]  他們已經離世的親人
[00:00:42.480 --> 00:00:46.660]  話說有一對猶太人的夫婦
[00:00:46.660 --> 00:00:48.360]  他們很開心
[00:00:48.360 --> 00:00:50.460]  因為寶寶出生了
[00:00:50.460 --> 00:00:54.960]  不過因為要幫寶寶取名字
[00:00:54.960 --> 00:00:59.100]  這兩夫妻鬧起爭論
[00:00:59.100 --> 00:01:05.640]  於是他們就唯有找猶太拉比幫忙
[00:01:05.640 --> 00:01:06.980]  找老師幫忙
[00:01:06.980 --> 00:01:08.840]  平平利利
[00:01:08.840 --> 00:01:13.440]  當他們來到拉比面前的時候
[00:01:13.440 --> 00:01:18.320]  太太就指著老公說
[00:01:18.320 --> 00:01:24.560]  她想寶寶用她爸爸的名字
[00:01:24.560 --> 00:01:27.960]  跟父親的爸爸的名字
[00:01:27.960 --> 00:01:33.140]  我又想寶寶用我爸爸的名字
[00:01:33.140 --> 00:01:35.660]  這樣就爭論不成了
[00:01:35.660 --> 00:01:37.900]  那怎麼辦呢
[00:01:37.900 --> 00:01:42.300]  於是拉比就問老公
[00:01:42.300 --> 00:01:45.940]  其實你爸爸叫什麼名字
[00:01:45.940 --> 00:01:50.420]  他說我爸爸叫Joseph 叫若瑟
[00:01:50.420 --> 00:01:54.420]  聽完之後他就問太太
[00:01:54.420 --> 00:01:56.780]  你爸爸又叫什麼名字
[00:01:56.780 --> 00:02:01.960]  我爸爸也叫Joseph 叫若瑟
[00:02:01.960 --> 00:02:07.300]  拉比就顫抖「沒什麼的
[00:02:07.300 --> 00:02:10.300]  你們倆爭論什麼呢」
[00:02:10.300 --> 00:02:12.000]  太太接著就說
[00:02:12.000 --> 00:02:15.100]  她爸爸是個賊
[00:02:15.100 --> 00:02:18.080]  我爸爸是個很正直的人
[00:02:18.080 --> 00:02:21.780]  如果我的小朋友叫Joseph 叫若瑟
[00:02:21.780 --> 00:02:27.480]  究竟是跟著她爸爸還是跟我爸爸呢
[00:02:27.480 --> 00:02:30.360]  當這個問題提出的時候
[00:02:30.360 --> 00:02:32.360]  拉比就顫抖了一會
[00:02:32.360 --> 00:02:33.500]  就想想
[00:02:33.500 --> 00:02:41.240]  其實你仍然可以叫小朋友叫若瑟Joseph
[00:02:41.240 --> 00:02:43.440]  等他長大之後
[00:02:43.440 --> 00:02:47.240]  究竟他成為了一個很正直的人
[00:02:47.240 --> 00:02:49.080]  還是他成為了一個賊
[00:02:49.080 --> 00:02:53.740]  做賊到時你就知道究竟是跟著他爸爸
[00:02:53.740 --> 00:02:57.720]  還是跟著我爸爸的名字
[00:02:57.720 --> 00:03:03.560]  我相信在座絕大部分的大兄姊妹
[00:03:03.560 --> 00:03:08.200]  我們信主都可能有一段日子了
[00:03:08.200 --> 00:03:14.460]  按照聖經其實上帝已經給了我們
[00:03:14.460 --> 00:03:18.600]  作為二女一個名份、一個名字
[00:03:18.600 --> 00:03:24.880]  到底我們有沒有將這個名字活到出來呢
[00:03:24.880 --> 00:03:28.920]  不過這是一個文化符號
[00:03:28.920 --> 00:03:34.360]  盼望我們今天能夠透過《提摩太后書》
[00:03:34.360 --> 00:03:39.860]  第二章1至13節這段經文
[00:03:39.860 --> 00:03:43.000]  幫助我們去認定
[00:03:43.000 --> 00:03:45.600]  其實在耶穌基督裡面
[00:03:45.600 --> 00:03:48.500]  我們有一個獨特的身份
[00:03:48.500 --> 00:03:53.040]  並且是按照這個身份、角色
[00:03:53.040 --> 00:03:57.480]  好好活出一個相稱的生活
[00:03:57.480 --> 00:03:59.080]  開始的時候
[00:03:59.080 --> 00:04:05.020]  讓我們先讀讀我跟大家分享的第一個段落
[00:04:05.020 --> 00:04:08.680]  在《提摩太后書》的二章1至7節
[00:04:08.680 --> 00:04:10.520]  好 預備起
[00:04:10.520 --> 00:04:15.920]  「我兒啊,你要在基督耶穌的恩典上光強起來
[00:04:15.920 --> 00:04:20.660]  你在許多見證人面前聽見我所教訓的
[00:04:20.660 --> 00:04:25.240]  也要教託那忠心能教導別人的人
[00:04:25.240 --> 00:04:27.640]  你要和我同受苦難
[00:04:27.640 --> 00:04:30.480]  好象基督耶穌的徵兵
[00:04:30.480 --> 00:04:32.740]  凡在軍中當兵的
[00:04:32.740 --> 00:04:35.040]  不將世務前身
[00:04:35.040 --> 00:04:38.840]  好叫那朝他當兵的人的語
[00:04:38.840 --> 00:04:41.520]  人若在場上比武
[00:04:41.520 --> 00:04:44.920]  非按規矩就不能得冠冕
[00:04:44.920 --> 00:04:48.820]  努力的農夫,你當先得糧食
[00:04:48.820 --> 00:04:51.460]  我所說的話,你要思想
[00:04:51.460 --> 00:04:55.160]  因為凡事主必給你聰明」
[00:04:55.160 --> 00:04:57.640]  我相信大家都會記得
[00:04:57.640 --> 00:05:00.300]  《提摩太后書》的背景
[00:05:00.300 --> 00:05:04.400]  就是司徒保羅在他殉道之前
[00:05:04.400 --> 00:05:08.240]  他向他所愛的屬靈兒子提摩太
[00:05:08.240 --> 00:05:13.780]  所頒布的一個非常莊嚴的祝福
[00:05:13.780 --> 00:05:16.580]  來到第二章第一節
[00:05:16.580 --> 00:05:18.320]  保羅這樣說
[00:05:18.320 --> 00:05:22.280]  「我兒,你要在基督耶穌的恩典上
[00:05:22.280 --> 00:05:24.120]  剛強起來」
[00:05:24.120 --> 00:05:27.360]  其實按照原文希臘文
[00:05:27.360 --> 00:05:29.800]  在這節聖經的開頭
[00:05:29.800 --> 00:05:33.700]  是有一個連接詞叫做「所以」的
[00:05:33.700 --> 00:05:36.000]  當有一個「所以」
[00:05:36.000 --> 00:05:40.600]  就是說他想連繫起第二章前面
[00:05:40.600 --> 00:05:42.980]  第一章的內容
[00:05:42.980 --> 00:05:46.080]  因為上文的原因
[00:05:46.080 --> 00:05:47.580]  有些事情發生了
[00:05:47.580 --> 00:05:52.980]  所以他就命令提摩太要剛強
[00:05:52.980 --> 00:05:55.780]  那麼上一章發生了什麼事呢?
[00:05:55.780 --> 00:05:59.060]  差不多到結尾的時候
[00:05:59.060 --> 00:06:02.100]  保羅提到阿尼適忽一家
[00:06:02.100 --> 00:06:05.960]  他是怎樣在羅馬
[00:06:05.960 --> 00:06:09.700]  當保羅正在坐牢的時候
[00:06:09.700 --> 00:06:14.040]  不以保羅的鎖鏈為恥
[00:06:14.040 --> 00:06:17.140]  他們冒著生命的危險
[00:06:17.140 --> 00:06:20.140]  很努力地來服侍保羅
[00:06:20.140 --> 00:06:24.480]  傳說阿尼適忽這一家人
[00:06:24.480 --> 00:06:29.360]  其實後來是殉道而死的
[00:06:29.360 --> 00:06:33.960]  相對於保羅和提摩太的關係
[00:06:33.960 --> 00:06:36.700]  我相信阿尼適忽這個人
[00:06:36.700 --> 00:06:39.160]  你可能說不出他的名字
[00:06:39.160 --> 00:06:42.840]  保羅和提摩太的關係
[00:06:42.840 --> 00:06:47.600]  當然比保羅和阿尼適忽的關係緊密
[00:06:47.600 --> 00:06:51.940]  如果情同父子的關係
[00:06:51.940 --> 00:06:54.840]  對比阿尼適忽
[00:06:54.840 --> 00:07:00.520]  後者都願意這麼奮身去服侍保羅
[00:07:00.520 --> 00:07:02.520]  值得我們想一想
[00:07:02.520 --> 00:07:08.060]  提摩太是不是更加應該剛強呢?
