
[00:00:00.000 --> 00:00:03.520]  今日的題目是「蒙福秘方」
[00:00:03.520 --> 00:00:07.400]  1,2,3
[00:00:07.400 --> 00:00:08.520]  你一定會數的
[00:00:08.520 --> 00:00:10.160]  你跟你的鄰居說一聲
[00:00:10.160 --> 00:00:13.040]  1,2,3
[00:00:13.040 --> 00:00:14.200]  三點
[00:00:14.200 --> 00:00:18.160]  有些重溫
[00:00:18.160 --> 00:00:19.800]  上星期我們說到
[00:00:19.800 --> 00:00:22.880]  蒙福有兩個很重要元素
[00:00:22.880 --> 00:00:25.360]  如果用中國人的傳統
[00:00:25.360 --> 00:00:27.320]  就是氣球形身
[00:00:27.320 --> 00:00:29.760]  上星期我們假設
[00:00:29.760 --> 00:00:30.720]  氣也夠了
[00:00:30.720 --> 00:00:32.280]  那有甚麼舊要氣呢?
[00:00:32.280 --> 00:00:34.200]  大家記得我引用耶穌
[00:00:34.200 --> 00:00:37.040]  在《牟口福音》的經文
[00:00:37.040 --> 00:00:38.480]  有甚麼要氣舊呢?
[00:00:38.480 --> 00:00:41.960]  當然我們家裡也有大數序
[00:00:41.960 --> 00:00:43.440]  不好的東西清潔它
[00:00:43.440 --> 00:00:44.600]  不過耶穌說
[00:00:44.600 --> 00:00:47.120]  從外而來的東西
[00:00:47.120 --> 00:00:50.120]  不可以護衛人
[00:00:50.120 --> 00:00:52.160]  因為如果你吃進去
[00:00:52.160 --> 00:00:54.640]  最多都是在肚腹
[00:00:54.640 --> 00:00:55.920]  攪完肚之後
[00:00:55.920 --> 00:00:58.000]  就下了茅子
[00:00:58.000 --> 00:01:00.680]  這位新人今早有去過茅廁嗎?
[00:01:00.680 --> 00:01:02.120]  不用茅廁
[00:01:02.120 --> 00:01:02.880]  很乖
[00:01:02.880 --> 00:01:04.680]  真的很乖
[00:01:04.680 --> 00:01:05.840]  耶穌說
[00:01:05.840 --> 00:01:08.440]  從內面而出的
[00:01:08.440 --> 00:01:13.120]  從內心開始發出
[00:01:13.120 --> 00:01:15.960]  才可以令人污穢
[00:01:15.960 --> 00:01:16.880]  人的裡面
[00:01:16.880 --> 00:01:21.600]  包括偷渡、兇殺、邪惡
[00:01:21.600 --> 00:01:24.640]  惡念、貪婪、嫉妒等等
[00:01:24.640 --> 00:01:28.600]  這些是我們要清除才有自由的
[00:01:28.600 --> 00:01:30.920]  有時我們不知道為甚麼會發脾氣
[00:01:30.920 --> 00:01:32.720]  有時不知道為甚麼會妒忌人
[00:01:32.720 --> 00:01:33.920]  有時不知道為甚麼很想
[00:01:33.920 --> 00:01:36.040]  看到人家後面就蹲在前面
[00:01:36.040 --> 00:01:37.320]  看到人家說話的聲音
[00:01:37.320 --> 00:01:37.960]  已經不想聽
[00:01:37.960 --> 00:01:40.120]  有些東西我們要清除
[00:01:40.120 --> 00:01:41.640]  舊的東西清除了
[00:01:41.640 --> 00:01:43.640]  我們才有種自由
[00:01:43.640 --> 00:01:45.560]  不被捆綁
[00:01:45.560 --> 00:01:48.040]  有種自由可以活出我們自己
[00:01:48.040 --> 00:01:48.880]  在主裡有自由
[00:01:48.880 --> 00:01:53.000]  好了,今天我們棄舊就拿新的東西
[00:01:53.000 --> 00:01:53.880]  在聖經裡面
[00:01:53.880 --> 00:01:55.280]  我引用新名記
[00:01:55.280 --> 00:01:58.120]  怎樣有些祝福是符合上帝
[00:01:58.120 --> 00:01:59.400]  符合聖經而來
[00:01:59.400 --> 00:02:00.640]  好了,剛才說的
[00:02:00.640 --> 00:02:01.920]  我們知道過年
[00:02:01.920 --> 00:02:04.120]  我們大家應該吃了很多東西
[00:02:04.120 --> 00:02:06.560]  大家過年吃了很多東西嗎?
[00:02:06.560 --> 00:02:07.480]  多嗎?
[00:02:07.480 --> 00:02:08.600]  我告訴你一個秘密
[00:02:08.600 --> 00:02:10.200]  昨天我說到沒有說
[00:02:10.200 --> 00:02:12.440]  我今早去磅一磅
[00:02:12.440 --> 00:02:15.960]  我過去兩個星期肥了兩公斤
[00:02:15.960 --> 00:02:16.920]  為甚麼我昨天不說
[00:02:16.920 --> 00:02:19.600]  因為我昨天我老婆聽到了
[00:02:19.600 --> 00:02:20.520]  如果你聽得到
[00:02:20.520 --> 00:02:22.120]  聽到我肥了兩公斤
[00:02:22.120 --> 00:02:24.680]  應該這兩個星期就不用吃東西了
[00:02:24.680 --> 00:02:25.800]  大家不用拿電話
[00:02:25.800 --> 00:02:27.640]  WhatsApp我老婆就知道了
[00:02:27.640 --> 00:02:29.640]  記住,很害怕
[00:02:29.640 --> 00:02:32.800]  但是吃東西時的確是很開心的
[00:02:32.800 --> 00:02:34.720]  我們不知道大家是否同意
[00:02:34.720 --> 00:02:36.720]  有些過年的食品
[00:02:36.720 --> 00:02:40.560]  如果我們加多一點點的秘方
[00:02:40.560 --> 00:02:41.640]  又真的會好吃一點
[00:02:41.640 --> 00:02:43.760]  例如年糕
[00:02:43.760 --> 00:02:44.760]  也挺好吃的
[00:02:44.760 --> 00:02:47.600]  但是加一些雞蛋好像會好吃一點
[00:02:47.600 --> 00:02:48.560]  大家同意嗎?
[00:02:48.560 --> 00:02:49.920]  有很多同意
[00:02:49.920 --> 00:02:50.800]  例如蘿蔔糕
[00:02:50.800 --> 00:02:52.200]  很多人喜歡吃嗎?
[00:02:52.200 --> 00:02:53.320]  我超喜歡的
[00:02:53.320 --> 00:02:57.040]  如果加一些魚筋翼辣椒醬
[00:02:57.040 --> 00:02:58.040]  又特別好吃
[00:02:58.040 --> 00:02:59.160]  我不是跟它賣廣告
[00:02:59.160 --> 00:03:00.360]  我沒有股份的
[00:03:00.360 --> 00:03:01.680]  這是我自己的
[00:03:01.680 --> 00:03:02.560]  那是真的
[00:03:02.560 --> 00:03:05.080]  過年又有些攻略的
[00:03:05.080 --> 00:03:08.440]  例如有些攻略是去看花姐遊行
[00:03:08.440 --> 00:03:09.480]  哪個位置
[00:03:09.480 --> 00:03:11.920]  又或者是去看煙花
[00:03:11.920 --> 00:03:13.600]  幾點去排隊
[00:03:13.600 --> 00:03:15.200]  今天吃早餐才知道
[00:03:15.200 --> 00:03:16.880]  有個弟兄告訴我
[00:03:16.880 --> 00:03:20.200]  原來去看煙花的人早上九點就去排隊了
[00:03:20.200 --> 00:03:22.760]  嘩
[00:03:22.760 --> 00:03:24.520]  排了十一個小時
[00:03:24.520 --> 00:03:25.320]  那我就問
[00:03:25.320 --> 00:03:27.240]  那去廁所怎麼辦呢?
[00:03:27.240 --> 00:03:28.800]  原來有個廁所的女生
[00:03:28.800 --> 00:03:31.000]  子仔平時都會先回到廁所
[00:03:31.000 --> 00:03:33.480]  這些是攻略我們都學的
[00:03:33.480 --> 00:03:34.240]  都很特別
[00:03:34.240 --> 00:03:36.000]  剛剛又學了一個攻略
[00:03:36.000 --> 00:03:37.680]  挺有用的
[00:03:37.680 --> 00:03:39.640]  就是在遇茶的時候
[00:03:39.640 --> 00:03:41.800]  有位遇茶的組長教我的
[00:03:41.800 --> 00:03:42.840]  大家可以試試
[00:03:42.840 --> 00:03:44.680]  有沒有人試過打CX?
[00:03:44.680 --> 00:03:45.160]  有
[00:03:45.160 --> 00:03:47.400]  打CX你有什麼秘方可以不打的?
[00:03:47.400 --> 00:03:48.760]  嚇一下你吧
[00:03:48.760 --> 00:03:49.880]  可能可以的
[00:03:49.880 --> 00:03:52.240]  但有個秘方我剛才發覺就是
[00:03:52.240 --> 00:03:54.240]  我示範一下大家可以試一下
[00:03:54.240 --> 00:03:55.600]  就是如果你打CX
[00:03:55.600 --> 00:03:56.520]  你就喝水了
[00:03:56.520 --> 00:03:57.800]  你不是只喝
[00:03:57.800 --> 00:03:59.560]  你是倒轉喝
[00:03:59.560 --> 00:04:00.720]  什麼是倒轉喝呢?
[00:04:00.720 --> 00:04:02.600]  就是你倒轉喝
[00:04:02.600 --> 00:04:06.280]  就是喝杯子在外面
[00:04:06.280 --> 00:04:07.240]  記得嗎?
[00:04:07.240 --> 00:04:09.040]  我聽完之後「不是吧?」
[00:04:09.040 --> 00:04:10.280]  幾個星期前聽的
[00:04:10.280 --> 00:04:11.960]  記不記得在這裡這樣
[00:04:11.960 --> 00:04:12.800]  「哎呀」
[00:04:12.800 --> 00:04:13.600]  「我過年吃祭」
[00:04:13.600 --> 00:04:15.560]  「如果打CX我真的去試」
[00:04:15.560 --> 00:04:19.400]  就是我家人看到我就傻了
[00:04:19.400 --> 00:04:22.040]  喝完真的好用
[00:04:22.040 --> 00:04:23.800]  我昨天就這樣說
[00:04:23.800 --> 00:04:25.160]  接著呢
[00:04:25.160 --> 00:04:26.200]  阿神醫師
[00:04:26.200 --> 00:04:28.400]  就是我們港便秘醫生
[00:04:28.400 --> 00:04:29.440]  他說「是的,真的可以」
[00:04:29.440 --> 00:04:30.960]  「我有醫學根據」
[00:04:30.960 --> 00:04:31.800]  我說「那就不要」
[00:04:31.800 --> 00:04:33.320]  他說「真的可以」
[00:04:33.320 --> 00:04:34.680]  他說「你這樣喝」
[00:04:34.680 --> 00:04:36.480]  「倒轉喝,你試一下」
[00:04:36.480 --> 00:04:37.920]  有沒有人試過?
[00:04:37.920 --> 00:04:38.520]  沒有
[00:04:38.520 --> 00:04:40.400]  有啊,行不行?
[00:04:40.400 --> 00:04:41.760]  可以啊,真的可以
[00:04:41.760 --> 00:04:43.120]  有人試過,真的可以
[00:04:43.120 --> 00:04:44.920]  真的送給你,秘方
[00:04:44.920 --> 00:04:47.040]  當然這些秘方都是好的
[00:04:47.040 --> 00:04:48.960]  但是今天更加重要的
[00:04:48.960 --> 00:04:51.160]  是講聖經裡面
[00:04:51.160 --> 00:04:55.400]  怎樣蒙福的秘方
[00:04:55.400 --> 00:04:57.200]  而今天講三樣東西
[00:04:57.200 --> 00:04:59.480]  在《生命記》裡面出的
[00:04:59.480 --> 00:05:00.680]  蒙福、秘方三樣
[00:05:00.680 --> 00:05:01.680]  第一樣
[00:05:01.680 --> 00:05:02.360]  「一」
[00:05:02.360 --> 00:05:02.840]  是什麼?
[00:05:02.840 --> 00:05:04.800]  「一」美的祝福,行不行?
[00:05:04.800 --> 00:05:06.080]  你跟你的隔壁人說,好嗎?
[00:05:06.080 --> 00:05:07.520]  我們要「一」美祝福
[00:05:07.520 --> 00:05:08.280]  「一」
[00:05:08.280 --> 00:05:10.320]  先講一樣東西
[00:05:10.320 --> 00:05:11.400]  好了,得什麼福呢?
[00:05:11.400 --> 00:05:13.400]  我會用《生命記》裡面
[00:05:13.400 --> 00:05:15.200]  當日什麼事先有這個背景
[00:05:15.200 --> 00:05:17.440]  就是當本來神的子民
[00:05:17.440 --> 00:05:19.320]  被囚禁在圍爐的時候
[00:05:19.320 --> 00:05:20.560]  神救了他們出來
[00:05:20.560 --> 00:05:23.600]  去了一個新的地方叫加勒美地,行不行?
[00:05:23.600 --> 00:05:25.480]  那個地方本身有很多
[00:05:25.480 --> 00:05:29.400]  很恐怖的人民的罪案
[00:05:29.400 --> 00:05:32.040]  獻殷
[00:05:32.040 --> 00:05:35.640]  然後淫亂
[00:05:35.640 --> 00:05:37.520]  搶劫,很多事情
[00:05:37.520 --> 00:05:40.320]  而神將神的子民帶進去
[00:05:40.320 --> 00:05:41.120]  那個地方
[00:05:41.120 --> 00:05:43.040]  但是本身那個地方又出產了
[00:05:43.040 --> 00:05:44.840]  很多美好的食物
[00:05:44.840 --> 00:05:46.520]  叫做牛奶與蜜絲地
[00:05:46.520 --> 00:05:48.280]  所以那個時候神就講出
[00:05:48.280 --> 00:05:50.720]  對神子民的祝福,行不行?
[00:05:50.720 --> 00:05:51.920]  新的場景
[00:05:51.920 --> 00:05:53.920]  在裡面經歷什麼樣的祝福呢?
[00:05:53.920 --> 00:05:55.200]  我們馬上看一看
[00:05:55.200 --> 00:05:57.920]  第一,在《生命記》的四章一節
[00:05:57.920 --> 00:05:59.160]  我們一起讀,好嗎?
[00:05:59.160 --> 00:06:00.160]  一、二、三
[00:06:00.160 --> 00:06:03.480]  「現在我所教訓你們的律例」
[00:06:03.480 --> 00:06:04.320]  剪刪
[00:06:04.320 --> 00:06:06.520]  「你們的律例」剪刪
[00:06:06.520 --> 00:06:08.320]  「我叫你們前輩」剪刪
[00:06:08.320 --> 00:06:10.240]  「不由你進入地獄」剪刪
[00:06:10.240 --> 00:06:11.520]  「我叫你們前輩」剪刪
[00:06:11.520 --> 00:06:13.320]  「我所教訓你們的律例」剪刪
[00:06:13.320 --> 00:06:14.880]  「承受遺孽」剪刪
[00:06:14.880 --> 00:06:17.160]  這個大概是三千五百年前了
[00:06:17.160 --> 00:06:21.640]  進入這個新納約神給予的地方
[00:06:21.640 --> 00:06:24.760]  第一,祂說叫你在不同的處境
[00:06:24.760 --> 00:06:27.320]  困難、好、什麼事都好
[00:06:27.320 --> 00:06:28.120]  你可以什麼?
[00:06:28.120 --> 00:06:29.360]  存活
[00:06:29.360 --> 00:06:32.160]  那就是用今天的祝福語等於什麼呢?
[00:06:32.160 --> 00:06:34.680]  你可以出入平安
[00:06:34.680 --> 00:06:35.400]  行不行?
[00:06:35.400 --> 00:06:36.880]  你想不想出入平安呢?
[00:06:36.880 --> 00:06:37.400]  想啊
[00:06:37.400 --> 00:06:40.000]  因為我們人生有起有跌
[00:06:40.000 --> 00:06:41.040]  有高有低
[00:06:41.040 --> 00:06:44.680]  第一個,是你出入平安
[00:06:44.680 --> 00:06:45.800]  不如我跟旁邊的人說
[00:06:45.800 --> 00:06:47.800]  祝你出入平安,好嗎?
[00:06:47.800 --> 00:06:50.120]  出入平安
[00:06:50.120 --> 00:06:51.080]  不單止是這樣
[00:06:51.080 --> 00:06:52.240]  去到不同的境況
[00:06:52.240 --> 00:06:53.880]  有危險的、有好的
[00:06:53.880 --> 00:06:56.920]  神說,我會叫你存活
[00:06:56.920 --> 00:06:58.720]  可以活下去
[00:06:58.720 --> 00:06:59.600]  但不單止是這樣
[00:06:59.600 --> 00:07:03.080]  祂還會「賜你們地」
[00:07:03.080 --> 00:07:04.320]  「承受遺孽」
[00:07:04.320 --> 00:07:06.240]  就是說神會給了我們每人有一份
[00:07:06.240 --> 00:07:08.120]  我們記得剛才我們報告說
[00:07:08.120 --> 00:07:09.840]  下個星期我們有祈禱會叫
[00:07:09.840 --> 00:07:12.480]  「做好你,做好神給你那一份」
[00:07:12.480 --> 00:07:14.680]  原來我們每人都有一份
[00:07:14.680 --> 00:07:16.560]  你要知道那一份是怎樣
[00:07:16.560 --> 00:07:19.280]  而那樣東西「賜你的地遺孽」
[00:07:19.280 --> 00:07:21.040]  就是說用今天的說話
[00:07:21.040 --> 00:07:22.120]  我們如果有那一份
[00:07:22.120 --> 00:07:23.840]  我們好好發展
[00:07:23.840 --> 00:07:25.880]  不要做少過神給你的
[00:07:25.880 --> 00:07:27.320]  也不要多過神給你的
[00:07:27.320 --> 00:07:29.120]  因為你會抑鬱的
[00:07:29.120 --> 00:07:30.880]  不是你的東西,你不要拿
[00:07:30.880 --> 00:07:33.280]  是你的東西,不要不拿,行不行?
[00:07:33.280 --> 00:07:34.440]  是神給你的
[00:07:34.440 --> 00:07:35.560]  所以用今天的說話
[00:07:35.560 --> 00:07:36.960]  你可以祝福什麼呢?
[00:07:36.960 --> 00:07:38.640]  大展紅圖,行不行?
[00:07:38.640 --> 00:07:39.640]  厲害吧?
[00:07:39.640 --> 00:07:40.840]  你祝你旁邊一個,好嗎?
[00:07:40.840 --> 00:07:43.240]  祝你大展紅圖
[00:07:43.240 --> 00:07:46.240]  記住,知道神給你的範圍是什麼
[00:07:46.240 --> 00:07:47.440]  你就可以明顯了
[00:07:47.440 --> 00:07:49.000]  而這個地方
[00:07:49.000 --> 00:07:52.960]  聖經形容是「流乃與密斯底亞」
[00:07:52.960 --> 00:07:55.120]  即是有出產的
[00:07:55.120 --> 00:07:56.600]  是有層次供應的
[00:07:56.600 --> 00:07:58.040]  那就是說什麼呢?
[00:07:58.040 --> 00:08:00.040]  是如果用今天的說話
[00:08:00.040 --> 00:08:04.480]  你祝它是「連連有餘」
[00:08:04.480 --> 00:08:06.040]  哇,給一點掌聲好嗎?
[00:08:06.040 --> 00:08:07.920]  是會有這樣的說話的
[00:08:07.920 --> 00:08:09.000]  所以剛才第一堂
[00:08:09.000 --> 00:08:10.080]  或者昨天的同伴園
[00:08:10.080 --> 00:08:10.960]  有些人立刻說
[00:08:10.960 --> 00:08:12.400]  祝你出入平安
[00:08:12.400 --> 00:08:14.040]  剛才去茶餐廳
[00:08:14.040 --> 00:08:16.360]  祝老闆祝你大展紅圖
[00:08:16.360 --> 00:08:18.160]  不過當然要跟隨主
[00:08:18.160 --> 00:08:20.920]  以及「連連有餘」
[00:08:20.920 --> 00:08:22.280]  好了,不只是這樣
[00:08:22.280 --> 00:08:23.480]  當然聖經有很多
[00:08:23.480 --> 00:08:25.440]  我抽其中一部份而已
[00:08:25.440 --> 00:08:27.120]  在生命記繼續讀下去
[00:08:27.120 --> 00:08:28.960]  四章六節
[00:08:28.960 --> 00:08:29.600]  它這樣說
[00:08:29.600 --> 00:08:30.400]  我們一起讀,好嗎?
[00:08:30.400 --> 00:08:31.280]  一二三
[00:08:31.280 --> 00:08:33.760]  「你們要謹守遵行」
[00:08:33.760 --> 00:08:45.040]  「必説這大國的人真是有智慧,有聰明」
[00:08:45.040 --> 00:08:46.680]  它說「必説這大國的人」
[00:08:46.680 --> 00:08:47.720]  即是神的子民
[00:08:47.720 --> 00:08:48.680]  神的國裡面的人
[00:08:48.680 --> 00:08:50.000]  真的有什麼?
[00:08:50.000 --> 00:08:51.440]  智慧,真的有什麼?
[00:08:51.440 --> 00:08:52.040]  聰明
[00:08:52.040 --> 00:08:53.600]  哇,你看看你旁邊的一個
[00:08:53.600 --> 00:08:54.760]  有沒有智慧?
[00:08:54.760 --> 00:08:55.480]  有
[00:08:55.480 --> 00:08:57.960]  咦,大家有點懷疑似的
[00:08:57.960 --> 00:08:58.600]  是吧?
[00:08:58.600 --> 00:09:00.120]  有點懷疑似的,是吧?
[00:09:00.120 --> 00:09:03.000]  你看看另一邊有沒有聰明
[00:09:03.000 --> 00:09:04.720]  有,是吧?
[00:09:04.720 --> 00:09:06.760]  它會給你
[00:09:06.760 --> 00:09:08.280]  聖經說得很清楚
[00:09:08.280 --> 00:09:10.760]  「驚威也無話」是什麼?
[00:09:10.760 --> 00:09:12.360]  智慧的開端
[00:09:12.360 --> 00:09:13.480]  很多時候我們
[00:09:13.480 --> 00:09:15.240]  我自己體驗了很多
[00:09:15.240 --> 00:09:16.480]  有些事想不到
[00:09:16.480 --> 00:09:18.320]  不明白,怎樣處理呢?
[00:09:18.320 --> 00:09:20.680]  上帝會帶著你
[00:09:20.680 --> 00:09:22.120]  很清楚的
[00:09:22.120 --> 00:09:24.080]  有人說「哇,從此你忙忙忙」
[00:09:24.080 --> 00:09:24.440]  「你忙忙忙」
[00:09:24.440 --> 00:09:26.040]  「你不是都忙」
[00:09:26.040 --> 00:09:26.600]  但有人會問
[00:09:26.600 --> 00:09:27.480]  「喂,為何你那麼忙」
[00:09:27.480 --> 00:09:30.320]  「都經常常每天」
[00:09:30.320 --> 00:09:31.840]  「用一兩個鐘頭」
[00:09:31.840 --> 00:09:33.280]  看聖經祈禱
[00:09:33.280 --> 00:09:34.880]  就是因為我很忙
[00:09:34.880 --> 00:09:36.960]  才用一兩個鐘頭看聖經祈禱
[00:09:36.960 --> 00:09:39.320]  才有智慧的
[00:09:39.320 --> 00:09:42.200]  不是用死力的人生
[00:09:42.200 --> 00:09:43.800]  就算我是做牧者前
[00:09:43.800 --> 00:09:45.680]  以前做會計師
[00:09:45.680 --> 00:09:46.880]  做金融
[00:09:46.880 --> 00:09:47.480]  做投行
[00:09:47.480 --> 00:09:49.160]  都是一樣
[00:09:49.160 --> 00:09:51.440]  做人父親都是一樣
[00:09:51.440 --> 00:09:53.120]  做人老公都是一樣
[00:09:53.120 --> 00:09:55.400]  每天都要安靜
[00:09:55.400 --> 00:09:57.080]  求神給智慧,明白嗎?
[00:09:57.080 --> 00:09:57.520]  行不行?
[00:09:57.520 --> 00:09:58.840]  不要用什麼力?
[00:09:58.840 --> 00:10:00.520]  死力,不行的
[00:10:00.520 --> 00:10:01.400]  很重要
[00:10:01.400 --> 00:10:03.640]  所以第四樣要祝什麼呢?
[00:10:03.640 --> 00:10:04.840]  我們要祝旁邊那個
[00:10:04.840 --> 00:10:06.080]  聰明伶俐
[00:10:06.080 --> 00:10:06.800]  是吧?
[00:10:06.800 --> 00:10:07.960]  學生是最適合的
[00:10:07.960 --> 00:10:10.240]  聰明伶俐
[00:10:10.240 --> 00:10:12.560]  看你都很伶俐
[00:10:12.560 --> 00:10:14.240]  好了,不單止這樣
[00:10:14.240 --> 00:10:16.400]  第五樣就是
[00:10:16.400 --> 00:10:16.880]  我們一起讀
[00:10:16.880 --> 00:10:19.040]  這個厲害了
[00:10:19.040 --> 00:10:19.840]  四張七字一起讀
[00:10:19.840 --> 00:10:20.840]  1、2、3
[00:10:20.840 --> 00:10:26.680]  像耶穌說「我們的神」
[00:10:26.680 --> 00:10:29.400]  「在我們求告他的時候」
[00:10:29.400 --> 00:10:30.920]  「與我們相近」
[00:10:30.920 --> 00:10:33.000]  這個不得了
[00:10:33.000 --> 00:10:34.720]  這個我們一定
[00:10:34.720 --> 00:10:37.280]  不會有人過年就祝
[00:10:37.280 --> 00:10:39.600]  因為你不敢像人一樣
[00:10:39.600 --> 00:10:41.600]  他說誰像你一樣
