
[00:00:00.000 --> 00:00:02.000]  好,弟兄姊妹,平安!
[00:00:02.000 --> 00:00:10.000]  今天就跟大家講一講題,任我行,考考大家的記憶。
[00:00:10.000 --> 00:00:12.000]  記不記得上個禮拜講什麼?
[00:00:12.000 --> 00:00:16.000]  是,葡萄樹和枝子。
[00:00:16.000 --> 00:00:22.000]  葡萄樹和枝子就是叫人多結果子,叫門徒。
[00:00:22.000 --> 00:00:32.000]  我想這次繼續講,如果一些多結果子,已經多結果子的人,或者門徒,
[00:00:32.000 --> 00:00:36.000]  其實他們原來都會有試探的。
[00:00:36.000 --> 00:00:41.000]  我們開始先,我們一起有個祈禱先。
[00:00:41.000 --> 00:00:54.000]  七位主耶穌,我們知道我們可能每個人都有不同的崗位,
[00:00:54.000 --> 00:01:00.000]  主耶,可能我們在我們的崗位裡面,已經是侍奉神,
[00:01:00.000 --> 00:01:06.000]  已經是為你去作功,已經是為你去結果子。
[00:01:06.000 --> 00:01:14.000]  但是主耶,我們可能都會仍然是受到試探,因為我們仍然活在這個世界裡面。
[00:01:14.000 --> 00:01:22.000]  求主給我們有能力去勝過一切的試探,有能力去勝過一切的挑戰。
[00:01:22.000 --> 00:01:28.000]  禱告,交託,奉教,救主耶穌基督,德性,明智祈求。阿門。
[00:01:28.000 --> 00:01:36.000]  好了,那麼任我行呢,不知道大家馬上會想起什麼,會不會想起一個金庸小說裡面,
[00:01:36.000 --> 00:01:43.000]  《笑傲江湖》的一個角色,可能大家看那個《笑傲江湖》是不同的,所以未必是這個人。
[00:01:43.000 --> 00:01:52.000]  我想說任我行未必真的聽名字就知道厲害,但是他未必是這樣的樣子,
[00:01:52.000 --> 00:01:59.000]  可能任我行是這樣的樣子,會不會?
[00:01:59.000 --> 00:02:03.000]  一個很有趣的樣子,怎樣他任我行呢?
[00:02:03.000 --> 00:02:09.000]  他可能會說,好像這個這樣,我就是喜歡吃曲奇餅而已,不吃其他東西。
[00:02:09.000 --> 00:02:16.000]  其實這個時候,如果你是他的父母,你真的會讓他任我行,只是給曲奇餅他吃?
[00:02:16.000 --> 00:02:22.000]  還是你真的會限制他呢?好了,那麼我們就看下去了。
[00:02:22.000 --> 00:02:28.000]  那麼今天介紹一個人給大家,就是這個了,知不知道是誰呢?
[00:02:28.000 --> 00:02:35.000]  對了,沒錯,象形文字,原來大家都熟悉,今天介紹的是以利。
[00:02:35.000 --> 00:02:41.000]  那麼以利是一個什麼人呢?當然是猛鳥,不然也不會介紹給大家。
[00:02:41.000 --> 00:02:46.000]  可能大家很熟悉以利亞,或者伊利沙,但是以利呢?
[00:02:46.000 --> 00:02:52.000]  那就介紹一下以利吧,以利也很猛鳥的,怎樣呢?
[00:02:52.000 --> 00:03:00.000]  他原來是亞倫的後代,就是摩西哥哥亞倫,他是祭司的後代,就是世世代代是祭司。
[00:03:00.000 --> 00:03:05.000]  那麼去到他這個時代,他在士羅城是做大祭司。
[00:03:05.000 --> 00:03:12.000]  然後呢,還是做士司,就是帶領著以色列人的士司,做了四十年。
[00:03:12.000 --> 00:03:17.000]  然後還有什麼呢?他原來是薩姆爾的師父。
[00:03:17.000 --> 00:03:25.000]  哇,一聽到,嗯,厲害,以利也有很多職銜,很厲害,對不對?
[00:03:25.000 --> 00:03:29.000]  但是呢,今天也要介紹他兩個兒子。
[00:03:29.000 --> 00:03:40.000]  那麼,他們兩個兒子就糟糕了,就剛剛相反,就有很多的罪,我們剛才讀過經文,對不對?
[00:03:40.000 --> 00:03:46.000]  那麼,以利那兩個兒子是惡人,不認識耶和華。
[00:03:46.000 --> 00:03:50.000]  那麼,介紹一下是哪兩個先吧。
[00:03:50.000 --> 00:03:54.000]  首先有一個叫荷弗尼,有一個叫菲尼哈。
[00:03:54.000 --> 00:03:57.000]  那麼這兩個人是怎樣呢?做過什麼事呢?
[00:03:57.000 --> 00:04:00.000]  首先呢,他是不認識耶和華。
[00:04:00.000 --> 00:04:09.000]  哇,那麼奇怪,他們都是侍奉神的,做祭司的,是以利的兒子,怎麼會不認識耶和華?
[00:04:09.000 --> 00:04:16.000]  其實這裡是想告訴大家,他只是頭腦方面認識,但是跟神沒有一個正確的關係。
[00:04:16.000 --> 00:04:24.000]  就是說呢,鬼魔也信,神這個名字那麼出名,個個都認識,魔鬼都認識,對不對?
[00:04:24.000 --> 00:04:29.000]  但是沒有跟他有一個正確的關係,沒有真的信神。
[00:04:29.000 --> 00:04:35.000]  所以呢,這個不認識耶和華是這樣形容以利這兩個兒子。
[00:04:35.000 --> 00:04:41.000]  那麼,還要形容他是什麼呢?是一個惡人。
[00:04:41.000 --> 00:04:47.000]  惡人在原文裡面,就有一個叫做比列之子的意思,
[00:04:47.000 --> 00:04:54.000]  就是邪惡和不見瓊,就是很惡魔。其實在新約也出現過這個字。
[00:04:54.000 --> 00:05:04.000]  就是臨後的六章有說到,基督和比列有什麼相和呢?信主和不信主的有什麼相干呢?
[00:05:04.000 --> 00:05:14.000]  那麼原來呢,比列這個字就是說跟基督是對敵的,一個正就是一個邪,信與不信的意思。
[00:05:14.000 --> 00:05:23.000]  所以呢,以利這兩個兒子呢,其實就是好像跟基督是敵對,跟神是敵對,是不信他的。
[00:05:23.000 --> 00:05:30.000]  其實還有一些形容詞的,我們看到英文翻譯就說他是一些毫無價值的人,
[00:05:30.000 --> 00:05:33.000]  我們看到中文的翻譯就是惡人。
[00:05:33.000 --> 00:05:39.000]  其實在舊約的新命記也有用這個字,用相同的字去形容。
[00:05:39.000 --> 00:05:45.000]  但是當時是用來形容什麼人呢?就是叫同胞去侍奉別臣的人。
[00:05:45.000 --> 00:05:50.000]  就是叫別人去信其他教的人,這些就稱為匪類。
[00:05:50.000 --> 00:05:57.000]  那麼在《史詩記》也出現過這個同一個字,就譯為是匪徒。為什麼呢?
[00:05:57.000 --> 00:06:03.000]  因為他襲擊那些從百里行去基比亞的利美人,真的是賊來的。
[00:06:03.000 --> 00:06:10.000]  所以呢,以利這兩個兒子的形容詞,這個惡人真是無惡不作。
[00:06:10.000 --> 00:06:19.000]  總之又要叫別人不信神,又會打劫人,還不是惡中之惡。
[00:06:19.000 --> 00:06:24.000]  所以我們知道以利這兩個兒子已經是很邪惡了。
[00:06:24.000 --> 00:06:31.000]  但是很奇怪,其實兩個不認識神的人,我們稱為邪惡的人,
[00:06:31.000 --> 00:06:35.000]  竟然在這個聖所侍奉。
[00:06:35.000 --> 00:06:41.000]  我們其實已經想到,你想像到那裡已經是烏煙瘴氣了。
[00:06:41.000 --> 00:06:46.000]  就是被他侍奉的地方,真是會搞到烏煙瘴氣。
[00:06:46.000 --> 00:06:54.000]  好,接著就看看他再詳細一點,我們看十三節,看看他有什麼罪狀。
[00:06:54.000 --> 00:06:56.000]  他定了一些規矩。
[00:06:56.000 --> 00:07:03.000]  就是正常程序,他不跟足,他私自定下一些規矩。
[00:07:03.000 --> 00:07:12.000]  就是當有人獻祭的時候,煮肉的時候,那些祭司的僕人就會拿著這個三尺的叉。
[00:07:12.000 --> 00:07:17.000]  就是在煮肉的時候,拿著這個三尺的叉做什麼呢?
[00:07:17.000 --> 00:07:21.000]  就是最重要是什麼呢?其實是他們自己定了一些規矩。
[00:07:21.000 --> 00:07:30.000]  定了什麼規矩呢?就是這樣,把叉往這個罐裏、頂裏、斧裏或者鍋裏都沒關係,
[00:07:30.000 --> 00:07:34.000]  其實只是一個形容詞,只是一個器皿而已。
[00:07:34.000 --> 00:07:40.000]  最重要是什麼呢?他們自己憑著自己的意思插上來的肉,
[00:07:40.000 --> 00:07:44.000]  就是自己選一些肉去拿走。
[00:07:44.000 --> 00:07:49.000]  他對所有的在士羅城的以色列人都是這樣做。
[00:07:49.000 --> 00:07:56.000]  我想告訴大家,其實他們用不著這樣做呢?他們其實本身不用。
[00:07:56.000 --> 00:07:58.000]  因為他們本身已經有得吃的了。
[00:07:58.000 --> 00:08:07.000]  就是已經有分派了,神已經定了一些律法,是哪些祭司是有得吃哪些肉的。
[00:08:07.000 --> 00:08:13.000]  我們在《利未記》的七章都見過這個律例,
[00:08:13.000 --> 00:08:19.000]  就是原來有一個火祭,就是獻給耶和華的火祭。
[00:08:19.000 --> 00:08:26.000]  就是支油和胸要帶來在耶和華面前做一個搖祭,
[00:08:26.000 --> 00:08:32.000]  然後把這些支油在壇上焚燒,就是要把這些支油燒了。
[00:08:32.000 --> 00:08:41.000]  然後就是胸要給亞倫的子孫,就是他們,他們是亞倫子孫,我剛才說過。
[00:08:41.000 --> 00:08:44.000]  就是祭司,利未人。
[00:08:44.000 --> 00:08:52.000]  然後就平安祭那裡,把右腿就要做一個舉祭,然後就要獻給祭司。
[00:08:52.000 --> 00:09:00.000]  就是原來他們本身就已經有祭物的胸和右腿做食物了。
[00:09:00.000 --> 00:09:07.000]  所以他們根本不用特意自己去挑自己去插上來的肉的用。
[00:09:07.000 --> 00:09:12.000]  看到他們就自己去挑一些他們喜歡吃的肉。
[00:09:12.000 --> 00:09:16.000]  可能他們真的有些,好像我們這樣,越來越嘴刁了。
[00:09:16.000 --> 00:09:20.000]  就是要一些臉珠燈,或者什麼牛頸脊,對不對?
[00:09:20.000 --> 00:09:26.000]  我們都可能要特意挑一些,某些特別好吃的肉,對不對?某些部位。
[00:09:26.000 --> 00:09:32.000]  但是我們想告訴大家,以利這兩個兒子其實就是以權謀私。
[00:09:32.000 --> 00:09:41.000]  就是拿了這個職位之後,他就開始去搶奪百姓,還為自己損上最好的部份。
[00:09:41.000 --> 00:09:46.000]  其實最好的部份是應該給誰的?給神的嘛。
[00:09:46.000 --> 00:09:54.000]  就是我們將投生的獻給神,但是他們就將最好的留給自己。
[00:09:54.000 --> 00:10:02.000]  還將他自己,因為持著自己去祭司這個職位,去搶奪他的百姓。
[00:10:02.000 --> 00:10:10.000]  連他們自己的以色列民,他們就是搶自己人。
[00:10:10.000 --> 00:10:24.000]  那我們就看看第十五節,他要的祭物在未燒油之前,剛才在利尾記介紹過,要先將祭物的脂油燃燒。
[00:10:24.000 --> 00:10:35.000]  那麼祭司的僕人就對一些獻祭的人說,將肉給祭司,他要烤的,不要煮的,要生的。
[00:10:35.000 --> 00:10:40.000]  就是未經處理就要給祭司。
[00:10:40.000 --> 00:10:46.000]  那麼這兩個以利的兒子就要滿足自己吃肉。
[00:10:46.000 --> 00:10:58.000]  可能這裡要烤,就是喜歡BBQ,或者多過煮,可能煮都不夠好吃,要BBQ有些愛脆內軟,是不是想起也想吃呢?
[00:10:58.000 --> 00:11:13.000]  那麼為了自己的食慾,那麼現在這陣子有個詞語叫致肥,就是憑著那個職位去肥著自己,將好東西益自己。
[00:11:13.000 --> 00:11:21.000]  那麼我們看到這兩個以利的兒子就是任我行。
[00:11:21.000 --> 00:11:28.000]  然後到了第十六節,我看到他們真的搶了,就是怎樣呢?
[00:11:28.000 --> 00:11:35.000]  就是如果獻祭的人不給,那麼他就說,我們要先燒油,剛才在利尾記不是說了嗎?
[00:11:35.000 --> 00:11:44.000]  然後才可以給你拿,總之完成了第一步,然後我們就知道其實祭司只可以拿一個胸和右腿。
[00:11:44.000 --> 00:11:51.000]  那麼其實獻祭的人都知道,就是要先燒油。
[00:11:51.000 --> 00:11:57.000]  但是那些僕人說什麼?你馬上給我,不然我就搶,真是好像賊似的。
[00:11:57.000 --> 00:12:12.000]  那麼我們知道其實利尾記也有說,第二章也有說過,這些祭司是要將一些和碎紙和油和乳香一起去焚燒的。
[00:12:12.000 --> 00:12:15.000]  那麼是獻火祭用的。
[00:12:15.000 --> 00:12:23.000]  那麼其實這些事連在士羅城的以色列人都知道,只有百姓都知道。
[00:12:23.000 --> 00:12:28.000]  怎麼會百姓反過來教祭司呢?其實祭司怎麼會不知道呢?
[00:12:28.000 --> 00:12:36.000]  但是他們就是這麼自私,他們為了滿足自己,滿足自己的食慾,或者滿足自己所有的東西,
[00:12:36.000 --> 00:12:47.000]  去以權謀私,用了他們的職位,去做了一些黑薄百姓的事。
[00:12:47.000 --> 00:12:51.000]  那麼帶來什麼影響呢?
[00:12:51.000 --> 00:13:07.000]  那麼第十七節我們看到了,這兩個少年人的罪,原來在耶和華面前甚重,原來神是看到的,神是看到這些事的,知道的。
[00:13:07.000 --> 00:13:20.000]  因為他們藐視了耶和華的祭物,他們自己訂立一些條例,自己訂立一些要吃的部分,自己選最好的。
[00:13:20.000 --> 00:13:31.000]  還有什麼呢?我們看到庫胡那裡,罪弊就是這件事,他們使人厭棄給耶和華獻祭。
[00:13:31.000 --> 00:13:41.000]  就是我本身打算奉獻的,但是看到原來會被你們兩個立了,還會不會奉獻呢?不奉獻了。
[00:13:41.000 --> 00:13:48.000]  所以我們看到以利這兩個兒子的罪狀,
[00:13:48.000 --> 00:13:55.000]  表面上我們看到就是自私,就是為自己選上最好的部分。
[00:13:55.000 --> 00:14:03.000]  他任我行,就是隨己而行,喜歡BBQ,不喜歡煮。
[00:14:03.000 --> 00:14:11.000]  還有他不跟程序,就是本身訂立了這些律法,是要怎樣去制治這些禮儀。
[00:14:11.000 --> 00:14:19.000]  其實是一早已經有耶和華訂立了這個律法,他又不跟,他不先把那些油燒了。
[00:14:19.000 --> 00:14:33.000]  但是其實我想說,他們這些罪狀講了這麼久,你說不關我事,我都不是那個祭司,我都不會這樣做的。
[00:14:33.000 --> 00:14:43.000]  其實會不會呢?去到今時今日,關不關我們事呢?今天我們其實都有侍奉的,其實你會怎樣去選這個侍奉呢?
[00:14:43.000 --> 00:14:55.000]  你侍奉的時候會不會選一些時間或者地點呢?就是說,早堂好像這個時間那樣,哇,還沒起床,我就是午堂才會做的,會不會這樣呢?
[00:14:55.000 --> 00:15:09.000]  或者這些地點,你會不會選去,哇,那間老人院在九龍,哇,那麼遠,我不去了,我不去那裡服侍了,你回西灣河區,我就來了這樣,會不會特意去選呢?
[00:15:09.000 --> 00:15:22.000]  其實你會不會選一些,我想問一下有些侍奉的崗位,不知道大家知不知道,其實可能這幾年大家都忽略了,就是疫情期間忽略了。
[00:15:22.000 --> 00:15:32.000]  就是大家都有,大家都是主內弟兄姐妹,那大家是不是都有手煮餐的,是不是?有手煮餐的,大家都。
[00:15:32.000 --> 00:15:42.000]  手煮餐的時候,就是疫情之前,記不記得是怎樣的?就是不是用這些積氣裝,是用怎樣的?是有餅的,有杯的。
[00:15:42.000 --> 00:15:57.000]  其實你知不知道,在收浸有段時間是很緊張的,就是早午堂之間,為什麼呢?你知不知道早堂用完的杯子,是要洗的,洗完午堂用的,就是要洗完又要擦乾的。
[00:15:57.000 --> 00:16:12.000]  那你知不知道這些杯子是誰洗的?其實這些杯子,你們有沒有為這些杯子多謝過服侍你的人?其實你連誰去洗你都不知道。
[00:16:12.000 --> 00:16:33.000]  就是你知不知道,原來我也有為你洗過這些杯子,其實你有沒有為這件事多謝過我?沒有,因為你根本不知道,為什麼不知道?因為這些是背後工作的人。那在這裡,我也特別多謝美姐、明雅和香姐,他們是專業洗杯員。
[00:16:33.000 --> 00:16:51.000]  就是之前何鋒有說過專業洗腳員,專業洗腳員是耶穌,專業洗杯員就是我們的事務員。我想說,原來有些職位或者有些崗位,沒有人知道的。
[00:16:51.000 --> 00:17:06.000]  甚至乎,如果我不說,你是不是不留意我這個職位,或者不留意原來你享受過別人一個這樣的服務?你會不會特意去選擇這些崗位去做?
[00:17:06.000 --> 00:17:23.000]  是不是有些人會特意去選擇一些崗位,好像那些報紙一樣,如果是頭條、燈,或者我做封面,我就做。就是你會不會有一些得人稱讚的位,你才會去選擇這些侍奉崗位?
[00:17:23.000 --> 00:17:38.000]  一些在背後默默耕耘的,你是不是就不會去做呢?我們會不會選擇侍奉這件事?我們去反思自己會不會這樣做?
[00:17:38.000 --> 00:17:53.000]  還有第二樣,隨己而行。會不會經常有些事情是我覺得,我認為,或者我想?有很多事情你可能會不會回來教會看不過眼呢?
[00:17:53.000 --> 00:18:08.000]  舉例,聖誕樹怎麼會這樣擺設呢?當然要用多些什麼白色,用多些什麼。是的,你很多東西去挑戰,或者很多東西看不滿,但是你有沒有做呢?
[00:18:08.000 --> 00:18:30.000]  但是又不是你做?為什麼聖誕樹不是你佈置的?但是你又會批評的?你會不會很多教會的東西,你沒有去負責,但是你只是負責去批評呢?你變成一個專業批評員呢?會不會?其實你沒有侍奉過任何崗位,但是你就很多的不滿。
[00:18:30.000 --> 00:18:50.000]  我們又繼續反思,其實以你的兩個兒子不跟程序,其實我們知道他是無視神,也都涉足了祭祀的制度,最糟的是什麼?他叛倒人。
[00:18:50.000 --> 00:19:12.000]  不是說過,剛才一些想奉獻的人都不再奉獻的,其實有時候我們的犯罪未必只是令到自己不好,耶和華當然會懲罰在當中,但是可能我們都叛倒人,令到人家都不奉獻,影響到人。
[00:19:12.000 --> 00:19:27.000]  所以我想說回這兩個人,本身他們是祭司的職份,應該是奉獻的人,奉獻自己去give,去給出去的,應該是。
[00:19:27.000 --> 00:19:54.000]  將他們的服務去給出去,結果他們成為索取的人,take,他們去了榨取他們以色列民那些民脂民膏,他賜著自己一個職位,完全相反了,從他應該要做的職位相反了。
[00:19:54.000 --> 00:20:11.000]  到了二十二節,我們見到以利出場了,但是他年事已高了,他聽見兩個兒子在以色列人的口中聽到一些東西,聽到什麼呢?
[00:20:11.000 --> 00:20:24.000]  他當然是豎起耳朵聽,聽到很多東西,有ABC,有Gili Gulu,還有XXX和XYZ,聽了很多東西了。
[00:20:24.000 --> 00:20:41.000]  然後還有一個,他們在會幕前事後的婦人,九合,還犯了什麼罪?還犯了姦淫罪。
[00:20:41.000 --> 00:21:07.000]  我想介紹這個會幕前事後的婦人,即是哪些人呢?其實可能當時會有一些婦人奉獻自己,可能是臨時的,一段小時間或者全時間去奉獻,去給會堂或者聖所去服侍,可能執頭執尾,一些編職的工作。
[00:21:07.000 --> 00:21:18.000]  這些婦人竟然以利的兒子跟他們犯了姦淫,即是自己壞,也令到別人犯了姦淫。
[00:21:18.000 --> 00:21:42.000]  亦都可能這個風氣,即是大家看到祭司都是這樣,我們也是這樣,其實這個可能就是會這樣,就是這個不好的領袖亦都會帶領一個壞的風氣,壞的榜樣,令到以色列民個個都這樣跟從,個個都做任我行。
[00:21:42.000 --> 00:21:56.000]  跟住我們看下去23節,以利聽了這麼多東西都不出手,終於說他們犯了姦淫,以利終於出口了,不是出手,是出口。
[00:21:56.000 --> 00:22:15.000]  出口說你們為何要做這些事情,我想以色列民當中聽到你很多這些惡行,就叫他們不要這樣做,我都聽見你這些風聲不好,這些流言聽到不好的流言當中。
[00:22:15.000 --> 00:22:35.000]  以及你們使得耶和華的百姓犯了罪,即是夜都知,不止神都知,夜都知,他使得耶和華的百姓犯罪是甚麼?例如不再奉獻,即是本身說要奉獻的那些怕了他們,怕他們立了,所以不奉獻。
[00:22:35.000 --> 00:22:56.000]  還有犯姦淫也是一個風氣,即是上樑不正下樑歪,他們都可能令到以色列的百姓都有這樣的風氣,犯姦淫的風氣,有任我行的風氣在當中。
[00:22:56.000 --> 00:23:09.000]  但我們見到以利其實他的責備是怎樣?我覺得都幾溫和,即是這樣說他,那你猜那兩個兒子聽不聽?當然不聽。
[00:23:09.000 --> 00:23:38.000]  以利其實就說了一樣東西,25節,他說人如果得罪人,即是兩個人在爭拗的時候,有誰?有士司去審判他們,即是他們有一個中間人,中間人就是士司,去幫他們拆店,即是可以幫他們當中去審判誰對誰錯,或者當中幫他們做和事佬。
[00:23:38.000 --> 00:23:58.000]  即是庭外和解還是什麼都好,但人如果得罪耶和華,誰為他祈求呢?即是他都有跟他兒子說,你去到這個境界,去到得罪神的境界,得罪人尚且我都可能拆得掂,得罪神我真是拆不掂。
[00:23:58.000 --> 00:24:27.000]  但他兩個兒子都是不聽,因為耶和華想要殺他們。我想說他們為什麼不聽父親的話呢?其實以利你覺得大家是不是覺得他有偏袒,有包庇,對於他們兩個兒子,對於他的兩個兒子,即是其實會不會太過縱容?
[00:24:27.000 --> 00:24:50.000]  其實比著你會是怎樣做呢?因為他們是你的兒子,跟你有親戚關係,所以你就放寬一點?其實應該怎樣?如果可能我們叫做拿正來做,應該怎樣?應該隔職查辦,廢除他們祭司的職份。
[00:24:50.000 --> 00:25:06.000]  首先不要讓他們繼續在神聖的地方去工作,是不是?但是作為父親,又作為大祭司,作為士司,可能就真是很困難。
[00:25:06.000 --> 00:25:33.000]  在以利當中很困難,應該拿正來做,但是他們又是自己的兒子。手心也是肉,手背也是肉。所以除了以利那兩個兒子犯罪,其實以利也有犯罪,因為他縱容了兩個兒子,令兩個兒子成為任我行,
[00:25:33.000 --> 00:25:45.000]  成為敵基督的人,成為令人不信神的人,犯罪的人,令人犯罪的人,令人叛倒。
