
[00:00:00.000 --> 00:00:03.000]  上星期我們看到神是忠誠
[00:00:03.000 --> 00:00:05.000]  就是神是絕對不會說謊的
[00:00:05.000 --> 00:00:07.000]  我們已經說過神是無所不知
[00:00:07.000 --> 00:00:09.000]  神是無所不在
[00:00:09.000 --> 00:00:11.000]  某個程度神是不會在地獄或者陰間的
[00:00:11.000 --> 00:00:13.000]  但是神絕對不是無所不能的
[00:00:13.000 --> 00:00:16.000]  因為神是一定會順手承諾的
[00:00:16.000 --> 00:00:19.000]  而我們做祂的兒女
[00:00:19.000 --> 00:00:22.000]  一定要具備相同的條件
[00:00:22.000 --> 00:00:27.000]  所以我們未曾能夠完全守好我們的承諾
[00:00:27.000 --> 00:00:30.000]  但是我們仍然要努力去學習
[00:00:30.000 --> 00:00:33.000]  要努力的去持守
[00:00:33.000 --> 00:00:37.000]  我們對哪方面的利大去忠誠呢
[00:00:37.000 --> 00:00:43.000]  先和大家分享這個畫面
[00:00:43.000 --> 00:00:50.000]  我們怎樣去順手承諾呢
[00:00:50.000 --> 00:00:51.000]  一開始的時候
[00:00:51.000 --> 00:00:53.000]  我們要什麼呢
[00:00:53.000 --> 00:00:56.000]  就是對神要順手承諾
[00:00:56.000 --> 00:00:59.000]  大家看到畫面嗎
[00:00:59.000 --> 00:01:04.000]  我們第一就是要對神去守下承諾
[00:01:04.000 --> 00:01:09.000]  今天我們基督徒最容易犯一個錯是什麼呢
[00:01:09.000 --> 00:01:11.000]  就是當我們在危急
[00:01:11.000 --> 00:01:13.000]  在困難的時候
[00:01:13.000 --> 00:01:15.000]  我們就向神呼求
[00:01:15.000 --> 00:01:18.000]  接著我們就很怕神不答應
[00:01:18.000 --> 00:01:21.000]  於是我們就會開出一些條件
[00:01:21.000 --> 00:01:24.000]  求神來幫助我們
[00:01:24.000 --> 00:01:27.000]  當神真的幫助了我們之後
[00:01:27.000 --> 00:01:30.000]  我們畫他好一點的
[00:01:30.000 --> 00:01:32.000]  就是都會順手承諾
[00:01:32.000 --> 00:01:34.000]  特別在初頭那段時間
[00:01:34.000 --> 00:01:36.000]  但是慢慢慢慢
[00:01:36.000 --> 00:01:38.000]  我們就會將這個承諾拋棄
[00:01:38.000 --> 00:01:40.000]  或者拋之於老後
[00:01:40.000 --> 00:01:41.000]  沒有再實踐了
[00:01:41.000 --> 00:01:42.000]  最簡單舉個例子
[00:01:42.000 --> 00:01:44.000]  我自己都經歷過
[00:01:44.000 --> 00:01:46.000]  當在困難
[00:01:46.000 --> 00:01:48.000]  或者面對一些很大的問題的時候
[00:01:48.000 --> 00:01:50.000]  神就求你來幫助我
[00:01:50.000 --> 00:01:53.000]  當你幫助我渡過這個難關
[00:01:53.000 --> 00:01:55.000]  幫我來解決這些問題的時候
[00:01:55.000 --> 00:01:57.000]  我一定會更加愛你
[00:01:57.000 --> 00:01:58.000]  我會覺醒你的生活
[00:01:58.000 --> 00:01:59.000]  我一定會好你的靈修
[00:01:59.000 --> 00:02:01.000]  說很多話
[00:02:01.000 --> 00:02:03.000]  但是我想問
[00:02:03.000 --> 00:02:06.000]  當神幫助了我們之後
[00:02:06.000 --> 00:02:09.000]  究竟我們有沒有做到這樣的事情呢
[00:02:09.000 --> 00:02:12.000]  其實有時候我們就開出一些條件
[00:02:12.000 --> 00:02:15.000]  有時神對我們來幫助
[00:02:15.000 --> 00:02:18.000]  但是事後卻沒有實踐
[00:02:18.000 --> 00:02:21.000]  我們看看傳道書
[00:02:21.000 --> 00:02:24.000]  第五章第二到第五節
[00:02:24.000 --> 00:02:25.000]  第二到第五節
[00:02:25.000 --> 00:02:26.000]  稍後我們會再讀
[00:02:26.000 --> 00:02:27.000]  不過會減少一點
[00:02:27.000 --> 00:02:29.000]  不過我想大家先看看這裡
[00:02:29.000 --> 00:02:31.000]  我們請大家來聽一下
[00:02:31.000 --> 00:02:32.000]  Yvonne跟我們讀出
[00:02:32.000 --> 00:02:34.000]  傳道書第五章第二到第五節
[00:02:34.000 --> 00:02:37.000]  你在上面前不可冒失開口
[00:02:37.000 --> 00:02:39.000]  也不可心急發言
[00:02:39.000 --> 00:02:41.000]  因為神在天上
[00:02:41.000 --> 00:02:42.000]  你在地下
[00:02:42.000 --> 00:02:44.000]  所以你的言語要寡小
[00:02:44.000 --> 00:02:47.000]  事務多就令人做夢
[00:02:47.000 --> 00:02:49.000]  言語多就顯出愚昧
[00:02:49.000 --> 00:02:51.000]  你向神許願
[00:02:51.000 --> 00:02:53.000]  常還不可言辭
[00:02:53.000 --> 00:02:54.000]  慈言
[00:02:54.000 --> 00:02:56.000]  因祂不喜月月媚人
[00:02:56.000 --> 00:02:58.000]  所以你許的願應當常還
[00:02:58.000 --> 00:03:01.000]  你許願不還不如不許
[00:03:01.000 --> 00:03:04.000]  一會兒我們會再讀第四第五節
[00:03:04.000 --> 00:03:06.000]  不過想大家看看這裡
[00:03:06.000 --> 00:03:07.000]  第二第三節
[00:03:07.000 --> 00:03:09.000]  說到不可心急發言
[00:03:09.000 --> 00:03:11.000]  有時候我們的祈禱
[00:03:11.000 --> 00:03:13.000]  我們除了聖靈感動之外
[00:03:13.000 --> 00:03:16.000]  有時候我們是完全沒有經過思考
[00:03:16.000 --> 00:03:17.000]  去禱告的
[00:03:17.000 --> 00:03:19.000]  當然我和我們聊天
[00:03:19.000 --> 00:03:21.000]  特別有時候你和上司
[00:03:21.000 --> 00:03:23.000]  或者和一些地位高人
[00:03:23.000 --> 00:03:25.000]  你講話你都要細心去想
[00:03:25.000 --> 00:03:28.000]  所以禱告表面好像很矛盾
[00:03:28.000 --> 00:03:30.000]  禱告是我們真誠地向神
[00:03:30.000 --> 00:03:32.000]  講出我們心底的話
[00:03:32.000 --> 00:03:33.000]  我們的感受
[00:03:33.000 --> 00:03:34.000]  甚至我們的不滿
[00:03:34.000 --> 00:03:35.000]  這個是對的
[00:03:35.000 --> 00:03:37.000]  但是我們都要很小心
[00:03:37.000 --> 00:03:39.000]  我們不要隨便的向神
[00:03:39.000 --> 00:03:41.000]  許下什麼承諾
[00:03:41.000 --> 00:03:43.000]  如果我們心急發言的時候
[00:03:43.000 --> 00:03:46.000]  這樣的時候就要小心了
[00:03:46.000 --> 00:03:48.000]  有時候我們是言多必失
[00:03:48.000 --> 00:03:50.000]  言快可能會有錯
[00:03:50.000 --> 00:03:51.000]  還有第三節
[00:03:51.000 --> 00:03:52.000]  我都有些感受
[00:03:52.000 --> 00:03:54.000]  事務多就令人做夢
[00:03:54.000 --> 00:03:56.000]  我不知道大家有沒有做夢呢
[00:03:56.000 --> 00:03:59.000]  我試過做夢去講道
[00:03:59.000 --> 00:04:01.000]  做夢去處理家會的事
[00:04:01.000 --> 00:04:02.000]  真的
[00:04:02.000 --> 00:04:03.000]  試過一次
[00:04:03.000 --> 00:04:04.000]  甚至是做了一口夢
[00:04:04.000 --> 00:04:05.000]  我大體拍醒我
[00:04:05.000 --> 00:04:06.000]  你為什麼在講道
[00:04:06.000 --> 00:04:07.000]  我是嗎
[00:04:07.000 --> 00:04:08.000]  我會講道嗎
[00:04:08.000 --> 00:04:10.000]  原來我是在睡覺
[00:04:10.000 --> 00:04:12.000]  這樣的時候
[00:04:12.000 --> 00:04:14.000]  他說言語多就顯出愉美
[00:04:14.000 --> 00:04:18.000]  所以我們要小心去講道
[00:04:18.000 --> 00:04:19.000]  我經常都這樣說
[00:04:19.000 --> 00:04:21.000]  愉美不說也是他的智慧
[00:04:21.000 --> 00:04:23.000]  第四第五節我會怎麼說呢
[00:04:23.000 --> 00:04:25.000]  他說你向神許願
[00:04:25.000 --> 00:04:26.000]  償還不可遲疑
[00:04:26.000 --> 00:04:28.000]  就是你答應了的事
[00:04:28.000 --> 00:04:29.000]  你千萬不要不去做
[00:04:29.000 --> 00:04:33.000]  有些人就會用很多藉口
[00:04:33.000 --> 00:04:34.000]  去逃避
[00:04:34.000 --> 00:04:37.000]  甚至我見過有些人
[00:04:37.000 --> 00:04:39.000]  當他有病
[00:04:39.000 --> 00:04:41.000]  給他傳福音
[00:04:41.000 --> 00:04:43.000]  他真的相信耶穌了
[00:04:43.000 --> 00:04:46.000]  他健康就有恢復了
[00:04:46.000 --> 00:04:47.000]  但可能過了一段時間
[00:04:47.000 --> 00:04:49.000]  又說得這麼巧
[00:04:49.000 --> 00:04:51.000]  不一定是你所信的神
[00:04:51.000 --> 00:04:52.000]  就是幫到我的
[00:04:52.000 --> 00:04:54.000]  我的家人就帶我去上香
[00:04:54.000 --> 00:04:56.000]  就會放棄了
[00:04:56.000 --> 00:04:59.000]  甚至沒有帶他承擔他的責任
[00:04:59.000 --> 00:05:00.000]  聽過一個故事
[00:05:00.000 --> 00:05:01.000]  不知道大家有沒有聽過呢
[00:05:01.000 --> 00:05:03.000]  有一個有錢人
[00:05:03.000 --> 00:05:05.000]  掉進河裡
[00:05:05.000 --> 00:05:06.000]  叫人來救他
[00:05:06.000 --> 00:05:08.000]  但那些人就不理他
[00:05:08.000 --> 00:05:09.000]  說你救我
[00:05:09.000 --> 00:05:10.000]  如果救了我的時候
[00:05:10.000 --> 00:05:12.000]  我會用一元賣一隻牛給他
[00:05:12.000 --> 00:05:16.000]  接著那些人就衝進河裡
[00:05:16.000 --> 00:05:17.000]  救了他上來
[00:05:17.000 --> 00:05:19.000]  接著就去他家裡
[00:05:19.000 --> 00:05:21.000]  問他我要拿一元來
[00:05:21.000 --> 00:05:22.000]  給我一隻牛
[00:05:22.000 --> 00:05:23.000]  他說沒問題
[00:05:23.000 --> 00:05:25.000]  我一定會用一元賣一隻牛給你
[00:05:25.000 --> 00:05:26.000]  不過那隻牛
[00:05:26.000 --> 00:05:29.000]  是一個很好的朋友
[00:05:29.000 --> 00:05:31.000]  他們經常都相依為命
[00:05:31.000 --> 00:05:32.000]  所以不可以拆散
[00:05:32.000 --> 00:05:33.000]  就是那隻雞
[00:05:33.000 --> 00:05:35.000]  那隻雞和那隻牛
[00:05:35.000 --> 00:05:37.000]  是很要好的
[00:05:37.000 --> 00:05:39.000]  所以你要買那隻牛
[00:05:39.000 --> 00:05:41.000]  就要買那隻雞
[00:05:41.000 --> 00:05:43.000]  那人說有沒有問題
[00:05:43.000 --> 00:05:44.000]  那我就買吧
[00:05:44.000 --> 00:05:45.000]  一元
[00:05:45.000 --> 00:05:46.000]  多給你一元
[00:05:46.000 --> 00:05:47.000]  他說不是
[00:05:47.000 --> 00:05:48.000]  那隻雞很矜貴的
[00:05:48.000 --> 00:05:49.000]  不是一元
[00:05:49.000 --> 00:05:51.000]  是兩萬元
[00:05:51.000 --> 00:05:52.000]  就是你買那隻牛
[00:05:52.000 --> 00:05:53.000]  是一元
