
[00:00:00.000 --> 00:00:02.000]  丁姐妹晚安
[00:00:02.000 --> 00:00:03.000]  晚安
[00:00:03.000 --> 00:00:07.000]  好歡迎大家再次回來YS的崇拜
[00:00:07.000 --> 00:00:11.000]  今個系列的講道
[00:00:11.000 --> 00:00:13.000]  你們上個禮拜有回來
[00:00:13.000 --> 00:00:14.000]  記得是甚麼吧
[00:00:14.000 --> 00:00:20.000]  大聲點Ruby
[00:00:20.000 --> 00:00:24.000]  Because I'm Holy
[00:00:24.000 --> 00:00:29.000]  你記得今年同福講道的主題是興起發光
[00:00:29.000 --> 00:00:35.000]  我們YS分別用了人的性格和上帝的性情
[00:00:35.000 --> 00:00:40.000]  透過聖經去探討如何可以興起發光
[00:00:40.000 --> 00:00:47.000]  所以這個系列上個禮拜是Pastor Florence講參宣
[00:00:47.000 --> 00:00:53.000]  究竟上帝的聖潔如何能夠幫助我們
[00:00:53.000 --> 00:00:56.000]  或者提醒我們我們的生命可以興起發光呢
[00:00:56.000 --> 00:01:06.000]  今天我選了一段新約的經文
[00:01:06.000 --> 00:01:09.000]  稍後跟大家講
[00:01:09.000 --> 00:01:10.000]  先問大家一個問題
[00:01:10.000 --> 00:01:14.000]  你們喜不喜歡清新的氣息
[00:01:14.000 --> 00:01:17.000]  應該大家都喜歡吧
[00:01:17.000 --> 00:01:22.000]  清新的氣息有甚麼重要呢
[00:01:22.000 --> 00:01:26.000]  不需要特別跟我說
[00:01:26.000 --> 00:01:28.000]  你是不是每天都洗澡的
[00:01:28.000 --> 00:01:31.000]  你知道不是每個人都這樣
[00:01:31.000 --> 00:01:33.000]  我預備的時候都有點麻煩
[00:01:33.000 --> 00:01:35.000]  每天都洗澡的
[00:01:35.000 --> 00:01:36.000]  為甚麼每天都洗澡
[00:01:36.000 --> 00:01:37.000]  特別是夏天
[00:01:37.000 --> 00:01:40.000]  我以前很喜歡打球現在也有
[00:01:40.000 --> 00:01:41.000]  很少
[00:01:41.000 --> 00:01:43.000]  出了大汗真的很辛苦
[00:01:43.000 --> 00:01:45.000]  還有一股味道
[00:01:45.000 --> 00:01:48.000]  洗完澡後覺得怎麼樣
[00:01:48.000 --> 00:01:51.000]  感覺很乾淨
[00:01:51.000 --> 00:01:53.000]  但是洗完澡後除了乾淨
[00:01:53.000 --> 00:01:55.000]  你還有沒有感覺到一件事
[00:01:55.000 --> 00:01:58.000]  香
[00:01:58.000 --> 00:02:00.000]  我就是想說這件事
[00:02:00.000 --> 00:02:02.000]  香了
[00:02:02.000 --> 00:02:04.000]  香了我不知道
[00:02:04.000 --> 00:02:09.000]  你那些污垢有那麼多份量
[00:02:09.000 --> 00:02:12.000]  除了乾淨
[00:02:12.000 --> 00:02:14.000]  還有一股香味
[00:02:14.000 --> 00:02:19.000]  有時候你去買皂液洗頭水
[00:02:19.000 --> 00:02:22.000]  你都會選擇一些自己喜歡的味道
[00:02:22.000 --> 00:02:25.000]  去沖洗乾淨
[00:02:25.000 --> 00:02:28.000]  有些人男女
[00:02:28.000 --> 00:02:29.000]  除了沖洗乾淨
[00:02:29.000 --> 00:02:31.000]  還要外出時濃重一點
[00:02:31.000 --> 00:02:33.000]  男的噴香水
[00:02:33.000 --> 00:02:34.000]  那些古龍水
[00:02:34.000 --> 00:02:37.000]  女的就噴香水
[00:02:37.000 --> 00:02:40.000]  除了乾淨
[00:02:40.000 --> 00:02:43.000]  還很想有一股味道
[00:02:43.000 --> 00:02:46.000]  有些群體是例外的
[00:02:46.000 --> 00:02:47.000]  例如甚麼呢
[00:02:47.000 --> 00:02:52.000]  嬰兒的毛巾
[00:02:52.000 --> 00:02:55.000]  你有沒有見過嬰兒不斷咬著
[00:02:55.000 --> 00:02:57.000]  不斷咬著自己的毛巾
[00:02:57.000 --> 00:03:01.000]  不斷在咀之前聞兩下
[00:03:01.000 --> 00:03:02.000]  有股味道
[00:03:02.000 --> 00:03:04.000]  很喜歡自己的股臭味
[00:03:04.000 --> 00:03:07.000]  還有一些年輕人
[00:03:07.000 --> 00:03:09.000]  你幾天沒有洗澡
[00:03:09.000 --> 00:03:10.000]  三四天了
[00:03:10.000 --> 00:03:12.000]  但是他不覺得臭
[00:03:12.000 --> 00:03:13.000]  你問一下年輕人
[00:03:13.000 --> 00:03:14.000]  有些是這樣的
[00:03:14.000 --> 00:03:17.000]  所以我覺得乾淨是重要
[00:03:17.000 --> 00:03:18.000]  但是除了乾淨
[00:03:18.000 --> 00:03:24.000]  我們還覺得有股香味是很重要的
[00:03:24.000 --> 00:03:27.000]  這個概念
[00:03:27.000 --> 00:03:31.000]  其實今天我跟大家分享
[00:03:31.000 --> 00:03:33.000]  都是有這個含意的
[00:03:33.000 --> 00:03:34.000]  就是講甚麼呢
[00:03:34.000 --> 00:03:36.000]  聖潔
[00:03:36.000 --> 00:03:37.000]  你說甚麼呀
[00:03:37.000 --> 00:03:39.000]  你說甚麼呀 Ivan
[00:03:39.000 --> 00:03:42.000]  甚麼乾淨又香
[00:03:42.000 --> 00:03:45.000]  聖經講聖潔是怎樣呢
[00:03:45.000 --> 00:03:46.000]  我先回上去
[00:03:46.000 --> 00:03:48.000]  聖經講聖潔是怎樣呢
[00:03:48.000 --> 00:03:49.000]  聖經講聖潔
[00:03:49.000 --> 00:03:51.000]  很多時候講聖潔
[00:03:51.000 --> 00:03:52.000]  包括上一個星期
[00:03:52.000 --> 00:03:54.000]  Pastor Forerun所有提到
[00:03:54.000 --> 00:03:55.000]  講聖潔很多時候
[00:03:55.000 --> 00:03:56.000]  都會講到道德方面的
[00:03:56.000 --> 00:03:57.000]  你應該怎樣
[00:03:57.000 --> 00:03:58.000]  你應該要做甚麼
[00:03:58.000 --> 00:03:59.000]  你應該不要做甚麼
[00:03:59.000 --> 00:04:01.000]  其實沒有錯的
[00:04:01.000 --> 00:04:03.000]  不過在中國人環背景
[00:04:03.000 --> 00:04:06.000]  有時會容易令我們有些誤解
[00:04:06.000 --> 00:04:07.000]  覺得聖潔
[00:04:07.000 --> 00:04:09.000]  基督徒要聖潔是對的
[00:04:09.000 --> 00:04:10.000]  好的
[00:04:10.000 --> 00:04:12.000]  如果做得到就不做得到
[00:04:12.000 --> 00:04:14.000]  但聖經裡面講的聖潔
[00:04:14.000 --> 00:04:16.000]  其實有兩個很重要
[00:04:16.000 --> 00:04:19.000]  很基本的含意
[00:04:19.000 --> 00:04:20.000]  聖經講聖潔
[00:04:20.000 --> 00:04:22.000]  那兩個含意就是
[00:04:22.000 --> 00:04:27.000]  聖經講聖潔
[00:04:27.000 --> 00:04:31.000]  主要有這兩個分別的含意
[00:04:31.000 --> 00:04:35.000]  一個是分別出來
[00:04:35.000 --> 00:04:36.000]  separate
[00:04:36.000 --> 00:04:38.000]  分開的
[00:04:38.000 --> 00:04:41.000]  即是解開了出來
[00:04:41.000 --> 00:04:44.000]  第二就是不同的
[00:04:44.000 --> 00:04:46.000]  即是要做些不同的事
[00:04:46.000 --> 00:04:48.000]  即是要特別寧寧卸卸
[00:04:48.000 --> 00:04:49.000]  分開了出來
[00:04:49.000 --> 00:04:51.000]  是為了一些特別的purpose
[00:04:51.000 --> 00:04:52.000]  即是不同的
[00:04:52.000 --> 00:04:53.000]  所以很多時候
[00:04:53.000 --> 00:04:54.000]  我們講聖潔的時候
[00:04:54.000 --> 00:04:56.000]  經常都會教聽那個term
[00:04:56.000 --> 00:04:57.000]  分別為聖
[00:04:57.000 --> 00:04:58.000]  即是分別為聖
[00:04:58.000 --> 00:05:00.000]  上帝將我們分別出來
[00:05:00.000 --> 00:05:04.000]  和世界很不一樣
[00:05:04.000 --> 00:05:08.000]  所以聖經用當Holy這個字
[00:05:08.000 --> 00:05:10.000]  聖經如果用形容詞
[00:05:10.000 --> 00:05:12.000]  擺在很多不同的地方
[00:05:12.000 --> 00:05:13.000]  聖者
[00:05:13.000 --> 00:05:14.000]  聖地
[00:05:14.000 --> 00:05:15.000]  聖城
[00:05:15.000 --> 00:05:16.000]  聖文
[00:05:16.000 --> 00:05:18.000]  聖器具
[00:05:18.000 --> 00:05:21.000]  即是聖殿裡面
[00:05:21.000 --> 00:05:23.000]  擺在那些陳設餅
[00:05:23.000 --> 00:05:27.000]  那些聖竹聖像
[00:05:27.000 --> 00:05:30.000]  好像很深的
[00:05:30.000 --> 00:05:32.000]  但其實我們日常生活
[00:05:32.000 --> 00:05:35.000]  都不難理解這個concept
[00:05:35.000 --> 00:05:36.000]  為甚麼我這樣講呢
[00:05:36.000 --> 00:05:39.000]  我找資料看了之後
[00:05:39.000 --> 00:05:42.000]  有些人類學家和社會學家做了一個研究
[00:05:42.000 --> 00:05:44.000]  其實我們日常生活
[00:05:44.000 --> 00:05:45.000]  一般人
[00:05:45.000 --> 00:05:47.000]  不要理他信不信耶穌
[00:05:47.000 --> 00:05:51.000]  對於神聖的一些地點地方
[00:05:51.000 --> 00:05:53.000]  和神聖的時間空間
[00:05:53.000 --> 00:05:55.000]  我們其實有些概念
[00:05:55.000 --> 00:05:56.000]  例如是甚麼呢
[00:05:56.000 --> 00:06:00.000]  你這麼大個人
