
[00:00:00.000 --> 00:00:06.080]  今天的訊息 我們就回到針研
[00:00:06.080 --> 00:00:08.500]  在針研裏面所講的題目
[00:00:08.500 --> 00:00:13.440]  今天我要講的就是關於
[00:00:13.440 --> 00:00:16.580]  心裏面的滿足的問題
[00:00:16.580 --> 00:00:18.760]  怎樣才可以滿足呢
[00:00:18.760 --> 00:00:23.040]  可以有很多方法
[00:00:23.040 --> 00:00:25.580]  但是真正的滿足
[00:00:25.580 --> 00:00:28.580]  我們每一個人都很渴求
[00:00:28.940 --> 00:00:31.160]  但是很多時候就是找錯方法
[00:00:31.160 --> 00:00:35.140]  怎樣才可以真正的滿足呢
[00:00:35.140 --> 00:00:38.360]  有人就這樣提議
[00:00:38.360 --> 00:00:40.720]  他就列出一大堆東西
[00:00:40.720 --> 00:00:41.720]  他說
[00:00:41.720 --> 00:00:45.580]  一個滿足快樂的人生
[00:00:45.580 --> 00:00:48.120]  就需要有以下這麼多東西
[00:00:48.120 --> 00:00:54.220]  有足夠的錢去支付你日用所需的東西
[00:00:54.220 --> 00:00:57.020]  我們都知道是吧
[00:00:59.020 --> 00:01:02.900]  再要有足夠的健康去享受工作
[00:01:02.900 --> 00:01:04.880]  當然是好
[00:01:04.880 --> 00:01:09.320]  有足夠的忍耐等到好景來到
[00:01:09.320 --> 00:01:11.960]  有好景來到當然是好
[00:01:11.960 --> 00:01:17.900]  有足夠的能力去面對甚至是升過困難
[00:01:17.900 --> 00:01:19.760]  當然是好
[00:01:19.760 --> 00:01:22.840]  但是我們有沒有呢
[00:01:22.840 --> 00:01:25.660]  是不是每個人都可以有這四樣東西呢
[00:01:25.660 --> 00:01:27.600]  錢
[00:01:28.080 --> 00:01:29.240]  健康
[00:01:29.240 --> 00:01:30.440]  忍耐
[00:01:30.440 --> 00:01:31.660]  能力
[00:01:31.660 --> 00:01:34.840]  我都希望有
[00:01:34.840 --> 00:01:41.060]  接著有四樣東西
[00:01:41.060 --> 00:01:42.060]  或者好一點
[00:01:42.060 --> 00:01:46.760]  他說你要有足夠的恩典去認罪悔改
[00:01:46.760 --> 00:01:49.980]  有足夠的信心活出神的真實
[00:01:49.980 --> 00:01:52.620]  有足夠的盼望能夠將
[00:01:52.620 --> 00:01:58.180]  對未來所產生的恐懼能夠掃開
[00:01:58.180 --> 00:02:00.760]  有足夠的愛心
[00:02:00.760 --> 00:02:03.500]  使自己能夠成為別人的祝福
[00:02:03.500 --> 00:02:06.480]  這四樣是
[00:02:06.480 --> 00:02:08.900]  屬靈方面的東西是吧
[00:02:08.900 --> 00:02:10.120]  挺好的
[00:02:10.120 --> 00:02:12.520]  我相信這個人會是基督徒
[00:02:12.520 --> 00:02:18.700]  非基督徒他會怎麼想呢
[00:02:20.980 --> 00:02:23.560]  當我看了很多參考資料的時候
[00:02:23.560 --> 00:02:27.580]  很多人無論古代還是現代
[00:02:27.580 --> 00:02:30.140]  他們都引用類似的東西
[00:02:30.140 --> 00:02:31.240]  非基督徒
[00:02:31.240 --> 00:02:34.420]  我覺得最有代表性的
[00:02:34.420 --> 00:02:39.000]  我就找了一位古希臘的哲學家
[00:02:39.000 --> 00:02:42.400]  叫做Epicurus
[00:02:42.400 --> 00:02:47.360]  他是主持了大約三百年的哲學家
[00:02:47.360 --> 00:02:49.160]  他就這樣說
[00:02:49.760 --> 00:02:51.880]  他說「負足」是什麼呢
[00:02:51.880 --> 00:02:54.880]  「負足」不是由於擁有很多東西
[00:02:54.880 --> 00:02:59.520]  而是覺得已經沒什麼缺乏
[00:02:59.520 --> 00:03:07.200]  沒什麼缺乏這個概念其實是很有深度的
[00:03:07.200 --> 00:03:09.100]  值得我們多點去思考一下
[00:03:09.100 --> 00:03:17.240]  覺得缺乏很少
[00:03:17.240 --> 00:03:18.500]  而覺得滿足
[00:03:18.500 --> 00:03:22.660]  這個其實是符合聖經的一部份教導
[00:03:22.660 --> 00:03:27.860]  但是聖經卻是有更深一層的教導
[00:03:27.860 --> 00:03:28.860]  我們一起看看
[00:03:28.860 --> 00:03:32.380]  聖經很清楚地告訴我們
[00:03:32.380 --> 00:03:34.380]  「負足」或者是「滿足」
[00:03:34.380 --> 00:03:35.820]  是從神而來的
[00:03:35.820 --> 00:03:37.820]  是神所賜的
[00:03:37.820 --> 00:03:40.580]  也是需要透過我們每一個人
[00:03:40.580 --> 00:03:43.980]  跟神有多親密的關係而得到的
[00:03:43.980 --> 00:03:48.220]  今天將要看的幾段聖經
[00:03:48.220 --> 00:03:50.220]  就是這樣來教導我們
[00:03:50.220 --> 00:03:53.580]  甚至聖經是教導我們
[00:03:53.580 --> 00:03:58.020]  當在一個不能夠兩者兼得的時候
[00:03:58.020 --> 00:04:01.180]  我們寧願放棄其中一些東西
[00:04:01.180 --> 00:04:04.820]  或者直接說就是
[00:04:04.820 --> 00:04:11.620]  在滿足、快樂、細密、錢財
[00:04:11.620 --> 00:04:13.620]  不能夠兼得的時候
[00:04:13.620 --> 00:04:16.300]  聖經教我們要寧願放棄
[00:04:16.300 --> 00:04:18.940]  或者減少一些名利財物的追求
[00:04:18.940 --> 00:04:23.460]  而是要去追求屬靈的福氣
[00:04:23.460 --> 00:04:28.900]  還要追求一個和諧的家庭
[00:04:28.900 --> 00:04:35.580]  上一次我講關於「真言」裏面的題目
[00:04:35.580 --> 00:04:41.060]  就是講和諧家庭的重要
[00:04:41.060 --> 00:04:45.180]  那個子亡
[00:04:45.900 --> 00:04:47.900]  這方面我今天不會詳細講
[00:04:47.900 --> 00:04:49.900]  怎樣才可以做到一個和諧的家庭
[00:04:49.900 --> 00:04:51.900]  但是會涉及多少
[00:04:51.900 --> 00:04:55.300]  如果你想知道更多關於和諧家庭要怎樣
[00:04:55.300 --> 00:04:58.500]  可以聽我上一次的講道
[00:04:58.500 --> 00:05:04.620]  最滿足快樂的人生就是
[00:05:04.620 --> 00:05:09.380]  經歷到神和享受到家庭的和諧
[00:05:09.380 --> 00:05:12.900]  這個就是今天我要和大家分享的題目
[00:05:14.100 --> 00:05:17.180]  我們首先讀第一段的經文
[00:05:44.100 --> 00:05:49.140]  你讀完這四節聖經的時候
[00:05:49.140 --> 00:05:53.180]  你會發覺這四節聖經是有一致的表達方式的
[00:05:53.180 --> 00:05:59.060]  就是在兩個比較之下
[00:05:59.060 --> 00:06:02.060]  或者你說兩者不能兼得
[00:06:02.060 --> 00:06:04.060]  兩者不可以兼得
[00:06:04.060 --> 00:06:06.060]  兩者不可兼得
[00:06:06.060 --> 00:06:08.060]  不可以兼得
[00:06:08.060 --> 00:06:10.060]  兩者不可兼得
[00:06:10.060 --> 00:06:12.060]  不可以兼得
[00:06:12.060 --> 00:06:14.060]  不可以兼得
[00:06:14.060 --> 00:06:16.060]  兼得之下
[00:06:16.060 --> 00:06:19.060]  聖經教導我們應該選擇什麼
[00:06:19.060 --> 00:06:21.060]  而去放棄什麼
[00:06:21.060 --> 00:06:23.060]  教我們曉得取捨
[00:06:23.060 --> 00:06:27.060]  我們看回十五章十六節
[00:06:27.060 --> 00:06:31.060]  這一節聖經說
[00:06:31.060 --> 00:06:33.060]  就算賺少一點
[00:06:33.060 --> 00:06:35.060]  如果能夠敬畏神
[00:06:35.060 --> 00:06:38.060]  這樣是比賺多了好
[00:06:38.060 --> 00:06:40.060]  卻是家嘈屋弊
[00:06:42.060 --> 00:06:44.060]  大家同意嗎
[00:06:44.060 --> 00:06:46.060]  十七節
[00:06:46.060 --> 00:06:48.060]  十七節是說
[00:06:48.060 --> 00:06:50.060]  如果能夠彼此相愛
[00:06:50.060 --> 00:06:52.060]  就算餐餐青菜白飯
[00:06:52.060 --> 00:06:55.060]  都比餐餐吃肥牛好
[00:06:55.060 --> 00:06:57.060]  肥牛是什麼意思
[00:06:57.060 --> 00:06:59.060]  就是很奢侈的筵席
[00:06:59.060 --> 00:07:01.060]  因為不是每餐都可以吃肥牛
[00:07:01.060 --> 00:07:03.060]  古代的人都是一樣
[00:07:03.060 --> 00:07:05.060]  憲制或者是過時過節
[00:07:05.060 --> 00:07:08.060]  才會吃肥牛
[00:07:08.060 --> 00:07:10.060]  如果餐餐肥牛
[00:07:10.060 --> 00:07:12.060]  餐餐都是很奢侈的筵席也好
[00:07:12.060 --> 00:07:14.060]  如果見到麵是麵了的
[00:07:14.060 --> 00:07:16.060]  是沒有意思的
[00:07:16.060 --> 00:07:18.060]  我們都很同意
[00:07:18.060 --> 00:07:20.060]  十六章八節
[00:07:20.060 --> 00:07:23.060]  這節聖經也是說
[00:07:23.060 --> 00:07:26.060]  就算能夠賺多一點
[00:07:26.060 --> 00:07:28.060]  但是如果要做一些
[00:07:28.060 --> 00:07:30.060]  不合神心意的事
[00:07:30.060 --> 00:07:32.060]  不如賺少一點
[00:07:32.060 --> 00:07:35.060]  能夠做一些合神心意的事
[00:07:35.060 --> 00:07:37.060]  這樣更加好
[00:07:37.060 --> 00:07:39.060]  我們基督徒都應該是這樣
[00:07:41.060 --> 00:07:44.060]  十七章一節說
[00:07:44.060 --> 00:07:46.060]  大排筵席
[00:07:46.060 --> 00:07:48.060]  卻是大家在爭吵
[00:07:48.060 --> 00:07:50.060]  很沒意思
[00:07:50.060 --> 00:07:53.060]  不如就這樣吃餅乾就算了
[00:07:53.060 --> 00:07:54.060]  吃餅乾的時候
[00:07:54.060 --> 00:07:56.060]  大家可以歡喜快樂
[00:07:56.060 --> 00:07:58.060]  這樣更好
[00:07:58.060 --> 00:08:00.060]  我們都會這樣說
[00:08:00.060 --> 00:08:04.060]  總括來說
[00:08:04.060 --> 00:08:06.060]  這幾節聖經指出
[00:08:06.060 --> 00:08:08.060]  敬畏神和
[00:08:08.060 --> 00:08:11.060]  去保持人與人之間的和諧關係
[00:08:11.060 --> 00:08:14.060]  當然包括家庭的和諧
[00:08:14.060 --> 00:08:19.060]  這樣比擁有更多的財物名利
[00:08:19.060 --> 00:08:21.060]  更加重要
[00:08:21.060 --> 00:08:23.060]  相信看完這幾節聖經
[00:08:23.060 --> 00:08:25.060]  大家都會得到
[00:08:25.060 --> 00:08:27.060]  這個很重要的概念
[00:08:27.060 --> 00:08:29.060]  但是我們要將這個
[00:08:29.060 --> 00:08:31.060]  教導放在心裡
[00:08:31.060 --> 00:08:37.060]  聖經已經寫得很清楚
[00:08:37.060 --> 00:08:39.060]  但是
[00:08:39.060 --> 00:08:41.060]  在現實裡
[00:08:41.060 --> 00:08:43.060]  我們很多信徒仍然很想問
[00:08:43.060 --> 00:08:45.060]  一件事
[00:08:45.060 --> 00:08:47.060]  我們可不可以
[00:08:47.060 --> 00:08:49.060]  魚與熊掌兩樣兼得呢?
[00:08:49.060 --> 00:08:51.060]  那就是說
[00:08:51.060 --> 00:08:53.060]  我們可不可以
[00:08:53.060 --> 00:08:55.060]  又有財寶
[00:08:55.060 --> 00:08:57.060]  又敬畏神呢?
[00:08:57.060 --> 00:08:59.060]  可不可以呢?
[00:08:59.060 --> 00:09:01.060]  又可不可以我們又吃肥牛
[00:09:01.060 --> 00:09:03.060]  又彼此相愛呢?
[00:09:03.060 --> 00:09:05.060]  又可不可以
[00:09:05.060 --> 00:09:07.060]  多有財利
[00:09:07.060 --> 00:09:09.060]  又行事公義呢?
[00:09:09.060 --> 00:09:11.060]  可不可以
[00:09:11.060 --> 00:09:13.060]  又徹言滿屋
[00:09:13.060 --> 00:09:15.060]  大家又相安呢?
[00:09:15.060 --> 00:09:17.060]  可不可以呢?
[00:09:17.060 --> 00:09:19.060]  我們都很想
[00:09:19.060 --> 00:09:21.060]  兩樣都可以是吧?
[00:09:21.060 --> 00:09:25.060]  在人的角度看來
[00:09:25.060 --> 00:09:27.060]  或者可以
[00:09:27.060 --> 00:09:29.060]  但是
[00:09:29.060 --> 00:09:31.060]  很多的聖經
[00:09:31.060 --> 00:09:33.060]  或者這幾節的聖經
[00:09:33.060 --> 00:09:35.060]  很清楚的告訴我們
[00:09:35.060 --> 00:09:37.060]  其實是不可以兩者兼得的
[00:09:37.060 --> 00:09:41.060]  是需要有所取捨的
[00:09:41.060 --> 00:09:45.060]  主耶穌在登山補訓那裡
[00:09:45.060 --> 00:09:47.060]  也說得很清楚
[00:09:47.060 --> 00:09:49.060]  在馬太福音
[00:09:49.060 --> 00:09:51.060]  六章二十四節那裡
[00:09:51.060 --> 00:09:53.060]  主耶穌說
[00:09:53.060 --> 00:09:55.060]  你們不能又侍奉神又侍奉馬門
[00:09:55.060 --> 00:09:57.060]  馬門就是錢財
[00:09:57.060 --> 00:09:59.060]  在十九章
[00:09:59.060 --> 00:10:01.060]  馬太福音十九章二十三節
[00:10:01.060 --> 00:10:03.060]  主耶穌也說
[00:10:03.060 --> 00:10:05.060]  財主進天國
[00:10:05.060 --> 00:10:07.060]  是難的
[00:10:07.060 --> 00:10:09.060]  因為他倚靠錢財
[00:10:09.060 --> 00:10:11.060]  多過倚靠神
[00:10:11.060 --> 00:10:13.060]  二十四節
[00:10:13.060 --> 00:10:15.060]  駱駝穿過針的眼
[00:10:15.060 --> 00:10:17.060]  比財主進神的國
[00:10:17.060 --> 00:10:19.060]  還容易呢?
[00:10:19.060 --> 00:10:23.060]  我們何必羨慕做財主呢?
[00:10:23.060 --> 00:10:27.060]  但是
[00:10:27.060 --> 00:10:29.060]  往往我們
[00:10:29.060 --> 00:10:31.060]  無論是基督徒也好
[00:10:31.060 --> 00:10:33.060]  我們也很羨慕
[00:10:33.060 --> 00:10:35.060]  或者很想做一個
[00:10:35.060 --> 00:10:37.060]  又有錢又有愛主的基督徒
[00:10:37.060 --> 00:10:41.060]  這是發達福音
[00:10:41.060 --> 00:10:45.060]  又愛主又有錢
[00:10:45.060 --> 00:10:47.060]  多麼好
[00:10:47.060 --> 00:10:53.060]  可不可以呢?
[00:10:53.060 --> 00:10:55.060]  或者你想不想呢?
[00:10:55.060 --> 00:10:57.060]  老實說我曾經也很想這樣
[00:10:57.060 --> 00:10:59.060]  不過呢
[00:10:59.060 --> 00:11:01.060]  我很快就決定
[00:11:01.060 --> 00:11:03.060]  我先做愛主
[00:11:03.060 --> 00:11:05.060]  發不發達呢?
[00:11:05.060 --> 00:11:07.060]  是不是財主呢?
[00:11:07.060 --> 00:11:09.060]  等神決定
[00:11:09.060 --> 00:11:13.060]  又愛主又有錢的信徒
[00:11:13.060 --> 00:11:15.060]  我們也很想做
[00:11:15.060 --> 00:11:17.060]  但是
[00:11:17.060 --> 00:11:19.060]  如果我讓你想另一個層面
[00:11:19.060 --> 00:11:21.060]  你馬上就會知道有問題
[00:11:21.060 --> 00:11:25.060]  你想不想見到一個又愛主
[00:11:25.060 --> 00:11:27.060]  又有錢的牧師呢?
[00:11:27.060 --> 00:11:31.060]  有問題
[00:11:31.060 --> 00:11:33.060]  我也很想
[00:11:33.060 --> 00:11:35.060]  我也有想過
[00:11:35.060 --> 00:11:37.060]  如果我做一個又有錢又有愛主的牧師
[00:11:37.060 --> 00:11:39.060]  就好了
[00:11:39.060 --> 00:11:41.060]  不過很快
[00:11:41.060 --> 00:11:43.060]  我就放棄這些思念
[00:11:43.060 --> 00:11:47.060]  是不是有問題?
[00:11:47.060 --> 00:11:49.060]  我想你不會同意
[00:11:49.060 --> 00:11:51.060]  一個又愛主又有錢的牧師
[00:11:51.060 --> 00:11:53.060]  牧師是窮的
[00:11:55.060 --> 00:11:57.060]  有錢又怎麼會愛主呢?
[00:11:57.060 --> 00:12:01.060]  大家不要誤會
[00:12:01.060 --> 00:12:03.060]  有錢不是犯罪
[00:12:03.060 --> 00:12:05.060]  感謝神
[00:12:05.060 --> 00:12:07.060]  有些有錢人也很愛主
[00:12:07.060 --> 00:12:09.060]  不過其實很難的
[00:12:09.060 --> 00:12:15.060]  弟兄姊妹
[00:12:15.060 --> 00:12:17.060]  做一個又有錢又愛主的基督徒
[00:12:17.060 --> 00:12:19.060]  不是罪
[00:12:19.060 --> 00:12:21.060]  但是這個概念
[00:12:21.060 --> 00:12:23.060]  其實不值得鼓吹
[00:12:23.060 --> 00:12:25.060]  很多信徒
[00:12:25.060 --> 00:12:27.060]  就是因為
