
[00:00:00.000 --> 00:00:02.360]  岩岩:剛剛從外地回來
[00:00:02.360 --> 00:00:04.840]  記者:剛剛牧師修年假回來
[00:00:04.840 --> 00:00:08.160]  岩岩:因為時差的關係
[00:00:08.160 --> 00:00:09.920]  記者:因為時差的關係
[00:00:09.920 --> 00:00:12.080]  岩岩:現在還在一個夢境當中
[00:00:12.080 --> 00:00:14.080]  記者:現在仍然還在一個夢境當中
[00:00:14.080 --> 00:00:16.080]  岩岩:這樣的狀態很配合今天的講題
[00:00:16.080 --> 00:00:19.160]  記者:今天的狀態很配合今天的講題
[00:00:19.160 --> 00:00:21.160]  岩岩:話說在某個早上
[00:00:21.160 --> 00:00:23.160]  記者:話說在某個早上
[00:00:23.160 --> 00:00:26.280]  岩岩:岩岩起床的太太就很興奮的跟丈夫講
[00:00:26.280 --> 00:00:29.640]  記者:岩岩起床的太太就很興奮的跟丈夫講
[00:00:29.640 --> 00:00:35.160]  岩岩:親愛的,我昨晚夢見你送了一隻很大的鑽石戒指給我
[00:00:35.160 --> 00:00:35.160]  記者:親愛的,我昨晚夢見你送了一隻很大的鑽石戒指給我
[00:00:35.160 --> 00:00:40.520]  記者:親愛的,我昨晚夢見你送了一隻很大的鑽石戒指給我
[00:00:40.520 --> 00:00:44.800]  岩岩:丈夫就好像不動了,動了
[00:00:44.800 --> 00:00:47.520]  岩岩:丈夫就面無表情地看著她
[00:00:47.520 --> 00:00:50.400]  記者:丈夫就面無表情地看著她
[00:00:50.400 --> 00:00:53.040]  岩岩:太太就死心不息地再追問她
[00:00:53.040 --> 00:00:56.520]  記者:太太又鍥而不捨地再追問她
[00:00:56.520 --> 00:00:59.400]  岩岩:親愛的,你覺得這個夢有什麼啟示呢?
[00:00:59.400 --> 00:01:02.160]  記者:他說親愛的,你覺得這個夢有什麼啟示呢?
[00:01:02.160 --> 00:01:04.520]  岩岩:丈夫就很無奈地回答她
[00:01:04.520 --> 00:01:06.560]  記者:丈夫就很無奈地回答她
[00:01:06.560 --> 00:01:11.560]  岩岩:他說,等我今晚下班,你就會知道這個夢有什麼啟示了
[00:01:11.560 --> 00:01:15.560]  記者:他說,你今天下午等我下班,你就會知道這個夢有什麼啟示了
[00:01:15.560 --> 00:01:17.360]  岩岩:太太就等了一整天
[00:01:17.360 --> 00:01:19.080]  記者:太太就等了一整天
[00:01:19.080 --> 00:01:21.480]  岩岩:滿心期待丈夫下班
[00:01:21.480 --> 00:01:23.480]  記者:滿心期待丈夫下班
[00:01:23.480 --> 00:01:25.000]  岩岩:看到丈夫回來了
[00:01:25.000 --> 00:01:26.760]  記者:結果丈夫回來了
[00:01:26.760 --> 00:01:33.080]  岩岩:一進家裡,在公事包裡拿了一個包裝非常精美的禮物出來
[00:01:33.080 --> 00:01:37.440]  記者:從公事包裡拿了一個包裝非常精美的禮物出來
[00:01:37.440 --> 00:01:38.440]  岩岩:送給太太
[00:01:38.440 --> 00:01:39.320]  記者:送給太太
[00:01:39.320 --> 00:01:43.880]  岩岩:他說,你很快就會知道昨晚的夢有什麼啟示了
[00:01:43.880 --> 00:01:47.800]  記者:他說,你很快就會知道昨天晚上的夢有什麼啟示了
[00:01:47.800 --> 00:01:50.920]  岩岩:太太就很興奮地馬上拆開這個禮物
[00:01:50.920 --> 00:01:53.320]  記者:太太就很興奮地馬上拆開這個禮物
[00:01:53.320 --> 00:01:54.320]  岩岩:你會看到什麼呢?
[00:01:54.320 --> 00:01:55.680]  記者:她會看到什麼呢?
[00:01:55.680 --> 00:01:59.760]  岩岩:她看到一本書,那本書名是佛洛伊德的《夢的解釋》
[00:01:59.760 --> 00:02:04.240]  記者:她就看到了一本書,是佛洛伊德的名著《夢的解析》
[00:02:04.240 --> 00:02:10.040]  岩岩:上個月,黃勤牧師就從家庭倫理的角度去講約瑟的生平
[00:02:10.040 --> 00:02:15.520]  記者:上個月底,黃克勤牧師就從家庭倫理的角度去講約瑟的一生
[00:02:15.520 --> 00:02:20.280]  岩岩:適逢這個月,以道自見,就又是講到約瑟的人生
[00:02:20.280 --> 00:02:24.000]  記者:適逢這個月的《耳道自見》又講到約瑟的人生
[00:02:24.000 --> 00:02:28.240]  岩岩:所以我今天早上是想從夢的角度去分享約瑟的人生
[00:02:28.240 --> 00:02:32.680]  記者:所以我今天早上想從夢的角度去分享約瑟的一生
[00:02:32.680 --> 00:02:36.480]  岩岩:很多年前有個電視廣告的口號令我印象難忘
[00:02:36.480 --> 00:02:40.640]  記者:好多年前一個電視廣告的口號令牧師很難忘
[00:02:40.640 --> 00:02:44.440]  岩岩:他這樣講,只要有夢想,凡事可成真
[00:02:44.440 --> 00:02:47.360]  記者:他這樣說,只要有夢想,凡事可成真
[00:02:47.360 --> 00:02:51.320]  岩岩:你想想,沒有夢的人生到底是一種什麼樣的人生呢?
[00:02:51.320 --> 00:02:54.920]  記者:你想想,沒有夢的人生到底是一種什麼樣的人生呢?
[00:02:54.920 --> 00:02:57.760]  岩岩:有沒有想過沒有夢的人生是一種什麼樣的人生呢?
[00:02:57.760 --> 00:03:00.840]  記者:有沒有想過沒有夢的人生到底是一種什麼樣的人生呢?
[00:03:00.840 --> 00:03:04.840]  岩岩:我們套用周星馳電影《笑容足球》有一個經典的對白
[00:03:04.840 --> 00:03:08.880]  記者:我們套用周星馳電影裡面的一句經典對白
[00:03:08.880 --> 00:03:13.360]  岩岩:他說如果沒有人生沒有夢想,那跟一條鹹魚有什麼分別呢?
[00:03:13.360 --> 00:03:17.000]  記者:他說做人如果沒有夢想,那跟鹹魚有什麼分別呢?
[00:03:17.000 --> 00:03:19.720]  岩岩:夢想可能是人生最大的財富
[00:03:19.720 --> 00:03:22.280]  記者:夢想可能是人生最大的財富
[00:03:22.280 --> 00:03:25.760]  岩岩:敢於做夢的人在他的生命的銀行裡面
[00:03:25.760 --> 00:03:29.320]  記者:那敢於做夢的人就是在他的生命的銀行裡面
[00:03:29.320 --> 00:03:31.720]  岩岩:他存留了很多幸福的帳戶
[00:03:31.720 --> 00:03:34.320]  記者:去存留了很多幸福的帳戶
[00:03:34.320 --> 00:03:36.400]  岩岩:努力去實踐夢想的人
[00:03:36.400 --> 00:03:38.200]  記者:努力去實踐夢想的人
[00:03:38.200 --> 00:03:41.880]  岩岩:就將這些,存了這些的夢想去提存出來
[00:03:41.880 --> 00:03:44.760]  記者:就將這些存在裡面的夢想去提取出來
[00:03:44.760 --> 00:03:46.680]  岩岩:一心去實踐夢想的人
[00:03:46.680 --> 00:03:48.280]  記者:一心想要實踐夢想的人
[00:03:48.280 --> 00:03:50.360]  岩岩:他有一股動力勇往直前
[00:03:50.360 --> 00:03:52.440]  記者:他有一股動力勇往直前
[00:03:52.440 --> 00:03:54.760]  岩岩:誰都擋不住堅持的力量
[00:03:54.760 --> 00:03:56.920]  記者:誰都擋不住堅持的力量
[00:03:56.920 --> 00:03:58.520]  岩岩:除非他自己選擇放棄
[00:03:58.520 --> 00:04:00.400]  記者:除非他自己選擇放棄
[00:04:00.400 --> 00:04:03.640]  岩岩:相反來說,如果沒有夢的人只不過是隨波逐流
[00:04:03.640 --> 00:04:06.840]  記者:相反,如果沒有夢的人就是隨波逐流
[00:04:06.840 --> 00:04:08.760]  岩岩:所謂過一日就是一日
[00:04:08.760 --> 00:04:11.800]  記者:所謂的是過一天就是一天
[00:04:11.800 --> 00:04:16.320]  岩岩:我學結他的時候有一首英文歌叫做《Today》
[00:04:16.320 --> 00:04:20.280]  記者:我學結他的時候有一首英文歌叫做《Today》
[00:04:20.280 --> 00:04:24.920]  岩岩:每個學結他的人幾乎都會學這首歌
[00:04:24.920 --> 00:04:27.960]  記者:每一個學結他的人基本上都會學這首歌
[00:04:27.960 --> 00:04:33.800]  岩岩:因為很簡單,它只是一個C調,大概三、四個和弦
[00:04:33.800 --> 00:04:39.720]  記者:因為是一個很簡單的C調,大概是三、四個和弦
[00:04:39.720 --> 00:04:42.440]  岩岩:講起學結他,我都充滿很多血歷史
[00:04:42.440 --> 00:04:45.000]  記者:講起我學結他,就充滿了很多歷史
[00:04:45.000 --> 00:04:48.600]  岩岩:令我的自尊心蕩然無存
[00:04:48.600 --> 00:04:50.920]  記者:讓我的自尊心蕩然無存
[00:04:50.920 --> 00:04:54.280]  岩岩:教我學結他的人教了幾天就跟我這樣說
[00:04:54.280 --> 00:04:58.440]  記者:教我學結他的人過了幾天就這麼對我說
[00:04:58.440 --> 00:05:01.080]  岩岩:他說你彈結他的手勢很難形容
[00:05:01.080 --> 00:05:04.160]  記者:你彈結他的手勢好難形容
[00:05:04.160 --> 00:05:06.320]  岩岩:好有深度,變幻莫測
[00:05:06.320 --> 00:05:08.320]  記者:好有深度,變幻莫測
[00:05:08.320 --> 00:05:10.840]  岩岩:他說遠看就好像患了帕金遜病
[00:05:10.840 --> 00:05:14.520]  記者:遠看就好像患了帕金遜綜合症
[00:05:14.520 --> 00:05:16.160]  岩岩:近看又好像抽筋
[00:05:16.160 --> 00:05:17.840]  記者:近看又好像抽筋
[00:05:17.840 --> 00:05:19.840]  岩岩:不知道就以為你在彈琵琶
[00:05:19.840 --> 00:05:22.560]  記者:不知道的人以為你彈的是琵琶
[00:05:22.560 --> 00:05:24.560]  岩岩:知道又不知道你在彈什麼
[00:05:24.560 --> 00:05:26.920]  記者:知道的人又不知道你在彈什麼
[00:05:26.920 --> 00:05:28.720]  岩岩:他說有些東西是不可以勉強的
[00:05:28.720 --> 00:05:30.920]  記者:他說有的事是不可以勉強的
[00:05:30.920 --> 00:05:32.400]  岩岩:勉強是沒有幸福的
[00:05:32.400 --> 00:05:33.600]  記者:勉強是沒有幸福的
[00:05:33.600 --> 00:05:35.200]  岩岩:你有沒有想過休息一下呢
[00:05:35.200 --> 00:05:37.480]  記者:你有沒有想過休息一下呢
[00:05:37.480 --> 00:05:39.320]  岩岩:其實我覺得很不負責任
[00:05:39.320 --> 00:05:40.640]  記者:其實很不負責任
[00:05:40.640 --> 00:05:44.960]  岩岩:我學鋼琴也是這樣 我學吉他也是這樣
[00:05:44.960 --> 00:05:46.160]  記者:我學吉他也是這樣
[00:05:46.160 --> 00:05:47.560]  岩岩:我都還沒有入閘
[00:05:47.560 --> 00:05:49.240]  記者:我都還沒有進入這個
[00:05:49.240 --> 00:05:50.440]  岩岩:你就被DQ了
[00:05:50.440 --> 00:05:53.120]  記者:你都要我退出了
[00:05:53.120 --> 00:05:56.080]  岩岩:其實很無奈
[00:05:56.080 --> 00:05:57.840]  記者:其實是很無奈的
[00:05:57.840 --> 00:06:01.280]  岩岩:大家知不知道最後我終於學成了彈吉他
[00:06:01.280 --> 00:06:04.000]  記者:大家知不知道我最後終於學成了彈吉他
[00:06:04.000 --> 00:06:05.280]  岩岩:你猜這個原因是什麼呢
[00:06:05.280 --> 00:06:06.640]  記者:你猜這個原因是什麼呢
[00:06:06.640 --> 00:06:08.520]  岩岩:大家可能以為我為了追師母
[00:06:08.520 --> 00:06:10.960]  記者:大家可能以為我為了追師母
[00:06:10.960 --> 00:06:13.280]  岩岩:老夫子的漫畫都是這樣的
[00:06:13.280 --> 00:06:14.840]  記者:老夫子的漫畫都是這樣的
[00:06:14.840 --> 00:06:18.320]  岩岩:對著師母的窗戶拿著吉他唱情歌
[00:06:18.320 --> 00:06:20.960]  記者:對著師母的窗戶拿著吉他唱情歌
[00:06:20.960 --> 00:06:23.400]  岩岩:結果她就放心暗許嫁給我了
[00:06:23.400 --> 00:06:25.280]  記者:結果就嫁給我了
[00:06:25.280 --> 00:06:26.400]  岩岩:其實不是的
[00:06:26.400 --> 00:06:27.200]  記者:其實不是的
[00:06:27.200 --> 00:06:28.800]  岩岩:當時我有一個夢想
[00:06:28.800 --> 00:06:30.280]  記者:當時我有一個夢想
[00:06:30.280 --> 00:06:32.600]  岩岩:我希望有一天可以用吉他去敬拜神
[00:06:32.600 --> 00:06:34.480]  記者:我希望有一天可以用吉他去敬拜神
[00:06:34.480 --> 00:06:37.120]  岩岩:就是這個夢想成為一個動力
[00:06:37.120 --> 00:06:39.240]  記者:就是這個夢想成為一個動力
[00:06:39.240 --> 00:06:42.120]  岩岩:讓我克服了很多困難終於學成彈吉他
[00:06:42.120 --> 00:06:45.320]  記者:讓我克服了很多困難終於學成了彈吉他
[00:06:45.320 --> 00:06:47.400]  岩岩:當然由於天分的關係
[00:06:47.400 --> 00:06:49.120]  記者:當然由於天分的關係
[00:06:49.120 --> 00:06:51.200]  岩岩:最終我都沒有向樂壇發展
[00:06:51.200 --> 00:06:53.400]  記者:最終我都沒有向樂壇發展
[00:06:53.400 --> 00:06:54.840]  岩岩:但至少我會彈
[00:06:54.840 --> 00:06:56.960]  記者:但至少我是懂得彈的
[00:06:56.960 --> 00:06:59.360]  岩岩:說回《Today》這首歌
[00:06:59.360 --> 00:07:01.120]  記者:講回《Today》這首歌
[00:07:01.120 --> 00:07:04.040]  岩岩:當時有一位歌星叫做關正傑
[00:07:04.040 --> 00:07:05.920]  記者:當時有一位歌星叫做關正傑
[00:07:05.920 --> 00:07:07.600]  岩岩:大家有沒有聽過關正傑
[00:07:07.600 --> 00:07:09.000]  記者:大家有沒有聽過關正傑
[00:07:09.000 --> 00:07:09.720]  岩岩:沒有
[00:07:09.720 --> 00:07:12.520]  岩岩:點頭那些其實你年紀都不大了
[00:07:12.520 --> 00:07:14.120]  記者:點頭那些都說明你們不懂關正傑
[00:07:14.120 --> 00:07:16.840]  岩岩:蘇珊就多大了
[00:07:16.840 --> 00:07:19.040]  記者:蘇珊就搖頭了
[00:07:19.040 --> 00:07:27.000]  岩岩:他在這首歌裏面就改編成相對無言的一首歌
[00:07:27.000 --> 00:07:30.160]  記者:這首歌就改編成相對無言的一首歌
[00:07:30.160 --> 00:07:31.960]  岩岩:裏面的歌詞都很有意思
[00:07:31.960 --> 00:07:33.720]  記者:裏面的歌詞都很有意思
[00:07:33.720 --> 00:07:36.800]  岩岩:他說朋友記得那天共你初初見面
[00:07:36.800 --> 00:07:40.040]  記者:他說朋友記得那天共你初初見面
[00:07:40.040 --> 00:07:42.040]  岩岩:談到理想
[00:07:42.040 --> 00:07:43.040]  記者:談到理想
[00:07:43.040 --> 00:07:44.600]  岩岩:並祝他朝兌現
[00:07:44.600 --> 00:07:46.320]  記者:並祝他朝兌現
[00:07:46.320 --> 00:07:48.640]  岩岩:誰不知分開只有幾年
[00:07:48.640 --> 00:07:50.720]  記者:誰不知分開只有幾年
[00:07:50.720 --> 00:07:51.800]  岩岩:共你相逢
[00:07:51.800 --> 00:07:52.920]  記者:共你相逢
[00:07:52.920 --> 00:07:55.040]  岩岩:感覺到兩家在變
[00:07:55.040 --> 00:07:56.760]  記者:感覺到兩家在變
[00:07:56.760 --> 00:08:00.960]  岩岩:講起理想大家苦笑共對說起當年
[00:08:00.960 --> 00:08:04.880]  記者:講起理想大家苦笑共對說起當年
[00:08:04.880 --> 00:08:06.640]  岩岩:共你相對無言
[00:08:06.640 --> 00:08:07.960]  記者:共你相對無言
[00:08:07.960 --> 00:08:10.320]  岩岩:如今雙方痛楚
[00:08:10.320 --> 00:08:12.200]  記者:如今雙方痛苦
[00:08:12.200 --> 00:08:13.880]  岩岩:在於只顧實際
[00:08:13.880 --> 00:08:15.240]  記者:在於只顧實際
[00:08:15.240 --> 00:08:17.440]  岩岩:才令你我理想改變
[00:08:17.440 --> 00:08:19.960]  記者:才令你我理想改變
[00:08:19.960 --> 00:08:25.480]  岩岩:歌詞裏面滲出種種的理想不在人生無奈的感受
[00:08:25.480 --> 00:08:30.560]  記者:歌詞裏面滲出種種理想不在人生無奈的感受
[00:08:30.560 --> 00:08:32.400]  岩岩:我們讀小學的時候
[00:08:32.400 --> 00:08:33.760]  記者:我們讀小學的時候
[00:08:33.760 --> 00:08:36.000]  岩岩:老師都很喜歡出一些作文的題目
[00:08:36.000 --> 00:08:38.520]  記者:老師都很喜歡出一些作文的題目
[00:08:38.520 --> 00:08:41.800]  岩岩:我的夢想、我的理想、我的志願
[00:08:41.800 --> 00:08:45.160]  記者:我的夢想、我的理想、我的志願這些
