
[00:00:00.000 --> 00:00:02.580]  各位弟兄姊妹早上好
[00:00:02.580 --> 00:00:04.200]  網路的弟兄姊妹
[00:00:04.200 --> 00:00:06.320]  很高興再次能夠進到你的家中
[00:00:06.320 --> 00:00:08.080]  和你同金牌大名我們的主
[00:00:08.080 --> 00:00:11.120]  一同來分享神的話語
[00:00:11.120 --> 00:00:14.440]  我們生活在一個似是而非
[00:00:14.440 --> 00:00:17.840]  充滿邪惡黑暗的時代
[00:00:17.840 --> 00:00:20.200]  道德倫理每況愈下
[00:00:20.200 --> 00:00:22.280]  我們真的需要神的智慧
[00:00:22.280 --> 00:00:25.400]  讓我們懂得如何明白神的旨意
[00:00:25.400 --> 00:00:27.760]  我們要懂得如何查驗
[00:00:27.760 --> 00:00:31.160]  到底什麼是真道什麼是假道
[00:00:31.160 --> 00:00:34.200]  正如保羅在《羅馬書》第十二章第二節告訴我們的
[00:00:34.200 --> 00:00:35.800]  不要效法這個世界
[00:00:35.800 --> 00:00:38.120]  乃要心意更新而變化
[00:00:38.120 --> 00:00:41.200]  叫你們查驗何為神的善良
[00:00:41.200 --> 00:00:43.920]  純純可行的旨意
[00:00:43.920 --> 00:00:46.560]  叫你們查驗何為神的善良
[00:00:46.560 --> 00:00:49.600]  純純可行的旨意
[00:00:49.600 --> 00:00:52.000]  不但是我們要查驗這個世代
[00:00:52.000 --> 00:00:53.360]  什麼是真道是假道
[00:00:53.360 --> 00:00:55.200]  連我們手機上的短信
[00:00:55.200 --> 00:00:58.560]  我們也要查驗到底是誰發給你的
[00:00:58.560 --> 00:01:03.040]  有一天老張收到一個女人在微信上加上了他
[00:01:03.040 --> 00:01:04.640]  跟他聊了沒幾下
[00:01:04.640 --> 00:01:09.360]  他就說他好帥有男人味
[00:01:09.360 --> 00:01:11.520]  然後就想跟他見個面
[00:01:11.520 --> 00:01:13.960]  然後想請他吃個飯
[00:01:13.960 --> 00:01:19.920]  老張猜想這個女人好像是他的太太
[00:01:19.920 --> 00:01:21.920]  就趕緊回他說
[00:01:21.920 --> 00:01:25.440]  你滾去吧我只愛我的老婆
[00:01:25.440 --> 00:01:27.600]  晚上回家時
[00:01:27.600 --> 00:01:31.120]  看到餐桌上擺了八菜一湯
[00:01:31.120 --> 00:01:34.280]  還有已經裝好的紅酒
[00:01:34.280 --> 00:01:40.160]  老張旁邊有人說要有查驗的能力
[00:01:40.160 --> 00:01:42.880]  是的我們生活在這樣一個世代
[00:01:42.880 --> 00:01:45.120]  我們要有查驗的能力
[00:01:45.120 --> 00:01:50.320]  明白神在你生命中對你的心意是什麼
[00:01:50.320 --> 00:01:54.240]  特別是神要我們活出祂榮美
[00:01:54.240 --> 00:01:55.640]  活出祂榮美的生命
[00:01:55.640 --> 00:01:57.280]  特別在我們裡面的生命
[00:01:57.280 --> 00:02:00.080]  要活出一個最卓越的你
[00:02:00.080 --> 00:02:02.840]  你想不想活出最卓越的你
[00:02:02.840 --> 00:02:03.880]  只有這邊的人
[00:02:03.880 --> 00:02:06.640]  你想不想活出最卓越的你
[00:02:06.640 --> 00:02:08.840]  今天早上我們從三方面來思想
[00:02:08.840 --> 00:02:11.120]  首先從認識神
[00:02:11.120 --> 00:02:13.480]  然後第二從遵行神的話語
[00:02:13.480 --> 00:02:16.920]  然後第三從愛慕耶穌
[00:02:16.920 --> 00:02:19.560]  首先我們先來看啟示錄的第二章
[00:02:19.560 --> 00:02:22.000]  啟示了第四章的第二節
[00:02:22.000 --> 00:02:24.560]  這裡使徒約翰在巴摩斯島看見說
[00:02:24.560 --> 00:02:26.800]  我立刻被聖靈感動
[00:02:26.800 --> 00:02:29.840]  見有一個寶座安置在天上
[00:02:29.840 --> 00:02:33.640]  又有一位坐在寶座上
[00:02:33.640 --> 00:02:36.640]  這乃是使徒約翰
[00:02:36.640 --> 00:02:39.720]  他被當時的暴君杜米先
[00:02:39.720 --> 00:02:43.760]  被放逐到一個叫巴摩斯的孤島上
[00:02:43.760 --> 00:02:46.320]  這個杜米先暴君他迫害教會
[00:02:46.320 --> 00:02:48.240]  而且殺害了許多的信徒
[00:02:48.240 --> 00:02:51.160]  把這位年紀比較長的使徒約翰
[00:02:51.160 --> 00:02:53.480]  放逐到這個一個孤島上
[00:02:53.480 --> 00:02:56.120]  你可以想像在那個孤島上
[00:02:56.120 --> 00:02:59.680]  在困境當中是何等的孤單寂寞
[00:02:59.680 --> 00:03:03.360]  可以說心中裡面充滿了絕望
[00:03:03.360 --> 00:03:05.400]  但是就在這樣那個時候
[00:03:05.400 --> 00:03:09.880]  神就透過耶穌基督向使徒約翰來顯現
[00:03:09.880 --> 00:03:11.680]  給他看到許多的異象
[00:03:11.680 --> 00:03:14.080]  給他許多寶貴的啟示
[00:03:14.080 --> 00:03:17.440]  讓他在這樣一個困難的環境當中
[00:03:17.440 --> 00:03:20.200]  讓他心中能夠充滿喜樂
[00:03:20.200 --> 00:03:22.200]  心中充滿盼望
[00:03:22.200 --> 00:03:23.720]  接下來看到的異象
[00:03:23.720 --> 00:03:26.280]  從第三節到第七節就給我們來描述
[00:03:26.280 --> 00:03:28.800]  這個寶座有許多的寶石
[00:03:28.800 --> 00:03:31.960]  寶座的周圍有24個寶座
[00:03:31.960 --> 00:03:35.080]  24個長老坐在這些寶座上
[00:03:35.080 --> 00:03:38.240]  然後我們看到有四活物在那裡飛翔
[00:03:38.240 --> 00:03:41.040]  在那裡神的面前等候服侍神
[00:03:41.040 --> 00:03:42.240]  第八節我們來看看
[00:03:42.240 --> 00:03:44.680]  第四章第八節這些活物做什麼呢
[00:03:44.680 --> 00:03:48.840]  四活物有六個翅膀變體內外都滿了眼睛
[00:03:48.840 --> 00:03:50.680]  他們晝夜不住的說
[00:03:50.680 --> 00:03:53.320]  聖哉聖哉聖哉
[00:03:53.320 --> 00:03:58.880]  主神是昔在今在以後永在的全能者
[00:03:58.880 --> 00:04:01.160]  聖哉聖哉聖哉
[00:04:01.160 --> 00:04:07.320]  主神是昔在今在以後永在的全能者
[00:04:07.320 --> 00:04:09.560]  你可以想像在這樣一個環境當中
[00:04:09.560 --> 00:04:12.280]  看到一個如此美麗的異象
[00:04:12.280 --> 00:04:16.360]  對約翰來說肯定是他生命中一個很大的提升
[00:04:16.360 --> 00:04:18.920]  因此當我們要活著一個卓越的生命的時候
[00:04:18.920 --> 00:04:20.400]  首先我們一定要來做什麼
[00:04:20.400 --> 00:04:23.520]  要竭力的追求認識神
[00:04:23.520 --> 00:04:28.200]  告訴旁邊的人說要竭力追求認識神
[00:04:28.200 --> 00:04:31.480]  要竭力追求認識神
[00:04:31.480 --> 00:04:35.280]  神讓使徒約翰在巴摩斯島看到這個異象的時候
[00:04:35.280 --> 00:04:38.800]  首先看到這個寶座是在天上的
[00:04:38.800 --> 00:04:40.640]  換句話說它不是在地上
[00:04:40.640 --> 00:04:43.800]  遠遠超越地上所有一切的權柄
[00:04:43.800 --> 00:04:46.560]  因為寶座就代表了神的權柄
[00:04:46.560 --> 00:04:48.920]  換句話說在天上的寶座
[00:04:48.920 --> 00:04:51.120]  高過地上所有一切的權柄
[00:04:51.120 --> 00:04:53.800]  包括暴君 杜米先的權柄
[00:04:53.800 --> 00:04:57.040]  然後看到我們的神是坐在寶座上
[00:04:57.040 --> 00:04:59.480]  聖經裡面告訴我們很多不同的異象
[00:04:59.480 --> 00:05:03.520]  都讓我們看見我們的神是永遠坐在寶座上
[00:05:03.520 --> 00:05:05.200]  坐在寶座上告訴我們什麼
[00:05:05.200 --> 00:05:07.880]  祂的寶座永遠堅定
[00:05:07.880 --> 00:05:11.080]  沒有任何的事情能夠驚動我們的神
[00:05:11.080 --> 00:05:12.960]  從寶座上站起來的
[00:05:12.960 --> 00:05:17.000]  祂是那位永遠坐坐為王直到永遠的神
[00:05:17.000 --> 00:05:21.960]  換句話說使徒約翰可以完全的來信靠祂
[00:05:21.960 --> 00:05:24.440]  然後我們看到四伙在那裡飛翔
[00:05:24.440 --> 00:05:26.600]  然後在那裡敬拜神
[00:05:26.600 --> 00:05:30.000]  他們如此的呼喊聖災 聖災 聖災之後
[00:05:30.000 --> 00:05:34.720]  24的長老他們就伏伏坐在寶座的這位主神面前
[00:05:34.720 --> 00:05:37.120]  向他們來伏伏來敬拜
[00:05:37.120 --> 00:05:42.800]  告訴我們說這位坐寶座上的神是配得我們全人全心的敬拜
[00:05:42.800 --> 00:05:43.840]  讚美祂
[00:05:43.840 --> 00:05:48.160]  因為只有祂配得我們全人全心的敬拜
[00:05:48.160 --> 00:05:48.920]  不但是如此
[00:05:48.920 --> 00:05:52.400]  四伙大聲的喊叫說聖災 聖災 聖災
[00:05:52.400 --> 00:05:54.640]  我們的神是全然聖潔的神
[00:05:54.640 --> 00:05:56.960]  沒有人能夠跟祂相比
[00:05:56.960 --> 00:05:59.720]  祂的聖潔力也包含了祂的公義
[00:05:59.720 --> 00:06:02.040]  祂也是那位公義聖潔的審判者
[00:06:02.040 --> 00:06:05.760]  將來這個杜米線也要站在祂的面前受祂的審判
[00:06:05.760 --> 00:06:07.840]  因為祂是這位聖災 聖災 聖災
[00:06:07.840 --> 00:06:10.280]  換句話說不能夠再相比的
[00:06:10.280 --> 00:06:15.000]  已經是極大的極榮耀的這樣一個聖潔
[00:06:15.000 --> 00:06:16.720]  然後說這位主神是什麼
[00:06:16.720 --> 00:06:20.200]  習載 今載 以後永載的
[00:06:20.200 --> 00:06:21.080]  哇
[00:06:21.080 --> 00:06:24.040]  祂不但是過去已經存在 現在也在
[00:06:24.040 --> 00:06:27.600]  而且以後將來也是永遠都存在的神
[00:06:27.600 --> 00:06:33.280]  好像據聖經所講的祂是那位自有擁有一直到永遠的神
[00:06:33.280 --> 00:06:35.840]  祂統管萬有 也掌管萬有
[00:06:35.840 --> 00:06:37.680]  你可以信靠這位神
[00:06:37.680 --> 00:06:39.320]  世界可以改變
[00:06:39.320 --> 00:06:42.120]  君王可以來 可以去
[00:06:42.120 --> 00:06:45.720]  但是我們的神是過去 現在 直到永遠
[00:06:45.720 --> 00:06:47.480]  永遠是坐在寶座上的 阿們
[00:06:47.480 --> 00:06:49.200]  然後最後講什麼呢
[00:06:49.200 --> 00:06:53.640]  祂是習載 今載 以後永載的全能者
[00:06:53.640 --> 00:06:55.320]  Almighty God
[00:06:55.320 --> 00:06:57.360]  祂是那位全能者
[00:06:57.360 --> 00:06:59.800]  祂有所有的權柄和能力
[00:06:59.800 --> 00:07:01.480]  祂不但是創造萬有
[00:07:01.480 --> 00:07:02.760]  祂也有統管萬有
[00:07:02.760 --> 00:07:05.360]  祂有能力行神蹟其事
[00:07:05.360 --> 00:07:10.280]  所以當使徒約翰看到一個這樣的一個天上這樣的寶座的異象的時候
[00:07:10.280 --> 00:07:12.400]  肯定給他很大的激勵
[00:07:12.400 --> 00:07:16.480]  因此我們首先要活出這樣的一個卓越的生命
[00:07:16.480 --> 00:07:19.000]  不管你是在什麼的環境底下
[00:07:19.000 --> 00:07:22.920]  你要知道說我們的神才是我們真實的盼望
[00:07:22.920 --> 00:07:24.400]  阿們
[00:07:24.400 --> 00:07:28.240]  知道我們的神是你最真實的盼望
[00:07:28.240 --> 00:07:31.800]  雖然約翰的環境好像讓他感到非常的絕望
[00:07:31.800 --> 00:07:35.320]  但是當他看到這樣的一個螢幕的時候
[00:07:35.320 --> 00:07:36.760]  看到這樣的一個寶座的時候
[00:07:36.760 --> 00:07:39.160]  他心中裡面知道說真實的盼望
[00:07:39.160 --> 00:07:42.840]  乃是在於坐在寶座上的神
[00:07:42.840 --> 00:07:43.920]  我們都知道
[00:07:43.920 --> 00:07:47.440]  現在的環境真的是使我們心中裡面充滿恐懼
[00:07:47.440 --> 00:07:48.920]  充滿擔憂
[00:07:48.920 --> 00:07:50.880]  不單是我們看到槍擊的事件
[00:07:50.880 --> 00:07:53.200]  每個星期好像都在報導
[00:07:53.200 --> 00:07:54.400]  看到通貨膨脹
[00:07:54.400 --> 00:07:56.560]  我們看到這個道德
[00:07:56.560 --> 00:07:58.720]  整個每況愈下的情況
[00:07:58.720 --> 00:08:02.360]  我們心中感覺到真的是無助也無奈
[00:08:02.360 --> 00:08:03.360]  如果還沒有認識神
[00:08:03.360 --> 00:08:06.000]  他們肯定會感覺到害怕驚歡
[00:08:06.000 --> 00:08:08.960]  但我常常想說我們認識神的兒女們
[00:08:08.960 --> 00:08:12.000]  如果我們也是如此的害怕驚歡的話
[00:08:12.000 --> 00:08:12.880]  真的講不過去
[00:08:12.880 --> 00:08:13.760]  為什麼呢
[00:08:13.760 --> 00:08:15.680]  因為聖經裡面太多地方告訴我們
[00:08:15.680 --> 00:08:17.520]  我們是掌權的神
