
[00:00:00.000 --> 00:00:08.880]  在我後面有些好靚嘅花
[00:00:08.880 --> 00:00:12.540]  花有時一開花真係好吸引人
[00:00:12.540 --> 00:00:16.140]  但花亦都有凋謝嘅時候
[00:00:16.140 --> 00:00:20.800]  所以喺《傳道書》有一章好重要嘅經文
[00:00:20.800 --> 00:00:23.500]  就《傳道書》第三章嗰度話
[00:00:23.500 --> 00:00:32.480]  天下萬物都有定時 萬事都有定期發生
[00:00:32.480 --> 00:00:37.020]  生有時 死有時 災眾有時
[00:00:37.020 --> 00:00:43.480]  不出所災眾嘅也有時 包裹有時 醫治有時
[00:00:43.480 --> 00:00:47.840]  原來我哋一切嘅嘢唔係一定暢順嘅
[00:00:47.840 --> 00:00:52.800]  我哋嘅人生亦都唔係日日風和日麗
[00:00:52.800 --> 00:00:57.480]  有時我哋會遇上暴風雨 有時擴風驟雨
[00:00:57.480 --> 00:01:01.680]  甚至喺紐西蘭呢度有時會落薄嘅
[00:01:01.680 --> 00:01:04.200]  即係好似一舊舊嗰啲石頭
[00:01:04.200 --> 00:01:08.480]  喺天上面掟落嚟 連屋頂都掟穿嘅
[00:01:08.480 --> 00:01:12.640]  嘩 特別喺美國好多嘅龍捲風
[00:01:12.640 --> 00:01:16.200]  嘩 龍捲風經過啲中部嘅地區嘅時候
[00:01:16.200 --> 00:01:20.760]  係好多屋都全部掃走曬
[00:01:20.760 --> 00:01:24.080]  大自然嘅威力真係好犀利
[00:01:24.080 --> 00:01:27.720]  好似我哋嘅人生所經嘅路一樣
[00:01:27.720 --> 00:01:31.360]  唔係條條路都暢順
[00:01:31.360 --> 00:01:35.560]  如果今日你好健康 神嘅祝福臨到你
[00:01:35.560 --> 00:01:39.760]  你工作好順利 兒女讀書嘅學業好好
[00:01:39.760 --> 00:01:42.040]  嘩 你快啲去感恩
[00:01:42.040 --> 00:01:45.760]  因為唔知幾時 我哋又遇見挑戰
[00:01:45.760 --> 00:01:50.600]  落喺低谷 面對一啲艱難嘅日子
[00:01:50.600 --> 00:01:53.280]  特別耶穌基督返嚟嘅日子好近
[00:01:53.280 --> 00:01:56.520]  聖經裏面好清楚預告話
[00:01:56.520 --> 00:02:01.360]  當耶穌基督返嚟之前 地上必有打仗
[00:02:01.360 --> 00:02:04.000]  嘩 打仗會越嚟越頻繁
[00:02:04.000 --> 00:02:06.680]  而且好似打到埋你咁
[00:02:06.680 --> 00:02:09.480]  當我哋睇見今日以色列同哈馬斯
[00:02:09.480 --> 00:02:11.400]  俄羅斯同烏克蘭
[00:02:11.400 --> 00:02:13.560]  嘩 我哋已經覺得好震撼
[00:02:13.560 --> 00:02:17.440]  打咗好耐 死傷無數
[00:02:17.440 --> 00:02:21.640]  但聖經講 將來耶穌返嚟之前
[00:02:21.640 --> 00:02:25.400]  死亡嘅威脅更加厲害
[00:02:25.400 --> 00:02:28.920]  大家都記得喺啟示錄有四匹馬
[00:02:28.920 --> 00:02:32.040]  灰馬 黑馬 紅馬同埋有匹馬
[00:02:32.040 --> 00:02:36.960]  好似死人咁嘅顏色 灰綠色嘅馬
[00:02:36.960 --> 00:02:39.720]  所以讓我哋知道呢個世界
[00:02:39.720 --> 00:02:43.440]  正在進入倒數嘅時間
[00:02:43.440 --> 00:02:45.600]  所以今日我好想同各位講
[00:02:45.600 --> 00:02:47.880]  當我哋遇見艱難困局
[00:02:47.880 --> 00:02:49.640]  跌喺低谷裏面嘅時候
[00:02:49.640 --> 00:02:51.880]  你唔好怕佢
[00:02:51.880 --> 00:02:54.680]  因為我哋係神嘅兒女
[00:02:54.680 --> 00:02:58.360]  神必定看顧屬佢嘅兒女
[00:02:58.360 --> 00:03:02.600]  神必定有足夠嘅恩典托住我哋
[00:03:02.600 --> 00:03:04.800]  喺聖經裏面有兩節
[00:03:04.800 --> 00:03:07.000]  我哋唔係好留意嘅聖經
[00:03:07.000 --> 00:03:09.640]  就係《河西亞書》
[00:03:09.640 --> 00:03:14.160]  《河西亞書》第三章四節 五節
[00:03:14.160 --> 00:03:16.680]  請你打開聖經睇一睇
[00:03:16.680 --> 00:03:20.360]  《河西亞書》三章四節 五節
[00:03:20.360 --> 00:03:22.240]  我讀畀大家聽
[00:03:22.240 --> 00:03:26.480]  以色列人也多日獨居
[00:03:26.480 --> 00:03:33.000]  無君王 無首領 無祭祀 無偶像
[00:03:33.000 --> 00:03:37.200]  無以忽得 無家中嘅神像
[00:03:37.200 --> 00:03:40.760]  後來以色列人必定歸回
[00:03:40.760 --> 00:03:42.840]  尋求佢哋嘅神
[00:03:42.840 --> 00:03:45.960]  耶和華同埋佢哋嘅王大衛
[00:03:45.960 --> 00:03:48.520]  喺末後嘅日子
[00:03:48.520 --> 00:03:53.040]  必以敬畏嘅心歸向耶和華
[00:03:53.040 --> 00:03:57.040]  領受佢嘅恩典
[00:03:57.040 --> 00:03:59.280]  呢度先知預告
[00:03:59.280 --> 00:04:01.880]  以色列人有七個和
[00:04:01.880 --> 00:04:03.960]  你數一數會獨居
[00:04:03.960 --> 00:04:07.480]  無君王 無首領 無祭祀
[00:04:07.480 --> 00:04:14.440]  無偶像 無以忽得 無家中嘅神像
[00:04:14.440 --> 00:04:16.440]  七樣嘢冇
[00:04:16.440 --> 00:04:19.560]  但當佢哋會轉歸向神嘅時候
[00:04:19.560 --> 00:04:23.520]  神要將祝福恩典臨到佢哋身上
[00:04:23.520 --> 00:04:25.120]  各位你信唔信
[00:04:25.120 --> 00:04:30.480]  冇錯 有時我哋會面對好難好難嘅處境
[00:04:30.480 --> 00:04:33.880]  或者咁啱 好似COVID嗰段時間
[00:04:33.880 --> 00:04:37.280]  全世界都受疫情打擊
[00:04:37.280 --> 00:04:41.000]  經濟低落 好多人失業
[00:04:41.000 --> 00:04:43.640]  好多人甚至染上呢個病
[00:04:43.640 --> 00:04:45.360]  而離開世界
[00:04:45.360 --> 00:04:50.160]  我哋好似跌落一個幽暗嘅黑谷嘅裏面
[00:04:50.160 --> 00:04:52.520]  唔知幾時可以出返嚟
[00:04:52.520 --> 00:04:56.720]  但各位 原來我哋嘅神仍然看顧我哋
[00:04:56.720 --> 00:04:58.960]  神喺度睇住我哋
[00:04:58.960 --> 00:05:01.760]  佢要作我哋嘅幫助
[00:05:01.760 --> 00:05:03.600]  作我哋嘅高台
[00:05:03.600 --> 00:05:08.120]  因為你同我都係信靠神嘅人
[00:05:08.120 --> 00:05:11.560]  所以我哋被稱為神嘅兒女
[00:05:11.560 --> 00:05:14.600]  你知唔知神嘅兒女呢個身份
[00:05:14.600 --> 00:05:17.160]  係幾咁嘅尊貴
[00:05:17.160 --> 00:05:19.960]  你好似一個王子一樣
[00:05:19.960 --> 00:05:21.880]  你好似一個公主一樣
[00:05:21.880 --> 00:05:23.800]  你知唔知你爸爸係邊個
[00:05:23.800 --> 00:05:27.960]  你爸爸就係嗰位天上嘅大君王
[00:05:27.960 --> 00:05:32.080]  佢係萬王之王 萬主之主
[00:05:32.080 --> 00:05:34.600]  有一個咁愛我哋嘅父親
[00:05:34.600 --> 00:05:36.560]  你仲有咩好驚呢
[00:05:36.560 --> 00:05:40.520]  佢必作我哋隨時嘅幫助
[00:05:40.520 --> 00:05:45.800]  無錯 有時好似黑雲烏雲密布
[00:05:45.800 --> 00:05:49.240]  暴風與雷電交加
[00:05:49.240 --> 00:05:53.400]  但係一陣間一切都會過去
[00:05:53.400 --> 00:05:56.200]  喺我嘅人生裏面都遇過低谷
[00:05:56.200 --> 00:05:58.440]  有時侍奉好長一段時間
[00:05:58.440 --> 00:06:02.400]  我就burn out 燒盡 hold盡
[00:06:02.400 --> 00:06:04.200]  成個人好沉
[00:06:04.200 --> 00:06:07.040]  甚至預備港渡都好似冇心機
[00:06:07.040 --> 00:06:08.640]  唔識點港渡一樣
[00:06:08.640 --> 00:06:11.000]  我講咗三十幾年度㗎喇嘛
[00:06:11.000 --> 00:06:13.000]  點解會有咁嘅情況呢
[00:06:13.000 --> 00:06:15.120]  原來撒旦好犀利
[00:06:15.120 --> 00:06:16.880]  佢喺度攻擊我哋
[00:06:16.880 --> 00:06:18.080]  打低我哋
[00:06:18.080 --> 00:06:19.640]  想我哋冇信心
[00:06:19.640 --> 00:06:20.960]  想我哋低沉
[00:06:20.960 --> 00:06:22.360]  想我哋低落
[00:06:22.360 --> 00:06:24.200]  聖經講得好啱
[00:06:24.200 --> 00:06:30.600]  嗰個仇敵佢要毀壞拆毀偷竊
[00:06:30.600 --> 00:06:32.960]  嚟到去害我哋
[00:06:32.960 --> 00:06:35.400]  但只要我哋靠住耶穌
[00:06:35.400 --> 00:06:38.600]  我哋要為天上愛我哋嘅神嘅幫助
[00:06:38.600 --> 00:06:41.320]  我哋終必得勝
[00:06:41.320 --> 00:06:43.760]  所以嗰啲苦日子
[00:06:43.760 --> 00:06:45.520]  必定會過去㗎
[00:06:45.520 --> 00:06:48.000]  我想畀大家幾個嘅應許
[00:06:48.000 --> 00:06:50.640]  只要你抓住神嘅應許
[00:06:50.640 --> 00:06:52.240]  讓我哋唔使怕
[00:06:52.240 --> 00:06:55.240]  我哋信神嘅保守
[00:06:55.240 --> 00:06:57.680]  神恩典托住我哋
[00:06:57.680 --> 00:06:59.880]  係更大㗎
[00:06:59.880 --> 00:07:03.360]  列王紀上八章五十六節
[00:07:03.360 --> 00:07:06.360]  皇上八章五十六節
[00:07:06.360 --> 00:07:09.080]  耶和華係應當稱重嘅
[00:07:09.080 --> 00:07:12.360]  因為佢照住一切所應許嘅
[00:07:12.360 --> 00:07:17.480]  佢係賜平安畀佢嘅民以色列人
[00:07:17.480 --> 00:07:23.000]  凡藉住佢僕人摩西應許賜福嘅話
[00:07:23.000 --> 00:07:26.680]  係一句都唔會落空嘅
[00:07:26.680 --> 00:07:31.720]  所以摩西五經以色列人好勁做
[00:07:31.720 --> 00:07:34.520]  佢哋由細到大一定讀摩西五經
[00:07:34.520 --> 00:07:36.040]  滾瓜爛熟
[00:07:36.040 --> 00:07:39.240]  因為摩西傳廣神嘅話
[00:07:39.240 --> 00:07:43.080]  一切嘅應許必然會實現
[00:07:43.080 --> 00:07:46.280]  所以要我哋抓住聖經寶貴嘅應許
[00:07:46.280 --> 00:07:50.440]  認定神必定會賜福畀我哋
[00:07:50.440 --> 00:07:53.320]  第二段就係希伯來書十一章
[00:07:53.320 --> 00:07:55.320]  希伯來書十一章好出名
[00:07:55.320 --> 00:07:58.040]  叫做信心英雄榜
[00:07:58.040 --> 00:08:02.520]  數完一個有一個信心偉人
[00:08:02.520 --> 00:08:04.440]  你知唔知聖經點講
[00:08:04.440 --> 00:08:07.160]  呢啲偉人你唔好覺得好巴閉
[00:08:07.160 --> 00:08:11.560]  阿伯拉罕 羅亞 約瑟
[00:08:11.560 --> 00:08:15.240]  其實聖經話佢哋嘅性情
[00:08:15.240 --> 00:08:17.160]  好似我哋一樣
[00:08:17.160 --> 00:08:19.800]  又軟弱又掙扎
[00:08:19.800 --> 00:08:23.080]  但係佢哋存著信心
[00:08:23.080 --> 00:08:25.960]  堅持落去等候神
[00:08:25.960 --> 00:08:28.040]  仰望到底
[00:08:28.040 --> 00:08:30.760]  結果神就為佢哋成就
[00:08:30.760 --> 00:08:32.840]  好奇妙好奇妙
[00:08:32.840 --> 00:08:35.480]  好偉大嘅事
[00:08:35.480 --> 00:08:38.600]  阿伯拉罕當個三個人
[00:08:38.600 --> 00:08:40.600]  喺佢帳棚面前出現
[00:08:40.600 --> 00:08:42.680]  佢就招呼佢入去坐
[00:08:42.680 --> 00:08:45.080]  然後個三個人就同佢講
[00:08:45.080 --> 00:08:48.920]  明年呢個時候你將會生一個仔
[00:08:48.920 --> 00:08:52.360]  佢太太薩拉喺營後面偷笑
[00:08:52.360 --> 00:08:54.360]  咳一聲笑咗出嚟
[00:08:54.360 --> 00:08:57.080]  個三個人話你太太笑
[00:08:57.080 --> 00:08:59.800]  薩拉唔認我冇笑我冇笑
[00:08:59.800 --> 00:09:03.560]  個三個人話唔係 你的確笑咗
[00:09:03.560 --> 00:09:06.040]  冇錯有時我哋信心好細
[00:09:06.040 --> 00:09:09.880]  哇 神的英雄真唔真㗎講到咁好
[00:09:09.880 --> 00:09:12.440]  我哋一定要信
[00:09:12.440 --> 00:09:14.120]  抓住神嘅英雄
[00:09:14.120 --> 00:09:16.600]  憑信前行
[00:09:16.600 --> 00:09:20.040]  憑信勇敢向前
[00:09:20.040 --> 00:09:24.120]  仲有主耶穌當佢離開世界之前
[00:09:24.120 --> 00:09:27.880]  畀我哋一個好寶貴好寶貴嘅英雄
[00:09:27.880 --> 00:09:31.880]  就係約翰福音十六章三十三節
[00:09:31.880 --> 00:09:36.120]  大家記得約翰福音十五十六十七
[00:09:36.120 --> 00:09:40.680]  呢三章係好重要好重要嘅經文
[00:09:40.680 --> 00:09:44.120]  就係耶穌臨別之前
[00:09:44.120 --> 00:09:47.480]  同佢嘅門徒講嘅一番說話
[00:09:47.480 --> 00:09:50.200]  特別十六章最後嗰一節
[00:09:50.200 --> 00:09:52.360]  三十三節
[00:09:52.360 --> 00:09:56.040]  約翰福音十六章三十三節
[00:09:56.040 --> 00:09:58.040]  耶穌話喺西上
[00:09:58.040 --> 00:10:00.600]  你哋有苦難
[00:10:00.600 --> 00:10:02.440]  必然嘅 有苦難
[00:10:02.440 --> 00:10:05.080]  但係你哋可以放心
[00:10:05.080 --> 00:10:09.320]  因為我已經勝過世界
[00:10:09.320 --> 00:10:12.040]  冇坐喺地上有苦難
[00:10:12.040 --> 00:10:13.800]  我想講幾句
[00:10:13.800 --> 00:10:15.240]  你哋可以放心
[00:10:15.240 --> 00:10:17.000]  有啲新日本
[00:10:17.000 --> 00:10:19.160]  係有新嘅翻譯
[00:10:19.160 --> 00:10:22.360]  現代中文日本嗰度話
[00:10:22.360 --> 00:10:25.880]  但係你哋要勇敢
[00:10:25.880 --> 00:10:27.560]  喺世上你哋有苦難
[00:10:27.560 --> 00:10:29.560]  但你哋要勇敢
[00:10:29.560 --> 00:10:32.600]  要企起身要剛強
[00:10:32.600 --> 00:10:35.640]  然後新漢語日本話
[00:10:35.640 --> 00:10:38.440]  你哋要打起精神
[00:10:38.440 --> 00:10:41.240]  唔好瞓 打起精神
[00:10:41.240 --> 00:10:43.880]  仲有環球嘅譯本
[00:10:43.880 --> 00:10:46.120]  呢個係最新嘅
[00:10:46.120 --> 00:10:52.280]  但叫你哋鼓起勇氣地去面對
[00:10:52.280 --> 00:10:55.960]  你哋要鼓起勇氣去面對
[00:10:55.960 --> 00:10:57.640]  嘩 幾寶貴
[00:10:57.640 --> 00:11:00.600]  約翰福音十六章三十三節
[00:11:00.600 --> 00:11:02.120]  冇坐喺世上
[00:11:02.120 --> 00:11:03.480]  你哋會遇到苦難
[00:11:03.480 --> 00:11:04.360]  必然嘅
[00:11:04.360 --> 00:11:05.640]  唔好擔心
[00:11:05.640 --> 00:11:07.720]  個個人都會碰到
[00:11:07.720 --> 00:11:10.680]  但係靠住主嘅幫助
[00:11:10.680 --> 00:11:11.880]  佢同我哋一齊
[00:11:11.880 --> 00:11:13.000]  叫我哋振作
[00:11:13.000 --> 00:11:14.280]  提起精神
[00:11:14.280 --> 00:11:15.480]  勇敢面對
[00:11:15.480 --> 00:11:16.520]  唔好怕
[00:11:16.520 --> 00:11:18.760]  因為佢答應
[00:11:18.760 --> 00:11:21.400]  佢已經勝過世界
[00:11:21.400 --> 00:11:24.680]  所以今日我嘅訊息好直接好簡單
[00:11:24.680 --> 00:11:28.040]  各位有咩艱難難處嚟
[00:11:28.040 --> 00:11:30.040]  唔好驚佢
[00:11:30.040 --> 00:11:33.080]  因為呢啲難處都要走開
[00:11:33.080 --> 00:11:35.160]  我哋奉耶穌基督嘅名
[00:11:35.160 --> 00:11:39.000]  我哋必然得神嘅保守
[00:11:39.000 --> 00:11:41.560]  神係用佢恩典嘅手
[00:11:41.560 --> 00:11:42.840]  嚟托住我哋
[00:11:42.840 --> 00:11:44.440]  帶我哋經過
[00:11:44.440 --> 00:11:46.040]  我最近都分享過
[00:11:46.040 --> 00:11:48.600]  我係遇到一啲身體嘅問題
[00:11:48.600 --> 00:11:49.880]  要做好多檢查
[00:11:49.880 --> 00:11:51.560]  而家仲等緊
[00:11:51.560 --> 00:11:53.480]  要見一個專科醫生
