
[00:00:00.000 --> 00:00:02.020]  主席跟我們讀第一段經文
[00:00:02.020 --> 00:00:06.540]  在《倚創日書》的62章1至5節
[00:00:06.540 --> 00:00:11.220]  是說到神要將石安和他的子民
[00:00:11.220 --> 00:00:16.300]  從敗落當中復興過來
[00:00:16.300 --> 00:00:19.940]  跟他們去重建關係
[00:00:19.940 --> 00:00:22.640]  令到他們充滿榮耀
[00:00:22.640 --> 00:00:28.820]  讓別國知道神是石安的拯救者
[00:00:28.820 --> 00:00:33.660]  神宣佈祂要為百姓採取行動
[00:00:33.660 --> 00:00:37.900]  直到他們能夠脫離憂暗
[00:00:37.900 --> 00:00:40.480]  成為祂的子民
[00:00:40.480 --> 00:00:44.300]  在62章第1節提到公義
[00:00:44.300 --> 00:00:48.980]  就是讓祂的子民得著這個救恩
[00:00:48.980 --> 00:00:51.820]  隨著地位的轉移
[00:00:51.820 --> 00:00:57.300]  石安舊有的名字已經失去了它的代表性
[00:00:57.300 --> 00:01:03.500]  石安有如神自己精心的傑作
[00:01:03.500 --> 00:01:08.980]  一個華官讓其他國家來觀賞
[00:01:08.980 --> 00:01:12.620]  祂取代了舊有的名字
[00:01:12.620 --> 00:01:18.100]  祂的新名就是「我所喜悅的」
[00:01:18.100 --> 00:01:22.380]  在這個語音是「歇西巴」
[00:01:22.380 --> 00:01:26.460]  從「撇棄」原文的語音
[00:01:26.460 --> 00:01:33.180]  「阿蘇巴」都是兩個女子的名字
[00:01:33.180 --> 00:01:37.380]  表示這個地方不再荒涼
[00:01:37.380 --> 00:01:39.460]  不再被撇棄
[00:01:39.460 --> 00:01:43.140]  要成為有夫之婦
[00:01:43.140 --> 00:01:45.300]  成為神的妻子
[00:01:45.300 --> 00:01:48.460]  因為神喜悅她
[00:01:48.460 --> 00:01:52.020]  神要跟她重建關係
[00:01:52.020 --> 00:01:56.380]  正如斯班跟我們開始的時候
[00:01:56.380 --> 00:01:58.380]  「興起發光」
[00:01:58.380 --> 00:02:02.220]  讓神的子民來興起
[00:02:02.220 --> 00:02:05.500]  為主去發光
[00:02:05.500 --> 00:02:09.500]  在讓方的第2章提到
[00:02:09.500 --> 00:02:13.340]  一開始就說第3日
[00:02:13.340 --> 00:02:15.700]  原來是說到前面
[00:02:15.700 --> 00:02:18.620]  耶穌呼召斐力
[00:02:18.620 --> 00:02:23.540]  斐力帶著拿彈葉來見耶穌
[00:02:23.540 --> 00:02:26.020]  耶穌遇到拿彈葉之後
[00:02:26.020 --> 00:02:27.660]  第3日
[00:02:27.660 --> 00:02:31.540]  他在加利利的加拿大
[00:02:31.540 --> 00:02:35.820]  參與一個婚宴
[00:02:35.820 --> 00:02:37.540]  不單是他自己
[00:02:37.540 --> 00:02:38.980]  他媽媽
[00:02:38.980 --> 00:02:45.900]  門徒被邀請一同參與婚宴
[00:02:45.900 --> 00:02:47.860]  加拿大原來是在
[00:02:47.860 --> 00:02:51.580]  耶穌出生成長的地方
[00:02:51.580 --> 00:02:53.220]  在拿撒勒
[00:02:53.220 --> 00:02:55.820]  在他成長的地方拿撒勒
[00:02:55.820 --> 00:03:01.540]  以北大約是8公里一個小鎮
[00:03:01.540 --> 00:03:06.260]  當他被邀請來參與這個婚宴
[00:03:06.260 --> 00:03:11.060]  他是懷著一個喜悅的心來參與
[00:03:11.060 --> 00:03:12.740]  因為他很樂意
[00:03:12.740 --> 00:03:17.620]  跟主人一同來高興快樂
[00:03:17.620 --> 00:03:24.340]  雖然主是主要肩負著拯救的工作
[00:03:24.340 --> 00:03:27.860]  但他很樂意跟人去接觸
[00:03:27.860 --> 00:03:30.700]  當時的婚禮慶典
[00:03:30.700 --> 00:03:34.020]  持續有一個星期的時間
[00:03:34.020 --> 00:03:36.820]  主人家會大宴親朋
[00:03:36.820 --> 00:03:39.780]  預備一些食物
[00:03:39.780 --> 00:03:43.180]  預備一些酒來招呼客人
[00:03:43.180 --> 00:03:46.580]  其實都很需要充分的準備
[00:03:46.580 --> 00:03:50.580]  因為有一個星期這麼長的時間
[00:03:50.580 --> 00:03:53.980]  但是酒用乾了
[00:03:53.980 --> 00:03:58.100]  令到主人都會很尷尬
[00:03:58.100 --> 00:04:02.780]  當時耶穌的母親
[00:04:02.780 --> 00:04:05.180]  就發覺這個情況
[00:04:05.180 --> 00:04:07.100]  她跟耶穌說
[00:04:07.100 --> 00:04:12.780]  第三節她說酒沒有了
[00:04:12.780 --> 00:04:13.900]  這裡沒有解釋到
[00:04:13.900 --> 00:04:16.180]  為什麼耶穌的母親
[00:04:16.180 --> 00:04:19.060]  要將這件事情跟耶穌說
[00:04:19.060 --> 00:04:20.940]  為什麼她不跟主人家
[00:04:20.940 --> 00:04:23.580]  來講這件事呢?
[00:04:23.580 --> 00:04:26.940]  可能她知道有困難的時候
[00:04:26.940 --> 00:04:30.100]  她即時想起她的兒子
[00:04:30.100 --> 00:04:34.020]  要跟他說這件事情
[00:04:34.020 --> 00:04:41.740]  而兒子有義務來解釋解決
[00:04:41.740 --> 00:04:48.220]  到底怎樣來面對沒有酒的困難呢?
[00:04:48.220 --> 00:04:53.380]  當耶穌的母親見到沒有酒的困難
[00:04:53.380 --> 00:04:57.420]  她就跟主人講
[00:04:57.420 --> 00:04:59.780]  也許她的經歷當中
[00:04:59.780 --> 00:05:03.820]  當她遇到任何的困難
[00:05:03.820 --> 00:05:08.620]  只要將這件事情帶到主人面前
[00:05:08.620 --> 00:05:10.180]  跟祂說了
[00:05:10.180 --> 00:05:13.500]  她就可以放心
[00:05:13.500 --> 00:05:16.140]  而耶穌對母親這個要求
[00:05:16.140 --> 00:05:18.860]  怎樣回答呢?
[00:05:18.860 --> 00:05:20.740]  祂說 夫人
[00:05:20.740 --> 00:05:25.820]  這件事跟你有什麼相關呢?
[00:05:25.820 --> 00:05:28.820]  好像與我們有什麼關係呢?
[00:05:28.820 --> 00:05:31.740]  原來猶太人也很慣用
[00:05:31.740 --> 00:05:33.620]  與我們有什麼關係呢?
[00:05:33.620 --> 00:05:36.100]  這一句話
[00:05:36.100 --> 00:05:40.020]  可能耶穌的意思是
[00:05:40.020 --> 00:05:45.780]  是否需要我們牽扯在這件事件裡呢?
[00:05:45.780 --> 00:05:50.340]  是不是耶穌跟主人不太熟悉
[00:05:50.340 --> 00:05:53.500]  以致祂不覺得是祂的責任
[00:05:53.500 --> 00:05:58.500]  要去面對這個困局呢?
[00:05:58.500 --> 00:05:59.300]  或者祂想到
[00:05:59.300 --> 00:06:06.020]  不如讓更加識切的人去處理吧
[00:06:06.020 --> 00:06:09.100]  這裡耶穌說 夫人
[00:06:09.100 --> 00:06:11.940]  其實也是一個尊稱
[00:06:11.940 --> 00:06:13.980]  我們聽起來好像覺得
[00:06:13.980 --> 00:06:16.860]  耶穌為什麼不叫祂媽媽要叫夫人
[00:06:16.860 --> 00:06:19.300]  好像跟祂不太認識
[00:06:19.300 --> 00:06:21.620]  好像有點距離
[00:06:21.620 --> 00:06:24.900]  聽起來不太順耳
[00:06:24.900 --> 00:06:28.780]  但其實也是一個尊重的稱呼
[00:06:28.780 --> 00:06:32.780]  祂表示 祂已經成長了
[00:06:32.780 --> 00:06:39.180]  祂不再受著父母的權柄之下
[00:06:39.180 --> 00:06:44.620]  祂要接受神差遣祂全道的工作
[00:06:44.620 --> 00:06:49.780]  在第四節說到 祂說「我的時候還沒有到」
[00:06:49.780 --> 00:06:52.780]  耶穌得榮耀的時候
[00:06:52.780 --> 00:06:59.300]  是指到祂將要面對釘十字架、死亡
[00:06:59.300 --> 00:07:04.380]  其後祂復活、升天這些事情
[00:07:04.380 --> 00:07:06.860]  耶穌對母親的回答
[00:07:06.860 --> 00:07:10.260]  好像提醒祂母親
[00:07:10.260 --> 00:07:18.340]  祂現在是按著神帶領祂的路來行事
[00:07:18.340 --> 00:07:25.260]  祂未必每樣都是按著父母的指引
[00:07:25.260 --> 00:07:32.660]  雖然主耶穌仍然是照著母親的暗示要求去做
[00:07:32.660 --> 00:07:35.660]  當祂有困難的時候
[00:07:35.660 --> 00:07:41.940]  祂的母親將事情跟祂說
[00:07:41.940 --> 00:07:44.380]  當你有困難的時候
[00:07:44.380 --> 00:07:49.180]  你會跟誰去說呢?
[00:07:49.180 --> 00:07:57.420]  是不是你的丈夫、太太、兒女、好朋友
[00:07:57.420 --> 00:08:00.140]  還是神呢?
[00:08:00.140 --> 00:08:02.820]  耶穌的母親知道沒有走
[00:08:02.820 --> 00:08:06.780]  即時想起跟主耶穌說
[00:08:06.780 --> 00:08:12.220]  她相信主耶穌有辦法去處理這個問題
[00:08:12.220 --> 00:08:18.380]  最近有機會來看詩篇109篇
[00:08:18.380 --> 00:08:22.220]  按著《讀經釋義》有一個標題
[00:08:22.220 --> 00:08:27.100]  祈求主去施暴、惡敵
[00:08:27.100 --> 00:08:32.580]  在詩篇109篇一至五節的經文是這樣說
[00:08:32.580 --> 00:08:35.220]  向我所讚美的神啊
[00:08:35.220 --> 00:08:37.580]  求祢不要閉口不言
[00:08:37.580 --> 00:08:42.580]  因為惡人的嘴和鬼咋人的口
[00:08:42.580 --> 00:08:46.060]  已經張開攻擊我
[00:08:46.060 --> 00:08:50.180]  他們用殺荒的舌頭對我說話
[00:08:50.180 --> 00:08:52.380]  他們圍繞我
[00:08:52.380 --> 00:08:57.060]  說怨恨的話又無故的攻打我
[00:08:57.060 --> 00:08:59.820]  他們與我為敵
[00:08:59.820 --> 00:09:04.260]  以暴我哀,但我專心祈禱
[00:09:04.260 --> 00:09:09.540]  他們向我以惡報善,以恨報哀
[00:09:09.540 --> 00:09:15.980]  詩人遭到攻擊無憾
[00:09:15.980 --> 00:09:18.860]  言語的中傷
[00:09:18.860 --> 00:09:23.260]  他內心極其的傷痛
[00:09:23.260 --> 00:09:26.020]  可能不是甚麼人
[00:09:26.020 --> 00:09:31.780]  而是他的朋友、他的親人的重傷
[00:09:31.780 --> 00:09:35.700]  這份傷是更加的深
[00:09:35.700 --> 00:09:39.220]  在109篇詩篇的夜2至夜4節
[00:09:39.220 --> 00:09:42.660]  去形容他內心的傷痛
[00:09:42.660 --> 00:09:45.540]  他說因為我困苦窮乏
[00:09:45.540 --> 00:09:48.020]  內心受傷
[00:09:48.020 --> 00:09:51.620]  我如日映漸漸偏邪而去
[00:09:51.620 --> 00:09:54.420]  我如蝗蟲被抖出來
[00:09:54.420 --> 00:09:58.980]  我因禁食,七骨軟弱
[00:09:58.980 --> 00:10:02.700]  我身上的肉也漸漸瘦了
[00:10:02.700 --> 00:10:08.220]  所以詩人求神為他去伸冤
[00:10:08.220 --> 00:10:12.340]  第4節說受敵以恨報哀
[00:10:12.340 --> 00:10:16.620]  但詩人他是一個祈禱的人
[00:10:16.620 --> 00:10:19.340]  他專心去禱告
[00:10:19.340 --> 00:10:21.860]  為了敵人去禱告
