
[00:00:00.000 --> 00:00:13.000]  主持人:兩星期前我跟大家說過,建議大家在未來兩個星期多看看希伯來書十二章。
[00:00:13.000 --> 00:00:20.000]  主持人:兩個禮拜之前,我建議大家在之後兩個禮拜多些留意希伯來書。
[00:00:20.000 --> 00:00:25.000]  主持人:希伯來書十二章,你們過去兩周有人看過一遍嗎?
[00:00:25.000 --> 00:00:30.000]  主持人:在希伯來書的十二章,有沒有人看過一次?
[00:00:30.000 --> 00:00:32.000]  主持人:一個都沒有?
[00:00:32.000 --> 00:00:33.000]  主持人:一個都沒有。
[00:00:33.000 --> 00:00:34.000]  主持人:有,有一個,有兩個。
[00:00:34.000 --> 00:00:35.000]  主持人:有兩個。
[00:00:35.000 --> 00:00:36.000]  主持人:好。
[00:00:36.000 --> 00:00:39.000]  主持人:非常好。
[00:00:39.000 --> 00:00:47.000]  主持人:我們上次,兩周之前講希伯來書,講到十二章的十二、十三兩節。
[00:00:47.000 --> 00:00:52.000]  主持人:兩個禮拜之前,我們講過希伯來書的十二章,十二和十三兩節。
[00:00:52.000 --> 00:00:55.000]  主持人:這兩節是程上啟夏的段落。
[00:00:55.000 --> 00:00:58.000]  主持人:這兩節是程上啟夏的段落。
[00:00:58.000 --> 00:01:02.000]  主持人:你們大家可以,能不能想像一個畫面。
[00:01:02.000 --> 00:01:04.000]  主持人:大家可不可以想像這個畫面。
[00:01:04.000 --> 00:01:06.000]  主持人:有一個年輕人,他大學畢業了。
[00:01:06.000 --> 00:01:08.000]  主持人:有一個年輕人大學畢業。
[00:01:08.000 --> 00:01:09.000]  主持人:然後他去工作。
[00:01:09.000 --> 00:01:11.000]  主持人:然後他去做事。
[00:01:11.000 --> 00:01:13.000]  主持人:然後他初初進入社會,進入職場。
[00:01:13.000 --> 00:01:16.000]  主持人:然後他剛剛接觸社會,進入職場。
[00:01:16.000 --> 00:01:17.000]  主持人:他就壓力很大。
[00:01:17.000 --> 00:01:18.000]  主持人:他壓力很大。
[00:01:18.000 --> 00:01:19.000]  主持人:什麼都不會。
[00:01:19.000 --> 00:01:22.000]  主持人:什麼都不會。
[00:01:22.000 --> 00:01:23.000]  主持人:很多人都欺負他。
[00:01:23.000 --> 00:01:24.000]  主持人:很多人都欺負他。
[00:01:24.000 --> 00:01:25.000]  主持人:很多人都欺負他。
[00:01:25.000 --> 00:01:26.000]  主持人:客戶對他不好。
[00:01:26.000 --> 00:01:27.000]  主持人:客戶對他不好。
[00:01:27.000 --> 00:01:28.000]  主持人:然後每天心事重重。
[00:01:28.000 --> 00:01:29.000]  主持人:每天心事重重。
[00:01:29.000 --> 00:01:30.000]  主持人:每天心事重重。
[00:01:30.000 --> 00:01:33.000]  主持人:然後可能會有一些負面的情緒。
[00:01:33.000 --> 00:01:34.000]  主持人:然後可能會有一些負面的情緒。
[00:01:34.000 --> 00:01:35.000]  主持人:很多負面的情緒。
[00:01:35.000 --> 00:01:36.000]  主持人:很多負面的情緒。
[00:01:36.000 --> 00:01:40.000]  主持人:也許有談戀愛,但是也有一些矛盾。
[00:01:40.000 --> 00:01:50.000]  主持人:也許有談戀愛,但是也有一些矛盾。
[00:01:50.000 --> 00:01:55.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:01:55.000 --> 00:02:00.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:00.000 --> 00:02:01.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:01.000 --> 00:02:02.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:02.000 --> 00:02:03.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:03.000 --> 00:02:04.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:04.000 --> 00:02:05.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:05.000 --> 00:02:06.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:06.000 --> 00:02:13.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:13.000 --> 00:02:14.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:14.000 --> 00:02:15.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:15.000 --> 00:02:16.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:16.000 --> 00:02:17.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:17.000 --> 00:02:18.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:18.000 --> 00:02:19.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:19.000 --> 00:02:20.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:20.000 --> 00:02:21.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:21.000 --> 00:02:41.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:41.000 --> 00:02:42.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:42.000 --> 00:02:43.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:43.000 --> 00:02:44.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:44.000 --> 00:02:45.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:45.000 --> 00:02:46.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:46.000 --> 00:02:47.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:47.000 --> 00:02:48.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:48.000 --> 00:02:49.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:49.000 --> 00:02:56.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:56.000 --> 00:02:57.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:57.000 --> 00:02:58.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:58.000 --> 00:02:59.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:02:59.000 --> 00:03:00.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:03:00.000 --> 00:03:01.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:03:01.000 --> 00:03:02.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:03:02.000 --> 00:03:03.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:03:03.000 --> 00:03:04.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:03:04.000 --> 00:03:24.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:03:24.000 --> 00:03:25.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
[00:03:25.000 --> 00:03:26.000]  主持人:說他這裡不對,那裡不好,需要更努力,如何如何。
