
[00:00:00.000 --> 00:00:02.720]  能夠一齊高歌頌讚
[00:00:02.720 --> 00:00:08.960]  能夠聆聽聖經的宣講和宣讀
[00:00:08.960 --> 00:00:11.920]  不是一件必然的事
[00:00:11.920 --> 00:00:15.460]  歷世歷代基督的教會
[00:00:15.460 --> 00:00:20.000]  歷史上和聖經的啟示
[00:00:20.000 --> 00:00:22.840]  都是很清晰的告訴我們
[00:00:22.840 --> 00:00:27.340]  受苦是會發生的
[00:00:28.360 --> 00:00:30.520]  今日要思想的經文
[00:00:30.520 --> 00:00:34.140]  彼得前書四章十二至十九節
[00:00:34.140 --> 00:00:36.900]  亦是整卷的
[00:00:36.900 --> 00:00:43.040]  彼得前書關於受苦的一個高峰
[00:00:43.040 --> 00:00:47.860]  不是最後一段講受苦的經文
[00:00:47.860 --> 00:00:50.740]  但是整卷書裏面
[00:00:50.740 --> 00:00:54.480]  是關乎受苦的教訓
[00:00:54.480 --> 00:00:57.860]  一個很核心的總結
[00:00:59.360 --> 00:01:00.560]  我在想
[00:01:00.560 --> 00:01:03.840]  為了信仰受苦
[00:01:03.840 --> 00:01:07.500]  為了信耶穌而受苦
[00:01:07.500 --> 00:01:12.000]  不知道基督教豐盛生命堂裏面有多少人
[00:01:12.000 --> 00:01:15.460]  是有實際的經驗呢
[00:01:15.460 --> 00:01:17.400]  有還是沒有呢
[00:01:17.400 --> 00:01:20.700]  我懷疑
[00:01:20.700 --> 00:01:25.800]  我們在香港生活的一班基督徒
[00:01:26.500 --> 00:01:28.780]  其實由信主到今日
[00:01:28.780 --> 00:01:33.900]  可能都沒有因為信仰的緣故
[00:01:33.900 --> 00:01:36.880]  受到政治的迫害
[00:01:36.880 --> 00:01:42.020]  沒有被褫奪我們公民的任何權利
[00:01:42.020 --> 00:01:44.940]  但是我們再想想
[00:01:44.940 --> 00:01:47.180]  香港是這樣的
[00:01:47.180 --> 00:01:50.820]  其實早二三十年
[00:01:50.820 --> 00:01:52.480]  或者三四十年
[00:01:52.740 --> 00:01:56.720]  是隔一條深圳河的地方
[00:01:56.720 --> 00:02:00.380]  你問教會有沒有受苦
[00:02:00.380 --> 00:02:03.940]  我想我們都有弟兄姊妹
[00:02:03.940 --> 00:02:07.200]  包括我們所敬重的長者
[00:02:07.200 --> 00:02:09.700]  我們是雍榮興教師
[00:02:09.700 --> 00:02:11.360]  今年九十幾歲了
[00:02:11.360 --> 00:02:14.000]  他的生命
[00:02:14.000 --> 00:02:15.340]  他的見證
[00:02:15.340 --> 00:02:17.160]  是告訴我們
[00:02:17.160 --> 00:02:18.960]  親愛的弟兄姊妹
[00:02:18.960 --> 00:02:22.000]  受苦作為基督徒
[00:02:22.000 --> 00:02:25.240]  其實是分不開的事
[00:02:25.240 --> 00:02:27.280]  或者在今時今日
[00:02:27.280 --> 00:02:29.620]  我們再放眼這個世界
[00:02:29.620 --> 00:02:30.920]  我們發覺
[00:02:30.920 --> 00:02:33.280]  因為信耶穌
[00:02:33.280 --> 00:02:35.620]  因為你是基督徒
[00:02:35.620 --> 00:02:38.060]  而受苦的這些事情
[00:02:38.060 --> 00:02:40.580]  是無日無之
[00:02:40.580 --> 00:02:42.680]  在埃及
[00:02:42.680 --> 00:02:46.140]  有歷史悠久的Coptic Church
[00:02:46.140 --> 00:02:47.660]  在敘利亞
[00:02:47.660 --> 00:02:49.800]  也都有這個教會
[00:02:49.800 --> 00:02:52.200]  他們最高的領袖
[00:02:52.200 --> 00:02:53.820]  都被擄掠
[00:02:53.820 --> 00:02:55.900]  都被俘虜了
[00:02:55.900 --> 00:02:59.360]  被威脅
[00:02:59.360 --> 00:03:02.040]  有一個十歲的弟弟
[00:03:02.040 --> 00:03:04.160]  他讀聖經班
[00:03:04.160 --> 00:03:05.960]  回家的途中
[00:03:05.960 --> 00:03:07.480]  被人殺害
[00:03:07.480 --> 00:03:12.900]  在這個穆斯林的政權被推翻的過程裏面
[00:03:12.900 --> 00:03:16.560]  有82間基督教的教堂
[00:03:16.560 --> 00:03:19.040]  或者是那些單位
[00:03:19.040 --> 00:03:21.420]  是被焚燒
[00:03:21.420 --> 00:03:24.560]  在伊斯蘭的世界
[00:03:24.560 --> 00:03:25.720]  阿拉伯的世界
[00:03:25.720 --> 00:03:27.400]  極權國家的裏面
[00:03:27.400 --> 00:03:31.020]  甚至是所謂民主自由的世界裏面
[00:03:31.020 --> 00:03:34.720]  今天仍然有不少的弟兄姊妹
[00:03:34.720 --> 00:03:37.240]  是因為信仰的緣故
[00:03:37.240 --> 00:03:39.120]  來受苦受難
[00:03:39.120 --> 00:03:41.160]  話說回來
[00:03:41.160 --> 00:03:43.760]  今早唱歌是不是很嘮叨
[00:03:43.760 --> 00:03:48.040]  今天這個世界是不喜歡嘮叨的
[00:03:48.340 --> 00:03:51.300]  今天這個世界是舒舒服服
[00:03:51.300 --> 00:03:52.760]  是坐在家裏
[00:03:52.760 --> 00:03:54.880]  看電視 看YouTube
[00:03:54.880 --> 00:03:57.000]  然後看演唱會
[00:03:57.000 --> 00:03:58.480]  來做基督徒
[00:03:58.480 --> 00:03:59.880]  這樣就很爽了
[00:03:59.880 --> 00:04:02.660]  叫你看多點字 消化多點東西
[00:04:02.660 --> 00:04:04.880]  叫你用多點戲來唱歌
[00:04:04.880 --> 00:04:06.560]  叫你給多點力量
[00:04:06.560 --> 00:04:08.560]  為了信仰來付出
[00:04:08.560 --> 00:04:10.040]  我們已經覺得
[00:04:10.040 --> 00:04:12.240]  用不著這樣
[00:04:12.240 --> 00:04:14.240]  用不著這麼認真
[00:04:14.240 --> 00:04:17.280]  如果耶穌基督今天來到我們當中
[00:04:17.280 --> 00:04:21.840]  來作為檢閱基督教豐盛生命堂裏面的軍隊
[00:04:21.840 --> 00:04:25.000]  祂要看我們有多少人是受得起苦難的
[00:04:25.000 --> 00:04:30.440]  我不知道自己能不能夠被選上
[00:04:30.440 --> 00:04:33.240]  但是神的話語
[00:04:33.240 --> 00:04:35.040]  聖經的道
[00:04:35.040 --> 00:04:39.760]  包括受苦的教訓 思想
[00:04:39.760 --> 00:04:43.000]  就好像種疫苗一樣
[00:04:43.000 --> 00:04:46.160]  當瘟疫可能會來到的時候
[00:04:46.160 --> 00:04:48.880]  如果你不種疫苗 你一定會中瘟疫
[00:04:48.880 --> 00:04:50.480]  一定會死在當中
[00:04:50.480 --> 00:04:52.480]  但是如果瘟疫來之前
[00:04:52.480 --> 00:04:56.200]  你是肯聽專家的意見
[00:04:56.200 --> 00:04:59.160]  是接受這個疫苗的時候
[00:04:59.160 --> 00:05:04.320]  你往往能夠安然渡過這個危難
[00:05:04.320 --> 00:05:11.120]  基督教是在受苦的過程裏面壯大
[00:05:11.120 --> 00:05:13.360]  因為基督教
[00:05:13.600 --> 00:05:18.720]  那個救主不是一個拿著刀槍
[00:05:18.720 --> 00:05:21.360]  來行駛他的權威
[00:05:21.360 --> 00:05:24.000]  來逼使人入教的那一位
[00:05:24.000 --> 00:05:27.520]  他是自己在十字架上承受了苦難
[00:05:27.520 --> 00:05:29.920]  甘願的犧牲性命
[00:05:29.920 --> 00:05:34.240]  然後他呼召我們來跟從他
[00:05:34.240 --> 00:05:36.480]  潘霍華曾經這樣說
[00:05:36.480 --> 00:05:39.200]  當基督呼召一個人去跟從他
[00:05:39.200 --> 00:05:42.320]  他乃是呼召那個人跟從他去死
[00:05:44.480 --> 00:05:46.480]  願主是幫助我們今天
[00:05:46.480 --> 00:05:50.240]  來回歸那個真正的信仰
[00:05:50.240 --> 00:05:53.680]  來怎樣在苦中有樂
[00:05:53.680 --> 00:05:56.000]  在苦中有盼望
[00:05:56.000 --> 00:05:58.000]  在苦中有信心
[00:05:58.000 --> 00:06:03.040]  在苦中仍然能夠摘善固執
[00:06:03.040 --> 00:06:04.560]  於人無害
[00:06:04.560 --> 00:06:11.120]  只是行出良善和睦寬恕的生命來
[00:06:11.120 --> 00:06:15.760]  因為這種生命是真正的基督信仰
[00:06:15.760 --> 00:06:19.280]  是因為與基督緊密的連繫在一起
[00:06:19.280 --> 00:06:22.960]  而基督有的,屬他的人都要有
[00:06:22.960 --> 00:06:24.960]  無論我們差多遠
[00:06:24.960 --> 00:06:31.600]  我希望我們這個是我們心底裏所發出的呼求
[00:06:31.600 --> 00:06:33.120]  所發出的禱告
[00:06:33.120 --> 00:06:35.120]  讓我真心的信他
[00:06:35.120 --> 00:06:37.120]  我真心的愛他
[00:06:37.120 --> 00:06:39.120]  我真心的盼望他
[00:06:39.120 --> 00:06:41.120]  我真心的盼望他
[00:06:41.120 --> 00:06:43.120]  以至仕途的信仰
[00:06:43.120 --> 00:06:45.120]  初期教會的信仰
[00:06:45.120 --> 00:06:47.120]  都是我們今天基督教豐盛生命堂
[00:06:47.120 --> 00:06:49.120]  有一個的信仰
[00:06:49.120 --> 00:06:53.120]  人怎樣可以在受苦裏面不埋怨上帝
[00:06:53.120 --> 00:06:55.120]  人怎樣可以在艱難的時刻裏面
[00:06:55.120 --> 00:06:59.120]  不質疑上帝的良善和能力
[00:06:59.120 --> 00:07:03.120]  人怎樣在自己身受一切的剝奪的過程裏面
[00:07:03.120 --> 00:07:07.120]  而仍然不嬲怒神
[00:07:07.120 --> 00:07:11.120]  亦都不仇恨過一些令到他受苦的人
[00:07:11.120 --> 00:07:13.120]  人怎樣在受苦的時候
[00:07:13.120 --> 00:07:15.120]  不會還擊
[00:07:15.120 --> 00:07:19.120]  裏面那條毒蛇不會被挑戰起來
