
[00:00:00.000 --> 00:00:01.540]  上席媒體 大家好 早晨
[00:00:01.540 --> 00:00:04.240]  讓我們在聆聽上主的說話以先
[00:00:04.240 --> 00:00:06.240]  讓我們一起同心低頭禱告
[00:00:06.240 --> 00:00:08.240]  仰望我們主耶穌
[00:00:08.240 --> 00:00:12.240]  父神多謝祢 讓我們有生命氣息
[00:00:12.240 --> 00:00:15.240]  再次回到祢面前一同學習
[00:00:15.240 --> 00:00:17.740]  明白上主祢的心思
[00:00:17.740 --> 00:00:20.740]  明白上主祢行事的作風
[00:00:20.740 --> 00:00:23.740]  以及明白上主祢怎樣
[00:00:23.740 --> 00:00:25.740]  在這個世界的上面
[00:00:25.740 --> 00:00:28.240]  彰顯祢是那位真正的主
[00:00:28.240 --> 00:00:30.240]  掌管世界的王
[00:00:30.240 --> 00:00:32.240]  要求祢幫助我們
[00:00:32.240 --> 00:00:35.240]  透過今天在聆聽主導的過程裡面
[00:00:35.240 --> 00:00:38.240]  能夠學會怎樣作為一個
[00:00:38.240 --> 00:00:40.240]  活在這個時代當中的
[00:00:40.240 --> 00:00:44.240]  屬神子民應有的行事作風
[00:00:44.240 --> 00:00:46.240]  免得我們在這個時候
[00:00:46.240 --> 00:00:48.240]  只憑己義
[00:00:48.240 --> 00:00:50.240]  按照自己的私心
[00:00:50.240 --> 00:00:52.240]  去活出一個
[00:00:52.240 --> 00:00:54.240]  此是而非的基督徒的生命
[00:00:54.240 --> 00:00:56.240]  求祢的帶領
[00:00:56.240 --> 00:00:58.240]  讓我們從聖經當中
[00:00:58.240 --> 00:01:02.240]  再次重新找到基督徒應有的樣式是如何
[00:01:02.240 --> 00:01:04.240]  並且能夠確切
[00:01:04.240 --> 00:01:07.240]  在我們每一天的生命生活裡面
[00:01:07.240 --> 00:01:09.240]  能夠活出來
[00:01:09.240 --> 00:01:10.240]  我們同心的禱告
[00:01:10.240 --> 00:01:13.240]  奉靠主耶穌基督得勝的名字而靠
[00:01:13.240 --> 00:01:15.240]  阿們
[00:01:15.240 --> 00:01:17.240]  不知道大家有沒有聽過
[00:01:17.240 --> 00:01:20.240]  最近很流行的幾個講法
[00:01:20.240 --> 00:01:25.240]  其中一個叫做MAGA
[00:01:25.240 --> 00:01:28.240]  這個MAGA其實翻譯回來
[00:01:28.240 --> 00:01:32.240]  就是叫做Make America Great Again
[00:01:32.240 --> 00:01:36.240]  因為美國有一個這樣的口號
[00:01:36.240 --> 00:01:39.240]  於是加拿大又弄了一個類同的出來
[00:01:39.240 --> 00:01:42.240]  叫做Make Canada Great Again
[00:01:42.240 --> 00:01:45.240]  叫做MCGA
[00:01:45.240 --> 00:01:47.240]  其實這些這樣的講法
[00:01:47.240 --> 00:01:50.240]  不只是只有北美洲兩個大國家
[00:01:50.240 --> 00:01:52.240]  在說這兩樣東西
[00:01:52.240 --> 00:01:57.240]  很多其他的國家都在類似的說話
[00:01:57.240 --> 00:01:59.240]  也都介紹了出來
[00:01:59.240 --> 00:02:02.240]  不過有時候當我們去看
[00:02:02.240 --> 00:02:05.240]  越宣傳這些口號的時候
[00:02:05.240 --> 00:02:08.240]  它所做出來的結果
[00:02:08.240 --> 00:02:10.240]  卻不是它們所期望的
[00:02:10.240 --> 00:02:13.240]  所謂Make America Great Again
[00:02:13.240 --> 00:02:16.240]  使美洲或者美國更加強大
[00:02:16.240 --> 00:02:18.240]  或者再次強大
[00:02:18.240 --> 00:02:21.240]  反而我看的它所謂的Mega
[00:02:21.240 --> 00:02:24.240]  就變成Make Anarchy Great Again
[00:02:24.240 --> 00:02:28.240]  使得無政府混亂的狀態越來越興盛
[00:02:28.240 --> 00:02:30.240]  或者好像加拿大的情況
[00:02:30.240 --> 00:02:33.240]  就是Make Cult Great Again
[00:02:33.240 --> 00:02:37.240]  使得更多古靈精怪扭曲的思想
[00:02:37.240 --> 00:02:40.240]  在這個地方這個國家
[00:02:40.240 --> 00:02:43.240]  能夠更加彰顯
[00:02:43.240 --> 00:02:47.240]  今天我們沒有一個人會不同意的
[00:02:47.240 --> 00:02:52.240]  就是說我們已經進入了一個失控的世界
[00:02:52.240 --> 00:02:56.240]  人以為自己仍然掌控
[00:02:56.240 --> 00:03:01.240]  但是當人越以為自己越掌控的時候
[00:03:01.240 --> 00:03:05.240]  原來這個世界已經被推向於一個
[00:03:05.240 --> 00:03:09.240]  更加混亂和失控的狀態
[00:03:09.240 --> 00:03:11.240]  我們甚至可以這樣說
[00:03:11.240 --> 00:03:13.240]  現時這個世界是一個
[00:03:13.240 --> 00:03:16.240]  不單止叫做弱肉強食的世界
[00:03:16.240 --> 00:03:18.240]  而且是走向一個
[00:03:18.240 --> 00:03:22.240]  要自我摧毀的狀態
[00:03:22.240 --> 00:03:25.240]  沒有一個人再有能力去掌管這個世界
[00:03:25.240 --> 00:03:27.240]  究竟還有多墮落
[00:03:27.240 --> 00:03:29.240]  而我們今天作為一個基督徒
[00:03:29.240 --> 00:03:31.240]  在聖經的基礎上面
[00:03:31.240 --> 00:03:33.240]  藉著聖經的啟示
[00:03:33.240 --> 00:03:37.240]  我們應該抱著一種什麼樣的態度
[00:03:37.240 --> 00:03:40.240]  心態和行動
[00:03:40.240 --> 00:03:42.240]  去參與在上帝把我們
[00:03:42.240 --> 00:03:45.240]  在一個這麼獨特的時代裡面
[00:03:45.240 --> 00:03:47.240]  這個正正就是我們去讀
[00:03:47.240 --> 00:03:50.240]  誕爾理書的一個很重要的目的
[00:03:50.240 --> 00:03:53.240]  所以今天跟大家一起思想一個題目
[00:03:53.240 --> 00:03:55.240]  我只是借題發揮而已
[00:03:55.240 --> 00:03:59.240]  就叫做誰掌管國度的興衰
[00:03:59.240 --> 00:04:04.240]  Who can make us great again
[00:04:04.240 --> 00:04:08.240]  有些什麼才使基督徒在這個世界上面
[00:04:08.240 --> 00:04:11.240]  真的可以興旺的呢
[00:04:11.240 --> 00:04:13.240]  或者什麼才應該是興旺的呢
[00:04:13.240 --> 00:04:16.240]  讓我們一起去看看這段聖經
[00:04:16.240 --> 00:04:18.240]  透過誕爾理書裡面
[00:04:18.240 --> 00:04:20.240]  讓我們看見當年屬神的子民
[00:04:20.240 --> 00:04:22.240]  活在這個世界的當中
[00:04:22.240 --> 00:04:25.240]  怎樣憑藉著神的啟示
[00:04:25.240 --> 00:04:27.240]  一步一步地在這個
[00:04:27.240 --> 00:04:30.240]  混亂的世界洪流的當中
[00:04:30.240 --> 00:04:32.240]  來穩步前進
[00:04:32.240 --> 00:04:34.240]  這個就是今天我們一起去看的
[00:04:34.240 --> 00:04:36.240]  誕爾理書第二章
[00:04:36.240 --> 00:04:39.240]  從第28節的下半節
[00:04:39.240 --> 00:04:44.240]  到第36節的上半節的經文的內容
[00:04:44.240 --> 00:04:47.240]  讓我們一起再次打開這段經文
[00:04:47.240 --> 00:04:50.240]  我們讀讀熟悉一下這段經文的內容
[00:04:50.240 --> 00:04:53.240]  因為其實聽就聽了很多年了
[00:04:53.240 --> 00:04:56.240]  因為我不怕跟大家說
[00:04:56.240 --> 00:04:58.240]  我在教會
[00:04:58.240 --> 00:05:00.240]  就是還沒回教會之前
[00:05:00.240 --> 00:05:02.240]  第一次接觸聖經的
[00:05:02.240 --> 00:05:04.240]  就是這段聖經
[00:05:04.240 --> 00:05:06.240]  這段聖經是我一班同學
[00:05:06.240 --> 00:05:09.240]  在中學的時候基督徒團計
[00:05:09.240 --> 00:05:10.240]  拿出來說
[00:05:10.240 --> 00:05:12.240]  所以我們要信耶穌
[00:05:12.240 --> 00:05:14.240]  是不是想說這件事呢
[00:05:14.240 --> 00:05:16.240]  我們一起去看看
[00:05:16.240 --> 00:05:18.240]  請大家聽節目一起打開
[00:05:18.240 --> 00:05:20.240]  誕爾理書第二章
[00:05:20.240 --> 00:05:22.240]  第28節的下半節
[00:05:22.240 --> 00:05:25.240]  到第36節的上半節
[00:05:25.240 --> 00:05:27.240]  我們一起讀讀
[00:05:27.240 --> 00:05:29.240]  開首的句子就是
[00:05:29.240 --> 00:05:32.240]  你的夢和你在床上
[00:05:32.240 --> 00:05:36.240]  腦中的異象是怎樣的
[00:05:36.240 --> 00:05:38.240]  我們從這裡開始讀一次
[00:05:38.240 --> 00:05:40.240]  我們一起讀
[00:05:40.240 --> 00:05:42.240]  你的夢和你在床上
[00:05:42.240 --> 00:05:46.240]  腦中的異象是怎樣
[00:05:46.240 --> 00:05:51.240]  皇啊,你在床上想到後來的事
[00:05:51.240 --> 00:05:54.240]  那顯明奧秘事的主
[00:05:54.240 --> 00:05:58.240]  把將來必有的事指示你
[00:05:58.240 --> 00:06:02.240]  至於那奧秘的事顯明給我
[00:06:02.240 --> 00:06:04.240]  並非因我的智慧
[00:06:04.240 --> 00:06:06.240]  勝過一切活人
[00:06:06.240 --> 00:06:10.240]  乃為使皇知道夢的講解
[00:06:10.240 --> 00:06:13.240]  和心裡的思念
[00:06:13.240 --> 00:06:17.240]  皇啊,你夢見一個大象
[00:06:17.240 --> 00:06:21.240]  這象甚高,極其光榮
[00:06:21.240 --> 00:06:26.240]  站在你面前,形狀甚是可怕
[00:06:26.240 --> 00:06:30.240]  這象的頭是晶金的胸膛
[00:06:30.240 --> 00:06:32.240]  和膀臂是銀的
[00:06:32.240 --> 00:06:35.240]  肚腹和腰是銅的
[00:06:35.240 --> 00:06:37.240]  腿是鐵的
[00:06:37.240 --> 00:06:40.240]  腳是半鐵半泥的
[00:06:40.240 --> 00:06:43.240]  你觀看見有一塊
[00:06:43.240 --> 00:06:46.240]  非人手作出來的石頭
[00:06:46.240 --> 00:06:50.240]  打在這象半鐵半泥的腳上
[00:06:50.240 --> 00:06:52.240]  把腳砍碎
[00:06:52.240 --> 00:06:57.240]  如是金、銀、銅、鐵、泥
[00:06:57.240 --> 00:06:59.240]  都一同砍得粉碎
[00:06:59.240 --> 00:07:03.240]  成如夏天和牆上的看揭
[00:07:03.240 --> 00:07:08.240]  堤風吹散,無處可尋
[00:07:08.240 --> 00:07:11.240]  打碎這象的石頭
[00:07:11.240 --> 00:07:13.240]  變成一座大山
[00:07:13.240 --> 00:07:18.240]  充滿天下,這就是那夢
[00:07:18.240 --> 00:07:22.240]  相聞說了些什麼呢?
[00:07:22.240 --> 00:07:25.240]  相聞說在這個世界裡
[00:07:25.240 --> 00:07:28.240]  很多人很難接受事實
[00:07:28.240 --> 00:07:30.240]  接受不到自己是一個
[00:07:30.240 --> 00:07:32.240]  沒有能力的人
[00:07:32.240 --> 00:07:35.240]  並且往往會反過來
[00:07:35.240 --> 00:07:37.240]  去指責其他人
[00:07:37.240 --> 00:07:38.240]  不鼓勵自己
[00:07:38.240 --> 00:07:40.240]  所以上次我們說到
[00:07:40.240 --> 00:07:42.240]  很多人很喜歡別人稱讚
[00:07:42.240 --> 00:07:44.240]  而這種稱讚
[00:07:44.240 --> 00:07:48.240]  其實久而久之就變成了
[00:07:48.240 --> 00:07:51.240]  今天很多人去討好人
[00:07:51.240 --> 00:07:53.240]  或者去設個陷阱
[00:07:53.240 --> 00:07:57.240]  讓你踩下去的一個途徑
[00:07:57.240 --> 00:07:58.240]  因為他看準了
[00:07:58.240 --> 00:08:03.240]  人的那份玻璃心在他裡面
[00:08:03.240 --> 00:08:06.240]  很容易就被人說被hurt
[00:08:06.240 --> 00:08:08.240]  相反,神的指紋
[00:08:08.240 --> 00:08:10.240]  就不會玩這一套的
[00:08:10.240 --> 00:08:12.240]  不需要說人人成日
[00:08:12.240 --> 00:08:14.240]  要在你面前去讚許你
[00:08:14.240 --> 00:08:17.240]  或者吹噓你
[00:08:17.240 --> 00:08:18.240]  他不會容許自己
[00:08:18.240 --> 00:08:21.240]  因為在這些吹噓
[00:08:21.240 --> 00:08:24.240]  或者所謂讚美之下
[00:08:24.240 --> 00:08:26.240]  以為自己真的很厲害
[00:08:26.240 --> 00:08:29.240]  基督徒有一個特點
[00:08:29.240 --> 00:08:32.240]  就是叫做知罪
[00:08:32.240 --> 00:08:34.240]  什麼叫知罪?
[00:08:34.240 --> 00:08:35.240]  知罪就是說
[00:08:35.240 --> 00:08:38.240]  看到自己是壞的
[00:08:38.240 --> 00:08:40.240]  自己不行的
[00:08:40.240 --> 00:08:43.240]  當一個人成日去明白到
[00:08:43.240 --> 00:08:46.240]  自己有些地方是不行的時候
[00:08:46.240 --> 00:08:49.240]  他就會很自然地警醒自己
[00:08:49.240 --> 00:08:54.240]  不要隨便去以為自己很行
[00:08:54.240 --> 00:08:57.240]  而在這種情況之下
[00:08:57.240 --> 00:09:00.240]  他也會盡力、竭力地保守自己
[00:09:00.240 --> 00:09:03.240]  不會跌入一個被玷污的狀態
[00:09:03.240 --> 00:09:05.240]  就是被人捧兩捧
[00:09:05.240 --> 00:09:07.240]  以為自己很行
[00:09:07.240 --> 00:09:09.240]  就會做錯事
[00:09:09.240 --> 00:09:12.240]  在這種情況之下
[00:09:12.240 --> 00:09:15.240]  基督徒很多時的做法就是說
[00:09:15.240 --> 00:09:19.240]  雖然有一位大能大力的主宰
[00:09:19.240 --> 00:09:21.240]  在統治這個世界
[00:09:21.240 --> 00:09:22.240]  我們知道的
[00:09:22.240 --> 00:09:25.240]  甚至他可能使用我們
[00:09:25.240 --> 00:09:28.240]  去能夠履行了上帝一些的工作
[00:09:28.240 --> 00:09:30.240]  但我們不會去邀功的
[00:09:30.240 --> 00:09:33.240]  相反我們要按照那個結構
[00:09:33.240 --> 00:09:35.240]  上帝把我們在這個世界
[00:09:35.240 --> 00:09:39.240]  由他本身的規律裡面去能夠運作
