
[00:00:00.000 --> 00:00:05.720]  我叫今日嘅訊息做天堂嘅奧斯卡金像獎
[00:00:05.720 --> 00:00:09.160]  今年世上嘅奧斯卡金像獎
[00:00:09.160 --> 00:00:11.800]  喺4月底已經舉行了
[00:00:11.800 --> 00:00:14.520]  我相信在座嘅弟兄姊妹
[00:00:14.520 --> 00:00:20.160]  冇一位係參加地上嘅奧斯卡金像獎
[00:00:20.160 --> 00:00:23.400]  但係將來喺天上嘅奧斯卡金像獎
[00:00:23.400 --> 00:00:29.200]  每一位嘅基督徒都係有份參加
[00:00:29.200 --> 00:00:31.600]  好明顯我今日要同大家講嘅
[00:00:31.600 --> 00:00:35.560]  就係我哋基督徒喺天上嘅獎賞
[00:00:35.560 --> 00:00:37.680]  天上嘅賞賜
[00:00:37.680 --> 00:00:38.800]  有人話
[00:00:38.800 --> 00:00:41.520]  穆斯乜你咁長氣
[00:00:41.520 --> 00:00:44.200]  你好似好新近先講過
[00:00:44.200 --> 00:00:48.120]  中心嘅基督徒會被神獎賞五個成
[00:00:48.120 --> 00:00:52.480]  更加係中心嘅會獎賞十個成
[00:00:52.480 --> 00:00:56.200]  而家你又話又要講獎賞
[00:00:56.200 --> 00:01:00.360]  係呀我以前係講過五個成十個成嘅獎賞
[00:01:00.360 --> 00:01:02.440]  喺馬太福音嘅25章
[00:01:02.440 --> 00:01:04.600]  路加福音嘅19章
[00:01:04.600 --> 00:01:08.040]  但係今日要講嘅唔係基業
[00:01:08.040 --> 00:01:10.680]  五個成十個成嘅係基業
[00:01:10.680 --> 00:01:12.800]  我今日要講嘅係賞賜
[00:01:12.800 --> 00:01:16.200]  基業同賞賜有咩分別
[00:01:16.200 --> 00:01:18.720]  基業就係得到嘅人
[00:01:18.720 --> 00:01:22.440]  係我哋基督徒同埋耶穌基督
[00:01:22.440 --> 00:01:26.080]  我哋同耶穌基督會得係一齊得到基業
[00:01:26.080 --> 00:01:28.960]  因為我哋同基督係同為後智
[00:01:28.960 --> 00:01:31.520]  正如羅馬書嘅八章十七節
[00:01:31.520 --> 00:01:34.240]  所以我哋能夠同得基業
[00:01:34.240 --> 00:01:35.640]  獎賞呢?
[00:01:35.640 --> 00:01:38.120]  獎賞只係得信徒
[00:01:38.120 --> 00:01:40.760]  因為信徒所能夠得到嘅
[00:01:40.760 --> 00:01:42.520]  能夠進入天堂
[00:01:42.520 --> 00:01:43.880]  得到神嘅讚美
[00:01:43.880 --> 00:01:47.240]  等陣我哋會講我哋會得到好多嘅冠冕
[00:01:47.240 --> 00:01:49.480]  呢啲耶穌基督都已經得到
[00:01:49.480 --> 00:01:51.880]  耶穌基督唔需要一齊獎賞
[00:01:51.880 --> 00:01:53.320]  佢已經有
[00:01:53.320 --> 00:01:56.400]  但係基業嚟講佢仲未係得到
[00:01:56.400 --> 00:02:00.960]  因為而家呢個世界暫時係畀撒旦嚟到管理
[00:02:00.960 --> 00:02:03.560]  有一日耶穌基督會真正咁樣
[00:02:03.560 --> 00:02:06.040]  得到呢個世界嘅管理權
[00:02:06.040 --> 00:02:08.400]  就係好似詩篇嘅第二篇
[00:02:08.400 --> 00:02:11.120]  同埋啟示錄嘅第五章所講
[00:02:11.120 --> 00:02:13.360]  佢會係承受呢個世界
[00:02:13.360 --> 00:02:15.480]  佢會係統治呢個世界
[00:02:15.480 --> 00:02:18.200]  到嗰個時候基督徒會得同耶穌基督
[00:02:18.200 --> 00:02:19.720]  一齊嚟到掌權
[00:02:19.720 --> 00:02:21.200]  一齊嚟到統治
[00:02:21.200 --> 00:02:23.400]  呢個係基業
[00:02:23.400 --> 00:02:27.240]  賞賜只係畀我哋基督徒
[00:02:27.240 --> 00:02:29.280]  另外有一樣唔同嘅
[00:02:29.280 --> 00:02:33.200]  就係基業嚟講係每個基督徒都有
[00:02:33.200 --> 00:02:35.040]  雖然有啲人會多啲
[00:02:35.040 --> 00:02:36.720]  有啲人會少啲
[00:02:36.720 --> 00:02:37.840]  但係每人都有嘅
[00:02:37.840 --> 00:02:40.560]  因為就係好似承受遺產一樣
[00:02:40.560 --> 00:02:42.040]  我哋係神嘅兒女
[00:02:42.040 --> 00:02:45.560]  我哋就會得係得到基業
[00:02:45.560 --> 00:02:47.320]  但係賞賜呢
[00:02:47.320 --> 00:02:49.800]  今日嘅經文頭先我哋讀咗啦
[00:02:49.800 --> 00:02:51.520]  哥林多前書嘅三章
[00:02:51.520 --> 00:02:53.000]  十一至到十五節
[00:02:53.000 --> 00:02:57.200]  唔係每個基督徒都能夠得到賞賜
[00:02:57.200 --> 00:02:58.560]  但係我哋有咁嘅可能
[00:02:58.560 --> 00:03:01.360]  係能夠得到神嘅賞賜
[00:03:01.360 --> 00:03:03.240]  但係有人可能會話
[00:03:03.240 --> 00:03:05.200]  咦 牧師唔係喎
[00:03:05.200 --> 00:03:07.200]  你話馬太福音二十五章
[00:03:07.200 --> 00:03:09.960]  路加福音十九章係講基業
[00:03:09.960 --> 00:03:13.480]  但係你睇睇馬太福音嘅二十五章三十節
[00:03:13.480 --> 00:03:17.800]  話個主人把無用嘅僕人雕在外面
[00:03:17.800 --> 00:03:22.040]  黑暗裡在那裡必要哀哭切齒了
[00:03:22.040 --> 00:03:25.320]  嗰個僕人乜嘢都冇攞到
[00:03:25.320 --> 00:03:28.440]  如果我哋明白到聖經入面所講
[00:03:28.440 --> 00:03:32.920]  每有講到喺外面哀哭切齒喺黑暗入面嘅
[00:03:32.920 --> 00:03:34.160]  唔係基督徒
[00:03:34.160 --> 00:03:37.360]  係講緊喺處地獄所發生嘅事
[00:03:37.360 --> 00:03:38.440]  係黑暗嘅
[00:03:38.440 --> 00:03:40.600]  係哀哭切齒
[00:03:40.600 --> 00:03:44.280]  每個基督徒都有從神而來嘅基業
[00:03:44.280 --> 00:03:50.760]  但係唔係每個基督徒都會有從神而來嘅賞賜
[00:03:50.760 --> 00:03:53.240]  嗱 另外有一樣
[00:03:53.240 --> 00:03:57.040]  就係基業同賞賜都係一樣嘅
[00:03:57.040 --> 00:04:00.640]  就係 都係有關我哋地上嘅侍奉
[00:04:00.640 --> 00:04:03.560]  究竟我哋地上嘅侍奉忠唔忠心
[00:04:03.560 --> 00:04:05.960]  地上嘅侍奉忠心嘅話
[00:04:05.960 --> 00:04:08.680]  天上就能夠得到更大嘅基業
[00:04:08.680 --> 00:04:10.080]  更大嘅賞賜
[00:04:10.080 --> 00:04:13.440]  嗱 呢個係成正比嘅
[00:04:13.440 --> 00:04:14.920]  嗱 我話
[00:04:14.920 --> 00:04:19.000]  我哋嘅賞賜就好似奧斯卡金像獎咁樣
[00:04:19.000 --> 00:04:21.400]  一賞起 大家就會諗到
[00:04:21.400 --> 00:04:23.520]  喺紅色嘅地毯上
[00:04:23.520 --> 00:04:26.760]  有好多明星扮到好靚 著到好靚
[00:04:26.760 --> 00:04:29.560]  喺度領取佢哋嘅獎品
[00:04:29.560 --> 00:04:32.720]  嗱 有人話 哎呀 牧師乜你咁屎賄㗎
[00:04:32.720 --> 00:04:38.320]  我哋做基督徒唔應該諗住天上嘅獎賞㗎
[00:04:38.320 --> 00:04:39.760]  嗱 好對唔住
[00:04:39.760 --> 00:04:42.560]  舊約同埋新約都話畀我哋聽
[00:04:42.560 --> 00:04:45.600]  我哋嘅神係賞罰分明
[00:04:45.600 --> 00:04:47.640]  我哋係會得到賞賜
[00:04:47.640 --> 00:04:50.200]  喺詩篇58篇11節
[00:04:50.200 --> 00:04:52.200]  62篇12節
[00:04:52.200 --> 00:04:55.640]  希伯來書嘅6章10至到12節
[00:04:55.640 --> 00:04:59.520]  啟示錄嘅22章12節都有講到
[00:04:59.520 --> 00:05:03.240]  耶穌基督同親自咁樣教我哋
[00:05:03.240 --> 00:05:05.520]  我哋基督徒如果做得好嘅話
[00:05:05.520 --> 00:05:07.280]  係會得到賞賜
[00:05:07.280 --> 00:05:10.640]  例如喺馬太福音嘅5章11至到12節
[00:05:10.640 --> 00:05:13.360]  如果我哋係因為耶穌基督嘅緣故
[00:05:13.360 --> 00:05:16.400]  畀人辱罵畀人逼迫毀謗
[00:05:16.400 --> 00:05:18.200]  有福啦 耶穌基督話
[00:05:18.200 --> 00:05:19.840]  應當喜樂
[00:05:19.840 --> 00:05:23.520]  因為我哋喺天上嘅賞賜係大
[00:05:23.520 --> 00:05:26.560]  喺度馬可福音嘅9章41節
[00:05:26.560 --> 00:05:27.840]  耶穌基督又話
[00:05:27.840 --> 00:05:30.320]  如果弟兄姊妹係有需要嘅話
[00:05:30.320 --> 00:05:33.200]  就算你係畀一杯水畀佢
[00:05:33.200 --> 00:05:36.960]  你將來亦都會得到你嘅賞賜
[00:05:36.960 --> 00:05:40.960]  盧家福音嘅18章28至到30節
[00:05:40.960 --> 00:05:44.320]  馬可福音嘅10章29至到30節
[00:05:44.320 --> 00:05:48.960]  都話到如果我哋係為咗神個國撇下一切
[00:05:48.960 --> 00:05:52.400]  我哋唔單止將來喺天上有賞賜
[00:05:52.400 --> 00:05:58.960]  我哋今生亦都係會有好大嘅報酬
[00:05:58.960 --> 00:06:01.920]  喺《說聖經》入面講得好清楚
[00:06:01.920 --> 00:06:04.400]  基督徒都要按住我哋嘅行為
[00:06:04.400 --> 00:06:08.560]  去到神嘅面前嚟到受到審判
[00:06:08.560 --> 00:06:10.480]  有人又會話
[00:06:10.480 --> 00:06:12.080]  你一陣又話賞賜
[00:06:12.080 --> 00:06:13.840]  一陣又話審判
[00:06:13.840 --> 00:06:16.320]  究竟你講緊乜嘢?
[00:06:16.320 --> 00:06:19.120]  其實講緊嘅都係同一件事
[00:06:19.120 --> 00:06:21.600]  有啲經文的確係話審判
[00:06:21.600 --> 00:06:23.760]  有啲經文係話賞賜
[00:06:23.760 --> 00:06:27.520]  等一陣我哋會詳細啲嚟到解釋
[00:06:27.520 --> 00:06:30.960]  當耶穌基督返嚟迎接教會
[00:06:30.960 --> 00:06:36.160]  我哋知道喺度主內死咗嘅弟兄姊妹就會復活
[00:06:36.160 --> 00:06:39.440]  未死嘅弟兄姊妹同埋佢哋就會一齊
[00:06:39.440 --> 00:06:42.400]  去到半空同耶穌基督相遇
[00:06:42.400 --> 00:06:45.280]  我哋嘅身體就會有改變
[00:06:45.280 --> 00:06:46.960]  有榮耀嘅身體
[00:06:46.960 --> 00:06:50.400]  然後我哋就會被帶到去基督嘅台前
[00:06:50.400 --> 00:06:54.240]  神嘅寶座面前嚟到接受審判
[00:06:54.240 --> 00:06:58.400]  呢件事嘅記載有好多經文都有講到
[00:06:58.400 --> 00:07:02.560]  例如喺羅馬書第十四章第十二節
[00:07:02.560 --> 00:07:03.360]  經文話:
[00:07:03.360 --> 00:07:09.840]  「這樣看來,我們各人必要將自己的事在神面前說明。」
[00:07:09.840 --> 00:07:14.080]  就係有一日我哋都要去到神嘅寶座面前
[00:07:14.080 --> 00:07:16.720]  將自己嘅行為嚟到交代
[00:07:16.720 --> 00:07:19.520]  將自己嘅事嚟到講明白
[00:07:19.520 --> 00:07:21.440]  嚟到向神表白
[00:07:21.440 --> 00:07:24.160]  呢一個就係所謂嘅審判
[00:07:24.160 --> 00:07:27.680]  呢度所講嘅唔係罪嘅審判
[00:07:27.680 --> 00:07:31.600]  喺《舒爾哥林多》後書嘅五章十節亦都話
[00:07:31.600 --> 00:07:36.160]  「因為我哋眾人必要在基督台前顯露出來
[00:07:36.160 --> 00:07:41.600]  叫各人按著本身所行的或善或惡受報。」
[00:07:41.600 --> 00:07:45.280]  我哋有一日都要去到神嘅面前
[00:07:45.280 --> 00:07:47.440]  將我哋內心嘅動機
[00:07:47.440 --> 00:07:51.200]  每做一件事嘅動機都要表明出嚟
[00:07:51.200 --> 00:07:53.680]  都要顯露出嚟
[00:07:53.680 --> 00:07:56.160]  喺《舒爾哥林多》所書嘅六章八節
[00:07:56.160 --> 00:07:58.960]  「因為曉得各人所行的善事
[00:07:58.960 --> 00:08:01.680]  不論是為奴的是自主的
[00:08:01.680 --> 00:08:05.120]  都必按所行的得主嘅上次。」
[00:08:05.120 --> 00:08:08.000]  呢一節嘅經文就係話上次
[00:08:08.000 --> 00:08:10.960]  但係講緊嘅都係一樣嘅嘢
[00:08:10.960 --> 00:08:16.080]  我哋知道喺神嘅寶座面前嘅審判係有兩個
[00:08:16.080 --> 00:08:20.160]  一個係喺千禧年國度之前
[00:08:20.160 --> 00:08:23.360]  就係喺度七年災難之前
[00:08:23.360 --> 00:08:27.120]  呢一個審判係畀基督徒
[00:08:27.120 --> 00:08:30.800]  所有嘅基督徒都要去到神嘅面前
[00:08:30.800 --> 00:08:33.600]  為我哋所做嘅嚟到表白
[00:08:33.600 --> 00:08:36.000]  呢個唔係罪嘅審判
[00:08:36.000 --> 00:08:40.160]  因為罪嘅審判已經係畀耶穌基督係揹咗
[00:08:40.160 --> 00:08:42.480]  耶穌基督係接受咗審判
[00:08:42.480 --> 00:08:45.200]  以至個審判唔喺我哋嘅身上
[00:08:45.200 --> 00:08:48.400]  就好似羅馬書嘅八章一節所講
[00:08:48.400 --> 00:08:52.560]  我哋接受咗耶穌基督嘅人必不被定罪
[00:08:52.560 --> 00:08:53.840]  我哋唔會被定罪
[00:08:53.840 --> 00:08:55.600]  呢個唔係罪嘅審判
[00:08:55.600 --> 00:08:58.080]  但我哋需要為咗自己所做嘅
[00:08:58.080 --> 00:09:01.120]  去到神嘅面前嚟到交代
[00:09:01.120 --> 00:09:03.760]  做得好做得唔好都要交代
[00:09:03.760 --> 00:09:05.920]  做得好嘅有賞賜
[00:09:05.920 --> 00:09:07.920]  但係另外有一個審判
[00:09:07.920 --> 00:09:10.480]  就喺度千禧年之後嘅審判
[00:09:10.480 --> 00:09:14.800]  呢一個審判係畀所有唔接受耶穌基督嘅人
[00:09:14.800 --> 00:09:18.320]  佢哋要去到神嘅面前嚟到係畀審判
[00:09:18.320 --> 00:09:20.320]  呢個係罪嘅審判
[00:09:20.320 --> 00:09:22.640]  因為佢哋冇接受到耶穌基督
[00:09:22.640 --> 00:09:25.040]  所以佢哋要揹返自己嘅罪
[00:09:25.040 --> 00:09:27.760]  為自己嘅罪嚟到係負責任
[00:09:27.760 --> 00:09:30.720]  呢一個係非常之嘅嚴重
[00:09:30.720 --> 00:09:31.840]  感謝主
[00:09:31.840 --> 00:09:35.920]  我哋唔會為我哋嘅罪嚟到係被審判
[00:09:35.920 --> 00:09:40.560]  我同大家新近先至講過二弗所書
[00:09:40.560 --> 00:09:42.400]  我哋好熟悉嘅經文
