
[00:00:00.000 --> 00:00:03.320]  所以這也是我們跨越的系列《使徒行傳》
[00:00:03.320 --> 00:00:06.160]  上一次我們說到第三章,記得嗎?
[00:00:06.160 --> 00:00:07.120]  第三章
[00:00:07.120 --> 00:00:11.040]  就是第一個《使徒行傳》記載的教會的神蹟
[00:00:11.040 --> 00:00:14.280]  就是一個生下來卻腿的、跛腳的人
[00:00:14.280 --> 00:00:16.480]  在聖殿的門口、尾門
[00:00:16.480 --> 00:00:18.560]  然後得到醫治,記得嗎?
[00:00:18.560 --> 00:00:19.960]  拿撒冷耶穌的名
[00:00:19.960 --> 00:00:22.640]  他的power(力量)、他的能力
[00:00:22.640 --> 00:00:25.680]  能夠使這個人能夠起身
[00:00:25.680 --> 00:00:27.920]  然後他進入聖殿去見拜上帝
[00:00:27.920 --> 00:00:30.440]  在第一個神蹟之後
[00:00:30.440 --> 00:00:33.360]  彼得就開始講道
[00:00:33.360 --> 00:00:35.760]  就解釋為何會有一個這樣的神蹟
[00:00:35.760 --> 00:00:39.440]  為何有一個這樣劃時代的神蹟出現
[00:00:39.440 --> 00:00:41.480]  就是耶穌基督的名
[00:00:41.480 --> 00:00:44.800]  他是那位死而復活、得勝的主宰
[00:00:44.800 --> 00:00:45.920]  就是他有這樣的能力
[00:00:45.920 --> 00:00:48.520]  你呼喊耶穌的名字
[00:00:48.520 --> 00:00:51.120]  藉著耶穌的名字去祈禱的時候
[00:00:51.120 --> 00:00:55.720]  我們生命會向著上帝這個有能力的國度
[00:00:55.720 --> 00:00:57.160]  去前進的
[00:00:57.160 --> 00:00:59.720]  所以彼得一路去解釋的時候
[00:00:59.720 --> 00:01:01.280]  誰知道到第四章的時候
[00:01:01.280 --> 00:01:03.480]  就有人暫亂歌病
[00:01:03.480 --> 00:01:05.000]  講著講著的時候
[00:01:05.000 --> 00:01:09.320]  彼得就被這些猶太的聖殿的權貴
[00:01:09.320 --> 00:01:10.840]  去暫亂歌病
[00:01:10.840 --> 00:01:13.240]  就是講著講著有人停下來
[00:01:13.240 --> 00:01:15.480]  所以第四章開始的時候
[00:01:15.480 --> 00:01:16.960]  他就被打壓了
[00:01:16.960 --> 00:01:20.160]  然後就將他去到奏鑑
[00:01:20.160 --> 00:01:23.400]  那麼這裡就給第四章的
[00:01:23.400 --> 00:01:26.800]  一節到三節的分段給大家
[00:01:26.800 --> 00:01:28.000]  首先他被打壓
[00:01:28.000 --> 00:01:29.840]  然後使徒有他的回應
[00:01:29.840 --> 00:01:31.280]  八至十二節
[00:01:31.280 --> 00:01:33.800]  然後也都有他的權貴
[00:01:33.800 --> 00:01:35.000]  那些很殺眼的人
[00:01:35.000 --> 00:01:36.360]  不喜歡他們的人
[00:01:36.360 --> 00:01:39.080]  去盤問他們為什麼要傳福音
[00:01:39.080 --> 00:01:42.160]  然後使徒也有所回應的
[00:01:42.160 --> 00:01:44.560]  然後他們就威嚇他
[00:01:44.560 --> 00:01:46.120]  做不到什麼
[00:01:46.120 --> 00:01:47.520]  結果嚇一嚇他們
[00:01:47.520 --> 00:01:50.240]  然後最後23至31節
[00:01:50.240 --> 00:01:53.680]  就是教會整體的回應
[00:01:53.680 --> 00:01:57.440]  這裡是《史郎傳》第一次記載
[00:01:57.440 --> 00:02:00.280]  教會受到猶太人
[00:02:00.280 --> 00:02:01.920]  當時的猶太人的權貴
[00:02:01.920 --> 00:02:03.120]  有所限的權貴
[00:02:03.120 --> 00:02:05.120]  打壓的故事
[00:02:05.120 --> 00:02:06.120]  所以《史郎傳》裡面
[00:02:06.120 --> 00:02:08.360]  有很多第一次的故事
[00:02:08.360 --> 00:02:09.800]  first story
[00:02:09.800 --> 00:02:11.520]  我就問這些first story
[00:02:11.520 --> 00:02:13.320]  用來做些什麼
[00:02:13.320 --> 00:02:14.520]  第三章剛才我說什麼
[00:02:14.520 --> 00:02:16.200]  我有神蹟奇事出現
[00:02:16.200 --> 00:02:17.000]  是不是
[00:02:17.000 --> 00:02:18.880]  就是這個生下來
[00:02:18.880 --> 00:02:20.800]  他能夠站起來
[00:02:20.800 --> 00:02:23.240]  應當是大家都開心的
[00:02:23.240 --> 00:02:24.640]  確實是百姓都開心
[00:02:24.640 --> 00:02:26.520]  誰知道呢
[00:02:26.520 --> 00:02:27.600]  不一定的
[00:02:27.600 --> 00:02:31.520]  總有人去阻礙上帝的工作
[00:02:31.520 --> 00:02:33.200]  你有沒有想過
[00:02:33.200 --> 00:02:34.560]  上帝工作開始
[00:02:34.560 --> 00:02:36.280]  大家很開心是吧
[00:02:36.280 --> 00:02:37.480]  大家應該很好的
[00:02:37.480 --> 00:02:38.680]  應該普天同慶的
[00:02:38.680 --> 00:02:39.480]  不過很多時候
[00:02:39.480 --> 00:02:41.520]  就會有反對的勢力出現
[00:02:41.520 --> 00:02:43.640]  這裡就是第四章所說的
[00:02:43.640 --> 00:02:46.800]  所以第四章第八節開始發生什麼事呢
[00:02:46.800 --> 00:02:50.000]  他們被打壓和被收監的時候
[00:02:50.000 --> 00:02:54.240]  那時彼得被聖靈充滿
[00:02:54.240 --> 00:02:55.640]  對這些權貴說
[00:02:55.640 --> 00:02:58.520]  他說民間的官長和長老
[00:02:58.520 --> 00:03:00.080]  倘若今天我們被查問的
[00:03:00.080 --> 00:03:03.720]  是因為殘障的人身上所行的善事
[00:03:03.720 --> 00:03:05.400]  這人得到存譽的
[00:03:05.400 --> 00:03:07.360]  那麼你們大家
[00:03:07.360 --> 00:03:09.320]  以色列傳聞都應該知道
[00:03:09.320 --> 00:03:10.560]  站在你們面前
[00:03:10.560 --> 00:03:12.280]  這人得到存譽
[00:03:12.280 --> 00:03:13.920]  這個生下來的渠道
[00:03:13.920 --> 00:03:15.000]  是能夠站起來的
[00:03:15.000 --> 00:03:16.120]  在他們面前
[00:03:16.120 --> 00:03:17.240]  是因為什麼呢
[00:03:17.240 --> 00:03:19.880]  是因為你們所釘在十字架
[00:03:19.880 --> 00:03:22.320]  上帝使他從死裡面復活的
[00:03:22.320 --> 00:03:24.040]  拿撒冷耶穌的名字
[00:03:24.040 --> 00:03:25.880]  又是講到這個名字
[00:03:25.880 --> 00:03:27.840]  耶穌的權能
[00:03:27.840 --> 00:03:29.240]  這位耶穌是誰呢
[00:03:29.240 --> 00:03:32.520]  就是你們將人所丟棄的石頭
[00:03:32.520 --> 00:03:33.960]  已經成為
[00:03:33.960 --> 00:03:36.200]  放國的頭塊石頭
[00:03:36.200 --> 00:03:37.080]  放國石
[00:03:37.080 --> 00:03:38.120]  第一塊石頭
[00:03:38.120 --> 00:03:39.520]  除他意外別無拯救
[00:03:39.520 --> 00:03:42.400]  因為在天上地下
[00:03:42.400 --> 00:03:44.000]  所有自下別的名字
[00:03:44.000 --> 00:03:46.000]  我們可以靠著得救
[00:03:46.000 --> 00:03:47.200]  只有耶穌基督的名字
[00:03:47.200 --> 00:03:50.600]  才能夠使我們罪人能夠得救
[00:03:50.600 --> 00:03:52.000]  所以他就指證一件事
[00:03:52.000 --> 00:03:54.720]  就是耶穌的緣故
[00:03:54.720 --> 00:03:56.680]  有一件這樣的事情發生
[00:03:56.680 --> 00:03:59.560]  是耶穌才有我們救恩的源頭
[00:03:59.560 --> 00:04:01.440]  是唯一的源頭
[00:04:01.440 --> 00:04:02.760]  這裡講了一句話
[00:04:02.760 --> 00:04:05.320]  是引用詩篇一百一十八篇的
[00:04:05.320 --> 00:04:06.480]  看到嗎
[00:04:06.480 --> 00:04:09.640]  他說你們將人所丟的石頭
[00:04:09.640 --> 00:04:13.080]  已經成為了頭塊的放國石
[00:04:13.080 --> 00:04:14.240]  什麼意思呢
[00:04:14.240 --> 00:04:15.000]  因為你想像一下
[00:04:15.000 --> 00:04:16.480]  如果你是石像的話
[00:04:16.480 --> 00:04:18.000]  stone mason
[00:04:18.000 --> 00:04:20.240]  你做什麼的
[00:04:20.240 --> 00:04:21.280]  stone mason 你做什麼的
[00:04:21.280 --> 00:04:23.560]  有沒有誰以前是鑿石的
[00:04:23.560 --> 00:04:25.320]  做石頭的
[00:04:25.320 --> 00:04:26.960]  沒有
[00:04:26.960 --> 00:04:27.840]  石像是做什麼的
[00:04:27.840 --> 00:04:28.720]  像人做什麼的
[00:04:28.720 --> 00:04:31.000]  他就是去一個石礦場
[00:04:31.000 --> 00:04:32.720]  然後石礦場要有好的石
[00:04:32.720 --> 00:04:33.760]  有些不好的石
[00:04:33.760 --> 00:04:35.680]  他就將好的石全部
[00:04:35.680 --> 00:04:37.360]  將它採出來
[00:04:37.360 --> 00:04:38.920]  剩下的那些不好的石
[00:04:38.920 --> 00:04:41.200]  就是那些碎石
[00:04:41.200 --> 00:04:43.520]  不能夠做建築的那些石
[00:04:43.520 --> 00:04:44.600]  bad materials
[00:04:44.600 --> 00:04:47.240]  他就將它丟棄
[00:04:47.240 --> 00:04:49.200]  這個就是像人所做的事情
[00:04:49.200 --> 00:04:49.800]  對不對
[00:04:49.800 --> 00:04:51.480]  好像你市場那樣
[00:04:51.480 --> 00:04:52.800]  買東西、選菜
[00:04:52.800 --> 00:04:54.240]  每一條都去選
[00:04:54.240 --> 00:04:57.240]  剩下的殘花敗柳就沒有人理會
[00:04:57.240 --> 00:05:00.480]  類似這樣的石像就是做這件事情
[00:05:00.480 --> 00:05:03.080]  以前的第一世紀也好
[00:05:03.080 --> 00:05:04.200]  古代的人也好
[00:05:04.200 --> 00:05:06.640]  特別是在耶路撒山山區的
[00:05:06.640 --> 00:05:08.320]  他們就有很多石像的
[00:05:08.320 --> 00:05:11.080]  那些石像就經常找一些好的石礦場
[00:05:11.080 --> 00:05:14.120]  然後將最好的石頭採掉
[00:05:14.120 --> 00:05:17.120]  最好的那塊要做什麼?
[00:05:17.120 --> 00:05:20.600]  就是你建一個新的房樓的時候
[00:05:20.600 --> 00:05:22.120]  就是做那個防角石
[00:05:22.120 --> 00:05:24.280]  第一塊放在那裡的
[00:05:24.280 --> 00:05:25.480]  我們芝加哥Downtown
[00:05:25.480 --> 00:05:26.440]  你走來走去的時候
[00:05:26.440 --> 00:05:28.760]  那些很漂亮的建築
[00:05:28.760 --> 00:05:30.880]  你下面見到有些防角石
[00:05:30.880 --> 00:05:31.960]  見到嗎?
[00:05:31.960 --> 00:05:35.840]  有時候丟了那個年份在那裡的
[00:05:35.840 --> 00:05:38.520]  就是多少年放這塊石頭在那裡
[00:05:38.520 --> 00:05:41.920]  那塊是最重要的那塊石頭
[00:05:41.920 --> 00:05:43.880]  張仁就是做這件事情的
[00:05:43.880 --> 00:05:47.960]  By the way 芝加哥其實我覺得挺出名的
[00:05:47.960 --> 00:05:51.680]  當然我們出名的除了槍戰
[00:05:51.680 --> 00:05:53.120]  死亡人數多
[00:05:53.120 --> 00:05:54.360]  貪污
[00:05:54.360 --> 00:05:55.360]  拍號等等
[00:05:55.360 --> 00:05:56.520]  我們很出名
[00:05:56.520 --> 00:05:59.240]  但是有一樣東西很出名就是石礦場
[00:05:59.240 --> 00:06:03.080]  因為芝加哥南邊有一個地方叫做Fountain
[00:06:03.080 --> 00:06:04.480]  Fountain Quarry
[00:06:04.480 --> 00:06:06.720]  如果你駕駛29世有一段
[00:06:06.720 --> 00:06:08.800]  你駕駛的時候你留意一下
[00:06:08.800 --> 00:06:13.000]  左邊右邊是好像懸崖那樣的
[00:06:13.000 --> 00:06:14.160]  你有沒有留意過?
[00:06:14.160 --> 00:06:15.240]  29世
[00:06:15.240 --> 00:06:16.920]  那裡是什麼地方來的?
[00:06:16.920 --> 00:06:18.600]  其實以前是石礦場
[00:06:18.600 --> 00:06:20.960]  因為全世界最大的其中一個石礦場
[00:06:20.960 --> 00:06:23.680]  你見到它已經挖掘了最好最好的石
[00:06:23.680 --> 00:06:24.800]  現在做什麼呢?
[00:06:24.800 --> 00:06:27.560]  就是芝加哥有一個Tunnel的Project
[00:06:27.560 --> 00:06:30.280]  就將那些污水和雨水
[00:06:30.280 --> 00:06:31.720]  如果下雨下得多
[00:06:31.720 --> 00:06:34.600]  特別現在周圍都下這麼多雨
[00:06:34.600 --> 00:06:37.240]  去年火燒山周圍都燒
[00:06:37.240 --> 00:06:39.600]  今年又到處都有水
[00:06:39.600 --> 00:06:40.280]  周圍都有水
[00:06:40.280 --> 00:06:46.840]  就將那些Floodwater channel下去一個很大的水池
[00:06:46.840 --> 00:06:50.760]  以致不會那麼容易水浸
[00:06:50.760 --> 00:06:53.440]  就是一個最大的石礦場
[00:06:53.440 --> 00:06:56.200]  就將那些最好的石頭已經拿走了
[00:06:56.200 --> 00:06:58.240]  拿去Downtown買去其他地方
[00:06:58.240 --> 00:07:02.440]  然後剩下來的就是一個沒用的東西
[00:07:02.440 --> 00:07:06.680]  詩篇第118篇就是在說這件事
[00:07:06.680 --> 00:07:07.480]  在說什麼呢?
[00:07:07.480 --> 00:07:10.000]  當時詩篇的原意大概
[00:07:10.000 --> 00:07:11.920]  就是那些外邦人
[00:07:11.920 --> 00:07:13.280]  看見耶路撒冷
[00:07:13.280 --> 00:07:15.280]  看見石鞍山
[00:07:15.280 --> 00:07:17.760]  耶路撒冷是石山來的
[00:07:17.760 --> 00:07:19.360]  是盆石來的
