
[00:00:00.000 --> 00:00:04.280]  不知道大家熟不熟悉這段經文,
[00:00:04.280 --> 00:00:06.280]  有沒有人覺得熟悉請你舉手,
[00:00:06.280 --> 00:00:10.780]  我知要講背景,覺得不熟悉請你舉手,
[00:00:10.780 --> 00:00:17.780]  原來你都不熟悉,我望這邊有個年青男士,
[00:00:17.780 --> 00:00:22.780]  這故事是一個很出名的故事,
[00:00:22.780 --> 00:00:24.780]  因為雅各是十二支派,
[00:00:24.780 --> 00:00:29.780]  即是十二個兒子,意思是分了十二支派的爸爸,
[00:00:29.780 --> 00:00:33.780]  大家知不知道現在有十二支派,雅各是他們的爸爸,
[00:00:33.780 --> 00:00:39.780]  這個經文其實是配合這個月的主題彼此相愛,
[00:00:39.780 --> 00:00:44.780]  因為這個經文發生的事情是雅各離開了家二十年後,
[00:00:44.780 --> 00:00:50.780]  回去見他的哥哥,二十年裡經過很多歲月,
[00:00:50.780 --> 00:00:54.780]  很多的風霜日子可以這樣說,
[00:00:54.780 --> 00:00:57.780]  我昨晚整晚都睡得不好或者睡不著基本,
[00:00:57.780 --> 00:01:01.780]  為什麼呢,掛念,掛念廣告,
[00:01:01.780 --> 00:01:06.780]  因為我昨晚上了我哥哥住的地方,
[00:01:06.780 --> 00:01:11.780]  在深水埗一個劏房裡面,幫他清潔他的物品,
[00:01:11.780 --> 00:01:14.780]  因為他有些電視節目知道我哥哥
[00:01:14.780 --> 00:01:17.780]  是兩三個星期前遇到交通意外,
[00:01:17.780 --> 00:01:20.780]  他的腳都傷得很嚴重,
[00:01:20.780 --> 00:01:25.780]  但他住在這個劏房住了幾年,我不知道多少年,
[00:01:25.780 --> 00:01:27.780]  但我有四五年沒有見過他,
[00:01:27.780 --> 00:01:32.780]  他住的地方和我們的辦公室只是相距六分鐘的路程,
[00:01:32.780 --> 00:01:34.780]  但這麼多年沒有見過,
[00:01:34.780 --> 00:01:36.780]  上去幫他收拾東西的時候,
[00:01:36.780 --> 00:01:39.780]  收拾完之後你知道有什麼可以收拾走呢,
[00:01:39.780 --> 00:01:41.780]  只是一袋這麼少的東西,
[00:01:41.780 --> 00:01:44.780]  其他東西都不需要要,
[00:01:44.780 --> 00:01:47.780]  經歷了什麼我們都不知道,
[00:01:47.780 --> 00:01:51.780]  正如雅各一樣二十年裡面經歷很多事情,
[00:01:51.780 --> 00:01:57.780]  他自己很早年的時候他家裏騙他的爸爸,
[00:01:57.780 --> 00:02:00.780]  騙他哥哥騙得長子的名分,
[00:02:00.780 --> 00:02:04.780]  雅各一出生的時候他就是用很多的辦法,
[00:02:04.780 --> 00:02:07.780]  一出生的時候他就用他的手抓住,
[00:02:07.780 --> 00:02:10.780]  他是孿生的,抓住他哥哥的腳,
[00:02:10.780 --> 00:02:12.780]  好像鬥快要走出來,
[00:02:12.780 --> 00:02:15.780]  他不想做小的,不想輸在起跑線上面,
[00:02:15.780 --> 00:02:18.780]  一出生就是一種品格或者品性的顯明,
[00:02:18.780 --> 00:02:21.780]  他想抓住一些東西,抓住一些東西,
[00:02:21.780 --> 00:02:24.780]  但是他哥哥仍然跑出來比他快,
[00:02:24.780 --> 00:02:27.780]  所以他也是做小的,
[00:02:27.780 --> 00:02:31.780]  他的名字就是有抓住這樣的意思,
[00:02:31.780 --> 00:02:35.780]  而去到另一個很出名的事情,
[00:02:35.780 --> 00:02:38.780]  就是紅豆湯的事件,大家都聽過,
[00:02:38.780 --> 00:02:41.780]  他哥哥很好動,喜歡打獵出去吃野味,
[00:02:41.780 --> 00:02:44.780]  他哥哥有一天出去吃野味,
[00:02:44.780 --> 00:02:47.780]  回來的時候很口渴,因為巴勒斯坦的地方很熱,
[00:02:47.780 --> 00:02:50.780]  回來的時候真的很需要喝東西,
[00:02:50.780 --> 00:02:53.780]  很需要喝東西,有一碗紅豆湯,
[00:02:53.780 --> 00:02:56.780]  可能跟今天的紅豆粥不一樣,不知道是不是甜的,
[00:02:56.780 --> 00:03:00.780]  但是一個應該很美味的東西,他可以去飲用去吃,
[00:03:00.780 --> 00:03:04.780]  於是他弟弟把握這個機會,
[00:03:04.780 --> 00:03:07.780]  他弟弟把握這個機會,
[00:03:07.780 --> 00:03:10.780]  就是可以,我給你一碗湯喝都可以,
[00:03:10.780 --> 00:03:14.780]  不過你要賣一個長子的名分給我,
[00:03:14.780 --> 00:03:17.780]  這個哥哥就沒什麼所謂,
[00:03:17.780 --> 00:03:20.780]  這個時候這麼口渴,你說什麼就什麼,
[00:03:20.780 --> 00:03:23.780]  所以就把這個長子的名分,
[00:03:23.780 --> 00:03:27.780]  因為一碗湯就賣給他的弟弟,
[00:03:27.780 --> 00:03:30.780]  再一次騙他就是第三次,
[00:03:30.780 --> 00:03:32.780]  當他爸爸年老的時候,
[00:03:32.780 --> 00:03:35.780]  一百多歲了,一百多歲應該都年老芬芳了,
[00:03:35.780 --> 00:03:38.780]  最近我都年老芬芳,眼睛都看不清楚了,
[00:03:38.780 --> 00:03:40.780]  昨天發錯了一個符號,
[00:03:40.780 --> 00:03:42.780]  你發錯了不是發這個符號,
[00:03:42.780 --> 00:03:45.780]  原來那些Emoji裡面有一個符號,
[00:03:45.780 --> 00:03:48.780]  原來它是中指,我看不到,我以為是食指,
[00:03:48.780 --> 00:03:51.780]  你發錯了一個符號出來,
[00:03:51.780 --> 00:03:53.780]  我可不可以刪除這個Emoji呢,
[00:03:53.780 --> 00:03:55.780]  我不太喜歡這個留在我這裡,
[00:03:55.780 --> 00:04:01.780]  有時發錯了真是不好意思,
[00:04:01.780 --> 00:04:04.780]  這個爸爸年老的時候就覺得,
[00:04:04.780 --> 00:04:06.780]  我可能隨時都不行了,
[00:04:06.780 --> 00:04:10.780]  所以就想一下會不會去早點祝福兩個兒子呢,
[00:04:10.780 --> 00:04:12.780]  因為我死了祝福不及就不好了,
[00:04:12.780 --> 00:04:14.780]  所以就叫一個大兒子來,
[00:04:14.780 --> 00:04:16.780]  因為他的心在大兒子那裡,
[00:04:16.780 --> 00:04:19.780]  想祝福他的大兒子二叔,
[00:04:19.780 --> 00:04:22.780]  他大兒子來到,想接受祝福的時候,
[00:04:22.780 --> 00:04:25.780]  他爸爸就說,
[00:04:25.780 --> 00:04:27.780]  好啊,我祝福你,
[00:04:27.780 --> 00:04:30.780]  不過你現在就去拿一些野味回來,
[00:04:30.780 --> 00:04:31.780]  拿到回來我就祝福你了,
[00:04:31.780 --> 00:04:33.780]  我吃完這餐就祝福你了,
[00:04:33.780 --> 00:04:35.780]  這個爸爸都是很喜歡吃的,
[00:04:35.780 --> 00:04:39.780]  某些正常的男性都是這樣,
[00:04:39.780 --> 00:04:41.780]  不過在這個過程裡面,
[00:04:41.780 --> 00:04:44.780]  他媽媽聽到這件事就跟他弟弟說,
[00:04:44.780 --> 00:04:46.780]  現在有個好機會,
[00:04:46.780 --> 00:04:49.780]  你的爸爸就要來祝福你的哥哥,
[00:04:49.780 --> 00:04:50.780]  不過有個空檔,
[00:04:50.780 --> 00:04:53.780]  因為他想去打獵你的時間,
[00:04:53.780 --> 00:04:55.780]  在這個階段裡面,
[00:04:55.780 --> 00:04:57.780]  他的媽媽跟他合謀,
[00:04:57.780 --> 00:04:59.780]  我們就拿一支羊皮,
[00:04:59.780 --> 00:05:01.780]  類似這樣套在你身上,
[00:05:01.780 --> 00:05:03.780]  就好像哥哥一樣,
[00:05:03.780 --> 00:05:07.780]  一些皮膚摸上去就像你哥哥,
[00:05:07.780 --> 00:05:12.780]  所以就扮他哥哥去騙他爸爸的祝福,
[00:05:12.780 --> 00:05:14.780]  所以都是成功的,
[00:05:14.780 --> 00:05:15.780]  當他爸爸問,
