
[00:00:00.000 --> 00:00:03.200]  大家好 很多新人來
[00:00:03.200 --> 00:00:07.000]  我相信你都沒有甚麼損失
[00:00:07.000 --> 00:00:10.500]  我應該有機會溫習一下上一次的事
[00:00:10.500 --> 00:00:13.300]  這次我坐在這裏也在想
[00:00:13.300 --> 00:00:17.500]  為甚麼你們不搞一個「爸媽四十五十時」呢
[00:00:17.500 --> 00:00:21.500]  因為你的子女不太了解你
[00:00:21.500 --> 00:00:26.800]  如果你經常都在想怎樣了解他
[00:00:26.800 --> 00:00:31.600]  很單方面的 所以有時莫名其妙
[00:00:31.600 --> 00:00:32.800]  為甚麼我會這樣說呢
[00:00:32.800 --> 00:00:37.600]  我相信很多基督徒或者沒有去教會都聽過一件事
[00:00:37.600 --> 00:00:42.400]  耶穌十二歲去聖殿
[00:00:42.400 --> 00:00:44.400]  你知不知道發生甚麼事呢
[00:00:44.400 --> 00:00:51.500]  然後他就留在那裏跟聖殿的教師討論
[00:00:51.500 --> 00:00:56.800]  他的父母走了一段時間
[00:00:56.800 --> 00:01:00.300]  一天左右就發現兒子不見了
[00:01:00.300 --> 00:01:02.800]  回頭去找他們
[00:01:02.800 --> 00:01:08.000]  經過了三天就找到耶穌原來坐在一群大人
[00:01:08.000 --> 00:01:13.500]  圍著大人一邊聽一邊討論
[00:01:13.500 --> 00:01:15.500]  結果發生甚麼事呢
[00:01:15.500 --> 00:01:22.300]  我拿了這份聖經在理工大學跟社工教授分享
[00:01:22.300 --> 00:01:23.800]  兒童心理學
[00:01:23.800 --> 00:01:26.500]  我說你有沒有想到
[00:01:26.500 --> 00:01:30.100]  香港如果你不見了兒子
[00:01:30.100 --> 00:01:32.100]  你猜香港的父母會怎樣呢
[00:01:32.100 --> 00:01:34.800]  當然報警是其中一種
[00:01:34.800 --> 00:01:39.100]  但是一定會很憤怒
[00:01:39.100 --> 00:01:41.700]  特別當兒子還說甚麼
[00:01:41.700 --> 00:01:52.000]  你知不知道我應該用天賦為我最重要的事呢
[00:01:52.000 --> 00:01:53.500]  聖經怎樣記載呢
[00:01:53.500 --> 00:01:55.500]  路加福音2:50
[00:01:55.500 --> 00:02:00.000]  他們不明白
[00:02:00.000 --> 00:02:02.000]  即是說耶穌說完這句話
[00:02:02.000 --> 00:02:04.700]  父母不明白他在說甚麼
[00:02:04.700 --> 00:02:06.700]  他們不明白
[00:02:06.700 --> 00:02:12.000]  如果香港家長的兒子說了一堆話後你不明白
[00:02:12.000 --> 00:02:14.000]  你會跟著你怎樣呢
[00:02:14.000 --> 00:02:16.000]  這麼蠢
[00:02:16.000 --> 00:02:19.000]  不是罵自己是罵對方
[00:02:19.000 --> 00:02:22.000]  但是第51節怎樣說呢
[00:02:22.000 --> 00:02:26.500]  就是耶穌知道父母不明白
[00:02:26.500 --> 00:02:28.500]  他跟他回家
[00:02:28.500 --> 00:02:31.500]  並且馴服他們
[00:02:31.500 --> 00:02:34.500]  但下半句就說他媽媽
[00:02:34.500 --> 00:02:39.500]  他媽媽將這件事放在心裏再想
[00:02:39.500 --> 00:02:44.500]  其實整個兒童心理輔導的精華就在這兩句說話裏
[00:02:44.500 --> 00:02:49.500]  即是說究竟我們明白我們的子女
[00:02:49.500 --> 00:02:51.500]  跟我們的子女明白我們
[00:02:51.500 --> 00:02:54.500]  一定是一段距離的
[00:02:54.500 --> 00:02:58.500]  無論你說他天真還是傻
[00:02:58.500 --> 00:03:01.500]  還是他說你那些是心奧
[00:03:01.500 --> 00:03:04.500]  還是不明白新生仔的內心
[00:03:04.500 --> 00:03:07.500]  兩邊都有不明白這個字會出現
[00:03:07.500 --> 00:03:09.500]  不明白跟著怎樣呢
[00:03:09.500 --> 00:03:11.500]  是否發憤
[00:03:11.500 --> 00:03:13.500]  是否氣對方
[00:03:13.500 --> 00:03:15.500]  是否責怪對方蠢呢
[00:03:15.500 --> 00:03:17.500]  不是 全部都不是
[00:03:17.500 --> 00:03:21.500]  約瑟沒有在這段經文出現
[00:03:21.500 --> 00:03:23.500]  只是說他們
[00:03:23.500 --> 00:03:27.500]  但是跟耶穌對話的是他媽媽
[00:03:27.500 --> 00:03:30.500]  他媽媽說你知不知道你爸爸和我很傷心找你
[00:03:30.500 --> 00:03:33.500]  真是他媽媽激動一點
[00:03:33.500 --> 00:03:34.500]  不見兒子
[00:03:34.500 --> 00:03:36.500]  但是無論怎樣
[00:03:36.500 --> 00:03:37.500]  耶穌怎樣做
[00:03:37.500 --> 00:03:39.500]  就是對這個不明白的父母
[00:03:39.500 --> 00:03:41.500]  去順從他們回家
[00:03:41.500 --> 00:03:42.500]  和好聽話
