
[00:00:00.000 --> 00:00:01.000]  鄧麗姐妹晚安
[00:00:01.000 --> 00:00:07.000]  剛才崇拜之前
[00:00:07.000 --> 00:00:08.000]  我們通常都先祈禱
[00:00:08.000 --> 00:00:09.000]  開始崇拜之前
[00:00:09.000 --> 00:00:11.000]  祈禱的時候
[00:00:11.000 --> 00:00:15.000]  我自己心裡面就想起一段詩篇
[00:00:15.000 --> 00:00:17.000]  講說
[00:00:17.000 --> 00:00:22.000]  我們去到上帝的翅膀底下
[00:00:22.000 --> 00:00:25.000]  麻雀為自己找著房屋
[00:00:25.000 --> 00:00:29.000]  燕子為自己找著抱挫之窩
[00:00:29.000 --> 00:00:31.000]  如此住在你的殿中的者
[00:00:31.000 --> 00:00:32.000]  免罪有福
[00:00:32.000 --> 00:00:35.000]  我覺得上班很辛苦
[00:00:35.000 --> 00:00:36.000]  但是每一個禮拜
[00:00:36.000 --> 00:00:38.000]  每一次回到崇拜的時候
[00:00:38.000 --> 00:00:41.000]  我覺得不是純粹一個身體建築
[00:00:41.000 --> 00:00:43.000]  不是純粹是一群人
[00:00:43.000 --> 00:00:44.000]  不是純粹在唱一些詩歌
[00:00:44.000 --> 00:00:47.000]  提恩敬拜
[00:00:47.000 --> 00:00:48.000]  Workshop Leader很好
[00:00:48.000 --> 00:00:51.000]  他說我們來到上帝面前敬拜他
[00:00:51.000 --> 00:00:54.000]  其實我們來到上帝的覆蓋裡面
[00:00:54.000 --> 00:00:57.000]  來到上帝的保護裡面
[00:00:58.000 --> 00:00:59.000]  好像麻雀
[00:00:59.000 --> 00:01:01.000]  好像燕子那樣
[00:01:01.000 --> 00:01:03.000]  經歷祂的保護
[00:01:03.000 --> 00:01:06.000]  所以我想這是上帝很好的恩典
[00:01:06.000 --> 00:01:08.000]  去到分享訊息的時候
[00:01:08.000 --> 00:01:10.000]  你還記得這個系列叫什麼嗎
[00:01:10.000 --> 00:01:13.000]  Take heart
[00:01:13.000 --> 00:01:14.000]  是不是
[00:01:14.000 --> 00:01:15.000]  講到心
[00:01:15.000 --> 00:01:19.000]  我今天預備的訊息
[00:01:19.000 --> 00:01:22.000]  講題我叫心動
[00:01:22.000 --> 00:01:25.000]  我先跟大家講兩句
[00:01:25.000 --> 00:01:27.000]  你記不記得
[00:01:27.000 --> 00:01:29.000]  最初阿南一開始講什麼
[00:01:29.000 --> 00:01:31.000]  他講是講躺平
[00:01:31.000 --> 00:01:33.000]  然後他講哥倫多前書
[00:01:33.000 --> 00:01:35.000]  講場上賽跑
[00:01:35.000 --> 00:01:39.000]  早兩個禮拜阿松就講靈熱
[00:01:39.000 --> 00:01:41.000]  不是領水是靈熱
[00:01:41.000 --> 00:01:43.000]  講到最後
[00:01:43.000 --> 00:01:46.000]  我們面對著人生很多這些
[00:01:46.000 --> 00:01:50.000]  這個世界給我們很多的衝擊
[00:01:50.000 --> 00:01:52.000]  都令到我們很容易心很倦
[00:01:52.000 --> 00:01:53.000]  你發不發覺
[00:01:53.000 --> 00:01:54.000]  其實的確是的
[00:01:54.000 --> 00:01:57.000]  你上班有時其實
[00:01:57.000 --> 00:01:59.000]  賺錢而已
[00:01:59.000 --> 00:02:00.000]  是不是
[00:02:00.000 --> 00:02:02.000]  賺錢的情況是怎樣呢
[00:02:02.000 --> 00:02:04.000]  賺錢其實就是賺錢
[00:02:04.000 --> 00:02:06.000]  其實很多只是計算
[00:02:06.000 --> 00:02:08.000]  你老闆說我計算不來
[00:02:08.000 --> 00:02:10.000]  可能下一期要剁人
[00:02:10.000 --> 00:02:12.000]  特別是裁員要考慮
[00:02:12.000 --> 00:02:14.000]  或者是公司的餅這麼多
[00:02:14.000 --> 00:02:16.000]  加薪加了他就加不到你
[00:02:16.000 --> 00:02:17.000]  很多這些
[00:02:17.000 --> 00:02:19.000]  很多是計算
[00:02:19.000 --> 00:02:22.000]  你不怕吃虧做事
[00:02:22.000 --> 00:02:24.000]  好像發覺你會被人佔便宜
[00:02:24.000 --> 00:02:25.000]  你有沒有發覺
[00:02:25.000 --> 00:02:27.000]  我以前分享過這個訊息
[00:02:27.000 --> 00:02:28.000]  講的時候我跟人家講
[00:02:28.000 --> 00:02:29.000]  因為個個都是
[00:02:29.000 --> 00:02:31.000]  職場有一個迷思
[00:02:31.000 --> 00:02:33.000]  你有沒有經驗過
[00:02:33.000 --> 00:02:37.000]  越不做事的人
[00:02:37.000 --> 00:02:39.000]  就越不用做
[00:02:39.000 --> 00:02:42.000]  越做事的人
[00:02:42.000 --> 00:02:44.000]  就越做得多
[00:02:44.000 --> 00:02:46.000]  即是你有沒有
[00:02:46.000 --> 00:02:48.000]  是嗎是嗎
[00:02:48.000 --> 00:02:49.000]  能者多勞
[00:02:49.000 --> 00:02:51.000]  你美化得幾好
[00:02:51.000 --> 00:02:53.000]  但這個跟人工是沒有關係的
[00:02:53.000 --> 00:02:54.000]  你明不明白
[00:02:54.000 --> 00:02:56.000]  但這個是那些人
[00:02:56.000 --> 00:02:58.000]  當你發覺
[00:02:58.000 --> 00:02:59.000]  當你發覺是
[00:02:59.000 --> 00:03:01.000]  你發覺出去做事的時候
[00:03:01.000 --> 00:03:02.000]  我那個年代是這樣
[00:03:02.000 --> 00:03:03.000]  我父母
[00:03:03.000 --> 00:03:04.000]  我媽媽是這樣教我
[00:03:04.000 --> 00:03:06.000]  出去做事不要怕吃虧
[00:03:06.000 --> 00:03:07.000]  我發覺不是
[00:03:07.000 --> 00:03:09.000]  吃虧吃虧吃虧吃了很多虧
[00:03:09.000 --> 00:03:11.000]  越做越蠢
[00:03:11.000 --> 00:03:14.000]  即是個老闆不會特別關心你
[00:03:14.000 --> 00:03:16.000]  之前試過
[00:03:16.000 --> 00:03:17.000]  我有同事
[00:03:17.000 --> 00:03:19.000]  我一起做了四十八個鐘都未停過
[00:03:19.000 --> 00:03:21.000]  即是跟她吵架那些
[00:03:21.000 --> 00:03:22.000]  跟著我說
[00:03:22.000 --> 00:03:24.000]  很辛苦嘛
[00:03:24.000 --> 00:03:25.000]  老闆一句都沒有說
[00:03:25.000 --> 00:03:26.000]  一句
