
[00:00:00.000 --> 00:00:04.000]  領事會根據一些團體做了一個調查
[00:00:04.000 --> 00:00:11.000]  他們認為香港其實存有不少被騙飄洋過海
[00:00:11.000 --> 00:00:14.000]  從事一些性工作的情況
[00:00:14.000 --> 00:00:20.000]  香港亦都出現很多外傭被剝削的情況
[00:00:20.000 --> 00:00:27.000]  其實世界各地都有歧視、不公的事
[00:00:27.000 --> 00:00:31.000]  一些被歧視的人或被不公平對待的人
[00:00:31.000 --> 00:00:37.000]  他們會以暴力來宣示他們的不滿
[00:00:37.000 --> 00:00:41.000]  今天很多在歐美的年青人
[00:00:41.000 --> 00:00:45.000]  竟然加入恐怖組織伊斯蘭國
[00:00:45.000 --> 00:00:48.000]  他們不是因為宗教的緣故
[00:00:48.000 --> 00:00:51.000]  而是因為他們自己在自己的國家
[00:00:51.000 --> 00:00:56.000]  可能曾經受過經濟、社會甚至文化的歧視
[00:00:57.000 --> 00:00:59.000]  或不公平的對待
[00:00:59.000 --> 00:01:01.000]  於是他們以為去到伊斯蘭國
[00:01:01.000 --> 00:01:03.000]  去到中東加入聖戰
[00:01:03.000 --> 00:01:05.000]  他們就還我公道
[00:01:05.000 --> 00:01:07.000]  頂姐妹
[00:01:07.000 --> 00:01:13.000]  這種殘殺無辜以暴亦暴的方法
[00:01:13.000 --> 00:01:15.000]  是否公義呢?
[00:01:15.000 --> 00:01:17.000]  是否真正的公平呢?
[00:01:17.000 --> 00:01:22.000]  6月26日美國聯邦最高法院
[00:01:22.000 --> 00:01:27.000]  已經以5比4通過同性婚姻全國合法法
[00:01:27.000 --> 00:01:29.000]  頂姐妹
[00:01:29.000 --> 00:01:31.000]  原來只是9個人
[00:01:31.000 --> 00:01:36.000]  就可以決定整個國家婚姻的法例
[00:01:36.000 --> 00:01:41.000]  竟然一票就可以改變整個國家婚姻的看法
[00:01:41.000 --> 00:01:43.000]  是否公平呢?
[00:01:43.000 --> 00:01:45.000]  是否民主呢?
[00:01:45.000 --> 00:01:50.000]  當人去期盼追求自己心目中的公平和民主的時候
[00:01:50.000 --> 00:01:55.000]  發現原來只不過是一場夢
[00:01:55.000 --> 00:01:57.000]  不是我們不追求公平
[00:01:57.000 --> 00:01:59.000]  不是我們放棄民主
[00:01:59.000 --> 00:02:04.000]  而是在一個世界充滿罪惡的時候
[00:02:04.000 --> 00:02:08.000]  人是沒有辦法憑自己找到真正的公平
[00:02:08.000 --> 00:02:10.000]  真正的民主
[00:02:10.000 --> 00:02:12.000]  連罪民主的國家
[00:02:12.000 --> 00:02:15.000]  你發現很多東西都不一定是民主
[00:02:15.000 --> 00:02:19.000]  難怪剛才芝班所唱的詩歌很有意思
[00:02:19.000 --> 00:02:22.000]  耶穌基督補血的公義
[00:02:22.000 --> 00:02:23.000]  除它以外
[00:02:23.000 --> 00:02:26.000]  其他都是虛空無憑
[00:02:26.000 --> 00:02:28.000]  就像沙土一樣
[00:02:28.000 --> 00:02:30.000]  你依憑什麼呢?
[00:02:30.000 --> 00:02:32.000]  你依憑你自己的努力
[00:02:32.000 --> 00:02:35.000]  你依憑一些你覺得好的制度
[00:02:35.000 --> 00:02:38.000]  是否有公平公義呢?
[00:02:38.000 --> 00:02:43.000]  英國有連鎖的酒店
[00:02:43.000 --> 00:02:47.000]  因為怕影響多元文化的形象
[00:02:47.000 --> 00:02:52.000]  竟然將他們原本放在房間裡的聖經全部收回
[00:02:52.000 --> 00:02:55.000]  除了有顧客要求之外
[00:02:55.000 --> 00:02:57.000]  他都不會放出來
[00:02:57.000 --> 00:03:00.000]  一個基督教國家
[00:03:00.000 --> 00:03:04.000]  竟然因為多元文化的形象
[00:03:04.000 --> 00:03:07.000]  放下自己的看法
[00:03:07.000 --> 00:03:10.000]  或許你自己或自己的家人
[00:03:10.000 --> 00:03:14.000]  正在面對一些不公義不公平的事
[00:03:14.000 --> 00:03:16.000]  被人欺負
[00:03:16.000 --> 00:03:18.000]  甚至被人敲詐
[00:03:18.000 --> 00:03:22.000]  特別我們知道最近有很多欺騙的事情發生
[00:03:22.000 --> 00:03:24.000]  很多欺凌的事情
[00:03:24.000 --> 00:03:27.000]  我只能夠說匪夷所思
[00:03:27.000 --> 00:03:30.000]  人視生命如草芥
[00:03:30.000 --> 00:03:34.000]  只不過我爸爸是誰
[00:03:34.000 --> 00:03:36.000]  我殺死你都沒事
[00:03:36.000 --> 00:03:38.000]  這就是今天整個世界
[00:03:38.000 --> 00:03:41.000]  不公不義恥強凌弱的世界
[00:03:41.000 --> 00:03:43.000]  你心裡很憤恨
[00:03:43.000 --> 00:03:46.000]  恨不得我將你碎屍萬段
[00:03:46.000 --> 00:03:48.000]  只不過我沒有這個能力
[00:03:48.000 --> 00:03:50.000]  沒有這個權柄
[00:03:50.000 --> 00:03:51.000]  人的內心
[00:03:51.000 --> 00:03:53.000]  因著種種的事情
[00:03:53.000 --> 00:03:56.000]  一些這樣的經歷
[00:03:56.000 --> 00:03:58.000]  我們心裡很憂愁
[00:03:58.000 --> 00:03:59.000]  很不舒服
[00:03:59.000 --> 00:04:03.000]  我們會問為什麼一個基督教國家可以淪落成這樣
[00:04:03.000 --> 00:04:05.000]  為什麼基督徒作為神的子民
[00:04:05.000 --> 00:04:07.000]  可以這麼沒有原則
[00:04:07.000 --> 00:04:08.000]  為什麼呢
[00:04:08.000 --> 00:04:14.000]  在美國裡面有所謂分派基督徒
[00:04:14.000 --> 00:04:16.000]  都只不過是百分之六十
[00:04:16.000 --> 00:04:20.000]  認為同性婚姻涉及道德問題
[00:04:20.000 --> 00:04:23.000]  很多都不認為同性婚姻有什麼問題
[00:04:23.000 --> 00:04:26.000]  和信仰沒有任何抵觸
[00:04:26.000 --> 00:04:30.000]  基督教淪落到這樣的地步
[00:04:30.000 --> 00:04:32.000]  是不是基督教已經沒落呢
[00:04:32.000 --> 00:04:37.000]  是不是邪惡勢力在這個時刻抬頭呢
[00:04:37.000 --> 00:04:40.000]  上帝為什麼不顧念我和我家人
[00:04:40.000 --> 00:04:43.000]  上帝你豈不是知道我現在面對著不公不義的事嗎
[00:04:43.000 --> 00:04:47.000]  我不是面對著在學校裡面的欺凌嗎
[00:04:47.000 --> 00:04:51.000]  最近在基督教學校裡面就發生了一個墮樓的事件
[00:04:51.000 --> 00:04:56.000]  這個學生曾經有被欺凌的一些記錄
[00:04:56.000 --> 00:05:00.000]  我們都懷疑究竟我們的信仰是不是這麼真實
[00:05:00.000 --> 00:05:08.000]  我們都發覺自己會不會都沒辦法地迷失在
[00:05:08.000 --> 00:05:12.000]  整個一些我們不明白的環境和遭遇裡面
[00:05:12.000 --> 00:05:17.000]  今天很想和大家思想另一卷的小禪節書
[00:05:17.000 --> 00:05:19.000]  《下北谷書》
[00:05:19.000 --> 00:05:23.000]  這本書的作者和約拿書的作者
[00:05:23.000 --> 00:05:27.000]  他們同樣有類似的困惑
[00:05:27.000 --> 00:05:29.000]  好像我們的困惑一樣
[00:05:29.000 --> 00:05:32.000]  《下北谷書》和約拿書一樣
[00:05:32.000 --> 00:05:35.000]  不重視神對百姓的話
[00:05:35.000 --> 00:05:41.000]  相反整本書是很多記載神和先知的對話
[00:05:41.000 --> 00:05:45.000]  或者先知對上帝的一些祈求
[00:05:45.000 --> 00:05:49.000]  約拿和下北谷兩個都是愛國的先知
[00:05:49.000 --> 00:05:51.000]  約拿是甲子的意思
[00:05:51.000 --> 00:05:52.000]  是和平的甲子
[00:05:52.000 --> 00:05:54.000]  要傳呼音
[00:05:54.000 --> 00:05:57.000]  下北谷的意思是擁抱
[00:05:57.000 --> 00:05:59.000]  所以你看到下北谷
[00:05:59.000 --> 00:06:01.000]  他有一種愛國愛民
[00:06:01.000 --> 00:06:04.000]  憂國憂民的心懷
[00:06:04.000 --> 00:06:07.000]  約拿書的結局是要人去想的
[00:06:07.000 --> 00:06:12.000]  究竟約拿坐在一個鼻麻的樹下
[00:06:12.000 --> 00:06:13.000]  最後是怎樣呢
[00:06:13.000 --> 00:06:16.000]  上帝對他說話最後他有什麼回應呢
[00:06:16.000 --> 00:06:17.000]  聖經沒有記載
[00:06:17.000 --> 00:06:19.000]  我們不需要揣測
[00:06:19.000 --> 00:06:22.000]  但下北谷書的結局第三章
[00:06:22.000 --> 00:06:26.000]  他有一篇很美麗的詩歌
[00:06:26.000 --> 00:06:28.000]  我希望有機會在12月2號
[00:06:28.000 --> 00:06:31.000]  和大家在訊息裡面分享
[00:06:31.000 --> 00:06:34.000]  下北谷書的日期我們不知道何時
[00:06:34.000 --> 00:06:36.000]  不過參考二章四字的記載
[00:06:36.000 --> 00:06:38.000]  我們相信這本書
[00:06:38.000 --> 00:06:43.000]  多數是在巴比倫對猶太國最大威嚇的時期
[00:06:43.000 --> 00:06:45.000]  來寫成的
[00:06:45.000 --> 00:06:48.000]  應該是約亞勁做王的時候
[00:06:48.000 --> 00:06:52.000]  這本書和西班牙耶利米亞是同期的
[00:06:52.000 --> 00:06:56.000]  下北谷書是對第七世紀末的猶太國民
[00:06:56.000 --> 00:06:58.000]  發出這個訊息
[00:06:58.000 --> 00:07:03.000]  正如阿摩斯是向主持八世紀
[00:07:03.000 --> 00:07:07.000]  的以茲列文宣告訊息一樣
[00:07:07.000 --> 00:07:08.000]  一章一節話
[00:07:08.000 --> 00:07:13.000]  先知下北谷所得的默示
[00:07:13.000 --> 00:07:16.000]  開宗明義帶出這本書的來源
[00:07:16.000 --> 00:07:17.000]  簡單來說
[00:07:17.000 --> 00:07:21.000]  這本書是先知從神的啟示而來
[00:07:21.000 --> 00:07:26.000]  神藉了二章啟示給先知
[00:07:26.000 --> 00:07:29.000]  這個默示就像擔子一樣
[00:07:29.000 --> 00:07:32.000]  是先知承受一個很大的擔子
