
[00:00:00.000 --> 00:00:02.000]  我曾經說過
[00:00:02.000 --> 00:00:06.000]  在諾貝爾經濟獎頒獎之後
[00:00:06.000 --> 00:00:11.000]  有些在大學教授
[00:00:11.000 --> 00:00:14.000]  他們都百思不得其解
[00:00:14.000 --> 00:00:18.000]  他們說這是諾貝爾經濟獎
[00:00:18.000 --> 00:00:24.000]  自古至今最具爭議性的一次頒獎
[00:00:24.000 --> 00:00:27.000]  原因一頒,頒給三個人
[00:00:27.000 --> 00:00:32.000]  而三個人的經濟論點是完全不同的
[00:00:32.000 --> 00:00:36.000]  一個說股市是無法預測
[00:00:36.000 --> 00:00:39.000]  一個說股市是可以預測
[00:00:39.000 --> 00:00:41.000]  不過不要那麼短暫
[00:00:41.000 --> 00:00:44.000]  要五年、十年長線去看
[00:00:44.000 --> 00:00:50.000]  第三個說你不理會它升也好,跌也好
[00:00:50.000 --> 00:00:54.000]  一個最穩定的做法就是對沖
[00:00:54.000 --> 00:00:57.000]  所以三個人
[00:00:57.000 --> 00:00:59.000]  一個向左,一個向右
[00:00:59.000 --> 00:01:01.000]  一個將他們拉在一起
[00:01:01.000 --> 00:01:05.000]  右和左都不要虧那麼多
[00:01:05.000 --> 00:01:07.000]  起碼有一點點賺
[00:01:07.000 --> 00:01:10.000]  而三個竟然是一起獲獎
[00:01:10.000 --> 00:01:15.000]  這就看得見世人對未來的事
[00:01:15.000 --> 00:01:18.000]  他們覺得多麼難預測
[00:01:18.000 --> 00:01:20.000]  我不知道大家同不同意
[00:01:20.000 --> 00:01:25.000]  今天的世界有很多事情是太難預測
[00:01:25.000 --> 00:01:27.000]  同不同意嗎?
[00:01:27.000 --> 00:01:32.000]  美國的前景如何,沒有人可以保障
[00:01:32.000 --> 00:01:35.000]  未來中國的前景如何
[00:01:35.000 --> 00:01:38.000]  我們都沒有辦法,我們只能信心
[00:01:38.000 --> 00:01:40.000]  相信可能是這樣
[00:01:40.000 --> 00:01:43.000]  遠一點的我們都不敢去推測
[00:01:43.000 --> 00:01:46.000]  但我們今天要和大家來看一看
[00:01:46.000 --> 00:01:49.000]  聖經是大膽到一個地步
[00:01:49.000 --> 00:01:55.000]  二千六百多年前已經預測一個國家
[00:01:55.000 --> 00:01:58.000]  在這個世界裡所佔的位置
[00:01:58.000 --> 00:02:03.000]  然後二千年前啟示錄再一次來肯定
[00:02:03.000 --> 00:02:08.000]  這個二千六百多年前預言的事是真的
[00:02:08.000 --> 00:02:10.000]  將來一定要實現
[00:02:10.000 --> 00:02:16.000]  接著我們看現在有哪些事已經開始實現
[00:02:16.000 --> 00:02:20.000]  這是什麼呢?就是給我們看
[00:02:20.000 --> 00:02:24.000]  啟示錄十七章和十八章
[00:02:24.000 --> 00:02:29.000]  來記載一個大概在十年前
[00:02:29.000 --> 00:02:33.000]  全球轟動的一個國家
[00:02:33.000 --> 00:02:37.000]  大家知不知道十年前發生了什麼事?
[00:02:37.000 --> 00:02:40.000]  十年前在波斯灣的地方
[00:02:40.000 --> 00:02:44.000]  就是侯賽因的政權倒台
[00:02:44.000 --> 00:02:50.000]  伊拉克獨裁的統治結束
[00:02:50.000 --> 00:02:55.000]  然後整個國家開始慶祝他們的民主來臨
[00:02:55.000 --> 00:03:00.000]  但是十年過去現在怎樣呢?將來怎樣呢?
[00:03:00.000 --> 00:03:04.000]  原來聖經一早已經有非常多的預言
[00:03:04.000 --> 00:03:09.000]  從這個預言裡我們都可以給大家看見
[00:03:09.000 --> 00:03:15.000]  美國一些的經濟學者不信也好
[00:03:15.000 --> 00:03:18.000]  好像整個世界就是要整定
[00:03:18.000 --> 00:03:20.000]  它是要這樣發生一樣
[00:03:20.000 --> 00:03:22.000]  我們一起去看一看
[00:03:22.000 --> 00:03:25.000]  啟示錄十七章一到六節
[00:03:25.000 --> 00:03:27.000]  大家找到我們一起讀
[00:03:27.000 --> 00:03:30.000]  拿著七碗的七個天使中
[00:03:30.000 --> 00:03:32.000]  有一位前來對我說
[00:03:32.000 --> 00:03:34.000]  你到這裡來
[00:03:34.000 --> 00:03:37.000]  我將坐在縱水上的大淫婦
[00:03:37.000 --> 00:03:40.000]  所要受的刑罰只是
[00:03:40.000 --> 00:03:42.000]  地上的君王與他行淫
[00:03:42.000 --> 00:03:45.000]  住在地上的人喝醉他淫亂的酒
[00:03:45.000 --> 00:03:47.000]  我被聖明感動
[00:03:47.000 --> 00:03:49.000]  天使帶我到曠野去
[00:03:49.000 --> 00:03:53.000]  我就看見一個女人騎在珠紅色的獸上
[00:03:53.000 --> 00:03:55.000]  那獸有七頭十角
[00:03:55.000 --> 00:03:57.000]  遍體有褻瀆的名號
[00:03:57.000 --> 00:04:00.000]  那女人穿著紫色和珠紅色的衣服
[00:04:00.000 --> 00:04:04.000]  用金紫寶石珍珠為裝飾
[00:04:04.000 --> 00:04:07.000]  手拿金杯杯中盛滿可憎之物
[00:04:07.000 --> 00:04:09.000]  就是她淫亂的污穢
[00:04:09.000 --> 00:04:12.000]  在她額上有名寫著說
[00:04:12.000 --> 00:04:14.000]  奧被災大巴比倫
[00:04:14.000 --> 00:04:17.000]  作世上淫婦和一切可憎之物的母
[00:04:17.000 --> 00:04:20.000]  我又看見那女人喝醉了聖徒的血
[00:04:20.000 --> 00:04:23.000]  和為耶穌作見證之人的血
[00:04:23.000 --> 00:04:26.000]  我看見她就大大的奇
[00:04:26.000 --> 00:04:29.000]  另一方面我們再來看一看
[00:04:31.000 --> 00:04:36.000]  第九節十八章的第九節開始
[00:04:36.000 --> 00:04:44.000]  一直到十四節
[00:04:44.000 --> 00:04:47.000]  第九至十四節一起讀
[00:05:01.000 --> 00:05:05.000]  愛在愛在巴比倫大城堅固的城牙
[00:05:05.000 --> 00:05:08.000]  一時之間你的刑罰就來了
[00:05:08.000 --> 00:05:12.000]  地上的客商也都為他哭入悲哀
[00:05:12.000 --> 00:05:15.000]  因為沒有人再買他們的貨物了
[00:05:15.000 --> 00:05:18.000]  這貨物就是金銀寶石珍珠
[00:05:18.000 --> 00:05:20.000]  西麻布紫色料
[00:05:20.000 --> 00:05:22.000]  籌紙珠紅色料
[00:05:22.000 --> 00:05:25.000]  各樣的香木各樣匠牙的器皿
[00:05:25.000 --> 00:05:30.000]  各樣寶貴的石木頭和銅鐵漢白玉的器皿
[00:05:30.000 --> 00:05:41.000]  並肉桂豆蔻香料香膏乳香酒油細棉墨紙牛羊車馬和露瀑人口
[00:05:41.000 --> 00:05:42.000]  巴比倫啊
[00:05:42.000 --> 00:05:45.000]  你所貪愛的果子離開了你
[00:05:45.000 --> 00:05:51.000]  你一切的珍饈百味和華美的物件也從你中間毀滅
[00:05:51.000 --> 00:05:53.000]  決不能再見了
[00:05:53.000 --> 00:05:55.000]  各位親愛的弟兄姊妹
[00:05:55.000 --> 00:05:58.000]  今天我就特別要和大家分享
[00:05:58.000 --> 00:06:02.000]  2600多年前的一個預言
[00:06:02.000 --> 00:06:06.000]  一直到2000年前啟示錄的預言
[00:06:06.000 --> 00:06:07.000]  和我們從歷史裏面
[00:06:07.000 --> 00:06:12.000]  從今天的事實給大家看到有什麼發生了
[00:06:12.000 --> 00:06:17.000]  聖經裏面到底預言的這個大淫婦是誰呢
[00:06:17.000 --> 00:06:20.000]  聖經稱他為大淫婦
[00:06:20.000 --> 00:06:23.000]  然後去到第五節的時間
[00:06:23.000 --> 00:06:26.000]  他就很清楚地將這個大淫婦
[00:06:26.000 --> 00:06:32.000]  所謂大淫婦是在形容不是一個人而是一個國家
[00:06:32.000 --> 00:06:36.000]  那為什麼是稱他為大淫婦呢
[00:06:36.000 --> 00:06:39.000]  第一是道德上的問題
[00:06:39.000 --> 00:06:42.000]  第二是他宗教上的問題
[00:06:42.000 --> 00:06:43.000]  所以因為這樣的緣故
[00:06:43.000 --> 00:06:47.000]  聖經就稱他是一個大淫婦
[00:06:47.000 --> 00:06:53.000]  但這個大淫婦第五節非常清楚地將奧秘揭露出來
[00:06:53.000 --> 00:06:56.000]  在他額上有名寫著書
