
[00:00:00.000 --> 00:00:02.000]  我們低頭做禱告
[00:00:02.000 --> 00:00:04.000]  主耶穌,我們求祢幫助我們
[00:00:04.000 --> 00:00:07.000]  讓我們真的看自己身份
[00:00:07.000 --> 00:00:10.000]  是已經在罪裏面死了的人
[00:00:10.000 --> 00:00:12.000]  罪對我們再沒有吸引力
[00:00:12.000 --> 00:00:16.000]  幫助我們看我們的生命是活在基督裏
[00:00:16.000 --> 00:00:18.000]  我們每一日活著
[00:00:18.000 --> 00:00:20.000]  目的就是要活出基督的樣式
[00:00:20.000 --> 00:00:22.000]  今日一段聽道的時間
[00:00:22.000 --> 00:00:24.000]  求基督復活的大能
[00:00:24.000 --> 00:00:26.000]  都能夠與我們同在
[00:00:26.000 --> 00:00:28.000]  激勵我們每一個人的生命
[00:00:28.000 --> 00:00:30.000]  學禱告奉耶穌基督的名
[00:00:30.000 --> 00:00:35.000]  好,我們繼續講羅馬書
[00:00:35.000 --> 00:00:40.000]  大家如果記得羅馬書
[00:00:40.000 --> 00:00:43.000]  基本上是講恩順清二的道理
[00:00:43.000 --> 00:00:46.000]  之前第一章到第四章
[00:00:46.000 --> 00:00:49.000]  基本上主旨都是說
[00:00:49.000 --> 00:00:53.000]  世人犯了罪,虧欠了神的榮耀
[00:00:53.000 --> 00:00:56.000]  於是乎一章到四章都是比較負面的
[00:00:56.000 --> 00:00:59.000]  即是每個人都沒有東西可以誇口
[00:00:59.000 --> 00:01:02.000]  無論猶太人或外邦人都沒有東西可以誇口
[00:01:02.000 --> 00:01:05.000]  於是乎去到第五章就正面的講
[00:01:05.000 --> 00:01:07.000]  我們可以誇什麼呢
[00:01:07.000 --> 00:01:11.000]  誇神或誇口主耶穌基督
[00:01:11.000 --> 00:01:13.000]  誇口我們的盼望
[00:01:13.000 --> 00:01:17.000]  第五章下半段就繼續去解釋
[00:01:17.000 --> 00:01:20.000]  我們誇主耶穌基督的盼望
[00:01:20.000 --> 00:01:23.000]  到底這個盼望有多偉大呢
[00:01:23.000 --> 00:01:26.000]  我上次跟你講的篇就是
[00:01:26.000 --> 00:01:29.000]  保羅為了講盼望有多偉大
[00:01:29.000 --> 00:01:33.000]  於是乎他就和亞當做了一個比喻
[00:01:33.000 --> 00:01:36.000]  正如亞當一個人所作的事情
[00:01:36.000 --> 00:01:39.000]  改變了整個人類的命運
[00:01:39.000 --> 00:01:41.000]  所以耶穌一個人所作的事情
[00:01:41.000 --> 00:01:44.000]  也都改變了人類的命運
[00:01:44.000 --> 00:01:46.000]  基本上保羅是多厲害呢
[00:01:46.000 --> 00:01:50.000]  一個人所作,改變了所有人的命運
[00:01:50.000 --> 00:01:53.000]  他的改變就在於將人帶人類
[00:01:53.000 --> 00:01:57.000]  整個人類帶進所謂恩典的紀元裏面
[00:01:57.000 --> 00:02:01.000]  保羅在第五章結尾的時候就這樣講
[00:02:01.000 --> 00:02:03.000]  他在五章二十節那裏這樣講
[00:02:03.000 --> 00:02:06.000]  「律法本是外添的,叫過犯顯多」
[00:02:06.000 --> 00:02:10.000]  為什麼這個世界要有法律、律法、神的律法
[00:02:10.000 --> 00:02:13.000]  讓我們知道原來那些東西是不對的
[00:02:13.000 --> 00:02:16.000]  原來那些是罪,是過犯
[00:02:16.000 --> 00:02:19.000]  不過現在我們去到恩典的紀元
[00:02:19.000 --> 00:02:24.000]  「只是罪在哪裡顯多,恩典就顯得更多」
[00:02:24.000 --> 00:02:26.000]  罪更多的地方
[00:02:26.000 --> 00:02:29.000]  我們就更加明白神的恩典
[00:02:29.000 --> 00:02:31.000]  保羅的意思就是說
[00:02:31.000 --> 00:02:36.000]  當我們越深刻體會自己是一個罪人的時候
[00:02:36.000 --> 00:02:40.000]  我們就越深刻明白神的恩典是多偉大
[00:02:40.000 --> 00:02:44.000]  所以譬如大家很熟悉一首歌
[00:02:44.000 --> 00:02:46.000]  「奇異恩典」
[00:02:46.000 --> 00:02:50.000]  我經常覺得英文那句原文的意思是
[00:02:50.000 --> 00:02:53.000]  「That saved a wretch like me」
[00:02:53.000 --> 00:02:54.000]  第一段
[00:02:54.000 --> 00:02:59.000]  如果用廣東話應該是「救了我這坨東西」
[00:02:59.000 --> 00:03:02.000]  不過中文就沒有譯出那個味道
[00:03:02.000 --> 00:03:05.000]  你要明白其實是一坨東西
[00:03:05.000 --> 00:03:10.000]  你就明白原來神連我這個人都救
[00:03:10.000 --> 00:03:13.000]  你開始明白恩典的偉大
[00:03:13.000 --> 00:03:17.000]  不過保羅就知道當他這樣說的時候
[00:03:17.000 --> 00:03:21.000]  於是乎就可能有人提出第六章第一節的問題
[00:03:21.000 --> 00:03:25.000]  就是說如果罪在哪裡顯多,恩典就更顯多
[00:03:25.000 --> 00:03:30.000]  那是不是即是說我們仍在罪中叫恩典顯多呢?
[00:03:30.000 --> 00:03:33.000]  那是不是叫我們犯多些罪
[00:03:33.000 --> 00:03:37.000]  然後來顯出神的恩典多偉大呢?
[00:03:37.000 --> 00:03:41.000]  為了要顯示神的恩典的偉大
[00:03:41.000 --> 00:03:43.000]  所以我就做人要做壞一點
[00:03:43.000 --> 00:03:45.000]  然後就告訴別人
[00:03:45.000 --> 00:03:48.000]  「我就是一個這麼壞的人,神都饒恕我了」
[00:03:48.000 --> 00:03:54.000]  我也說過有人請我講道的教會都有
[00:03:54.000 --> 00:03:56.000]  我每個星期多數都講道
[00:03:56.000 --> 00:04:02.000]  但是沒有什麼教會或者報道會請我雷敬業去講見證的
[00:04:02.000 --> 00:04:04.000]  因為我這個人不夠壞
[00:04:04.000 --> 00:04:06.000]  我以前又沒有殺過人
[00:04:06.000 --> 00:04:08.000]  又不是有三奶四奶
[00:04:08.000 --> 00:04:10.000]  沒有做過什麼壞事
[00:04:10.000 --> 00:04:12.000]  所以講見證是不夠過癮的
[00:04:12.000 --> 00:04:19.000]  要葉繼歡講見證才夠過癮
[00:04:19.000 --> 00:04:23.000]  所以罪顯得多,恩典更加顯得多
[00:04:23.000 --> 00:04:26.000]  是不是於是為了顯露神的恩典
[00:04:26.000 --> 00:04:28.000]  所以特意要出去做些壞事
[00:04:28.000 --> 00:04:31.000]  然後我就可以講見證了
[00:04:31.000 --> 00:04:34.000]  於是保羅就問這個問題
[00:04:34.000 --> 00:04:42.000]  你知道這個不是單單是保羅問或者純粹是一個觀念上的問題
[00:04:42.000 --> 00:04:44.000]  實際上人們真的會這樣問的
[00:04:44.000 --> 00:04:48.000]  你們這些信耶穌的人說恩信稱義
[00:04:48.000 --> 00:04:50.000]  信耶穌就上天堂了
[00:04:50.000 --> 00:04:53.000]  做好事有什麼畏懼
[00:04:53.000 --> 00:04:55.000]  世界上這麼多好人做這麼多好事
[00:04:55.000 --> 00:04:57.000]  那些人就下地獄
[00:04:57.000 --> 00:05:02.000]  你們基督徒這麼容易舉手就上天堂
[00:05:02.000 --> 00:05:04.000]  不是的
[00:05:04.000 --> 00:05:07.000]  有些中國傳統的人
[00:05:07.000 --> 00:05:09.000]  你跟他傳福音的時候
[00:05:09.000 --> 00:05:10.000]  他真的會這樣說的
[00:05:10.000 --> 00:05:12.000]  我們中國人是說
[00:05:12.000 --> 00:05:17.000]  修身齊家治國平天下
[00:05:17.000 --> 00:05:19.000]  我們中國人的意境多高
[00:05:19.000 --> 00:05:22.000]  你們這些基督徒一舉手就搞定了
[00:05:22.000 --> 00:05:24.000]  這些低層次的東西
[00:05:24.000 --> 00:05:26.000]  所以保羅就要解釋
[00:05:26.000 --> 00:05:30.000]  有一個質疑或者一個誤解
[00:05:30.000 --> 00:05:33.000]  沒錯我們得救是本乎因
[00:05:33.000 --> 00:05:36.000]  但是不是代表我們可以犯罪
[00:05:36.000 --> 00:05:38.000]  斷乎不可
[00:05:38.000 --> 00:05:40.000]  為什麼我們不可以犯罪呢
[00:05:40.000 --> 00:05:42.000]  保羅基本上的答案
[00:05:42.000 --> 00:05:45.000]  第六章分開兩部分
[00:05:45.000 --> 00:05:47.000]  一到十四節是一部分
[00:05:47.000 --> 00:05:50.000]  十五到結尾就是另一部分
[00:05:50.000 --> 00:05:53.000]  第一到第十四節
[00:05:53.000 --> 00:05:55.000]  基本上的主旨就是說
[00:05:55.000 --> 00:05:58.000]  如果你真正明白什麼叫做救恩的時候
[00:05:58.000 --> 00:06:01.000]  你自然就不會問第一節的問題
[00:06:01.000 --> 00:06:03.000]  如果你問這個問題的時候
[00:06:03.000 --> 00:06:05.000]  表示你還不知道
[00:06:05.000 --> 00:06:07.000]  什麼叫做主耶穌的救恩
[00:06:07.000 --> 00:06:09.000]  他就繼續解釋
[00:06:09.000 --> 00:06:10.000]  其實主耶穌
[00:06:10.000 --> 00:06:14.000]  當我們接受耶穌的時候是什麼意思呢
[00:06:14.000 --> 00:06:15.000]  第二節就說
[00:06:15.000 --> 00:06:18.000]  我們在罪上死了的人
[00:06:18.000 --> 00:06:20.000]  豈可仍在罪中活著呢
[00:06:20.000 --> 00:06:22.000]  豈不知道我們者
[00:06:22.000 --> 00:06:25.000]  受洗歸入基督耶穌的人
[00:06:25.000 --> 00:06:29.000]  是受洗歸入他的死魔
[00:06:29.000 --> 00:06:30.000]  好了
[00:06:30.000 --> 00:06:33.000]  保羅於是就說
[00:06:33.000 --> 00:06:38.000]  用信徒受浸的經驗去提醒他
[00:06:38.000 --> 00:06:41.000]  我們相信早期教會受浸
[00:06:41.000 --> 00:06:44.000]  應該是一個很深刻的經驗
[00:06:44.000 --> 00:06:45.000]  其實我們今天
