
[00:00:00.000 --> 00:00:03.040]  有人信耶穌得生命
[00:00:03.040 --> 00:00:07.480]  不過傳到的人也收到死亡的威脅
[00:00:07.480 --> 00:00:09.880]  這些都是保羅和巴拿巴
[00:00:09.880 --> 00:00:12.560]  在第一次宣教行程的第三集
[00:00:12.560 --> 00:00:15.200]  即是我們上星期所讀的經文
[00:00:15.200 --> 00:00:17.680]  之後所得到的回報
[00:00:17.680 --> 00:00:19.400]  雖然如此
[00:00:19.400 --> 00:00:23.080]  這兩個使徒仍然走到新的地方
[00:00:23.080 --> 00:00:24.960]  繼續傳福音
[00:00:24.960 --> 00:00:27.960]  而在這個新的一站路斯德城當中
[00:00:27.960 --> 00:00:29.960]  他們不單經歷了神蹟
[00:00:29.960 --> 00:00:33.480]  亦引發了一個被捧上天的經歷
[00:00:33.480 --> 00:00:37.960]  隨即保羅遭遇猶太人的追逼
[00:00:37.960 --> 00:00:39.640]  瀕臨死亡
[00:00:39.640 --> 00:00:42.160]  我們今天會集中看這段經文
[00:00:42.160 --> 00:00:43.240]  在這段經文當中
[00:00:43.240 --> 00:00:45.640]  保羅如何在這個新的領域裡
[00:00:45.640 --> 00:00:48.240]  去傳主的道
[00:00:48.240 --> 00:00:50.920]  我們亦在當中領受訊息
[00:00:50.920 --> 00:00:52.200]  反省我們自己
[00:00:52.200 --> 00:00:56.680]  如何可以活出離虛浮歸向永活神的生命
[00:00:56.680 --> 00:00:59.560]  我們一起先有個禱告
[00:00:59.560 --> 00:01:02.720]  永活的上主我們向祢祈求
[00:01:02.720 --> 00:01:05.760]  願祢的真道進入我們的內心當中
[00:01:05.760 --> 00:01:08.440]  讓我們去明白、去體會
[00:01:08.440 --> 00:01:10.040]  更加幫助我們
[00:01:10.040 --> 00:01:12.560]  知道如何在我們的人生裡
[00:01:12.560 --> 00:01:15.160]  去分享祢的永活之道
[00:01:15.160 --> 00:01:17.560]  領人離開虛浮
[00:01:17.560 --> 00:01:19.000]  歸向祢
[00:01:19.000 --> 00:01:20.440]  聖靈求祢幫助我們
[00:01:20.440 --> 00:01:21.200]  多謝祢
[00:01:21.200 --> 00:01:24.080]  祈禱奉主耶穌基督得勝明智祈求
[00:01:24.080 --> 00:01:25.080]  阿門
[00:01:27.360 --> 00:01:31.120]  大概大家記得上星期說到的
[00:01:31.120 --> 00:01:33.600]  當一群拒絕福音的猶太人
[00:01:33.600 --> 00:01:36.440]  去煽動當地以歌念的外族人
[00:01:36.440 --> 00:01:38.040]  那些領袖
[00:01:38.040 --> 00:01:42.040]  要用石頭打死保羅和巴拿巴的時候
[00:01:42.040 --> 00:01:43.600]  這兩個使徒知道之後
[00:01:43.600 --> 00:01:46.440]  他們就逃離了以歌念
[00:01:46.440 --> 00:01:48.160]  結果走了三十多公里
[00:01:48.160 --> 00:01:50.400]  就進入了加拉泰的山區
[00:01:50.400 --> 00:01:51.800]  一個偏僻的地方
[00:01:51.800 --> 00:01:54.480]  叫路斯德這個城裡
[00:01:54.480 --> 00:01:57.800]  相信這是一段日子之後的事
[00:01:57.800 --> 00:01:58.320]  為什麼呢?
[00:01:58.320 --> 00:02:02.840]  因為保羅在第一次的城門口報道裡
[00:02:02.840 --> 00:02:05.320]  他說到那個時間是何時呢?
[00:02:05.320 --> 00:02:07.400]  在後來的二十節我們知道
[00:02:07.400 --> 00:02:09.440]  這裡是說
[00:02:09.440 --> 00:02:12.280]  他已經令到當地有一些門徒出現
[00:02:12.280 --> 00:02:14.640]  所以我們讀的第八節
[00:02:14.640 --> 00:02:16.640]  並不是他一去到
[00:02:16.640 --> 00:02:18.880]  這個路斯德地方所發生的事
[00:02:18.880 --> 00:02:21.200]  卻是經過一段時間之後
[00:02:21.200 --> 00:02:25.320]  他再出來報道所遭遇的事情
[00:02:25.320 --> 00:02:27.520]  當保羅他在講道裡
[00:02:27.520 --> 00:02:28.600]  經文話第八節說
[00:02:28.600 --> 00:02:31.320]  他見到一個雙腳無力的人
[00:02:31.320 --> 00:02:34.640]  這個人出世已經是瘸腿
[00:02:34.640 --> 00:02:35.720]  他已經不能走路
[00:02:35.720 --> 00:02:38.680]  由出世到他遇到保羅那一天
[00:02:38.680 --> 00:02:40.600]  他都是未走過的
[00:02:40.600 --> 00:02:42.680]  當他聽到保羅講道的時候
[00:02:42.680 --> 00:02:44.400]  保羅去注視他
[00:02:44.400 --> 00:02:46.600]  見他有信心可以醫得好
[00:02:46.600 --> 00:02:48.440]  就大聲叫他起身
[00:02:48.440 --> 00:02:50.920]  然後這個人就跳起來
[00:02:50.920 --> 00:02:52.400]  還走起路來
[00:02:52.400 --> 00:02:55.200]  在當中我打出了這些紅色的字
[00:02:55.200 --> 00:02:56.600]  為什麼呢?
[00:02:56.600 --> 00:03:01.120]  原來在保羅他們第一次的宣教行程當中
[00:03:01.120 --> 00:03:03.480]  來到這一站所發生的事
[00:03:03.480 --> 00:03:06.320]  就好像最初初期教會
[00:03:06.320 --> 00:03:08.040]  在五旬節之後
[00:03:08.040 --> 00:03:11.360]  彼得和約翰他們在尾門
[00:03:11.360 --> 00:03:16.160]  叫一個騎子站立起來一樣的描述
[00:03:16.160 --> 00:03:18.680]  那些用字差不多都是一樣的
[00:03:18.680 --> 00:03:23.840]  這裡顯示宣教行動進入新的領域傳福音
[00:03:23.840 --> 00:03:24.920]  是在延續
[00:03:24.920 --> 00:03:27.200]  由耶穌傳給十二門徒
[00:03:27.200 --> 00:03:29.600]  再由十二門徒分散給不同的人
[00:03:29.600 --> 00:03:32.000]  這個使命一直延展開去
[00:03:32.000 --> 00:03:35.040]  現在這一棒到外邦人當中
[00:03:35.040 --> 00:03:37.560]  外族人裡面去宣教的時候
[00:03:37.560 --> 00:03:42.120]  他們仍然得到上帝的靈的幫助
[00:03:42.120 --> 00:03:43.840]  這麼矚目的神蹟
[00:03:43.840 --> 00:03:47.720]  人人都見到一個瘸了一輩子的人
[00:03:47.720 --> 00:03:50.840]  竟然在這一天可以走起來
[00:03:50.840 --> 00:03:52.120]  可以跳起來
[00:03:52.120 --> 00:03:54.240]  第十節跳起來
[00:03:54.240 --> 00:03:55.320]  於是那些民眾
[00:03:55.320 --> 00:03:57.760]  剛才聽讀經的時候
[00:03:57.760 --> 00:03:59.320]  就大叫很開心
[00:03:59.320 --> 00:04:00.880]  他說有神明
[00:04:00.880 --> 00:04:03.920]  好像人形一樣來到我們中間
[00:04:03.920 --> 00:04:07.120]  結果連城外的宙斯的神廟
[00:04:07.120 --> 00:04:09.480]  那些祭司都急急腳
[00:04:09.480 --> 00:04:11.840]  帶著牛和花圈來
[00:04:11.840 --> 00:04:14.200]  要獻祭給這兩個
[00:04:14.200 --> 00:04:17.160]  好像希臘神明的使徒
[00:04:17.160 --> 00:04:19.320]  使徒知道他們有誤會
[00:04:19.320 --> 00:04:20.200]  就撕裂衣服
[00:04:20.200 --> 00:04:22.480]  大聲宣告了呼音的真理
[00:04:22.480 --> 00:04:24.920]  亦勉強制止那些人
[00:04:24.920 --> 00:04:26.240]  不要跟他們獻祭
[00:04:26.240 --> 00:04:28.000]  不要當他們是神來拜
[00:04:28.000 --> 00:04:30.080]  本來這是一個
[00:04:30.080 --> 00:04:33.440]  可以開啟進一步呼音對話的契機
[00:04:33.440 --> 00:04:35.440]  誰知在這個時候
[00:04:35.440 --> 00:04:36.800]  追擊他們的猶太人
[00:04:36.800 --> 00:04:39.520]  從前兩站
[00:04:39.520 --> 00:04:42.840]  由追蹤地到祿斯德
[00:04:42.840 --> 00:04:45.560]  他們要教唆當地的群眾
[00:04:45.560 --> 00:04:49.480]  群眾就轉激情變為激烈激憤
[00:04:49.480 --> 00:04:51.840]  用石頭要打死保羅
[00:04:51.840 --> 00:04:54.080]  這次他們逃跑不了
[00:04:54.080 --> 00:04:56.520]  他們以為打死了保羅之後
[00:04:56.520 --> 00:04:59.800]  就將他拖出城外棄屍
[00:04:59.800 --> 00:05:03.760]  誰知保羅神跡地起來
[00:05:03.760 --> 00:05:05.720]  走回到城內
[00:05:05.720 --> 00:05:07.400]  還好好地在第二天
[00:05:07.400 --> 00:05:10.800]  去了下一站特備去傳福音
[00:05:10.800 --> 00:05:11.720]  而過了一段時間
[00:05:11.720 --> 00:05:13.440]  這段經文最後告訴我們
[00:05:13.440 --> 00:05:17.640]  他們兩個沿著沿路回到前三站
[00:05:17.640 --> 00:05:18.800]  探望這幾處
[00:05:18.800 --> 00:05:21.400]  包括在這個祿斯德城內的信徒
[00:05:21.400 --> 00:05:23.240]  這段經文基本上就是這樣
[00:05:23.240 --> 00:05:25.120]  脈絡不難掌握
[00:05:25.120 --> 00:05:27.200]  我們就這樣看也明白
[00:05:27.200 --> 00:05:29.960]  所以今天我想和大家集中看的就是
[00:05:29.960 --> 00:05:31.400]  當我們進入一個新的領域
[00:05:31.400 --> 00:05:33.200]  去傳福音的時候
[00:05:33.200 --> 00:05:35.080]  我們遇到的事情會是怎樣
[00:05:35.080 --> 00:05:37.040]  我們又怎樣去應對
[00:05:37.040 --> 00:05:39.920]  同樣面對著拜偶像這件事
[00:05:39.920 --> 00:05:43.480]  我們又可以有什麼反思
[00:05:43.480 --> 00:05:49.360]  祿斯德的群眾當保羅和巴拿巴是神明
[00:05:49.360 --> 00:05:52.440]  這件事他們很具體地說
[00:05:52.440 --> 00:05:54.120]  他們就是宙斯
[00:05:54.120 --> 00:05:57.920]  說他們是漢密士
[00:05:57.920 --> 00:06:00.440]  他們很具體地說出名字
[00:06:00.440 --> 00:06:04.080]  去將這兩個使徒標明了
[00:06:04.080 --> 00:06:06.160]  是這兩個希臘神明下凡
[00:06:06.160 --> 00:06:08.880]  準備向他們獻祭
[00:06:08.880 --> 00:06:11.240]  就連宙斯廟的人也要來
[00:06:11.240 --> 00:06:13.720]  祭司也要來向他們獻祭
[00:06:13.720 --> 00:06:17.120]  這裡說的是為什麼有這麼具體的誤會
[00:06:17.120 --> 00:06:18.480]  原來是有一段故事
[00:06:18.480 --> 00:06:22.880]  話說祿斯德和其他在加勒泰山區的城市一樣
[00:06:22.880 --> 00:06:25.360]  他們覺得地區的人十分崇拜
[00:06:25.360 --> 00:06:27.920]  希臘的最高神明宙斯
[00:06:27.920 --> 00:06:28.960]  在這個神話當中
[00:06:28.960 --> 00:06:30.840]  這些希臘神明
[00:06:30.840 --> 00:06:33.320]  如果你看過那些故事
[00:06:33.320 --> 00:06:35.360]  通常都是經常下凡的
[00:06:35.360 --> 00:06:38.040]  又參與很多世人的事務
[00:06:38.040 --> 00:06:39.240]  其實都是亂七八糟的
[00:06:39.240 --> 00:06:42.440]  和人間的往來都很頻密
[00:06:42.440 --> 00:06:44.280]  在祿斯德這個
[00:06:44.280 --> 00:06:49.520]  「卓子德醫治」這個事情發生之前的五十年
