
[00:00:00.000 --> 00:00:08.400]  有一位男士一連三日去參加了一個報道會
[00:00:08.400 --> 00:00:12.400]  到第三日的晚上
[00:00:12.400 --> 00:00:18.600]  講完他呼籲去決志的時候
[00:00:18.600 --> 00:00:22.000]  他一向都無動於衷
[00:00:22.000 --> 00:00:25.200]  竟然走到台前
[00:00:25.200 --> 00:00:28.400]  表示他願意去接受耶穌基督
[00:00:28.400 --> 00:00:31.200]  成為他生命的主宰
[00:00:31.200 --> 00:00:33.200]  他的朋友很開心
[00:00:33.200 --> 00:00:35.600]  就很想知道
[00:00:35.600 --> 00:00:37.600]  到底過去三日
[00:00:37.600 --> 00:00:41.400]  他有什麼體會領受呢?
[00:00:41.400 --> 00:00:43.400]  他就回應
[00:00:43.400 --> 00:00:46.800]  他說今日我所以會被打動
[00:00:46.800 --> 00:00:48.800]  最主要的原因
[00:00:48.800 --> 00:00:53.000]  不是因為牧師講道的內容
[00:00:53.000 --> 00:01:01.400]  也不是因為教堂裡優美的琴聲歌聲所感動
[00:01:01.400 --> 00:01:04.800]  到底什麼打動了你的心呢?
[00:01:04.800 --> 00:01:08.400]  他的朋友很好奇問他
[00:01:08.400 --> 00:01:13.200]  我在今晚來這個聚會之前
[00:01:13.200 --> 00:01:16.000]  經過我的鄰居
[00:01:16.000 --> 00:01:20.000]  他默默來幫助一個受傷的人
[00:01:20.000 --> 00:01:22.600]  他是神志不清
[00:01:22.600 --> 00:01:27.000]  原來那個傷者平日在村裡
[00:01:27.000 --> 00:01:30.800]  都是欺負我這個鄰居
[00:01:30.800 --> 00:01:35.600]  這一幕讓我看了很感動
[00:01:35.600 --> 00:01:39.800]  我知道我的鄰居是一個基督徒
[00:01:39.800 --> 00:01:47.000]  因此我被他這一份行動打動了我的心
[00:01:47.000 --> 00:01:51.600]  原來真正令這個男士感動的關鍵因素
[00:01:51.600 --> 00:01:55.000]  不是因為講道、詩歌
[00:01:55.000 --> 00:02:01.200]  而是一個鄰居他愛心的見證
[00:02:01.200 --> 00:02:05.200]  他寬恕這個曾經欺負他的人
[00:02:05.200 --> 00:02:07.600]  竟然幫助他
[00:02:07.600 --> 00:02:09.600]  信仰最可貴
[00:02:09.600 --> 00:02:17.400]  不是我們講多少、聽多少、唱多少詩歌
[00:02:17.400 --> 00:02:19.400]  信仰可貴的地方
[00:02:19.400 --> 00:02:23.200]  就是我們能夠活出多少
[00:02:23.200 --> 00:02:29.800]  能夠實踐多少神的心意
[00:02:29.800 --> 00:02:33.000]  不能夠成為生活的信仰
[00:02:33.000 --> 00:02:36.800]  不是一個真正的信仰
[00:02:36.800 --> 00:02:38.800]  我們想一想
[00:02:38.800 --> 00:02:41.400]  我們能不能夠在生活當中
[00:02:41.400 --> 00:02:49.000]  讓別人體會這個信仰的寶貴地方
[00:02:49.000 --> 00:02:53.200]  我們有沒有見證神的愛心
[00:02:53.200 --> 00:03:00.800]  祂的寬恕、樂觀、良善、溫柔等等
[00:03:00.800 --> 00:03:07.400]  報導詩歌開拓教會是一種宣教的方式
[00:03:07.400 --> 00:03:09.000]  但在生活中
[00:03:09.000 --> 00:03:16.800]  我們能夠用我們的生命去影響身邊的人
[00:03:16.800 --> 00:03:19.800]  是另一種的宣教
[00:03:19.800 --> 00:03:22.200]  在生活當中
[00:03:22.200 --> 00:03:27.600]  你是否在見證神自己呢?
[00:03:27.600 --> 00:03:36.200]  宣教工作不單單是去到異鄉很遠的地方
[00:03:36.200 --> 00:03:39.600]  也在乎我們在自己的崗位裏
[00:03:39.600 --> 00:03:43.200]  是否活出這個信仰
[00:03:43.200 --> 00:03:45.200]  如果你在辦公室工作
[00:03:45.200 --> 00:03:50.400]  你也可以成為你同事的一個宣教士
[00:03:50.400 --> 00:03:52.600]  如果你是教學
[00:03:52.600 --> 00:04:00.800]  你也可以影響學生或其他教職員
[00:04:00.800 --> 00:04:02.600]  你有朋友同學
[00:04:02.600 --> 00:04:07.800]  同樣都可以成為他們的宣教士
[00:04:07.800 --> 00:04:10.800]  我們剛才讀的經文
[00:04:10.800 --> 00:04:21.000]  講到耶穌在不同的地方進行教導、醫治
[00:04:21.000 --> 00:04:23.600]  祂原本在加伯隆服侍
[00:04:23.600 --> 00:04:28.000]  所以很多人在重重圍著祂
[00:04:28.000 --> 00:04:34.200]  祂看得出祂們只是想看更多的神蹟奇事
[00:04:34.200 --> 00:04:40.200]  無心付上代價做祂的門徒
[00:04:40.200 --> 00:04:44.800]  所以耶穌要遠離這班人
[00:04:44.800 --> 00:04:48.000]  坐船去到加里里海的對岸
[00:04:48.000 --> 00:04:51.200]  繼續祂的工作
[00:04:51.200 --> 00:04:53.400]  這裡提到許多人
[00:04:53.400 --> 00:04:58.000]  原來這些人都是很多還沒有真正決心
[00:04:58.000 --> 00:05:00.600]  來跟隨耶穌的人
[00:05:00.600 --> 00:05:05.200]  他們只是聽到耶穌有醫病的能力
[00:05:05.200 --> 00:05:07.000]  祂的教導
[00:05:07.000 --> 00:05:12.600]  他們很好奇耶穌有什麼神蹟奇事
[00:05:12.600 --> 00:05:15.000]  主吩咐道道那邊去
[00:05:15.000 --> 00:05:19.600]  瑪太強調耶穌的權柄
[00:05:19.600 --> 00:05:26.000]  祂吩咐去到加里里的對岸
[00:05:26.000 --> 00:05:29.600]  離開原來很多人的地方
[00:05:29.600 --> 00:05:33.200]  接著有兩個作門徒的人
[00:05:33.200 --> 00:05:37.600]  想跟隨主
[00:05:37.600 --> 00:05:39.400]  在十八節
[00:05:39.400 --> 00:05:41.600]  有一個文士來對他說
[00:05:41.600 --> 00:05:44.200]  夫子,你無論往那裡去
[00:05:44.200 --> 00:05:47.000]  我要跟從你
[00:05:47.000 --> 00:05:52.200]  有一個文士來到瑪太第一次去描述
[00:05:52.200 --> 00:05:55.800]  有一位文士來到耶穌的跟前
[00:05:55.800 --> 00:05:57.600]  我們不太知道這個文士
[00:05:57.600 --> 00:06:00.800]  為什麼要去跟從耶穌
[00:06:00.800 --> 00:06:03.800]  聖經沒有說那個原因
[00:06:03.800 --> 00:06:04.800]  他口裡說
[00:06:04.800 --> 00:06:08.800]  夫子,你無論往那裡去
[00:06:08.800 --> 00:06:11.000]  我要跟從你
[00:06:11.000 --> 00:06:15.800]  可見他都是很誠懇、很有心
[00:06:15.800 --> 00:06:18.800]  夫子是一個教師
[00:06:18.800 --> 00:06:23.600]  有他這個文士聽了耶穌的教導
[00:06:23.600 --> 00:06:27.400]  也看到他所行的神蹟
[00:06:27.400 --> 00:06:31.600]  知道主是一個有權柄的人
[00:06:31.600 --> 00:06:35.400]  所以他很想跟從祂
[00:06:35.400 --> 00:06:38.600]  他說,你無論往那裡去
[00:06:38.600 --> 00:06:44.000]  表示祂都是沒有保留、願意
[00:06:44.000 --> 00:06:47.200]  主去哪裡,我就跟到哪裡
[00:06:47.200 --> 00:06:52.000]  有沒有一些人我們很想跟著祂呢?
[00:06:52.000 --> 00:06:53.400]  在我們的生命當中
[00:06:53.400 --> 00:06:58.000]  祂去哪裡,我會跟到祂去哪裡
[00:06:58.000 --> 00:07:03.400]  表示祂願意向耶穌毀身
[00:07:03.400 --> 00:07:09.800]  當然,他不知道耶穌將會被釘在十字架上
[00:07:09.800 --> 00:07:17.000]  他心裡很期待君王,這位拯救者
[00:07:17.000 --> 00:07:21.600]  耶穌說,狐狸有洞,天空的飛鏈有窩
[00:07:21.600 --> 00:07:24.800]  人子卻沒有枕頭的地方
[00:07:24.800 --> 00:07:26.600]  藉著這個比喻
[00:07:26.600 --> 00:07:29.800]  耶穌讓文士去知道
[00:07:29.800 --> 00:07:35.600]  耶穌自己其實是需要四處漂泊
[00:07:35.600 --> 00:07:38.400]  狐狸有洞,天空的飛鏈有窩
[00:07:38.400 --> 00:07:40.200]  都是很自然
[00:07:40.200 --> 00:07:44.800]  但是跟隨耶穌就沒有這個固定的居所
[00:07:44.800 --> 00:07:47.200]  沒有這個保證
[00:07:47.200 --> 00:07:54.800]  人子是說到耶穌在世上服侍這個卑微的身份
[00:07:54.800 --> 00:08:00.000]  是當時作主門徒一個要付上的代價
[00:08:00.000 --> 00:08:05.400]  馬太藉著這個事情向我們宣告
[00:08:05.400 --> 00:08:11.000]  作主門徒的要求就好像耶穌一樣
[00:08:11.000 --> 00:08:17.800]  居無定所,他沒有特權或者是享受
[00:08:17.800 --> 00:08:22.600]  主叫我們去那裡,我們就跟著去那裡
[00:08:22.600 --> 00:08:27.200]  這個也是作門徒一個信服的態度
[00:08:27.200 --> 00:08:31.600]  跟隨主不容易
[00:08:31.600 --> 00:08:35.000]  居無定所
[00:08:35.000 --> 00:08:42.600]  可能我們大家都未有這些經驗
[00:08:42.600 --> 00:08:49.400]  跟隨耶穌可能會失去一些聲譽
[00:08:49.400 --> 00:08:50.800]  有時都聽到人說
[00:08:50.800 --> 00:08:56.000]  那些人沒什麼能力去跟隨主
[00:08:56.000 --> 00:09:01.800]  自己幫不到自己,所以要靠耶穌
[00:09:01.800 --> 00:09:05.000]  或者我們會失去一些友誼
[00:09:05.000 --> 00:09:10.000]  在我們朋輩當中也有很多微信
[00:09:10.000 --> 00:09:14.800]  也許有時都會因為我們價值觀的不同
[00:09:14.800 --> 00:09:18.600]  慢慢大家的關係都疏遠了
[00:09:18.600 --> 00:09:24.000]  跟隨主我們要放下一些不好的陋習
[00:09:24.000 --> 00:09:33.000]  喝酒、賭博等等,跟隨主好像要求都挺高
[00:09:33.000 --> 00:09:37.800]  原來作為基督徒的價值是更高
[00:09:37.800 --> 00:09:42.600]  是我們對永恆的一個投資
[00:09:42.600 --> 00:09:47.000]  這個報酬真是難以想像
[00:09:47.000 --> 00:09:49.200]  在今年1月9日至12日
[00:09:49.200 --> 00:09:54.800]  我有機會去粉嶺補血淨園退休
[00:09:54.800 --> 00:09:58.800]  星期一的下午進入營地
[00:09:58.800 --> 00:10:00.200]  導師對我們說
[00:10:00.200 --> 00:10:03.000]  我們有三本書
[00:10:03.000 --> 00:10:05.800]  第一本是大自然的書
[00:10:05.800 --> 00:10:08.000]  第二本是聖經
[00:10:08.000 --> 00:10:12.400]  第三本是你個人的經歷
[00:10:12.400 --> 00:10:14.200]  下午有一個多小時
[00:10:14.200 --> 00:10:23.600]  我們有空間來營地看看花草樹木
[00:10:23.600 --> 00:10:27.000]  一個大自然的脈觀
[00:10:27.000 --> 00:10:33.200]  很感恩在營裏看到不同的植物
[00:10:33.200 --> 00:10:37.200]  我也拍了幾張照片跟大家分享
[00:10:37.200 --> 00:10:40.000]  大家可以看一看
[00:10:40.000 --> 00:10:47.600]  我特別拍了植物的花蕊
[00:10:47.600 --> 00:10:55.000]  看到神的創造是很美麗的
[00:10:55.000 --> 00:10:59.200]  你看到這些葉的中間有條芯
[00:10:59.200 --> 00:11:06.400]  第二張是未開芯的第二張
[00:11:06.400 --> 00:11:11.400]  看到黃色很小的花仔已經開了
[00:11:11.400 --> 00:11:13.800]  繼續
[00:11:13.800 --> 00:11:17.200]  平時我們看聖誕樹是矮矮的
[00:11:17.200 --> 00:11:20.000]  這棵是高過人的
[00:11:20.000 --> 00:11:25.800]  第二張看到它的花蕊
[00:11:25.800 --> 00:11:31.400]  我不知道大家平時有沒有看過一棵聖誕花
[00:11:31.400 --> 00:11:33.000]  也是很美麗的
[00:11:33.000 --> 00:11:35.400]  有六枝
[00:11:35.400 --> 00:11:38.200]  下一張
[00:11:38.200 --> 00:11:42.400]  這些我相信多數人都會見過
[00:11:42.400 --> 00:11:44.800]  你看它有紫色的鬚
[00:11:44.800 --> 00:11:49.400]  一盤花其實不是很高大
[00:11:49.400 --> 00:11:54.400]  但你看到神的創造是很精妙
[00:11:54.400 --> 00:11:56.600]  我們平時也看過
[00:11:56.600 --> 00:12:00.800]  但未必這麼細心去看神的創造
[00:12:00.800 --> 00:12:03.400]  下一張
[00:12:03.400 --> 00:12:05.400]  我們看看這個花
[00:12:05.400 --> 00:12:09.000]  有些撐出來就開了
[00:12:09.000 --> 00:12:12.400]  下一張
[00:12:12.400 --> 00:12:14.400]  放大一點
[00:12:14.400 --> 00:12:19.200]  其實原來這個小球仔
[00:12:19.200 --> 00:12:24.200]  差不多像那些繡球花的縮小版
[00:12:24.200 --> 00:12:25.600]  它小小一枝
[00:12:25.600 --> 00:12:32.000]  下一張你看到它全開的時候
[00:12:32.000 --> 00:12:35.400]  原來它也可以是一個花球裡邊
[00:12:35.400 --> 00:12:38.800]  有些黃色有些是紅橙色的
[00:12:38.800 --> 00:12:42.400]  很特別
[00:12:42.400 --> 00:12:47.400]  應該是這麼多
[00:12:47.400 --> 00:12:53.400]  看到神創造的奇妙
[00:12:53.400 --> 00:12:55.600]  到第二天早上十號
[00:12:55.600 --> 00:12:58.600]  我們六點半有早操
[00:12:58.600 --> 00:13:03.000]  導師和我們一起去讀詩篇十六篇
[00:13:03.000 --> 00:13:05.400]  每人讀一節
[00:13:05.400 --> 00:13:12.200]  我們連續讀了七八次這篇詩篇
[00:13:12.200 --> 00:13:16.000]  經文是重覆記
[00:13:16.000 --> 00:13:19.600]  印在我們的內心裡邊
[00:13:19.600 --> 00:13:20.600]  我讀了好幾次
[00:13:20.600 --> 00:13:23.800]  都是十六篇的第三節
[00:13:23.800 --> 00:13:25.800]  「論道世上的聖文
[00:13:25.800 --> 00:13:28.000]  他們又美又善
[00:13:28.000 --> 00:13:30.200]  是我最喜悅的」
[00:13:30.200 --> 00:13:32.600]  「論道世上的聖文
[00:13:32.600 --> 00:13:34.600]  他們又美又善
[00:13:34.600 --> 00:13:37.200]  是我最喜悅的」
[00:13:37.200 --> 00:13:39.000]  我們信靠主的人
[00:13:39.000 --> 00:13:42.200]  就是屬於主的兒女
[00:13:42.200 --> 00:13:46.400]  原來我們是神最喜悅的
[00:13:46.400 --> 00:13:49.200]  重重覆覆地來到
[00:13:49.200 --> 00:13:52.600]  體會到神話語的寶貴
[00:13:52.600 --> 00:13:55.600]  這節經文都是讓自己很感恩
[00:13:55.600 --> 00:13:57.200]  很興奮
[00:13:57.200 --> 00:13:59.200]  原來神是愛
[00:13:59.200 --> 00:14:01.200]  很喜悅我們
[00:14:01.200 --> 00:14:03.600]  每一個屬於祂的子民
[00:14:03.600 --> 00:14:07.400]  是多麼有福的英雄
[00:14:07.400 --> 00:14:10.600]  剛才我們看到一小束的花
[00:14:10.600 --> 00:14:11.600]  花蕊
[00:14:11.600 --> 00:14:13.200]  這些植物
[00:14:13.200 --> 00:14:16.800]  主給它美麗的裝飾
[00:14:16.800 --> 00:14:21.400]  何況我們每一個屬於神的子民
[00:14:21.400 --> 00:14:24.800]  這個讓自己體會到
[00:14:24.800 --> 00:14:26.400]  神同在
[00:14:26.400 --> 00:14:28.000]  神的提醒
[00:14:28.000 --> 00:14:29.800]  那份的甘甜
[00:14:29.800 --> 00:14:32.600]  祂話語的甘甜
[00:14:32.600 --> 00:14:35.000]  對自己的肯定
[00:14:35.000 --> 00:14:37.200]  其實已經夠了
[00:14:37.200 --> 00:14:42.000]  有主對自己的肯定
[00:14:42.000 --> 00:14:45.800]  在營裡有時都忍不住
[00:14:45.800 --> 00:14:49.800]  看電話、WhatsApp、通訊
[00:14:49.800 --> 00:14:53.600]  其實導師提醒我們盡量少看
[00:14:53.600 --> 00:14:58.000]  看了不要回應
[00:14:58.000 --> 00:15:01.600]  發覺自己有時間中好似
[00:15:01.600 --> 00:15:03.400]  平時習慣了
[00:15:03.400 --> 00:15:07.800]  間中看一看
[00:15:07.800 --> 00:15:13.600]  覺得自己在那段安靜的時間
[00:15:13.600 --> 00:15:15.200]  不太專注
[00:15:15.200 --> 00:15:16.800]  不夠專心
[00:15:16.800 --> 00:15:19.000]  要和主一起
[00:15:19.000 --> 00:15:21.400]  這也是對自己的提醒
[00:15:21.400 --> 00:15:24.000]  有一個學習
[00:15:24.000 --> 00:15:27.800]  學習更加專注和主一起
[00:15:27.800 --> 00:15:30.800]  不要理會其他東西
[00:15:30.800 --> 00:15:37.600]  不要去依賴那麼多別人對自己的肯定
[00:15:37.600 --> 00:15:42.000]  主的肯定是更加重要
[00:15:42.000 --> 00:15:45.600]  我們每一天怎樣用自己的時間
[00:15:45.600 --> 00:15:50.400]  都是反映我們和主的關係是怎樣
[00:15:50.400 --> 00:15:52.000]  我們樂不樂意
[00:15:52.000 --> 00:15:55.600]  真是以主為一個優先
[00:15:55.600 --> 00:16:01.000]  有沒有首先撥一些時間和神一起
[00:16:01.000 --> 00:16:02.800]  我們都可以檢視一下
[00:16:02.800 --> 00:16:07.600]  自己和神的關係是怎樣
[00:16:07.600 --> 00:16:11.200]  在《馬太八章》的二十一節提到
[00:16:11.200 --> 00:16:15.600]  有另一個門徒
[00:16:15.600 --> 00:16:18.800]  不是剛才提到的文士
[00:16:18.800 --> 00:16:21.000]  他稱耶穌為主
[00:16:21.000 --> 00:16:24.400]  可以是一個尊敬的稱號
[00:16:24.400 --> 00:16:26.800]  或者真是接納了主
[00:16:26.800 --> 00:16:30.000]  在他生命當中的主權
[00:16:30.000 --> 00:16:31.800]  如果他已經是門徒
[00:16:31.800 --> 00:16:36.200]  就是去承認耶穌是他生命的主
