
[00:00:00.000 --> 00:00:03.660]  今天我們來看耶穌基督的另一個神蹟
[00:00:03.660 --> 00:00:06.880]  是記載在《路加福音》第五章
[00:00:06.880 --> 00:00:09.180]  第一至十一節
[00:00:09.180 --> 00:00:11.740]  如果我們有這裡的經文
[00:00:11.740 --> 00:00:15.480]  我們一起來重讀這段經文
[00:00:15.480 --> 00:00:20.000]  《路加福音》第五章第一節開始
[00:00:20.000 --> 00:00:23.740]  到第十一節
[00:00:23.740 --> 00:00:27.300]  耶穌站在隔離撒勒湖邊
[00:00:27.300 --> 00:00:29.140]  眾人擠擁祂
[00:00:29.140 --> 00:00:30.940]  要聽神的道
[00:00:30.940 --> 00:00:34.860]  他見有兩隻船彎在湖邊
[00:00:34.860 --> 00:00:37.340]  打魚的人卻離開船
[00:00:37.340 --> 00:00:38.780]  駛往去了
[00:00:38.780 --> 00:00:41.180]  有一隻船是西門的
[00:00:41.180 --> 00:00:43.020]  耶穌就上去
[00:00:43.020 --> 00:00:45.340]  請他把船撐開
[00:00:45.340 --> 00:00:46.900]  稍微離岸
[00:00:46.900 --> 00:00:48.140]  就坐下
[00:00:48.140 --> 00:00:50.660]  從船上教訓眾人
[00:00:50.660 --> 00:00:51.940]  講完了
[00:00:51.940 --> 00:00:53.460]  對西門說
[00:00:53.460 --> 00:00:56.140]  把船開到水深之處
[00:00:56.140 --> 00:00:57.740]  下網打魚
[00:00:57.740 --> 00:00:59.980]  西門說:夫子
[00:00:59.980 --> 00:01:01.860]  我們整夜勞力
[00:01:01.860 --> 00:01:03.980]  並沒有打著什麼
[00:01:03.980 --> 00:01:06.060]  但依著你的話
[00:01:06.060 --> 00:01:07.820]  我就下網
[00:01:07.820 --> 00:01:09.620]  他們下了網
[00:01:09.620 --> 00:01:12.140]  就圈住許多魚
[00:01:12.140 --> 00:01:14.140]  我險些裂開
[00:01:14.140 --> 00:01:18.460]  便招呼那隻船上的同伴來幫助
[00:01:18.460 --> 00:01:19.940]  他們就來
[00:01:19.940 --> 00:01:22.940]  把船裝滿了兩隻船
[00:01:22.940 --> 00:01:25.420]  沉至船要沉下去
[00:01:25.420 --> 00:01:27.740]  西門彼得看見
[00:01:27.740 --> 00:01:30.340]  就俯伏在耶穌膝前
[00:01:30.340 --> 00:01:31.660]  說:主啊
[00:01:31.660 --> 00:01:32.860]  離開我
[00:01:32.860 --> 00:01:34.620]  我是個罪人
[00:01:34.620 --> 00:01:36.740]  他和一切同在的人
[00:01:36.740 --> 00:01:39.820]  都驚訝這一網所打的魚
[00:01:39.820 --> 00:01:43.700]  他的那半西比泰的兒子雅各
[00:01:43.700 --> 00:01:45.980]  若翰也是這樣
[00:01:45.980 --> 00:01:48.020]  耶穌對西門說
[00:01:48.020 --> 00:01:49.060]  不要怕
[00:01:49.060 --> 00:01:50.420]  從今以後
[00:01:50.420 --> 00:01:52.260]  你要得人了
[00:01:52.260 --> 00:01:55.300]  他們把兩隻船撈了岸
[00:01:55.300 --> 00:01:57.300]  就撇下所有的
[00:01:57.300 --> 00:02:00.060]  跟從了耶穌
[00:02:00.060 --> 00:02:05.620]  我想我們都熟悉這個神蹟
[00:02:05.620 --> 00:02:07.380]  這個神蹟是說到耶穌基督
[00:02:07.380 --> 00:02:10.340]  祂來到世界上
[00:02:10.340 --> 00:02:13.740]  祂要建立
[00:02:13.740 --> 00:02:19.180]  天下間最巨大的屬靈的工程
[00:02:19.180 --> 00:02:21.220]  這個這麼巨大的屬靈的工程
[00:02:21.220 --> 00:02:24.300]  就是透過十字架的繩
[00:02:24.300 --> 00:02:25.700]  來招住一群人
[00:02:25.700 --> 00:02:27.340]  建立神的國度
[00:02:27.340 --> 00:02:29.540]  在這個世界上
[00:02:29.540 --> 00:02:34.980]  一個這麼巨大的屬靈的工程
[00:02:34.980 --> 00:02:36.780]  是需要很多的計劃
[00:02:36.780 --> 00:02:39.620]  是需要很多的籌備
[00:02:39.620 --> 00:02:41.140]  那耶穌做什麼呢?
[00:02:41.140 --> 00:02:42.100]  在四福音裡面
[00:02:42.100 --> 00:02:43.580]  我們很清楚的看到
[00:02:43.580 --> 00:02:46.220]  耶穌只是做一件很簡單的事情
[00:02:46.220 --> 00:02:49.500]  來建立祂的國度
[00:02:49.500 --> 00:02:52.140]  祂一出來的時候
[00:02:52.140 --> 00:02:57.060]  就在湖邊選擇了十二個門徒
[00:02:57.060 --> 00:02:58.140]  多數都是漁夫
[00:02:58.140 --> 00:03:02.020]  還有其他的
[00:03:02.020 --> 00:03:04.020]  然後耶穌就是在四福音裡面
[00:03:04.020 --> 00:03:06.180]  給我們看到祂主要的工作
[00:03:06.180 --> 00:03:07.100]  沒有其他的事情
[00:03:07.100 --> 00:03:10.020]  就是訓練這十二個門徒
[00:03:10.020 --> 00:03:12.540]  就讓這十二個門徒受訓練之後
[00:03:12.540 --> 00:03:13.660]  他們出去
[00:03:13.660 --> 00:03:16.780]  生命影響生命
[00:03:16.780 --> 00:03:19.380]  神的國度就是這樣傳開去
[00:03:19.380 --> 00:03:22.420]  神的國度就是這樣建立
[00:03:22.420 --> 00:03:23.500]  在教會歷史裡面
[00:03:23.500 --> 00:03:28.580]  有兩段時間是最艱難的時期
[00:03:28.580 --> 00:03:29.900]  第一段的時期
[00:03:29.900 --> 00:03:33.420]  當然就是耶穌基督開始建立
[00:03:33.420 --> 00:03:35.140]  神的國度的時候
[00:03:35.140 --> 00:03:36.980]  訓練門徒的時候
[00:03:36.980 --> 00:03:39.460]  另外一段的時間
[00:03:39.460 --> 00:03:41.580]  就是耶穌回來之前的日子
[00:03:41.580 --> 00:03:44.620]  是魔鬼撒旦要傾全力
[00:03:44.620 --> 00:03:50.220]  要破壞神的國度的時間
[00:03:50.220 --> 00:03:55.660]  昔日耶穌怎樣建立祂的國度
[00:03:55.660 --> 00:04:01.460]  今天神也要同樣建立祂的教會
[00:04:01.460 --> 00:04:03.660]  我們以為建立教會很複雜
[00:04:03.660 --> 00:04:06.100]  很艱難
[00:04:06.100 --> 00:04:08.540]  很多時候我們做很多事情
[00:04:08.540 --> 00:04:11.220]  但忘記了最基本最簡單的事情
[00:04:11.220 --> 00:04:14.300]  就是耶穌這裡所教導我們的
[00:04:14.300 --> 00:04:17.140]  就是門徒的訓練
[00:04:17.140 --> 00:04:20.220]  耶穌就是用門徒訓練的方法
[00:04:20.220 --> 00:04:23.940]  建立整個神的國度
[00:04:23.940 --> 00:04:30.420]  這麼龐大的一個屬靈的工程
[00:04:30.420 --> 00:04:32.940]  這麼簡單的建立起來
[00:04:32.940 --> 00:04:36.420]  很多時候我們就忘記了
[00:04:36.420 --> 00:04:39.420]  耶穌這個教導
[00:04:39.420 --> 00:04:40.420]  很可惜
[00:04:40.420 --> 00:04:44.620]  在聖經裡面信耶穌的人
[00:04:44.620 --> 00:04:49.020]  主要是稱作門徒
[00:04:49.020 --> 00:04:56.500]  聖經只有三次用基督徒這個名稱
[00:04:56.500 --> 00:05:03.620]  然後269次用門徒
[00:05:03.620 --> 00:05:05.540]  而不是好像今天有人說
[00:05:05.540 --> 00:05:09.260]  你先做一個信徒
[00:05:09.260 --> 00:05:10.660]  做了基督徒之後
[00:05:10.660 --> 00:05:12.340]  你回教會
[00:05:12.340 --> 00:05:14.620]  將來追求屬靈一點
[00:05:14.620 --> 00:05:18.300]  你就成為一個門徒
[00:05:18.300 --> 00:05:21.620]  是不是這樣呢?不是
