
[00:00:00.000 --> 00:00:02.960]  而今天我會跟大家講一段很短的聖經
[00:00:02.960 --> 00:00:04.240]  只有四節
[00:00:04.240 --> 00:00:06.440]  就是《馬太福音》第十七章
[00:00:06.440 --> 00:00:09.160]  二十四節到二十七節
[00:00:09.160 --> 00:00:11.800]  為什麼我會選擇這一段聖經呢?
[00:00:11.800 --> 00:00:14.160]  因為過去這幾個月
[00:00:14.160 --> 00:00:15.720]  我自己的靈修
[00:00:15.720 --> 00:00:17.000]  早上的靈修
[00:00:17.000 --> 00:00:19.680]  我都是用《馬太福音》去靈修
[00:00:19.680 --> 00:00:20.720]  上個星期日
[00:00:20.720 --> 00:00:25.360]  我自己在靈修讀到這一段經文的時候
[00:00:25.360 --> 00:00:27.640]  我心裡覺得很有趣
[00:00:27.640 --> 00:00:29.200]  有趣的原因就是
[00:00:29.200 --> 00:00:34.680]  我看到耶穌似乎有點妥協
[00:00:34.680 --> 00:00:39.080]  我經常覺得耶穌照計不會妥協任何事
[00:00:39.080 --> 00:00:41.200]  但似乎在這段聖經給我看到
[00:00:41.200 --> 00:00:43.800]  耶穌好像有點妥協
[00:00:43.800 --> 00:00:46.600]  但當我自己再去研究這段聖經的時候
[00:00:46.600 --> 00:00:51.360]  的確耶穌都會在一個這樣的情況下
[00:00:51.360 --> 00:00:52.680]  祂作出一個
[00:00:52.680 --> 00:00:56.080]  我的題目就是祂有智慧的妥協
[00:00:56.080 --> 00:00:57.640]  原因今天我們面對
[00:00:57.640 --> 00:00:59.160]  我們每一天的生活
[00:00:59.160 --> 00:01:00.800]  我們可能在職場那邊
[00:01:00.800 --> 00:01:02.480]  可能在人際關係那邊
[00:01:02.480 --> 00:01:04.400]  我們很多時候都會這樣
[00:01:04.400 --> 00:01:05.880]  我這樣做對不對?
[00:01:05.880 --> 00:01:07.480]  我這樣好像有點妥協
[00:01:07.480 --> 00:01:09.160]  我們中國人一句話就是
[00:01:09.160 --> 00:01:12.240]  退一步去天空
[00:01:12.240 --> 00:01:14.440]  這是一個智慧
[00:01:14.440 --> 00:01:15.680]  但我們又害怕
[00:01:15.680 --> 00:01:18.240]  退一步被人逼到埋牆怎麼辦?
[00:01:18.240 --> 00:01:20.240]  其實很多這些掙扎
[00:01:20.240 --> 00:01:21.800]  我們作為一個基督徒
[00:01:21.800 --> 00:01:23.240]  有時候都會有
[00:01:23.240 --> 00:01:26.240]  因為我們基督徒的身份很有趣
[00:01:26.240 --> 00:01:27.360]  我們基督徒的身份
[00:01:27.360 --> 00:01:30.120]  一方面是天國的子民的身份
[00:01:30.120 --> 00:01:31.280]  但另一方面
[00:01:31.280 --> 00:01:35.360]  我們亦都是一個地上的公民的身份
[00:01:35.360 --> 00:01:37.800]  以致我們有兩重的身份
[00:01:37.800 --> 00:01:41.160]  某個情況我們有兩重的國籍
[00:01:41.160 --> 00:01:43.080]  我們是天國的子民的國籍
[00:01:43.080 --> 00:01:46.240]  亦都是有一個地上的國籍
[00:01:46.240 --> 00:01:49.480]  但為什麼耶穌會有一個這樣的
[00:01:49.480 --> 00:01:51.640]  好像的一個妥協呢?
[00:01:51.640 --> 00:01:53.800]  我們希望從這四節聖經
[00:01:53.800 --> 00:01:55.920]  看回耶穌的智慧的妥協
[00:01:55.920 --> 00:01:58.800]  會不會幫到我們去思考
[00:01:58.800 --> 00:02:00.120]  我們怎樣去面對
[00:02:00.120 --> 00:02:01.640]  我們未來的人生
[00:02:01.640 --> 00:02:03.160]  可能帶來一些衝擊
[00:02:03.160 --> 00:02:05.200]  帶來一些掙扎的時候
[00:02:05.200 --> 00:02:06.600]  我們會不會效法
[00:02:06.600 --> 00:02:09.320]  我們的主耶穌那種智慧
[00:02:09.320 --> 00:02:12.160]  當然我們在聖經來說
[00:02:12.160 --> 00:02:15.120]  我們最基本的一個原則
[00:02:15.120 --> 00:02:17.920]  就是說我們一定要看回上文
[00:02:17.920 --> 00:02:21.560]  為什麼耶穌會在十七章二十四節
[00:02:21.560 --> 00:02:23.280]  會說回這番說話
[00:02:23.280 --> 00:02:25.680]  究竟上文有沒有一些地方
[00:02:25.680 --> 00:02:27.280]  給我們一些提示
[00:02:27.280 --> 00:02:30.600]  去了解多一點這四節的聖經
[00:02:30.600 --> 00:02:32.440]  《馬太福音》第十七章
[00:02:32.440 --> 00:02:33.920]  由第一節到第七節
[00:02:33.920 --> 00:02:38.400]  是說耶穌有一個很熟悉的情況
[00:02:38.400 --> 00:02:39.200]  我們很熟悉的
[00:02:39.200 --> 00:02:40.600]  我們聽過很多次
[00:02:40.600 --> 00:02:44.440]  就是耶穌帶著彼得、約翰、雅各
[00:02:44.440 --> 00:02:45.800]  去到山上
[00:02:45.800 --> 00:02:47.320]  去到山上的時候
[00:02:47.320 --> 00:02:49.560]  他忽然之間變相
[00:02:49.560 --> 00:02:51.480]  就是耶穌很榮耀
[00:02:51.480 --> 00:02:53.160]  很光、很白
[00:02:53.160 --> 00:02:55.240]  而不單止是耶穌
[00:02:55.240 --> 00:02:58.040]  而耶穌還見到兩個人
[00:02:58.040 --> 00:02:59.200]  一個就是摩西
[00:02:59.200 --> 00:03:01.000]  一個就是以利亞
[00:03:01.000 --> 00:03:05.240]  所以三個門徒見到三個鬼人
[00:03:05.240 --> 00:03:08.240]  耶穌當然對他們來說是一個老師
[00:03:08.240 --> 00:03:10.680]  一個師父
[00:03:10.680 --> 00:03:13.280]  加上舊約兩個鬼人
[00:03:13.280 --> 00:03:15.360]  一個摩西、一個以利亞
[00:03:15.360 --> 00:03:17.720]  如果今天我們見到摩西
[00:03:17.720 --> 00:03:18.920]  開心嗎?
[00:03:18.920 --> 00:03:19.720]  我也想過
[00:03:19.720 --> 00:03:22.400]  曾經我去過以色列兩次
[00:03:22.400 --> 00:03:24.520]  去聖地遊忠
[00:03:24.520 --> 00:03:29.200]  兩次都去了西乃山的山頂
[00:03:29.200 --> 00:03:29.760]  不是兩次
[00:03:29.760 --> 00:03:30.280]  一次而已
[00:03:30.280 --> 00:03:30.960]  一次去了山頂
[00:03:30.960 --> 00:03:32.880]  因為去完那次之後我不敢再去
[00:03:32.880 --> 00:03:34.160]  因為太累了
[00:03:34.160 --> 00:03:35.960]  爬上山頂
[00:03:35.960 --> 00:03:37.800]  我也想
[00:03:37.800 --> 00:03:39.400]  如果我在山上見到摩西
[00:03:39.400 --> 00:03:43.160]  就抵上去了
[00:03:43.160 --> 00:03:46.440]  因為摩西也曾經去到西乃山上
[00:03:46.440 --> 00:03:48.120]  去拿十戒
[00:03:48.120 --> 00:03:49.480]  當然很可惜
[00:03:49.480 --> 00:03:50.720]  我上完山頂之後
[00:03:50.720 --> 00:03:51.920]  下山的時候
[00:03:51.920 --> 00:03:54.640]  導遊說這個也不知道是不是西乃山
[00:03:54.640 --> 00:03:56.600]  馬上開始有點後悔
[00:03:56.600 --> 00:03:58.280]  用了五個小時上到去
[00:03:58.280 --> 00:04:00.400]  這個不知道是不是西乃山
[00:04:00.400 --> 00:04:01.200]  他之前不說
[00:04:01.200 --> 00:04:01.920]  之後才說
[00:04:01.920 --> 00:04:03.520]  這些就是那些技巧
[00:04:03.520 --> 00:04:06.360]  這些就是妥協
[00:04:06.360 --> 00:04:07.960]  到了一個地步
[00:04:07.960 --> 00:04:10.920]  當時有摩西、有以利亞
[00:04:10.920 --> 00:04:12.680]  為什麼是摩西和以利亞呢?
[00:04:12.680 --> 00:04:14.200]  因為這兩個人物
[00:04:14.200 --> 00:04:16.240]  有種共同的特性
[00:04:16.240 --> 00:04:17.920]  就是他們的死
[00:04:17.920 --> 00:04:19.000]  摩西死了之後
[00:04:19.000 --> 00:04:20.760]  是神親自埋葬他
[00:04:20.760 --> 00:04:23.360]  而以利亞沒有經過死
[00:04:23.360 --> 00:04:27.080]  就是天君天使將他接上天
[00:04:27.080 --> 00:04:28.360]  一個代表律法
[00:04:28.360 --> 00:04:29.520]  一個代表恩典
[00:04:29.520 --> 00:04:30.480]  很有趣
[00:04:30.480 --> 00:04:32.440]  兩個不同的角色
[00:04:32.440 --> 00:04:35.440]  以致那三個門徒很開心
[00:04:35.440 --> 00:04:37.080]  在山上很開心
[00:04:37.080 --> 00:04:38.240]  我也開心
[00:04:38.240 --> 00:04:41.280]  能夠一生和摩西、以利亞一起
[00:04:41.280 --> 00:04:43.440]  當然不想走
[00:04:43.440 --> 00:04:45.520]  於是他就建議給耶穌
[00:04:45.520 --> 00:04:46.280]  耶穌說
[00:04:46.280 --> 00:04:47.480]  不如不要走
[00:04:47.480 --> 00:04:49.080]  不如我們在山上
[00:04:49.080 --> 00:04:51.080]  不如建三個帳篷
[00:04:51.080 --> 00:04:52.560]  你們一人睡一個
[00:04:52.560 --> 00:04:53.520]  我們三個門徒
[00:04:53.520 --> 00:04:56.600]  抵得了睡街
