
[00:00:00.000 --> 00:00:01.500]  弟兄姊妹 晚安
[00:00:01.500 --> 00:00:06.000]  今晚回來禮堂又再一次提醒我
[00:00:06.000 --> 00:00:08.500]  回來崇拜不是必然的
[00:00:08.500 --> 00:00:12.500]  現在我面前又再一次重現之前的景象
[00:00:12.500 --> 00:00:17.000]  在禮堂裡只有幾個一同去侍奉的童工
[00:00:17.000 --> 00:00:19.000]  禮堂裡是空空如也的
[00:00:19.000 --> 00:00:23.000]  開心的 在螢光幕裡
[00:00:23.000 --> 00:00:25.500]  又在家裡一同敬拜的你
[00:00:25.500 --> 00:00:30.000]  低頭我們在講道之前再一次禱告
[00:00:30.000 --> 00:00:32.000]  主耶穌我們多謝祢
[00:00:32.000 --> 00:00:34.000]  雖然在疫情反覆當中
[00:00:34.000 --> 00:00:38.000]  我們今天晚上仍然可以在網上一同去敬拜
[00:00:38.000 --> 00:00:41.000]  上主我們都求祢祝福去幫助我們
[00:00:41.000 --> 00:00:45.000]  願主耶穌今天晚上的宣告都鼓勵我們
[00:00:45.000 --> 00:00:48.500]  看到身邊世界有很多的需要
[00:00:48.500 --> 00:00:51.500]  鼓勵我們一同去關心他們
[00:00:51.500 --> 00:00:54.000]  我們這樣祈禱奉主耶穌基督的名字
[00:00:54.000 --> 00:00:56.000]  阿門
[00:00:56.000 --> 00:00:58.000]  在神主讀書的時候
[00:00:58.000 --> 00:01:02.000]  有一年的暑假要去實習
[00:01:02.000 --> 00:01:04.000]  自己可以選擇
[00:01:04.000 --> 00:01:06.000]  我就選擇去一些基層
[00:01:06.000 --> 00:01:11.000]  或者一些貧窮的家庭當中去服侍
[00:01:11.000 --> 00:01:13.000]  在那個暑假裡面
[00:01:13.000 --> 00:01:16.000]  很多的深刻的經歷
[00:01:16.000 --> 00:01:21.000]  很多事人都叫我今天盈力在目
[00:01:21.000 --> 00:01:25.000]  我仍然對他們有一份很深刻的體會
[00:01:25.000 --> 00:01:30.000]  我記得有一次去探訪一個家庭
[00:01:30.000 --> 00:01:32.000]  在屋邨當中
[00:01:32.000 --> 00:01:36.000]  那時候是差不多黃昏的時間
[00:01:36.000 --> 00:01:38.000]  就走回去中心當中
[00:01:38.000 --> 00:01:41.000]  經過屋邨的一個遊樂場
[00:01:41.000 --> 00:01:45.000]  聽到很多小朋友很開心地在玩
[00:01:45.000 --> 00:01:48.000]  他們的笑聲吸引了我
[00:01:48.000 --> 00:01:50.000]  於是我就停下腳步下來
[00:01:50.000 --> 00:01:52.000]  看著他們
[00:01:52.000 --> 00:01:53.000]  很開心
[00:01:53.000 --> 00:01:55.000]  一群小朋友天真爛漫
[00:01:55.000 --> 00:01:57.000]  無憂無慮地在玩
[00:01:57.000 --> 00:01:59.000]  你追我族
[00:01:59.000 --> 00:02:00.000]  有些在玩盪鞦韆
[00:02:00.000 --> 00:02:03.000]  有些在玩捉迷藏
[00:02:03.000 --> 00:02:05.000]  一個追一個
[00:02:05.000 --> 00:02:10.000]  在太陽光射落遊樂場當中的景象
[00:02:10.000 --> 00:02:15.000]  看到他們那種天真爛漫的情景
[00:02:15.000 --> 00:02:21.000]  他們每一個都有上帝的形象所被創造出生
[00:02:21.000 --> 00:02:23.000]  我自己在當中
[00:02:23.000 --> 00:02:25.000]  當時停了腳步下來
[00:02:25.000 --> 00:02:28.000]  有一個沉思
[00:02:28.000 --> 00:02:29.000]  我們經常說
[00:02:29.000 --> 00:02:32.000]  每一個小朋友都是母親生的
[00:02:32.000 --> 00:02:35.000]  天下的父母都很期盼自己的子女
[00:02:35.000 --> 00:02:36.000]  我現在看不到你
[00:02:36.000 --> 00:02:38.000]  如果你是作人父母在家裏
[00:02:38.000 --> 00:02:40.000]  你看看你的子女
[00:02:40.000 --> 00:02:43.000]  我相信每一個父母都很希望自己的子女
[00:02:43.000 --> 00:02:46.000]  能夠快快樂樂健健康康
[00:02:46.000 --> 00:02:50.000]  無憂無慮地成長
[00:02:50.000 --> 00:02:53.000]  但事實上是怎樣呢
[00:02:53.000 --> 00:02:57.000]  事實上在世界不同的地方
[00:02:57.000 --> 00:02:59.000]  有些人一出生
[00:02:59.000 --> 00:03:03.000]  我們經常說含著金鎖匙出生
[00:03:03.000 --> 00:03:07.000]  一生真的不用憂這個不用憂那個
[00:03:07.000 --> 00:03:10.000]  但有些地方出生的小朋友
[00:03:10.000 --> 00:03:12.000]  卻截然不同
[00:03:12.000 --> 00:03:16.000]  就算他多勤力地工作
[00:03:16.000 --> 00:03:18.000]  始終都是吃不飽
[00:03:18.000 --> 00:03:20.000]  穿不暖
[00:03:20.000 --> 00:03:22.000]  住不好
[00:03:22.000 --> 00:03:25.000]  我自己在當時
[00:03:25.000 --> 00:03:27.000]  在小公園旁邊
[00:03:27.000 --> 00:03:31.000]  站著呆了一段時間
[00:03:31.000 --> 00:03:33.000]  我自己問一個問題
[00:03:33.000 --> 00:03:38.000]  這也是今天晚上我們重點思考的問題
[00:03:38.000 --> 00:03:43.000]  為何有分別呢
[00:03:43.000 --> 00:03:46.000]  我自己當時在沉思
[00:03:46.000 --> 00:03:49.000]  在想了很久
[00:03:49.000 --> 00:03:51.000]  為何有些小朋友
[00:03:51.000 --> 00:03:55.000]  他在一個這麼好的環境裏可以成長
[00:03:55.000 --> 00:03:57.000]  而有些小朋友
[00:03:57.000 --> 00:04:04.000]  他們在這麼艱難的環境裏成長呢
[00:04:04.000 --> 00:04:06.000]  我自己去做探訪
[00:04:06.000 --> 00:04:09.000]  去關心很多不同的家庭
[00:04:09.000 --> 00:04:11.000]  在那個暑假裏
[00:04:11.000 --> 00:04:13.000]  在當中看到
[00:04:13.000 --> 00:04:17.000]  有些人他們正在領取食物銀行
[00:04:17.000 --> 00:04:19.000]  有些正在申請綜援
[00:04:19.000 --> 00:04:21.000]  正在住公屋
[00:04:21.000 --> 00:04:23.000]  有些一家大小
[00:04:23.000 --> 00:04:26.000]  有很多不同的需要
[00:04:26.000 --> 00:04:28.000]  主耶穌基督的福音
[00:04:28.000 --> 00:04:31.000]  這是第一個重要的
[00:04:31.000 --> 00:04:34.000]  給他們第一個最重要的需要
[00:04:34.000 --> 00:04:35.000]  使罪得赦
[00:04:35.000 --> 00:04:40.000]  使他們能夠重新在神的裏面
[00:04:40.000 --> 00:04:43.000]  得釋放得自由
[00:04:43.000 --> 00:04:45.000]  但耶穌基督在今天這段經文
[00:04:45.000 --> 00:04:49.000]  宣告這個欺凌的來臨
[00:04:49.000 --> 00:04:50.000]  仁德若福音
[00:04:50.000 --> 00:04:51.000]  回教會
[00:04:51.000 --> 00:04:52.000]  教會被建立
[00:04:52.000 --> 00:04:54.000]  一群屬神的子民
[00:04:54.000 --> 00:04:55.000]  他們得釋放得自由
[00:04:55.000 --> 00:04:56.000]  得看見之後
[00:04:56.000 --> 00:04:58.000]  他們走在一起
[00:04:58.000 --> 00:05:00.000]  在教會裏面
[00:05:00.000 --> 00:05:04.000]  他們應該怎樣去回應
[00:05:04.000 --> 00:05:07.000]  上帝給他們的恩典呢
[00:05:07.000 --> 00:05:12.000]  他們應該做些什麼呢
[00:05:12.000 --> 00:05:14.000]  耶穌基督在安息日裏面
[00:05:14.000 --> 00:05:16.000]  帶著聖靈的能力
[00:05:16.000 --> 00:05:18.000]  進入會堂裏面
[00:05:18.000 --> 00:05:21.000]  宣告今天這句話
[00:05:21.000 --> 00:05:23.000]  安息日是當年
[00:05:23.000 --> 00:05:26.000]  上帝帶領以色列人民出埃及之後
[00:05:26.000 --> 00:05:28.000]  叫他們紀念的日子
[00:05:28.000 --> 00:05:30.000]  紀念上帝的創造
[00:05:30.000 --> 00:05:32.000]  紀念上帝的拯救
[00:05:32.000 --> 00:05:35.000]  耶穌基督在這段時間裏面
[00:05:35.000 --> 00:05:36.000]  在安息日裏面
[00:05:36.000 --> 00:05:38.000]  宣告今天這段訊息
[00:05:38.000 --> 00:05:46.000]  將整個氛圍帶到上帝的創造和救贖當中
[00:05:46.000 --> 00:05:48.000]  耶穌特意
[00:05:48.000 --> 00:05:51.000]  這裏說他找到一段經文
[00:05:51.000 --> 00:05:53.000]  他刻意去找這段經文
[00:05:53.000 --> 00:05:58.000]  這段是以塞亞書61章所記載的經文
[00:05:58.000 --> 00:06:03.000]  由他宣告上帝的一個欺凌
[00:06:03.000 --> 00:06:05.000]  一個新的時代的開始
[00:06:05.000 --> 00:06:10.000]  也在當中展示著他自己的使命
[00:06:10.000 --> 00:06:12.000]  主的靈在我身上
[00:06:12.000 --> 00:06:16.000]  叫我傳福音給貧窮的人
[00:06:16.000 --> 00:06:20.000]  耶穌所讀這段聖經是以塞亞書
[00:06:20.000 --> 00:06:22.000]  在以塞亞書所說的是
[00:06:22.000 --> 00:06:27.000]  叫我報好訊息給貧窮的人
[00:06:27.000 --> 00:06:29.000]  很明顯來到耶穌當中
[00:06:29.000 --> 00:06:33.000]  他將這個好訊息轉為福音
[00:06:33.000 --> 00:06:39.000]  耶穌就是要帶這個福音給世上的人
[00:06:39.000 --> 00:06:40.000]  在猶太人的傳統
[00:06:40.000 --> 00:06:44.000]  以塞亞書第61章可以說是一個末世的應許
[00:06:44.000 --> 00:06:46.000]  來到主耶穌這個時代裏面
[00:06:46.000 --> 00:06:49.000]  他將這個新的時代揭開
[00:06:49.000 --> 00:06:52.000]  福音的引進
[00:06:52.000 --> 00:06:56.000]  叫我們傳福音給貧窮的人
[00:06:56.000 --> 00:06:59.000]  貧窮是什麼意思
[00:06:59.000 --> 00:07:05.000]  貧窮可以說是被周遭的環境所擠壓
[00:07:05.000 --> 00:07:07.000]  以致你的生活上面
[00:07:07.000 --> 00:07:10.000]  心靈裏面有那份困乏
[00:07:10.000 --> 00:07:13.000]  甚至屈辱
[00:07:13.000 --> 00:07:17.000]  在當中過著一些艱難
[00:07:17.000 --> 00:07:21.000]  我們叫做基層的生活
[00:07:21.000 --> 00:07:24.000]  在舊約當中有很多教導關於貧窮
[00:07:24.000 --> 00:07:26.000]  其中有一句說話是這樣說的
[00:07:26.000 --> 00:07:29.000]  不可摘盡葡萄園的葡萄
[00:07:29.000 --> 00:07:33.000]  要留給貧窮和寄居的
[00:07:33.000 --> 00:07:37.000]  路德和他的婆婆拿娥米
[00:07:37.000 --> 00:07:40.000]  我們很熟悉的路德記裏面
[00:07:40.000 --> 00:07:45.000]  在當中他們兩個在自己的地方
[00:07:45.000 --> 00:07:47.000]  在外邦的地方裏面
[00:07:47.000 --> 00:07:50.000]  但是丈夫相繼的離開
[00:07:50.000 --> 00:07:52.000]  要走的媳婦都走了
[00:07:52.000 --> 00:07:55.000]  路德和他的婆婆拿娥米
[00:07:55.000 --> 00:07:59.000]  在那個地方裏面相依為命
[00:07:59.000 --> 00:08:03.000]  在古代男性是經濟的主導
[00:08:03.000 --> 00:08:05.000]  兩個婦女
[00:08:05.000 --> 00:08:07.000]  還有一個是長者
[00:08:07.000 --> 00:08:10.000]  可以說根本上是死路一條
[00:08:10.000 --> 00:08:13.000]  他們回到自己的家鄉伯利恆
[00:08:13.000 --> 00:08:17.000]  在當中遇到他們的親戚波瓦斯
[00:08:17.000 --> 00:08:19.000]  路德就在一個麥田裏面
[00:08:19.000 --> 00:08:22.000]  掉到地上的墨水乃以為生
[00:08:22.000 --> 00:08:25.000]  有一個生路
[00:08:25.000 --> 00:08:27.000]  波瓦斯就是這樣幫助他們
[00:08:27.000 --> 00:08:30.000]  讓他們能夠在艱難當中
[00:08:30.000 --> 00:08:33.000]  可以有自己的生活
[00:08:33.000 --> 00:08:36.000]  也可以說他實踐了舊約的教導
[00:08:36.000 --> 00:08:39.000]  聖經的教導
[00:08:39.000 --> 00:08:41.000]  聖經不只是聽
[00:08:41.000 --> 00:08:44.000]  而是真的可以做出來
[00:08:44.000 --> 00:08:46.000]  波瓦斯在當中
[00:08:46.000 --> 00:08:50.000]  就是這樣去活現上帝的教導
[00:08:50.000 --> 00:08:52.000]  路德一家和他的婆婆
[00:08:52.000 --> 00:08:55.000]  兩個在經濟上被照顧
[00:08:55.000 --> 00:08:58.000]  一個無分彼此的圖畫
[00:08:58.000 --> 00:09:00.000]  就是這樣展現出來
[00:09:00.000 --> 00:09:05.000]  舊約經常提到寄居的孤兒寡婦
[00:09:05.000 --> 00:09:08.000]  他們的身份和情況是怎樣
[00:09:08.000 --> 00:09:11.000]  寄居其實就是失去了自己的地
[00:09:11.000 --> 00:09:12.000]  在古代來說
