
[00:00:00.000 --> 00:00:03.000]  教會所訂的福音主日
[00:00:03.000 --> 00:00:05.000]  都盼望我們能夠在當中
[00:00:05.000 --> 00:00:07.000]  特別有無道的朋友
[00:00:07.000 --> 00:00:09.000]  未信的朋友
[00:00:09.000 --> 00:00:11.000]  都能夠在今天的訊息裡面
[00:00:11.000 --> 00:00:14.000]  能夠去聽到主耶穌基督
[00:00:14.000 --> 00:00:16.000]  一個拯救人靈魂的福音
[00:00:16.000 --> 00:00:18.000]  好叫我們能夠把握時機
[00:00:18.000 --> 00:00:19.000]  當機立斷
[00:00:19.000 --> 00:00:21.000]  可以能夠接受主耶穌基督
[00:00:21.000 --> 00:00:24.000]  請我們做一次同心祈禱
[00:00:24.000 --> 00:00:25.000]  親愛的主耶穌
[00:00:25.000 --> 00:00:26.000]  我們感謝祢
[00:00:26.000 --> 00:00:28.000]  因為祢是愛我們
[00:00:28.000 --> 00:00:30.000]  以至祢來到這個世上裡面
[00:00:30.000 --> 00:00:32.000]  是將神的愛
[00:00:32.000 --> 00:00:34.000]  能夠去活出
[00:00:34.000 --> 00:00:36.000]  以至祢自己用祢的生命
[00:00:36.000 --> 00:00:39.000]  能夠去救贖我們
[00:00:39.000 --> 00:00:40.000]  特別釘十字架
[00:00:40.000 --> 00:00:41.000]  露出補血
[00:00:41.000 --> 00:00:42.000]  成就了救恩
[00:00:42.000 --> 00:00:44.000]  讓我們的罪
[00:00:44.000 --> 00:00:45.000]  在祢身上
[00:00:45.000 --> 00:00:47.000]  是讓祢所擔當
[00:00:47.000 --> 00:00:50.000]  以至我們能夠去被天父
[00:00:50.000 --> 00:00:52.000]  能夠做一次的
[00:00:52.000 --> 00:00:54.000]  去稱我們為義
[00:00:54.000 --> 00:00:55.000]  讓我們能夠
[00:00:55.000 --> 00:00:57.000]  得著這個兒女的名分
[00:00:57.000 --> 00:00:59.000]  求主帶領我們
[00:00:59.000 --> 00:01:00.000]  今天的崇拜
[00:01:00.000 --> 00:01:02.000]  以下正道的時間
[00:01:02.000 --> 00:01:04.000]  求主又讓我們同感一靈
[00:01:04.000 --> 00:01:07.000]  能夠在當中聽到神的說話
[00:01:07.000 --> 00:01:09.000]  禱告感恩交託
[00:01:09.000 --> 00:01:10.000]  奉耶穌名求
[00:01:10.000 --> 00:01:11.000]  阿門
[00:01:11.000 --> 00:01:15.000]  剛才主席幫我們讀出一段經文
[00:01:15.000 --> 00:01:17.000]  大家基督徒都很熟悉的
[00:01:17.000 --> 00:01:19.000]  這個是說到
[00:01:19.000 --> 00:01:21.000]  一個病了三十八年的人
[00:01:21.000 --> 00:01:23.000]  在一個不事大
[00:01:23.000 --> 00:01:25.000]  一個池子裡面
[00:01:25.000 --> 00:01:27.000]  躺在那裡
[00:01:27.000 --> 00:01:29.000]  但是耶穌那天
[00:01:29.000 --> 00:01:32.000]  是故意去找到他
[00:01:32.000 --> 00:01:34.000]  要他能夠得著
[00:01:34.000 --> 00:01:35.000]  一個痊癒
[00:01:35.000 --> 00:01:38.000]  要他離開這個不事大池
[00:01:38.000 --> 00:01:39.000]  究竟不事大池
[00:01:39.000 --> 00:01:41.000]  是一個什麼的池子呢?
[00:01:41.000 --> 00:01:44.000]  當然這是一個譯音的翻譯
[00:01:44.000 --> 00:01:45.000]  是不是真的不是很大呢?
[00:01:45.000 --> 00:01:46.000]  這個池子
[00:01:46.000 --> 00:01:50.000]  這個池子大概有九十六公尺的長
[00:01:50.000 --> 00:01:52.000]  有五十公尺的闊
[00:01:52.000 --> 00:01:54.000]  應該都不小
[00:01:54.000 --> 00:01:58.000]  再加上它的日字形
[00:01:58.000 --> 00:02:00.000]  所以它說有五個廊
[00:02:00.000 --> 00:02:02.000]  中間是分開了的
[00:02:02.000 --> 00:02:04.000]  有一條走廊
[00:02:04.000 --> 00:02:06.000]  四圍有四個走廊
[00:02:06.000 --> 00:02:10.000]  走廊裡面都有些遮陰的地方
[00:02:10.000 --> 00:02:12.000]  所以就職了很多
[00:02:12.000 --> 00:02:14.000]  一些有病的人
[00:02:14.000 --> 00:02:15.000]  在那裡癱瘓
[00:02:15.000 --> 00:02:18.000]  所以不事大本身的字
[00:02:18.000 --> 00:02:19.000]  可能這個池子
[00:02:19.000 --> 00:02:22.000]  就是因為這麼好的環境
[00:02:22.000 --> 00:02:25.000]  吸引了這些有病的人
[00:02:25.000 --> 00:02:27.000]  可能去癱瘓了
[00:02:27.000 --> 00:02:30.000]  那個意思叫做憐憫的意思
[00:02:30.000 --> 00:02:32.000]  憐憫的池子
[00:02:32.000 --> 00:02:34.000]  但是那裡不是一個診所
[00:02:34.000 --> 00:02:36.000]  也不是一個治病的地方
[00:02:36.000 --> 00:02:40.000]  只不過是這些有不同的病患的人
[00:02:40.000 --> 00:02:42.000]  無論是眼睛、跛腳
[00:02:42.000 --> 00:02:46.000]  或者氣色不好
[00:02:46.000 --> 00:02:49.000]  好像這個身體軟弱無力
[00:02:49.000 --> 00:02:51.000]  都在這個池子裡面
[00:02:51.000 --> 00:02:54.000]  但是最特別的地方
[00:02:54.000 --> 00:02:56.000]  不單單是在那裡癱瘓
[00:02:56.000 --> 00:02:59.000]  因為相傳這個地方
[00:02:59.000 --> 00:03:01.000]  有一個神蹟出現過
[00:03:01.000 --> 00:03:04.000]  就是說曾經天使攪動這些水
[00:03:04.000 --> 00:03:07.000]  這些水當它攪動的時候
[00:03:07.000 --> 00:03:09.000]  誰人落在這個池子裡面
[00:03:09.000 --> 00:03:12.000]  他上來就會痊癒
[00:03:12.000 --> 00:03:15.000]  他任何什麼病都會康復
[00:03:15.000 --> 00:03:17.000]  所以就職了很多人在那裡
[00:03:17.000 --> 00:03:19.000]  這個就是那個情況
[00:03:19.000 --> 00:03:22.000]  不過想起一個這樣的池子裡面
[00:03:22.000 --> 00:03:23.000]  堆了很多人
[00:03:23.000 --> 00:03:24.000]  你就會想
[00:03:24.000 --> 00:03:26.000]  好像玩一個遊戲
[00:03:26.000 --> 00:03:29.000]  大家都聚精會神
[00:03:29.000 --> 00:03:32.000]  看著這個池水有沒有什麼攪動
[00:03:32.000 --> 00:03:33.000]  有沒有什麼漩渦
[00:03:33.000 --> 00:03:35.000]  一有漩渦就大家滾下去了
[00:03:35.000 --> 00:03:36.000]  鬥快
[00:03:36.000 --> 00:03:42.000]  我想像我們游泳比賽
[00:03:42.000 --> 00:03:43.000]  鬥快跳下水
[00:03:43.000 --> 00:03:45.000]  或者有時候我們不是玩游泳
[00:03:45.000 --> 00:03:46.000]  好像在家裡玩
[00:03:46.000 --> 00:03:48.000]  有什麼德國心臟病
[00:03:48.000 --> 00:03:49.000]  大家知不知道
[00:03:49.000 --> 00:03:52.000]  好像那些掩面胎那些
[00:03:52.000 --> 00:03:54.000]  一到那個位置就拍下去
[00:03:54.000 --> 00:03:56.000]  鬥快拍得到那個就贏了
[00:03:56.000 --> 00:03:58.000]  好像這樣的情況
[00:03:58.000 --> 00:04:00.000]  但是這個活動是不是真的
[00:04:00.000 --> 00:04:02.000]  已經每個人都是這樣
[00:04:02.000 --> 00:04:06.000]  金睛火眼在池旁邊等
[00:04:06.000 --> 00:04:08.000]  但其實已經不是這樣的情況
[00:04:08.000 --> 00:04:11.000]  因為實際上這個傳說
[00:04:11.000 --> 00:04:12.000]  是說了很久
[00:04:12.000 --> 00:04:15.000]  但是好像都沒有什麼人
[00:04:15.000 --> 00:04:17.000]  真的在當時來說
[00:04:17.000 --> 00:04:19.000]  起碼近期裡面
[00:04:19.000 --> 00:04:23.000]  是說有人體驗過這種情況
[00:04:23.000 --> 00:04:24.000]  有天使攪動
[00:04:24.000 --> 00:04:26.000]  立刻下去就好了
[00:04:26.000 --> 00:04:29.000]  不過為什麼人們仍然會在這個地方流連
[00:04:29.000 --> 00:04:30.000]  已經習慣了
[00:04:30.000 --> 00:04:32.000]  因為已經是
[00:04:32.000 --> 00:04:34.000]  大家都
[00:04:34.000 --> 00:04:37.000]  一群同病相憐的人一起
[00:04:37.000 --> 00:04:40.000]  大家都已經是
[00:04:40.000 --> 00:04:42.000]  見了很多年的可能
[00:04:42.000 --> 00:04:44.000]  大家都在那裡去癱頭
[00:04:44.000 --> 00:04:48.000]  所以變成一個聚集了他們的人
[00:04:48.000 --> 00:04:50.000]  尤其是當時來說
[00:04:50.000 --> 00:04:51.000]  在以前
[00:04:51.000 --> 00:04:54.000]  特別以色列這個情況
[00:04:54.000 --> 00:04:56.000]  會覺得有病的人
[00:04:56.000 --> 00:04:58.000]  是有點歧視的
[00:04:58.000 --> 00:04:59.000]  某種情況來說
[00:04:59.000 --> 00:05:01.000]  可能他們是
[00:05:01.000 --> 00:05:03.000]  有些事情做錯了
[00:05:03.000 --> 00:05:05.000]  所以犯了罪
[00:05:05.000 --> 00:05:06.000]  有些事情
[00:05:06.000 --> 00:05:09.000]  甚至可能是父母那一代做錯了
[00:05:09.000 --> 00:05:11.000]  以致他生出來是有病
[00:05:11.000 --> 00:05:12.000]  有些是天生有病
[00:05:12.000 --> 00:05:14.000]  可能是後天
[00:05:14.000 --> 00:05:16.000]  後天可能你自己又做了一些事情
[00:05:16.000 --> 00:05:18.000]  得到一些報應
[00:05:18.000 --> 00:05:20.000]  有些病痛
[00:05:20.000 --> 00:05:21.000]  無論是殘疾也好
[00:05:21.000 --> 00:05:24.000]  無論是天生的一些病患也好
[00:05:24.000 --> 00:05:27.000]  這些對當時的人來說
[00:05:27.000 --> 00:05:30.000]  他們都好像
[00:05:30.000 --> 00:05:32.000]  心裡面都背負了
[00:05:32.000 --> 00:05:34.000]  不單單身體上的殘疾
[00:05:34.000 --> 00:05:36.000]  心裡面都背負了一種
[00:05:36.000 --> 00:05:38.000]  好像很大的罪惡在裡面
[00:05:38.000 --> 00:05:40.000]  好像自己都是一樣
[00:05:40.000 --> 00:05:42.000]  整個人都很有問題
[00:05:42.000 --> 00:05:44.000]  所以這些人可能
[00:05:44.000 --> 00:05:46.000]  心境都是很灰暗的
[00:05:46.000 --> 00:05:48.000]  這些人的心境
[00:05:48.000 --> 00:05:49.000]  都是很無望的
[00:05:49.000 --> 00:05:51.000]  這些人的心境
[00:05:51.000 --> 00:05:53.000]  都好像是受排斥
[00:05:53.000 --> 00:05:55.000]  他們聚集在這個池子裡面
[00:05:55.000 --> 00:05:57.000]  起碼這群是同病相憐的人
[00:05:57.000 --> 00:05:59.000]  這群大家
[00:05:59.000 --> 00:06:01.000]  互相去發牢騷也好
[00:06:01.000 --> 00:06:03.000]  互相去
[00:06:03.000 --> 00:06:05.000]  伸淫也好
[00:06:05.000 --> 00:06:07.000]  都算是有些共鳴在裡面
[00:06:07.000 --> 00:06:09.000]  但是這次
[00:06:09.000 --> 00:06:12.000]  耶穌去找一個人
[00:06:12.000 --> 00:06:14.000]  聖經形容他
[00:06:14.000 --> 00:06:16.000]  病了38年
[00:06:16.000 --> 00:06:17.000]  剛才我說了
[00:06:17.000 --> 00:06:19.000]  這個不是大池子
[00:06:19.000 --> 00:06:21.000]  能夠醫病
[00:06:21.000 --> 00:06:22.000]  好像一個遊戲一樣
[00:06:22.000 --> 00:06:24.000]  很講求一個時機
[00:06:24.000 --> 00:06:26.000]  誰最早跳下去
[00:06:26.000 --> 00:06:28.000]  就能夠得到醫治
[00:06:28.000 --> 00:06:30.000]  很講求時機
[00:06:30.000 --> 00:06:32.000]  所以我就用這個
[00:06:32.000 --> 00:06:34.000]  用時機
[00:06:34.000 --> 00:06:36.000]  用時間
[00:06:36.000 --> 00:06:38.000]  來去看今次的一段經文
[00:06:38.000 --> 00:06:40.000]  所以我給的題目叫
[00:06:40.000 --> 00:06:42.000]  當機立斷
[00:06:42.000 --> 00:06:44.000]  當機立斷大家都明白
[00:06:44.000 --> 00:06:46.000]  好像都在講時機
[00:06:46.000 --> 00:06:47.000]  有一個適合的時間
[00:06:47.000 --> 00:06:49.000]  你就做一個決定
[00:06:49.000 --> 00:06:50.000]  很重要
[00:06:50.000 --> 00:06:52.000]  當然在我們的生活裡面
[00:06:52.000 --> 00:06:54.000]  經常都有一些當機立斷的
[00:06:54.000 --> 00:06:55.000]  經驗
[00:06:55.000 --> 00:06:57.000]  大家有沒有試過
[00:06:57.000 --> 00:06:59.000]  買樓
[00:06:59.000 --> 00:07:01.000]  什麼時候樓價低一點
[00:07:01.000 --> 00:07:03.000]  就當機立斷去買
[00:07:03.000 --> 00:07:05.000]  有時尤其
[00:07:05.000 --> 00:07:07.000]  香港這些經濟型的社會
[00:07:07.000 --> 00:07:09.000]  很多這些
[00:07:09.000 --> 00:07:11.000]  這些
[00:07:11.000 --> 00:07:13.000]  金錢上的來往
[00:07:13.000 --> 00:07:15.000]  都是很講時機的
[00:07:15.000 --> 00:07:17.000]  高高低低那些
[00:07:17.000 --> 00:07:19.000]  大家明白的那些
[00:07:19.000 --> 00:07:21.000]  就講那些時機
[00:07:21.000 --> 00:07:22.000]  我們或者當然
[00:07:22.000 --> 00:07:24.000]  其他很多生活上都講求時機
[00:07:24.000 --> 00:07:26.000]  究竟
[00:07:26.000 --> 00:07:28.000]  搭車搭船
[00:07:28.000 --> 00:07:30.000]  什麼都好
[00:07:30.000 --> 00:07:32.000]  都搏到最適合的時間
[00:07:32.000 --> 00:07:33.000]  一程一程去搏
[00:07:33.000 --> 00:07:34.000]  就最好了
[00:07:34.000 --> 00:07:36.000]  能夠快捷又能夠有效率
[00:07:36.000 --> 00:07:38.000]  這些我們都會很熟悉
[00:07:38.000 --> 00:07:41.000]  所以我就用一個角度
[00:07:41.000 --> 00:07:43.000]  一個時機時間
[00:07:43.000 --> 00:07:45.000]  去一直看下去
[00:07:45.000 --> 00:07:47.000]  首先我覺得
[00:07:47.000 --> 00:07:49.000]  第一件事就是
[00:07:49.000 --> 00:07:51.000]  如果以一個
[00:07:51.000 --> 00:07:53.000]  病患38年
[00:07:53.000 --> 00:07:55.000]  一個人來講
[00:07:55.000 --> 00:07:57.000]  他會這樣看時間
[00:07:57.000 --> 00:07:59.000]  他覺得時不與我
[00:07:59.000 --> 00:08:01.000]  時不與我
[00:08:01.000 --> 00:08:03.000]  甚至常常是錯失時機
[00:08:03.000 --> 00:08:05.000]  為什麼要時不與我呢
[00:08:05.000 --> 00:08:07.000]  剛才我就講了
[00:08:07.000 --> 00:08:09.000]  因為他會覺得自己是剛警
[00:08:09.000 --> 00:08:11.000]  就是
[00:08:11.000 --> 00:08:13.000]  有這個病患
[00:08:13.000 --> 00:08:15.000]  這個病患沒有講到是天生
[00:08:15.000 --> 00:08:17.000]  病了38年
[00:08:17.000 --> 00:08:19.000]  可能是一出生開始
[00:08:19.000 --> 00:08:21.000]  可能是中途
[00:08:21.000 --> 00:08:23.000]  也沒有講得很清楚
[00:08:23.000 --> 00:08:25.000]  是什麼病患
[00:08:25.000 --> 00:08:27.000]  但是他就睡在那裡
[00:08:27.000 --> 00:08:29.000]  睡在那裡不代表他真的是
[00:08:29.000 --> 00:08:31.000]  一個癱子
[00:08:31.000 --> 00:08:34.000]  因為在這種情況下
[00:08:34.000 --> 00:08:36.000]  你留在一個
[00:08:36.000 --> 00:08:38.000]  癱子旁邊
[00:08:38.000 --> 00:08:40.000]  就好像沒什麼好做
[00:08:40.000 --> 00:08:42.000]  人生好像
[00:08:42.000 --> 00:08:44.000]  沒什麼意義目標
[00:08:44.000 --> 00:08:46.000]  就躺在那裡
[00:08:46.000 --> 00:08:48.000]  我們都會這樣
[00:08:48.000 --> 00:08:50.000]  當我們沒有人生方向
[00:08:50.000 --> 00:08:52.000]  沒有志氣的時候
[00:08:52.000 --> 00:08:54.000]  我們都會躺在那裡
[00:08:54.000 --> 00:08:56.000]  什麼都不想做
[00:08:56.000 --> 00:08:58.000]  可能都是類似這樣的情況
[00:08:58.000 --> 00:09:00.000]  當然聖經有講
[00:09:00.000 --> 00:09:02.000]  有人幫他
[00:09:02.000 --> 00:09:04.000]  所以行動都不方便
[00:09:04.000 --> 00:09:06.000]  聖經裡面講病
[00:09:06.000 --> 00:09:08.000]  這個字就說
[00:09:08.000 --> 00:09:10.000]  可能是身體軟弱
[00:09:10.000 --> 00:09:12.000]  血氣不足
[00:09:12.000 --> 00:09:14.000]  這類的情況
[00:09:14.000 --> 00:09:16.000]  這個人更加的
[00:09:16.000 --> 00:09:18.000]  不單單是身體上的問題
[00:09:18.000 --> 00:09:20.000]  是整個心靈的問題
[00:09:20.000 --> 00:09:22.000]  這個心靈都失去了動力
[00:09:22.000 --> 00:09:24.000]  失去了志氣
[00:09:24.000 --> 00:09:26.000]  完全是毫無
[00:09:26.000 --> 00:09:28.000]  一個鬥志在裡面
[00:09:28.000 --> 00:09:30.000]  這個就是他的問題所在
[00:09:30.000 --> 00:09:32.000]  但其實你再看這個人
[00:09:32.000 --> 00:09:34.000]  他本身
[00:09:34.000 --> 00:09:36.000]  雖然好像有些缺憾
[00:09:36.000 --> 00:09:38.000]  但是不是真的時不與我
[00:09:38.000 --> 00:09:40.000]  是不是真的
[00:09:40.000 --> 00:09:42.000]  完全變了廢人沒有用
[00:09:42.000 --> 00:09:44.000]  你認真去看一下
[00:09:44.000 --> 00:09:46.000]  了解他
[00:09:46.000 --> 00:09:48.000]  耶穌和他去傾談
[00:09:48.000 --> 00:09:50.000]  他是怎麼說的
[00:09:50.000 --> 00:09:52.000]  是有講有答的
[00:09:52.000 --> 00:09:54.000]  有問有答的
[00:09:54.000 --> 00:09:56.000]  這個人起碼講到話
[00:09:56.000 --> 00:09:58.000]  聽到話
[00:09:58.000 --> 00:10:00.000]  他又知道
[00:10:00.000 --> 00:10:02.000]  他的池裡面
[00:10:02.000 --> 00:10:04.000]  看著池水
[00:10:04.000 --> 00:10:06.000]  有攪動就跳下去
[00:10:06.000 --> 00:10:08.000]  他都要留意著
[00:10:08.000 --> 00:10:10.000]  用雙眼留意
[00:10:10.000 --> 00:10:12.000]  他都是
[00:10:12.000 --> 00:10:14.000]  雙目都是
[00:10:14.000 --> 00:10:16.000]  沒有失明
[00:10:16.000 --> 00:10:18.000]  都是
[00:10:18.000 --> 00:10:20.000]  眼睛健全
[00:10:20.000 --> 00:10:22.000]  是不是完全
[00:10:22.000 --> 00:10:24.000]  不能動的
[00:10:24.000 --> 00:10:26.000]  他就說如果池水動
[00:10:26.000 --> 00:10:28.000]  我都會走過去
[00:10:28.000 --> 00:10:30.000]  所以不至於
[00:10:30.000 --> 00:10:32.000]  完全動都動不了
[00:10:32.000 --> 00:10:34.000]  所以至少
[00:10:34.000 --> 00:10:36.000]  都可以有些動的
[00:10:36.000 --> 00:10:38.000]  所以他患的病
[00:10:38.000 --> 00:10:40.000]  不是一個很重的病
[00:10:40.000 --> 00:10:42.000]  不過可能是長期病患
[00:10:42.000 --> 00:10:44.000]  幾十年的情況
[00:10:44.000 --> 00:10:46.000]  這個人
[00:10:46.000 --> 00:10:48.000]  來講
[00:10:48.000 --> 00:10:50.000]  其實今天可能
[00:10:50.000 --> 00:10:52.000]  我們都會認識類似的人
[00:10:52.000 --> 00:10:54.000]  或者我們都知道這些人
[00:10:54.000 --> 00:10:56.000]  來講是不是等於
[00:10:56.000 --> 00:10:58.000]  已經毫無希望
[00:10:58.000 --> 00:11:00.000]  好像在
[00:11:00.000 --> 00:11:02.000]  池邊裡面
[00:11:02.000 --> 00:11:04.000]  其實大家都知道
[00:11:04.000 --> 00:11:06.000]  沒有這件事發生
[00:11:06.000 --> 00:11:08.000]  因為發生的時候
[00:11:08.000 --> 00:11:10.000]  他已經坐在池邊旁邊
[00:11:10.000 --> 00:11:12.000]  已經離很遠
[00:11:12.000 --> 00:11:14.000]  已經不是那種一觸即發
[00:11:14.000 --> 00:11:16.000]  一有動就馬上滾下去
[00:11:16.000 --> 00:11:18.000]  掉進水裡不是這樣的情況
[00:11:18.000 --> 00:11:20.000]  大家都知道已經不是這樣的情況
[00:11:20.000 --> 00:11:22.000]  不過只不過
[00:11:22.000 --> 00:11:24.000]  大家在那裡同病相憐
[00:11:24.000 --> 00:11:26.000]  大家在那裡彼此比較舒服
[00:11:26.000 --> 00:11:28.000]  一個安舒區
[00:11:28.000 --> 00:11:30.000]  留在那個地方比較好
[00:11:30.000 --> 00:11:32.000]  所以
[00:11:32.000 --> 00:11:34.000]  不打算在社會裡面
[00:11:34.000 --> 00:11:36.000]  再出人群裡面
[00:11:36.000 --> 00:11:38.000]  有時我們都會這樣的情況
[00:11:38.000 --> 00:11:40.000]  生活遇到一些難處的時候
[00:11:40.000 --> 00:11:42.000]  我們都會
[00:11:42.000 --> 00:11:44.000]  失了志氣
[00:11:44.000 --> 00:11:46.000]  我們都會好像整個人
[00:11:46.000 --> 00:11:48.000]  好像氣球洩了一樣
[00:11:48.000 --> 00:11:50.000]  什麼都不想做
[00:11:50.000 --> 00:11:52.000]  有些病患的時候
[00:11:52.000 --> 00:11:54.000]  好像不能醫治
[00:11:54.000 --> 00:11:56.000]  我們就等死了
[00:11:56.000 --> 00:11:58.000]  但我們看到很多人在病患裡面
[00:11:58.000 --> 00:12:00.000]  求生的意志特別堅強
[00:12:00.000 --> 00:12:02.000]  甚至繼續如常的生活
[00:12:02.000 --> 00:12:06.000]  我認識一位
[00:12:06.000 --> 00:12:08.000]  姐妹
[00:12:08.000 --> 00:12:10.000]  她叫雪清
[00:12:10.000 --> 00:12:12.000]  雪清有一個畫廊
[00:12:12.000 --> 00:12:14.000]  叫小雪花畫廊
[00:12:14.000 --> 00:12:16.000]  她自己改了名字
[00:12:16.000 --> 00:12:18.000]  將她的畫
[00:12:18.000 --> 00:12:20.000]  在畫廊裡面
[00:12:20.000 --> 00:12:22.000]  跟別人分享
[00:12:22.000 --> 00:12:24.000]  雪清是一個記憶徒
[00:12:24.000 --> 00:12:26.000]  但她其實
[00:12:26.000 --> 00:12:28.000]  本來
[00:12:28.000 --> 00:12:30.000]  小時候
[00:12:30.000 --> 00:12:32.000]  一出生的時候
[00:12:32.000 --> 00:12:34.000]  因為媽媽生產的時候
[00:12:34.000 --> 00:12:36.000]  令到她缺氧
[00:12:36.000 --> 00:12:38.000]  一直缺氧
[00:12:38.000 --> 00:12:40.000]  以致她後來成了
[00:12:40.000 --> 00:12:42.000]  好像痙攣一樣
