
[00:00:00.000 --> 00:00:08.700]  今天是2022年新的一年,就是第一個主日。
[00:00:08.700 --> 00:00:16.500]  我們在這裡祝賀大家主恩常在,身體健康。
[00:00:16.500 --> 00:00:22.600]  健康和平安對我們來說很重要。
[00:00:22.600 --> 00:00:29.200]  今天早上我們都在這裡代表我們全體教會,
[00:00:29.200 --> 00:00:32.200]  我們宣認耶穌基督是我們教會的元首基督。
[00:00:32.200 --> 00:00:35.900]  我們宣告耶穌基督是我們教會的元首,
[00:00:35.900 --> 00:00:42.200]  祂從歲首到年終,祂親自帶領我們。
[00:00:42.200 --> 00:00:48.900]  今天早上我們讀的經文是詩篇119篇,
[00:00:48.900 --> 00:00:52.900]  如果在經文的篇牌上,
[00:00:52.900 --> 00:01:01.900]  詩篇119篇是全本聖經最中央的位置。
[00:01:01.900 --> 00:01:06.400]  詩篇119篇有一個特色,
[00:01:06.400 --> 00:01:12.400]  它是每一節經文都提到神的話語,
[00:01:12.400 --> 00:01:19.400]  用不同的名稱去稱神的話語。
[00:01:19.400 --> 00:01:22.900]  所以119篇又稱為神的話語詩篇。
[00:01:22.900 --> 00:01:27.400]  所以119篇也稱為神的話語的詩篇。
[00:01:27.400 --> 00:01:30.900]  119篇也是最長的一章的經文。
[00:01:30.900 --> 00:01:35.400]  119篇的詩篇也是整本聖經最長的一篇。
[00:01:35.400 --> 00:01:36.900]  一共有176節。
[00:01:36.900 --> 00:01:38.900]  一共有176節。
[00:01:38.900 --> 00:01:45.900]  所以詩篇119篇的88至89節是全本聖經的中央的中央。
[00:01:45.900 --> 00:01:52.900]  所以詩篇119篇的88至89節是全本聖經的中央的中央。
[00:01:52.900 --> 00:01:54.900]  經文提到有兩件事情。
[00:01:54.900 --> 00:01:56.900]  經文提到有兩件事情。
[00:01:56.900 --> 00:02:01.900]  第一件事情就是神藉著祂的愛將我們每一個人救活。
[00:02:01.900 --> 00:02:05.900]  第一件事情就是神藉著祂的愛將我們救活。
[00:02:05.900 --> 00:02:06.900]  讓我們得到生命。
[00:02:06.900 --> 00:02:08.400]  讓我們得到生命。
[00:02:08.400 --> 00:02:09.400]  這是生命之道。
[00:02:09.400 --> 00:02:10.900]  這是生命之道。
[00:02:10.900 --> 00:02:14.400]  然後詩人就說我遵守你口中的法道。
[00:02:14.400 --> 00:02:17.900]  然後詩人就說我遵守你口中的法道。
[00:02:17.900 --> 00:02:18.900]  這是神的話語。
[00:02:18.900 --> 00:02:19.900]  這是神的話語。
[00:02:19.900 --> 00:02:27.400]  換句話說生命之道和道這兩樣是整本聖經的中心。
[00:02:27.400 --> 00:02:31.900]  換句話說生命和道這兩樣都是整本聖經的中心。
[00:02:31.900 --> 00:02:33.900]  神的話語是生命之道。
[00:02:33.900 --> 00:02:35.400]  神的話語是生命之道。
[00:02:35.400 --> 00:02:36.400]  讓我們得生命。
[00:02:36.400 --> 00:02:37.900]  讓我們得生命。
[00:02:37.900 --> 00:02:39.400]  讓我們得生命之後呢。
[00:02:39.400 --> 00:02:40.400]  我們得到生命之後。
[00:02:40.400 --> 00:02:42.400]  我們要遵行祂自己的話語。
[00:02:42.400 --> 00:02:43.900]  我們就要遵循神的話語了。
[00:02:43.900 --> 00:02:48.400]  當然如果我們沒有生命我們怎會遵行神的話語呢?
[00:02:48.400 --> 00:02:52.400]  當然我們如果沒有生命我們怎能遵循神的話語呢?
[00:02:52.400 --> 00:02:55.900]  一個未重新得救的人他從來都不會重視這本聖經。
[00:02:55.900 --> 00:03:00.400]  一個從來沒有重新得救的人絕對不會重視聖經。
[00:03:00.400 --> 00:03:03.900]  但是有時候我們基督徒得到生命之後呢。
[00:03:03.900 --> 00:03:06.400]  有時候我們基督徒得到生命之後呢。
[00:03:06.400 --> 00:03:08.400]  我們不一定是遵行神的話語。
[00:03:08.400 --> 00:03:10.900]  我們卻不一定去遵循神的話語。
[00:03:10.900 --> 00:03:14.400]  所以神的話語是堅定永恆永不改變。
[00:03:14.400 --> 00:03:17.400]  所以神的話語是堅定永恆永不改變的。
[00:03:17.400 --> 00:03:18.900]  也都永遠不會失效。
[00:03:18.900 --> 00:03:20.900]  也永遠不會失效。
[00:03:20.900 --> 00:03:23.900]  詩篇一百十九篇八十九節詩人這樣說。
[00:03:23.900 --> 00:03:27.400]  詩篇一百一十九篇第八十八節詩人這樣說。
[00:03:27.400 --> 00:03:29.400]  他說神的話語安定在天。
[00:03:29.400 --> 00:03:31.400]  他說神的話語安定在天。
[00:03:31.400 --> 00:03:32.900]  這是對我們一個保證。
[00:03:32.900 --> 00:03:34.400]  這是對我們一個保證。
[00:03:34.400 --> 00:03:36.900]  讓我們能夠歡歡喜喜的去遵行。
[00:03:36.900 --> 00:03:39.400]  讓我們能夠歡歡喜喜的去遵行。
[00:03:39.400 --> 00:03:41.400]  如果從人的角度來看呢。
[00:03:41.400 --> 00:03:42.900]  從人的角度來看。
[00:03:42.900 --> 00:03:45.900]  我不知道大家漫長過去兩年是怎樣度過的。
[00:03:45.900 --> 00:03:49.400]  我不知道大家漫長過去兩年是怎樣度過的。
[00:03:49.400 --> 00:03:50.900]  疫情剛開始的時候呢。
[00:03:50.900 --> 00:03:52.400]  疫情剛開始的時候。
[00:03:52.400 --> 00:03:54.400]  我們還記憶猶新。
[00:03:54.400 --> 00:03:55.900]  我們還記得很清楚。
[00:03:55.900 --> 00:03:57.900]  全球恐慌。
[00:03:57.900 --> 00:03:58.900]  全球恐慌。
[00:03:58.900 --> 00:04:02.400]  香港人最快速的回應。
[00:04:02.400 --> 00:04:04.400]  香港人最快速的回應。
[00:04:04.400 --> 00:04:06.400]  去搶口罩搶消毒藥水。
[00:04:06.400 --> 00:04:08.400]  搶口罩搶消毒的用品。
[00:04:08.400 --> 00:04:10.400]  然後呢就全球爆發。
[00:04:10.400 --> 00:04:11.900]  然後全球就爆發了。
[00:04:11.900 --> 00:04:17.900]  我還記得2020年的年初。
[00:04:17.900 --> 00:04:20.900]  我還記得2020年的年初。
[00:04:20.900 --> 00:04:22.400]  剛剛剛剛爆發的時候。
[00:04:22.400 --> 00:04:24.400]  剛剛這個疫情爆發的時候。
[00:04:24.400 --> 00:04:27.400]  我在這個南非這個Johannesburg。
[00:04:27.400 --> 00:04:29.400]  這個約翰萊斯堡的國際機場。
[00:04:29.400 --> 00:04:30.900]  我在南非的首都。
[00:04:30.900 --> 00:04:35.400]  連買一個在國際機場連買一個口罩都買不到。
[00:04:35.400 --> 00:04:38.900]  在國際機場連買一個口罩都買不到。
[00:04:38.900 --> 00:04:43.900]  結果就開始全香港教會就停止實體崇拜。
[00:04:43.900 --> 00:04:48.400]  結果香港就開始教會所有的教會都停止實體崇拜。
[00:04:48.400 --> 00:04:50.900]  出一些我們所謂叫做封關的政策。
[00:04:50.900 --> 00:04:52.400]  出現封關的政策。
[00:04:52.400 --> 00:04:53.400]  經濟下滑。
[00:04:53.400 --> 00:04:54.400]  經濟下滑。
[00:04:54.400 --> 00:04:58.900]  好不容易捱了一年那個疫苗的出現。
[00:04:58.900 --> 00:05:02.900]  好不容易我們度過一年後來疫苗出現了。
[00:05:02.900 --> 00:05:04.900]  我們又帶著新的盼望。
[00:05:04.900 --> 00:05:06.900]  我們又帶著一絲的新的盼望。
[00:05:06.900 --> 00:05:08.900]  結果打完疫苗之後。
[00:05:08.900 --> 00:05:10.400]  結果打了疫苗之後。
[00:05:10.400 --> 00:05:11.900]  仍然有感染的個案。
[00:05:11.900 --> 00:05:13.900]  仍然有感染的個案。
[00:05:13.900 --> 00:05:16.400]  所以又提出一種我們說叫做與病毒共存。
[00:05:16.400 --> 00:05:18.900]  所以又提出一種與病毒共存的。
[00:05:18.900 --> 00:05:21.900]  結果呢就我們本來個個都不識希臘文的。
[00:05:21.900 --> 00:05:24.400]  結果我們每個人都不懂希臘文的。
[00:05:24.400 --> 00:05:25.900]  現在我們就識希臘文了。
[00:05:25.900 --> 00:05:26.900]  現在我們就懂了。
[00:05:26.900 --> 00:05:28.400]  不斷有這些變種病毒。
[00:05:28.400 --> 00:05:30.400]  不斷的有變種的變種病毒。
[00:05:30.400 --> 00:05:32.900]  那我們Omicron這些都是一些希臘文來的。
[00:05:32.900 --> 00:05:35.400]  Omicron也是希臘的文字。
[00:05:35.400 --> 00:05:42.400]  所以到現在仍然沒有人可以去預計這個疫情是幾時完成。
[00:05:42.400 --> 00:05:45.900]  到現在沒有人能夠知道什麼時候疫情會結束。
[00:05:45.900 --> 00:05:47.900]  最新的一些專家這樣預測。
[00:05:47.900 --> 00:05:50.900]  專家最新的預測就是。
[00:05:50.900 --> 00:05:55.900]  大概2024年全球才有機會可以恢復正常。
[00:05:55.900 --> 00:05:59.900]  大概在2024年全球才有機會恢復正常。
[00:05:59.900 --> 00:06:02.900]  我們仍然有一些會友在國內工作。
[00:06:02.900 --> 00:06:05.900]  我們仍然有一些會友在國內工作。
[00:06:05.900 --> 00:06:07.900]  我們已經長時間跟家人分開。
[00:06:07.900 --> 00:06:10.900]  他們已經長時間跟家人分開。
[00:06:10.900 --> 00:06:14.900]  所以現在有人形容這個病毒將會成為一種風土病。
[00:06:14.900 --> 00:06:17.900]  有人形容這個病毒呢會變成風土病。
[00:06:17.900 --> 00:06:19.900]  好像我們每年的流行性感冒一樣。
[00:06:19.900 --> 00:06:21.900]  就像我們每年都有流行性感冒。
[00:06:21.900 --> 00:06:24.400]  我們學習要與病毒共存。
[00:06:24.400 --> 00:06:26.900]  我們要學習與病毒共存。
[00:06:26.900 --> 00:06:29.900]  包括在座很多的弟兄姊妹和牧師都一樣。
[00:06:29.900 --> 00:06:32.900]  包括在座很多的弟兄姊妹和牧師都一樣。
[00:06:32.900 --> 00:06:34.900]  我們好像私人的祈禱一樣。
[00:06:34.900 --> 00:06:36.900]  我們好像私人的祈禱一樣。
[00:06:36.900 --> 00:06:38.900]  主啊,要到幾時?How long?
[00:06:38.900 --> 00:06:40.900]  主啊,要到幾時?
[00:06:40.900 --> 00:06:42.900]  我們什麼時候才可以完結呢?
[00:06:42.900 --> 00:06:44.900]  這個什麼時候才能結束呢?
[00:06:44.900 --> 00:06:45.900]  這個什麼時候才能結束呢?
[00:06:45.900 --> 00:06:47.900]  什麼時候我們才能過回正常的生活呢?
[00:06:47.900 --> 00:06:50.900]  什麼時候才能過回正常的生活呢?
[00:06:50.900 --> 00:06:54.900]  什麼時候我們才能脫下口罩,可以真面目去見人呢?
[00:06:54.900 --> 00:06:58.900]  什麼時候我們才能脫下口罩,可以真面目去見人呢?
[00:06:58.900 --> 00:07:01.900]  什麼時候我們才能不用提心吊膽的生活呢?
[00:07:01.900 --> 00:07:05.900]  什麼時候我們才能不用提心吊膽的生活呢?
[00:07:05.900 --> 00:07:09.900]  2021年我開始一項叫「誠信追經」的運動。
[00:07:09.900 --> 00:07:13.900]  2021年我開始一項叫「誠信追經」的運動。
[00:07:13.900 --> 00:07:17.900]  其實當初的構思是一種牧羊上的需要。
[00:07:17.900 --> 00:07:20.900]  當初構思是一種牧羊上的需要。
[00:07:20.900 --> 00:07:22.900]  因為限聚令我們不能夠聚會。
[00:07:22.900 --> 00:07:24.900]  因為限聚令我們不能夠聚會。
[00:07:24.900 --> 00:07:26.900]  在牧羊上面面對很多困難。
[00:07:26.900 --> 00:07:28.900]  牧羊上很多困難。
[00:07:28.900 --> 00:07:32.900]  我們就想到共同回歸上帝的話語。
[00:07:32.900 --> 00:07:35.900]  我們就想到共同回歸上帝的話語。
[00:07:35.900 --> 00:07:36.900]  有時候想去探望弟兄姊妹。
[00:07:36.900 --> 00:07:39.900]  有時候想去探望弟兄姊妹。
[00:07:39.900 --> 00:07:41.900]  不是考慮自己的安全。
[00:07:41.900 --> 00:07:42.900]  不是考慮自己的安全。
[00:07:42.900 --> 00:07:44.900]  是擔心弟兄姊妹的安全。
[00:07:44.900 --> 00:07:46.900]  而是擔心弟兄姊妹的安全。
[00:07:46.900 --> 00:07:48.900]  譬如我們家裡有長者有小朋友。
