
[00:00:00.000 --> 00:00:04.000]  我們過去一路來都是在講傳道書
[00:00:04.000 --> 00:00:06.000]  傳道書裡面有一個常常
[00:00:06.000 --> 00:00:08.000]  我們一講到傳道書的時候
[00:00:08.000 --> 00:00:10.000]  大家就說虛空的虛空
[00:00:10.000 --> 00:00:12.000]  所以嫂羅就是在講虛空
[00:00:12.000 --> 00:00:15.000]  其實嫂羅不是在那裡講虛空
[00:00:15.000 --> 00:00:19.000]  嫂羅是在那裡尋求人生的真意
[00:00:19.000 --> 00:00:21.000]  但是她發現
[00:00:21.000 --> 00:00:24.000]  因為人的罪 因為人的光景
[00:00:24.000 --> 00:00:27.000]  所以讓她的生活很虛空
[00:00:27.000 --> 00:00:30.000]  那我們以前講的嫂羅 啊不是 守羅門
[00:00:30.000 --> 00:00:33.000]  他有許許多多的妻子對不對
[00:00:33.000 --> 00:00:35.000]  然後呢他有許多的財富
[00:00:35.000 --> 00:00:37.000]  他有許多的馬匹
[00:00:37.000 --> 00:00:40.000]  他有整個國家都是他的
[00:00:40.000 --> 00:00:45.000]  但是他找不到人生的意義
[00:00:45.000 --> 00:00:50.000]  所以他才說人真的是虛空
[00:00:50.000 --> 00:00:52.000]  民宿記
[00:00:52.000 --> 00:00:54.000]  我們很少講
[00:00:54.000 --> 00:00:56.000]  那麼民宿記有一個主題
[00:00:56.000 --> 00:00:58.000]  民宿記的主題是什麼呢
[00:00:58.000 --> 00:01:01.000]  就是耶和華神這一位信使
[00:01:01.000 --> 00:01:04.000]  這一位公義 這一位全能的神
[00:01:04.000 --> 00:01:06.000]  他怎麼樣引導一群
[00:01:06.000 --> 00:01:10.000]  經常很不faithful 很不忠心
[00:01:10.000 --> 00:01:18.000]  很不信使的人 老百姓
[00:01:18.000 --> 00:01:20.000]  在這個民宿記裡面呢
[00:01:20.000 --> 00:01:22.000]  我們也看見神頒佈律法給他們
[00:01:22.000 --> 00:01:24.000]  教導他們
[00:01:24.000 --> 00:01:26.000]  希望他們能夠照著神的話
[00:01:26.000 --> 00:01:29.000]  活出一種聖潔的生活來
[00:01:29.000 --> 00:01:30.000]  特別是預備他們
[00:01:30.000 --> 00:01:32.000]  希望他們將來進到迦南帝之後
[00:01:32.000 --> 00:01:34.000]  他們可以照著神的話
[00:01:34.000 --> 00:01:37.000]  能夠活出一種聖潔的生活來
[00:01:37.000 --> 00:01:41.000]  我們講的是genuine spiritual living
[00:01:41.000 --> 00:01:43.000]  一個真正的一個聖潔
[00:01:43.000 --> 00:01:45.000]  一個屬靈的生活
[00:01:45.000 --> 00:01:50.000]  希望他們和神有一個對的關係
[00:01:50.000 --> 00:01:52.000]  而且藉著這個對的關係
[00:01:52.000 --> 00:01:54.000]  那麼能夠帶給他們
[00:01:54.000 --> 00:01:57.000]  應許神所應許的福
[00:01:57.000 --> 00:02:00.000]  也希望他們能夠承受產業
[00:02:00.000 --> 00:02:01.000]  那麼在舊約裡面我們看見
[00:02:01.000 --> 00:02:02.000]  他們承受產業
[00:02:02.000 --> 00:02:06.000]  就是承受神所應許的迦南美地
[00:02:06.000 --> 00:02:11.000]  但是那只是在地上的
[00:02:11.000 --> 00:02:13.000]  不光是只是進去
[00:02:13.000 --> 00:02:17.000]  而且在那裡他們能夠長久的居住
[00:02:17.000 --> 00:02:18.000]  但是我們從舊約
[00:02:18.000 --> 00:02:21.000]  特別是從摩西五經開始
[00:02:21.000 --> 00:02:22.000]  那明書記裡面
[00:02:22.000 --> 00:02:24.000]  然後到了歷史書
[00:02:24.000 --> 00:02:26.000]  我們就看見人是不信實
[00:02:26.000 --> 00:02:29.000]  而且是不義的
[00:02:29.000 --> 00:02:31.000]  明書記第二十章
[00:02:31.000 --> 00:02:33.000]  可以說是以色列人
[00:02:33.000 --> 00:02:36.000]  當他們進入迦南帝之前
[00:02:36.000 --> 00:02:38.000]  一個結語
[00:02:38.000 --> 00:02:40.000]  我們首先看
[00:02:40.000 --> 00:02:43.000]  在明書記第二十章一開始
[00:02:43.000 --> 00:02:44.000]  他就說正月間
[00:02:44.000 --> 00:02:47.000]  以色列全匯種到了馴的礦野
[00:02:47.000 --> 00:02:49.000]  就住在迦底斯
[00:02:49.000 --> 00:02:50.000]  米利安死在那裡
[00:02:50.000 --> 00:02:52.000]  就葬在那裡
[00:02:52.000 --> 00:02:54.000]  這是講到他們的領袖
[00:02:54.000 --> 00:02:56.000]  我們看明書記的時候
[00:02:56.000 --> 00:02:57.000]  我們有三個領袖
[00:02:57.000 --> 00:02:59.000]  一個是米利安
[00:02:59.000 --> 00:03:00.000]  一個是摩西
[00:03:00.000 --> 00:03:02.000]  還有一個是亞倫
[00:03:02.000 --> 00:03:04.000]  我們看見他們的光景
[00:03:04.000 --> 00:03:06.000]  那麼第一節他講到說正月間
[00:03:06.000 --> 00:03:08.000]  以色列全匯種
[00:03:08.000 --> 00:03:09.000]  那我怎麼知道
[00:03:09.000 --> 00:03:10.000]  因為我的題目就是
[00:03:10.000 --> 00:03:11.000]  經過了三十八年
[00:03:11.000 --> 00:03:13.000]  他們還是跟以前一樣
[00:03:13.000 --> 00:03:15.000]  還是沒有改變
[00:03:15.000 --> 00:03:17.000]  三十八年時間怎麼樣
[00:03:17.000 --> 00:03:19.000]  長不長
[00:03:19.000 --> 00:03:21.000]  我們中間有很多人
[00:03:21.000 --> 00:03:22.000]  我記得那時候
[00:03:22.000 --> 00:03:24.000]  九零年的時候
[00:03:24.000 --> 00:03:25.000]  八九年的時候
[00:03:25.000 --> 00:03:27.000]  大批大批的留學生
[00:03:27.000 --> 00:03:29.000]  從國內出來的時候
[00:03:29.000 --> 00:03:31.000]  那麼我們就想說
[00:03:31.000 --> 00:03:32.000]  剛剛來
[00:03:32.000 --> 00:03:33.000]  但是現在有時候
[00:03:33.000 --> 00:03:34.000]  我碰到他們的時候
[00:03:34.000 --> 00:03:36.000]  我說你來美國多久了
[00:03:36.000 --> 00:03:38.000]  已經快二十年了
[00:03:38.000 --> 00:03:39.000]  時間過得很快的
[00:03:39.000 --> 00:03:41.000]  三十八年其實是一個
[00:03:41.000 --> 00:03:42.000]  很快的時間
[00:03:42.000 --> 00:03:43.000]  但是是一個滿長的時間
[00:03:43.000 --> 00:03:45.000]  我為什麼說是三十八年
[00:03:45.000 --> 00:03:47.000]  因為他們在西乃山神班部
[00:03:47.000 --> 00:03:48.000]  給他們立法的時候
[00:03:48.000 --> 00:03:50.000]  叫他們在西乃山那個地方
[00:03:50.000 --> 00:03:51.000]  等了兩年
[00:03:51.000 --> 00:03:52.000]  兩年之後
[00:03:52.000 --> 00:03:53.000]  然後再叫他們出發
[00:03:53.000 --> 00:03:54.000]  所以這就是明書記
[00:03:54.000 --> 00:03:56.000]  一開始告訴我們
[00:03:56.000 --> 00:03:57.000]  但是我們在二十二節的時候
[00:03:57.000 --> 00:03:59.000]  我們看見以色列全匯種
[00:03:59.000 --> 00:04:02.000]  從加底斯起行到了和爾山
[00:04:02.000 --> 00:04:03.000]  那個地方呢
[00:04:03.000 --> 00:04:05.000]  亞倫就死在那個地方
[00:04:05.000 --> 00:04:06.000]  所以我們曉得
[00:04:06.000 --> 00:04:08.000]  這是他們出埃及之後四十年
[00:04:08.000 --> 00:04:09.000]  但是呢
[00:04:09.000 --> 00:04:10.000]  有兩年的時間
[00:04:10.000 --> 00:04:13.000]  他們是留在那個西乃山下面
[00:04:13.000 --> 00:04:17.000]  所以我說經過了三十八年
[00:04:17.000 --> 00:04:19.000]  這以色列全匯種到了巡的曠野
[00:04:19.000 --> 00:04:21.000]  就住在加底斯
[00:04:21.000 --> 00:04:24.000]  米利安死在那裡
[00:04:24.000 --> 00:04:25.000]  也葬在那裡
[00:04:25.000 --> 00:04:27.000]  米利安雖然不是神所設立的
[00:04:27.000 --> 00:04:29.000]  不像摩西和亞倫
[00:04:29.000 --> 00:04:31.000]  可是他在婦女中
[00:04:31.000 --> 00:04:33.000]  仍然是有領導地位的
[00:04:33.000 --> 00:04:35.000]  在出埃及記第十五章第二十節
[00:04:35.000 --> 00:04:37.000]  稱他做女先知
[00:04:37.000 --> 00:04:39.000]  他帶領以色列的婦女們
[00:04:39.000 --> 00:04:41.000]  慶祝當他們過了紅海
[00:04:41.000 --> 00:04:43.000]  神將埃及的馬兵
[00:04:43.000 --> 00:04:46.000]  所有的全部都投在海裡面的時候
[00:04:46.000 --> 00:04:48.000]  他就帶領他們一起來讚美
[00:04:48.000 --> 00:04:50.000]  一起來慶祝
[00:04:50.000 --> 00:04:53.000]  不過他在明書記第十二章的時候
[00:04:53.000 --> 00:04:55.000]  他做了一件事情
[00:04:55.000 --> 00:04:57.000]  他因為看見摩西
[00:04:57.000 --> 00:05:00.000]  娶了兩個古實的女子為妻
[00:05:00.000 --> 00:05:02.000]  所以他跟亞倫
[00:05:02.000 --> 00:05:05.000]  他就不服摩西的領導
[00:05:05.000 --> 00:05:08.000]  其實如果我們從人的本性來看
[00:05:08.000 --> 00:05:09.000]  我們知道很可能
[00:05:09.000 --> 00:05:11.000]  他那個只是一個藉口
[00:05:11.000 --> 00:05:13.000]  但是他心裡面可能很早
[00:05:13.000 --> 00:05:15.000]  他就不服摩西
[00:05:15.000 --> 00:05:18.000]  為什麼就是你講話都是對的
[00:05:18.000 --> 00:05:20.000]  為什麼只有你講話才是真的
[00:05:20.000 --> 00:05:23.000]  我們其他人都沒有權柄
[00:05:23.000 --> 00:05:25.000]  這是他的心態
[00:05:25.000 --> 00:05:27.000]  他不滿意神檢選
[00:05:27.000 --> 00:05:30.000]  他不滿意神的做的事情
[00:05:30.000 --> 00:05:33.000]  所以到最後他就露出來了
[00:05:33.000 --> 00:05:34.000]  就是因為這件事情
[00:05:34.000 --> 00:05:37.000]  把他的心態露出來了
[00:05:37.000 --> 00:05:39.000]  那麼米利安也是屬於第一代的
[00:05:39.000 --> 00:05:41.000]  在第一節裡面告訴我們
[00:05:41.000 --> 00:05:42.000]  他死在那個地方
[00:05:42.000 --> 00:05:44.000]  他也葬在那個地方
[00:05:44.000 --> 00:05:47.000]  那麼我們看見亞倫在22節到24節
[00:05:47.000 --> 00:05:49.000]  他也死在那個地方了
[00:05:49.000 --> 00:05:52.000]  這也是他們那一代的領袖
[00:05:52.000 --> 00:05:53.000]  那麼摩西呢
[00:05:53.000 --> 00:05:55.000]  在民宿紀裡面沒有記載
[00:05:55.000 --> 00:05:57.000]  但是到生命紀第34章的時候
[00:05:57.000 --> 00:06:01.000]  就記載到他到了這個
[00:06:01.000 --> 00:06:04.000]  那個以巴路山上
[00:06:04.000 --> 00:06:05.000]  對不起
[00:06:05.000 --> 00:06:07.000]  他到了那個山上面之後呢
[00:06:07.000 --> 00:06:09.000]  那麼他呢就
[00:06:09.000 --> 00:06:10.000]  神就告訴他
[00:06:10.000 --> 00:06:14.000]  他說你不能進去
[00:06:14.000 --> 00:06:15.000]  因為他說你在惠仲面前
[00:06:15.000 --> 00:06:18.000]  你們沒有尊我為聖
[00:06:18.000 --> 00:06:20.000]  所以最後他也死在那個地方
[00:06:20.000 --> 00:06:21.000]  這是第一代
[00:06:21.000 --> 00:06:23.000]  這是第一代的領袖們
[00:06:23.000 --> 00:06:25.000]  那麼我們再看
[00:06:25.000 --> 00:06:26.000]  這些惠仲
[00:06:26.000 --> 00:06:28.000]  從第20章第二節
[00:06:28.000 --> 00:06:29.000]  他說惠仲沒有水喝
[00:06:29.000 --> 00:06:32.000]  就聚集攻擊摩西亞倫
[00:06:32.000 --> 00:06:34.000]  百姓向摩西爭鬧
[00:06:34.000 --> 00:06:37.000]  說我們的弟兄曾死在耶和華面前
[00:06:37.000 --> 00:06:39.000]  我們恨不得與他們同死
[00:06:39.000 --> 00:06:40.000]  弟兄姐妹
[00:06:40.000 --> 00:06:41.000]  如果你看這些經文的話
[00:06:41.000 --> 00:06:42.000]  你就會發現
[00:06:42.000 --> 00:06:44.000]  這是第二代的
[00:06:44.000 --> 00:06:45.000]  這不是第一代
[00:06:45.000 --> 00:06:48.000]  第一代的已經死光了
[00:06:48.000 --> 00:06:49.000]  只有兩個人存活
[00:06:49.000 --> 00:06:51.000]  一個是誰啊
[00:06:51.000 --> 00:06:52.000]  耶穌亞
[00:06:52.000 --> 00:06:54.000]  還有一個呢
[00:06:54.000 --> 00:06:55.000]  迦勒
[00:06:55.000 --> 00:06:57.000]  我們今天下午有迦勒團祭
[00:06:57.000 --> 00:06:58.000]  就是那個迦勒
[00:06:58.000 --> 00:07:04.000]  那麼其他人都死光了
[00:07:04.000 --> 00:07:06.000]  這是第二代的
[00:07:06.000 --> 00:07:09.000]  這是新生的一代
[00:07:09.000 --> 00:07:10.000]  弟兄姐妹
[00:07:10.000 --> 00:07:11.000]  你從他們身上
[00:07:11.000 --> 00:07:12.000]  你繼續看下去
[00:07:12.000 --> 00:07:13.000]  他說
[00:07:13.000 --> 00:07:15.000]  你們為何把耶和華的惠仲
[00:07:15.000 --> 00:07:16.000]  領到這曠野
[00:07:16.000 --> 00:07:18.000]  使我們和牲畜都死在這裡呢
[00:07:18.000 --> 00:07:20.000]  你們為何逼著我們出埃及
[00:07:20.000 --> 00:07:22.000]  領我們到這壞地方呢
[00:07:22.000 --> 00:07:24.000]  那個名字蠻難聽的
[00:07:24.000 --> 00:07:25.000]  然後這地方不好
[00:07:25.000 --> 00:07:26.000]  撒種
[00:07:26.000 --> 00:07:27.000]  也沒有無花果樹
[00:07:27.000 --> 00:07:28.000]  也沒有葡萄樹
[00:07:28.000 --> 00:07:29.000]  也沒有石榴樹
[00:07:29.000 --> 00:07:32.000]  又沒有水喝
[00:07:32.000 --> 00:07:33.000]  弟兄姐妹
[00:07:33.000 --> 00:07:34.000]  我們看見
[00:07:34.000 --> 00:07:38.000]  他們第一代的那種頑固不化的心
[00:07:38.000 --> 00:07:42.000]  仍然存在在他們裡面
[00:07:42.000 --> 00:07:43.000]  因為他們沒有水喝
[00:07:43.000 --> 00:07:44.000]  因為他們沒有吃的
[00:07:44.000 --> 00:07:49.000]  他們就聚集攻擊摩西亞倫
[00:07:49.000 --> 00:07:53.000]  因為沒有順著他們的心
[00:07:53.000 --> 00:07:55.000]  其實這些事情
[00:07:55.000 --> 00:07:56.000]  沒有水喝
[00:07:56.000 --> 00:07:58.000]  沒有他們想要吃的東西
[00:07:58.000 --> 00:08:03.000]  就把他們的心態暴露出來了
[00:08:03.000 --> 00:08:06.000]  把他們的心思意念都暴露出來了
[00:08:06.000 --> 00:08:08.000]  那我們看見這些人
[00:08:08.000 --> 00:08:10.000]  他們就從他們的話語裡面
[00:08:10.000 --> 00:08:11.000]  他們就開始攻擊
[00:08:11.000 --> 00:08:13.000]  他們就開始爭鬧
[00:08:13.000 --> 00:08:15.000]  然後他們就開始抱怨
[00:08:15.000 --> 00:08:24.000]  因為你們這不是第一次了
[00:08:24.000 --> 00:08:26.000]  這詩篇裡面有一篇詩篇
[00:08:26.000 --> 00:08:28.000]  106篇
[00:08:28.000 --> 00:08:30.000]  那一篇詩篇就重複地講
[00:08:30.000 --> 00:08:33.000]  那一列人他們所做的事情
[00:08:33.000 --> 00:08:36.000]  38年在曠野裡面
[00:08:36.000 --> 00:08:38.000]  重複地出現這些事情
[00:08:38.000 --> 00:08:40.000]  一而再再而三的
[00:08:40.000 --> 00:08:43.000]  但是神是一位信使的神
[00:08:43.000 --> 00:08:45.000]  所以神繼續地引導他們
[00:08:45.000 --> 00:08:46.000]  給他們律法
[00:08:46.000 --> 00:08:50.000]  希望他們能夠照著律法而做
[00:08:50.000 --> 00:08:52.000]  就能夠活下去
