
[00:00:00.000 --> 00:00:01.520]  Hallelujah 讚美
[00:00:01.520 --> 00:00:02.200]  我們跟你朋友說
[00:00:02.200 --> 00:00:03.800]  我們爲什麼百分之之德地跟他說
[00:00:03.800 --> 00:00:05.800]  Hallelujah
[00:00:05.800 --> 00:00:15.120]  所以今天早上我要從兩方面來講到我們教會的宣教事宮
[00:00:15.120 --> 00:00:18.320]  第一個我們要看見宣教的使命
[00:00:18.320 --> 00:00:19.840]  宣教的使命
[00:00:19.840 --> 00:00:23.240]  爲什麼今天我們要做宣教的工作呢
[00:00:23.240 --> 00:00:25.560]  最基本的原因
[00:00:25.560 --> 00:00:28.800]  就是因爲這是主所給我們的大使命
[00:00:29.360 --> 00:00:31.560]  剛纔所讀的聖經很熟悉的
[00:00:31.560 --> 00:00:33.000]  主很清楚地說
[00:00:33.000 --> 00:00:35.800]  所以你們要去使萬民做我的門徒
[00:00:35.800 --> 00:00:39.000]  凡我所吩咐的教訓他們遵守
[00:00:39.000 --> 00:00:41.000]  奉父子聖明爲他們施行
[00:00:41.000 --> 00:00:43.720]  我就常與你們同在直到世界的末了
[00:00:43.720 --> 00:00:47.800]  以前當我在讀這個大使命的時候
[00:00:47.800 --> 00:00:50.840]  我們常常錯誤地以爲
[00:00:50.840 --> 00:00:52.440]  好像我們有一個選擇
[00:00:52.440 --> 00:00:53.800]  好像主叫我們去
[00:00:53.800 --> 00:00:55.280]  所以給我們一個選擇
[00:00:55.280 --> 00:00:57.280]  我們可以選擇去與不去
[00:00:57.280 --> 00:00:58.880]  其實錯了
[00:00:59.360 --> 00:01:00.680]  在這節聖經裏面
[00:01:00.680 --> 00:01:03.520]  其實兩節的聖經是一句話
[00:01:03.520 --> 00:01:05.880]  是一個句子而已在文法上
[00:01:05.880 --> 00:01:10.400]  在文法上每一個句子都是有一個主動詞
[00:01:10.400 --> 00:01:13.240]  其他的動詞就叫做助動詞
[00:01:13.240 --> 00:01:15.920]  在這兩節聖經當中
[00:01:15.920 --> 00:01:18.200]  真正的主動詞是什麼呢
[00:01:18.200 --> 00:01:20.520]  以前我們常以爲是去
[00:01:20.520 --> 00:01:21.480]  你們要去嘛
[00:01:21.480 --> 00:01:22.560]  錯了
[00:01:22.560 --> 00:01:24.520]  在這兩節聖經當中
[00:01:24.520 --> 00:01:29.120]  真正的主動詞是使萬民做門徒這個詞
[00:01:29.800 --> 00:01:33.360]  做門徒這個詞纔是真正的主動詞
[00:01:33.360 --> 00:01:38.440]  去只不過在文法上它們叫做現在分詞
[00:01:38.440 --> 00:01:42.160]  意思就是說在你正在去的過程中
[00:01:42.160 --> 00:01:44.720]  使萬民做我的門徒
[00:01:44.720 --> 00:01:47.440]  換句話說主今天並沒有給我們一個選擇
[00:01:47.440 --> 00:01:48.480]  說可以去不去
[00:01:48.480 --> 00:01:49.440]  神沒有給我們選擇
[00:01:49.440 --> 00:01:53.280]  主說我已經把你放在去的地位上
[00:01:54.400 --> 00:01:59.760]  在去的過程當中使萬民做主的門徒
[00:01:59.760 --> 00:02:02.800]  換句話說神並沒有給我們選擇
[00:02:02.800 --> 00:02:04.200]  跟你們說神沒有給你選擇
[00:02:04.200 --> 00:02:08.440]  當你做基督徒的那一天開始
[00:02:08.440 --> 00:02:11.440]  神就把你放在去的地位上
[00:02:11.440 --> 00:02:15.480]  然後主說在你去的過程當中
[00:02:15.480 --> 00:02:17.760]  使萬民做主的門徒
[00:02:17.760 --> 00:02:20.120]  一旦你明白這個真理
[00:02:20.120 --> 00:02:22.840]  你就明白爲什麼保羅
[00:02:22.960 --> 00:02:25.960]  會在肯尼多前書九章十七節裏面
[00:02:25.960 --> 00:02:27.480]  他這樣說
[00:02:27.480 --> 00:02:29.600]  他說我若甘心做這事
[00:02:29.600 --> 00:02:30.920]  這是講傳福音這件事
[00:02:30.920 --> 00:02:32.040]  就有賞賜
[00:02:32.040 --> 00:02:33.240]  若不甘心
[00:02:33.240 --> 00:02:35.760]  責任卻已經託付我了
[00:02:35.760 --> 00:02:39.680]  換句話說宣教是無可選擇的
[00:02:39.680 --> 00:02:42.480]  傳福音是無可選擇的
[00:02:42.480 --> 00:02:45.760]  宣教應該是我們每一位基督徒
[00:02:45.760 --> 00:02:48.400]  甘心順服神的行動
[00:02:48.400 --> 00:02:49.400]  Amen
[00:02:49.400 --> 00:02:52.760]  那你說穆斯拉爲什麼不就從生活周圍
[00:02:52.760 --> 00:02:54.360]  開始就好了嗎
[00:02:54.360 --> 00:02:56.560]  幹嘛這麼麻煩
[00:02:56.560 --> 00:02:59.400]  還要做什麼跨文化宣教的工作呢
[00:02:59.400 --> 00:03:02.640]  我記得我以前也是這麼想的
[00:03:02.640 --> 00:03:04.720]  我總覺得我們中國人
[00:03:04.720 --> 00:03:06.040]  中國人這麼多
[00:03:06.040 --> 00:03:08.920]  光是向中國人傳福音就傳不完了
[00:03:08.920 --> 00:03:09.480]  你知道嗎
[00:03:09.480 --> 00:03:12.760]  幹嘛還要到什麼萬國萬民
[00:03:12.760 --> 00:03:14.600]  還要來祝福以色列呢
[00:03:14.600 --> 00:03:16.560]  爲什麼要做這些工作呢
[00:03:16.560 --> 00:03:20.200]  直到有一次當我在讀聖經的時候
[00:03:20.200 --> 00:03:22.600]  就是讀到《大使命》這段經文
[00:03:22.600 --> 00:03:24.600]  我還記得在讀這段經的時候
[00:03:24.600 --> 00:03:27.360]  忽然間一個意念主在問我一個問題
[00:03:27.360 --> 00:03:31.000]  主在問我說你的聖經是怎麼寫的呢
[00:03:31.000 --> 00:03:35.960]  你的聖經是寫說你們要去使中國人做我的門徒嗎
[00:03:35.960 --> 00:03:39.400]  我說主啊 沒有 我的聖經不是這樣寫的
[00:03:39.400 --> 00:03:41.960]  那主說你的聖經怎麼寫的
[00:03:41.960 --> 00:03:43.800]  我就對主說
[00:03:43.800 --> 00:03:47.880]  我的聖經說你們要去使萬民做我的門徒
[00:03:48.960 --> 00:03:53.080]  我就很清楚知道主的聲音在我裏面對我說
[00:03:53.080 --> 00:03:55.000]  那你就去吧
[00:03:55.000 --> 00:03:57.280]  從那一天開始
[00:03:57.280 --> 00:04:00.520]  我就不再有任何的藉口
