
[00:00:00.000 --> 00:00:04.680]  我們的新系列叫什麼名字呢?就是叫回應時代的呼聲
[00:00:04.680 --> 00:00:07.200]  其實是上一個系列
[00:00:07.200 --> 00:00:10.560]  信仰與時代的一個延續篇
[00:00:10.560 --> 00:00:14.920]  那麼上一個系列其實講什麼呢?其實講的是我們較爲集中講的是一些
[00:00:14.920 --> 00:00:16.720]  當我們面對着這個世代
[00:00:16.720 --> 00:00:21.200]  我們應該用一些什麼樣的心態去活出我們現在的信仰
[00:00:21.200 --> 00:00:23.320]  那麼這個系列有少少不同
[00:00:23.320 --> 00:00:28.200]  那麼這個系列盼望的是什麼呢?就是想透過不同的一些正經的人物
[00:00:28.200 --> 00:00:30.240]  他們的故事去鼓勵我們
[00:00:30.240 --> 00:00:34.880]  因爲當我們其實選擇去回應這個時代的時候
[00:00:34.880 --> 00:00:39.600]  其實很難免會遇到很多不同的困難,很多的掙扎
[00:00:39.600 --> 00:00:41.320]  但是在這些時候呢
[00:00:41.320 --> 00:00:46.760]  究竟這一幫聖經的人物其實是怎麼去面對,怎麼去回應的呢?
[00:00:46.760 --> 00:00:52.520]  那麼很盼望他們的故事其實可以幫我們,可以想多一點,可以鼓勵我們
[00:00:52.520 --> 00:00:57.920]  那麼開始今天之前我們先祈禱好不好?我們一起低頭
[00:00:57.920 --> 00:01:07.520]  天父上帝我多謝禰,多謝禰因爲禰是那個讓我們可以去認識的上帝
[00:01:07.520 --> 00:01:11.680]  好像剛剛我們敬拜所講,我們很想去見到禰
[00:01:11.680 --> 00:01:14.880]  所以神我求禰,禰接住你聖經的話語
[00:01:14.880 --> 00:01:18.640]  禰讓我們去認識禰更多,讓我們見到禰更多
[00:01:18.640 --> 00:01:21.680]  禰叫我們知道禰是那個有真有會的上帝
[00:01:21.680 --> 00:01:24.720]  所以神我求禰祝福我們,祝福我們今晚的時間
[00:01:24.720 --> 00:01:29.360]  感謝您聽我們祈禱吐口託,奉耶穌基督特成的名字祈求
[00:01:29.360 --> 00:01:37.520]  好,那我們先讀今天的經文,今天的經文是在《列王記》上十八章的一至十六節
[00:01:37.520 --> 00:01:40.480]  好,那我們看不看得到?都可以的嘛,是不是?
[00:01:40.480 --> 00:01:43.520]  好,我們一二三一起讀,一二三
[00:01:43.520 --> 00:01:52.640]  "過了許久,到第三年,耶和華的話臨到以利亞說,你去使阿哈得見你,
[00:01:52.640 --> 00:01:58.880]  我要降雨在地上。以利亞就去,要使阿哈得見他。
[00:01:58.880 --> 00:02:05.680]  那時,撒馬里亞有大饑荒,阿哈將他的家在額巴底照料來。
[00:02:05.680 --> 00:02:11.920]  額巴底甚是敬畏耶和華,也使別撒耶和華衆先知的時候,
[00:02:11.920 --> 00:02:20.880]  額巴底將一百個先知藏了,每五十人藏在一個洞裏,拿餅和水供養他們。
[00:02:20.880 --> 00:02:28.640]  阿哈對額巴底說,我們走遍這地,到一切水泉旁和一切溪邊,
[00:02:28.640 --> 00:02:35.840]  或者找得着青草,可以救活雷馬,免得絕了生畜。
[00:02:35.840 --> 00:02:43.280]  於是二人分地遊行,阿哈獨走一路,額巴底獨走一路。
[00:02:43.280 --> 00:02:46.960]  額巴底在路上恰與以利亞相遇。
[00:02:46.960 --> 00:02:53.120]  額巴底認出他來,就俯伏在地說,你是我主以利亞不是?
[00:02:53.120 --> 00:02:59.120]  回答說,是。你去告訴你主人說,以利亞在這裏。
[00:02:59.120 --> 00:03:06.720]  額巴底說,罪人有什麼罪,你竟要將我交在阿哈手裏,是他殺我呢?
[00:03:06.720 --> 00:03:15.840]  我指着永生耶和華,你的神起誓,無論哪一邦哪一國,我主都打發人去找你,
[00:03:15.840 --> 00:03:23.440]  若說你沒有在那裏,就必使那邦那國的人起誓說,實在是找不着你。
[00:03:23.440 --> 00:03:30.880]  現在你說,要去告訴你主人說,以利亞在這裏,恐怕我一離開你,
[00:03:30.880 --> 00:03:40.560]  耶和華的靈就提你到我所不知道的地方去,這樣我去告訴阿哈,他若找不着你,就必殺我。
[00:03:40.560 --> 00:03:49.040]  福人卻是自幽敬畏耶和華的。耶稀必撒衆耶和華衆先知的時候,
[00:03:49.040 --> 00:03:57.360]  我將耶和華的一百個先知藏了,每五十人藏在一個洞裏,拿餅和水供養他們,
[00:03:57.360 --> 00:04:07.440]  豈無有人將這事告訴我主嗎?現在你說,要去告訴你主人說,以利亞在這裏,他必殺我。
[00:04:07.440 --> 00:04:16.080]  以利亞說:我指着所侍奉永生的萬軍之遙和華起誓,我今日必使阿哈得見我。
[00:04:16.080 --> 00:04:23.440]  於是,額巴底去迎着阿哈,告訴他,阿哈就去迎着以利亞。
[00:04:23.440 --> 00:04:33.280]  好,經文讀完了,整個故事最主要的角色有三個,分別是以利亞、阿哈和額巴底。
[00:04:33.280 --> 00:04:38.000]  以利亞其實我認爲大家對另外兩個名字比較熟悉。
[00:04:38.000 --> 00:04:43.760]  是一箇舊約的先知,一個很有名的先知,行過很多神蹟歧視。
[00:04:43.760 --> 00:04:52.000]  如果看回聖經的記載,他應該是聖經裏面除了耶穌和摩西以外,行得最多神蹟的一個。
[00:04:52.000 --> 00:04:59.920]  我不太詳細地說他整個故事,他的侍奉神,他的經歷,那些不太講了。
[00:04:59.920 --> 00:05:05.040]  如果大家有興趣,可以在《列王記》上的第十七章,看到《列王記》下的第二章。
[00:05:05.040 --> 00:05:07.520]  其實只有八章而已,很容易看。
[00:05:07.520 --> 00:05:12.800]  但是他的故事其實非常精彩,也應該沒什麼漫長,很容易就過了。
[00:05:12.800 --> 00:05:19.040]  我想說多一點小小篇幅的阿哈,其實大家應該都相對地不太認識。
[00:05:19.040 --> 00:05:28.240]  阿哈其實是當以色列分裂了南北兩國之後,他是北國的以色列第七個皇帝來的。
[00:05:28.240 --> 00:05:37.200]  他一共做了二十二年的以色列王,也是歷任那麼多任的以色列王裏面,其實是第四場的一個。
[00:05:37.200 --> 00:05:44.080]  所以有些詩經書其實會形容阿哈做以色列王的那個時期,叫做阿哈的王朝。
[00:05:44.080 --> 00:05:52.640]  而根據聖經的記載,這個王朝其實的確也是神蹟最多在這段時期發生的一個王朝。
[00:05:52.640 --> 00:06:00.960]  但是,同時他也是整個以色列,不過以色列國最黑暗,最邪惡的那個時期。
[00:06:00.960 --> 00:06:02.720]  爲什麼呢?
[00:06:02.720 --> 00:06:12.960]  因爲在《列王記》上的十六章,三十節,三十三節,年紀大,要看得很細,不方便。
[00:06:12.960 --> 00:06:27.360]  當我們說,哈尼的兒子阿哈,恨耶和華眼中汗爲惡的事,比以前的列王更甚,犯了尼拔的兒子耶羅波安所犯的罪,他還以爲兄。
[00:06:27.360 --> 00:06:38.400]  又取得了西頓王傑巴歷的女兒耶穌別爲妻,去侍奉敬拜巴歷,在撒馬里亞建造巴歷的廟,在廟內爲巴歷祝坦。
[00:06:38.400 --> 00:06:50.480]  阿哈又做阿舍拉,他所恨的耶和華以色列神的怒氣,比他以前的以色列諸王更甚。
[00:06:50.480 --> 00:06:56.240]  我不知道大家平時看《列王記》,其實這些經常都很重複地講完又講,有些類似的句子就是說,
[00:06:56.240 --> 00:07:07.040]  很多時候呢,其實看《列王記》很多時候就是說,每當一個新的君王出現的時候,通常都會有聖經形容,就是誰誰誰就恨了耶和華眼中汗爲惡的事,
[00:07:07.040 --> 00:07:13.680]  就比以前的列王更甚,犯了尼泊爾子耶羅波安所犯的罪。
[00:07:13.680 --> 00:07:21.600]  我不知道大家是否明白這句的形容是什麼,究竟尼泊爾子耶羅波安犯的罪是犯了什麼罪呢?
[00:07:21.600 --> 00:07:24.640]  他犯了什麼罪呢?其實有兩樣。
[00:07:24.640 --> 00:07:37.040]  我不讀這段經文了,沒經文,不好意思,只是引述了尼泊爾子耶羅波安所犯的罪。其實他犯的罪就是引了一幫以色列人去拜金牟獨。
[00:07:37.040 --> 00:07:44.640]  因爲在南北兩國分裂的初期,其實耶羅波安是第一個的北國以色列的王。
[00:07:44.640 --> 00:08:00.560]  當時以色列還沒分裂之前,那些人是會去聖殿去建制,每年要回去的。但是現在分裂了兩國,耶路撒冷是在南國那邊。
[00:08:00.560 --> 00:08:10.560]  耶羅波安其實就在擔心這幫以色列人,因爲要按照每年的習俗,就要回去,由大國去耶路撒冷去建制的話。
[00:08:10.560 --> 00:08:22.800]  那會不會因爲這樣,見到南國的發展也好,可能他們的生活也好,就怕他們去了就不回來,就轉投去了南國的猶大。
[00:08:22.800 --> 00:08:36.320]  所以他爲了解決這個問題,就分別在伯特利和坦,其實就是包着了北國以色列國的,這個叫什麼,北和南的兩邊,就分別建了兩個金牟獨。
[00:08:36.320 --> 00:08:50.560]  就和這幫以色列人說,你們其實去耶路撒冷是很難的,而這兩個金牟獨就是領你們出埃及地的神,你們去拜祭他們就可以了,這是他其中的一件事。
[00:08:50.560 --> 00:09:03.760]  第二件事是什麼呢?如果你有印象,以色列人的祭司應該是要某一個宗派指定了的,是利尼茨派纔可以做的。
[00:09:03.760 --> 00:09:12.080]  但是耶羅波安就是,因爲他在建金牟獨的時候,你大概也能猜到,這幫祭司不會那麼容易屈服的。
[00:09:12.080 --> 00:09:25.840]  那麼有什麼方法解決呢?就是不找利尼茨派的人做祭司,就選擇去找另外一幫以色列民,納他們做祭司,這個就是耶羅波安所犯的罪。
[00:09:25.840 --> 00:09:49.280]  所以我們說的是耶羅波安所犯的罪,就是他將原本要敬拜耶和華的一個屬於以色列民衆的敬拜的模式,轉到一個好像仍然是和聖殿的敬拜很近似的一個新的宗教,但是其實目標,或者對象,其實就是在拜金牟獨。
[00:09:49.280 --> 00:10:07.520]  但是今天的經文還說,但是到了阿哈的時期,這個情況是更加嚴重的,因爲我剛剛也說了,最初耶羅波安的那個金牟獨的敬拜,還可以叫做扭曲了對耶和華的敬拜演變出來的一件事。
[00:10:07.520 --> 00:10:22.400]  但是阿哈現在正在做的是,他正在說要那幫以色列民去敬拜一個巴力,一個原本是加南人所信奉的一個其他的神明。
[00:10:22.400 --> 00:10:40.160]  我們經常聽到巴力這個名字,你看聖經經常見到,不過對我們來說,這個名字是一個看似熟悉,但其實又很陌生的一個名字,因爲其實我們知道他是偶像,不過我們不知道其實發生了什麼事,舊一世的題,但是沒有介紹太多東西。
[00:10:40.160 --> 00:10:51.360]  所以其實如果我們參考一些其他近東文化,一些考古學家的歷史文獻,其實這個巴力是他們的宗神的王來的。
[00:10:51.360 --> 00:10:59.200]  他最主要做的就是掌管暴風、雨水、戰爭和繁殖。
[00:10:59.200 --> 00:11:11.360]  所以剛剛我們經文裏面還看到另一個名字,就是有一個名字叫做阿舍拉,阿舍拉其實是巴力的另一半,他的配偶。
[00:11:11.360 --> 00:11:24.640]  如果我們看回巴力,原來他是在掌管這一切的話,其實我們不是很難明白爲什麼一些嘉蘭人或者古時的人要敬拜巴力,因爲其實你想想,他當時社會最重要的是什麼呢?
[00:11:24.640 --> 00:11:45.120]  是雨水,他掌管暴風,要有後代,他又掌管繁殖。當時的社會里面很容易打仗,我要是贏這場仗的話,這個戰爭之神,我當然要去拜拜他。很容易明白的,其實他們很看重這些東西,就是當時的人會看重的一些事。
[00:11:45.120 --> 00:11:57.760]  其實跟我們中國的一些宗教傳統都很像,我們想賺錢就拜財神,想找姻緣就找月老,有些類似這樣的東西。
[00:11:57.760 --> 00:12:20.080]  我想阿哈奇當時也是有類似的想法,他將敬拜一個神明,成爲他獲取利益的一個途徑。所以他爲了要得到巴力的祝福,巴力的這些好處,他還要娶一個西頓王的女兒,葉仔別。
