
[00:00:00.000 --> 00:00:02.240]  讓我們一同去擁抱聖經
[00:00:02.240 --> 00:00:04.560]  我們一起祈禱
[00:00:04.560 --> 00:00:07.120]  天主上的你的話語是寶貴的
[00:00:07.120 --> 00:00:08.080]  我們感謝你
[00:00:08.080 --> 00:00:11.040]  我們可以一同去中讀你的話
[00:00:11.040 --> 00:00:11.920]  我們感謝你
[00:00:11.920 --> 00:00:13.360]  我們可以將你的話
[00:00:13.360 --> 00:00:15.800]  藏在我們心裏面
[00:00:15.800 --> 00:00:17.600]  求你幫助我們
[00:00:17.600 --> 00:00:18.800]  能夠藉著你的話
[00:00:18.800 --> 00:00:22.760]  我們更加去認識你是來自耶穌
[00:00:22.760 --> 00:00:24.440]  更加見得到
[00:00:24.440 --> 00:00:27.760]  主耶穌是一位怎樣的救主
[00:00:27.760 --> 00:00:30.080]  祂作為一個怎樣的榜樣
[00:00:30.080 --> 00:00:33.560]  好讓我們懂得怎樣去跟隨
[00:00:33.560 --> 00:00:36.240]  帶領我們能夠放下自己
[00:00:36.240 --> 00:00:40.200]  一心一意地去跟隨耶穌至死忠心
[00:00:40.200 --> 00:00:42.280]  將以下時間加在你的手中
[00:00:42.280 --> 00:00:44.880]  求你親自向我們說話
[00:00:44.880 --> 00:00:46.480]  觸動我們的心靈
[00:00:46.480 --> 00:00:48.240]  改變我們的生命
[00:00:48.240 --> 00:00:49.400]  聽我們的祈禱
[00:00:49.400 --> 00:00:52.480]  奉靠耶穌基督得勝的明智祈求
[00:00:52.480 --> 00:00:53.480]  阿們
[00:00:57.320 --> 00:00:59.920]  大家如果乘搭公共交通工具的時候
[00:00:59.920 --> 00:01:03.840]  你都會知道香港有一樣東西叫做關愛座
[00:01:03.840 --> 00:01:06.760]  是應該讓位給一些有需要的人士
[00:01:06.760 --> 00:01:08.280]  包括到老人家
[00:01:08.280 --> 00:01:10.240]  有帶著小朋友的人
[00:01:10.240 --> 00:01:14.960]  孕婦或者有特殊需要的殘疾人士
[00:01:14.960 --> 00:01:16.080]  我們都知道
[00:01:16.080 --> 00:01:19.600]  這個關愛座都會被一些不是很關愛的人阻住
[00:01:19.600 --> 00:01:22.200]  未必會肯去讓位的
[00:01:22.200 --> 00:01:24.240]  對我來說比較深刻的時候就是
[00:01:24.240 --> 00:01:26.880]  當我太太懷孕初期的時候
[00:01:26.880 --> 00:01:29.280]  頭三個月她嘔吐得很厲害
[00:01:29.280 --> 00:01:30.560]  精神很差很累
[00:01:30.560 --> 00:01:32.080]  但她的肚子不是很癢
[00:01:32.080 --> 00:01:33.480]  所以沒有人讓
[00:01:33.480 --> 00:01:35.400]  因為不知道她有大肚子
[00:01:35.400 --> 00:01:37.400]  到她的肚子真的很大的時候
[00:01:37.400 --> 00:01:39.480]  有些人就會肯讓位
[00:01:39.480 --> 00:01:40.800]  一般來說
[00:01:40.800 --> 00:01:42.560]  見到老人家都未必會讓位
[00:01:42.560 --> 00:01:43.880]  但見到孕婦
[00:01:43.880 --> 00:01:46.040]  那些人是肯讓位的
[00:01:46.040 --> 00:01:48.360]  我早前看了一宗新聞
[00:01:48.360 --> 00:01:49.520]  就是說
[00:01:49.520 --> 00:01:52.760]  有一個女人她經常都沒有人讓位給她坐
[00:01:52.760 --> 00:01:56.680]  所以她在網上買了假肚子
[00:01:56.680 --> 00:01:58.320]  是被人演戲的
[00:01:58.320 --> 00:02:00.520]  她就把肚子放在一旁
[00:02:00.520 --> 00:02:01.800]  這樣走出街
[00:02:01.800 --> 00:02:02.800]  就拿著肚子對著別人
[00:02:02.800 --> 00:02:05.920]  希望別人讓位給她坐
[00:02:05.920 --> 00:02:07.760]  我不知道這個情況她有多成功
[00:02:07.760 --> 00:02:09.600]  但那個報導就是說
[00:02:09.600 --> 00:02:11.240]  她有一次就是
[00:02:11.240 --> 00:02:13.240]  放了假肚子放在你面前
[00:02:13.240 --> 00:02:14.400]  希望別人讓位的時候
[00:02:14.400 --> 00:02:15.800]  誰知道
[00:02:15.800 --> 00:02:18.120]  肚子掉了出來
[00:02:18.120 --> 00:02:19.960]  當然被人恥笑
[00:02:19.960 --> 00:02:21.280]  臉都紅了
[00:02:21.280 --> 00:02:22.440]  我不知道她坐過什麼車
[00:02:22.440 --> 00:02:23.240]  總之她坐過什麼車
[00:02:23.240 --> 00:02:26.040]  都想即時下車離開
[00:02:26.040 --> 00:02:28.040]  由於這樣真的很沒面子
[00:02:28.040 --> 00:02:29.840]  她就惱羞成怒
[00:02:29.840 --> 00:02:31.280]  她就投訴
[00:02:31.280 --> 00:02:34.840]  她就想找回賣假肚子的人
[00:02:34.840 --> 00:02:37.480]  她說她的商品
[00:02:37.480 --> 00:02:39.160]  達不到她的要求
[00:02:39.160 --> 00:02:40.720]  當然自然找不到
[00:02:40.720 --> 00:02:42.640]  她就找回
[00:02:42.640 --> 00:02:44.800]  那個製作出版商
[00:02:44.800 --> 00:02:45.560]  就投訴
[00:02:45.560 --> 00:02:46.200]  就說
[00:02:46.200 --> 00:02:47.520]  你的商品
[00:02:47.520 --> 00:02:50.360]  和你的廣告不符
[00:02:50.360 --> 00:02:52.120]  令到我這樣就羞辱
[00:02:52.120 --> 00:02:54.600]  我需要賠償
[00:02:54.600 --> 00:02:56.200]  那間公司就
[00:02:56.200 --> 00:02:57.360]  都很無情
[00:02:57.360 --> 00:02:59.000]  但是很有理的回答
[00:02:59.000 --> 00:03:00.120]  就是說
[00:03:00.120 --> 00:03:02.600]  我這個商品是被人演戲
[00:03:02.600 --> 00:03:03.880]  扮大肚子
[00:03:03.880 --> 00:03:05.800]  而不是被人假裝大肚子
[00:03:05.800 --> 00:03:07.200]  希望別人讓座
[00:03:07.200 --> 00:03:09.000]  所以既然我們的產品
[00:03:09.000 --> 00:03:11.040]  本來的目的不是這樣做的時候
[00:03:11.040 --> 00:03:12.080]  你這個目的不成
[00:03:12.080 --> 00:03:16.240]  我也不能夠接受你這個投訴
[00:03:16.240 --> 00:03:18.760]  當然是更加的沒面子
[00:03:18.760 --> 00:03:20.680]  不單止
[00:03:20.680 --> 00:03:23.480]  當日出醜的時候被人去笑
[00:03:23.480 --> 00:03:26.640]  打回這間公司被人這樣笑
[00:03:26.640 --> 00:03:28.200]  還要放在上網報道
[00:03:28.200 --> 00:03:29.760]  給我這樣的人看來笑
[00:03:29.760 --> 00:03:33.520]  還要我今天拿來給大家看來笑
[00:03:33.520 --> 00:03:36.080]  我都是有點不應該的
[00:03:36.080 --> 00:03:37.720]  但大家都明白就是
[00:03:37.720 --> 00:03:38.840]  嘩
[00:03:38.840 --> 00:03:40.600]  如果我們的醜東西
[00:03:40.600 --> 00:03:41.840]  讓了出來
[00:03:41.840 --> 00:03:44.200]  都真的挺醜的
[00:03:44.200 --> 00:03:44.880]  我知道
[00:03:44.880 --> 00:03:46.880]  我估計你會覺得
[00:03:46.880 --> 00:03:47.960]  我當然不會這樣
[00:03:47.960 --> 00:03:48.640]  第一
[00:03:48.640 --> 00:03:50.640]  我不會扮大肚子要人讓座
[00:03:50.640 --> 00:03:51.680]  尤其是我是男人
[00:03:51.680 --> 00:03:53.880]  我更加不會做這件事情
[00:03:53.880 --> 00:03:54.760]  第二就是
[00:03:54.760 --> 00:03:55.880]  如果我是要做
[00:03:55.880 --> 00:03:57.520]  我都不會這麼低招
[00:03:57.520 --> 00:04:00.760]  被人揭發得到
[00:04:00.760 --> 00:04:02.680]  我相信我們都是
[00:04:02.680 --> 00:04:04.720]  我相信我們都挺厲害的
[00:04:04.720 --> 00:04:06.400]  我們挺厲害去掩蓋一些
[00:04:06.400 --> 00:04:08.200]  我們不厲害的東西
[00:04:08.200 --> 00:04:10.200]  我們做得挺好的
[00:04:10.200 --> 00:04:12.240]  我們做得挺好去用我們的方法
[00:04:12.240 --> 00:04:15.440]  去不讓人知道我們不好的東西
[00:04:15.440 --> 00:04:17.440]  弟兄姊妹
[00:04:17.440 --> 00:04:19.680]  可能你可以不讓人知道
[00:04:19.680 --> 00:04:22.760]  甚至乎你可以欺騙自己不讓自己知道
[00:04:22.760 --> 00:04:24.160]  但我們都明白
[00:04:24.160 --> 00:04:27.880]  我們不能夠不讓上帝知道
[00:04:27.880 --> 00:04:31.720]  可能我們每一個都會用不同的方法
[00:04:31.720 --> 00:04:33.280]  去包裝自己
[00:04:33.280 --> 00:04:35.040]  去藏起來一些
[00:04:35.040 --> 00:04:38.440]  我們知道做得不好的事情
[00:04:38.440 --> 00:04:41.040]  我們知道我們對不起主
[00:04:41.040 --> 00:04:42.720]  我們知道我們有犯罪
[00:04:42.720 --> 00:04:44.120]  我們有跌倒
[00:04:44.120 --> 00:04:46.920]  不過我們收得到
[00:04:46.920 --> 00:04:48.800]  但弟兄姊妹我們明白
[00:04:48.800 --> 00:04:50.280]  有朝一日
[00:04:50.280 --> 00:04:52.760]  一切都會顯現
[00:04:52.760 --> 00:04:56.040]  藏起來一些做得不好的事情
[00:04:56.040 --> 00:04:57.440]  不是常策
[00:04:57.440 --> 00:05:01.640]  是應該不去做一些不好的事情
[00:05:01.640 --> 00:05:02.720]  弟兄姊妹
[00:05:02.720 --> 00:05:04.360]  我們每一個人都明白的
[00:05:04.360 --> 00:05:05.720]  我們每一個人都明白
[00:05:05.720 --> 00:05:07.520]  如果我們跟隨耶穌
[00:05:07.520 --> 00:05:08.520]  不忠心
[00:05:08.520 --> 00:05:10.000]  是一件羞辱的事情
[00:05:10.000 --> 00:05:11.720]  是很羞恥的
[00:05:11.720 --> 00:05:12.840]  將來見主面的時候
[00:05:12.840 --> 00:05:15.520]  我們真是愧見主面
[00:05:15.520 --> 00:05:17.680]  將來都要明白
[00:05:17.680 --> 00:05:19.440]  我們不要自欺欺人
[00:05:19.440 --> 00:05:20.600]  想著
[00:05:20.600 --> 00:05:22.040]  蓋得住
[00:05:22.040 --> 00:05:23.520]  裝扮到一個
[00:05:23.520 --> 00:05:25.560]  幾好基督徒的模樣出來
[00:05:25.560 --> 00:05:27.520]  就叫交到貨
[00:05:27.520 --> 00:05:30.040]  因為你交貨的目標
[00:05:30.040 --> 00:05:30.880]  的對象
[00:05:30.880 --> 00:05:32.920]  不是你身邊的人
[00:05:32.920 --> 00:05:34.920]  甚至乎不是你自己
[00:05:34.920 --> 00:05:36.120]  而是對著
[00:05:36.120 --> 00:05:40.280]  那位為你犧牲的主
[00:05:40.280 --> 00:05:42.080]  我先願意承認
[00:05:42.080 --> 00:05:44.720]  我也有一個做得不好的基督徒
[00:05:44.720 --> 00:05:46.160]  我也有很多軟弱
[00:05:46.160 --> 00:05:48.400]  得罪的地方
[00:05:48.400 --> 00:05:50.240]  我們怎樣才能夠
[00:05:50.240 --> 00:05:52.400]  忠心地去跟隨主
[00:05:52.400 --> 00:05:54.800]  免得有一天
[00:05:54.800 --> 00:05:56.720]  我們的羞辱
[00:05:56.720 --> 00:05:58.280]  被揭發出來
[00:05:58.280 --> 00:05:59.360]  在主面前
[00:05:59.360 --> 00:06:01.520]  面對這個羞恥
[00:06:01.520 --> 00:06:02.360]  我們怎樣才能夠
[00:06:02.360 --> 00:06:04.200]  至死忠心呢?
[00:06:04.200 --> 00:06:05.080]  讓我們今天
[00:06:05.080 --> 00:06:06.800]  藉著一段大家很熟悉的經文
[00:06:06.800 --> 00:06:07.640]  去探討一個
[00:06:07.640 --> 00:06:09.760]  大家很熟悉的課題
[00:06:09.760 --> 00:06:10.960]  好讓我們學習
[00:06:10.960 --> 00:06:11.880]  怎樣能夠更加
[00:06:11.880 --> 00:06:13.960]  忠心地去跟隨耶穌
[00:06:13.960 --> 00:06:15.240]  如果你有聖經
[00:06:15.240 --> 00:06:17.240]  請打開剛才我們讀到的
[00:06:17.240 --> 00:06:19.960]  《馬學福音》第十四章
[00:06:19.960 --> 00:06:20.400]  在這個
[00:06:20.400 --> 00:06:22.920]  「赫西瑪蓮禱告」的經歷裏面
[00:06:22.920 --> 00:06:23.720]  我們思想一下
[00:06:23.720 --> 00:06:25.560]  怎樣去效法基督
[00:06:25.560 --> 00:06:28.000]  能夠忠心
[00:06:28.000 --> 00:06:29.160]  在進入這段經文之前
[00:06:29.160 --> 00:06:31.120]  也容許我先跟大家說說
[00:06:31.120 --> 00:06:32.600]  《馬學福音》的概括
[00:06:32.600 --> 00:06:35.320]  許許powerpoint 麻煩你
[00:06:35.320 --> 00:06:37.000]  大家可能聽我說過很多次
