
[00:00:00.000 --> 00:00:04.000]  我們同心祈禱
[00:00:04.000 --> 00:00:08.000]  天父,我們多謝你
[00:00:08.000 --> 00:00:12.000]  在今年最後一個主日
[00:00:12.000 --> 00:00:16.000]  你招聚我們眾弟兄姊妹來到你的殿中敬拜你
[00:00:16.000 --> 00:00:20.000]  天父,當我們回顧我們這一整年裡
[00:00:20.000 --> 00:00:24.000]  我們實在經歷了很多很多的恩典
[00:00:24.000 --> 00:00:28.000]  但願我們不會成為一個忘恩的基督徒
[00:00:28.000 --> 00:00:32.000]  我們乃是當我們領受神的恩典
[00:00:32.000 --> 00:00:36.000]  我們就學會與人分享,祝福更多的人
[00:00:36.000 --> 00:00:40.000]  主,因為你來的日子近
[00:00:40.000 --> 00:00:44.000]  讓我們不要白佔土地
[00:00:44.000 --> 00:00:48.000]  讓我們成為一個結果子的基督徒
[00:00:48.000 --> 00:00:52.000]  當你翻開你的聖言的時候
[00:00:52.000 --> 00:00:56.000]  求你對我們每一個人來說話
[00:00:56.000 --> 00:01:00.000]  求你肯定我們的祈禱
[00:01:00.000 --> 00:01:04.000]  靠耐耶穌基督的聖名
[00:01:04.000 --> 00:01:08.000]  史奴保羅在哥倫多前書三章一節說
[00:01:08.000 --> 00:01:12.000]  弟兄們,我從前對你們說話
[00:01:12.000 --> 00:01:16.000]  不能把你們當作屬靈的
[00:01:16.000 --> 00:01:20.000]  只能把你們當作屬肉體
[00:01:20.000 --> 00:01:24.000]  在基督裡為嬰孩的
[00:01:24.000 --> 00:01:28.000]  我們在希伯來書五章十二到十四節
[00:01:54.000 --> 00:02:00.000]  他們的心竅習煉得通達,就能分辨好大了
[00:02:00.000 --> 00:02:04.000]  親愛的弟兄姊妹,今天的題目是邁向成熟
[00:02:04.000 --> 00:02:08.000]  我想說,我們不是信了主很久
[00:02:08.000 --> 00:02:12.000]  或者信主多年,或者你坐了很久
[00:02:12.000 --> 00:02:16.000]  自然而然就會成為長大成人,成熟的基督徒
[00:02:16.000 --> 00:02:20.000]  不會坐了很久就能吃乾糧
[00:02:20.000 --> 00:02:24.000]  今天我們要反省一下我們的屬靈生命
[00:02:24.000 --> 00:02:28.000]  究竟我們是在吃奶還是在吃糧
[00:02:28.000 --> 00:02:30.000]  還是在吃乾糧
[00:02:30.000 --> 00:02:34.000]  成熟的屬靈的生命應該怎樣判別
[00:02:34.000 --> 00:02:39.000]  哥羅西書二章六到七節為我們提供了四個指引
[00:02:39.000 --> 00:02:43.000]  讓我們一起來做一個快速的測試
[00:02:43.000 --> 00:02:47.000]  測試自己,不是測試你旁邊那個
[00:02:47.000 --> 00:02:53.000]  到底我是屬靈還是屬肉體
[00:02:53.000 --> 00:02:57.000]  到底我現在是在吃奶還是在吃乾糧
[00:02:57.000 --> 00:03:01.000]  哥羅西書二章六到七節,我們一起讀一次
[00:03:01.000 --> 00:03:19.000]  一二三,你們既然……
[00:03:19.000 --> 00:03:21.000]  四個指引
[00:03:21.000 --> 00:03:24.000]  第一個,紮根
[00:03:24.000 --> 00:03:26.000]  如果你要邁向成熟
[00:03:26.000 --> 00:03:28.000]  第一,你要紮根
[00:03:28.000 --> 00:03:33.000]  另外一個譯本,在他裏面紮根
[00:03:33.000 --> 00:03:38.000]  紮根這個詞,現在的時態是過去式
[00:03:38.000 --> 00:03:43.000]  即是已經是一個已經完成了的行動
[00:03:43.000 --> 00:03:49.000]  根對於一棵樹,植物來說相當重要
[00:03:49.000 --> 00:03:53.000]  一棵樹如果要成長,要成熟,要結果子
[00:03:53.000 --> 00:03:58.000]  結果子就一定要有良好的根,有健康的根
[00:03:58.000 --> 00:04:02.000]  如果不是,那些樹就很容易怎樣
[00:04:02.000 --> 00:04:07.000]  腐蝕,我突然間留意下我身旁這六盆花
[00:04:07.000 --> 00:04:11.000]  不知道它有沒有水,沒有喝水
[00:04:11.000 --> 00:04:14.000]  未過,它已經不行了
[00:04:14.000 --> 00:04:18.000]  我們兩邊都有,那兩棵都是很多腐的
[00:04:18.000 --> 00:04:22.000]  都是有空要打理下它
[00:04:22.000 --> 00:04:24.000]  看到這些植物的時候
[00:04:24.000 --> 00:04:28.000]  你想想,根其實很重要
[00:04:28.000 --> 00:04:32.000]  對一棵植物來說,如果沒有健康的根
[00:04:32.000 --> 00:04:35.000]  它很容易有問題
[00:04:35.000 --> 00:04:40.000]  一起看,《馬太福音》十三章三到九節
[00:04:40.000 --> 00:04:47.000]  《馬太福音》十三章三到九節
[00:04:47.000 --> 00:04:49.000]  找到我們一起讀
[00:04:49.000 --> 00:04:52.000]  《馬太福音》十三章三到九節
[00:05:19.000 --> 00:05:34.000]  (《馬太福音》十三章三到九節)
[00:05:34.000 --> 00:05:36.000]  一起讀第六節
[00:05:36.000 --> 00:05:44.000]  (《馬太福音》十三章三到九節)
[00:05:44.000 --> 00:05:47.000]  這個十種的比喻是主耶穌基督說的
[00:05:47.000 --> 00:05:52.000]  可以說主耶穌基督是在當今世上
[00:05:52.000 --> 00:05:54.000]  說故事最厲害的人
[00:05:54.000 --> 00:05:56.000]  你留意下耶穌在《方書》說的那些
[00:05:56.000 --> 00:05:59.000]  全部都是他生活所遇到的事
[00:05:59.000 --> 00:06:01.000]  看到那些羊流離
[00:06:01.000 --> 00:06:07.000]  他就說,他們如同羊沒有木人
[00:06:07.000 --> 00:06:08.000]  看到那些葡萄樹
[00:06:08.000 --> 00:06:11.000]  他說,我是葡萄樹,你們是什麼?
[00:06:11.000 --> 00:06:12.000]  你們是枝枝
[00:06:12.000 --> 00:06:14.000]  看到你們今天個個玩手機
[00:06:14.000 --> 00:06:20.000]  他說,你們愛我比這些手機更深
[00:06:20.000 --> 00:06:25.000]  笑得很大聲,即是有人認同
[00:06:25.000 --> 00:06:27.000]  一個樹如果沒有根
[00:06:27.000 --> 00:06:29.000]  這裡說,就會怎樣?
[00:06:29.000 --> 00:06:30.000]  就會枯乾
[00:06:30.000 --> 00:06:32.000]  因為它沒有辦法蓄水
[00:06:32.000 --> 00:06:33.000]  它沒有辦法喝水
[00:06:33.000 --> 00:06:34.000]  這個十種的比喻
[00:06:34.000 --> 00:06:36.000]  其實《芙蕾福音》都有描述
[00:06:36.000 --> 00:06:37.000]  什麼叫《芙蕾福音》
[00:06:37.000 --> 00:06:40.000]  我們知道是馬太、馬可、路加
[00:06:40.000 --> 00:06:42.000]  馬太和馬可的描述都相若
[00:06:42.000 --> 00:06:44.000]  但是路加有些不同
[00:06:44.000 --> 00:06:45.000]  他做了補充
[00:06:45.000 --> 00:06:47.000]  路加福音八章六字
[00:06:47.000 --> 00:06:49.000]  他說,有落在盆石上的
[00:06:49.000 --> 00:06:51.000]  一出來就枯乾了
[00:06:51.000 --> 00:06:53.000]  因為得不著什麼?
[00:06:53.000 --> 00:06:57.000]  滋潤
[00:06:57.000 --> 00:06:59.000]  得不著滋潤
[00:06:59.000 --> 00:07:01.000]  為什麼得不到滋潤?
[00:07:01.000 --> 00:07:04.000]  因為沒有根
[00:07:04.000 --> 00:07:06.000]  因為沒有辦法吸水
[00:07:06.000 --> 00:07:11.000]  植物的根能夠一直延伸到地底下
[00:07:11.000 --> 00:07:13.000]  都能夠吸水
[00:07:13.000 --> 00:07:14.000]  值得注意的是
[00:07:14.000 --> 00:07:15.000]  主耶穌當然在這裡
[00:07:15.000 --> 00:07:17.000]  不是只說植物的生長
[00:07:17.000 --> 00:07:19.000]  祂說的是什麼?
[00:07:19.000 --> 00:07:21.000]  那些種子都是一樣的種子
[00:07:21.000 --> 00:07:23.000]  但是去到不同的地方
[00:07:23.000 --> 00:07:24.000]  有不同的回應
[00:07:24.000 --> 00:07:26.000]  有不同的生長
[00:07:26.000 --> 00:07:28.000]  我們知道那裡說種子是說什麼?
[00:07:28.000 --> 00:07:30.000]  就是現在你聽的
[00:07:30.000 --> 00:07:32.000]  神的道
[00:07:32.000 --> 00:07:34.000]  就是神的道的種子
[00:07:34.000 --> 00:07:37.000]  祂說那些道種一樣地灑下去
[00:07:37.000 --> 00:07:40.000]  但是你和我的心田不一樣
[00:07:40.000 --> 00:07:42.000]  我說的道
[00:07:42.000 --> 00:07:44.000]  在一樓、地下
[00:07:44.000 --> 00:07:46.000]  還有什麼?
[00:07:46.000 --> 00:07:48.000]  五樓
[00:07:48.000 --> 00:07:49.000]  都是一片的道
[00:07:49.000 --> 00:07:50.000]  不會經過轉播
[00:07:50.000 --> 00:07:51.000]  變成不同的道
[00:07:51.000 --> 00:07:53.000]  但是為什麼有些人有領受呢?
[00:07:53.000 --> 00:07:55.000]  今天真的得了幫助
[00:07:55.000 --> 00:07:57.000]  有些人扯的一般
[00:07:57.000 --> 00:07:59.000]  那是因為什麼?
[00:07:59.000 --> 00:08:01.000]  那是因為你心裡的土壤
[00:08:01.000 --> 00:08:05.000]  沒有預備好
[00:08:05.000 --> 00:08:07.000]  所以都是在聽同一片的訊息
[00:08:07.000 --> 00:08:09.000]  但是可以領受的是不一樣
[00:08:09.000 --> 00:08:14.000]  是因為個人心裡的土壤不一樣
[00:08:14.000 --> 00:08:18.000]  所以如果好好預備我們的內心
[00:08:18.000 --> 00:08:20.000]  去聽神的道
[00:08:20.000 --> 00:08:22.000]  祂說我們會結出果實
[00:08:22.000 --> 00:08:24.000]  有多少?
[00:08:24.000 --> 00:08:25.000]  一百倍
[00:08:25.000 --> 00:08:26.000]  六十倍
[00:08:26.000 --> 00:08:28.000]  最少都有什麼?
[00:08:28.000 --> 00:08:29.000]  都有三十倍
[00:08:29.000 --> 00:08:31.000]  所以你和我都要好好預備
[00:08:31.000 --> 00:08:35.000]  我們的心田去領受上帝的道
[00:08:35.000 --> 00:08:37.000]  你的土壤是怎樣?
[00:08:37.000 --> 00:08:39.000]  你心裡的土壤是怎樣?
[00:08:39.000 --> 00:08:42.000]  在香港有一個爸爸
[00:08:42.000 --> 00:08:44.000]  叫做樹木爸爸
[00:08:44.000 --> 00:08:46.000]  有沒有聽過?
[00:08:46.000 --> 00:08:48.000]  詹志勇教授
