
[00:00:00.000 --> 00:00:02.140]  同樣是在聆聽主的說話
[00:00:02.140 --> 00:00:03.680]  以先讓我們一起
[00:00:03.680 --> 00:00:05.880]  先同心一齊低頭禱告
[00:00:05.880 --> 00:00:10.680]  父神 多謝你 讓我們再次回來
[00:00:10.680 --> 00:00:14.180]  在一個這麼漂亮的創造的裏面
[00:00:14.180 --> 00:00:16.760]  能夠一同的去仰望在你的當中
[00:00:16.760 --> 00:00:18.860]  一同的敬拜
[00:00:18.860 --> 00:00:22.640]  能夠享受上帝你賜予的啟示
[00:00:22.640 --> 00:00:27.940]  讓我們重新找到一個準確的目標
[00:00:27.940 --> 00:00:31.100]  來奔走前面的屬靈的道路
[00:00:31.100 --> 00:00:33.940]  我要為此獻上感謝
[00:00:33.940 --> 00:00:36.680]  求你的聖靈與每一個
[00:00:36.680 --> 00:00:40.720]  善上善下的弟兄姊妹都同在
[00:00:40.720 --> 00:00:45.480]  讓我們能夠在今天這段聖經的啟示裏面
[00:00:45.480 --> 00:00:50.120]  讓我們不單止去在當中學習
[00:00:50.120 --> 00:00:52.660]  怎樣去警醒道日
[00:00:52.660 --> 00:00:55.460]  也讓我們去學會
[00:00:55.460 --> 00:00:58.660]  一個更深層在上主理裏面
[00:00:58.660 --> 00:01:01.940]  怎樣去行走 學習
[00:01:01.940 --> 00:01:06.220]  去奔跑這條合神心意的道路
[00:01:06.220 --> 00:01:08.680]  求你的引導帶領
[00:01:08.680 --> 00:01:11.160]  雖然在當中有很多的
[00:01:11.160 --> 00:01:14.480]  未必是盡如人意的遭遇
[00:01:14.480 --> 00:01:17.460]  但是卻是塑造我們成為一個
[00:01:17.460 --> 00:01:22.160]  合神心意的屬靈人的一個基礎
[00:01:22.160 --> 00:01:24.940]  多謝你 同心禱告
[00:01:24.940 --> 00:01:30.620]  奉靠主耶穌基督得聖的名字而求
[00:01:30.620 --> 00:01:33.100]  我們這次退休會
[00:01:33.100 --> 00:01:37.540]  我可以說是十年一遇
[00:01:37.540 --> 00:01:40.300]  如果大家記得上一次教會
[00:01:40.300 --> 00:01:45.140]  搞退休會應該是在X年前
[00:01:45.140 --> 00:01:47.620]  因為我都不記得是幾時
[00:01:47.620 --> 00:01:51.820]  我只記得有一次是去Nagra Falls
[00:01:51.820 --> 00:01:56.400]  我記得一班大英先輩是冬天去的
[00:01:56.400 --> 00:02:00.020]  不是嗎 那次是很冷的
[00:02:00.020 --> 00:02:02.720]  在Nagra Falls結冰的
[00:02:02.720 --> 00:02:06.020]  你說去行山我們就試過
[00:02:06.020 --> 00:02:08.940]  但是退休會就不多
[00:02:08.940 --> 00:02:12.260]  退休會通常有什麼做呢
[00:02:12.260 --> 00:02:13.740]  通常以前的退休會
[00:02:13.740 --> 00:02:15.900]  我自己年輕的時候的退休會
[00:02:15.900 --> 00:02:17.220]  有很多事情搞的
[00:02:17.220 --> 00:02:19.780]  搞到你身心疲乏之後
[00:02:19.780 --> 00:02:23.140]  才回到真實的世界裏面
[00:02:23.140 --> 00:02:25.420]  但是我看的退休會是很不同的
[00:02:25.420 --> 00:02:27.580]  退休是一個信徒
[00:02:27.580 --> 00:02:33.780]  完全脫離你自己日常的活動空間
[00:02:33.780 --> 00:02:35.700]  用一個很不同的時間表
[00:02:35.700 --> 00:02:37.660]  慢了下來
[00:02:37.660 --> 00:02:42.620]  來跟上帝的關係去整合
[00:02:42.620 --> 00:02:46.820]  有時候覺得退休會就好像一對情人
[00:02:46.820 --> 00:02:51.700]  去找一個比較休靜的地方聊聊天
[00:02:51.700 --> 00:02:55.300]  我覺得退休應該是這樣的目的
[00:02:55.300 --> 00:02:57.380]  無論是怎樣也好
[00:02:57.380 --> 00:03:01.180]  這次我相信這個地方這麼漂亮
[00:03:01.180 --> 00:03:04.540]  我想我都經常嚮往退休
[00:03:04.540 --> 00:03:06.500]  可以活在這樣的環境
[00:03:06.500 --> 00:03:11.220]  但是事實當然跟願望有些距離
[00:03:11.220 --> 00:03:14.500]  但是偶爾來享受一下也是一件好事
[00:03:14.500 --> 00:03:18.340]  上帝也給我們有很多安靜下來的時間
[00:03:18.340 --> 00:03:21.380]  所以今天我想選一段聖經
[00:03:21.380 --> 00:03:27.060]  跟大家思想一下
[00:03:27.060 --> 00:03:33.260]  有些反常的不同的空間去想應該想的題目
[00:03:33.260 --> 00:03:35.660]  就是嘗試去看看
[00:03:35.660 --> 00:03:39.900]  我們基督徒很多時候都有很大的掙扎
[00:03:39.900 --> 00:03:42.900]  就是怎樣可以成長
[00:03:42.900 --> 00:03:48.660]  怎樣可以觸摸上帝的心意
[00:03:48.660 --> 00:03:52.140]  但是往往我們的處理方法
[00:03:52.140 --> 00:03:56.460]  都是說最好就找一個好的牧者
[00:03:56.460 --> 00:03:59.180]  回一間好的教會
[00:03:59.180 --> 00:04:02.220]  然後我在當中受很好的詛咒
[00:04:02.220 --> 00:04:06.860]  然後我就能夠成為一個很好的基督徒
[00:04:06.860 --> 00:04:09.700]  但是曾經有一個牧者說過一句話
[00:04:09.700 --> 00:04:11.420]  我覺得挺有意思的
[00:04:11.420 --> 00:04:16.380]  他說如果你是真的找到一間好的教會去參加
[00:04:16.380 --> 00:04:17.820]  當你一參加之後
[00:04:17.820 --> 00:04:21.660]  那間教會就會馬上變成一間很不好的教會
[00:04:21.660 --> 00:04:25.700]  因為我們會將我們的問題帶到那間教會裏面
[00:04:25.700 --> 00:04:29.340]  好的教會都可以讓你變成不好的
[00:04:29.340 --> 00:04:31.660]  其實這句話未必一定是真的
[00:04:31.660 --> 00:04:36.900]  但是至少可以讓我們看見我們不是一個完全人
[00:04:36.900 --> 00:04:44.460]  今天我跟大家解釋的經文是《列王紀下》第二章一至十節
[00:04:44.460 --> 00:04:52.820]  這段聖經在聖經的色經學裏面是一段非常難解的經文
[00:04:52.820 --> 00:04:54.740]  非常難解
[00:04:54.740 --> 00:05:00.980]  因為你不會明白這段聖經為什麼要記載一些這樣的東西
[00:05:00.980 --> 00:05:04.580]  以及那個作用是什麼東西
[00:05:04.580 --> 00:05:13.620]  當然很多的歷史學家、神學家都在這段聖經裏面作很多的不同的詮釋
[00:05:13.620 --> 00:05:20.420]  我也有很多時間為了預備講道去看這本書
[00:05:20.420 --> 00:05:24.260]  其實講道我也聽過不少
[00:05:24.260 --> 00:05:27.940]  這段聖經其實想講什麼呢?
[00:05:27.940 --> 00:05:31.220]  其實講了有兩個先知
[00:05:31.220 --> 00:05:33.540]  一個很出名的先知
[00:05:33.540 --> 00:05:35.780]  一個叫做「以利亞」
[00:05:35.780 --> 00:05:37.780]  一個叫做「以利撒」
[00:05:37.780 --> 00:05:40.340]  簡單地說
[00:05:40.340 --> 00:05:44.180]  他們應該是同時期的先知
[00:05:44.180 --> 00:05:46.340]  在北角的地方
[00:05:46.340 --> 00:05:51.780]  當以色列在歷史上分為北角和南角的時期
[00:05:51.780 --> 00:05:53.060]  分裂時期
[00:05:53.060 --> 00:05:58.580]  他們不約而同都在北角的地方主要活動
[00:05:58.580 --> 00:06:05.220]  但這兩個人很多時候我們稱之為「兩師徒」
[00:06:05.220 --> 00:06:09.140]  是不是真的「兩師徒」呢?
[00:06:09.140 --> 00:06:16.180]  這反而是這段聖經最值得我們思想的地方
[00:06:16.180 --> 00:06:17.460]  還有一件事
[00:06:17.460 --> 00:06:21.140]  在聖經裏面整個神學當中
[00:06:21.140 --> 00:06:28.500]  我們經常都會告舉「以利亞」成為先知之首
[00:06:28.500 --> 00:06:34.900]  如果大家記得登山的現象
[00:06:34.900 --> 00:06:36.740]  在新約聖經裏面
[00:06:36.740 --> 00:06:38.500]  「以利亞」是有份的
[00:06:38.500 --> 00:06:42.500]  和摩西和耶穌是有份的
[00:06:42.500 --> 00:06:45.460]  所以換句話說
[00:06:45.460 --> 00:06:51.540]  以利亞可以說是和摩西平起平坐的級數
[00:06:51.540 --> 00:06:59.220]  但這個「先知」是否真的稱之為「先知之首」
[00:06:59.220 --> 00:07:01.540]  配稱的身份呢?
[00:07:01.540 --> 00:07:04.340]  很多時候「先知之首」這些說法
[00:07:04.340 --> 00:07:08.180]  就是我們後來的基督徒很喜歡告舉人
[00:07:08.180 --> 00:07:13.300]  成為一個偶像或者所謂榜樣
[00:07:13.300 --> 00:07:15.860]  很輕用的一種說法
[00:07:15.860 --> 00:07:18.420]  但當我們仔細看這段聖經的時候
[00:07:18.420 --> 00:07:24.820]  我們會發現雖然兩位「先知」同台出現
[00:07:24.820 --> 00:07:29.940]  但是他們是否真正是兩師徒呢?
[00:07:29.940 --> 00:07:33.780]  反而我和大家一起看完之後
[00:07:33.780 --> 00:07:36.340]  成為一個很大的問號
[00:07:36.340 --> 00:07:38.900]  但為甚麼上帝要將他們放在一起呢?
[00:07:38.900 --> 00:07:44.020]  正正就是今天我想和大家講這段聖經的主題
[00:07:44.020 --> 00:07:49.140]  一個實實在在的世界
[00:07:49.140 --> 00:07:52.980]  這個世界充滿私心的一個世界
[00:07:52.980 --> 00:07:59.380]  甚至連在教會裏面都有充滿這種狀態
[00:07:59.380 --> 00:08:00.660]  正如我剛才所說
[00:08:00.660 --> 00:08:03.220]  教會其實沒有完美的一間教會
[00:08:03.220 --> 00:08:05.780]  如果你找到一間完美的教會
[00:08:05.780 --> 00:08:09.620]  我相信你已經在一間不完美的教會裏面
[00:08:09.620 --> 00:08:12.180]  因為你自己不完美地去看一間教會
[00:08:12.180 --> 00:08:16.660]  所以當我們看回這個題目的時候
[00:08:16.660 --> 00:08:20.260]  亦都反映到我們在今天處於這個世界當中
[00:08:20.260 --> 00:08:24.740]  人的私慾是充滿在我們每一個環境裏面
[00:08:24.740 --> 00:08:27.780]  包括我們所很嚮往的所謂教會生活
[00:08:27.780 --> 00:08:31.380]  我們怎樣處在這個空間裏面呢?
[00:08:31.380 --> 00:08:35.220]  上帝要我們在裏面怎樣而活呢?
[00:08:35.220 --> 00:08:37.780]  這個就是今天我想和大家一起看的主題
[00:08:37.780 --> 00:08:43.940]  叫做「當如何活在私心滿載的世界當中」
[00:08:43.940 --> 00:08:48.020]  剛才我們已經讀過《鳥王紀下》的第二章
[00:08:48.020 --> 00:08:49.300]  第一至第十節
[00:08:49.300 --> 00:08:53.140]  這段聖經我會分開三個部份和大家一起去看
[00:08:53.140 --> 00:08:55.700]  第一個部份我給一個副題
[00:08:55.700 --> 00:09:03.380]  他就在聖靈初拜到私心佔起的侍奉童宮
[00:09:03.380 --> 00:09:08.500]  他會遇見一些這樣的童宮在我們身邊的裏面
[00:09:08.500 --> 00:09:11.700]  如果大家仔細看回這段聖經
[00:09:11.700 --> 00:09:17.460]  其實就是接觸到前文曾經講到耶和華
[00:09:17.460 --> 00:09:22.340]  神怎樣要去到差爾利亞才知道做一些事情
[00:09:22.340 --> 00:09:27.460]  這個已經是去到《鳥王紀上》的第十九章
[00:09:27.460 --> 00:09:30.260]  如果大家有聖經的請大家一起打開
[00:09:30.260 --> 00:09:34.100]  《鳥王紀上》第十九章
[00:09:34.100 --> 00:09:38.580]  從第十三節至到第二十一節
[00:09:38.580 --> 00:09:41.780]  很長的時間,當我讀出來
[00:09:41.780 --> 00:09:46.900]  你會看到耶和華神叫這位以利亞先知有些事情要做
[00:09:46.900 --> 00:09:52.260]  才來到我們今天第二章所發展的內容
[00:09:52.260 --> 00:09:54.820]  如果找到他之後我會讀給大家聽
[00:09:54.820 --> 00:09:58.420]  大家留心聽,《鳥王紀上》
[00:09:58.420 --> 00:10:04.820]  第十九章,第十三節至二十一節
[00:10:04.820 --> 00:10:08.660]  我讀出了,給大家聽
[00:10:08.660 --> 00:10:13.780]  經文這樣說,有聲音向他說
[00:10:13.780 --> 00:10:18.900]  向以利亞,以利亞,你在這裏做什麽?
[00:10:18.900 --> 00:10:24.020]  他説,我有聲音向他説
[00:10:24.020 --> 00:10:30.420]  對不起,我看錯了,我為耶和華萬鈞之神大發熱心
[00:10:30.420 --> 00:10:35.540]  因為以色列人背棄了你的藥
[00:10:35.540 --> 00:10:40.660]  毀壞了你的壇,用刀殺了你的先知
[00:10:40.660 --> 00:10:45.780]  只剩下我一個人,他們還要尋索我的名
[00:10:45.780 --> 00:10:48.340]  第十五節,耶和華對他說
[00:10:48.340 --> 00:10:53.460]  你回去從曠野往大馬士革去
[00:10:53.460 --> 00:10:57.940]  到了那裏就要高哈舌作亞蘭王
[00:10:57.940 --> 00:11:03.700]  又高凌氏的孫子耶和作以色列王
