
[00:00:00.000 --> 00:00:02.720]  上文就說到有三個王
[00:00:02.720 --> 00:00:04.520]  就是以色列王
[00:00:04.520 --> 00:00:05.740]  猶大王
[00:00:05.740 --> 00:00:07.920]  以及以東王
[00:00:07.920 --> 00:00:10.900]  他們三王一起來跟摩訶王開戰
[00:00:10.900 --> 00:00:14.000]  但原來作者交代這場戰事的時候
[00:00:14.000 --> 00:00:16.080]  跟窮寡婦的故事
[00:00:16.080 --> 00:00:19.760]  有好幾個字是非常相似的
[00:00:19.760 --> 00:00:24.080]  第一個字就是「賭」這個字
[00:00:24.080 --> 00:00:28.240]  「賭」這個字其實在《列王記》裡面
[00:00:28.240 --> 00:00:30.920]  第三章裡面其實有出現過
[00:00:30.920 --> 00:00:32.520]  就是在第三章第十一節
[00:00:32.520 --> 00:00:33.520]  那裡提到
[00:00:33.520 --> 00:00:35.760]  原來約沙發這個王就說
[00:00:35.760 --> 00:00:37.840]  這裡不是有耶和華的先知嗎?
[00:00:37.840 --> 00:00:39.920]  我們可以託他求耶和華
[00:00:39.920 --> 00:00:42.360]  以色列王的一個臣子回答說
[00:00:42.360 --> 00:00:44.320]  這裡有沙發的兒子
[00:00:44.320 --> 00:00:47.020]  以利沙就是從前
[00:00:47.020 --> 00:00:50.080]  倒水在以利亞手上的
[00:00:50.080 --> 00:00:50.600]  沒錯
[00:00:50.600 --> 00:00:51.800]  「賭」這個字
[00:00:51.800 --> 00:00:54.680]  就是四章第四到第五節裡面
[00:00:54.680 --> 00:00:55.920]  是同一個字
[00:00:55.920 --> 00:00:58.440]  那裡也出現「賭柚」這個字
[00:00:58.440 --> 00:00:59.440]  所以我們發覺
[00:00:59.440 --> 00:01:01.480]  這個故事跟上文是有關係的
[00:01:01.480 --> 00:01:02.360]  不僅如此
[00:01:02.360 --> 00:01:04.080]  還有另一個字也是重複的
[00:01:04.080 --> 00:01:06.440]  就是在第三章二十七節裡面
[00:01:06.440 --> 00:01:08.720]  所出現的「離開」這個字
[00:01:08.720 --> 00:01:09.880]  「離開」這個字
[00:01:09.880 --> 00:01:12.680]  其實在第四章第四節也有出現的
[00:01:12.680 --> 00:01:14.240]  那個字翻譯的時候
[00:01:14.240 --> 00:01:15.640]  不是指離開
[00:01:15.640 --> 00:01:17.800]  而是指放在一邊
[00:01:17.800 --> 00:01:20.760]  但是希伯來文是同一個字
[00:01:20.760 --> 00:01:23.160]  這個世界變得這麼巧合
[00:01:23.160 --> 00:01:25.520]  變得這麼多這麼巧合的地方
[00:01:25.520 --> 00:01:26.880]  還有不僅如此
[00:01:26.880 --> 00:01:29.160]  最大的關聯在這段聖經裡面
[00:01:29.160 --> 00:01:30.920]  就是「充滿」這個字
[00:01:30.920 --> 00:01:33.800]  如果你留意第十七節和三十節
[00:01:33.800 --> 00:01:36.760]  那裡也重複提到「滿了水」
[00:01:36.760 --> 00:01:40.040]  同一個字在第四章的第四節
[00:01:40.040 --> 00:01:41.600]  第四章的第六節
[00:01:41.600 --> 00:01:43.000]  也提到「滿了」
[00:01:43.000 --> 00:01:44.920]  不過這次不是「滿了水」
[00:01:44.920 --> 00:01:46.920]  而是「滿了油」
[00:01:46.920 --> 00:01:48.200]  所以我們看到
[00:01:48.200 --> 00:01:51.200]  原來第三到第四章這兩個故事
[00:01:51.200 --> 00:01:53.160]  都強調了先知以利沙
[00:01:53.160 --> 00:01:56.640]  他滿足了當時絕望的三個王的需要
[00:01:56.640 --> 00:01:58.480]  以利沙拯救了以色列
[00:01:58.480 --> 00:01:59.520]  拯救了猶大
[00:01:59.520 --> 00:02:00.760]  拯救了以東
[00:02:00.760 --> 00:02:01.720]  三個王
[00:02:01.720 --> 00:02:03.040]  而在第四章這裡
[00:02:03.040 --> 00:02:05.400]  他拯救了一位窮的寡婦
[00:02:05.400 --> 00:02:08.120]  一個門徒的妻子的絕景
[00:02:08.120 --> 00:02:09.920]  神的能力
[00:02:09.920 --> 00:02:11.280]  神的拯救
[00:02:11.280 --> 00:02:12.800]  藉著水的充滿
[00:02:12.800 --> 00:02:14.040]  藉著油的充滿
[00:02:14.040 --> 00:02:15.640]  將絕景扭轉
[00:02:15.640 --> 00:02:19.600]  神透過使用他的僕人以利沙
[00:02:19.600 --> 00:02:21.160]  讓國家
[00:02:21.160 --> 00:02:22.320]  讓君王
[00:02:22.320 --> 00:02:24.040]  讓戰士都知道
[00:02:24.040 --> 00:02:26.360]  神仍然是看顧他們的
[00:02:26.360 --> 00:02:30.200]  同樣神一樣看顧一個家庭
[00:02:30.200 --> 00:02:32.400]  不僅是和上文有關係
[00:02:32.400 --> 00:02:35.080]  也和下文有關係
[00:02:35.080 --> 00:02:36.280]  如果我們留意
[00:02:36.280 --> 00:02:37.960]  在下文裡面
[00:02:37.960 --> 00:02:42.480]  其實下文提到書念的婦人
[00:02:42.480 --> 00:02:45.720]  從第八節開始一直到第三十七節
[00:02:45.720 --> 00:02:48.920]  這裡也讓我們看到很多重複的字眼
[00:02:48.920 --> 00:02:51.160]  第一個重複的字眼就是「疲累」
[00:02:51.160 --> 00:02:56.520]  在四章第二節提到以利沙問窮寡婦
[00:02:56.520 --> 00:02:58.960]  窮寡婦自己說自己是「疲累」
[00:02:58.960 --> 00:03:01.080]  而同一個字眼在下文裡面
[00:03:01.080 --> 00:03:02.800]  四章十六節
[00:03:02.800 --> 00:03:04.800]  這個有錢的婦人
[00:03:04.800 --> 00:03:05.920]  這個書念的女人
[00:03:05.920 --> 00:03:08.400]  都說自己是一個「疲累」
[00:03:08.400 --> 00:03:11.760]  不僅是「疲累」這個字眼重複
[00:03:11.760 --> 00:03:13.840]  其實還有另一個字眼重複
[00:03:13.840 --> 00:03:16.440]  就是「關上門」這個表達
[00:03:16.440 --> 00:03:19.120]  在第四章第四到第五節
[00:03:19.120 --> 00:03:21.640]  窮寡婦的事件裡面
[00:03:21.640 --> 00:03:25.480]  「關上門」這個字眼表達出現了兩次
[00:03:25.480 --> 00:03:28.280]  而在四章二十一節
[00:03:28.280 --> 00:03:31.880]  四章三十三節提到書念女人的時候
[00:03:31.880 --> 00:03:34.600]  同一個表達又出現
[00:03:34.600 --> 00:03:36.040]  同一個表達
[00:03:36.040 --> 00:03:37.400]  三個希伯來文
[00:03:37.400 --> 00:03:41.320]  「關上門」再次出現了
[00:03:41.320 --> 00:03:43.720]  還有第三個重複的字眼
[00:03:43.720 --> 00:03:47.680]  就是在這段聖經和下一段聖經有關係
[00:03:47.680 --> 00:03:51.200]  就是「我可以為你做什麼」
[00:03:51.200 --> 00:03:53.360]  先知以利沙在這兩個故事裡面
[00:03:53.360 --> 00:03:55.120]  曾經都說過一句話
[00:03:55.120 --> 00:03:57.440]  就是「我可以為你做什麼」
[00:03:57.440 --> 00:03:59.520]  留意四章第二節
[00:03:59.520 --> 00:04:01.160]  他那裡說得很清楚
[00:04:01.160 --> 00:04:02.960]  以利沙問這個窮寡婦
[00:04:02.960 --> 00:04:05.440]  「我可以為你做什麼」
[00:04:05.440 --> 00:04:07.200]  而四章十三節
[00:04:07.200 --> 00:04:09.040]  去到書念的婦人那裡
[00:04:09.040 --> 00:04:10.720]  他和他的僕人就問
[00:04:10.720 --> 00:04:13.520]  有沒有什麼事可以幫她做
[00:04:13.520 --> 00:04:15.120]  是同一句話
[00:04:15.120 --> 00:04:17.240]  「可以為你做什麼」
[00:04:17.240 --> 00:04:19.240]  他是托僕人去跟他說的
[00:04:19.240 --> 00:04:22.640]  而這句話其實真的出自以利沙的嘴巴
[00:04:22.640 --> 00:04:23.640]  換句話說
[00:04:23.640 --> 00:04:25.960]  我們看到這麼近的經文
[00:04:25.960 --> 00:04:29.800]  下文竟然之間有這麼多相似的地方
[00:04:29.800 --> 00:04:32.400]  而這句話也是重複的
[00:04:32.400 --> 00:04:34.440]  不僅如此
[00:04:34.440 --> 00:04:36.680]  最重要的是在信息上
[00:04:36.680 --> 00:04:38.680]  都是非常有關聯的
[00:04:38.680 --> 00:04:41.080]  在第四章第七節那裡提到
[00:04:41.080 --> 00:04:43.800]  「你和你兒子可以靠著道人」
[00:04:43.800 --> 00:04:45.840]  我們知道為什麼他會這樣說
[00:04:45.840 --> 00:04:47.840]  因為他將這個絕境
[00:04:47.840 --> 00:04:51.640]  這個窮寡婦的困境解救了出來
[00:04:51.640 --> 00:04:54.400]  拯救的對象當然就是兩個兒子
[00:04:54.400 --> 00:04:57.880]  因為令他們不用陷入這個成為奴隸
[00:04:57.880 --> 00:04:59.800]  而在下一個故事裡面
[00:04:59.800 --> 00:05:01.200]  書念的婦人
[00:05:01.200 --> 00:05:04.000]  第四章第十三十七節那裡說得很清楚
[00:05:04.000 --> 00:05:06.000]  婦人的兒子本來是死了的
[00:05:06.000 --> 00:05:09.840]  但是現在以利沙將他救活
[00:05:09.840 --> 00:05:12.520]  所以現在抱起他的兒子出去
[00:05:12.520 --> 00:05:15.640]  兩個故事的結束再一次提到兒子
[00:05:15.640 --> 00:05:16.920]  所以我們看到
[00:05:16.920 --> 00:05:22.080]  夏文裡面和書念的婦人的兒子
[00:05:22.080 --> 00:05:25.000]  也是有非常相關的關係
[00:05:25.000 --> 00:05:26.200]  不僅如此
[00:05:26.200 --> 00:05:27.960]  第四章其實還沒完
[00:05:27.960 --> 00:05:30.480]  還有兩個接著的短的故事
[00:05:30.480 --> 00:05:32.400]  就是第四章三十八到四十一
[00:05:32.400 --> 00:05:34.400]  四十二到四十四
[00:05:34.400 --> 00:05:36.000]  而這兩個故事裡面
[00:05:36.000 --> 00:05:38.360]  原來都有重複的字眼
[00:05:38.360 --> 00:05:42.480]  其實四章三十八到四十一節
[00:05:42.480 --> 00:05:46.560]  就是先知以利沙解救了一群人食物中毒的問題
[00:05:46.560 --> 00:05:48.480]  以前的時代也有食物中毒的
[00:05:48.480 --> 00:05:51.120]  想不到先知也可以解決這個問題
[00:05:51.120 --> 00:05:53.000]  另外四十二到四十四節
[00:05:53.000 --> 00:05:56.680]  就是以利沙將二十個餅分了給很多人吃
[00:05:56.680 --> 00:05:58.440]  結果最後這個故事
[00:05:58.440 --> 00:06:00.240]  就是二十個餅這個故事裡面
[00:06:00.240 --> 00:06:02.720]  提到固體的食物
[00:06:02.720 --> 00:06:05.240]  恰好和我們寡婦裡面
[00:06:05.240 --> 00:06:09.760]  液體的東西做一個很特別的關聯
[00:06:09.760 --> 00:06:11.040]  不僅如此
[00:06:11.040 --> 00:06:13.560]  最重要的就是一個字是重複的
[00:06:13.560 --> 00:06:16.320]  就是「剩下」這個字
[00:06:16.320 --> 00:06:19.040]  「剩下」這個字在窮寡婦的記載裡面
[00:06:19.040 --> 00:06:23.400]  有提到所剩的你和你的兒子可以靠著道人
[00:06:23.400 --> 00:06:24.600]  而同一個字
[00:06:24.600 --> 00:06:26.920]  想不到在第四章結束的時候
[00:06:26.920 --> 00:06:27.840]  再提到
[00:06:27.840 --> 00:06:30.120]  他提到原來他們吃剩了的東西
[00:06:30.120 --> 00:06:31.520]  果然「剩下」了
[00:06:31.520 --> 00:06:34.560]  正如耶和華所說的
[00:06:34.560 --> 00:06:36.120]  所以聽節目我們有沒有看到
[00:06:36.120 --> 00:06:37.880]  原來當我們讀聖經的時候
[00:06:37.880 --> 00:06:39.520]  我們小心留意的時候
[00:06:39.520 --> 00:06:43.160]  我們就會看到神的解救不僅可以臨到國家
[00:06:43.160 --> 00:06:45.320]  同樣可以臨到一個社群
[00:06:45.320 --> 00:06:46.280]  一個群體
