
[00:00:00.000 --> 00:00:02.000]  請主席平安
[00:00:02.000 --> 00:00:04.000]  讓我們先安靜我們的心
[00:00:04.000 --> 00:00:06.000]  一同向上主禱告
[00:00:06.000 --> 00:00:12.000]  天父上帝,我們獻上感恩
[00:00:12.000 --> 00:00:14.000]  當我們有這麼美好的清晨
[00:00:14.000 --> 00:00:16.000]  有這麼美的陽光
[00:00:16.000 --> 00:00:18.000]  我們更要學會去感謝
[00:00:18.000 --> 00:00:20.000]  讚美你
[00:00:20.000 --> 00:00:24.000]  由當我們去進入如虎期
[00:00:24.000 --> 00:00:26.000]  讓我們更多去思考你
[00:00:30.000 --> 00:00:32.000]  主要求你親自開我們的眼睛
[00:00:32.000 --> 00:00:34.000]  讓我們看到你的榮美
[00:00:34.000 --> 00:00:36.000]  開我們的耳朵,讓我們細心的聆聽
[00:00:36.000 --> 00:00:38.000]  更使我們的手腳
[00:00:38.000 --> 00:00:40.000]  行動去回應
[00:00:40.000 --> 00:00:42.000]  你的教導
[00:00:42.000 --> 00:00:44.000]  你的大愛
[00:00:44.000 --> 00:00:46.000]  禱告感恩交託,奉耶穌基督的名
[00:00:46.000 --> 00:00:48.000]  阿們
[00:00:48.000 --> 00:00:50.000]  丁子梅,當我們今天教會
[00:00:50.000 --> 00:00:52.000]  你見到聖徽上面
[00:00:52.000 --> 00:00:54.000]  和木色的帶換了紫色
[00:00:54.000 --> 00:00:56.000]  告訴我們,我們進入了
[00:00:56.000 --> 00:00:58.000]  如虎期
[00:00:58.000 --> 00:01:00.000]  如虎期,另一個描述
[00:01:00.000 --> 00:01:02.000]  就叫大齋期
[00:01:02.000 --> 00:01:04.000]  這個字其實是源於
[00:01:04.000 --> 00:01:06.000]  以前一個古的英文
[00:01:06.000 --> 00:01:08.000]  就是lenten,就是春天
[00:01:08.000 --> 00:01:10.000]  開始很美的春天的意思
[00:01:10.000 --> 00:01:12.000]  但同樣地是告訴我們
[00:01:12.000 --> 00:01:14.000]  我們預備去等待進入
[00:01:14.000 --> 00:01:16.000]  基督的受死和復活
[00:01:16.000 --> 00:01:18.000]  如虎期在教會傳統裡面
[00:01:18.000 --> 00:01:20.000]  是由剛剛過了的星期三
[00:01:20.000 --> 00:01:22.000]  我們叫做聖徽日
[00:01:22.000 --> 00:01:24.000]  聖徽三,Ashranus Day開始的
[00:01:24.000 --> 00:01:26.000]  計法是這樣的
[00:01:26.000 --> 00:01:28.000]  是由復活節
[00:01:28.000 --> 00:01:30.000]  回頭數40天
[00:01:30.000 --> 00:01:32.000]  今年的復活節是4月20日
[00:01:32.000 --> 00:01:34.000]  回頭數40天
[00:01:34.000 --> 00:01:36.000]  中間就不算星期日
[00:01:36.000 --> 00:01:38.000]  因為星期日都是每一個小小的復活
[00:01:38.000 --> 00:01:40.000]  所以由4月20日
[00:01:40.000 --> 00:01:42.000]  一直向後數40天
[00:01:42.000 --> 00:01:44.000]  中間不算星期日
[00:01:44.000 --> 00:01:46.000]  剛剛過去的星期三就是
[00:01:46.000 --> 00:01:48.000]  聖徽日的開始
[00:01:48.000 --> 00:01:50.000]  亦都是如虎期,大齋期的開始
[00:01:50.000 --> 00:01:52.000]  到了最後復活節之前
[00:01:52.000 --> 00:01:54.000]  那個星期我們叫做聖週
[00:01:54.000 --> 00:01:56.000]  所以復活節之前的主日
[00:01:56.000 --> 00:01:58.000]  就是中樹或者中枝主日
[00:01:58.000 --> 00:02:00.000]  接著就進入聖週
[00:02:00.000 --> 00:02:02.000]  有基督預備聖餐
[00:02:02.000 --> 00:02:04.000]  基督受難日等等
[00:02:04.000 --> 00:02:06.000]  在教會裡面
[00:02:06.000 --> 00:02:08.000]  其實這個預備
[00:02:08.000 --> 00:02:10.000]  在大概主後百多年
[00:02:10.000 --> 00:02:12.000]  門徒開始就已經有這個習慣
[00:02:12.000 --> 00:02:14.000]  因為當時
[00:02:14.000 --> 00:02:16.000]  有不少人會選擇在復活日那天
[00:02:16.000 --> 00:02:18.000]  去進行洗禮
[00:02:18.000 --> 00:02:20.000]  在進行洗禮之前就會有很多預備
[00:02:20.000 --> 00:02:22.000]  包括有禁食,有好好地去學習
[00:02:22.000 --> 00:02:24.000]  所以除了洗禮的信徒之外
[00:02:24.000 --> 00:02:26.000]  一般信徒都會一起參與
[00:02:26.000 --> 00:02:28.000]  去禁食
[00:02:28.000 --> 00:02:30.000]  有反省,懺悔,認罪等等的機會
[00:02:30.000 --> 00:02:32.000]  所以整個的
[00:02:32.000 --> 00:02:34.000]  如虎期是我們
[00:02:34.000 --> 00:02:36.000]  好好地去悔罪
[00:02:36.000 --> 00:02:38.000]  好好地去預備我們的心
[00:02:38.000 --> 00:02:40.000]  在教會傳統如虎期是紫色的
[00:02:40.000 --> 00:02:42.000]  過去幾年都曾經
[00:02:42.000 --> 00:02:44.000]  跟弟兄姐妹分享
[00:02:44.000 --> 00:02:46.000]  你有興趣這段時間可以用多一點紫色
[00:02:46.000 --> 00:02:48.000]  就提醒你自己
[00:02:48.000 --> 00:02:50.000]  這個是如虎期的日子
[00:02:50.000 --> 00:02:52.000]  我們的紫色除了紫色之外
[00:02:52.000 --> 00:02:54.000]  還有一些代表
[00:02:54.000 --> 00:02:56.000]  有經經的冠冕,有釘
[00:02:56.000 --> 00:02:58.000]  象徵著耶穌基督為我們受苦
[00:02:58.000 --> 00:03:00.000]  這些都是好的
[00:03:00.000 --> 00:03:02.000]  讓我們被提醒
[00:03:02.000 --> 00:03:04.000]  所以通常教會傳統這段時間
[00:03:04.000 --> 00:03:06.000]  不會有很多特別的慶祝
[00:03:06.000 --> 00:03:08.000]  教會如果要插花就不會擺花
[00:03:08.000 --> 00:03:10.000]  甚至留意到我們在
[00:03:10.000 --> 00:03:12.000]  崇拜的前後的罪惡和奠惡
[00:03:12.000 --> 00:03:14.000]  我們都是用靜默去代替
[00:03:14.000 --> 00:03:16.000]  並且裡面的音樂
[00:03:16.000 --> 00:03:18.000]  都是比較簡化
[00:03:18.000 --> 00:03:20.000]  直接的去禱告,認罪
[00:03:20.000 --> 00:03:22.000]  悔改的時候
[00:03:22.000 --> 00:03:24.000]  所以這段日子鼓勵大家
[00:03:24.000 --> 00:03:26.000]  多一點去預備
[00:03:26.000 --> 00:03:28.000]  可以去禁食
[00:03:28.000 --> 00:03:30.000]  可以去看上帝的話語更多
[00:03:30.000 --> 00:03:32.000]  或者讀一些述聆書籍
[00:03:32.000 --> 00:03:34.000]  可以安排一些活動或行動
[00:03:34.000 --> 00:03:36.000]  我自己都給自己每年
[00:03:36.000 --> 00:03:38.000]  在如虎期當中都會有特別的預備行動
[00:03:38.000 --> 00:03:40.000]  譬如可能當中會禁食一餐
[00:03:40.000 --> 00:03:42.000]  儲起一些錢
[00:03:42.000 --> 00:03:44.000]  去捐給有需要的人等等
[00:03:44.000 --> 00:03:46.000]  這些都是我們可以去做的
[00:03:46.000 --> 00:03:48.000]  如虎期是預備我們的心
[00:03:48.000 --> 00:03:50.000]  準備向主去復和
[00:03:50.000 --> 00:03:52.000]  跟自己復和,也要跟身邊的人復和
[00:03:52.000 --> 00:03:54.000]  這是很重要的
[00:03:54.000 --> 00:03:56.000]  在如虎期的第一個主日
[00:03:56.000 --> 00:03:58.000]  我們通常會看這段聖經
[00:03:58.000 --> 00:04:00.000]  如大家剛才所聽到
[00:04:00.000 --> 00:04:02.000]  福音書的經課
[00:04:02.000 --> 00:04:04.000]  就是耶穌受魔鬼的試探
[00:04:04.000 --> 00:04:06.000]  這段經文可能你都很熟悉
[00:04:06.000 --> 00:04:08.000]  福音書除了六九福音之外
[00:04:08.000 --> 00:04:10.000]  碼探碼福音都有記載
[00:04:10.000 --> 00:04:12.000]  當然有長短和詞頭次序
[00:04:12.000 --> 00:04:14.000]  有一點不同
[00:04:14.000 --> 00:04:18.000]  六九福音裡面講到耶穌受試探
[00:04:18.000 --> 00:04:20.000]  丁志明,當你想起耶穌受試探
[00:04:20.000 --> 00:04:22.000]  我想問你第一時間想起的是什麼?
[00:04:22.000 --> 00:04:24.000]  想起的是什麼?
[00:04:24.000 --> 00:04:26.000]  想起的是什麼畫面?
[00:04:26.000 --> 00:04:28.000]  什麼內容?
[00:04:28.000 --> 00:04:30.000]  耶穌受試探
[00:04:30.000 --> 00:04:32.000]  對我們今天有什麼學習的地方呢?
[00:04:32.000 --> 00:04:34.000]  我想先讀一次這段聖經
[00:04:34.000 --> 00:04:36.000]  請你進入一下
[00:04:36.000 --> 00:04:38.000]  留心一下
[00:04:38.000 --> 00:04:40.000]  想一想有什麼形象
[00:04:40.000 --> 00:04:42.000]  有什麼學習
[00:04:42.000 --> 00:04:44.000]  六九福音四章這樣說
[00:04:44.000 --> 00:04:46.000]  耶穌被聖靈充滿
[00:04:46.000 --> 00:04:48.000]  從撒旦河回來
[00:04:48.000 --> 00:04:50.000]  聖靈就帶祂去抗爺
[00:04:50.000 --> 00:04:52.000]  四十天在那裡受魔鬼的試探
[00:04:52.000 --> 00:04:54.000]  在那些日子沒有吃什麼
[00:04:54.000 --> 00:04:56.000]  日期滿了
[00:04:56.000 --> 00:04:58.000]  祂就肚子餓了
[00:04:58.000 --> 00:05:00.000]  魔鬼就跟祂說
[00:05:00.000 --> 00:05:02.000]  如果祢是上帝的兒子
[00:05:02.000 --> 00:05:04.000]  可以吩咐這塊石頭變成食物
[00:05:04.000 --> 00:05:06.000]  耶穌回答祂
[00:05:06.000 --> 00:05:08.000]  經上記著說
[00:05:08.000 --> 00:05:10.000]  人活著不是單靠食物
[00:05:10.000 --> 00:05:12.000]  而是靠上帝口裡所說的一切話
[00:05:12.000 --> 00:05:14.000]  魔鬼又領祂
[00:05:14.000 --> 00:05:16.000]  去到高山上面
[00:05:16.000 --> 00:05:18.000]  撒成間掌天下萬國都指給祂看
[00:05:18.000 --> 00:05:20.000]  跟祂說
[00:05:20.000 --> 00:05:22.000]  祢一切權並榮華我都可以給祢
[00:05:22.000 --> 00:05:24.000]  因為這些願是交付給我的
[00:05:24.000 --> 00:05:26.000]  我願意給誰就給誰
[00:05:26.000 --> 00:05:28.000]  祢若在我面前下拜
[00:05:28.000 --> 00:05:30.000]  就都歸祢
[00:05:30.000 --> 00:05:32.000]  耶穌就說
[00:05:32.000 --> 00:05:34.000]  經上記著說當拜主祢的上帝
[00:05:34.000 --> 00:05:36.000]  單要釋放祂
[00:05:36.000 --> 00:05:38.000]  魔鬼又領耶穌
[00:05:38.000 --> 00:05:40.000]  耶穌去到耶路撒冷
