
[00:00:00.000 --> 00:00:04.680]  鄧小姐好,今天我們會繼續來看文掃記
[00:00:04.680 --> 00:00:08.200]  我們看這一段的經文
[00:00:08.200 --> 00:00:14.920]  我們是會看見都是來到一個很特別的一個情景
[00:00:14.920 --> 00:00:22.920]  因為二十章裏面其實跟我們交代了兩個領袖的去世
[00:00:22.920 --> 00:00:34.400]  亦在當中我們看見其實是再一次神的百姓是怎樣向摩西亞倫德里奧發怨言
[00:00:34.400 --> 00:00:42.560]  我們看見整件事都帶來很多令我們覺得是很憂傷的事
[00:00:42.560 --> 00:00:45.600]  但在憂傷的背後亦都讓我們看見
[00:00:45.600 --> 00:00:53.840]  縱然人會有軟弱,但上帝的心意和他的計劃是永遠都不會失敗的
[00:00:53.840 --> 00:01:03.760]  我們看這一個經文之前,我們可以先來到很快的有一個了解
[00:01:03.760 --> 00:01:14.160]  整章聖經我們知道這裏被我們看見是以色列民他們來到抗野旅程的一個尾聲
[00:01:14.160 --> 00:01:21.440]  他們在出埃及已經去到接近四十年的時候
[00:01:21.440 --> 00:01:28.760]  舊世代的領袖提到我們在開始和這一章的結尾
[00:01:28.760 --> 00:01:34.920]  你就會看見米利安和他的弟弟亞倫相繼離世
[00:01:34.920 --> 00:01:41.400]  而摩西亦都因為米利巴這個水的事件
[00:01:41.400 --> 00:01:45.800]  他錯失入迦南地的機會,究竟這件是甚麼事呢?
[00:01:45.800 --> 00:01:49.520]  我們看經文的時候亦都會被我們看到的
[00:01:49.520 --> 00:01:54.200]  亦都是我們看見這一章和我們交代了
[00:01:54.200 --> 00:02:01.240]  舊的一代他們基本上沒有一個可以入到迦南地
[00:02:01.240 --> 00:02:07.520]  除了約書亞和迦勒
[00:02:07.520 --> 00:02:17.160]  另外新一代他們要在新的領袖約書亞帶領他們進去得著迦南地
[00:02:17.160 --> 00:02:25.480]  歷史背景亦都讓我們看見是包括出埃及之後大概四十年的時候
[00:02:25.480 --> 00:02:29.840]  而地點就是這個迦底斯這個地方
[00:02:29.840 --> 00:02:35.040]  這個地方我們有一張地圖讓大家稍微有一個了解
[00:02:35.040 --> 00:02:41.320]  其實三十八年之前他們百姓在出埃及大概一年多的時候
[00:02:41.320 --> 00:02:46.280]  他們因為不信上帝的說話和應許
[00:02:46.280 --> 00:02:55.320]  他們當時亦都是因為嫌棄神給過他們的瑪那
[00:02:55.320 --> 00:03:03.880]  引致後來神審判,倒閉的一班百姓都很多
[00:03:03.880 --> 00:03:12.320]  這四個場景包括我們剛才看見米利安的死亡帶來
[00:03:12.320 --> 00:03:19.240]  百姓亦都再度找機會要來攻擊和與摩西亞倫爭鬧
[00:03:19.240 --> 00:03:22.200]  爭鬧的地方就是米利巴水
[00:03:22.200 --> 00:03:30.960]  這個地方其實就是迦底斯在這個曠野裏面發生的
[00:03:30.960 --> 00:03:37.520]  而第三段的經文是講到他們原本是希望能夠北上
[00:03:37.520 --> 00:03:42.720]  就好像昔日他們去探路的路徑
[00:03:42.720 --> 00:03:47.760]  他們很想直接進入迦南地
[00:03:47.760 --> 00:03:51.440]  但是以東人不讓路
[00:03:51.440 --> 00:03:56.560]  他們不讓他們來路過他們以東的景域
[00:03:56.560 --> 00:04:02.240]  結果他們就在以東的邊境裏面,就是荷爾山這個地方
[00:04:02.240 --> 00:04:05.880]  亞倫就在那裏,他照著上帝的吩咐
[00:04:05.880 --> 00:04:11.800]  他和摩西和亞倫的第三個兒子以利亞薩
[00:04:11.800 --> 00:04:14.680]  就是他們上到這個山上
[00:04:14.680 --> 00:04:21.240]  然後就要把大祭司的袍交給他的兒子
[00:04:21.240 --> 00:04:25.400]  亞倫就在山上去世
[00:04:25.400 --> 00:04:29.040]  好,整件事給我們就可以看到這件事
[00:04:29.040 --> 00:04:33.200]  我們看經文之前,我們再一次在這裏祈禱
[00:04:33.200 --> 00:04:36.760]  天父上帝求你幫助我們今天每一個頂子妹
[00:04:36.760 --> 00:04:40.200]  我們都有這個漢建
[00:04:40.200 --> 00:04:45.880]  我們漢建這個世代都好像昔日的世代一樣
[00:04:45.880 --> 00:04:49.400]  年長的一班慢慢會離場
[00:04:49.400 --> 00:04:53.520]  年幼的一群他們要被興起
[00:04:53.520 --> 00:04:57.200]  但是能否世代可以交接得好
[00:04:57.200 --> 00:05:00.800]  亦都能夠讓神的道繼續傳承下去
[00:05:00.800 --> 00:05:04.240]  這個就是一個很重要的關鍵
[00:05:04.240 --> 00:05:09.240]  求主讓我們今天在這段經文裏面有所領受和學習
[00:05:09.240 --> 00:05:13.200]  你保守講的聽的,我們都能夠同感一靈
[00:05:13.200 --> 00:05:17.000]  同得你自己話語給我們的教導
[00:05:17.000 --> 00:05:20.280]  願聖靈在我們當中親自指引
[00:05:20.280 --> 00:05:25.800]  幫助我們每一個,同心祈禱奉主命求,阿門
[00:05:25.800 --> 00:05:27.640]  好,我們先看第一個段落
[00:05:27.640 --> 00:05:32.520]  在哀傷中他們怎樣開始這個怨言
[00:05:32.520 --> 00:05:35.840]  經文給我們交代在第一節
[00:05:35.840 --> 00:05:38.440]  不如我們一起讀一下
[00:05:38.440 --> 00:05:43.040]  正月間以色列傳輩眾到了沉的曠野
[00:05:43.040 --> 00:05:45.400]  百姓住在迦底斯
[00:05:45.400 --> 00:05:49.520]  米利安死在那裏也葬在那裏
[00:05:49.520 --> 00:05:56.280]  說到正月間,我們會相信這個指導
[00:05:56.280 --> 00:06:03.920]  就是他們在曠野的旅程去到最後的一個階段
[00:06:03.920 --> 00:06:05.920]  在第四十年的時候
[00:06:05.920 --> 00:06:09.640]  他們來到這個地方
[00:06:09.640 --> 00:06:21.240]  其實以往他們在埃及原本可以直上去迦南地
[00:06:21.240 --> 00:06:24.480]  但因為當時探子回來匯報之後
[00:06:24.480 --> 00:06:26.360]  他們不信神的應許
[00:06:26.360 --> 00:06:32.120]  他們很怕迦南地裏的阿納族人高大威猛
[00:06:32.120 --> 00:06:35.600]  所以他們不信上帝的應許
[00:06:35.600 --> 00:06:39.680]  這個在文訴記十三十四章我們看到
[00:06:39.680 --> 00:06:44.960]  帶來其實是一個很大的一個他們的失敗
[00:06:44.960 --> 00:06:51.080]  而他們就在曠野另外那三十八年
[00:06:51.080 --> 00:06:56.960]  去到現在來到這個迦底斯這個地方
[00:06:56.960 --> 00:07:01.040]  他們要再次去迦南地
[00:07:01.040 --> 00:07:05.080]  他們就在這個地方遇見
[00:07:05.080 --> 00:07:08.680]  就是米利欽在那裏去世
[00:07:08.680 --> 00:07:15.560]  而我們看到當時百姓再度發怨言
[00:07:15.560 --> 00:07:19.000]  他們曾經是沒有水的時候
[00:07:19.000 --> 00:07:22.040]  就來到去聚集攻擊摩西亞倫
[00:07:22.040 --> 00:07:27.040]  但現在同樣是出現一個這樣的情況
[00:07:27.040 --> 00:07:28.600]  他們怎樣說呢?
[00:07:28.600 --> 00:07:32.000]  如果我們看這幾節的聖經
[00:07:32.000 --> 00:07:35.840]  在第二第三節我們可以一起讀
[00:07:35.840 --> 00:07:40.720]  匯眾沒有水就聚集反對摩西和亞倫
[00:07:40.720 --> 00:07:43.760]  百姓與摩西爭鬧說
[00:07:43.760 --> 00:07:49.520]  我們恨不得與我們的弟兄一同死在耶和華面前
[00:07:49.520 --> 00:07:55.040]  這個聚集反對其實在文訴記出現了四次這麼多
[00:07:55.040 --> 00:08:05.960]  另外那三次就在第十六章的可拉貝翼摩西的事件裏面發生
[00:08:05.960 --> 00:08:07.680]  出現了很頻密
[00:08:07.680 --> 00:08:10.880]  這個第四次在今次這裏表示
[00:08:10.880 --> 00:08:20.000]  就是他們是一齊來集中他們反對的聲音製造輿論
[00:08:20.000 --> 00:08:27.080]  來向他們的領袖發出這些怨言
[00:08:27.080 --> 00:08:30.440]  第三節講到他們與摩西爭鬧
[00:08:30.440 --> 00:08:36.120]  這個爭鬧其實很多時候就在舊約裏面
[00:08:36.120 --> 00:08:40.880]  會在這些訴訟的場合提出的爭論
[00:08:40.880 --> 00:08:43.040]  我們可以看見的
[00:08:43.040 --> 00:08:51.880]  亦都可以在一些陳述裏面講一些暴力的表達
[00:08:51.880 --> 00:08:54.800]  即是如果大家意見不合
[00:08:54.800 --> 00:08:56.080]  接著怎樣?
[00:08:56.080 --> 00:08:57.600]  繼而動武
[00:08:57.600 --> 00:08:59.440]  他們訴諸暴力
[00:08:59.440 --> 00:09:03.200]  這個在舊約無論在《出拉埃及記》、《生命記》
[00:09:03.200 --> 00:09:06.720]  或者《詩篇》都有這些表述
[00:09:06.720 --> 00:09:08.160]  我們來看
[00:09:08.160 --> 00:09:13.000]  在這段經文去到第四節和第五節
[00:09:13.000 --> 00:09:16.480]  他們就問了幾個問題
[00:09:16.480 --> 00:09:22.160]  他們說你們為何要領「耶和華的會眾」到這曠野
[00:09:22.160 --> 00:09:27.600]  這個「耶和華的會眾」其實在文素記出現了兩次
[00:09:27.600 --> 00:09:31.240]  一次就在十六章第三節那裏
[00:09:31.240 --> 00:09:32.840]  另外一次就在這裏
[00:09:32.840 --> 00:09:38.920]  兩次都是百姓與摩西與阿倫去爭鬧
[00:09:38.920 --> 00:09:45.520]  是為了他們覺得他們的要求是合理的
[00:09:45.520 --> 00:09:49.680]  你發覺他們每一次與領袖去爭論的時候
[00:09:49.680 --> 00:09:54.720]  他們就擺出這個他們的所謂身份是甚麼
[00:09:54.720 --> 00:09:59.240]  他們說為何你們 即是摩西與阿倫
