
[00:00:00.000 --> 00:00:04.760]  早上好晚安
[00:00:04.760 --> 00:00:11.400]  講道
[00:00:11.400 --> 00:00:15.600]  講完這篇道
[00:00:15.600 --> 00:00:22.520]  一個多月後我就死了
[00:00:22.520 --> 00:00:29.040]  最後我就選擇了十誡
[00:00:29.040 --> 00:00:31.680]  今晚
[00:00:31.680 --> 00:00:34.960]  看你們的樣子都呆了
[00:00:34.960 --> 00:00:39.280]  今晚我們講的是生命記
[00:00:39.280 --> 00:00:46.440]  你知道生命記的背景的確是這樣
[00:00:46.440 --> 00:00:52.840]  生命記是說摩西大利以色列人40年後
[00:00:52.840 --> 00:00:54.640]  準備進入迦南地
[00:00:54.640 --> 00:01:04.440]  在摩亞平原對美國約旦河之前的三篇講論
[00:01:04.440 --> 00:01:06.880]  生命記是有三篇的講論
[00:01:06.880 --> 00:01:08.880]  最後一個結尾
[00:01:08.880 --> 00:01:13.840]  就是在摩西臨死之前
[00:01:13.840 --> 00:01:16.160]  大約有些不同的學者說
[00:01:16.160 --> 00:01:18.320]  摩西大利以色列40年後
[00:01:18.320 --> 00:01:21.240]  最後大約在十一、十二月
[00:01:21.240 --> 00:01:23.840]  講完那幾篇的講道
[00:01:23.840 --> 00:01:26.760]  兩個月後就死了
[00:01:26.760 --> 00:01:31.560]  約書亞就帶領以色列進入迦南
[00:01:31.560 --> 00:01:34.080]  的確真是這樣
[00:01:34.080 --> 00:01:37.440]  所以今晚我們是新一個系列
[00:01:37.440 --> 00:01:41.480]  是講上帝也 講KPI
[00:01:41.480 --> 00:01:43.760]  如果你有印象
[00:01:43.760 --> 00:01:48.000]  這是第一篇講十誡
[00:01:48.000 --> 00:01:55.800]  重述十誡
[00:01:55.800 --> 00:01:58.760]  在約旦河東摩亞平原
[00:01:58.760 --> 00:02:02.120]  整個生命記有三篇的講論
[00:02:02.120 --> 00:02:05.240]  今天開始講第五章
[00:02:05.240 --> 00:02:06.520]  十誡第五章
[00:02:06.520 --> 00:02:10.800]  其實是由第四章開始到二十八章尾
[00:02:10.800 --> 00:02:14.160]  生命記是一個很長的講論
[00:02:14.160 --> 00:02:16.520]  所以今天所講的
[00:02:16.520 --> 00:02:19.320]  稍後會點題講一講
[00:02:19.320 --> 00:02:21.840]  四章四到四十九是一個宣告
[00:02:21.840 --> 00:02:23.320]  關於律法
[00:02:23.320 --> 00:02:25.160]  上帝也講KPI
[00:02:25.160 --> 00:02:29.840]  講律法 我們今天是怎樣理解聖經講律法的呢
[00:02:29.840 --> 00:02:35.560]  接著由五章一到三十三節重新再講一次十誡
[00:02:35.560 --> 00:02:37.280]  如果你在教會內
[00:02:37.280 --> 00:02:38.920]  第一次有印象聽十誡
[00:02:38.920 --> 00:02:40.560]  通常都是講Tri-Cup記
[00:02:40.560 --> 00:02:42.320]  Tri-Cup的二十章
[00:02:42.320 --> 00:02:44.480]  今天是講生命記第五章
[00:02:44.480 --> 00:02:53.760]  有些人說十誡是以色列律法的憲法
[00:02:53.760 --> 00:02:55.880]  即是一個outline或大綱
[00:02:55.880 --> 00:02:57.760]  接著由第六章一直講
[00:02:57.760 --> 00:02:59.640]  其實有很多法律的內容
[00:02:59.640 --> 00:03:02.440]  條文 社會生活 民生條例
[00:03:02.440 --> 00:03:03.320]  很細節的
[00:03:03.320 --> 00:03:05.520]  因為當時的以色列
[00:03:05.520 --> 00:03:12.600]  他們是講他們的法律和生活是整合在一起的
[00:03:12.600 --> 00:03:14.360]  我們就不是
[00:03:14.360 --> 00:03:15.560]  你明不明白意思
[00:03:15.560 --> 00:03:17.440]  即是我們今天
[00:03:17.440 --> 00:03:21.200]  你在香港
[00:03:21.200 --> 00:03:23.120]  我們叫宗教自由
[00:03:23.120 --> 00:03:26.240]  你宗教自由你喜歡拜甚麼就拜甚麼
[00:03:26.240 --> 00:03:27.640]  不是 以色列
[00:03:27.640 --> 00:03:32.680]  你敬拜哪一個在你的生活是其中一部份
[00:03:32.680 --> 00:03:35.800]  很多的律法 律例是黏在一起的
[00:03:35.800 --> 00:03:37.520]  所以到27、28歲
[00:03:37.520 --> 00:03:39.960]  小傑就講了祝福和奏哉
[00:03:39.960 --> 00:03:43.520]  也是生命記其中一個重要的主題
[00:03:43.520 --> 00:03:45.960]  好 既然如此
[00:03:45.960 --> 00:03:47.880]  就和大家很簡單
[00:03:47.880 --> 00:03:49.000]  讀不讀完
[00:03:49.000 --> 00:03:50.360]  嘩 讀完這麼多經文
[00:03:50.360 --> 00:03:52.240]  我想這樣讀
[00:03:52.240 --> 00:03:56.080]  頭尾那些我讀
[00:03:56.080 --> 00:03:58.440]  笑甚麼
[00:03:58.440 --> 00:04:01.760]  你聽了 嘖 講了這麼久
[00:04:01.760 --> 00:04:05.240]  但中間那十誡我想你們讀
[00:04:05.240 --> 00:04:06.280]  可以嗎
[00:04:06.280 --> 00:04:08.920]  頭尾不是十誡那些我讀
[00:04:08.920 --> 00:04:10.520]  十誡那些你讀
[00:04:10.520 --> 00:04:12.720]  可以嗎 好
[00:04:12.720 --> 00:04:16.680]  新民記四章44節
[00:04:16.680 --> 00:04:20.320]  摩西在以色列面前所陳明的律法
[00:04:20.320 --> 00:04:23.200]  就是摩西在以色列人出埃及後
[00:04:23.200 --> 00:04:25.880]  所傳給他們的法道律例典章
[00:04:25.880 --> 00:04:31.640]  在約旦河東伯比爾對面的谷中
[00:04:31.640 --> 00:04:34.520]  住在希什本阿摩利王西宏的地方
[00:04:34.520 --> 00:04:36.800]  就是這個西宏是摩西和以色列人
[00:04:36.800 --> 00:04:38.400]  出埃及後所擊殺的
[00:04:38.400 --> 00:04:43.400]  你記得上一個系列是重述歷史回顧
[00:04:43.400 --> 00:04:44.800]  他們得到他們的地
[00:04:44.800 --> 00:04:46.320]  又得到巴山王岳的地
[00:04:46.320 --> 00:04:50.480]  就是兩個阿摩利王在約旦河東日出之地
[00:04:50.480 --> 00:04:53.960]  從阿亂谷的阿羅爾直到西雲山
[00:04:53.960 --> 00:04:55.200]  就是黑門山
[00:04:55.200 --> 00:04:57.760]  環遊約旦河東的全阿拉巴
[00:04:57.760 --> 00:05:03.240]  直到阿拉巴河靠近比斯加山根
[00:05:03.240 --> 00:05:06.000]  好 正式進入第五章
