
[00:00:00.000 --> 00:00:05.840]  我們今天說人性裏面最黑暗的是什麼呢?
[00:00:05.840 --> 00:00:12.540]  這個最黑暗的東西,它在光天化日之下,常常與你同行
[00:00:12.540 --> 00:00:17.900]  在你的生命裏面呈現出來的,你猜是什麼來的?
[00:00:17.900 --> 00:00:20.220]  你猜是什麼來的?
[00:00:20.220 --> 00:00:21.260]  是什麼來的?
[00:00:21.260 --> 00:00:26.580]  我告訴你,只有慈光的弟兄姐妹纔有資格聽這個道
[00:00:26.580 --> 00:00:28.820]  爲什麼?因爲我們有個背景
[00:00:28.820 --> 00:00:32.180]  就是我們有9型性格
[00:00:32.180 --> 00:00:38.140]  我告訴你,人性裏面最黑暗的東西,隱藏在你的性格里面
[00:00:38.140 --> 00:00:42.180]  所以它是日以繼夜,在光天化日之下,常常與你同行
[00:00:42.180 --> 00:00:45.220]  今天我們還沒能夠講到這個最黑暗
[00:00:45.220 --> 00:00:48.020]  因爲經過昨天的演練之後,我知道講不完
[00:00:48.020 --> 00:00:51.020]  要講又要講兩個小時,那就很麻煩
[00:00:51.020 --> 00:00:53.180]  所以我們只講上半部
[00:00:53.180 --> 00:00:58.100]  就是在你最黑暗的地方呈現出來的一些東西
[00:00:58.100 --> 00:01:00.500]  那是什麼東西?第一樣東西我們看
[00:01:00.500 --> 00:01:07.860]  就是神很直接了當地去詢問該人的問題
[00:01:07.860 --> 00:01:11.460]  他詢問他什麼問題?
[00:01:11.460 --> 00:01:15.820]  就是當他發現阿伯的祭物是蒙越納
[00:01:15.820 --> 00:01:18.300]  他自己的祭物是不蒙越納的時候
[00:01:18.300 --> 00:01:20.380]  該人有一個反應
[00:01:20.380 --> 00:01:23.180]  那個反應我們叫什麼反應?
[00:01:23.180 --> 00:01:25.780]  我們可以給個名字,它叫情緒反應
[00:01:25.780 --> 00:01:27.020]  同意嗎?
[00:01:27.020 --> 00:01:31.140]  它的情緒反應由裏面去到哪裏?
[00:01:31.140 --> 00:01:32.100]  去到哪裏?
[00:01:32.100 --> 00:01:33.780]  去到面那裏
[00:01:33.780 --> 00:01:35.700]  好,我就想問你
[00:01:35.700 --> 00:01:38.060]  你是不是一個情緒
[00:01:38.060 --> 00:01:41.340]  有情緒的人就會在面那裏出來的人?
[00:01:41.340 --> 00:01:43.180]  想一想,你是不是?
[00:01:43.180 --> 00:01:45.380]  如果是的話要小心
[00:01:45.380 --> 00:01:46.220]  你明不明白?
[00:01:46.220 --> 00:01:50.620]  因爲生態環境受你什麼影響?
[00:01:50.620 --> 00:01:56.020]  那禮拜五晚,深夜我從新加坡回來香港
[00:01:56.020 --> 00:01:58.340]  爲什麼會去了新加坡呢?
[00:01:58.340 --> 00:02:00.740]  因爲他們來看我們的集體聆聽
[00:02:00.740 --> 00:02:02.540]  就是爲了要集體聆聽
[00:02:02.540 --> 00:02:04.860]  所以看完我就要和他們去集體聆聽
[00:02:04.860 --> 00:02:06.580]  然後趕回來,就是趕到了
[00:02:06.580 --> 00:02:09.420]  深夜七點鐘的飛機
[00:02:09.420 --> 00:02:12.540]  所以那個人都累累的
[00:02:12.540 --> 00:02:15.020]  快快的找到自己的位置就坐下
[00:02:15.020 --> 00:02:16.580]  都很想休息一下
[00:02:16.580 --> 00:02:18.380]  不知道飛機這麼滿
[00:02:18.380 --> 00:02:20.540]  以爲隔離位置沒有人
[00:02:20.540 --> 00:02:24.260]  挺開心的,三個位置中間沒有人,很舒服的
[00:02:24.260 --> 00:02:26.860]  哇,就在飛機準備起飛的時候
[00:02:26.860 --> 00:02:29.380]  有一個女士拿着兩袋東西
[00:02:29.380 --> 00:02:32.580]  漂亮漂亮的,起碼身材比我好
[00:02:32.580 --> 00:02:35.020]  樣子比我漂亮,那就叫漂亮漂亮的
[00:02:35.020 --> 00:02:37.340]  走過來,原來她是我的位置
[00:02:37.340 --> 00:02:41.660]  空中小姐就想把她的東西放在上面
[00:02:41.660 --> 00:02:44.740]  然後就說,對不起,上面滿了
[00:02:44.740 --> 00:02:49.100]  因爲上面剛纔把我的行李箱強行塞進去
[00:02:49.100 --> 00:02:50.700]  我就說很恐怖
[00:02:50.700 --> 00:02:54.380]  所以就很想幫她把東西放在別的地方
[00:02:54.380 --> 00:02:56.580]  她連踩都不踩空中小姐
[00:02:56.580 --> 00:03:01.260]  那我都禮貌的,知頂的,自己這麼大隻
[00:03:01.260 --> 00:03:03.540]  不可以就這麼縮,就被人過的
[00:03:03.540 --> 00:03:06.420]  都會自動起身,推出來,然後等她進去
[00:03:06.420 --> 00:03:08.820]  誰知道我自動起身,推出來,她把東西這樣
[00:03:08.820 --> 00:03:11.380]  啪,啪
[00:03:11.380 --> 00:03:13.540]  然後把她自己都好像野一樣
[00:03:13.540 --> 00:03:16.500]  啪,這樣扔進去
[00:03:16.500 --> 00:03:19.780]  我的反應都好像你們一樣
[00:03:19.780 --> 00:03:21.780]  你知道我的人很直接
[00:03:21.780 --> 00:03:24.620]  我立刻就說,哇,用不着這樣嗎?
[00:03:24.620 --> 00:03:28.220]  都不用這樣的,嚇死人嗎?
[00:03:28.220 --> 00:03:32.260]  說完之後,哇,你明明都知道她是炸彈
[00:03:32.260 --> 00:03:34.460]  你還踏火?
[00:03:34.460 --> 00:03:37.020]  你真的想死嗎?
[00:03:37.020 --> 00:03:39.980]  都是爲了她祈個土,算了
[00:03:39.980 --> 00:03:44.940]  是吧,這個時候有個很緬甸的男人走過來
[00:03:44.940 --> 00:03:50.780]  就跟她說,我在前面找找有沒有人肯幫你調位
[00:03:50.780 --> 00:03:54.140]  不要這麼生氣,不要這麼生氣
[00:03:54.140 --> 00:03:56.540]  原來位置不對
[00:03:56.540 --> 00:04:00.220]  你有沒有因爲這麼小的事,生氣成這樣
[00:04:00.220 --> 00:04:07.980]  叫你四周圍的人都受什麼,污染
[00:04:07.980 --> 00:04:09.740]  留心你的臉色
[00:04:09.740 --> 00:04:18.220]  我們說,人因爲外在環境的衝擊因素
[00:04:18.220 --> 00:04:21.980]  令到他刺激你
[00:04:21.980 --> 00:04:26.980]  令你發現你裏面的渴想、期待
[00:04:26.980 --> 00:04:31.460]  或者挫折等等的東西,是並發出來的
[00:04:31.460 --> 00:04:35.180]  這個就叫做情緒反應
[00:04:35.180 --> 00:04:37.300]  你有沒有情緒反應?
[00:04:37.300 --> 00:04:41.380]  好,沒有情緒反應的人不是人
[00:04:41.380 --> 00:04:45.180]  沒有情緒反應都是一種反應
[00:04:45.180 --> 00:04:47.900]  就是一種叫做沒有反應的反應,明白嗎?
[00:04:47.900 --> 00:04:50.860]  好,情緒反應我們就說
[00:04:50.860 --> 00:04:55.340]  有些人是向這個極的
[00:04:55.340 --> 00:04:58.220]  這兩個極不一定都是對的
[00:04:58.220 --> 00:05:00.780]  也不一定都是錯的
[00:05:00.780 --> 00:05:08.140]  這兩個極是什麼呢?噢!不開心啊!
[00:05:08.140 --> 00:05:09.980]  按下去
[00:05:09.980 --> 00:05:11.780]  自己?什麼?
[00:05:11.780 --> 00:05:13.580]  吞下去
[00:05:13.580 --> 00:05:15.460]  好,有多少人覺得自己是這樣的?
[00:05:15.460 --> 00:05:17.100]  舉起手
[00:05:17.100 --> 00:05:18.780]  舉高一點
[00:05:18.780 --> 00:05:21.380]  因爲你雖然吞情緒,你都可以舉高一點
[00:05:21.380 --> 00:05:23.580]  哇,反應快一點了,這次是朱家明
[00:05:23.580 --> 00:05:25.100]  吞下去
[00:05:25.100 --> 00:05:27.580]  好,那我就不會騷擾別人
[00:05:27.580 --> 00:05:29.580]  因爲我騷擾自己而已
[00:05:29.580 --> 00:05:31.580]  我吞下去而已
[00:05:31.580 --> 00:05:36.500]  有些人一吞下去,馬上就胃痛了
[00:05:36.500 --> 00:05:39.820]  有些人一吞下去,就頭痛了
[00:05:39.820 --> 00:05:43.220]  有些人一吞下去,晚上就睡不着了
[00:05:43.220 --> 00:05:47.180]  有些人吞下去,去不了大便
[00:05:47.180 --> 00:05:52.020]  意思是你吞下去的東西
[00:05:52.020 --> 00:05:54.300]  不會消化了
[00:05:54.300 --> 00:05:57.540]  它會從另外的渠道出來
[00:05:57.540 --> 00:06:01.020]  我覺得最慘的就是有些夫妻
[00:06:01.020 --> 00:06:04.060]  上次飛長途的時候,看了一部電影
[00:06:04.060 --> 00:06:06.540]  有一幕真的想哭
[00:06:06.540 --> 00:06:12.740]  明明是兒子在門外的房間
[00:06:12.740 --> 00:06:15.580]  看着他父母的那一幕
[00:06:15.580 --> 00:06:17.740]  太太很凝重
[00:06:17.740 --> 00:06:19.860]  很傷心
[00:06:19.860 --> 00:06:21.180]  很沮喪
[00:06:21.180 --> 00:06:23.180]  很多挫折,只是沒有眼淚
[00:06:23.180 --> 00:06:28.740]  就跟那個先生說,Mark,我想和你談一下
[00:06:28.740 --> 00:06:31.900]  那個先生繼續看報紙
[00:06:31.900 --> 00:06:37.780]  翹起腳,喫早餐,喝他的咖啡
[00:06:37.780 --> 00:06:40.340]  太太看着他
[00:06:40.340 --> 00:06:44.220]  哇,凝神看着他
[00:06:44.220 --> 00:06:47.340]  給點反應給我
[00:06:47.340 --> 00:06:49.420]  和我談一下
[00:06:49.420 --> 00:06:51.020]  有沒有反應?
[00:06:51.020 --> 00:06:53.540]  沒有
[00:06:53.540 --> 00:06:59.340]  你說,這個先生是不是屬於吞下去的人?
[00:06:59.340 --> 00:07:00.620]  是不是?
[00:07:00.620 --> 00:07:01.340]  是不是?
[00:07:01.340 --> 00:07:03.740]  他是吞下去的人
[00:07:03.740 --> 00:07:06.660]  不過,他影不影響人?
[00:07:06.660 --> 00:07:08.340]  影響人
[00:07:08.340 --> 00:07:10.260]  影響人
[00:07:10.260 --> 00:07:12.580]  哇,很難受
[00:07:12.580 --> 00:07:14.420]  兩夫妻
[00:07:14.420 --> 00:07:18.420]  如果有一個很想吵架
[00:07:18.420 --> 00:07:21.340]  有一個聽到吵架的聲音
[00:07:21.340 --> 00:07:22.780]  拼命吞
[00:07:22.780 --> 00:07:23.980]  拼命吞
[00:07:23.980 --> 00:07:25.500]  裏面還有一個信念
[00:07:25.500 --> 00:07:30.180]  媽媽說,吵架是不痛的
[00:07:30.180 --> 00:07:31.940]  那麼
[00:07:31.940 --> 00:07:35.020]  那個想吵架的,要死給他看
[00:07:35.020 --> 00:07:36.580]  撞到牆上
[00:07:36.580 --> 00:07:39.660]  因爲沒有對手
[00:07:39.660 --> 00:07:42.100]  所以,吞下去的人
[00:07:42.100 --> 00:07:43.700]  是傷害自己
[00:07:43.700 --> 00:07:45.620]  但是傷不傷害人?
[00:07:45.620 --> 00:07:46.740]  傷害人
[00:07:46.740 --> 00:07:48.660]  能不能解決問題?
[00:07:48.660 --> 00:07:50.820]  解決不了問題
[00:07:50.820 --> 00:07:54.020]  解決不了問題
[00:07:54.020 --> 00:07:55.020]  萬一
