
[00:00:00.000 --> 00:00:06.000]  我不知道大家能夠聽到甚麼或學到甚麼
[00:00:06.000 --> 00:00:09.000]  因為一說到宗教這個範疇的時候
[00:00:09.000 --> 00:00:11.000]  是很廣泛的
[00:00:11.000 --> 00:00:17.000]  同時也可以從很多個角度去看的
[00:00:17.000 --> 00:00:19.000]  所以我首先用少少時間說一說
[00:00:19.000 --> 00:00:23.000]  究竟我打算在接下來這幾次時間做甚麼
[00:00:23.000 --> 00:00:25.000]  如果你發覺我所說的
[00:00:25.000 --> 00:00:28.000]  跟你心目中不同的時候
[00:00:28.000 --> 00:00:30.000]  有些可惜
[00:00:30.000 --> 00:00:32.000]  你也要跟我說說
[00:00:32.000 --> 00:00:37.000]  一說到宗教的時候
[00:00:37.000 --> 00:00:40.000]  其實有一個專門的研究範圍是宗教學
[00:00:40.000 --> 00:00:43.000]  在宗教學裏面分很多類別
[00:00:43.000 --> 00:00:45.000]  我稍為說兩三類
[00:00:45.000 --> 00:00:47.000]  我說兩三類都不是
[00:00:47.000 --> 00:00:48.000]  那是甚麼呢
[00:00:48.000 --> 00:00:51.000]  很多時候人們看不同宗教的時候
[00:00:51.000 --> 00:00:53.000]  有一些所謂比較宗教學
[00:00:53.000 --> 00:00:55.000]  比較流行的
[00:00:55.000 --> 00:00:56.000]  比較不同的宗教
[00:00:56.000 --> 00:00:58.000]  他們之間的關係
[00:00:58.000 --> 00:01:00.000]  他們之間的發展
[00:01:00.000 --> 00:01:01.000]  在比較宗教裏面
[00:01:01.000 --> 00:01:04.000]  有兩個很大的派系
[00:01:04.000 --> 00:01:09.000]  一派系就是相信宗教是不斷發展中的
[00:01:09.000 --> 00:01:11.000]  從一個多神信仰
[00:01:11.000 --> 00:01:13.000]  慢慢就少到一個一神信仰
[00:01:13.000 --> 00:01:15.000]  慢慢至到不用神都可以
[00:01:15.000 --> 00:01:16.000]  慢慢是信仰
[00:01:16.000 --> 00:01:19.000]  這個是所謂宗教的大二文進化主義
[00:01:19.000 --> 00:01:20.000]  上下的影響
[00:01:20.000 --> 00:01:22.000]  另一派是剛好相反
[00:01:22.000 --> 00:01:25.000]  慢慢從少變回多
[00:01:25.000 --> 00:01:27.000]  第一個從多變回少
[00:01:27.000 --> 00:01:28.000]  第二個從少變回多
[00:01:28.000 --> 00:01:30.000]  說到在宗教裏面
[00:01:30.000 --> 00:01:32.000]  初頭的時候只有一個人
[00:01:32.000 --> 00:01:33.000]  相信一個神
[00:01:33.000 --> 00:01:35.000]  但慢慢時日轉變
[00:01:35.000 --> 00:01:38.000]  就越來越多不同類型的宗教出現
[00:01:38.000 --> 00:01:40.000]  即是說在進展過程裏面
[00:01:40.000 --> 00:01:41.000]  由少變多
[00:01:41.000 --> 00:01:44.000]  但兩者無論他怎樣看都好
[00:01:44.000 --> 00:01:46.000]  都有他自己很多的根據
[00:01:46.000 --> 00:01:52.000]  而這種看宗教的方法
[00:01:52.000 --> 00:01:56.000]  我覺得比較注重大家比較上的資料和來源
[00:01:56.000 --> 00:01:59.000]  而忽視了宗教本身的涵義和內容
[00:01:59.000 --> 00:02:02.000]  即是說你研究人和猴子的分別
[00:02:02.000 --> 00:02:05.000]  忽略了人的思想或猴子的感情
[00:02:05.000 --> 00:02:08.000]  只是研究外表的進化過程或退化過程
[00:02:08.000 --> 00:02:10.000]  而忽略了本身的涵義
[00:02:10.000 --> 00:02:12.000]  我就不會和大家做這些
[00:02:12.000 --> 00:02:14.000]  另外一度
[00:02:14.000 --> 00:02:17.000]  一個很大的宗教研究範疇
[00:02:17.000 --> 00:02:21.000]  就是研究宗教的心理現象
[00:02:21.000 --> 00:02:24.000]  或宗教心理學之類
[00:02:24.000 --> 00:02:25.000]  很多不同的名稱
[00:02:25.000 --> 00:02:29.000]  這門最重要是由
[00:02:29.000 --> 00:02:32.000]  Floydian
[00:02:32.000 --> 00:02:35.000]  或中文我不知道譯法
[00:02:35.000 --> 00:02:38.000]  由心理分析開始
[00:02:38.000 --> 00:02:40.000]  因為他整套的理論架構
[00:02:40.000 --> 00:02:41.000]  都是和宗教脫不開
[00:02:41.000 --> 00:02:43.000]  有很密切的關係
[00:02:43.000 --> 00:02:46.000]  他相信人心目中的神
[00:02:46.000 --> 00:02:48.000]  是從他心理裏面某些投射
[00:02:48.000 --> 00:02:49.000]  特別是他性角色裏面
[00:02:49.000 --> 00:02:51.000]  是發展出來的
[00:02:51.000 --> 00:02:53.000]  他亦從很多宗教
[00:02:53.000 --> 00:02:57.000]  因為Floyd除了是心理分析家之外
[00:02:57.000 --> 00:02:58.000]  他創作的那一盤之外
[00:02:58.000 --> 00:03:01.000]  他自己在宗教上也有很多研究和貢獻
[00:03:01.000 --> 00:03:04.000]  他覺得很多宗教裏面的活動
[00:03:04.000 --> 00:03:06.000]  宗教裏面的行為
[00:03:06.000 --> 00:03:09.000]  亦和那個人的心理或成長發展
[00:03:09.000 --> 00:03:11.000]  很有密切的關係
[00:03:11.000 --> 00:03:13.000]  例如很多宗教上
[00:03:13.000 --> 00:03:16.000]  或很多比較原始部落的宗教
[00:03:16.000 --> 00:03:18.000]  男或女到某些年紀
[00:03:18.000 --> 00:03:20.000]  會有一個所謂入會的儀式
[00:03:20.000 --> 00:03:21.000]  不是說我們那些黑社會入會
[00:03:21.000 --> 00:03:23.000]  其實兩者都有相似的關係
[00:03:23.000 --> 00:03:25.000]  即是說男到某些年紀
[00:03:25.000 --> 00:03:26.000]  要有某些儀式
[00:03:26.000 --> 00:03:27.000]  過了這個儀式之後
[00:03:27.000 --> 00:03:30.000]  就可以成為一個成人
[00:03:30.000 --> 00:03:31.000]  在社會上有地位
[00:03:31.000 --> 00:03:32.000]  這是宗教儀式
[00:03:32.000 --> 00:03:34.000]  但從心理的發展角度
[00:03:34.000 --> 00:03:36.000]  這個儀式本身使一個人
[00:03:36.000 --> 00:03:39.000]  肯定了他自己在社區裏面的性角色
[00:03:39.000 --> 00:03:41.000]  男或女
[00:03:41.000 --> 00:03:43.000]  而這個性角色和社會的地位
[00:03:43.000 --> 00:03:45.000]  有直接的關係
[00:03:45.000 --> 00:03:47.000]  另外一些很多的行為
[00:03:47.000 --> 00:03:49.000]  宗教是否心理的投射
[00:03:49.000 --> 00:03:52.000]  我們抽取很多文革宗教現象
[00:03:52.000 --> 00:03:54.000]  都清楚有這個可能性
[00:03:54.000 --> 00:03:55.000]  例如前派經籍
[00:03:55.000 --> 00:03:56.000]  不知是誰把他打笑
[00:03:56.000 --> 00:03:57.000]  看人打笑人
[00:03:57.000 --> 00:03:58.000]  不是打笑人
[00:03:58.000 --> 00:03:59.000]  打笑人這樣
[00:03:59.000 --> 00:04:01.000]  打笑人是一個很簡單的行動
[00:04:01.000 --> 00:04:04.000]  但如果我們分析他整個步驟的過程
[00:04:04.000 --> 00:04:06.000]  是一個很複雜的宗教禮儀
[00:04:06.000 --> 00:04:08.000]  每個過程當中
[00:04:08.000 --> 00:04:09.000]  就是把那個人
[00:04:09.000 --> 00:04:12.000]  心目中一些壓抑的仇恨對象
[00:04:12.000 --> 00:04:15.000]  藉著他宗教投射的過程
[00:04:15.000 --> 00:04:20.000]  不知大家有看過打笑人嗎
[00:04:20.000 --> 00:04:22.000]  不知是誰光顧過
[00:04:22.000 --> 00:04:23.000]  可能是以前
[00:04:23.000 --> 00:04:25.000]  我知道那次看的時候
[00:04:25.000 --> 00:04:27.000]  如果打一個就五萬元
[00:04:27.000 --> 00:04:29.000]  在中放假兩個就八十元
[00:04:29.000 --> 00:04:30.000]  有個八折
[00:04:30.000 --> 00:04:32.000]  不知三個有多少我就不知道
[00:04:32.000 --> 00:04:34.000]  在打的過程中
[00:04:34.000 --> 00:04:36.000]  你會發覺他裏面有些東西
[00:04:36.000 --> 00:04:38.000]  例如一包小血
[00:04:38.000 --> 00:04:39.000]  打的時候他唸的
[00:04:39.000 --> 00:04:40.000]  你知道那個婆婆說甚麼
[00:04:40.000 --> 00:04:43.000]  打到你一頭血一身血
[00:04:43.000 --> 00:04:45.000]  然後有把刀
[00:04:45.000 --> 00:04:47.000]  刀裏面如果你請他打
[00:04:47.000 --> 00:04:48.000]  他就有一把小刀
[00:04:48.000 --> 00:04:49.000]  剁那塊血
[00:04:49.000 --> 00:04:50.000]  如果你自己打
[00:04:50.000 --> 00:04:51.000]  省下五萬元
[00:04:51.000 --> 00:04:53.000]  他就有一把石子做的小刀
[00:04:53.000 --> 00:04:55.000]  無論刀或血
[00:04:55.000 --> 00:04:56.000]  都是一個記號
[00:04:56.000 --> 00:04:57.000]  一個宗教記號
[00:04:57.000 --> 00:04:58.000]  或者一個心理上
[00:04:58.000 --> 00:05:00.000]  需要投射的記號
