
[00:00:00.000 --> 00:00:03.000]  我是誰 你是誰
[00:00:03.000 --> 00:00:08.000]  我中學的時代 我剛剛升高中的時候
[00:00:08.000 --> 00:00:11.000]  我的校長說 用英語
[00:00:11.000 --> 00:00:14.000]  We are only a speck of dust in the universe
[00:00:14.000 --> 00:00:20.000]  我只是宇宙中的一粒塵
[00:00:20.000 --> 00:00:25.000]  但是我今天很肯定地說 我不是
[00:00:25.000 --> 00:00:30.000]  我也是 但是我是哪一位
[00:00:30.000 --> 00:00:34.000]  自有 永有 落在 永在
[00:00:34.000 --> 00:00:37.000]  Elohim 耶和華
[00:00:37.000 --> 00:00:40.000]  我祖宗的上帝 亞伯拉罕的上帝
[00:00:40.000 --> 00:00:43.000]  以薩的上帝 雅各的上帝
[00:00:43.000 --> 00:00:46.000]  威嚴公義聖潔至高至大
[00:00:46.000 --> 00:00:49.000]  那一位創造天地萬物的主
[00:00:49.000 --> 00:00:55.000]  掌管天地萬物的主宰的孩子
[00:00:55.000 --> 00:01:00.000]  這是我 你呢
[00:01:00.000 --> 00:01:03.000]  我不是一粒塵
[00:01:03.000 --> 00:01:06.000]  不是宇宙中的一粒塵
[00:01:06.000 --> 00:01:08.000]  我的校長不知道在哪裡
[00:01:08.000 --> 00:01:12.000]  但是我很肯定的 我今天不只是一粒塵
[00:01:12.000 --> 00:01:17.000]  我是這個天地萬物主宰的孩子
[00:01:17.000 --> 00:01:18.000]  這是我的身份
[00:01:18.000 --> 00:01:22.000]  其實今天很多心理學家 社會工作者
[00:01:22.000 --> 00:01:24.000]  甚至很多政治家
[00:01:24.000 --> 00:01:28.000]  都在處理我們人與人之間很多的問題
[00:01:28.000 --> 00:01:31.000]  一個最大的問題是什麼
[00:01:31.000 --> 00:01:34.000]  身份危機
[00:01:34.000 --> 00:01:37.000]  這個身份危機使到我們不知道我們是誰
[00:01:37.000 --> 00:01:40.000]  不認識自己 不認識他人
[00:01:40.000 --> 00:01:42.000]  所以今天造成很多問題
[00:01:42.000 --> 00:01:45.000]  所以今天你看小孩子 你認我多
[00:01:45.000 --> 00:01:47.000]  小孩子打架
[00:01:47.000 --> 00:01:49.000]  跟自己的兄弟姐妹打架
[00:01:49.000 --> 00:01:51.000]  跟自己的同學打架
[00:01:51.000 --> 00:01:53.000]  為什麼
[00:01:53.000 --> 00:01:55.000]  我要我
[00:01:55.000 --> 00:01:57.000]  自己
[00:01:57.000 --> 00:01:58.000]  為什麼
[00:01:58.000 --> 00:02:00.000]  少年人是這樣
[00:02:00.000 --> 00:02:01.000]  中年人是這樣
[00:02:01.000 --> 00:02:02.000]  青年人是這樣
[00:02:02.000 --> 00:02:03.000]  年老人會不會這樣
[00:02:03.000 --> 00:02:06.000]  我相信還是會這樣
[00:02:06.000 --> 00:02:08.000]  一直不停止
[00:02:08.000 --> 00:02:11.000]  除非我們很清楚的認識
[00:02:11.000 --> 00:02:13.000]  我知道我是誰
[00:02:13.000 --> 00:02:18.000]  我是那一位創造天地萬物主宰的孩子
[00:02:18.000 --> 00:02:20.000]  你說林牧師 你憑什麼
[00:02:20.000 --> 00:02:21.000]  我憑一句話
[00:02:21.000 --> 00:02:24.000]  約翰福音第1章第12節
[00:02:24.000 --> 00:02:27.000]  凡接待他就是耶穌基督
[00:02:27.000 --> 00:02:30.000]  凡接待他就是信他名的人
[00:02:30.000 --> 00:02:36.000]  他就賜他們權柄做神或者天父上帝的兒女
[00:02:36.000 --> 00:02:37.000]  憑這一句話
[00:02:37.000 --> 00:02:40.000]  我是他的孩子
[00:02:40.000 --> 00:02:42.000]  各位 你呢
[00:02:42.000 --> 00:02:44.000]  這個人不是從血氣生的
[00:02:44.000 --> 00:02:45.000]  不是從情意生的
[00:02:45.000 --> 00:02:47.000]  也不是從仁義生的
[00:02:47.000 --> 00:02:50.000]  乃是從上帝生的
[00:02:50.000 --> 00:02:51.000]  這個很重要
[00:02:51.000 --> 00:02:52.000]  我們在地上
[00:02:52.000 --> 00:02:56.000]  我可以是我太太的丈夫
[00:02:56.000 --> 00:02:59.000]  是我爸爸我媽媽的孩子
[00:02:59.000 --> 00:03:01.000]  是我的哥哥的弟弟
[00:03:01.000 --> 00:03:03.000]  是我姐姐的弟弟
[00:03:03.000 --> 00:03:05.000]  是我妹妹的哥哥
[00:03:05.000 --> 00:03:07.000]  我弟弟的哥哥
[00:03:07.000 --> 00:03:11.000]  還有我的表弟表妹等等很多
[00:03:11.000 --> 00:03:13.000]  這是身份
[00:03:13.000 --> 00:03:15.000]  這是在地上的
[00:03:15.000 --> 00:03:18.000]  萬物是藉著他造的
[00:03:18.000 --> 00:03:20.000]  凡被造的
[00:03:20.000 --> 00:03:23.000]  沒有一樣不是藉著他造的
[00:03:23.000 --> 00:03:25.000]  生命在他裡頭
[00:03:25.000 --> 00:03:27.000]  這生命就是人的光
[00:03:27.000 --> 00:03:28.000]  就是因為這一點
[00:03:28.000 --> 00:03:30.000]  我在靈裡面
[00:03:30.000 --> 00:03:35.000]  我是創造天地萬物主宰的孩子
[00:03:35.000 --> 00:03:36.000]  這個不同
[00:03:36.000 --> 00:03:38.000]  再也不是一粒灰塵了
[00:03:38.000 --> 00:03:40.000]  這個憑據很重要
[00:03:40.000 --> 00:03:42.000]  我們有這個憑據嗎
[00:03:42.000 --> 00:03:43.000]  如果有的話我恭喜你
[00:03:43.000 --> 00:03:44.000]  如果沒有的話
[00:03:44.000 --> 00:03:46.000]  好好的思考
[00:03:46.000 --> 00:03:49.000]  其實
[00:03:49.000 --> 00:03:50.000]  這個非常重要的是
[00:03:50.000 --> 00:03:52.000]  道成了肉身
[00:03:52.000 --> 00:03:54.000]  這個道又是什麼呢
[00:03:54.000 --> 00:03:56.000]  我們今天所講的
[00:03:56.000 --> 00:03:57.000]  太初有道
[00:03:57.000 --> 00:04:00.000]  這個道是什麼東西
[00:04:00.000 --> 00:04:01.000]  憑這個道
[00:04:01.000 --> 00:04:06.000]  我今天是做個天地萬物主宰的孩子
[00:04:06.000 --> 00:04:07.000]  其實如果我們觀看
[00:04:07.000 --> 00:04:09.000]  我們過去歷代以來
[00:04:09.000 --> 00:04:10.000]  多少的歷史學家
[00:04:10.000 --> 00:04:11.000]  多少的思想家
[00:04:11.000 --> 00:04:12.000]  哲學家
[00:04:12.000 --> 00:04:13.000]  多少的宗教學家
[00:04:13.000 --> 00:04:14.000]  多少的科學家
[00:04:14.000 --> 00:04:16.000]  文學家
[00:04:16.000 --> 00:04:18.000]  他們費盡多少的心機
[00:04:18.000 --> 00:04:21.000]  嘔心瀝血的
[00:04:21.000 --> 00:04:22.000]  找到的是什麼
[00:04:22.000 --> 00:04:24.000]  今天還是一個謎
[00:04:24.000 --> 00:04:25.000]  如果你不相信
[00:04:25.000 --> 00:04:27.000]  你可以繼續的看
[00:04:27.000 --> 00:04:29.000]  我一個很敬佩的一個
[00:04:29.000 --> 00:04:31.000]  古代的一個文人
[00:04:31.000 --> 00:04:33.000]  我相信大家都認識的
[00:04:33.000 --> 00:04:35.000]  我中學時代我看了他的
[00:04:35.000 --> 00:04:36.000]  只是一句話
[00:04:36.000 --> 00:04:38.000]  我說哇這個人很偉大
[00:04:38.000 --> 00:04:41.000]  人生自古誰無死
[00:04:41.000 --> 00:04:44.000]  留取丹心造漢卿
