
[00:00:00.000 --> 00:00:03.000]  讀一段聖經 約翰福音三章十六節
[00:00:03.000 --> 00:00:05.280]  我們收集一同來念
[00:00:05.280 --> 00:00:09.200]  神愛世人 甚至將他的獨生子賜給他們
[00:00:09.200 --> 00:00:13.200]  教一切信他的 不致滅亡 反得永生
[00:00:13.200 --> 00:00:14.200]  再讀一遍來
[00:00:14.200 --> 00:00:18.200]  神愛世人 甚至將他的獨生子賜給他們
[00:00:18.200 --> 00:00:22.200]  教一切信他的 不致滅亡 反得永生
[00:00:22.200 --> 00:00:25.400]  聖誕節是一個充滿歡樂的節期
[00:00:25.400 --> 00:00:29.800]  到處充滿了歡樂的笑聲跟歌聲
[00:00:29.800 --> 00:00:32.800]  但我們常常卻忘記了
[00:00:32.800 --> 00:00:34.800]  在聖誕故事的背後
[00:00:34.800 --> 00:00:37.800]  卻是上帝偉大的犧牲
[00:00:37.800 --> 00:00:40.800]  你知道在我還沒有孩子以前
[00:00:40.800 --> 00:00:43.800]  每一次我看見馬槽聖嬰的景象
[00:00:43.800 --> 00:00:46.800]  都覺得真的美極了
[00:00:46.800 --> 00:00:48.800]  上面一個小小的馬槽
[00:00:48.800 --> 00:00:51.800]  馬槽上面有聖嬰主耶穌基督
[00:00:51.800 --> 00:00:54.800]  旁邊有牛有馬
[00:00:54.800 --> 00:00:57.800]  然後有美麗的聖誕音樂在旁邊
[00:00:57.800 --> 00:01:01.800]  你看見這個景象覺得美極了
[00:01:01.800 --> 00:01:02.800]  可是自從有小孩之後呢
[00:01:02.800 --> 00:01:06.800]  就對馬槽聖嬰有完全不一樣的感覺
[00:01:06.800 --> 00:01:08.800]  我相信我們有孩子的父母
[00:01:08.800 --> 00:01:10.800]  我們都有這樣的經驗
[00:01:10.800 --> 00:01:12.800]  孩子還沒出生以前呢
[00:01:12.800 --> 00:01:15.800]  我們都早就預備好一切了不是嗎
[00:01:15.800 --> 00:01:17.800]  嬰兒用品 嬰兒床
[00:01:17.800 --> 00:01:20.800]  上面還有音樂中滿床的玩具
[00:01:20.800 --> 00:01:24.800]  當然都是父母自己喜歡玩的玩具
[00:01:24.800 --> 00:01:27.800]  孩子還不會吃飯已經羔義都準備好了
[00:01:27.800 --> 00:01:28.800]  孩子還不會走路
[00:01:28.800 --> 00:01:31.800]  學步車早就買好了
[00:01:31.800 --> 00:01:32.800]  我相信沒有一個父母
[00:01:32.800 --> 00:01:37.800]  是你希望你的兒女是生在馬槽裡
[00:01:37.800 --> 00:01:40.800]  馬槽聖嬰的景象雖然美麗
[00:01:40.800 --> 00:01:42.800]  但如果上面躺的是你的孩子
[00:01:42.800 --> 00:01:44.800]  那就不大美麗了
[00:01:44.800 --> 00:01:48.800]  想想看如果對我們來講都這麼困難
[00:01:48.800 --> 00:01:52.800]  那更何況我們全能付上帝呢
[00:01:52.800 --> 00:01:56.800]  馬槽聖嬰當你看見這個景象的時候
[00:01:56.800 --> 00:01:59.800]  就代表了上帝的愛
[00:01:59.800 --> 00:02:02.800]  那是偉大的犧牲的愛
[00:02:02.800 --> 00:02:06.800]  不只是父神有偉大犧牲的愛
[00:02:06.800 --> 00:02:08.800]  甚至耶穌基督自己
[00:02:08.800 --> 00:02:11.800]  也甘願離開天上的榮華
[00:02:11.800 --> 00:02:16.800]  從天降下來到這樣一個卑微的世界
[00:02:16.800 --> 00:02:20.800]  我就想起十幾年前當我第一次去非洲
[00:02:20.800 --> 00:02:22.800]  當我到了村落去步道
[00:02:22.800 --> 00:02:25.800]  住進村落裡面的旅館的時候
[00:02:25.800 --> 00:02:27.800]  真的一走進去
[00:02:27.800 --> 00:02:30.800]  那個日光燈是一閃一閃的
[00:02:30.800 --> 00:02:34.800]  那個洗手台是蟑螂爬來爬去
[00:02:34.800 --> 00:02:37.800]  那個毛巾是又黃又黑
[00:02:37.800 --> 00:02:39.800]  你都不知道到底洗過沒有
[00:02:39.800 --> 00:02:41.800]  站在毛巾前面
[00:02:41.800 --> 00:02:43.800]  你在考慮到底要不要用
[00:02:43.800 --> 00:02:45.800]  敢不敢用啊
[00:02:45.800 --> 00:02:46.800]  打開床單
[00:02:46.800 --> 00:02:49.800]  你都不知道裡面有什麼蟲在裡面
[00:02:49.800 --> 00:02:52.800]  每天晚上睡覺以前我要考慮半天
[00:02:52.800 --> 00:02:54.800]  到底要不要躺下去
[00:02:54.800 --> 00:02:56.800]  掙扎半天
[00:02:56.800 --> 00:02:59.800]  我就想到光是去非洲一個村落
[00:02:59.800 --> 00:03:02.800]  對我們都這麼的困難
[00:03:02.800 --> 00:03:04.800]  更何況耶穌基督
[00:03:04.800 --> 00:03:07.800]  祂願意離開天上的榮華
[00:03:07.800 --> 00:03:09.800]  能夠來到這個世界
[00:03:09.800 --> 00:03:11.800]  不只是偶爾探訪一下
[00:03:11.800 --> 00:03:12.800]  不是
[00:03:12.800 --> 00:03:16.800]  而是埋藏在人間
[00:03:16.800 --> 00:03:19.800]  走在人群中間
[00:03:19.800 --> 00:03:22.800]  生活在人群中間
[00:03:22.800 --> 00:03:25.800]  去服侍那些需要的人群
[00:03:25.800 --> 00:03:28.800]  去愛那些不被愛的人
[00:03:28.800 --> 00:03:30.800]  每當我想到主的愛
[00:03:30.800 --> 00:03:33.800]  那真是何等長闊高深
[00:03:33.800 --> 00:03:37.800]  約翰福音三章十六節講到神愛世人
[00:03:37.800 --> 00:03:40.800]  你知道我很喜歡英文的翻譯
[00:03:40.800 --> 00:03:43.800]  英文不只講到神愛世人
[00:03:43.800 --> 00:03:46.800]  也講到God so love the world
[00:03:46.800 --> 00:03:50.800]  我覺得那個字這麼清楚的描寫到
