
[00:00:00.000 --> 00:00:03.000]  祝你們平安,我們再一起祈禱
[00:00:03.000 --> 00:00:09.000]  我們感謝你的恩典,讓我們在主耶穌的清晨可以在這裡聚集
[00:00:09.000 --> 00:00:12.000]  可以藉著你的話語思想
[00:00:12.000 --> 00:00:16.000]  以利亞的人生,也都反省自己的人生
[00:00:16.000 --> 00:00:19.000]  求聖靈幫助我們,讓我們得著激勵
[00:00:19.000 --> 00:00:22.000]  奉耶穌基督的名祈禱,阿們
[00:00:22.000 --> 00:00:28.000]  我們今天是講以利亞先知系列的最後一講
[00:00:28.000 --> 00:00:33.000]  剛才我們已經聽到讀經員讀過今天的經文
[00:00:33.000 --> 00:00:36.000]  是有關先知以利亞離世的事
[00:00:36.000 --> 00:00:41.000]  先知以利亞雖然不像一般人一樣離世
[00:00:41.000 --> 00:00:46.000]  但是我們都可以從他的生平做一個全面的反省
[00:00:46.000 --> 00:00:51.000]  所以今天我講到的講題是一生可救
[00:00:51.000 --> 00:00:55.000]  希望藉著反省以利亞先知的生平
[00:00:55.000 --> 00:00:59.000]  提醒我們在有限的人生裏面
[00:00:59.000 --> 00:01:02.000]  追求的是有限的事物
[00:01:02.000 --> 00:01:06.000]  還是無限永恆的事物呢?
[00:01:06.000 --> 00:01:09.000]  先讓我們歐繪一下聖經記載了
[00:01:09.000 --> 00:01:12.000]  以利亞先知的生平大綱
[00:01:12.000 --> 00:01:16.000]  由廖皇紀十七章開始
[00:01:16.000 --> 00:01:22.000]  十七章第一節記載到以利亞是向阿哈王宣告
[00:01:22.000 --> 00:01:25.000]  上主要以旱災懲罰以色列
[00:01:25.000 --> 00:01:30.000]  接著二到十八節就叫以利亞是要隱藏你來
[00:01:30.000 --> 00:01:32.000]  十九節二十四節
[00:01:32.000 --> 00:01:36.000]  以利亞行神蹟使寡婦的兒子死而復生
[00:01:36.000 --> 00:01:40.000]  接著在廖皇紀十八章一至十九節
[00:01:40.000 --> 00:01:42.000]  以利亞又向阿哈顯現
[00:01:42.000 --> 00:01:47.000]  吩咐他要叫所有巴力的先知去加密山
[00:01:47.000 --> 00:01:52.000]  然後在二十節到四十節在加密山上
[00:01:52.000 --> 00:01:55.000]  以利亞祈禱求上主降火
[00:01:55.000 --> 00:01:57.000]  燒了那些祭物
[00:01:57.000 --> 00:02:02.000]  並且後來審判了四百五十位巴力的先知
[00:02:02.000 --> 00:02:06.000]  然後十八章最後一段
[00:02:06.000 --> 00:02:08.000]  就記載以利亞祈禱下雨
[00:02:08.000 --> 00:02:11.000]  解除了旱災
[00:02:11.000 --> 00:02:14.000]  接著下一章
[00:02:14.000 --> 00:02:17.000]  廖皇紀十九節一至八節
[00:02:17.000 --> 00:02:20.000]  記載以利亞逃跑到河列山
[00:02:20.000 --> 00:02:22.000]  在九節到十八節
[00:02:22.000 --> 00:02:24.000]  上主向以利亞顯現
[00:02:24.000 --> 00:02:26.000]  並且給他有新的任務
[00:02:26.000 --> 00:02:29.000]  接著十九節到廿一節
[00:02:29.000 --> 00:02:32.000]  就記載以利亞離開河列山
[00:02:32.000 --> 00:02:35.000]  去執行任務
[00:02:35.000 --> 00:02:38.000]  在廖皇紀二十一章
[00:02:38.000 --> 00:02:42.000]  一章十六節和二十二章
[00:02:42.000 --> 00:02:45.000]  就沒有記載關於以利亞的事
[00:02:45.000 --> 00:02:48.000]  因為廖皇紀主要不是以利亞傳
[00:02:48.000 --> 00:02:50.000]  是記載皇帝的事
[00:02:50.000 --> 00:02:53.000]  但是在皇上二十一章十七至廿八節
[00:02:53.000 --> 00:02:55.000]  以利亞又奉命
[00:02:55.000 --> 00:02:58.000]  去向阿哈宣佈上主的審判
[00:02:58.000 --> 00:03:01.000]  接著就落到廖皇紀下
[00:03:01.000 --> 00:03:04.000]  一章三至八節
[00:03:04.000 --> 00:03:08.000]  以利亞向阿哈王的兒子阿哈謝
[00:03:08.000 --> 00:03:11.000]  傳上帝的審判的信息
[00:03:11.000 --> 00:03:13.000]  接著十九至十二節
[00:03:13.000 --> 00:03:16.000]  我們看到以利亞祈禱上主降火
[00:03:16.000 --> 00:03:20.000]  就燒死了阿哈謝王派去捉拿
[00:03:20.000 --> 00:03:24.000]  以利亞的一百名士兵
[00:03:24.000 --> 00:03:27.000]  因為他們藐視先知
[00:03:27.000 --> 00:03:30.000]  在廖皇紀下一章十三至十八節
[00:03:30.000 --> 00:03:32.000]  以利亞就沒有祈禱降火
[00:03:32.000 --> 00:03:34.000]  燒死第三位軍官
[00:03:34.000 --> 00:03:39.000]  並且去見阿哈謝宣判
[00:03:39.000 --> 00:03:42.000]  阿哈謝一定死
[00:03:42.000 --> 00:03:46.000]  我們看到今天這段經文
[00:03:46.000 --> 00:03:49.000]  廖皇紀下二章一至十八節
[00:03:49.000 --> 00:03:51.000]  以利亞被接聲
[00:03:51.000 --> 00:03:53.000]  他的生命就結束了
[00:03:53.000 --> 00:03:56.000]  從這個分析來看
[00:03:56.000 --> 00:04:00.000]  以利亞的平生可以分為三大段
[00:04:00.000 --> 00:04:02.000]  第一段就是他年輕的時期
[00:04:02.000 --> 00:04:04.000]  他肯定是被上帝呼召
[00:04:04.000 --> 00:04:08.000]  要他向阿哈宣佈旱災的信息
[00:04:08.000 --> 00:04:12.000]  是對以色列國審判的信息
[00:04:12.000 --> 00:04:15.000]  其實做這個工作是有生命危險的
[00:04:15.000 --> 00:04:17.000]  因為阿哈是皇帝
[00:04:17.000 --> 00:04:21.000]  他是有權將以利亞殺死的
[00:04:21.000 --> 00:04:25.000]  但是以利亞是忠心照拜
[00:04:25.000 --> 00:04:28.000]  後來阿哈要找他
[00:04:28.000 --> 00:04:31.000]  上帝要他躲起來
[00:04:31.000 --> 00:04:34.000]  躲起來三年不要被阿哈找到
[00:04:34.000 --> 00:04:38.000]  跪隱了三年以後
[00:04:38.000 --> 00:04:41.000]  以利亞就要出來被阿哈看到了
[00:04:41.000 --> 00:04:45.000]  當然這一次是要阿哈找出你的巴律才知道
[00:04:45.000 --> 00:04:48.000]  我們一起去加穆山決戰
[00:04:48.000 --> 00:04:53.000]  要給人民看看哪一個才是上帝
[00:04:53.000 --> 00:04:57.000]  才是那位天地的主
[00:04:57.000 --> 00:05:00.000]  我們大概都記得那個比拼
[00:05:00.000 --> 00:05:01.000]  就是獻祭物
[00:05:01.000 --> 00:05:03.000]  結果以利亞祈禱之後
[00:05:03.000 --> 00:05:05.000]  就從天上降火
[00:05:05.000 --> 00:05:07.000]  燒了那些祭物之後
[00:05:07.000 --> 00:05:08.000]  人民就認識了
[00:05:08.000 --> 00:05:10.000]  只有耶和華是上帝
[00:05:10.000 --> 00:05:13.000]  以利亞就吩咐那些人民
[00:05:13.000 --> 00:05:15.000]  要殺光所有巴律才知道
[00:05:15.000 --> 00:05:19.000]  這個是對巴律才知道的審判
[00:05:19.000 --> 00:05:21.000]  但是當以利亞得勝之後
[00:05:21.000 --> 00:05:23.000]  就受到耶穌在別的威脅
[00:05:23.000 --> 00:05:24.000]  要殺他的時候
[00:05:24.000 --> 00:05:27.000]  他情緒好像突然很低落
[00:05:27.000 --> 00:05:29.000]  他就要逃亡
[00:05:29.000 --> 00:05:31.000]  但是上帝是知道
[00:05:31.000 --> 00:05:34.000]  他想要去的地方是荷麗山
[00:05:34.000 --> 00:05:36.000]  上帝沒有責備他
[00:05:36.000 --> 00:05:38.000]  反而提供一些飲食給他
[00:05:38.000 --> 00:05:40.000]  讓他有力氣
[00:05:40.000 --> 00:05:44.000]  可以走四十晝夜去到荷麗山
[00:05:44.000 --> 00:05:45.000]  在那裡
[00:05:45.000 --> 00:05:48.000]  上帝也先讓他睡一覺
[00:05:48.000 --> 00:05:51.000]  第二天才跟他說話
[00:05:51.000 --> 00:05:53.000]  當上帝開始跟他說話的時候
[00:05:53.000 --> 00:05:56.000]  第一句話是一個問題
[00:05:56.000 --> 00:05:57.000]  以利亞
[00:05:57.000 --> 00:06:00.000]  你在這裡做什麼
[00:06:00.000 --> 00:06:02.000]  這個問題
[00:06:02.000 --> 00:06:04.000]  是要以利亞想一想
[00:06:04.000 --> 00:06:07.000]  他的人生目的是什麼
[00:06:07.000 --> 00:06:11.000]  是要追求自我的榮耀嗎
[00:06:11.000 --> 00:06:14.000]  以利亞就趁著這個機會
[00:06:14.000 --> 00:06:17.000]  也跟上帝盡訴心中情
[00:06:17.000 --> 00:06:18.000]  他回答說
[00:06:18.000 --> 00:06:21.000]  我是耶和華萬鈞的上帝
[00:06:21.000 --> 00:06:22.000]  大發熱心
[00:06:22.000 --> 00:06:25.000]  因為以色列人背棄了你的約
[00:06:25.000 --> 00:06:26.000]  毀壞了你的壇
[00:06:26.000 --> 00:06:28.000]  縱容刀殺了你的先知
[00:06:28.000 --> 00:06:30.000]  現在只剩下我一個人
[00:06:30.000 --> 00:06:33.000]  他們還要追殺我
[00:06:33.000 --> 00:06:35.000]  他很可能認為
[00:06:35.000 --> 00:06:39.000]  既然他是為上帝大發熱心的先知
[00:06:39.000 --> 00:06:42.000]  就應該得到人民的尊重
[00:06:42.000 --> 00:06:45.000]  現在竟然被人追殺
[00:06:45.000 --> 00:06:47.000]  只不過當他逃亡的時候
[00:06:47.000 --> 00:06:51.000]  他也曾經向上帝求死
[00:06:51.000 --> 00:06:54.000]  因為他覺得自己好像一事無成
[00:06:54.000 --> 00:06:58.000]  不能比以前的先知更厲害
[00:06:58.000 --> 00:07:01.000]  上主就叫你出來
[00:07:01.000 --> 00:07:03.000]  站在山上
[00:07:03.000 --> 00:07:05.000]  站在耶和華面前
[00:07:05.000 --> 00:07:07.000]  聖經記載
[00:07:07.000 --> 00:07:11.000]  他用外衣蒙臉出來站在洞口
[00:07:11.000 --> 00:07:15.000]  為什麼要用外衣蒙臉呢
[00:07:15.000 --> 00:07:18.000]  我相信由於猶太人
[00:07:18.000 --> 00:07:24.000]  他相信活人不能見上帝的面
[00:07:24.000 --> 00:07:26.000]  所以他就用外衣蒙臉
[00:07:26.000 --> 00:07:27.000]  遮住了
[00:07:27.000 --> 00:07:30.000]  不敢直望上帝
[00:07:30.000 --> 00:07:34.000]  但是在《遼皇紀》第十九章十一至十二節
[00:07:34.000 --> 00:07:37.000]  記載在耶和華面前有烈風大作
[00:07:37.000 --> 00:07:38.000]  山崩石裂
[00:07:38.000 --> 00:07:40.000]  耶和華也不在風中
[00:07:40.000 --> 00:07:41.000]  風後有地震
[00:07:41.000 --> 00:07:43.000]  耶和華也不在其中
