
[00:00:00.000 --> 00:00:02.000]  《萬曆福音》二十五章
[00:00:02.000 --> 00:00:05.100]  講了三個比喻
[00:00:05.100 --> 00:00:08.420]  第一個比喻是十個童女的比喻
[00:00:08.420 --> 00:00:10.900]  這次我們去德國瑞士旅遊的時候
[00:00:10.900 --> 00:00:13.400]  有一間教堂給我們很深的印象
[00:00:13.400 --> 00:00:17.800]  原來教堂門口左右兩邊都刻了十個童女
[00:00:17.800 --> 00:00:19.200]  即是每邊五個
[00:00:19.200 --> 00:00:21.900]  有五個拿著油是很開心的
[00:00:21.900 --> 00:00:23.200]  因為新郎哥來
[00:00:23.200 --> 00:00:24.800]  他有油進去
[00:00:24.800 --> 00:00:28.400]  但另外那邊有些很不開心的人
[00:00:28.400 --> 00:00:30.700]  因為他們沒有好好準備
[00:00:30.700 --> 00:00:32.200]  於是被趕走
[00:00:32.200 --> 00:00:34.800]  我很少見到這樣的雕刻
[00:00:34.800 --> 00:00:38.000]  但在德國的教會我見到一張這樣的雕刻
[00:00:38.000 --> 00:00:39.600]  就是叫我們要警醒
[00:00:39.600 --> 00:00:41.600]  隨時預備煮回來
[00:00:41.600 --> 00:00:44.500]  第二個比喻就是上個月我所講的
[00:00:44.500 --> 00:00:46.200]  因典太沉重
[00:00:46.200 --> 00:00:48.400]  就是按材料受幹
[00:00:48.400 --> 00:00:50.600]  那個主人一個給五千
[00:00:50.600 --> 00:00:51.400]  一個給二千
[00:00:51.400 --> 00:00:52.500]  一個給一千
[00:00:52.500 --> 00:00:54.600]  有兩個很努力的工作
[00:00:54.600 --> 00:00:56.400]  賺取了更多
[00:00:56.400 --> 00:00:59.400]  於是主人就將更大的責任
[00:00:59.400 --> 00:01:01.300]  更多的事交給他們
[00:01:01.300 --> 00:01:02.800]  這個是因典
[00:01:02.800 --> 00:01:04.800]  但我說當你有因典的時候
[00:01:04.800 --> 00:01:07.600]  其實你更加的理大去沉重
[00:01:07.600 --> 00:01:10.600]  因為你的責任自然就會大了
[00:01:10.600 --> 00:01:13.600]  最後一個比喻就是今天我們要看的
[00:01:13.600 --> 00:01:16.700]  分為綿羊和山羊的比喻
[00:01:16.700 --> 00:01:19.900]  我們不斷都在講耶穌會再回來
[00:01:19.900 --> 00:01:21.900]  來審判這個世界
[00:01:21.900 --> 00:01:23.500]  我們一起理大去讀
[00:01:23.500 --> 00:01:26.600]  《馬太福音》二十五章的第三十一節
[00:01:26.600 --> 00:01:29.200]  《馬太福音》二十五章的第三十一節
[00:01:29.200 --> 00:01:30.600]  我們一起理大去讀出
[00:01:30.600 --> 00:01:33.700]  「當人子在他榮耀裡
[00:01:33.700 --> 00:01:36.700]  同著頌天使降臨的時候
[00:01:36.700 --> 00:01:39.800]  要坐在他榮耀的寶座上」
[00:01:39.800 --> 00:01:41.800]  夠了
[00:01:41.800 --> 00:01:43.800]  這裡很清楚理大去講到
[00:01:43.800 --> 00:01:47.600]  耶穌基督會再一次來到我們的當中
[00:01:47.600 --> 00:01:50.900]  耶穌來的時候就是要審判這個世界
[00:01:50.900 --> 00:01:54.500]  而且耶穌不只是在這段經文裡理大去宣告的
[00:01:54.500 --> 00:01:56.500]  在《馬太福音》第十六章的二十七節
[00:01:56.500 --> 00:01:57.500]  大家聽我讀出
[00:01:57.500 --> 00:02:00.000]  「人子在他父的榮耀裡
[00:02:00.000 --> 00:02:02.100]  同著重侍者降臨
[00:02:02.100 --> 00:02:06.500]  那時候他要照各人的行為報應各人」
[00:02:06.500 --> 00:02:08.500]  所以其實基督教都講報應的
[00:02:08.500 --> 00:02:09.700]  不要想著不講報應
[00:02:09.700 --> 00:02:11.500]  今天你在地上做什麼
[00:02:11.500 --> 00:02:13.500]  影響著你將來的生活
[00:02:13.500 --> 00:02:16.000]  而且神是要差派人
[00:02:16.000 --> 00:02:18.000]  來將人帶到祂的面前
[00:02:18.000 --> 00:02:23.700]  我們一起來看《馬太福音》二十五章的第三十二節
[00:02:23.700 --> 00:02:25.200]  第二十五章三十二節
[00:02:25.200 --> 00:02:26.200]  我們一起來讀出
[00:02:26.200 --> 00:02:29.700]  「萬民都要聚集在他面前
[00:02:29.700 --> 00:02:32.200]  他要把他們分別出來
[00:02:32.200 --> 00:02:36.200]  保障牧羊的分別綿羊山羊一般」
[00:02:36.200 --> 00:02:40.400]  這裡「萬民」的意思是指一切的民族
[00:02:40.400 --> 00:02:41.900]  一切國家的人
[00:02:41.900 --> 00:02:44.400]  要聚集到神的面前
[00:02:44.400 --> 00:02:46.900]  如果我們看英文聖經就會知道
[00:02:46.900 --> 00:02:48.900]  這個是未來式
[00:02:48.900 --> 00:02:50.400]  是未來會發生的
[00:02:50.400 --> 00:02:52.900]  而且是一個被動的詞句
[00:02:52.900 --> 00:02:55.400]  即是不是說那些人主動過來的
[00:02:55.400 --> 00:02:58.700]  原來有些人是被壓在神的面前的
[00:02:58.700 --> 00:02:59.700]  為什麼呢?
[00:02:59.700 --> 00:03:01.200]  很簡單舉個例子
[00:03:01.200 --> 00:03:02.400]  有個賊
[00:03:02.400 --> 00:03:06.200]  他會不會很自願地去自首去犯罪呢?
[00:03:06.200 --> 00:03:07.900]  很可能他都會逃避的
[00:03:07.900 --> 00:03:09.900]  因為面對這個審判的時候
[00:03:09.900 --> 00:03:12.900]  其實有些人是不想面對這個審判
[00:03:12.900 --> 00:03:15.400]  但是他沒辦法逃避
[00:03:15.400 --> 00:03:17.900]  神會差派使者把他壓出來
[00:03:17.900 --> 00:03:20.900]  好了,接著在末日的審判裡面
[00:03:20.900 --> 00:03:22.400]  他用了一個比喻
[00:03:22.400 --> 00:03:24.900]  就是將人分為兩大類
[00:03:24.900 --> 00:03:26.400]  就好像一些牧羊人
[00:03:26.400 --> 00:03:29.900]  把綿羊和山羊分出來的意思
[00:03:29.900 --> 00:03:31.400]  原來聖經裡面
[00:03:31.400 --> 00:03:33.900]  恆常都會用這些比喻
[00:03:33.900 --> 00:03:36.900]  來把好人和惡人分別出來
[00:03:36.900 --> 00:03:38.400]  在《以西傑書》裡面
[00:03:38.400 --> 00:03:40.400]  都同樣的有講到
[00:03:40.400 --> 00:03:43.900]  怎樣分這些肥羊和瘦羊
[00:03:43.900 --> 00:03:46.900]  不過《以西傑書》講的那些肥羊是什麼呢?
[00:03:46.900 --> 00:03:49.400]  就是講那些有權有位的人
[00:03:49.400 --> 00:03:52.400]  去剝奪別人那些的利益
[00:03:52.400 --> 00:03:53.900]  而致肥
[00:03:53.900 --> 00:03:55.400]  這些人要受審判
[00:03:55.400 --> 00:03:57.900]  而那些瘦的羊是什麼呢?
[00:03:57.900 --> 00:03:59.900]  就是指他們是被剝削
[00:03:59.900 --> 00:04:02.400]  神就會為他們伸張公義
[00:04:02.400 --> 00:04:04.400]  原來耶穌的年代裡面
[00:04:04.400 --> 00:04:06.400]  那些牧羊人怎麼看羊呢?
[00:04:06.400 --> 00:04:07.900]  就是在白天的時候
[00:04:07.900 --> 00:04:10.900]  就將羊放在一些空曠的地方裡面
[00:04:10.900 --> 00:04:12.900]  讓牠們來去休息
[00:04:12.900 --> 00:04:13.900]  你不記得耶穌
[00:04:13.900 --> 00:04:15.900]  他出生的時候
[00:04:15.900 --> 00:04:18.900]  天使是向牧羊人報信的
[00:04:18.900 --> 00:04:21.900]  但是到了黃昏日落的時候
[00:04:21.900 --> 00:04:24.900]  那些牧羊人就要將羊分開了
[00:04:24.900 --> 00:04:25.900]  有些是綿羊
[00:04:25.900 --> 00:04:27.900]  有些是山羊
[00:04:27.900 --> 00:04:28.900]  綿羊呢
[00:04:28.900 --> 00:04:30.900]  牠們是較為內寒的
[00:04:30.900 --> 00:04:34.900]  牠們能夠在一個空曠的環境裡面
[00:04:34.900 --> 00:04:36.900]  冷一點都不要緊
[00:04:36.900 --> 00:04:39.900]  所以就讓牠們在空曠的環境裡面休息
[00:04:39.900 --> 00:04:41.900]  所以今天我們穿的羊毛衣
[00:04:41.900 --> 00:04:43.900]  多數是綿羊的毛
[00:04:43.900 --> 00:04:44.900]  就不會是山羊
[00:04:44.900 --> 00:04:47.900]  山羊就沒有那麼內寒
[00:04:47.900 --> 00:04:49.900]  所以牠們會怕冷
[00:04:49.900 --> 00:04:53.900]  於是要將山羊放進山洞裡面
[00:04:53.900 --> 00:04:55.900]  或者室內裡面
[00:04:55.900 --> 00:04:57.900]  讓牠們來去過夜
[00:04:57.900 --> 00:04:59.900]  而綿羊的性格呢
[00:04:59.900 --> 00:05:01.900]  就較為溫馴
[00:05:01.900 --> 00:05:03.900]  山羊的性格呢
[00:05:03.900 --> 00:05:05.900]  就較為剛烈
[00:05:05.900 --> 00:05:07.900]  較為難馴服
[00:05:07.900 --> 00:05:09.900]  所以聖經往往用綿羊
[00:05:09.900 --> 00:05:11.900]  綿羊就代表好的
[00:05:11.900 --> 00:05:13.900]  山羊就代表壞的
[00:05:13.900 --> 00:05:15.900]  但是從外人的角度來看
[00:05:15.900 --> 00:05:17.900]  有時候綿羊和山羊是分不到的
[00:05:17.900 --> 00:05:19.900]  總之知道牠們就是羊
[00:05:19.900 --> 00:05:21.900]  就好像外國人都分不到我們亞洲人
[00:05:21.900 --> 00:05:23.900]  究竟是日本人還是韓國人
[00:05:23.900 --> 00:05:25.900]  還是中國人
[00:05:25.900 --> 00:05:26.900]  所以我們去外地的時候
[00:05:26.900 --> 00:05:27.900]  我們很清楚地跟他們說
[00:05:27.900 --> 00:05:29.900]  We are Kong Kong people
[00:05:29.900 --> 00:05:30.900]  我們很清楚地說
[00:05:30.900 --> 00:05:32.900]  第一我們經常都說我們是香港人
[00:05:32.900 --> 00:05:33.900]  人們會覺得
[00:05:33.900 --> 00:05:35.900]  哦 他們真的有點驚訝
[00:05:35.900 --> 00:05:37.900]  Yes we are more polite
[00:05:37.900 --> 00:05:39.900]  我們是較為有禮貌的
[00:05:39.900 --> 00:05:41.900]  我們經常都要去解釋給人聽
[00:05:41.900 --> 00:05:43.900]  我們是香港人
[00:05:43.900 --> 00:05:45.900]  今天有時候你都分辨不到
[00:05:45.900 --> 00:05:47.900]  哪些是綿羊
[00:05:47.900 --> 00:05:49.900]  哪些是山羊
[00:05:49.900 --> 00:05:51.900]  正如現在我們快要選舉了
[00:05:51.900 --> 00:05:53.900]  鼓勵大家看我今天寫了一篇文章
[00:05:53.900 --> 00:05:55.900]  是講怎樣去投票
[00:05:55.900 --> 00:05:57.900]  有時候你都分不到哪些
[00:05:57.900 --> 00:05:59.900]  真正是非建制的人
