
[00:00:00.000 --> 00:00:02.960]  很開心在大家當中分享整個話語
[00:00:02.960 --> 00:00:05.800]  我們可以開始之前我們一起同心祈禱
[00:00:05.800 --> 00:00:09.380]  親愛的主,我們感謝祢,祢的話語是很寶貴
[00:00:09.380 --> 00:00:11.560]  祢讓我們有祢寶貴的話語
[00:00:11.560 --> 00:00:13.540]  讓我們在當中有得著
[00:00:13.540 --> 00:00:16.700]  最後我們也求祢聖靈自由運行在我們當中
[00:00:16.700 --> 00:00:20.560]  幫助我們在祢的話語裏清楚處理自己的心意
[00:00:20.560 --> 00:00:23.940]  讓我們每一個人生命不單止聽到祢的話語
[00:00:23.940 --> 00:00:26.720]  都願將祢的話語成為我們生命的一部份
[00:00:26.720 --> 00:00:28.900]  等我們再一次踏入這個門口的時候
[00:00:28.900 --> 00:00:30.620]  我們的生命不再一樣
[00:00:30.620 --> 00:00:32.300]  願主祢以下施恩
[00:00:32.300 --> 00:00:34.860]  我們這樣祈禱奉耶穌基督的名字,阿們
[00:00:34.860 --> 00:00:37.860]  有一次我坐巴士
[00:00:37.860 --> 00:00:40.200]  坐巴士的時候
[00:00:40.200 --> 00:00:45.100]  對面坐了一個小朋友加上他的祖母
[00:00:45.100 --> 00:00:47.940]  他們兩個人說話很大聲
[00:00:47.940 --> 00:00:50.860]  我想在旁邊聽,想不聽也不行
[00:00:50.860 --> 00:00:53.700]  那個小朋友就跟祖母說
[00:00:53.700 --> 00:00:56.600]  「祖母,我下個星期日就來不了了」
[00:00:56.600 --> 00:01:00.340]  「因為我媽媽幫我報了一個班」
[00:01:00.340 --> 00:01:03.780]  「我要去學道理,所以我來不了祖母的家了」
[00:01:03.780 --> 00:01:06.120]  我聽到後就想
[00:01:06.120 --> 00:01:08.920]  「哦,星期日,那個小朋友要去學道理」
[00:01:08.920 --> 00:01:12.400]  「應該是哪間教會,可能是他媽媽幫他報了主教學」
[00:01:12.400 --> 00:01:15.420]  但後來聽了一陣子,發覺不是這樣的
[00:01:15.420 --> 00:01:19.740]  原來他參加了一個道教的
[00:01:19.740 --> 00:01:23.140]  道德經的學習班
[00:01:23.140 --> 00:01:25.900]  哇,我聽了很奇怪
[00:01:25.900 --> 00:01:29.460]  過往你以為星期日上教會,或者聽道理主要是學
[00:01:29.460 --> 00:01:31.940]  這些是基督教才會做的
[00:01:31.940 --> 00:01:34.580]  但發覺原來不是,有很多宗教
[00:01:34.580 --> 00:01:37.580]  其實他們都仿效基督教的一些做法
[00:01:37.580 --> 00:01:39.580]  在星期日,星期六日
[00:01:39.580 --> 00:01:43.360]  開辦一些不同的宗教班,幫他們去認識他們的宗教
[00:01:43.360 --> 00:01:46.300]  我想起我以前讀神學的時候
[00:01:46.300 --> 00:01:49.260]  我那間神學院的對面,即是那條街
[00:01:49.260 --> 00:01:54.380]  阿偉明也知道,其實是一個叫做宗教中心
[00:01:54.380 --> 00:01:58.260]  不同的宗教在那裏,有密宗,道教,佛教
[00:01:58.260 --> 00:02:00.740]  佛教也有很多間,我們稱號被他夾住
[00:02:00.740 --> 00:02:03.740]  我記得有時有些日子
[00:02:03.740 --> 00:02:05.740]  是很虛憾的
[00:02:05.740 --> 00:02:07.740]  一去到那些重要日子
[00:02:07.740 --> 00:02:09.740]  一車一車的人來
[00:02:09.740 --> 00:02:13.020]  是在當中去參加他們的儀式
[00:02:13.020 --> 00:02:15.820]  我想問一下,你有沒有留意一下
[00:02:15.820 --> 00:02:19.140]  其實近年,那些不同的宗教
[00:02:19.140 --> 00:02:24.740]  有些不同的宗教,其實他們的發展是很迅速的
[00:02:24.740 --> 00:02:28.740]  一些過往,一些很被動的
[00:02:28.740 --> 00:02:31.740]  即是比較避世的宗教
[00:02:31.740 --> 00:02:34.460]  他們也都很進取的
[00:02:34.460 --> 00:02:36.860]  改變他們一些敬拜的方式
[00:02:36.860 --> 00:02:40.340]  用一些不同的生命的方法去傳播他們的宗教
[00:02:40.340 --> 00:02:43.500]  我有些朋友,即是他們信佛
[00:02:43.500 --> 00:02:45.500]  聽過一些叫做梵音
[00:02:45.500 --> 00:02:48.500]  你有沒有聽過,聽過這個名字
[00:02:48.500 --> 00:02:51.500]  嘩,他們去完之後,發覺到很不同
[00:02:51.500 --> 00:02:53.500]  嘩,那些舞台效果
[00:02:53.500 --> 00:02:56.500]  噴些煙,吊些和尚飛來飛去
[00:02:56.500 --> 00:03:00.500]  嘩,好像在紅館看演唱會一樣
[00:03:00.500 --> 00:03:02.500]  嘩,看完之後,他們很震撼
[00:03:02.500 --> 00:03:04.500]  他們以此對他們的宗教
[00:03:04.500 --> 00:03:08.500]  他們覺得他們的宗教很厲害
[00:03:08.500 --> 00:03:11.500]  但另外一邊廂,我們看到
[00:03:11.500 --> 00:03:14.500]  特別是在一些西方教會
[00:03:14.500 --> 00:03:18.500]  看到一些傳統以基督教立國的國家
[00:03:18.500 --> 00:03:21.500]  他們的教會其實在萎縮中
[00:03:21.500 --> 00:03:26.500]  即是過往裏面一些作為宣教基地的英國
[00:03:26.500 --> 00:03:30.500]  他們的教會一間間在倒閉中
[00:03:30.500 --> 00:03:32.500]  有一個做過調查
[00:03:32.500 --> 00:03:34.500]  單單是英國過往
[00:03:34.500 --> 00:03:37.500]  單單是倫敦幾十年裏面
[00:03:37.500 --> 00:03:40.500]  差不多有五百間教會倒閉
[00:03:40.500 --> 00:03:44.500]  美國大宗派的人數一直在下降
[00:03:44.500 --> 00:03:46.500]  在2013至2014年的時候
[00:03:46.500 --> 00:03:48.500]  單單是一個宗派,美南進行會
[00:03:48.500 --> 00:03:51.500]  他們的人數流失了二十萬
[00:03:51.500 --> 00:03:54.500]  而且加拿大過往三十年裏面
[00:03:54.500 --> 00:03:57.500]  有九百五十間教會倒閉
[00:03:57.500 --> 00:04:00.500]  即是倫敦一方面有五百間教會倒閉
[00:04:00.500 --> 00:04:02.500]  但同時另外一方面
[00:04:02.500 --> 00:04:08.500]  有四百二十三間清真寺開業
[00:04:08.500 --> 00:04:11.500]  你有沒有看到這個情況
[00:04:11.500 --> 00:04:13.500]  所以其實我們作為神的指紋
[00:04:13.500 --> 00:04:15.500]  作為天國的指紋的時候
[00:04:15.500 --> 00:04:16.500]  我們可能見到這些情況
[00:04:16.500 --> 00:04:18.500]  或者會問一個問題
[00:04:18.500 --> 00:04:20.500]  究竟在這個時代
[00:04:20.500 --> 00:04:23.500]  神的國度是不是在擴張中
[00:04:23.500 --> 00:04:25.500]  我們在教會裏面聚會
[00:04:25.500 --> 00:04:28.500]  參加追求神的話語
[00:04:28.500 --> 00:04:31.500]  究竟教會會不會一直萎縮
[00:04:31.500 --> 00:04:34.500]  會不會有一天教會也倒閉呢
[00:04:34.500 --> 00:04:36.500]  我們可能會不禁問這些問題
[00:04:36.500 --> 00:04:38.500]  或者這些問題可能很遠
[00:04:38.500 --> 00:04:40.500]  但如果你關心神的國度的時候
[00:04:40.500 --> 00:04:42.500]  你可能也會帶著這個疑問
[00:04:42.500 --> 00:04:45.500]  所以我今天就想從聖經裏面
[00:04:45.500 --> 00:04:46.500]  一個很簡單的兩個比喻
[00:04:46.500 --> 00:04:49.500]  跟大家分享這段訊息
[00:04:49.500 --> 00:04:51.500]  剛才大家已經讀了聖經
[00:04:51.500 --> 00:04:52.500]  我們就看看
[00:04:52.500 --> 00:04:55.500]  其實在耶穌的教導裏面
[00:04:55.500 --> 00:04:59.500]  天國是祂教導最重要最重要的核心
[00:04:59.500 --> 00:05:02.500]  所以你看聖經的新約福音書裏面
[00:05:02.500 --> 00:05:06.500]  大部份的教導都是與天國有關
[00:05:06.500 --> 00:05:09.500]  馬太福音譯作天國
[00:05:09.500 --> 00:05:11.500]  其他的福音書有時譯作神國
[00:05:11.500 --> 00:05:12.500]  上帝的國
[00:05:12.500 --> 00:05:14.500]  其實是一樣的意思
[00:05:14.500 --> 00:05:17.500]  因為馬太是寫給猶太人的
[00:05:17.500 --> 00:05:21.500]  猶太人為了避免忌諱提到神這個名字
[00:05:21.500 --> 00:05:22.500]  他們就用天國來表示
[00:05:22.500 --> 00:05:24.500]  其實是一樣的意思
[00:05:24.500 --> 00:05:27.500]  在我今天進入這段經文之前
[00:05:27.500 --> 00:05:30.500]  我想要大家清楚兩件事
[00:05:30.500 --> 00:05:32.500]  我們必須要知道兩件事
[00:05:32.500 --> 00:05:33.500]  了解這個比喻
[00:05:33.500 --> 00:05:34.500]  就是甚麼呢
[00:05:34.500 --> 00:05:35.500]  第一件事
[00:05:35.500 --> 00:05:36.500]  甚麼叫做比喻
[00:05:36.500 --> 00:05:37.500]  聖經裏面有很多比喻
[00:05:37.500 --> 00:05:38.500]  甚麼叫做比喻
[00:05:38.500 --> 00:05:39.500]  第二件事
[00:05:39.500 --> 00:05:41.500]  甚麼叫做天國
[00:05:41.500 --> 00:05:43.500]  所以我們看完這兩件事之後
[00:05:43.500 --> 00:05:47.500]  我們才進入這個經文的講解
[00:05:47.500 --> 00:05:49.500]  甚麼叫做比喻呢
[00:05:49.500 --> 00:05:50.500]  其實比喻
[00:05:50.500 --> 00:05:52.500]  其實在希臘文裏面的原意
[00:05:52.500 --> 00:05:55.500]  就是兩件事放在一起
[00:05:55.500 --> 00:05:57.500]  用一些簡單的事情
[00:05:57.500 --> 00:06:02.500]  去解釋一些深奧的道理
[00:06:02.500 --> 00:06:06.500]  還有耶穌在聖經裏面
[00:06:06.500 --> 00:06:11.500]  其實是一個很擅長講比喻的大師
[00:06:11.500 --> 00:06:13.500]  在他的福音書裏面的教導裏面
[00:06:13.500 --> 00:06:20.500]  有很多關於他用一些日常生活的例子來講比喻
[00:06:20.500 --> 00:06:23.500]  他用這些比喻來講一些屬靈的真理
[00:06:23.500 --> 00:06:26.500]  我們怎樣理解這些比喻呢
[00:06:26.500 --> 00:06:28.500]  一般聖經學者就認為
[00:06:28.500 --> 00:06:30.500]  其實你解釋聖經裏面的比喻
[00:06:30.500 --> 00:06:32.500]  你要記住一個原則
[00:06:32.500 --> 00:06:33.500]  就是一個比喻
[00:06:33.500 --> 00:06:35.500]  它突出的是一個重點
[00:06:35.500 --> 00:06:37.500]  你不要將比喻裏面每一樣東西
[00:06:37.500 --> 00:06:38.500]  每一個細節
[00:06:38.500 --> 00:06:42.500]  都是想找出一些屬靈的教導
[00:06:42.500 --> 00:06:43.500]  加以發揮
[00:06:43.500 --> 00:06:44.500]  如果不是的話
[00:06:44.500 --> 00:06:46.500]  你會帶出很多錯誤的問題
[00:06:46.500 --> 00:06:48.500]  舉個例子
[00:06:48.500 --> 00:06:49.500]  耶穌說
[00:06:49.500 --> 00:06:50.500]  他來
[00:06:50.500 --> 00:06:51.500]  他會再來的
[00:06:51.500 --> 00:06:52.500]  是不是有一天
[00:06:52.500 --> 00:06:53.500]  再來
[00:06:53.500 --> 00:06:54.500]  他再來
[00:06:54.500 --> 00:06:56.500]  就好像茶一樣
[00:06:56.500 --> 00:06:58.500]  你記不記得
[00:06:58.500 --> 00:07:00.500]  解釋這個比喻是甚麼意思呢
[00:07:00.500 --> 00:07:02.500]  其實他這個比喻所帶來的是甚麼呢
[00:07:02.500 --> 00:07:03.500]  正確來說
[00:07:03.500 --> 00:07:04.500]  這個比喻說
[00:07:04.500 --> 00:07:06.500]  耶穌再來的時候
[00:07:06.500 --> 00:07:08.500]  他會有一種很突然的
[00:07:08.500 --> 00:07:11.500]  和沒有人知道的準確時間
[00:07:11.500 --> 00:07:13.500]  即是你家被偷
[00:07:13.500 --> 00:07:15.500]  那些茶妹事先打電話來
[00:07:15.500 --> 00:07:16.500]  今天下午兩點多
[00:07:16.500 --> 00:07:17.500]  我來你家光顧
[00:07:17.500 --> 00:07:18.500]  不會的
[00:07:18.500 --> 00:07:20.500]  你不知道是甚麼時候來的
[00:07:20.500 --> 00:07:21.500]  而且是突然之間來的
[00:07:21.500 --> 00:07:23.500]  他不會預先告訴你的
[00:07:23.500 --> 00:07:25.500]  其實耶穌來就是這個道理
[00:07:25.500 --> 00:07:26.500]  他來的時候
[00:07:26.500 --> 00:07:28.500]  他會突然之間來到這個世界
[00:07:28.500 --> 00:07:29.500]  再來的時候
