
[00:00:00.000 --> 00:00:03.600]  我們今天繼續看傳道書的系列
[00:00:03.600 --> 00:00:06.100]  豐盛的人生系列
[00:00:06.100 --> 00:00:09.180]  我們講到豐盛人生的秘訣
[00:00:09.180 --> 00:00:13.200]  傳道書十一章一至六節
[00:00:13.200 --> 00:00:15.700]  請聽我讀出當中的經文
[00:00:15.700 --> 00:00:19.380]  當將你的糧食散在水面上
[00:00:19.380 --> 00:00:22.300]  因為日子久了,你必能得著它
[00:00:22.300 --> 00:00:25.120]  將你所擁有的分給七人或八人
[00:00:25.120 --> 00:00:29.380]  因為你不知道會有什麼災禍臨到地上
[00:00:29.780 --> 00:00:32.660]  雲若滿了雨,就必傾倒在地上
[00:00:32.660 --> 00:00:34.760]  樹向南倒,或向北倒
[00:00:34.760 --> 00:00:37.160]  樹倒在何處,就留在何處
[00:00:37.160 --> 00:00:41.360]  看風的必不殺種,望雲的必不收割
[00:00:41.360 --> 00:00:44.560]  你不知道氣息如何進入孕婦的筆頭裡
[00:00:44.560 --> 00:00:47.060]  照樣做萬物之上帝的作為
[00:00:47.060 --> 00:00:49.060]  你也無從得知
[00:00:49.060 --> 00:00:55.560]  早晨要殺種,晚上不要竭手
[00:00:55.560 --> 00:00:57.760]  因為你不知道那樣快旺
[00:00:57.760 --> 00:01:02.460]  前者或後者,或兩者,都一樣好
[00:01:02.460 --> 00:01:04.460]  豐盛人生的秘訣
[00:01:04.460 --> 00:01:07.160]  耶穌基督曾經應許過我們每一個
[00:01:07.160 --> 00:01:09.160]  祂說:我來是要叫人得生命
[00:01:09.160 --> 00:01:11.560]  並且得的是更加的豐盛
[00:01:11.560 --> 00:01:14.960]  我們如何能夠過著一個豐盛的人生呢?
[00:01:14.960 --> 00:01:18.460]  在聖經裡說的豐盛究竟是什麼呢?
[00:01:18.460 --> 00:01:19.760]  我們來看看
[00:01:19.760 --> 00:01:22.460]  這個傳道書
[00:01:22.460 --> 00:01:28.460]  我想一路以來很多的牧者都提到它的文體
[00:01:28.460 --> 00:01:30.460]  一至兩章其實就是一個敘述
[00:01:30.460 --> 00:01:32.460]  就是所羅門王
[00:01:32.460 --> 00:01:36.460]  他一直尋求察究
[00:01:36.460 --> 00:01:38.460]  就是研究,有親身經歷
[00:01:38.460 --> 00:01:40.460]  因為他是皇帝,有時間
[00:01:40.460 --> 00:01:43.460]  一方面是自己親身經歷
[00:01:43.460 --> 00:01:47.460]  他有時間,有錢,有地位
[00:01:47.460 --> 00:01:51.460]  他可以隨時找到不同的人去試
[00:01:51.460 --> 00:01:52.460]  他試過所有的東西
[00:01:52.460 --> 00:02:01.460]  錢、權、公平、性、愛情等等
[00:02:01.460 --> 00:02:02.460]  他試過所有的東西
[00:02:02.460 --> 00:02:06.460]  於是他寫了一個報告
[00:02:06.460 --> 00:02:08.460]  告訴我們每一個人
[00:02:08.460 --> 00:02:11.460]  日光之下所有的東西都是虛空
[00:02:11.460 --> 00:02:13.460]  但是他提醒我們
[00:02:13.460 --> 00:02:16.460]  所以我們不應該再著眼於日光之下
[00:02:16.460 --> 00:02:19.460]  而是我們應該著眼於日光之上
[00:02:19.460 --> 00:02:21.460]  如果我們能夠有這樣的智慧
[00:02:21.460 --> 00:02:23.460]  我們就能夠看到
[00:02:23.460 --> 00:02:25.460]  洞悉到人間上面所有的東西
[00:02:25.460 --> 00:02:30.460]  和日光之上這位上帝的作為是什麼
[00:02:30.460 --> 00:02:32.460]  所以當第六章他總結了之後
[00:02:32.460 --> 00:02:35.460]  第七章到十二章就是一個詩歌的主題
[00:02:35.460 --> 00:02:38.460]  大家看到文體完全不同了
[00:02:38.460 --> 00:02:40.460]  是一個詩歌的文體
[00:02:40.460 --> 00:02:42.460]  講到提及的智慧
[00:02:42.460 --> 00:02:44.460]  在一至五章裡面
[00:02:44.460 --> 00:02:49.460]  他一直在講的就像一個長廊裡面的
[00:02:49.460 --> 00:02:53.460]  一些攝影的展品一樣
[00:02:53.460 --> 00:02:54.460]  你一邊看的時候
[00:02:54.460 --> 00:02:56.460]  每一幅畫都告訴你
[00:02:56.460 --> 00:03:00.460]  無論是名譽、地位、金錢、性、愛情
[00:03:00.460 --> 00:03:03.460]  無論你在地上怎樣去爭取公平
[00:03:03.460 --> 00:03:04.460]  每一幅畫都告訴你
[00:03:04.460 --> 00:03:07.460]  一個很重要的字叫虛空
[00:03:07.460 --> 00:03:09.460]  如果你只是看這些東西的時候
[00:03:09.460 --> 00:03:11.460]  是很虛空的
[00:03:11.460 --> 00:03:13.460]  但是你看日光之上的上帝
[00:03:13.460 --> 00:03:17.460]  才能夠有真正的出路
[00:03:43.460 --> 00:03:44.460]  是佔有
[00:03:44.460 --> 00:03:45.460]  但是我們講犧牲
[00:03:45.460 --> 00:03:46.460]  我不讀經文
[00:03:46.460 --> 00:03:47.460]  大家都很熟悉
[00:03:47.460 --> 00:03:49.460]  平安不是一帆風順
[00:03:49.460 --> 00:03:50.460]  風平浪靜
[00:03:50.460 --> 00:03:53.460]  是在患難困苦的當中
[00:03:53.460 --> 00:03:55.460]  才能夠學習得到
[00:03:55.460 --> 00:03:57.460]  我們做領袖的
[00:03:57.460 --> 00:03:59.460]  聖經也告訴我們
[00:03:59.460 --> 00:04:00.460]  不是核制
[00:04:00.460 --> 00:04:02.460]  是要去服侍
[00:04:02.460 --> 00:04:04.460]  而真正的智慧
[00:04:04.460 --> 00:04:08.460]  不是學識
[00:04:08.460 --> 00:04:10.460]  不是一個IQ高
[00:04:10.460 --> 00:04:14.460]  是你懂得謙卑敬畏上帝
[00:04:14.460 --> 00:04:15.460]  同樣地
[00:04:15.460 --> 00:04:18.460]  講到豐盛
[00:04:18.460 --> 00:04:20.460]  世人告訴我們豐盛
[00:04:20.460 --> 00:04:22.460]  就是擁有
[00:04:22.460 --> 00:04:24.460]  就是儲蓄
[00:04:24.460 --> 00:04:27.460]  就是令銀行多一個零
[00:04:27.460 --> 00:04:29.460]  在背後
[00:04:29.460 --> 00:04:31.460]  但是聖經講的豐盛
[00:04:31.460 --> 00:04:32.460]  卻不是這樣
[00:04:32.460 --> 00:04:33.460]  其中一件事告訴我們
[00:04:33.460 --> 00:04:36.460]  豐盛是要付出
[00:04:36.460 --> 00:04:38.460]  一會兒我們看整篇經文
[00:04:38.460 --> 00:04:40.460]  告訴我們
[00:04:40.460 --> 00:04:41.460]  為什麼保羅說
[00:04:41.460 --> 00:04:42.460]  耶穌基督說
[00:04:42.460 --> 00:04:44.460]  施比壽更為有福
[00:04:44.460 --> 00:04:46.460]  如果我們要過一個豐盛
[00:04:46.460 --> 00:04:47.460]  一個蒙福的人生
[00:04:47.460 --> 00:04:49.460]  我們應該怎樣做呢
[00:04:49.460 --> 00:04:51.460]  當然有很多聖經學者說
[00:04:51.460 --> 00:04:53.460]  如果我們要過一個豐盛的人生
[00:04:53.460 --> 00:04:55.460]  有三十件事我們要做
[00:04:55.460 --> 00:04:57.460]  當然這篇經文
[00:04:57.460 --> 00:04:58.460]  不會說三十件事
[00:04:58.460 --> 00:05:00.460]  我們只看到這篇經文
[00:05:00.460 --> 00:05:03.460]  提升我們三件很重要的秘訣
[00:05:03.460 --> 00:05:05.460]  我也用我的廣東話
[00:05:05.460 --> 00:05:09.460]  我跟Gideon都是用廣東話
[00:05:09.460 --> 00:05:10.460]  去提醒大家
[00:05:10.460 --> 00:05:11.460]  幫助大家記憶
[00:05:11.460 --> 00:05:13.460]  這些國語英文講不了
[00:05:13.460 --> 00:05:14.460]  第一件事
[00:05:14.460 --> 00:05:15.460]  我們要提醒大家
[00:05:15.460 --> 00:05:16.460]  就是
[00:05:16.460 --> 00:05:19.460]  「攬實佢,不如豁出去」
[00:05:19.460 --> 00:05:21.460]  這個叫釋放
[00:05:21.460 --> 00:05:23.460]  你看看聖經裡面怎樣說
[00:05:23.460 --> 00:05:25.460]  這裡說的是
[00:05:25.460 --> 00:05:27.460]  當將你的糧食撒在水面上
[00:05:27.460 --> 00:05:29.460]  因為日子久了
[00:05:29.460 --> 00:05:31.460]  你必能得著它
[00:05:31.460 --> 00:05:33.460]  這裡不是叫你去
[00:05:33.460 --> 00:05:35.460]  餵龜、餵魚、餵小鴨
[00:05:35.460 --> 00:05:37.460]  撒些麵包在水面上
[00:05:37.460 --> 00:05:39.460]  過了日子之後
[00:05:39.460 --> 00:05:40.460]  你就有錦鯉吃
[00:05:40.460 --> 00:05:42.460]  你就有燒鴨吃
[00:05:42.460 --> 00:05:43.460]  不是
[00:05:43.460 --> 00:05:45.460]  這裡說的是一幅圖畫
[00:05:45.460 --> 00:05:46.460]  這裡有三幅圖畫
[00:05:46.460 --> 00:05:47.460]  所有人
[00:05:47.460 --> 00:05:48.460]  要給我們看
[00:05:48.460 --> 00:05:49.460]  幫助我們記憶
[00:05:49.460 --> 00:05:51.460]  第一幅圖畫就是
[00:05:51.460 --> 00:05:55.460]  運輸或者做生意的圖畫
[00:05:55.460 --> 00:05:57.460]  做生意的圖畫就是
[00:05:57.460 --> 00:06:01.460]  當你的貨物
[00:06:01.460 --> 00:06:04.460]  你儲在貨倉裡面
[00:06:04.460 --> 00:06:07.460]  你不運出去的時候
[00:06:07.460 --> 00:06:09.460]  你不會賺到錢的
[00:06:09.460 --> 00:06:10.460]  你運到貨倉裡面
[00:06:10.460 --> 00:06:12.460]  只有貨倉裡面的貨物
[00:06:12.460 --> 00:06:15.460]  你可以好像在路加福音第十二章
[00:06:15.460 --> 00:06:17.460]  十三至二十一節裡面
[00:06:17.460 --> 00:06:19.460]  那個無知的財主
[00:06:19.460 --> 00:06:22.460]  將貨物越儲越多
[00:06:22.460 --> 00:06:25.460]  建多一個貨倉來擺貨物
[00:06:25.460 --> 00:06:27.460]  但是你不會
[00:06:27.460 --> 00:06:28.460]  因為要做生意的時候
[00:06:28.460 --> 00:06:29.460]  你要賺多點錢的時候
[00:06:29.460 --> 00:06:31.460]  你要將貨物
[00:06:31.460 --> 00:06:33.460]  造福其他人的時候
[00:06:33.460 --> 00:06:35.460]  你必須要將貨物
[00:06:35.460 --> 00:06:36.460]  灑在水面上
[00:06:36.460 --> 00:06:39.460]  就是運出去
[00:06:39.460 --> 00:06:41.460]  真正的豐盛不是
[00:06:41.460 --> 00:06:43.460]  accumulation
[00:06:43.460 --> 00:06:44.460]  在《聖經》裡面告訴我們
[00:06:44.460 --> 00:06:45.460]  真正的豐盛是
[00:06:45.460 --> 00:06:48.460]  circulation
[00:06:48.460 --> 00:06:50.460]  這個不是
[00:06:50.460 --> 00:06:52.460]  你要賺多少
[00:06:52.460 --> 00:06:53.460]  問題就是
[00:06:53.460 --> 00:06:55.460]  你有多少可以運出去
[00:06:55.460 --> 00:06:56.460]  這個讓我記得
[00:06:56.460 --> 00:06:58.460]  很多年前
[00:06:58.460 --> 00:07:00.460]  香港的財政司
[00:07:00.460 --> 00:07:03.460]  大家都記得的說話
[00:07:03.460 --> 00:07:05.460]  有人問他
[00:07:05.460 --> 00:07:08.460]  你在美國某間銀行裡面工作
[00:07:08.460 --> 00:07:11.460]  為什麼願意放下這麼多的
[00:07:11.460 --> 00:07:12.460]  高薪厚職
[00:07:12.460 --> 00:07:15.460]  來到政府裡面打工呢
[00:07:15.460 --> 00:07:17.460]  梁錦松就這樣說
[00:07:17.460 --> 00:07:20.460]  賺到的其實不是利益
[00:07:20.460 --> 00:07:24.460]  你能夠花才是利益
[00:07:24.460 --> 00:07:26.460]  人生最重要的
[00:07:26.460 --> 00:07:28.460]  不是擁有
[00:07:28.460 --> 00:07:31.460]  不是你拿進去多少
[00:07:31.460 --> 00:07:34.460]  而是你能夠釋放多少
[00:07:34.460 --> 00:07:37.460]  你能夠運用多少
[00:07:37.460 --> 00:07:40.460]  你有多少的恩賜
[00:07:40.460 --> 00:07:41.460]  你有多少的財幹
[00:07:41.460 --> 00:07:42.460]  你有多少的金錢
[00:07:42.460 --> 00:07:43.460]  你有多少的時間
[00:07:43.460 --> 00:07:45.460]  你有多少的經歷
[00:07:45.460 --> 00:07:46.460]  經驗
[00:07:46.460 --> 00:07:47.460]  學養
[00:07:47.460 --> 00:07:49.460]  這個都不是最重要
[00:07:49.460 --> 00:07:50.460]  最重要的是
[00:07:50.460 --> 00:07:53.460]  你怎樣運用這些東西
[00:07:53.460 --> 00:07:59.460]  不是你查經吸收多少
[00:07:59.460 --> 00:08:02.460]  鼓勵頂智媒除了吸收之外
[00:08:02.460 --> 00:08:04.460]  我絕對不是反對
[00:08:04.460 --> 00:08:05.460]  有些人聽我講就覺得
[00:08:05.460 --> 00:08:07.460]  牧師都說不用吸收這麼多
[00:08:07.460 --> 00:08:08.460]  不是
[00:08:08.460 --> 00:08:09.460]  我們要吸收了之後
[00:08:09.460 --> 00:08:13.460]  你要釋放出來才行
[00:08:13.460 --> 00:08:16.460]  問題不是你認識聖經多少
[00:08:16.460 --> 00:08:19.460]  而是你實踐聖經多少
[00:08:19.460 --> 00:08:22.460]  這個才是真正豐盛的人生
[00:08:22.460 --> 00:08:24.460]  另外就是
[00:08:24.460 --> 00:08:27.460]  我們家裏有多少東西
[00:08:27.460 --> 00:08:29.460]  我們只是放在這裏
[00:08:29.460 --> 00:08:32.460]  沒有釋放出去
[00:08:32.460 --> 00:08:34.460]  我記得在香港的時候
[00:08:34.460 --> 00:08:37.460]  我都不是像基廷那樣學者
[00:08:37.460 --> 00:08:40.460]  但我都買了很多書
[00:08:40.460 --> 00:08:44.460]  我有三個巨型的書櫃
[00:08:44.460 --> 00:08:47.460]  是滿了聖經書
[00:08:47.460 --> 00:08:50.460]  基本上基督教當時
[00:08:50.460 --> 00:08:55.460]  出版的所有有些資料的聖經書
[00:08:55.460 --> 00:08:58.460]  我都有了
[00:08:58.460 --> 00:09:00.460]  當然我查經的時候
[00:09:00.460 --> 00:09:01.460]  有時候都會看
[00:09:01.460 --> 00:09:05.460]  但當有了網上的資料庫之後
[00:09:05.460 --> 00:09:06.460]  我就發覺
[00:09:06.460 --> 00:09:08.460]  那些書放在這裏
[00:09:08.460 --> 00:09:11.460]  其實看上去很好
[00:09:11.460 --> 00:09:14.460]  放在書架上是漂亮的
[00:09:14.460 --> 00:09:15.460]  人們進到你的房間裏
[00:09:15.460 --> 00:09:16.460]  哇
[00:09:16.460 --> 00:09:17.460]  學者啊
[00:09:17.460 --> 00:09:18.460]  厲害啊
[00:09:18.460 --> 00:09:20.460]  那些名著
[00:09:20.460 --> 00:09:23.460]  很多名著都有
[00:09:23.460 --> 00:09:28.460]  卡爾巴特的著作
[00:09:28.460 --> 00:09:30.460]  馬丁·盧森的著作
[00:09:30.460 --> 00:09:31.460]  全部一套一套
[00:09:31.460 --> 00:09:32.460]  很漂亮的
[00:09:32.460 --> 00:09:33.460]  放在這裏
[00:09:33.460 --> 00:09:36.460]  好像律師行的律師
[00:09:36.460 --> 00:09:41.460]  但是你不會用的
[00:09:41.460 --> 00:09:45.460]  那有什麼用呢
[00:09:45.460 --> 00:09:47.460]  每天當我回到家裏的時候
[00:09:47.460 --> 00:09:50.460]  我會看見家裏有的東西
[00:09:50.460 --> 00:09:51.460]  我經常都會問自己
[00:09:51.460 --> 00:09:53.460]  可能到了我這個年紀
[00:09:53.460 --> 00:09:55.460]  我明年六十了
[00:09:55.460 --> 00:09:56.460]  到了我這個年紀
[00:09:56.460 --> 00:09:57.460]  我會想
[00:09:57.460 --> 00:10:00.460]  三十年之後
[00:10:00.460 --> 00:10:03.460]  我有什麼可以帶走
[00:10:03.460 --> 00:10:06.460]  在家裏的東西
[00:10:06.460 --> 00:10:07.460]  後來六十歲
[00:10:07.460 --> 00:10:08.460]  三十年之後
[00:10:08.460 --> 00:10:11.460]  人生三分之一之後
[00:10:11.460 --> 00:10:12.460]  這些東西
[00:10:12.460 --> 00:10:15.460]  我沒有什麼可以帶走
[00:10:15.460 --> 00:10:18.460]  有上司提醒我
[00:10:18.460 --> 00:10:20.460]  我看著兩個女兒出生
[00:10:20.460 --> 00:10:23.460]  都是赤身出於母胎
[00:10:23.460 --> 00:10:27.460]  我自己也是赤身出於母胎
[00:10:27.460 --> 00:10:29.460]  我一九八一年來美國讀書
[00:10:29.460 --> 00:10:33.460]  帶著一個行李箱
[00:10:33.460 --> 00:10:34.460]  一九八八年我讀完神學之後
[00:10:34.460 --> 00:10:37.460]  回到香港
[00:10:37.460 --> 00:10:42.460]  我寄了十三箱書回去
[00:10:42.460 --> 00:10:44.460]  到了二零一四年
[00:10:44.460 --> 00:10:48.460]  香港回到美國
[00:10:48.460 --> 00:10:52.460]  我寄了一個四十尺的貨櫃
[00:10:52.460 --> 00:10:57.460]  二百五十箱東西
[00:10:57.460 --> 00:11:01.460]  當我在這裏搬貨櫃的東西進屋的時候
[00:11:01.460 --> 00:11:04.460]  我自己有很大感觸
[00:11:04.460 --> 00:11:06.460]  人生就是不斷收藏東西
[00:11:06.460 --> 00:11:08.460]  我們有些衣服永遠都不會穿
[00:11:08.460 --> 00:11:10.460]  有些書永遠都不會用
[00:11:10.460 --> 00:11:12.460]  我們收藏了很多東西
[00:11:12.460 --> 00:11:15.460]  但有些東西我們可以帶走
[00:11:15.460 --> 00:11:19.460]  萬般帶不走
[00:11:19.460 --> 00:11:22.460]  有一天我要和上帝交障的時候
[00:11:22.460 --> 00:11:26.460]  有些什麼東西可以存留在永恆裏面呢
[00:11:26.460 --> 00:11:29.460]  可能大家年青還未到這個階段
[00:11:29.460 --> 00:11:31.460]  但我自己也嘗試去想
[00:11:31.460 --> 00:11:36.460]  我快要死了
