
[00:00:00.000 --> 00:00:04.000]  好,弟兄姊妹,今天給大家分享的題目是
[00:00:04.000 --> 00:00:06.000]  後來居上
[00:00:06.000 --> 00:00:11.000]  經文是記載在馬太福音的二十章一到十六節
[00:00:11.000 --> 00:00:16.000]  這段的經文是講葡萄園做工的故事
[00:00:16.000 --> 00:00:18.000]  我想大多數的弟兄姊妹都有讀過
[00:00:18.000 --> 00:00:21.000]  而且是非常的熟悉
[00:00:21.000 --> 00:00:26.000]  那這段的經文究竟給我們什麼樣的教導和啟示呢?
[00:00:26.000 --> 00:00:28.000]  其實這是一個的比喻
[00:00:28.000 --> 00:00:32.000]  我們知道要講解比喻其實不太容易
[00:00:32.000 --> 00:00:36.000]  因為比喻它有特定的一些的場景
[00:00:36.000 --> 00:00:39.000]  而且是有特定的對象
[00:00:39.000 --> 00:00:41.000]  耶穌在講這個比喻的時候
[00:00:41.000 --> 00:00:45.000]  祂是有跟特別的一些對象去講的
[00:00:45.000 --> 00:00:49.000]  而且祂是在一個具體的處境裡面
[00:00:49.000 --> 00:00:55.000]  那我們要理解這個比喻講的是什麼內容
[00:00:55.000 --> 00:00:57.000]  肯定不能離開上下文
[00:00:57.000 --> 00:01:00.000]  也不能斷章取義
[00:01:00.000 --> 00:01:06.000]  所以我們必須得先看一下這段經文的一些背景
[00:01:06.000 --> 00:01:09.000]  但是在講這個經文背景之前
[00:01:09.000 --> 00:01:12.000]  我想先跟大家探討一下
[00:01:12.000 --> 00:01:15.000]  因為最近我們知道疫情的影響
[00:01:15.000 --> 00:01:18.000]  很多人都失業
[00:01:18.000 --> 00:01:23.000]  據說香港的失業指數是十幾年來最高的
[00:01:23.000 --> 00:01:28.000]  我知道在市場上面可能很多人都在待業的狀況
[00:01:28.000 --> 00:01:30.000]  他們現在都沒有工作
[00:01:30.000 --> 00:01:33.000]  那最近也看到一個新聞說
[00:01:33.000 --> 00:01:37.000]  在義市裡面有一份筍工
[00:01:37.000 --> 00:01:42.000]  這個就是很划算的一個工作
[00:01:42.000 --> 00:01:43.000]  就是做什麼呢?
[00:01:43.000 --> 00:01:46.000]  在那個商場裡面打卡
[00:01:46.000 --> 00:01:49.000]  然後就可以有月薪兩萬
[00:01:49.000 --> 00:01:52.000]  我不曉得你看到這樣的一個廣告的話
[00:01:52.000 --> 00:01:53.000]  你心不心動
[00:01:53.000 --> 00:01:55.000]  你想不想要這份的工作
[00:01:55.000 --> 00:01:58.000]  很簡單就是在商場裡面每天拍拍照打卡
[00:01:58.000 --> 00:02:03.000]  然後可能要把照片發到你的社交媒體上面
[00:02:03.000 --> 00:02:05.000]  然後你就可以有月薪兩萬了
[00:02:05.000 --> 00:02:08.000]  這個真的是一份非常划算的
[00:02:08.000 --> 00:02:10.000]  非常好的一份的工作
[00:02:10.000 --> 00:02:13.000]  對很多人來講可能是這樣
[00:02:13.000 --> 00:02:16.000]  我不曉得對你來講是如何
[00:02:16.000 --> 00:02:20.000]  假如說你現在是一個待業的一個狀態
[00:02:20.000 --> 00:02:23.000]  你希望找到一份怎樣的工作呢?
[00:02:23.000 --> 00:02:26.000]  或者說你希望你的雇主
[00:02:26.000 --> 00:02:28.000]  他是一個怎樣的雇主呢?
[00:02:28.000 --> 00:02:32.000]  是否希望這個雇主是非常慷慨的一個雇主呢?
[00:02:32.000 --> 00:02:36.000]  還是非常刻薄的挑剔的一個雇主呢?
[00:02:36.000 --> 00:02:39.000]  那這一段的經文裡面
[00:02:39.000 --> 00:02:42.000]  講到葡萄園做工的故事
[00:02:42.000 --> 00:02:47.000]  這個故事就講到一個雇主跟雇員他們之間的關係
[00:02:47.000 --> 00:02:50.000]  這個非常奇特
[00:02:50.000 --> 00:02:52.000]  他們這個雇傭的關係
[00:02:52.000 --> 00:02:56.000]  跟好像一般的社會上面的這種雇傭的關係有點不同
[00:02:56.000 --> 00:02:59.000]  而這個的家族就是這個雇主
[00:02:59.000 --> 00:03:01.000]  也是很特別
[00:03:01.000 --> 00:03:05.000]  他的雇傭的方式跟他算工錢等等
[00:03:05.000 --> 00:03:06.000]  都是很特別的
[00:03:06.000 --> 00:03:09.000]  跟這個世界的標準是不一樣的
[00:03:09.000 --> 00:03:11.000]  那究竟有什麼不一樣呢?
[00:03:11.000 --> 00:03:12.000]  給我們什麼樣的啟發呢?
[00:03:12.000 --> 00:03:15.000]  我們先來看這個經文的背景
[00:03:15.000 --> 00:03:17.000]  上文就是在十九章裡面
[00:03:17.000 --> 00:03:19.000]  有講到有一個故事
[00:03:19.000 --> 00:03:21.000]  就是大家記得的話
[00:03:21.000 --> 00:03:24.000]  就是那個青年財主的故事
[00:03:24.000 --> 00:03:26.000]  這個青年財主他來找耶穌
[00:03:26.000 --> 00:03:29.000]  問他怎樣才能得到永生
[00:03:29.000 --> 00:03:31.000]  結果耶穌告訴了他
[00:03:31.000 --> 00:03:32.000]  要變賣他的家財
[00:03:32.000 --> 00:03:34.000]  然後要分給窮人
[00:03:34.000 --> 00:03:36.000]  然後要跟從主
[00:03:36.000 --> 00:03:39.000]  可是這個青年財主聽到這個要求以後
[00:03:39.000 --> 00:03:41.000]  他就憂憂愁愁的就離開了
[00:03:41.000 --> 00:03:44.000]  因為他覺得這個太困難了
[00:03:44.000 --> 00:03:46.000]  對他來講
[00:03:46.000 --> 00:03:49.000]  在這個青年財主走了以後
