
[00:00:00.000 --> 00:00:04.000]  (主席) 主席,讓我們在聆聽主導以先,我們一起同心低頭吐過。
[00:00:04.000 --> 00:00:13.000]  (主席) 父神,多謝你給了我們可以有生命,再次來到聚在一起,敬拜侍奉你。
[00:00:13.000 --> 00:00:20.000]  (主席) 為每一個無論在網絡上面,或者在實體上面敬拜的每一個弟兄姊妹,我要交上。
[00:00:20.000 --> 00:00:23.000]  (主席) 求聖靈誘導我們每一個人的身。
[00:00:24.000 --> 00:00:30.000]  (主席) 讓我們的心都能夠在主你的真度裏面,可以僅僅依靠你。
[00:00:30.000 --> 00:00:37.000]  (主席) 也讓我們在聆聽的過程裏面,能夠用聖靈的塑造。
[00:00:37.000 --> 00:00:41.000]  (主席) 讓我們有一個更像因主你的樣式,求你的幫助。
[00:00:41.000 --> 00:00:46.000]  (主席) 我們同心禱告奉教主耶穌的德性的名字而交,是嗎?
[00:00:49.000 --> 00:01:00.000]  (主席) 不知道大家是否相信一個神術,在基督教裏面很有名的神術,叫做「一次得救,永遠得救」呢?
[00:01:00.000 --> 00:01:04.000]  (主席) 你是否相信這句說話?
[00:01:04.000 --> 00:01:11.000]  (主席) 如果有人問你:「我信主,是否信了就完成了?」
[00:01:11.000 --> 00:01:14.000]  (主席) 「所有事情都可以了。」
[00:01:15.000 --> 00:01:20.000]  (主席) 你是否會用這句說話:「一次得救,永遠得救」呢?
[00:01:20.000 --> 00:01:31.000]  (主席) 不過當我們再仔細探討這句神學或基督教術語時,
[00:01:31.000 --> 00:01:38.000]  (主席) 我們不難發現,在很多聖經的研究,
[00:01:39.000 --> 00:01:46.000]  (主席) 我們可以這樣說,忠於聖經的神學研究學者或信徒,
[00:01:46.000 --> 00:01:55.000]  (主席) 包括一些真是全港主導,忠心將神的說話去剖白給信徒知道的牧者,
[00:01:55.000 --> 00:02:02.000]  (主席) 他們都很少用到這個題目或基督教的術語,
[00:02:03.000 --> 00:02:11.000]  (主席) 去表達出今日信徒的光景,或今日的人怎樣去信耶穌。
[00:02:11.000 --> 00:02:22.000]  (主席) 反而很多對聖經不太明白,甚至對聖經完全沒有涉獵的人,
[00:02:22.000 --> 00:02:26.000]  (主席) 就很喜歡引用這句:「一次得救,永遠得救」,
[00:02:26.000 --> 00:02:30.000]  (主席) 來成為他們信主的基礎。
[00:02:31.000 --> 00:02:34.000]  (主席) 今日就讓我們去看看這段經文,
[00:02:34.000 --> 00:02:42.000]  (主席) 讓我們去看看,究竟耶穌對信耶穌與得救之間的關係,
[00:02:42.000 --> 00:02:48.000]  (主席) 是否就像這句說話:「一次得救,永遠得救」那樣的描述。
[00:02:48.000 --> 00:02:53.000]  (主席) 所以我今日給了一個標題,這個標題都很特別,
[00:02:53.000 --> 00:02:57.000]  (主席) 如果大家去看看大家的程序表,我給了一個標題,
[00:02:58.000 --> 00:03:03.000]  (主席) 叫「卓下的恩典」,一個很出名的一團經文,
[00:03:03.000 --> 00:03:10.000]  (主席) 讓我們去看看這段經文,怎樣看到一個人真正得救的現象。
[00:03:10.000 --> 00:03:14.000]  (主席) 好了,如果大家有聖經,讓我們再次打開這段聖經,
[00:03:14.000 --> 00:03:16.000]  (主席) 我們一起去讀一下,好嗎?
[00:03:16.000 --> 00:03:19.000]  (主席) 雖然Sandy已經幫我們讀了一次,
[00:03:19.000 --> 00:03:24.000]  (主席) 多讀多次就可以讓我們更加掌握經文的內容。
[00:03:25.000 --> 00:03:31.000]  (主席) 讓我們一起打開馬太福音第十五章,從第21節至到第28節。
[00:03:31.000 --> 00:03:35.000]  (主席) 等一等,等我拿回大字聖經先。
[00:03:35.000 --> 00:03:39.000]  (主席) 好,我們一起讀了。
[00:03:39.000 --> 00:03:46.000]  (主席) 耶穌離開那裡,退到泰爾西頓的境內去,
[00:03:46.000 --> 00:03:52.000]  (主席) 有一個迦南婦人從那地方出來喊著說,
[00:03:53.000 --> 00:04:00.000]  (主席) 耶穌說:「大衛的子孫,可憐我,我女兒被鬼附得甚苦。」
[00:04:00.000 --> 00:04:06.000]  (主席) 耶穌卻一言不答,門徒進前來,求祂說,
[00:04:06.000 --> 00:04:12.000]  (主席) 「這婦人在我門後頭喊叫,請打發她走吧。」
[00:04:12.000 --> 00:04:20.000]  (主席) 耶穌說:「我奉差險不過是到以色列間迷失的陽那裡去。」
[00:04:21.000 --> 00:04:26.000]  (主席) 那婦人來拜祂,說:「主啊,幫助我。」
[00:04:26.000 --> 00:04:32.000]  (主席) 祂回答說:「不好,那兒女的餅丟給狗吃。」
[00:04:32.000 --> 00:04:41.000]  (主席) 婦人說:「主啊,不錯,但是狗也吃祂主人桌上掉下來的碎渣而。」
[00:04:41.000 --> 00:04:50.000]  (主席) 耶穌說:「婦人,你的信心是大的,照你所要的給你成全了。」
[00:04:51.000 --> 00:04:54.000]  (主席) 「那時候他女兒就好了。」
[00:04:54.000 --> 00:04:57.000]  (主席) 很有意思的一段經文。
[00:04:57.000 --> 00:05:06.000]  (主席) 這段經文其實介紹了很多關於信耶穌的信的生命是怎樣。
[00:05:06.000 --> 00:05:12.000]  (主席) 不過在未看詳情之前,我們再回顧一下這段經文的先前的內容。
[00:05:12.000 --> 00:05:18.000]  (主席) 先前在第十五章的前一段經文,也是上個星期的主要崇拜的內容。
[00:05:19.000 --> 00:05:24.000]  (主席) 我們討論到一個很重要的基督教的嚴重的問題。
[00:05:24.000 --> 00:05:31.000]  (主席) 就是很多時候,很多行上帝真理的人,其實不是真的行上帝真理的人。
[00:05:31.000 --> 00:05:39.000]  (主席) 他們以為表面做了之後,就好像已經很得神的喜悅。
[00:05:39.000 --> 00:05:43.000]  (主席) 在上文我們也更加強調地看到,
[00:05:43.000 --> 00:05:48.000]  (主席) 基督教裏面很多時候仰慕很多名人效應來運作。
[00:05:49.000 --> 00:05:58.000]  (主席) 但這些名人為了召喚很多擁護者來聽他們的講話,
[00:05:58.000 --> 00:06:04.000]  (主席) 於是他們所傳的信息,就跟上帝原本的信息有所扭曲。
[00:06:04.000 --> 00:06:10.000]  (主席) 而今天我們作為信徒,必須要學會準確地拿捏上帝的信息,
[00:06:10.000 --> 00:06:15.000]  (主席) 準確地聽清楚,並且明白當中上帝的意義,
[00:06:16.000 --> 00:06:19.000]  (主席) 我們才會進行實踐上帝的說話。
[00:06:19.000 --> 00:06:22.000]  (主席) 否則的話,只有少許差池,
[00:06:22.000 --> 00:06:26.000]  (主席) 可能我們所做出的所謂侍奉,
[00:06:26.000 --> 00:06:29.000]  (主席) 都可能只不過如同法利塞人,
[00:06:29.000 --> 00:06:35.000]  (主席) 和那些殺到該人民士一樣所堅持的神學,
[00:06:35.000 --> 00:06:38.000]  (主席) 如同茅廁神學一樣。
[00:06:39.000 --> 00:06:47.000]  (主席) 這就是上一課講到的內容,我們所看的主要的核心意義。
[00:06:47.000 --> 00:06:50.000]  (主席) 這段聖經說了些什麼呢?
[00:06:50.000 --> 00:06:54.000]  (主席) 我希望透過三方面和大家一起去仔細思想,
[00:06:54.000 --> 00:06:57.000]  (主席) 怎樣才是真正的信主。
[00:06:57.000 --> 00:07:05.000]  (主席) 而這段聖經亦可以說是打開了耶穌對門徒的訓練的另一個層次。
[00:07:06.000 --> 00:07:13.000]  (主席) 這個層次其實是希望信徒進入一個不只是做事的層次。
[00:07:13.000 --> 00:07:17.000]  (主席) 基督教有一個這樣的問題,
[00:07:17.000 --> 00:07:21.000]  (主席) 以為做一些事我們就等於虔誠,
[00:07:21.000 --> 00:07:25.000]  (主席) 所以有些人就很喜歡去一些教會,
[00:07:25.000 --> 00:07:30.000]  (主席) 我叫做High Church,中文叫做禮儀教會。
[00:07:30.000 --> 00:07:33.000]  (主席) 禮儀教會是什麼呢?
[00:07:34.000 --> 00:07:39.000]  (主席) 很多聖的崇拜規限了每個環節是怎樣的,
[00:07:39.000 --> 00:07:43.000]  (主席) 沒有什麼變異的,每個環節是這樣做,
[00:07:43.000 --> 00:07:47.000]  (主席) 做的時候,譬如他們要讀一些信經,
[00:07:47.000 --> 00:07:53.000]  (主席) 或者要讀一些經訓書裏面所找的經文,
[00:07:53.000 --> 00:07:56.000]  (主席) 然後他們就會做一些,
[00:07:56.000 --> 00:07:59.000]  (主席) 可能每個星期都會有聖餐,
[00:07:59.000 --> 00:08:03.000]  (主席) 可能有一段很長的期討,
[00:08:04.000 --> 00:08:07.000]  (主席) 要跪又要站,又要跪又要站,然後唱歌。
[00:08:07.000 --> 00:08:10.000]  (主席) 這叫做禮儀教會,High Church。
[00:08:10.000 --> 00:08:13.000]  (主席) 為什麼人們喜歡去這些教會呢?
[00:08:13.000 --> 00:08:16.000]  (主席) 因為當去這些教會,我不是說這些教會一定是錯的,
[00:08:16.000 --> 00:08:20.000]  (主席) 但是去這些教會很容易讓人有一種宗教感,
[00:08:20.000 --> 00:08:22.000]  (主席) 因為有些事情正在做,
[00:08:22.000 --> 00:08:24.000]  (主席) 正在做的時候你就會覺得,
[00:08:24.000 --> 00:08:27.000]  (主席) 你做下去就真的好像很敬虔了。
[00:08:27.000 --> 00:08:31.000]  (主席) 人是這樣的,
[00:08:32.000 --> 00:08:35.000]  (主席) 做一下,碰一下,你就會覺得有一種attachment,
[00:08:35.000 --> 00:08:39.000]  (主席) 又覺得有一種歸屬感。
[00:08:39.000 --> 00:08:42.000]  (主席) 沒有禮儀的教會,
[00:08:42.000 --> 00:08:44.000]  (主席) 即是說low church,
[00:08:44.000 --> 00:08:46.000]  (主席) 即是好像以貌來還真信會這一類,
[00:08:46.000 --> 00:08:48.000]  (主席) 那些人就說沒什麼禮貌,
[00:08:48.000 --> 00:08:50.000]  (主席) 不是沒有禮貌,
[00:08:50.000 --> 00:08:52.000]  (主席) 而是我們不是用一些禮儀,
[00:08:52.000 --> 00:08:57.000]  (主席) 去將信徒弄下去一種宗教感的裡面。
[00:08:57.000 --> 00:08:59.000]  (主席) 來到這段經文,
[00:09:00.000 --> 00:09:06.000]  (主席) 要進一步讓門徒更深刻地去學會怎樣去傳道,
[00:09:06.000 --> 00:09:10.000]  (主席) 怎樣去辨識傳道的意思,
[00:09:10.000 --> 00:09:13.000]  (主席) 和辨識真信主假信主的人。
[00:09:13.000 --> 00:09:17.000]  (主席) 所以這段聖經可以說是對於我們今天作為信徒,
[00:09:17.000 --> 00:09:19.000]  (主席) 有一個很大的提醒。
[00:09:19.000 --> 00:09:21.000]  (主席) 這三部份是怎樣呢?
[00:09:21.000 --> 00:09:23.000]  (主席) 如果大家在程序表上面有寫的。
[00:09:23.000 --> 00:09:25.000]  (主席) 第一部份我會和大家一起去看看,
[00:09:25.000 --> 00:09:29.000]  (主席) 怎樣去把握由遠方而來的一個盼望,
[00:09:30.000 --> 00:09:32.000]  (主席) 然後在第二個片段裏面,
[00:09:32.000 --> 00:09:35.000]  (主席) 我們會進一步去看到,
[00:09:35.000 --> 00:09:39.000]  (主席) 怎樣把握耶穌給人一個反思的時刻,
[00:09:39.000 --> 00:09:41.000]  (主席) 然後到最後一部份,
[00:09:41.000 --> 00:09:43.000]  (主席) 我們會去看看,
[00:09:43.000 --> 00:09:47.000]  (主席) 怎樣把握由耶穌的決定和聖靈所賜的信,
[00:09:47.000 --> 00:09:50.000]  (主席) 合而成為一個信的咎音。
[00:09:50.000 --> 00:09:52.000]  (主席) 我們分這三部份一起去看。
[00:09:52.000 --> 00:09:54.000]  (主席) 第一部份,
[00:09:54.000 --> 00:09:57.000]  (主席) 我們會先去看第21和第22部份。
[00:09:58.000 --> 00:10:00.000]  (主席) 我們已經讀過了,這段聖經是很特別的。
[00:10:00.000 --> 00:10:03.000]  (主席) 這兩節一開始說耶穌離開那裏,
[00:10:03.000 --> 00:10:06.000]  (主席) 去到泰爾西頓的境內去。
[00:10:06.000 --> 00:10:10.000]  (主席) 泰爾和西頓是甚麼地方呢?
[00:10:10.000 --> 00:10:15.000]  (主席) 其實泰爾和西頓是一個遠離耶穌當時,
[00:10:15.000 --> 00:10:18.000]  (主席) 侍奉的一個地點,
[00:10:18.000 --> 00:10:20.000]  (主席) 叫做格尼薩勒。
[00:10:20.000 --> 00:10:23.000]  (主席) 相距的距離大約,
[00:10:23.000 --> 00:10:25.000]  (主席) 如果由格尼薩勒來看,
[00:10:26.000 --> 00:10:30.000]  (主席) 去到泰爾大約是57公里的地方。
[00:10:30.000 --> 00:10:35.000]  (主席) 而西頓是處於泰爾北的地方,
[00:10:35.000 --> 00:10:38.000]  (主席) 大約如果從格尼薩勒去,
[00:10:38.000 --> 00:10:40.000]  (主席) 就要去到81公里。
[00:10:40.000 --> 00:10:43.000]  (主席) 這兩個城市的特點是甚麼呢?
[00:10:43.000 --> 00:10:47.000]  (主席) 最大的特點就是這兩個都是沿海城市,
[00:10:47.000 --> 00:10:52.000]  (主席) 剛剛位處於地中海的東岸。
[00:10:53.000 --> 00:10:56.000]  (主席) 如果大家有聖經的地圖的話,
[00:10:56.000 --> 00:10:58.000]  (主席) 你們會看到,
[00:10:58.000 --> 00:11:03.000]  (主席) 正正就是在巴勒斯坦沿岸,
[00:11:03.000 --> 00:11:06.000]  (主席) 或者叫做地中海,
