
[00:00:00.000 --> 00:00:09.000]  我是劉偉強,不是導演,我只是陳淑華,也不是歌星。
[00:00:09.000 --> 00:00:17.000]  我一輩子最大的成就,就是能夠做到陳淑華的丈夫。
[00:00:17.000 --> 00:00:24.000]  我已經退休六年了,我有兩個兒子,四個孫子。
[00:00:27.000 --> 00:00:32.000]  明年是我的安息年,我是不接港島的明年。
[00:00:32.000 --> 00:00:42.000]  我有負擔去阿富汗遊歷,看看有沒有什麼事情可以幫忙。
[00:00:42.000 --> 00:00:47.000]  這篇講章是我父親子的作品,
[00:00:50.000 --> 00:00:57.000]  紀念父親和家長在家庭裡所付出的。
[00:00:57.000 --> 00:01:05.000]  我們養不教父之過,除了養,教導兒女是為父的責任。
[00:01:06.000 --> 00:01:23.000]  但現實裡,多數和兒女溫習功課,關心他們成長學習的,一般情況都是母親,給父親付出得多一點。
[00:01:23.000 --> 00:01:33.000]  成功的父親背後,多得母親在子女面前說好話,給點分數給父親。
[00:01:34.000 --> 00:01:41.000]  我也不是很高分的父親,我多謝師母在我的子女面前教我分數。
[00:01:41.000 --> 00:01:48.000]  所以,我們應該給點掌聲給母親。
[00:01:48.000 --> 00:01:58.000]  中國人說,養不教父之過。
[00:01:59.000 --> 00:02:07.000]  如果有人說,我的子女沒有家教,他在說誰?
[00:02:07.000 --> 00:02:12.000]  在說我父親,在說我自己。
[00:02:12.000 --> 00:02:17.000]  這句話不要隨便說,留在前家。
[00:02:17.000 --> 00:02:27.000]  我作為四個孫子的爺爺,我有機會有第二轉,實施家教。
[00:02:28.000 --> 00:02:36.000]  我開始反省,究竟在第一轉教我的兩個兒子的過程裡,有什麼地方我錯過了,沒有交代他們。
[00:02:36.000 --> 00:02:46.000]  我要在我的孫子身上補回,所以我刻意每天接送他們上學。
[00:02:46.000 --> 00:02:53.000]  原本不用,他們坐保姆車,六點多就去計程車,七點多就到學校。
[00:02:53.000 --> 00:02:57.000]  如果坐我的車,八分鐘就可以回學校。
[00:02:59.000 --> 00:03:10.000]  被迫每天都有兩至八分鐘的時間,被迫在我的車裡聽我講道,聽我為他們祈禱。
[00:03:10.000 --> 00:03:18.000]  就像打開電腦一樣,看看他們腦裡有什麼,有什麼需要更正的。
[00:03:18.000 --> 00:03:20.000]  我問他們,你是什麼人?
[00:03:20.000 --> 00:03:26.000]  我是香港人,我馬上要更正他們,你不是香港人,你是香港住的中國人。
[00:03:27.000 --> 00:03:35.000]  要矯正過去的香港教育,殖民教育,一些漏了的地方。
[00:03:35.000 --> 00:03:44.000]  回歸正傳,為了今天的訊息,其實我也聽了超過二十篇父親節的講章。
[00:03:44.000 --> 00:03:50.000]  我選了剛才那兩段聖經作為我今天的內容。
[00:03:51.000 --> 00:03:57.000]  臨前四章只不過是題目而已,隱然而已。
[00:03:57.000 --> 00:04:04.000]  今天不單單是講給家長聽,也講給熟齡的父母聽。
[00:04:04.000 --> 00:04:08.000]  如果你是組長,你是導師,是吧?學習的老師,是吧?
[00:04:08.000 --> 00:04:13.000]  你是帶領人信人數的,關心他的靈魂的,是吧?
[00:04:13.000 --> 00:04:16.000]  都適合聽。
[00:04:16.000 --> 00:04:20.000]  保羅沒有結過婚,沒有生過孩子。
[00:04:21.000 --> 00:04:28.000]  他作為傳福音的大使命的經驗裏面,他所領受的為父的心比外人眾人都多。
[00:04:28.000 --> 00:04:36.000]  他說學習基督的,師父所有一萬,為父的心不多。
[00:04:36.000 --> 00:04:41.000]  即是有父母心腸的不多。
[00:04:41.000 --> 00:04:46.000]  原來做師父是要有父母心腸。
[00:04:47.000 --> 00:04:51.000]  因為他說「我在耶穌基督裏面,用福音生了你們。」
[00:04:51.000 --> 00:05:00.000]  跟我們中國文化,幾千年的文化,很相似。
[00:05:00.000 --> 00:05:08.000]  我們說有一句說話:「一日為師,終生為父。」
[00:05:08.000 --> 00:05:11.000]  精神很相似。
[00:05:11.000 --> 00:05:14.000]  這句說話出自太公家教篇。
[00:05:16.000 --> 00:05:21.000]  做師父的不單止是教徒弟學藝,還要教他做人。
[00:05:21.000 --> 00:05:30.000]  這個是我父輩,那些做師父他們要做的。
[00:05:30.000 --> 00:05:38.000]  師父和為父的心,幾時分家呢?
[00:05:38.000 --> 00:05:40.000]  是這幾十年的事。
[00:05:41.000 --> 00:05:46.000]  尤其是在今天這個AI的年代,你按一按電腦,什麼查經資料都出來了。
[00:05:46.000 --> 00:05:50.000]  你夠膽,人都可以做資學老師的。
[00:05:50.000 --> 00:05:56.000]  但是保祿說:「我和其他師父不同,我是用福音生了你們的。」
[00:05:56.000 --> 00:06:02.000]  「我帶著你們信耶穌,我就好像父親那樣愛兒女,這樣愛你們。」
[00:06:02.000 --> 00:06:04.000]  這是保祿親口說的。
[00:06:06.000 --> 00:06:14.000]  有些同行的家屬經常在我面前說:「我的教徒又不靈修,又不祈禱,又不奉獻。」
[00:06:14.000 --> 00:06:17.000]  有些埋怨。
[00:06:17.000 --> 00:06:22.000]  有為父的心,不是這樣的。
[00:06:22.000 --> 00:06:28.000]  你想想,如果你的子女不肯吃東西,會營養不良的,會死的。
[00:06:28.000 --> 00:06:33.000]  做老弟一定是千方百計,又騙又哄也好。
[00:06:34.000 --> 00:06:37.000]  都要他吃東西。
[00:06:37.000 --> 00:06:40.000]  這是每個父親要做的事。
[00:06:40.000 --> 00:06:43.000]  沒有為父的心,只不過是顧公而已。
[00:06:43.000 --> 00:06:48.000]  放了公司的東西,你不用上身。
[00:06:48.000 --> 00:06:52.000]  你很少會漏夜回到公司趕走他。
[00:06:52.000 --> 00:06:56.000]  除非那間公司是你的,是你有份。
[00:06:56.000 --> 00:07:03.000]  雖然有時父母會嚇那些小朋友說:「你不努力,但是你要做乞丐。」
[00:07:04.000 --> 00:07:05.000]  你聽過嗎?
[00:07:05.000 --> 00:07:10.000]  哪個父母真的想自己的子女做乞丐呢?
[00:07:10.000 --> 00:07:13.000]  都是一些晦氣說話而已。
[00:07:13.000 --> 00:07:18.000]  教師和家長的分別在哪裡呢?
[00:07:18.000 --> 00:07:22.000]  你們有沒有做教師?
[00:07:22.000 --> 00:07:27.000]  做老師的,是知識道理的傳遞。
[00:07:27.000 --> 00:07:30.000]  上課,說了就算了。
[00:07:30.000 --> 00:07:33.000]  學生聽不聽,就是他們的做法。
[00:07:34.000 --> 00:07:39.000]  做家長不是,這是生命和關係的操作。
[00:07:39.000 --> 00:07:46.000]  看著你的子女失敗,你陪著他,看著他要改善,直到成功。
[00:07:46.000 --> 00:07:52.000]  今天做老師的,在制度上是沒有時間,
[00:07:52.000 --> 00:08:00.000]  沒有空間給他們去關心學生功課以外的個人成長。
[00:08:00.000 --> 00:08:02.000]  你沒有時間去家訪。
[00:08:03.000 --> 00:08:10.000]  只是你要做教案,開會,改補,交文件,已經用完了你的時間。
[00:08:10.000 --> 00:08:13.000]  為父的心是不是不行呢?
[00:08:13.000 --> 00:08:18.000]  現實上是這麼困難,是不是不行呢?
[00:08:18.000 --> 00:08:26.000]  除非你肯做義工,放了工以後,你用自己的時間去關心你的學生。
[00:08:27.000 --> 00:08:36.000]  其實做父母,做教會的導師,組長,關心靈魂的頂尖妹,
[00:08:36.000 --> 00:08:40.000]  你們是在做很重要的義工。
[00:08:40.000 --> 00:08:45.000]  我記得四十幾年前,我還在做神學生,
[00:08:45.000 --> 00:08:54.000]  在教會裡面做執事,負責一個部門叫做教育部。
[00:08:55.000 --> 00:08:58.000]  現在沒有這個部門了。教育部做什麼呢?
[00:08:58.000 --> 00:09:01.000]  就是提供課程,提供講座給頂尖妹。
[00:09:01.000 --> 00:09:08.000]  其中一項叫做「青出於藍」的門徒訓練。
[00:09:08.000 --> 00:09:11.000]  大家看我什麼?半個世紀之前的東西。
[00:09:11.000 --> 00:09:17.000]  是黃宗牧師開發的。
[00:09:17.000 --> 00:09:23.000]  我就找了一批較為資深一點的頂尖妹做保羅,
