
[00:00:00.000 --> 00:00:03.700]  在聖經裏面有一個人物
[00:00:03.700 --> 00:00:07.200]  這個人物就是提摩提
[00:00:07.200 --> 00:00:09.200]  提摩提我們知道多少呢
[00:00:09.200 --> 00:00:10.800]  我們對他不是知道很多
[00:00:10.800 --> 00:00:13.500]  因爲講得很少
[00:00:13.500 --> 00:00:15.800]  在聖經裏面不是講得很多
[00:00:15.800 --> 00:00:16.800]  不過
[00:00:16.800 --> 00:00:21.300]  幸好在聖經裏面有兩段書
[00:00:21.300 --> 00:00:24.800]  特別是保羅寫給提摩提的
[00:00:24.800 --> 00:00:26.800]  因此在這些書信裏面
[00:00:26.800 --> 00:00:31.100]  我們就可以看出提摩提到底是什麼人物
[00:00:31.100 --> 00:00:32.100]  同時
[00:00:32.100 --> 00:00:35.100]  在保羅對提摩提說話的時候
[00:00:35.100 --> 00:00:37.100]  他提到一些東西
[00:00:37.100 --> 00:00:42.100]  這些東西涉及他的母親
[00:00:42.100 --> 00:00:43.100]  尤尼基
[00:00:43.100 --> 00:00:45.100]  涉及他的阿婆
[00:00:45.100 --> 00:00:46.100]  羅姨
[00:00:46.100 --> 00:00:50.100]  這兩個人的時候我們就看到
[00:00:50.100 --> 00:00:52.100]  這兩個做媽媽的
[00:00:52.100 --> 00:00:53.100]  做阿婆的
[00:00:53.100 --> 00:00:57.100]  如何影響提摩提
[00:00:57.100 --> 00:00:58.100]  所以我就說
[00:00:58.100 --> 00:01:00.100]  很多時候這些做媽媽的
[00:01:00.100 --> 00:01:03.100]  他們辛辛苦苦養育子女的時候
[00:01:03.100 --> 00:01:07.100]  其實在當中是一種影響
[00:01:07.100 --> 00:01:12.100]  首先我們看到提摩提的媽媽和阿婆
[00:01:12.100 --> 00:01:14.100]  對他的影響是什麼
[00:01:14.100 --> 00:01:19.100]  原來這兩個女人對提摩提的那種影響
[00:01:19.100 --> 00:01:22.100]  是那種真心
[00:01:22.100 --> 00:01:25.100]  真信心的那種影響
[00:01:25.100 --> 00:01:27.100]  在聖經裏面
[00:01:27.100 --> 00:01:30.100]  保羅對提摩提說
[00:01:30.100 --> 00:01:32.100]  他想到你無危之信
[00:01:32.100 --> 00:01:36.100]  這個信是先在你外祖母羅姨
[00:01:36.100 --> 00:01:40.100]  然後你的媽媽尤尼基的心裏面
[00:01:40.100 --> 00:01:43.100]  這個深信也在你的心裏面
[00:01:43.100 --> 00:01:44.100]  爲什麼會這麼說呢
[00:01:44.100 --> 00:01:46.100]  因爲保羅深深相信
[00:01:46.100 --> 00:01:51.100]  這兩個女人對提摩提的那種影響
[00:01:51.100 --> 00:01:53.100]  媽媽和阿婆
[00:01:53.100 --> 00:01:56.100]  對提摩提的那種影響
[00:01:56.100 --> 00:01:59.100]  我們看到這是三代
[00:01:59.100 --> 00:02:00.100]  三代同堂
[00:02:00.100 --> 00:02:01.100]  但是
[00:02:01.100 --> 00:02:04.100]  是不是真的一代傳一代呢
[00:02:04.100 --> 00:02:05.100]  未必
[00:02:05.100 --> 00:02:08.100]  因爲可能當時信主的時候
[00:02:08.100 --> 00:02:12.100]  是羅姨和尤尼基兩母女信了
[00:02:12.100 --> 00:02:14.100]  然後提摩提出世
[00:02:14.100 --> 00:02:20.100]  這兩個女人就在悉心教導提摩提
[00:02:20.100 --> 00:02:24.100]  在保羅對提摩提說的這個說話當中
[00:02:24.100 --> 00:02:26.100]  提到四個字
[00:02:26.100 --> 00:02:28.100]  無危之信
[00:02:28.100 --> 00:02:30.100]  到底無危之信是什麼呢
[00:02:30.100 --> 00:02:31.100]  其實
[00:02:31.100 --> 00:02:35.100]  從中文字我們已經看到表面的意思
[00:02:35.100 --> 00:02:37.100]  那個是表示什麼呢
[00:02:37.100 --> 00:02:39.100]  其實無論是她阿婆
[00:02:39.100 --> 00:02:42.100]  或者是她媽媽提摩提
[00:02:42.100 --> 00:02:46.100]  或者甚至是她本身的信心
[00:02:46.100 --> 00:02:47.100]  那個信心是什麼呢
[00:02:47.100 --> 00:02:49.100]  那個信心是真實的
[00:02:49.100 --> 00:02:50.100]  無危
[00:02:50.100 --> 00:02:52.100]  不是假的
[00:02:52.100 --> 00:02:55.100]  是真真實實的信心
[00:02:55.100 --> 00:02:56.100]  在這裏
[00:02:56.100 --> 00:03:03.100]  相信保羅不只是指提摩提他們對上帝的那種信心的真實
[00:03:03.100 --> 00:03:06.100]  也說出了提摩提
[00:03:06.100 --> 00:03:09.100]  其實因爲他這種無危的信心
[00:03:09.100 --> 00:03:14.100]  其實他是一個忠實可靠的人
[00:03:14.100 --> 00:03:16.100]  原文的意思
[00:03:16.100 --> 00:03:20.100]  就是說他是一個忠實可靠的人
[00:03:20.100 --> 00:03:25.100]  跟我們中文翻譯出來的無危的信心有些差別
[00:03:25.100 --> 00:03:31.100]  提摩提是一個忠實可靠的人
[00:03:31.100 --> 00:03:34.100]  因此我們就看出一件事
[00:03:34.100 --> 00:03:37.100]  原來一個人是否忠實可靠呢
[00:03:37.100 --> 00:03:41.100]  都跟他對上帝的信心
[00:03:41.100 --> 00:03:42.100]  有多真實呢
[00:03:42.100 --> 00:03:44.100]  是有關係的
[00:03:44.100 --> 00:03:47.100]  對上帝的信心越真誠的人
[00:03:47.100 --> 00:03:51.100]  你會發現他是越單純的
[00:03:51.100 --> 00:03:53.100]  他越單純
[00:03:53.100 --> 00:03:55.100]  人就不會奸詐
[00:03:55.100 --> 00:04:01.100]  人做的事情都是老老實實的
[00:04:01.100 --> 00:04:06.100]  都不會是一些彎曲背謀的事情
[00:04:06.100 --> 00:04:11.100]  你可能不會從一個人的外表看得出來
[00:04:11.100 --> 00:04:14.100]  一個人到底是否忠實
[00:04:14.100 --> 00:04:15.100]  但是呢
[00:04:15.100 --> 00:04:17.100]  可以由他做的事情
[00:04:17.100 --> 00:04:24.100]  你就可以判斷出他到底有多真實
[00:04:24.100 --> 00:04:25.100]  說真的
[00:04:25.100 --> 00:04:28.100]  你跟一個人相處得越久越多的時候
[00:04:28.100 --> 00:04:31.100]  你就會越看得出這一點
[00:04:31.100 --> 00:04:34.100]  他到底是否一個忠誠的人
[00:04:34.100 --> 00:04:36.100]  他到底是否一個忠實的人
[00:04:36.100 --> 00:04:38.100]  跟他相處得越久
[00:04:38.100 --> 00:04:40.100]  你就會看出他的本性
[00:04:40.100 --> 00:04:42.100]  看出他的真面目
[00:04:42.100 --> 00:04:46.100]  因爲日久見人心
[00:04:46.100 --> 00:04:50.100]  保羅會這樣去評論提摩提
[00:04:50.100 --> 00:04:53.100]  其實這個已經差不多是一個結論
[00:04:53.100 --> 00:04:54.100]  爲什麼
[00:04:54.100 --> 00:04:57.100]  因爲保羅聽說在那時候
[00:04:57.100 --> 00:04:59.100]  已經是最後一次坐牢
[00:04:59.100 --> 00:05:01.100]  他寫這些信的時候
[00:05:01.100 --> 00:05:04.100]  其實他是最後一次坐牢
[00:05:04.100 --> 00:05:06.100]  保羅也知道自己的時日無多
[00:05:06.100 --> 00:05:09.100]  所以他對提摩提所說的話
[00:05:09.100 --> 00:05:13.100]  很多是由心底裏面去說的
[00:05:13.100 --> 00:05:18.100]  真真誠誠地對提摩提說的
[00:05:18.100 --> 00:05:20.100]  人快要死了
[00:05:20.100 --> 00:05:24.100]  他不需要再偽裝對一個人的各種感情
[00:05:24.100 --> 00:05:28.100]  他甚至可以很坦誠地去說出
[00:05:28.100 --> 00:05:31.100]  他對提摩提的各種看法
[00:05:31.100 --> 00:05:34.100]  成爲了提摩提的爲人
[00:05:34.100 --> 00:05:36.100]  做一個結論
[00:05:36.100 --> 00:05:40.100]  我相信保羅不是一個容易相處的人
[00:05:40.100 --> 00:05:43.100]  如果你看保羅的生平也好
[00:05:43.100 --> 00:05:45.100]  或者看他寫的書信也好
[00:05:45.100 --> 00:05:49.100]  發覺到這個人是很有主見的人
[00:05:49.100 --> 00:05:51.100]  不僅有主見
[00:05:51.100 --> 00:05:54.100]  他是很有見地
[00:05:54.100 --> 00:05:56.100]  很直率的人
[00:05:56.100 --> 00:05:59.100]  有什麼他就說什麼
[00:05:59.100 --> 00:06:06.100]  他也是一個教會的很高的屬齡的領導
[00:06:06.100 --> 00:06:09.100]  是有一定的關係的
[00:06:09.100 --> 00:06:12.100]  你看到保羅他很率直
[00:06:12.100 --> 00:06:13.100]  有什麼他就說什麼
[00:06:13.100 --> 00:06:16.100]  有那句就說那句
[00:06:16.100 --> 00:06:20.100]  相信你如果氣量少一點
[00:06:20.100 --> 00:06:21.100]  或者是窄一點
[00:06:21.100 --> 00:06:24.100]  你都很難和他好好相處
[00:06:24.100 --> 00:06:28.100]  我們看到他曾經和他一起去宣教的馬赫
[00:06:28.100 --> 00:06:30.100]  寫馬赫福音的那個
[00:06:30.100 --> 00:06:32.100]  這位小弟兄
[00:06:32.100 --> 00:06:36.100]  和他一起結果都是很難和他一起相處
[00:06:36.100 --> 00:06:38.100]  不知道什麼原因要離開他
[00:06:38.100 --> 00:06:43.100]  你看到和他一起被猜出去宣教的巴拿巴
[00:06:43.100 --> 00:06:46.100]  最後都是兩個人因爲意見不合
[00:06:46.100 --> 00:06:48.100]  而需要分手
[00:06:48.100 --> 00:06:52.100]  他也曾經看到彼得有一些偽裝的行爲的時候
[00:06:52.100 --> 00:06:57.100]  他是直接當衆去指責彼得
[00:06:57.100 --> 00:06:58.100]  不要忘記
[00:06:58.100 --> 00:07:03.100]  彼得在屬齡的年資上比他早一些
[00:07:03.100 --> 00:07:07.100]  但是他很勇敢地看到彼得做得不對
[00:07:07.100 --> 00:07:10.100]  就直接去指責他
[00:07:10.100 --> 00:07:13.100]  但我們看到他和提摩泰的關係是怎麼樣
[00:07:13.100 --> 00:07:16.100]  好到不得了
[00:07:16.100 --> 00:07:20.100]  他是看提摩泰好像自己的兒子
[00:07:20.100 --> 00:07:24.100]  而提摩泰就看他好像一個爸爸
[00:07:24.100 --> 00:07:27.100]  在剛纔我們所讀的經文裏面
[00:07:27.100 --> 00:07:30.100]  你們已經看得出他對提摩泰的那種心
[00:07:30.100 --> 00:07:35.100]  是一個很深的去愛提摩泰的一種心境
[00:07:35.100 --> 00:07:38.100]  提摩泰是不是一個完美的人呢
[00:07:38.100 --> 00:07:41.100]  是不是一個完美到保羅看不到他任何的缺點
[00:07:41.100 --> 00:07:44.100]  因此而可以和他好好相處
[00:07:44.100 --> 00:07:47.100]  而可以看他爲一個這麼親密的人呢
[00:07:47.100 --> 00:07:48.100]  不是
[00:07:48.100 --> 00:07:52.100]  如果你再看對提摩泰的一些資料的時候
[00:07:52.100 --> 00:07:55.100]  提摩泰是一個不完美的人
[00:07:55.100 --> 00:07:59.100]  甚至他是一個有懦弱傾向的人
[00:07:59.100 --> 00:08:03.100]  他可能是一個年紀很小
[00:08:03.100 --> 00:08:05.100]  很年輕
[00:08:05.100 --> 00:08:09.100]  甚至他謙卑到有點自卑
[00:08:09.100 --> 00:08:11.100]  我們剛剛講完謙卑
[00:08:11.100 --> 00:08:13.100]  教導我們要謙卑
[00:08:13.100 --> 00:08:16.100]  但謙卑不是叫我們自卑
[00:08:16.100 --> 00:08:19.100]  但是提摩泰可能謙卑到
[00:08:19.100 --> 00:08:23.100]  可能去到一個自卑的程度
[00:08:23.100 --> 00:08:27.100]  他可能是一個很容易害怕的人
[00:08:27.100 --> 00:08:30.100]  很容易驚嚇的人
[00:08:30.100 --> 00:08:33.100]  你見保羅在提摩泰前書
[00:08:33.100 --> 00:08:36.100]  那裏去勸勉他什麼
[00:08:36.100 --> 00:08:39.100]  不可叫人少看你年輕
[00:08:39.100 --> 00:08:43.100]  你不要因爲自己年紀小就很害怕
[00:08:43.100 --> 00:08:45.100]  和別人相處的時候
[00:08:45.100 --> 00:08:49.100]  每件事都要很卑微
[00:08:49.100 --> 00:08:54.100]  保羅說不可叫人少看你年輕
[00:08:54.100 --> 00:08:58.100]  總要在言語、行爲、愛心、信心清潔上
[00:08:58.100 --> 00:09:00.100]  都作信徒的榜樣
[00:09:00.100 --> 00:09:04.100]  因爲知道提摩泰這幾方面是很好的
[00:09:04.100 --> 00:09:06.100]  是可以成爲榜樣的
[00:09:06.100 --> 00:09:08.100]  不過他又好像很自卑
[00:09:08.100 --> 00:09:10.100]  或者是太過謙卑
[00:09:10.100 --> 00:09:13.100]  以至於可能很多事情都很害怕
[00:09:13.100 --> 00:09:15.100]  很害怕自己太過年輕
[00:09:15.100 --> 00:09:20.100]  害怕自己在別人眼中沒有地位
[00:09:20.100 --> 00:09:23.100]  因此他有很多的擔心
[00:09:23.100 --> 00:09:28.100]  你見當提摩泰要去探訪哥林多教會
[00:09:28.100 --> 00:09:31.100]  這個有很多問題的教會的時候
[00:09:31.100 --> 00:09:35.100]  保羅甚至要特別寫信給哥林多教會
[00:09:35.100 --> 00:09:41.100]  跟他們說不要令提摩泰害怕
[00:09:41.100 --> 00:09:43.100]  如果提摩泰來到你們要留心
[00:09:43.100 --> 00:09:47.100]  叫你們在那裏無所懼怕
[00:09:47.100 --> 00:09:52.100]  保護提摩泰好像保護一個小孩一樣
[00:09:52.100 --> 00:09:56.100]  怕他一樣東西都很害怕
[00:09:56.100 --> 00:09:57.100]  可以這麼說
[00:09:57.100 --> 00:09:59.100]  以保羅的性格來說
[00:09:59.100 --> 00:10:02.100]  如果一個屬靈的偉人
[00:10:02.100 --> 00:10:04.100]  看一個這麼軟弱的人
[00:10:04.100 --> 00:10:06.100]  可能看不上眼
[00:10:06.100 --> 00:10:09.100]  不是他所欣賞的那種
[00:10:09.100 --> 00:10:13.100]  他爲什麼又似乎對提摩泰這麼欣賞呢
[00:10:13.100 --> 00:10:17.100]  而且處處都呵護着他
[00:10:17.100 --> 00:10:19.100]  這麼愛惜他
[00:10:19.100 --> 00:10:21.100]  我們只能夠說
[00:10:21.100 --> 00:10:24.100]  因爲提摩泰有一個真誠在當中
[00:10:24.100 --> 00:10:27.100]  同時有一個忠心在當中
[00:10:27.100 --> 00:10:31.100]  令到保羅對他特別的欣賞
[00:10:31.100 --> 00:10:35.100]  保羅在哥林多前書提到提摩泰的時候
[00:10:35.100 --> 00:10:39.100]  他說他是我所親愛
[00:10:39.100 --> 00:10:43.100]  有忠心的兒子
[00:10:43.100 --> 00:10:47.100]  提摩泰一個特質就是他有忠心
[00:10:47.100 --> 00:10:50.100]  在菲律賓書裏保羅還說提摩泰是什麼
[00:10:50.100 --> 00:10:56.100]  興旺福音和我同爐的一個同工
[00:10:56.100 --> 00:10:58.100]  保羅對提摩泰的欣賞
[00:10:58.100 --> 00:11:00.100]  不單止是這樣說出來
