
[00:00:00.000 --> 00:00:03.460]  好,我們今天繼續從
[00:00:03.460 --> 00:00:07.280]  肥勒比書第一章的經文來思想
[00:00:07.280 --> 00:00:09.020]  喜樂之道
[00:00:09.020 --> 00:00:12.400]  我們知道在肥勒比書
[00:00:12.400 --> 00:00:19.460]  裏面有四章的經文
[00:00:19.460 --> 00:00:23.360]  但是在四章的經文裏面有超過十七字
[00:00:23.360 --> 00:00:27.160]  提到喜樂、歡樂、快樂這些字眼
[00:00:27.160 --> 00:00:30.200]  保羅當時是在監牢當中
[00:00:30.200 --> 00:00:33.700]  但是他心裏面充滿著這些字眼
[00:00:33.700 --> 00:00:35.160]  在他流露出來的時候
[00:00:35.160 --> 00:00:38.880]  可見這種是他內心的一種情況
[00:00:38.880 --> 00:00:41.300]  又鼓勵當時的肥勒比的信徒
[00:00:41.300 --> 00:00:44.160]  和他一同在這些逆境當中
[00:00:44.160 --> 00:00:47.000]  經歷神所賜的喜樂和平安
[00:00:47.000 --> 00:00:50.500]  更加今天來到我們每一個弟兄姊妹的手中
[00:00:50.500 --> 00:00:52.760]  我們閱讀上帝的話語的時候
[00:00:52.760 --> 00:00:55.960]  鼓勵我們在主裏靠主
[00:00:55.960 --> 00:00:58.480]  能夠有他所賜的喜樂
[00:00:58.480 --> 00:01:01.840]  在第一章我們上次兩次講過了
[00:01:01.840 --> 00:01:06.300]  已經有兩個關乎保羅喜樂的原因
[00:01:06.300 --> 00:01:08.920]  第一個原因第一章一至十一節
[00:01:08.920 --> 00:01:13.600]  就是他看見能夠幫助別人在主裏面成長
[00:01:13.600 --> 00:01:18.360]  當他的心想到幫助別人在基督裏面成長
[00:01:18.360 --> 00:01:19.920]  他的心就很喜樂
[00:01:19.920 --> 00:01:21.320]  如果我們有這個價值觀
[00:01:21.320 --> 00:01:22.560]  有他這樣做
[00:01:22.560 --> 00:01:25.760]  我們一定會經歷到好像保羅那種的喜樂一樣
[00:01:25.760 --> 00:01:28.180]  看見別人在基督裏面成長
[00:01:28.180 --> 00:01:29.360]  一到十一節
[00:01:29.360 --> 00:01:34.160]  第二個原因上次講的就是十二到十八節上半節
[00:01:34.160 --> 00:01:36.120]  這裏保羅喜樂的原因
[00:01:36.120 --> 00:01:41.600]  就是他能夠看見神可以超越那些逆境
[00:01:41.600 --> 00:01:43.640]  和人性的軟弱
[00:01:43.640 --> 00:01:47.280]  來化成一個祝福
[00:01:47.280 --> 00:01:50.480]  化成一個傳福音見證的機會
[00:01:50.480 --> 00:01:54.360]  化成一個叫人信心增長的機會
[00:01:54.360 --> 00:01:56.240]  雖然人世間會有逆境
[00:01:56.240 --> 00:01:59.360]  保羅當時面對生命的危險
[00:01:59.360 --> 00:02:00.960]  失去自由
[00:02:00.960 --> 00:02:04.960]  很多的內心的一些不好的事
[00:02:04.960 --> 00:02:07.840]  影響他好像其他人那些軟弱
[00:02:07.840 --> 00:02:10.440]  那些嫉妒紛爭的事
[00:02:10.440 --> 00:02:13.320]  但是他不被這些困鎖
[00:02:13.320 --> 00:02:14.440]  他反而突破
[00:02:14.440 --> 00:02:17.320]  然後看到神透過這些機會化成祝福
[00:02:17.320 --> 00:02:19.800]  讓他能夠傳福音
[00:02:19.800 --> 00:02:21.120]  更多人聽到福音
[00:02:21.120 --> 00:02:23.640]  更多人信心得到堅固
[00:02:23.640 --> 00:02:27.200]  最後因為這個他就說很喜樂
[00:02:27.200 --> 00:02:30.080]  這個也是保羅另一個價值觀
[00:02:30.080 --> 00:02:31.520]  其實我們真的看見
[00:02:31.520 --> 00:02:33.920]  事實上發生在我們周圍
[00:02:33.920 --> 00:02:36.320]  我們很多的見證人身上
[00:02:36.320 --> 00:02:39.360]  在逆境裏面更加的經歷神的喜樂
[00:02:39.360 --> 00:02:41.320]  因為看見神透過這些
[00:02:41.320 --> 00:02:44.080]  反而成為我們有機會向人見證
[00:02:44.080 --> 00:02:45.120]  傳福音
[00:02:45.120 --> 00:02:47.200]  叫更多人見到我們的信心
[00:02:47.200 --> 00:02:48.160]  得到鼓勵
[00:02:48.160 --> 00:02:49.520]  得到堅固
[00:02:49.520 --> 00:02:51.640]  這個實在是神很奇妙
[00:02:51.640 --> 00:02:53.320]  祂容許有苦難
[00:02:53.320 --> 00:02:54.640]  容許有逆境
[00:02:54.640 --> 00:02:55.680]  容許有困難
[00:02:55.680 --> 00:02:56.800]  容許有疾病
[00:02:56.800 --> 00:02:58.200]  但是祂透過這一切
[00:02:58.200 --> 00:02:59.920]  反而超越這些
[00:02:59.920 --> 00:03:02.400]  讓更多人能夠得到益處
[00:03:02.400 --> 00:03:06.960]  叫我們能夠得到那份很奇妙的喜樂平安
[00:03:06.960 --> 00:03:09.280]  這是保羅第二個喜樂的原因
[00:03:09.280 --> 00:03:11.720]  今天我們看第一章第三個
[00:03:11.720 --> 00:03:13.080]  就是從十八節
[00:03:13.080 --> 00:03:15.240]  十八節下半節開始
[00:03:15.240 --> 00:03:16.840]  下半節這樣說
[00:03:16.840 --> 00:03:19.200]  我們一起來去讀這幾節經文
[00:03:19.200 --> 00:03:21.640]  下半節保羅一開始就說請讀
[00:03:21.640 --> 00:03:25.200]  並且我還要歡喜
[00:03:25.200 --> 00:03:26.920]  因為我知道
[00:03:26.920 --> 00:03:29.920]  這是藉你們的祈禱
[00:03:29.920 --> 00:03:33.320]  和耶穌基督之靈的幫助
[00:03:33.320 --> 00:03:36.480]  終必叫我得救
[00:03:36.480 --> 00:03:39.480]  照著我所切勿
[00:03:39.480 --> 00:03:41.200]  所盼望的
[00:03:41.200 --> 00:03:44.480]  沒有一事叫我羞愧
[00:03:44.480 --> 00:03:47.040]  只要凡事放膽
[00:03:47.040 --> 00:03:49.680]  無論是生是死
[00:03:49.680 --> 00:03:55.080]  總叫基督在我身上照常顯大
[00:03:55.080 --> 00:03:58.240]  因我活著就是基督
[00:03:58.240 --> 00:04:02.000]  我死了就有益處
[00:04:02.000 --> 00:04:05.400]  但我在肉身活著
[00:04:05.400 --> 00:04:09.040]  若成就我功夫的果子
[00:04:09.040 --> 00:04:12.640]  我就不知道該挑選甚麼
[00:04:12.640 --> 00:04:15.440]  我正在兩難之間
[00:04:15.440 --> 00:04:18.880]  情願離世與基督同在
[00:04:18.880 --> 00:04:22.320]  因為這是好得無比的
[00:04:22.320 --> 00:04:25.560]  然而我在肉身活著
[00:04:25.560 --> 00:04:29.240]  為你們更是要緊的
[00:04:29.240 --> 00:04:32.240]  我既然這樣深信
[00:04:32.240 --> 00:04:36.040]  就知道仍要住在世間
[00:04:36.040 --> 00:04:39.360]  且與你們眾人同住
[00:04:39.360 --> 00:04:42.880]  使你們在所信的道上
[00:04:42.880 --> 00:04:46.080]  又長進又喜樂
[00:04:46.080 --> 00:04:50.560]  叫你們在基督耶穌裡的歡樂
[00:04:50.560 --> 00:04:54.000]  因我載到你們那裡去
[00:04:54.000 --> 00:04:57.440]  就越發加增
[00:04:57.440 --> 00:05:02.080]  保羅在這裡提到很多喜樂、歡樂這些字眼
[00:05:02.080 --> 00:05:05.920]  一開始就說「並且還要歡喜」
[00:05:05.920 --> 00:05:08.920]  這個就是經文轉接的地方
[00:05:08.920 --> 00:05:11.400]  十八節可以分開上半節和下半節
[00:05:11.400 --> 00:05:13.400]  上半節是上一段的結束
[00:05:13.400 --> 00:05:16.320]  他說「我很喜樂」因為上面所說的
[00:05:16.320 --> 00:05:18.400]  接著到下半節保羅就說
[00:05:18.400 --> 00:05:20.040]  「並且」這裡是轉接
[00:05:20.040 --> 00:05:22.320]  「還要喜樂」是另一個原因
[00:05:22.320 --> 00:05:23.880]  「還要喜樂」是甚麼呢?
[00:05:23.880 --> 00:05:25.080]  他說「因為」
[00:05:25.080 --> 00:05:27.320]  所以一開始他是這樣說的
[00:05:27.320 --> 00:05:29.880]  他說「因為我知道
[00:05:29.880 --> 00:05:32.000]  這是藉著你們的祈禱
[00:05:32.000 --> 00:05:34.200]  和耶穌基督之靈的幫助
[00:05:34.200 --> 00:05:37.360]  終必叫我得救」
[00:05:37.360 --> 00:05:41.640]  「終必叫我得救」是甚麼意思呢?
[00:05:41.640 --> 00:05:43.920]  解經家有不同的解釋
[00:05:43.920 --> 00:05:46.760]  事實上根據夏文
[00:05:46.760 --> 00:05:50.120]  我們也看到有可能是這兩種情況
[00:05:50.120 --> 00:05:51.840]  當時保羅的心情是挺複雜的
[00:05:51.840 --> 00:05:54.520]  很難揣摩得完全了解
[00:05:54.520 --> 00:05:56.120]  不過肯定有這兩種可能
[00:05:56.120 --> 00:05:57.400]  第一個可能是甚麼呢?
[00:05:57.400 --> 00:06:00.960]  就是他希望得救的意思就是放監
[00:06:00.960 --> 00:06:02.640]  他能夠可以放監出獄
[00:06:02.640 --> 00:06:05.640]  就去到菲律賓的信徒那裡
[00:06:05.640 --> 00:06:08.360]  所以夏文說「我情願在世」
[00:06:08.360 --> 00:06:09.920]  「因為更加要緊」
[00:06:09.920 --> 00:06:12.800]  「因為相信去到你們那裡與你們同住」
[00:06:12.800 --> 00:06:17.080]  「使你們所信的道又長進又喜樂」
[00:06:17.080 --> 00:06:18.840]  所以這是保羅的心願
[00:06:18.840 --> 00:06:21.920]  他相信神可能幫助他能以得救
[00:06:21.920 --> 00:06:23.240]  所以他上到這裡
[00:06:23.240 --> 00:06:27.400]  就可以很有信心、很喜樂
[00:06:27.400 --> 00:06:28.880]  另外一個解釋
[00:06:28.880 --> 00:06:30.280]  也很有可能的
[00:06:30.280 --> 00:06:33.760]  就是他認為他可能會在監獄裡死
[00:06:33.760 --> 00:06:35.000]  可能監獄裡死了之後
[00:06:35.000 --> 00:06:37.520]  他就知道我盡了我的能力
[00:06:37.520 --> 00:06:40.000]  盡了我在世所能做的
[00:06:40.000 --> 00:06:41.600]  所以現在我去見主
[00:06:41.600 --> 00:06:43.840]  我以得救的意思就是
[00:06:43.840 --> 00:06:45.680]  去到神的面前
[00:06:45.680 --> 00:06:47.080]  得著神的稱讚
[00:06:47.080 --> 00:06:48.520]  完成了所有的事情
[00:06:48.520 --> 00:06:52.120]  現在上帝就來掌上他
[00:06:52.120 --> 00:06:53.680]  所以在夏文他說
[00:06:53.680 --> 00:06:56.280]  「我情願離世與基督同在」
[00:06:56.280 --> 00:06:58.040]  「這是好得無比的」
[00:06:58.040 --> 00:07:01.040]  所以保羅當時他又有可能
[00:07:01.040 --> 00:07:03.360]  他知道可以神透過他的大能
[00:07:03.360 --> 00:07:04.920]  幫助他釋放、放監
[00:07:04.920 --> 00:07:07.240]  去到菲律賓的教會堅固信徒
[00:07:07.240 --> 00:07:09.280]  這正是他一直所做的
[00:07:09.280 --> 00:07:10.640]  第二個可能就是
[00:07:10.640 --> 00:07:12.080]  可能就不會了
[00:07:12.080 --> 00:07:14.040]  神的旨意叫他離世
[00:07:14.040 --> 00:07:15.320]  是這麼多時間
[00:07:15.320 --> 00:07:16.760]  所以他說又很喜樂
[00:07:16.760 --> 00:07:18.640]  因為我與基督同在
[00:07:18.640 --> 00:07:20.080]  好得無比
[00:07:20.080 --> 00:07:21.040]  要得他上次
[00:07:21.040 --> 00:07:24.960]  因為這正是他得救的功夫完成了
[00:07:24.960 --> 00:07:27.920]  所以這個經文究竟是怎麼解釋呢
[00:07:27.920 --> 00:07:30.640]  是真的很難確定
[00:07:30.640 --> 00:07:32.480]  不過是有兩個可能
